neuron_id,type,totalstrength,avgrelatedness,strengthimbalance,richclubscore,total_3node_motifs,as_source,as_target,kmeanscluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,leiden,hdbscan_cluster,leidenrole,symbolicrole,latentarchetype,multifunctionality_score,functional_types,PCA1,PCA2,pca_distance,is_novel_candidate,composite_score
AIAR,Unknown,427.0,13.564596273291926,187.0,0.0983661499790532,1081,265,310,3,0.4514926,0.08123369,-0.18991952,-0.27504694,-0.2556732,-0.8117345,0.33030125,0.26545426,-0.06564527,0.6196469,0.15375747,-0.35875118,-0.56100583,-0.63542867,-0.1685161,-0.53467923,-0.9442524,-0.05282534,-0.4828826,-0.6463823,0.1333259,-0.2246276,-0.46054703,-0.39140713,0.54977673,-0.01646942,-0.36868358,-0.07347806,-0.012979706,-0.43659383,0.058998894,0.57082486,-0.20130661,-1.1618658,0.23927362,0.33911705,-0.22001228,-0.12865391,-0.35645202,0.29879725,-0.5182583,-0.38881555,-0.27809805,-0.843126,0.69906706,-0.62095034,0.25754234,-0.4013516,-0.6219453,0.08839371,1.0325335,0.146479,-0.5750475,0.07864434,-0.24032801,-0.17884271,-0.36137173,0.17473106,-0.33719146,0.047305,-0.17615654,0.056339603,0.048472006,0.15141785,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",7.059731166493077,7.125127727044785,10.030316508957037,True,0.7281295913889725
RMDDR,Unknown,635.0,13.955405405405404,33.0,0.1761363636363636,1596,129,292,3,0.48854598,0.3679401,-0.31609693,0.3352479,0.040610183,-0.79843706,-0.047882855,0.16284023,0.0068381056,0.95194906,-0.076124,-0.02796092,-0.29553556,-0.92675215,-0.12080896,-0.712484,-0.8755837,-0.10666325,-0.66431636,-0.14811933,0.40030444,0.21439542,-0.72982043,-0.28708145,0.78385866,0.1756415,-0.14302777,0.10158301,-0.33049595,-0.54072213,0.20736228,0.38918126,-0.3848566,-0.76342916,-0.015859755,0.1945625,-0.07143983,0.121764,0.1534391,0.23662947,-0.25718498,0.2794966,-0.4607458,-0.12676434,0.6302275,0.070177406,0.2192916,-0.37183604,-0.5666375,0.36220074,0.6414124,0.6691952,-0.8851551,0.31140006,-0.008941849,-0.05029685,0.28668952,0.0643308,0.35053724,-0.08303856,-0.22359487,0.5862243,-0.29511473,0.03839037,3,6,🧩 Integrative Hub,Motor 🦴,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.5732116084024055,7.331570487712873,9.846777983946755,True,0.7230402709353598
ASER,Sensory,282.0,13.36376811594203,92.0,0.0875522138680033,946,279,289,3,0.2507978,0.05671131,-0.17246187,-0.25271434,-0.23908052,-0.74193895,0.033213925,0.7855126,0.051875055,0.5828494,0.24989273,-0.21161447,-0.4850415,-0.99070156,-0.3123529,-0.28373238,-0.9148729,-0.09807514,-0.3650596,-0.56798095,0.4919236,-0.43212175,-0.5139216,-0.2517001,0.6949591,-0.212521,-0.31816033,-0.06699873,-0.08171088,-0.47432727,0.025949905,0.50864655,-0.29136944,-0.8340008,0.26792026,0.47499248,-0.3367042,0.17737144,0.13702491,0.44826832,-0.3267418,-0.5302805,-0.34617552,-0.574794,0.7631612,-0.7164632,0.26073164,-0.23472112,-0.5430838,0.2710475,0.7223381,0.074465424,-0.7847992,0.064011544,-0.37648636,-0.27116463,-0.44155374,-0.14608085,-0.50701445,0.025978446,-0.2505825,-0.0013294186,0.11776335,0.11594445,3,6,🧩 Integrative Hub,Chemosensory 👃,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",7.1095982134672395,6.729878965599622,9.789670967328616,True,0.7214567564786363
RMFR,Unknown,235.0,15.326375711574952,63.0,0.1503105590062111,1176,224,177,5,0.739627,0.09047287,-0.5256404,-0.44803277,-0.18709165,-0.8400131,-0.05916807,0.35902575,-0.088485256,0.7138515,0.13973533,-0.13579169,-0.55152905,-0.7006293,-0.39627302,-0.5874307,-0.6732759,-0.032018647,-0.66042686,0.17536443,0.6008883,0.059616875,-0.693441,-0.109583355,0.36105302,0.1453347,-0.36634812,-0.18973456,-0.23836087,-0.6576706,0.2808687,0.65606534,0.036784086,-0.5911145,0.14448439,0.33573115,-0.27771518,0.2032215,0.1201347,0.4099588,-0.3389695,-0.16506797,-0.8071928,-0.40293798,0.8228258,-0.17961022,0.18850768,-0.5765948,-0.84853226,0.22202554,0.18274835,0.9484648,-0.35897914,0.37069634,0.14042579,-0.033185974,0.10610172,0.03142932,0.084753364,-0.27862746,-0.67819405,-0.07714641,-0.18388394,0.21544819,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.907480852287829,6.911465196348022,9.771470865998271,True,0.7209520877833138
AVKL,Unknown,213.0,13.910633484162895,25.0,0.1408491107286288,1128,279,193,3,0.73388493,0.046218824,-0.30479905,-0.029199632,0.16052677,-0.63380694,0.28808856,0.28693745,-0.06806121,0.58686393,0.067517586,-0.29144284,-0.5322335,-0.6711689,0.12748745,-0.1768636,-0.78036714,-0.41262722,-0.36448514,0.11584207,0.46719098,0.09213011,-0.938457,-0.65945345,0.77368534,0.04361119,-0.11112718,-0.33482352,0.12437025,-0.5677851,0.27954954,0.87942356,-0.15690625,-0.5025132,-0.15241434,0.5283332,-0.4190851,-0.018804396,-0.029145135,0.4620038,-0.027176112,-0.13339093,-0.15613511,-0.3121742,1.0587137,-0.31568852,0.41026825,-0.49436554,-0.71676886,0.31597236,0.4215641,0.6334694,-0.7093327,0.15884504,0.09784767,-0.09937409,0.3137119,0.08813656,0.23910777,-0.35514227,-0.0677578,-0.11073704,-0.1205448,0.27222615,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.823529942246635,6.986215111376822,9.765641937689823,True,0.7207904580433933
RMDDL,Unknown,616.0,13.777690494893951,14.0,0.1764705882352941,1540,124,280,3,0.692035,0.12409173,-0.52098125,0.2460441,0.16691054,-1.3208153,0.10229938,0.47780576,0.09287401,1.147601,0.06268803,-0.15544961,-0.40183172,-0.86724585,-0.16878064,-0.4141929,-0.5049089,-0.33173814,-0.49132827,-0.18103851,0.56265897,0.16532616,-0.77990896,-0.42702967,0.73102546,0.0001653668,-0.28728643,0.36148056,-0.41371703,-0.5408431,0.33442438,0.311792,-0.21719778,-0.7766643,0.23277311,0.16527525,-0.14455774,0.29689896,0.22548258,0.3710306,-0.18675445,-0.04375169,-0.14888997,-0.09450609,0.3797956,0.06737173,0.2702291,-0.8073507,-0.43165517,0.153948,0.1291401,0.15355715,-0.81532234,0.38123655,-0.111025065,-0.27180824,0.06754531,0.34786582,0.1443195,-0.2817753,-0.059020262,0.5545615,-0.21949951,0.15619282,3,6,🧩 Integrative Hub,Motor 🦴,-1,0.75,"['Unknown', 'Sensory', 'Interneuron']",6.613839098597656,7.175218191093373,9.758412970966965,True,0.7205900067855493
RICR,Unknown,238.0,15.917347226133485,10.0,0.1719576719576719,1653,210,176,5,0.38621515,0.31487337,-0.3721601,0.13445243,-0.09415852,-0.6410108,-0.02953255,0.05041389,-0.17315906,0.7363481,0.34729427,-0.14230421,-0.54170835,-0.72601455,-0.018089745,-0.42013228,-0.7163132,0.094349384,-0.29321614,0.28526863,0.19112292,0.032643214,-0.82993776,-0.5007849,0.8668411,-0.06873256,-0.37720352,0.22293259,-0.086898334,-0.15932845,0.71432513,0.5717709,-0.50988704,-0.6327013,-0.005918036,0.13518281,0.040990755,0.33377907,-0.055320613,0.72734225,-0.4533486,-0.31574026,-0.218754,-0.5281483,0.82349396,-0.48284245,0.36530605,-0.20192286,-0.9302028,0.35296804,0.56574506,0.33021048,-0.61675566,0.30559766,0.031748928,-0.120924234,0.37297034,0.30914873,0.22602187,-0.17581843,-0.11080725,0.12858835,-0.14670798,0.2920723,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.747666991873776,7.035612674991363,9.748377072401437,True,0.7203117224099008
RMGL,Unknown,250.0,14.34722222222222,150.0,0.1428571428571428,2211,229,148,3,0.5209836,0.19031169,-0.4607153,-0.098738074,0.0925069,-0.7505978,0.27626854,0.28280318,0.102429986,0.7864524,0.0458033,0.13929394,-0.5693303,-0.6511679,-0.28122604,-0.4935664,-0.8628753,-0.3180723,-0.41843447,0.080920726,0.41288006,0.14799432,-0.8068592,-0.6599238,1.030367,0.33203956,-0.4446025,-0.21196908,-0.36634606,-0.5765375,0.12223635,0.4812645,-0.2582347,-0.42813644,0.0720321,0.44423297,-0.16612558,0.30382606,0.10755175,0.049389645,-0.10493016,0.10205359,-0.33749223,-0.6943892,1.0352502,-0.39125535,0.25447315,-0.36141852,-0.78069556,0.47149622,0.31654894,-0.13552384,-0.35418114,-0.07981036,-0.24941282,-0.23506804,0.38814035,0.15592399,0.3239019,-0.084185116,-0.25201222,0.06187376,-0.13815536,0.19281635,3,6,🧩 Integrative Hub,Glia ⚙️,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.486845277581977,7.262095540038351,9.737412042628806,True,0.7200076742527459
RIS,Unknown,312.0,13.604830917874397,180.0,0.1462747778537252,1378,271,189,3,0.4709547,0.08647416,-0.5116883,0.11096219,-0.1427352,-0.86594385,-0.08089884,0.29288134,0.0002309251,0.9653219,0.53995323,-0.08594999,-0.18361272,-0.85269785,-0.07062108,-0.019075854,-0.9883336,0.021545265,-0.37538096,0.13424936,0.52097553,0.027192831,-0.6706181,-0.6585204,0.70511967,-0.11844558,-0.12496849,-0.36926648,-0.0772988,-0.14980277,0.33004576,0.7367037,-0.3656653,-0.77245516,0.17824039,0.46914163,-0.13808747,-0.05119277,0.3208039,0.7771365,-0.25034648,-0.535164,-0.3545005,-0.32026854,0.87539196,-0.07544083,0.13602611,-0.3400039,-0.55773085,-0.09951056,-0.09714529,0.61525416,-0.70091283,0.103943415,-0.22034262,-0.13292858,0.23130135,-0.0038988148,0.3961019,-0.10534809,0.18309134,0.23065424,-0.08659819,0.3568598,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.630364904953702,7.106866924430279,9.71953168904772,True,0.7195118718091283
ADAL,Unknown,227.0,15.132387706855791,83.0,0.1744186046511628,1378,217,127,5,0.5059116,-0.052340876,-0.017337075,-0.12690918,-0.14124016,-0.47653788,0.24876577,0.3093823,0.04104988,0.639714,0.33068454,-0.032448642,-0.76962936,-0.72779495,0.03587044,-0.46354708,-0.78781176,-0.18729271,-0.24853973,-0.06941774,0.5983603,0.069271244,-0.9218532,-0.8183585,0.16080117,-0.13408427,-0.37081432,0.03685635,-0.5911641,-0.26245165,0.37129727,0.2652712,-0.52411085,-0.8952891,0.01779073,0.45470598,-0.48325762,0.13542686,-0.20652843,0.327167,-0.28783184,-0.25787923,-0.6350067,-0.5275009,0.8296263,-0.5523868,0.1682885,-0.37275675,-0.61894786,-0.0723992,0.42434958,0.21737026,-0.5126934,0.42782182,-0.24084832,-0.31958887,0.06790086,0.41328013,0.45174563,-0.29276147,-0.43396735,-0.058785353,0.017150072,0.4634577,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.580918214449495,7.074664576564769,9.662264921651316,True,0.7179239276398784
AVKR,Unknown,226.0,14.106372549019609,6.0,0.1503105590062111,1176,280,148,5,0.7884831,0.20776047,-0.5182022,-0.22086209,-0.06578988,-0.59388053,0.3363572,0.28281057,0.1543007,0.6256924,0.11081122,-0.19558083,-0.7239863,-0.9220854,-0.107583344,-0.18979351,-0.4868147,-0.21392901,-0.43464914,0.041922223,0.6887187,0.18963812,-0.8155407,-0.8723946,0.566999,0.12137929,-0.20110226,-0.31317165,-0.17419252,-0.1469084,0.17692655,0.7543371,-0.008603111,-0.43266296,0.024322199,0.40691474,-0.36407363,-0.14669938,0.12386879,0.6153842,-0.23265912,-0.37675667,-0.19529065,-0.19188002,0.75362855,0.08995801,0.28607938,-0.6073237,-0.81125927,0.2914707,0.6993975,0.42207605,-0.73910695,0.32542115,-0.09379388,0.22357982,0.20649119,-0.13158685,0.25940225,-0.092470944,-0.3885653,-0.07863951,-0.13082169,0.09244499,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.657311882710256,6.90906224729542,9.594526702275521,True,0.7160456216801829
AVBL,Interneuron,334.0,14.47163120567376,308.0,0.2205882352941176,1431,51,221,5,0.3374949,-0.05597985,-0.3927784,0.03669436,0.06104975,-0.7055786,0.20461227,0.295388,-0.24430813,0.8267058,0.31135955,0.29777324,-0.58909905,-0.531531,-0.11083698,-0.39755082,-0.94670546,-0.1072121,-0.29491583,-0.4392613,0.2194979,0.481953,-0.87398237,-0.7054834,0.5498895,-0.443987,-0.3015095,-0.20638974,-0.18135579,-0.3080509,0.25313574,0.37346286,-0.3881254,-1.0295666,0.23879702,0.32141435,-0.086665355,0.16767076,0.14911793,0.4780706,-0.085043006,-0.48721766,-0.1473016,-0.52161866,0.96963507,-0.15607786,0.38947925,-0.5014571,-0.6355673,0.34460327,0.4362887,0.26754057,-0.13447715,0.43822214,-0.5077763,0.007713481,0.005847726,0.14163946,0.30204907,-0.03569319,-0.34838668,0.014851595,-0.15256396,0.21239455,3,6,🧩 Integrative Hub,Oscillator 🔁,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.289377923557073,6.955029118183419,9.377030697406632,True,0.7100146978395545
AQR,Unknown,182.0,16.557608695652174,104.0,0.1290909090909091,1035,213,135,5,0.36158544,-0.41216683,-0.3355381,-0.20154369,-0.217365,-0.635331,0.26944613,0.6277903,0.09571439,0.70842886,0.17539942,0.09392912,-0.57916117,-0.6134933,-0.31320953,-0.5322381,-0.7968517,-0.020290736,-0.40091404,0.15733248,0.32235312,0.010041527,-0.7603426,-0.20470506,0.7447386,-0.10197038,-0.12764724,0.07523171,0.038096983,-0.42444208,0.09594499,0.1713597,-0.13793464,-0.8560907,0.2794458,0.5208225,-0.3886992,0.060302187,-0.027569141,0.6219918,-0.13584217,-0.5405507,-0.42694828,-0.5522293,0.98662466,-0.45650366,0.57995546,-0.08213059,-0.74462473,0.27662274,0.48862502,0.3877137,-0.55117685,0.38187343,-0.052869305,0.29332516,0.059172567,0.26839244,0.2575404,-0.24806587,-0.3664869,0.08945216,-0.28387547,0.31965548,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.5374957501514555,6.475660052577899,9.201794596696969,True,0.7051555944360426
AVHR,Unknown,123.0,15.838779956427016,53.0,0.119047619047619,1081,220,125,5,0.4409062,-0.21105918,-0.3836035,-0.21947302,-0.3092412,-0.37943074,0.007403417,0.599205,0.021469979,0.7118683,0.66107905,-0.05300108,-0.4704722,-0.73106337,-0.21589363,-0.21524818,-0.7509931,-0.14266439,-0.14505802,-0.41151175,0.57737577,0.21849884,-0.75021136,-1.1195033,0.70572925,0.16186933,-0.31447938,-0.114217184,-0.25690365,-0.73344356,0.239131,0.3675276,-0.27798903,-0.82557654,0.21521744,0.23525228,-0.28497538,0.102022834,-0.033522166,0.093653806,-0.37311116,-0.45540887,-0.5686654,-0.71423215,0.9759024,-0.47004655,-0.014584279,-0.28898716,-0.5108643,0.057472926,0.6763969,-0.043689363,-0.20748794,0.3053845,-0.21095513,0.040649023,-0.028850885,0.38183698,0.47354975,-0.013363222,-0.28087902,0.046389595,-0.08752956,0.1655028,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Sensory', 'Interneuron']",6.598619569351214,6.386473500547512,9.183072688061465,True,0.7046364566008441
AVBR,Interneuron,365.0,13.316746411483257,341.0,0.1818181818181818,1326,63,225,5,0.31129962,-0.033753753,-0.104845904,-0.1871933,-0.015355155,-0.6225729,0.30276728,0.28922358,-0.14854911,0.98855823,0.2289335,0.0027864508,-0.394018,-0.6301508,0.16847537,-0.35513136,-1.0477471,-0.15863721,-0.23987381,-0.17890936,0.7592314,0.35315588,-0.7341937,-0.4926502,0.4389659,-0.145382,-0.0091755595,-0.08128134,-0.2639151,-0.42822418,0.18002887,0.28858387,-0.5396267,-1.0655197,0.28818297,0.2167897,-0.19048381,0.21519136,-0.004811457,0.52810556,-0.14200722,-0.5411154,-0.31427744,-0.6173541,0.8493634,0.009032379,0.23417407,-0.5308734,-0.7943057,0.3923381,0.47670585,0.15543722,-0.34315535,0.117363684,-0.40442297,0.274602,-0.02872688,0.19258586,0.3140739,-0.037931226,-0.20343806,-0.14226432,-0.28451434,-0.021115033,3,6,🧩 Integrative Hub,Oscillator 🔁,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.045617870799606,6.811093654241496,9.10716707909657,True,0.7025316779543593
RMGR,Unknown,228.0,13.911616161616164,128.0,0.1719576719576719,1711,148,110,5,0.43698004,0.18150236,-0.10181303,0.20811255,-0.14879262,-0.6620104,0.24964438,0.3455906,-0.008737949,0.6556277,0.30963773,0.035023764,-0.34584165,-0.7440931,-0.077466615,-0.2067788,-0.8536322,-0.27245182,-0.5878099,-0.2195846,0.7077416,-0.47341448,-0.80851555,-0.40723348,0.8562053,0.2771327,-0.57033443,-0.31918254,0.05622126,-0.3888668,0.41717184,0.39710966,0.06493145,-1.0666233,0.21036708,0.070629224,0.26644006,-0.0078124157,-0.024857823,0.3993516,-0.2718157,-0.13048762,0.07042991,-0.28228694,0.6148421,-0.33530596,0.3099391,-0.851518,-0.83003527,0.36238602,0.618279,0.32330713,-0.63316804,0.14402376,0.037182987,0.05264046,0.04936883,0.2661135,0.053945657,-0.34623682,-0.3553707,0.13142726,-0.6286662,0.1410253,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.524949606571642,6.337894297304049,9.096365839833982,True,0.7022321715270281
ADER,Unknown,199.0,14.532882882882882,145.0,0.2,1596,217,43,5,0.401161,-0.06321906,-0.61129177,0.2755315,-0.10666206,-0.731697,0.3178972,0.16870292,-0.11782763,0.92079985,0.3274141,0.11937029,-0.5263313,-0.9602256,0.18680565,-0.16514981,-0.50048304,-0.13093099,-0.47568786,0.1876492,0.794345,-0.08689016,-0.79714876,-0.71895355,0.8014779,0.025953624,-0.081762,-0.30786577,-0.47578377,-0.21013229,0.3270033,0.15099561,-0.0939016,-0.6880979,0.13655026,0.1339732,-0.049350232,-0.32008725,-0.05306148,0.25284666,-0.11005967,-0.5098773,-0.1908388,-0.33374846,0.95166063,-0.18343963,0.75489223,-0.672872,-0.6611548,0.17784688,0.6949277,0.4965492,-0.25503874,0.1698258,-0.012455196,0.017782558,-0.24403803,0.1567258,0.21941915,-0.1877567,-0.48374546,0.17637481,-0.090163186,-0.05610362,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.01500029342601,6.794288109757098,9.074281208354835,True,0.7016197891038228
ADEL,Unknown,169.0,14.639819004524888,119.0,0.1761363636363636,1540,232,82,5,0.93189627,0.13373765,-0.40231407,0.020698281,-0.543982,-0.71591187,0.421085,0.14962251,-0.1983711,0.79074395,0.44780308,0.12615535,-0.6390946,-1.0168998,-0.06979605,-0.13485551,-0.7056896,-0.0041844486,-0.5048664,0.010900171,0.18114604,0.16258712,-0.5337696,-0.4634919,0.9574832,0.056198478,0.024153393,0.026098669,-0.6001378,-0.21371017,0.18542492,0.10858038,0.14134908,-0.47335353,-0.2001095,0.15147056,-0.23918599,0.009445525,-0.06249012,0.2877643,-0.37370703,-0.39823478,-0.28813004,-0.4489118,0.99943763,-0.26046252,0.48016748,-0.51129675,-0.8150231,0.10884441,0.5385783,0.4391097,-0.48470566,0.46241328,-0.2299494,-0.0810629,0.3795149,-0.19624189,0.2668213,-0.20787366,-0.21820569,0.13041233,0.032060973,0.15222718,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.362950424649531,6.3662173829060915,9.000881172027734,True,0.6995844872174505
AVER,Interneuron,422.0,14.808546059933407,380.0,0.1818181818181818,1326,58,178,5,0.4916585,-0.05773744,-0.3771116,-0.28336042,-0.42364395,-0.8784845,0.07864875,0.41229117,0.0012238867,1.0223372,0.48339647,0.07198384,-0.41607618,-0.5772103,-0.24357091,-0.50699025,-0.8433253,0.03322873,-0.33690858,0.07361413,0.4991349,-0.1182241,-0.8500043,-0.22415984,0.6218308,0.002947919,-0.4114886,-0.0025846905,-0.11211254,-0.519151,0.35674444,0.077055916,-0.08214664,-0.93108773,0.21630554,0.25138077,-0.27848727,0.22701092,0.18038252,0.66304165,-0.593475,-0.22076939,-0.3216196,-0.5826953,0.86585385,0.1275205,0.5697473,-0.38830546,-0.4205692,0.25508645,0.29315373,0.36063614,-0.5083012,0.08832609,-0.04965842,0.2694257,0.19702612,0.16528074,-0.07837639,0.06997822,-0.21031788,0.31048092,0.24305442,0.23510198,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",5.902483586517112,6.785781571238876,8.993672443538793,True,0.699384597143466
AVAL,Interneuron,350.0,15.605337078651685,312.0,0.1767881241565452,1176,62,185,5,0.45088795,0.11096638,-0.2344561,-0.0416549,-0.20694636,-0.58606005,0.2766476,0.27513456,-0.083044656,0.7539469,0.25579402,0.04254399,-0.43170133,-0.6813138,0.08370982,-0.5034608,-0.9940935,-0.16368793,-0.19472796,-0.12198297,0.72889525,0.29290187,-0.71254164,-0.3249119,0.47417277,-0.17400323,-0.08337485,-0.21847008,0.03345136,-0.38191566,0.2341134,0.50659716,-0.22395694,-0.8260634,-0.16451769,0.43083212,-0.48608106,0.1564763,0.21030475,0.58163583,-0.37527537,-0.6611702,-0.48157498,-0.13216959,0.9616942,-0.2841317,0.48205313,-0.33809608,-0.8766445,0.16485026,0.67049766,0.178483,-0.16670096,0.39158955,-0.2698164,-0.21211226,0.1904147,0.3646766,0.029862018,0.056359332,-0.37427014,0.28701088,0.053050667,0.27513444,3,6,🧩 Integrative Hub,Oscillator 🔁,-1,0.75,"['Unknown', 'Sensory', 'Interneuron']",6.0447801146919575,6.647755468792697,8.98509985519574,True,0.6991468887430511
ASHR,Sensory,259.0,13.426470588235292,147.0,0.1163262349703027,990,195,142,5,0.47027206,0.04041349,0.07253003,-0.26009995,-0.07444865,-0.7148213,0.12242021,0.45631653,-0.0159164,0.56723446,0.2964175,-0.21975869,-0.7923491,-0.5191462,-0.4587127,-0.5229133,-0.6392591,-0.19720218,-0.25514212,-0.40045384,0.37001678,-0.2347991,-0.6123051,-0.773112,0.54945344,-0.038316417,-0.10802376,0.0019497647,-0.22238055,-0.11117793,0.096305795,0.4627585,-0.31706083,-1.030282,0.15468876,0.67802143,-0.21014862,-0.18693705,-0.3369965,0.57722276,-0.19350322,-0.4315397,-0.12444963,-0.76070756,0.8453527,-0.36443633,0.26514792,-0.38486302,-0.7974161,0.23405579,0.41846862,0.30532256,-0.7383444,0.40444574,-0.31097725,-0.06506945,-0.26188,0.3928783,-0.176228,-0.07752001,-0.4828093,0.29729748,0.24258143,0.23714715,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.602880271749587,6.090481144330225,8.982871949020641,True,0.699085111367075
SMDDR,Unknown,386.0,15.305315765561108,96.0,0.1408491107286288,1081,144,184,5,0.74577034,0.39894608,-0.22299735,-0.06573185,0.09070498,-0.9730549,-0.06648067,0.3598254,-0.0730903,0.810795,0.09619215,-0.4140766,-0.00090821384,-0.977119,-0.07680851,-0.07188588,-0.7189538,0.06262697,-0.2388977,0.1447417,-0.041135773,0.45075947,-0.91225564,-0.46881348,0.6302324,-0.1372495,-0.13740818,0.13908513,-0.7331894,-0.49986535,0.39062458,0.48283657,-0.43777305,-0.88990706,0.0020529868,0.50920033,-0.20172921,0.11342268,0.021592427,0.2658494,-0.4460998,-0.045684054,-0.49970043,-0.30994415,0.6925743,-0.05707799,0.43566468,-0.45288363,-0.5900124,0.4272105,0.29213277,0.46052128,-0.81242275,-0.0028644083,-0.16334996,-0.33831513,0.31305727,-0.16167739,0.395836,-0.22823459,-0.56796867,0.35899192,-0.15713714,0.21259637,3,6,🧩 Integrative Hub,Motor 🦴,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.322106375463567,6.323576284118765,8.941848021731658,True,0.6979475632025812
DVC,Unknown,241.0,17.11111111111111,169.0,0.1163262349703027,903,213,115,5,0.68717,-0.09184298,-0.19401579,0.015996575,-0.5024378,-0.7970046,0.29995415,0.41313946,0.12309452,0.7303307,0.1907439,0.07391379,-0.71685797,-0.67822313,0.2877827,-0.21058938,-0.7661235,-0.39520326,-0.23561035,0.17400561,0.4823436,0.18830885,-0.7333982,-0.5849181,0.7086843,-0.13886452,-0.18012956,-0.102124035,-0.24910578,-0.43493995,0.6587354,0.52453744,0.27511367,-0.7362652,-0.00092598045,0.3058292,-0.1860963,-0.16352876,0.1751653,0.27944878,-0.0003844077,-0.48712495,-0.43049234,-0.61409503,1.0191944,-0.07889867,0.39822653,-0.32763994,-0.65963876,-0.033505917,0.5385652,0.5803362,-0.7345211,0.15398408,-0.10141905,-0.017014747,0.012555022,-0.35791612,-0.009295571,0.12765874,0.05224548,0.132776,0.045445316,-0.014978994,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.1282577381990055,6.490739365520667,8.926658972813716,True,0.6975263876628699
HSNL,Unknown,79.0,15.4125386996904,23.0,0.1163262349703027,903,252,113,5,0.52770156,-0.084508546,-0.18971922,-0.06860973,-0.2117377,-0.6145069,0.13115025,0.07762803,-0.2230598,0.61258775,0.30626115,-0.06939422,-0.8564896,-0.6990358,-0.10817322,-0.42221278,-1.0417706,-0.0605721,-0.23659448,-0.7470126,0.3102165,-0.13684517,-0.5818408,-0.53715557,0.6675985,-0.093559176,-0.45067692,-0.40823928,-0.17776029,-0.33198136,0.1676941,0.38734114,-0.17860696,-0.88870615,-0.25964114,0.32197633,-0.24996798,0.013444112,-0.20837598,0.35832947,-0.2696682,-0.40997005,-0.37214977,-0.9666703,0.71396226,-0.3342841,0.09611151,-0.32243952,-0.8077258,0.20367396,0.63315165,-0.099787034,-0.61519176,0.31077525,-0.52793527,0.23300634,-0.22319661,0.44155064,-0.18797642,-0.1016753,-0.40387362,0.083161436,0.16085452,0.16593115,3,6,🧩 Integrative Hub,Unknown ❓,-1,0.75,"['Unknown', 'Interneuron', 'Sensory']",6.644651670671078,5.949483328267695,8.918954406088597,True,0.6973127485425916
