feature,seed,"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan","(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan","(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan","(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan","(0, 1)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan","(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan","(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 1)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan","(0, 0)_(0, 1)_(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan","(0, 2)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan","(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan","(0, 1)_(0, 2)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan","(0, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan","(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan"
PC53,19,0.0007589067672170359,0.0010019809302572124,0.18962943271635807,-0.00028177139182528283,-0.00028845375400001627,-0.1363320849096823,0.00021139492309961536,-0.016691452598559173,0.0002584324796755124,0.0010450794195993292,0.0003652927728862323,0.0006467292750522523,0.002810319257998085,-0.009122966792669133,0.002429574752061108,0.00018253568934104394,0.001801758832655671,0.017372520641711874,0.000823127273887187,-0.008382280282787717,0.0001204300789241585,-0.2559144934547695,-0.0007656445376853103,-0.002771722015007572,-0.004447565909877132,-0.01486439477687777,-0.0007377129887231212,-0.0011076423891444006,-0.005453612005818414,0.000826425985111349
PC145,19,-4.004599608242382e-15,2.978817939066545e-14,-1.6065995550036946e-13,3.5477029859672006e-15,2.3135780384774535e-15,1.3796038226815312e-12,-7.0354716548939885e-15,1.5622587224327892e-13,-1.0614598408661513e-14,-8.557337565625359e-14,-9.588248802968354e-15,1.933606549077733e-14,6.04327575668646e-14,6.404696734540108e-14,1.8882506958640372e-13,-3.475484226905991e-15,-1.2774823870584882e-14,3.281910923287762e-14,-1.8726285133326933e-15,1.0896266967071807e-13,-1.7902443094274086e-15,9.645368569648475e-13,1.0912649789224687e-14,4.816646523949288e-14,8.746944576682014e-14,2.2082748171007097e-12,-1.3134411032524312e-15,6.369886072476356e-14,8.651865912003779e-15,-1.5425257618842232e-14
PC76,19,0.00236118924785866,0.011868235995916203,0.06576188212751985,-0.00021132373522519585,0.006174389981226368,-0.40983395320562505,0.0011866386770918818,-0.0207700089482846,0.0023566224348817813,-0.016351433773369946,0.0029155279340040583,0.0017807255217353896,0.02327009084961634,-0.010356809846444654,-0.03673199644504677,0.0016378588526530923,-0.0007909676481137155,0.04082257055682729,0.0005606579564517911,-0.024332492423306328,-0.0009894282295596904,-0.8468091736726832,0.0029483893121798467,0.0035068304458664174,-0.00890087799578032,-0.8974827536768594,-0.0043910289934838,-0.0014348349890542422,-0.0023241858864740564,0.0006835777748888204
PC39,19,0.00048621809873503557,-0.0007508615096263786,-0.2651908255882573,0.0003310684504044159,-0.0009647102436839482,-0.48657279177366053,0.0014879562393674472,0.01860498874763098,-4.788589715914149e-06,0.015129916208856552,-0.00011407332775941611,0.000568866230570029,-0.014953427938853051,-0.033750926257018324,-0.021672716677138965,0.00034836208002797384,0.0011267043182054469,0.010540860972576156,-0.0005061871783324612,0.003915789528191189,-0.00011801522275630234,-1.2331880889076576,0.00010101995821775056,-0.0006854466480709243,-0.017720915787856555,-0.07609543882597465,0.002803222956993672,0.0073991045919680545,0.002253507626254239,-0.001087041614443949
PC52,19,-0.0005472465235406451,0.007389945758357553,0.4228711550680518,-0.00013394912389629192,0.0006042689490535103,-0.21149108896955882,0.0036779143922685918,0.03291133112280739,-0.0007273473372471765,0.0025340607720484337,-0.0008875924238986008,0.0005061981432961718,0.004580723637816092,-0.007106320901691587,0.023853317981839293,-0.0011375453024806634,-0.00033220867517659954,0.033778142344963624,0.0007278835372190183,0.008112461236551403,-0.0004347000996756373,-0.6418308737731264,-0.003010228477428237,0.0019331689763049755,0.002193258536021971,0.38875863799061866,0.0019484110470889336,0.01940577424709381,-0.0005188819573716334,0.00026861020827034077
7,19,0.051121320753953065,-0.05491157466176649,9.330043794533522,0.025716442735680776,0.055524391378030793,5.684049470477818,0.04168014933366189,-1.0417125127102884,0.05475477134579777,-0.4159937506843441,0.06680443204589782,-0.04437766685344083,-0.5456253998205614,-0.35532442100698103,-0.6186045398164216,0.06417584618121655,0.09785843093355971,-1.3504094097183046,0.06591087274560176,-0.5138387993163064,0.021310801042308817,17.54797468232664,0.14264680287117576,-0.013303161311539876,-0.49713231604711045,-9.527999508298414,-0.15974140597605604,-0.25419273286676747,0.0198895330071872,0.04611392938840063
18,19,0.013261734433545445,0.013054823253391735,6.486738911155498,-0.011540818372740206,0.01009276073281145,2.3227594805105274,-0.0011037093481121186,-0.01758924250996062,0.022384606855972638,0.1169789400067755,0.028709720612453474,0.08393037918664442,-0.436990238807237,-0.2312871056975492,0.25072207392635387,0.02444340005502181,-0.07658319569435776,-0.4986881701340654,-0.05312804887903548,0.7819886487066428,-0.039546296900173375,0.13860458458563857,0.013922833900034614,-0.38227061045292726,-0.2897457904575129,12.04958559473901,0.11004495643987028,-0.4131450081506166,-0.19152624985765923,-0.03448269313845187
PC17,19,0.0004594395952658786,-0.0010756469396754331,0.060502366509049894,0.000398304825337235,-0.0011704341859951272,-0.18839944683764395,-0.0013650456143317878,0.0017124466803058636,0.0009205696939249389,0.012502355085614177,0.001696096479742066,0.00032065767917060904,0.006481936223608072,-0.012099755533284528,-0.01877268712562347,-0.00047670200092724506,-0.00022410684316803272,0.007009659553054142,0.00030134121572839603,-0.010274498090898584,0.00018791533163203157,-0.20167971124630107,-0.0009363889360909695,0.00159946834255633,-0.0035126507405328867,-0.34199420816474424,-0.0021907872492643696,-0.0015073398667638251,-0.00023842570298031289,-0.0009020429382551344
37,19,0.09809651160010756,-0.15152026209293948,-9.633537490979954,0.030644283576918497,0.0441559576910258,9.957166573561318,0.026666945531884402,-0.33417190293903387,0.012425315291591861,-0.08644093263752599,0.055002038956341794,-0.07450049589300246,-0.8884093801716914,-1.031311009725257,-0.41129692069106577,0.005367396901428413,-0.036639120557180986,-0.5282678830473125,0.023500833611738034,-0.7412185253613791,0.062009677005344516,-0.36196607856617946,0.04169999915259188,-0.015676567940126923,-0.7480332221300725,8.03073004478147,0.02889655450959934,-0.8478981237228281,-0.03882954391346449,-0.010821211064242808
PC117,19,-1.1984212114201147e-14,2.915702591396676e-14,1.4074953891857212e-12,-3.6360942461228594e-15,1.1251863656015777e-14,-1.245017802761948e-12,-2.8112220505803046e-15,1.4730487660147127e-13,1.1783965446448663e-15,7.807450695302685e-14,-2.1661224341383045e-15,2.54933392273718e-14,1.8578793927036716e-14,3.032776056756656e-14,1.3396978816917794e-13,-6.889175311196954e-16,-5.287717048990679e-15,1.5139839497986674e-13,-5.5163260388845114e-15,1.330430253486794e-13,-5.397727919803985e-15,-4.647357615794768e-13,5.31429026225979e-15,4.149198143434144e-14,5.78707255858955e-14,6.814631330014543e-13,1.0188564232696828e-14,3.606841890474567e-15,3.596335704381748e-15,-7.410438861272248e-15
21,19,0.04129280153898567,-0.02545680848475227,8.783560329595868,-0.025071539469503804,-0.0769333947982715,-13.398550115555473,0.03396060042393847,0.5005496350652731,-0.04388065535152948,-0.1742101468158402,-0.05452817220010272,0.04946810725236995,-0.1843718250084601,-0.18523052831160403,0.10665337338092633,-0.015514852295124894,0.013015692463638344,0.004002087207499354,-0.025838480125205135,1.3207186635209802,-0.010077424091630338,-10.139155759188014,0.002710659873170901,0.08307512226725196,0.017316232353161667,-6.59443980362471,0.10794832946537264,-0.0011633073856815413,0.06689648066116051,-0.020039724692859244
PC128,19,8.878406862826022e-15,2.3851107263224352e-14,2.143733081361631e-12,-3.7969440882307274e-16,6.543221230669658e-16,-4.90065694125257e-13,-2.2648973818257632e-15,1.427389512716798e-13,-8.285927009360242e-15,9.973109536526334e-14,-1.5570770392501672e-14,1.458194251853604e-14,-7.103675177231726e-14,2.0425181032152766e-15,2.4081743106786985e-14,-4.9421330225802796e-15,-7.099595483852027e-15,-5.550735601952784e-14,-6.524039605874856e-15,1.5363238805548979e-13,-7.895108119497953e-15,-1.101929193940178e-12,-2.113616970815639e-14,8.240071281043172e-15,2.0451794286695425e-14,3.803799328864291e-12,6.831697333105398e-15,-7.44298268274853e-14,-4.193183631798152e-15,-8.289069506028786e-15
PC55,19,-9.837832997756548e-05,0.0037957537325660597,0.3443626949965764,-0.00043280649959854725,0.00038667344682756727,-0.39329907415345255,0.00120053142217302,0.044879225339538184,-0.0012730441459127637,-0.0006507402499121692,-0.0011736370274129837,-0.0010409872878061144,0.0036737548044698714,0.003722919302501774,0.05004742441463777,-0.0008465934466423629,0.0003450674698012998,0.022378883761122348,-0.0005365821794052069,0.03286238209626775,-0.0006609671263482246,0.051415172806914204,-0.0010527452865537249,-0.0080426889054168,0.008234331386153185,0.5403457760481402,0.003012813269070195,0.01063287257042997,-0.004062343882344369,-0.0010172027072779847
62,19,0.025816114829089232,-0.006618413198736658,-0.2869952793878038,0.010396203657972638,-0.016880674673644597,13.327240140850629,-0.004888578938367535,-0.5387604244027746,0.018457438434072587,-0.33194031395310214,0.017612489599422573,0.00447329499691543,-0.18752621651585935,-0.3984477547510064,-0.5307311137793623,0.03938750087565324,0.0713829978238693,-0.5998619059118256,0.011129032047160103,-0.08892767897343139,0.0011439316703690948,10.260789091941236,0.06874530299101228,-0.38219498472176844,-0.2793838564372544,26.354125783372883,0.05020262224508116,-0.6825678208966947,-0.08306130413472078,0.021895007822752287
PC82,19,1.3552413465938804e-06,0.0016520687135611742,0.22618232067359495,-8.05541519854086e-06,-0.0010424242930376613,0.45850758262170915,0.0030794357450092467,0.02188098877313211,0.00039255901238199084,0.002901678641834067,-0.00025897219898997256,-0.0008666890296176595,0.006015955275289127,0.011394530488679595,0.024005991085247366,-0.0007949886662175839,-0.001236349360811874,0.0035625876480239772,0.0015003622184801605,0.003594908545195416,-0.00021187530045553059,-0.7497533736330383,0.0021015651636770148,-0.03314110500973779,-0.003195391818230558,1.2655265671156888,0.00266066306191058,0.0067780581299464945,-0.009643842476772751,0.005965006581669406
PC84,19,0.0004965002017361005,-0.0007669260891777309,0.7237791641448035,0.0005007092953240821,-0.001523850676189951,-0.8715028296925383,-0.002993454332305538,0.011501543460578828,0.0008977955790944225,0.0019789270069744892,0.0008081165654832465,-0.003179900341717141,0.00863678650518181,0.010246302543962176,-0.028910361190984647,0.0010793265380379187,0.003412712575456125,-0.013750589517872627,0.0006760337206102483,-0.027545783824825233,0.0002712523278403061,-0.338613090659891,0.0005988230692482277,-0.004722279927559975,0.01349619418928503,-0.6434647752715144,0.004711935156940791,-0.005201939780475779,-0.0016778057903124627,-0.001562981249757325
PC27,19,-0.0006995728518513844,0.0029477904827838694,-0.2535747590449106,-0.00015045974801037324,0.0019041867118296267,-0.032732771621395346,4.6325678132620696e-05,0.02702797410840282,-0.0004290746251895544,-0.004977008685792497,-0.0008470959968670777,-0.0002660044048903132,-0.008288428479769027,0.006850075145231492,0.012285323434387364,-0.0007637396921602652,-0.0019742137954240208,-0.013657589310556046,-0.001084324012548866,0.00994788863388907,-0.000695470495936456,-0.6024929282537287,-0.0022207190723313604,-0.007739636173823319,-0.0001219235012593967,-0.29565256161487624,0.0048519318153376016,-0.00580025672428636,-0.0037749756397569443,0.00021091140220447284
PC68,19,0.0005620880063812747,-0.0018033662952005925,-0.6758598827600167,0.0002350813000826081,-0.0011100436582854672,0.15585903419093583,0.001631062198544683,0.003781152511186618,-0.0007300432333155059,0.007763758599063781,-0.0005740272016186605,-0.00019307643685293561,-0.0081752386817578,-0.006057693605196679,-0.02986860512245542,0.0010008048801675167,0.004629657428992999,0.010458640493486807,0.0003485957421370596,-0.027591261616637445,0.0004587446862325819,0.042880792496076736,0.005188840490742957,0.006223236032006396,-0.019429523124969754,-1.1670744130880175,-0.004293570778111976,0.001725038343319768,0.002680198891196251,-0.00030769993893444195
PC64,19,-0.0008664108883445393,-0.0007719494192942512,0.5275464125802966,-0.00036799307368651945,0.0019145710323448118,-0.030192859532893985,-0.0016544740684572659,0.010307573339382634,-0.0010214608117102796,-0.011351297261748975,-0.00037740365785023273,7.730423159610891e-05,-0.0026864559447160427,0.011507675732915681,0.053202993637435456,-0.0009897509579835867,-0.0020905433239572354,-0.022031696577192787,-0.0016493089251841282,0.03649821241791551,-7.834146295776463e-05,-0.4028922501105618,-0.001117526477965931,-0.016823988214459094,0.011390649076187078,1.350448331314034,0.006004681730536244,0.0057276755498636145,-0.003955945393766456,0.0008447204761645488
PC139,19,-1.907744904849243e-15,7.716073712172145e-15,-7.169419542248595e-13,8.688619573710087e-16,-6.9959494332416335e-15,1.5889606299588982e-12,-5.592161098924713e-15,-7.183123261575109e-14,3.461479502401265e-15,-1.1183210413162465e-14,1.1021345428371683e-14,-7.86665316537958e-16,8.754595964607211e-14,2.7312836833264033e-14,5.5625443606490797e-14,1.0955934532363802e-15,-3.943295998995568e-15,5.966530838366321e-14,-6.58491991091078e-15,7.046555735615598e-14,-3.8857445873389926e-16,1.6060474333675799e-12,-4.891059669596494e-15,1.3546529054626608e-14,3.717718444813342e-14,-4.336307778595377e-12,-2.0947325194845665e-14,5.1408624796407704e-14,-2.3706671838960215e-15,-7.869116653868301e-15
PC86,19,0.0011593227537311675,0.005279092098540101,0.08600634117524375,-0.00023472000461154246,-0.003376095269310526,0.5716431568850686,-0.003922517633026744,0.04458893185804594,0.0016289460363923742,-0.0021884441847167067,0.0008620526779539517,0.007456884052359138,0.024576287597452784,0.05988638094483807,0.11710208520221135,-0.001146954024064065,-0.004425102740043579,0.020987090055345308,-0.0003956884048133542,0.11055957811627881,-0.0012547697150508887,0.1755112686392443,-0.007204201355740934,-0.02878743217749524,0.049721341744068275,0.7657174645220826,0.021226018886992073,0.011319201900378852,-0.006501257868247167,-0.002032646259075838
PC125,19,-6.704637399165722e-15,1.7892440428586223e-14,1.2507543009654128e-12,-2.9947865174563607e-15,-1.803218133429315e-15,-7.190592411122077e-13,-3.0297669973738656e-15,1.246530273849154e-13,-3.032613875218824e-15,-3.955534193346708e-15,-4.0263098098305146e-15,5.0100914676275204e-15,5.908381409922625e-15,-6.665987955373578e-14,-7.693760469679932e-14,-1.6832849303555233e-15,-6.257639629585971e-16,-8.170182686926818e-14,-7.959979447551129e-15,-1.4840309943269877e-15,-7.139509044076963e-15,3.170021175909572e-13,-5.971283587871246e-15,-2.8321905172444944e-14,1.0156428416229524e-14,6.982385397636835e-13,1.6956791862122637e-14,7.349030501166723e-15,-5.799881290820519e-15,-3.072585953661048e-16
PC22,19,-0.0006454821875804997,-0.0018160166328832449,0.13868943489275665,0.0001598409915599813,0.0011250821229416613,1.1623251495700817,-0.0017275200452599147,0.006326822888174359,0.0008529128152793071,0.006807863212274291,0.0006232556668102136,-0.00010119292456262869,0.002426102862125264,0.026278344495487105,0.023025358133276733,-0.0004567843047072485,-0.0019566572461212177,-0.008735161799035298,-7.139590346445992e-05,-0.007765815647334385,0.00026600242257134336,-0.1994636667483695,-0.00039317078693356527,-0.004815742166069172,0.0035799831076774096,1.468750139434804,-0.0003762127415671033,-0.017598230670656217,-0.0030910547214888424,0.0002656328981655529
PC40,19,5.75628825722433e-05,-0.00393674296804095,-0.24165234989059772,0.00020947453378562068,-0.0003048822720529969,-0.5876481933342643,-7.124169150034821e-05,-0.02639142863414138,0.00014342607218477865,0.0097214871152166,0.00044705597517045407,-0.0023015218934344353,-0.0006532704574289472,0.011325848147563822,-0.03161265553942588,-0.00048618505589810356,-0.001159775323444672,-0.01267835583922145,0.00038795984683945783,-0.028654599754745512,0.0007763694625363246,-0.9561112817880686,0.0007970497731817934,-0.005517185647596947,-0.007631117759580765,-0.21053765032315452,-0.004161792069720719,0.005102617182678962,-0.004620166299505305,0.0011986015883527403
PC2,19,-0.0002819130668831767,-0.0004618162592310744,0.07897604539505072,9.292901408144805e-05,0.00012091783494409273,-0.12408270808275877,-0.0006326453098496013,-0.00449736943940706,1.917821864095502e-05,0.00923392459094015,0.00030150203100052825,-6.905072206138904e-05,0.006260360845804142,-0.011011154690260901,-0.00881266945386788,-0.0004767168339724948,-0.0002659473315190933,0.017851261417896138,-5.223186958821777e-06,-0.015315802157092877,-0.00013854654546168602,-0.1930270909051648,-0.0012478222132685495,0.002079657237234206,0.0005305490216636065,-0.25218842689961757,-0.0026160764211446,0.00024410127546596778,-6.367578749894838e-05,-0.0009829317928909075
48,19,-0.0025174281522280296,-0.0583271674936405,12.9926175700273,0.010105363132360193,0.023993653814843117,-7.726728222075487,0.006832005562326251,-0.5388458546681218,0.016587627904603098,-0.18455873994220504,0.039440574303984094,-0.08560635047341737,-0.7471378883214981,-0.5187665431572942,-0.6046194163618972,0.027524552733220405,-0.00016297613222984833,-0.7030910719952982,-0.046539686721989736,-0.5641833602783006,0.02397822993301338,-9.037443188440124,0.1848411492431738,0.7844831412872729,-0.6196624254689576,-29.95168370837079,-0.19869660787299384,-0.45811994246890264,0.16333419510519698,-0.01314586863059566
PC49,19,0.0002592651285547264,-0.006179388830867473,-0.18675916010138865,0.0012914546381233567,0.004400045484705748,0.5108045261393643,-0.0024822016772134328,-0.02438962851733153,-7.818562402662227e-05,-0.00539696233468226,0.00025522850122768905,-0.0004577815581853868,-0.012891716876861576,0.012132743216284386,-0.03404566404781143,-0.0004275413174430016,-0.0008949386959933284,-0.01572865364890449,0.0025037059917181925,-0.03320179787275784,0.0007982675184707096,0.1404179595122471,0.001138166762961298,-0.01463746126906361,-0.005001213195560953,1.0906047209285081,0.0011894574161750852,-0.01741722482700011,-0.003755594806668464,0.0017452921087706267
PC11,19,0.0002350509400767412,-0.0010329759372706968,-0.037514202667821565,0.00016296445116385463,0.001450992399315257,-0.18368076855734808,-4.8426175578849284e-05,-0.00845239259123586,0.0009768209423028139,0.004122790892067775,0.0009944121314412976,-0.0013526258466408604,-0.003714489521049061,-0.010483013291754927,0.0012853940642799616,5.711862323185672e-05,0.0006990090715005953,0.01290385407811553,0.0004403361695548214,-0.013562718583187493,0.00032179030318747336,-0.09132358141509678,-0.0014667087236141412,0.0034913660191253477,-0.0059666229778589375,-0.32615555541357005,-0.0003616066129813919,-0.0036444106643621728,0.0023734973368621116,-1.3197411482648347e-05
PC133,19,-9.904940940136226e-15,-1.1180555956288154e-14,1.8849813121711708e-13,-3.698289480082783e-15,-1.3671934247464226e-14,8.40219318714314e-13,-6.042586530036028e-15,-9.49440347929732e-14,5.365829244445218e-16,2.791835509588321e-13,-1.8490060262172897e-15,-1.6245781837146367e-14,-6.491039147753499e-14,-2.5133149557051995e-14,-1.2626991326168703e-13,-9.74332141555906e-15,1.8011103763102723e-14,-1.9926578854931696e-13,2.8182413444055834e-15,-5.5432864417358126e-14,-8.404432483108397e-15,6.684469861708378e-13,-3.964121407494208e-14,6.085346275034307e-15,-3.3601732475789926e-14,7.083671982052117e-13,1.6637824765764018e-15,-3.91567819929146e-14,5.146303764150608e-15,9.009438144134506e-15
0,19,0.027909329638430305,0.048435070561555126,-23.464525055806373,-0.011183933539242888,-0.030684602109597035,14.687133634973698,-0.0001361714248718741,-0.48160795106932097,-0.0025304080008429395,0.0878230287765065,-0.009412167683551588,0.06068510760812143,-0.1103711859820655,0.1448224389482846,-0.6826775287509654,0.01606091137154162,0.01935331193289818,-0.4315423347194982,0.0009055099878552556,-0.22162448631113255,0.011464555927714724,-0.1324962456532092,0.14963463813786848,0.42465202354916687,-0.25378947132743745,-9.984107565252975,-0.1526877336292767,-0.16332077443297674,0.11561505714734784,0.06489438371441299
KMeansCluster,19,0.005911480001080875,0.08650460006563715,2.8021469608968634,-0.018966255253253968,-0.10110165712080757,-3.254977632997268,-0.022437252281051392,0.9533432325838643,-0.018730293108122555,-0.1813716067653092,-0.03824154827883167,0.07451262546106564,0.4197129196706925,0.7065880544261566,1.402100104604819,-0.046111062740478576,-0.06976578381546084,0.5568703775286059,-0.01918867726878469,1.0458473622169826,-0.020920963824707255,-8.141268319644027,-0.20115361578114488,-0.011038084501006521,0.43527946232701564,0.09801507795822821,0.07410025310673257,0.39633526574488565,-0.01918342373228716,-0.019395966828211725
PC109,19,-3.234490059278075e-15,3.429809913784246e-14,-1.255083996444927e-12,3.790309321531036e-15,-6.673919155477514e-15,-6.636891200731054e-13,-2.866179166838661e-15,5.602655661973946e-14,-4.420234272656363e-15,-4.286980555714447e-14,-4.912356032860857e-15,-5.8481751883858245e-15,1.1340556161176619e-13,3.9860116097282e-14,9.692392153444661e-14,-3.2001312244935907e-15,-6.446909365500695e-15,-4.4434365803774164e-15,9.69185557773117e-15,-3.478074880766981e-14,-2.953224277609098e-15,-9.384885827420924e-13,-3.2222016455896817e-15,-1.4128892600699912e-14,4.689143846179449e-14,-7.441128456749282e-13,-4.394478932997375e-15,1.0842082929878086e-13,-8.392035154125013e-15,-9.15062928826541e-16
17,19,-0.017349392334399312,0.09806159858470712,4.604515866841658,-0.008251317927427539,-0.03795272957590734,-7.545803217610526,-0.0009268186868032695,-0.31096238719041847,0.0005005734411408229,-0.21689716350843513,-0.008435661031468146,0.037300211666728735,-0.28116299502258885,-0.13530947606314708,-0.2477922275437605,-0.004302244215547272,-0.0071071804636255445,-0.01671749754785922,-0.03211215709335563,0.5093487337359321,-0.00120761950002388,-0.7282122371855179,-0.10059201612417557,-0.44650665814098234,-0.02041065541934646,4.502855274369889,-0.008579705996179961,0.23019953364327575,-0.17062582594888215,-0.005546879174444143
PC164,19,-8.95386195773291e-15,2.4744322599076186e-14,-1.2794558838028913e-12,-8.305178668826748e-15,-2.0781006803471803e-15,1.1651591887342342e-12,2.981114841095684e-15,1.983980037875039e-13,-1.4228163324555835e-14,3.2081820343151244e-15,-2.447535323586068e-14,1.532017059580953e-14,-1.8182613190859334e-14,1.4198682477970536e-14,1.1937301518704608e-13,-1.4295135416766208e-14,-1.6927429263243628e-14,1.1048934446769168e-13,-2.2300364344529268e-14,1.8155627300140636e-13,-1.6529030902006885e-14,1.8018651989246369e-12,-3.747488144895859e-14,3.564726436218926e-14,1.0655618313507547e-14,-3.440463567021745e-12,2.26884764617635e-14,5.743573672306234e-14,9.511833938532613e-16,-1.4453623461123488e-14
PC150,19,-6.507296172835104e-15,-1.4303329908161154e-14,1.6441024511726204e-12,8.310749306166875e-15,-7.518788935025043e-15,-1.080237167332405e-12,1.443056979595231e-15,-5.925154046172064e-14,5.727983521379967e-16,1.2901620120444912e-14,8.550749714018159e-15,3.790473850811919e-16,-1.2600474716266428e-13,9.129362680934711e-15,-1.6146827176771608e-13,1.1361024725844906e-14,-2.8994838181643943e-17,-3.8413484028903595e-13,-7.508561812033102e-15,-1.2241119029598733e-13,8.850551032330451e-15,-1.459026486335955e-12,3.355724770414755e-14,3.169186775236769e-14,-5.527063603369789e-14,2.4934589415972776e-12,-3.269498994662443e-14,-7.571794764619925e-14,9.852707952312033e-15,5.241181055894887e-15
PC97,19,-8.835263455796666e-05,-0.001649119052844976,-0.1915959078795407,0.00021616402445845455,-6.809973364095007e-05,0.37099073498957663,-0.00013669981648831581,-0.0407631890059635,0.00017636067280642586,-0.006315560943938845,-0.00023370415817482317,-0.0022043101172526964,0.014550640651525582,-0.025495089132432248,-0.07788778461475535,0.00023135972666258787,0.00933735444654427,0.04542262986021293,-0.0008684121237292317,-0.04064662135560213,-1.1085418354265804e-05,-0.44920432107978325,0.0069729278469829814,-0.006032348121125916,-0.005916032248310529,-0.3631390654159288,-0.002472553921199731,0.01239786880624364,-0.0026925359635523467,-0.0008793689862670637
PC32,19,-0.0015327481540534712,0.000559789778302171,0.09336608638518201,0.00017542438183891593,-0.0013489334967275923,-0.6678323412887883,-0.00036059779552818206,-0.010783185853846397,-0.001154370911017216,0.002008312277104695,-0.001223765274221751,0.00013506750157157353,-0.013350869861588725,-0.021433388761806407,-0.03368947644041089,0.0010775916907741737,0.002630951438376537,-0.042182071518218636,9.827717607349909e-05,-0.004768029466579414,0.00024262319100992803,-0.5132917143494375,0.004113458686091025,0.0002350985895443924,-0.013299152201546465,-0.42236641721924933,0.0002777043310007761,-0.008164183123288633,0.0013585954485863837,0.0009451547620380772
13,19,0.0035892087739713588,0.09683991237996975,2.3874268925612063,-0.009534707871470233,-0.04697130865118618,11.84756135367157,-0.027736964839121542,1.0634927910064766,-0.007534461792301844,0.23606447378510656,-3.931780050515369e-06,0.025099301630343,0.17304953433648934,-0.005401833416426961,0.6576078959560535,-0.03878358252977344,0.008549652546050945,0.3856849678717878,-0.03074087576699637,0.7316336700692202,-0.02732654691701752,19.002969190052976,-0.13691521211613372,-0.037194017082229934,0.33720613914730285,-40.238173469802696,0.05865506857690967,0.027491708526124228,0.08921373801204655,-0.010617465489864133
27,19,-0.00040262017838924296,-0.11314892992828512,9.415585485830583,0.007972019737886107,0.08096539446815947,-8.761705876600837,-0.06407433692731802,-1.5620960705572686,0.031120082312029416,0.3205373520193926,0.05461432974150811,-0.06403753719859033,-0.27325111124858564,-0.22111337952366525,-0.9039486029824307,0.03825342524532809,0.10076021502513986,-1.9365784580957943,0.11093099748583879,-1.1817788758564076,0.017557748629372056,-14.604248837029987,0.24749731309721973,0.053774910667104214,-0.20307164847907988,5.511885350173471,-0.1648199470296218,-0.7954540922748452,0.1048976401051897,0.141918175385603
36,19,-0.020205997510457117,0.08458006250324562,-16.24990636440224,-0.023026112122079685,0.04537333894836258,10.629780996886149,0.02404999478357899,0.31927909949552014,-0.02278989101785174,0.0902255738933308,-0.026548714362998504,0.15744651253618544,0.2641104370534186,0.22665371585722927,0.9251709552679072,-0.017588516658667806,-0.03190167534770898,1.0784130584970855,-0.04742133726272352,1.4380412071532738,-0.038427907414728395,-2.5276817648713377,-0.1956675014536706,0.007999127739040213,0.746401946967098,11.357353998305605,0.006243202286339064,0.3012793117204965,0.10778983582393266,-0.024597177361556
