neuron,state
ADAL,0.2693228666523865
ADAL,0.08610723539964121
ADAL,0.12577237392864263
ADAL,0.025712577237392863
ADAR,0.18998309223317167
ADAR,0.10863065577038071
ADAR,0.031492924058202115
ADAR,0.11162049033286825
ADEL,0.2112816424157863
ADEL,0.03209089097069962
ADEL,0.00877018138329679
ADEL,0.2584294840320629
ADER,0.3211788634446553
ADER,0.16882599162846323
ADER,0.03288818018736297
ADER,0.0633844927247359
ADFL,0.1602490020764523
ADFL,0.13733306757026112
ADFL,0.04763803069563484
ADFL,0.03807056009567471
ADFR,0.10652551911374275
ADFR,0.141120191349412
ADFR,0.11022523420370739
ADFR,0.04504684074147897
ADLL,0.15916483651820904
ADLL,0.053817022124775765
ADLL,0.13215068766194937
ADLL,0.03488140322902133
ADLR,0.1397162005021578
ADLR,0.14251544747857287
ADLR,0.13195136535778354
ADLR,0.011560693641618497
AFDL,0.043298917275804975
AFDL,0.033486147099860475
AFDL,0.031094279449870442
AFDL,0.04584412995814231
AFDR,0.04813704744656931
AFDR,0.024117998804066176
AFDR,0.0446481961331473
AFDR,0.04405022922064979
AIAL,0.14929240582021128
AIAL,0.10444488738289814
AIAL,0.032290213274865455
AIAL,0.11563595435838009
AIAR,0.06936416184971098
AIAR,0.06976280645804266
AIAR,0.041658361570659753
AIAR,0.12682622226567636
AIBL,0.3786925278916905
AIBL,0.21845724536575642
AIBL,0.21048435319912298
AIBL,0.07414789714969106
AIBR,0.4080263162868443
AIBR,0.2607135738489137
AIBR,0.1957345026908511
AIBR,0.0871038469204704
AIML,0.1355430603125845
AIML,0.08092485549132948
AIML,0.04664141917480566
AIML,0.006378313733306757
AIMR,0.050428542953956546
AIMR,0.02013155272074945
AIMR,0.12058999402033088
AIMR,0.16050746223480492
AINL,0.11998297274621149
AINL,0.05760414590392665
AINL,0.03408411401235798
AINL,0.016942395854096074
AINR,0.1377298493778367
AINR,0.09328283834961132
AINR,0.011560693641618497
AINR,0.02969902332070959
AIYL,0.13683175337693285
AIYL,0.04704006378313733
AIYL,0.020330875024915287
AIYL,0.05102650986645406
AIYR,0.1005759053521847
AIYR,0.053817022124775765
AIYR,0.014151883595774368
AIYR,0.05700617899142914
AIZL,0.040861072353996414
AIZL,0.14032290213274864
AIZL,0.2677400858180844
AIZL,0.17022124775762407
AIZR,0.09986047438708391
AIZR,0.13035678692445685
AIZR,0.032290213274865455
AIZR,0.2283726273317474
ALA,0.06194519453011609
ALA,0.045445485349810646
ALA,0.054614311341439105
ALA,0.026908511062387883
ALML,0.08177353202469055
ALML,0.06517839346222842
ALML,0.037472593183177194
ALML,0.08570859079130955
ALMR,0.08601117728050536
ALMR,0.031492924058202115
ALMR,0.026310544149890373
ALMR,0.04285429539565477
ALNL,0.03408411401235798
ALNL,0.05897519071635768
ALNL,0.045445485349810646
ALNL,0.030296990233207095
ALNR,0.08704917655615756
ALNR,0.050627865258122386
ALNR,0.06159059198724337
ALNR,0.03268885788319713
AQR,0.12397847319115009
AQR,0.0805262108829978
AQR,0.04923260912896153
AQR,0.19505447081291497
ASEL,0.0938235092062947
ASEL,0.08630655770380706
ASEL,0.05600956747059996
ASEL,0.013952561291608531
ASER,0.08550926848714371
ASER,0.10265098664540562
ASER,0.013753238987442695
ASER,0.11591775626090856
ASGL,0.04915125625928833
ASGL,0.018536974287422764
ASGL,0.02850308949571457
ASGL,0.027107833366553716
ASGR,0.04362367530700354
ASGR,0.033486147099860475
ASGR,0.035678692445684675
ASGR,0.04863464221646402
ASHL,0.12357982858281842
ASHL,0.03288818018736297
ASHL,0.062188558899740884
ASHL,0.2503027986253504
ASHR,0.19433924656169024
ASHR,0.18596770978672514
ASHR,0.12258321706198924
ASHR,0.07374925254135938
ASIL,0.09649036009798502
ASIL,0.06637432728722344
ASIL,0.00877018138329679
ASIL,0.018337651983256927
ASIR,0.05952157998962579
ASIR,0.05501295594977078
ASIR,0.01455052820410604
ASIR,0.018935618895754434
ASJL,0.05011942444710823
ASJL,0.022722742674905323
ASJL,0.035280047837353
ASJL,0.03288818018736297
ASJR,0.041186427951499384
ASJR,0.016743073549930237
ASJR,0.01295594977077935
ASJR,0.007972892166633447
ASKL,0.07919740515438455
ASKL,0.03508072553318716
ASKL,0.04305361769982061
ASKL,0.04385090691648395
ASKR,0.09068291648615157
ASKR,0.08869842535379709
ASKR,0.03169224636236795
ASKR,0.0677695834163843
AUAL,0.11132218196684782
AUAL,0.051425154474785725
AUAL,0.0661750049830576
AUAL,0.018935618895754434
AUAR,0.12192652938362566
AUAR,0.06358381502890173
AUAR,0.019533585808251944
AUAR,0.04883396452062986
AVAL,0.28956809942238676
AVAL,0.8921666334462827
AVAL,0.7659956149093083
AVAL,0.32031094279449873
AVAR,0.2811683682844383
AVAR,1.0
AVAR,0.5423559896352402
AVAR,0.34741877616105243
AVBL,0.32700641765137367
AVBL,0.4277456647398844
AVBL,0.20530197329081123
AVBL,0.35957743671516845
AVBR,0.29911293540215894
AVBR,0.36575642814430936
AVBR,0.4205700617899143
AVBR,0.23858879808650588
AVDL,0.1400908038909769
AVDL,0.340641817819414
AVDL,0.12497508471197927
AVDL,0.24855491329479767
AVDR,0.18925433847768824
AVDR,0.28622682878214073
AVDR,0.35858082519433926
AVDR,0.12597169623280846
AVEL,0.3750500599499716
AVEL,0.19314331273669524
AVEL,0.33326689256527803
AVEL,0.10623878812039067
AVER,0.32943027521318935
AVER,0.44508670520231214
AVER,0.10603946581622484
AVER,0.2260314929240582
AVFL,0.11612626263956348
AVFL,0.2304165836157066
AVFL,0.0986645405620889
AVFL,0.11461032489535579
AVFR,0.1988960164577464
AVFR,0.18317719752840342
AVFR,0.0771377317121786
AVFR,0.08172214470799283
AVG,0.12716763005780346
AVG,0.08610723539964121
AVG,0.32330077735698626
AVHL,0.14479540202405497
AVHL,0.27028104444887385
AVHL,0.12975882001195935
AVHL,0.1576639425951764
AVHR,0.21822579790042385
AVHR,0.3097468606737094
AVHR,0.09906318517042056
AVHR,0.20051823799083118
AVJL,0.17031056831508487
AVJL,0.1526808849910305
AVJL,0.18935618895754436
AVJL,0.246960334861471
AVJR,0.16559026850621608
AVJR,0.18656567669922264
AVJR,0.18756228822005183
AVJR,0.19712975882001196
AVKL,0.23518875508354123
AVKL,0.2353996412198525
AVKL,0.17440701614510665
AVKL,0.07335060793302771
AVKR,0.25632363007840603
AVKR,0.19433924656169024
AVKR,0.10823201116204903
AVKR,0.08232011162049033
AVL,0.05286105750150414
AVL,0.13254933227028104
AVL,0.12158660554116006
AVL,0.2641020530197329
AVM,0.07044370187847088
AVM,0.016344428941598564
AVM,0.10564082120789316
AVM,0.02391867649990034
AWAL,0.09946830111583461
AWAL,0.016743073549930237
AWAL,0.013354594379111023
AWAL,0.02072951963324696
AWAR,0.06982204138751802
AWAR,0.04923260912896153
AWAR,0.05541160055810245
AWAR,0.015945784333266894
AWBL,0.13602755839603928
AWBL,0.054813633645604945
AWBL,0.07733705401634443
AWBL,0.02232409806657365
AWBR,0.12086842449331696
AWBR,0.07335060793302771
AWBR,0.04564480765397648
AWBR,0.029499701016543752
AWCL,0.10174142582377213
AWCL,0.012158660554116005
AWCL,0.07095874028303767
AWCL,0.058002790512258325
AWCR,0.11468563219484644
AWCR,0.07175602949970102
AWCR,0.08889774765796292
AWCR,0.016942395854096074
BAGL,0.1269685653381266
BAGL,0.10085708590791309
BAGL,0.024715965716563683
BAGL,0.04424955152481563
BAGR,0.17881045198725737
BAGR,0.055810245166434125
BAGR,0.06458042654973091
BAGR,0.015945784333266894
BDUL,0.16745790202250685
BDUL,0.04763803069563484
BDUL,0.04205700617899143
BDUL,0.010962726729120988
BDUR,0.07689383224989833
BDUR,0.04504684074147897
BDUR,0.021128164241578633
BDUR,0.06378313733306758
CANR,0.0033884791708192145
CEPDL,0.19478509718209816
CEPDL,0.11660354793701415
CEPDL,0.13035678692445685
CEPDL,0.0017939007374925253
CEPDR,0.18125330008579585
CEPDR,0.10703607733705402
CEPDR,0.05820211281642416
CEPDR,0.0013952561291608531
CEPVL,0.22787551764333136
CEPVL,0.12118796093282838
CEPVL,0.07235399641219853
CEPVL,0.011361371337452662
CEPVR,0.18916284677899917
CEPVR,0.10165437512457644
CEPVR,0.1223838947578234
CEPVR,0.010165437512457643
DVA,0.33943090719398256
DVA,0.6210882997807454
DVA,0.18118397448674506
DVA,0.1973290811241778
DVB,0.105840143512059
DVB,0.014949172812437711
DVB,0.11640422563284832
DVC,0.18709928454025493
DVC,0.25274068168228025
DVC,0.15188359577436716
DVC,0.11341439107036078
FLPL,0.14300025630246446
FLPL,0.10344827586206896
FLPL,0.045445485349810646
FLPL,0.040661750049830574
FLPR,0.10139039549461348
FLPR,0.11999202710783337
FLPR,0.023520031891568666
