neuron,chem_in,chem_out,gap_deg,pep_in,pep_out,chem_in_z,chem_out_z,gap_deg_z,pep_in_z,pep_out_z,archetype,NT,is_command,is_monoamine,is_sensory,kmeans_k5,kmeans_k6,kmeans_k7,kmeans_k8,cluster,cluster_label
PLNR,3,4,1,6,0,-0.9667100810852677,-0.73029158968633,-0.6471998517734652,-0.5852204973719661,-0.756431360403864,Quiet,ACh,0,0,0,1,1,4,2,4,Baseline
PVCL,10,13,1,44,53,0.01838333924686735,0.38952621245740543,-0.6471998517734652,0.9830514581013204,1.2302140383711058,Wireless_modulator,ACh,1,0,0,3,3,2,4,2,pep_in+
PVCR,11,12,3,44,53,0.15911097072288663,0.2651020122192126,0.17853789014440422,0.9830514581013204,1.2302140383711058,Wireless_modulator,ACh,1,0,0,3,3,2,7,2,pep_in+
PVNL,14,13,1,0,31,0.5812938651509445,0.38952621245740543,-0.6471998517734652,-0.8328423850782745,0.4055687785022503,Intermediate,Other,0,0,0,4,4,5,3,5,chem_in+/chem_out+
PVNR,11,8,1,0,31,0.15911097072288663,-0.23259478873355868,-0.6471998517734652,-0.8328423850782745,0.4055687785022503,Quiet,Other,0,0,0,1,1,4,4,4,Baseline
PVPL,7,13,2,25,31,-0.4037995551811905,0.38952621245740543,-0.2343309808145305,0.19891548036467718,0.4055687785022503,Quiet,ACh,0,0,0,4,5,1,4,1,Diffuse
PVPR,7,12,2,25,31,-0.4037995551811905,0.2651020122192126,-0.2343309808145305,0.19891548036467718,0.4055687785022503,Quiet,ACh,0,0,0,4,5,1,4,1,Diffuse
PVQL,7,7,1,65,0,-0.4037995551811905,-0.3570189889717515,-0.6471998517734652,1.8497280650733998,-0.756431360403864,Wireless_target,Glu,0,0,0,0,3,2,7,2,pep_in+
PVQR,3,12,0,65,0,-0.9667100810852677,0.2651020122192126,-1.0600687227324,1.8497280650733998,-0.756431360403864,Wireless_target,Glu,0,0,0,0,5,2,0,2,pep_in+
PVR,7,10,4,11,0,-0.4037995551811905,0.01625361174282696,0.5914067611033389,-0.37886892428337576,-0.756431360403864,Intermediate,Glu,0,0,0,4,5,1,0,1,Diffuse
PVT,3,16,4,8,31,-0.9667100810852677,0.7627988131719838,0.5914067611033389,-0.50267986813653,0.4055687785022503,Intermediate,Other,0,0,0,4,5,1,4,1,Diffuse
RIAL,32,21,2,14,0,3.1143912317192917,1.384919814362948,-0.2343309808145305,-0.25505798043022154,-0.756431360403864,Wired_integrator,Glu,0,0,0,2,4,5,3,5,chem_in+/chem_out+
RIAR,27,22,1,14,0,2.4107530743391954,1.5093440146011408,-0.6471998517734652,-0.25505798043022154,-0.756431360403864,Wired_integrator,Glu,0,0,0,2,4,5,3,5,chem_in+/chem_out+
RIBL,17,19,9,12,0,1.0034767595790024,1.1360714138865624,2.6557511158980125,-0.3375986096656577,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RIBR,17,15,10,12,0,1.0034767595790024,0.638374612933791,3.0686199868569473,-0.3375986096656577,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RICL,16,17,1,24,69,0.8627491281029831,0.8872230134101767,-0.6471998517734652,0.1576451657469591,1.829956045548455,Wireless_modulator,OA,0,1,0,3,2,3,6,3,chem_out+/pep_out+
RICR,21,19,4,24,69,1.5663872854830796,1.1360714138865624,0.5914067611033389,0.1576451657469591,1.829956045548455,Multiplex_integrator,OA,0,1,0,3,2,3,6,3,chem_out+/pep_out+
RID,8,0,1,14,54,-0.26307192370517124,-1.2279883906391011,-0.6471998517734652,-0.25505798043022154,1.26769791381969,Wireless_modulator,Other,0,0,0,1,1,4,4,4,Baseline
RIFL,6,15,0,47,0,-0.5445271866572098,0.638374612933791,-1.0600687227324,1.1068624019544746,-0.756431360403864,Wireless_target,ACh,0,0,0,4,5,1,0,1,Diffuse
RIFR,10,17,1,47,0,0.01838333924686735,0.8872230134101767,-0.6471998517734652,1.1068624019544746,-0.756431360403864,Wireless_target,ACh,0,0,0,4,5,1,0,1,Diffuse
RIGL,8,22,10,60,54,-0.26307192370517124,1.5093440146011408,3.0686199868569473,1.6433764919848095,1.26769791381969,Multiplex_integrator,Glu,0,0,0,0,3,0,1,0,chem_in+/gap+
RIGR,18,17,10,60,54,1.1442043910550217,0.8872230134101767,3.0686199868569473,1.6433764919848095,1.26769791381969,Multiplex_integrator,Glu,0,0,0,2,0,0,1,0,chem_in+/gap+
RIH,14,36,4,0,0,0.5812938651509445,3.25128281793584,0.5914067611033389,-0.8328423850782745,-0.756431360403864,Wired_broadcaster,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
RIML,24,27,9,12,118,1.9885701799111373,2.131465015792105,2.6557511158980125,-0.3375986096656577,3.6666659425290877,Multiplex_integrator,TA,0,1,0,3,2,3,6,3,chem_out+/pep_out+
RIMR,21,23,6,12,118,1.5663872854830796,1.6337682148393335,1.4171445030212084,-0.3375986096656577,3.6666659425290877,Multiplex_integrator,TA,0,1,0,3,2,3,6,3,chem_out+/pep_out+
RIPL,10,0,1,0,0,0.01838333924686735,-1.2279883906391011,-0.6471998517734652,-0.8328423850782745,-0.756431360403864,Quiet,Other,0,0,0,1,1,4,2,4,Baseline
RIPR,12,0,2,0,0,0.2998386021989059,-1.2279883906391011,-0.2343309808145305,-0.8328423850782745,-0.756431360403864,Quiet,Other,0,0,0,1,1,4,2,4,Baseline
RIR,13,20,3,0,0,0.4405662336749252,1.2604956141247552,0.17853789014440422,-0.8328423850782745,-0.756431360403864,Wired_broadcaster,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
RIS,13,22,4,12,0,0.4405662336749252,1.5093440146011408,0.5914067611033389,-0.3375986096656577,-0.756431360403864,Wired_broadcaster,GABA,0,0,0,4,4,5,3,5,chem_in+/chem_out+
RIVL,9,11,4,64,28,-0.12234429222915194,0.14067781198101978,0.5914067611033389,1.8084577504556818,0.2931171521564973,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
RIVR,9,16,7,64,28,-0.12234429222915194,0.7627988131719838,1.830013373980143,1.8084577504556818,0.2931171521564973,Multiplex_integrator,ACh,0,0,0,0,3,2,7,2,pep_in+
RMDDL,20,15,8,8,0,1.4256596540070603,0.638374612933791,2.2428822449390777,-0.50267986813653,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RMDDR,20,11,7,8,0,1.4256596540070603,0.14067781198101978,1.830013373980143,-0.50267986813653,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RMDL,22,19,4,8,0,1.707114916959099,1.1360714138865624,0.5914067611033389,-0.50267986813653,-0.756431360403864,Wired_integrator,ACh,0,0,0,2,4,5,3,5,chem_in+/chem_out+
RMDR,26,20,6,8,0,2.270025442863176,1.2604956141247552,1.4171445030212084,-0.50267986813653,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,5,3,5,chem_in+/chem_out+
RMDVL,16,15,7,8,0,0.8627491281029831,0.638374612933791,1.830013373980143,-0.50267986813653,-0.756431360403864,Electrical_synchronizer,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RMDVR,18,11,10,8,0,1.1442043910550217,0.14067781198101978,3.0686199868569473,-0.50267986813653,-0.756431360403864,Multiplex_integrator,ACh,0,0,0,2,0,0,1,0,chem_in+/gap+
RMED,16,9,4,52,30,0.8627491281029831,-0.10817058849536586,0.5914067611033389,1.313213975043065,0.368084903053666,Wireless_target,GABA,0,0,0,0,3,2,7,2,pep_in+
RMEL,13,5,5,52,30,0.4405662336749252,-0.6058673894481371,1.0042756320622737,1.313213975043065,0.368084903053666,Multiplex_integrator,GABA,0,0,0,0,3,2,7,2,pep_in+
RMER,18,7,4,52,30,1.1442043910550217,-0.3570189889717515,0.5914067611033389,1.313213975043065,0.368084903053666,Multiplex_integrator,GABA,0,0,0,0,3,2,7,2,pep_in+
RMEV,16,6,4,52,30,0.8627491281029831,-0.48144318920994433,0.5914067611033389,1.313213975043065,0.368084903053666,Wireless_target,GABA,0,0,0,0,3,2,7,2,pep_in+
RMFL,12,11,0,6,0,0.2998386021989059,0.14067781198101978,-1.0600687227324,-0.5852204973719661,-0.756431360403864,Quiet,ACh,0,0,0,4,4,1,2,1,Diffuse
RMFR,17,18,1,6,0,1.0034767595790024,1.0116472136483696,-0.6471998517734652,-0.5852204973719661,-0.756431360403864,Wired_integrator,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
RMGL,8,28,5,60,63,-0.26307192370517124,2.255889216030298,1.0042756320622737,1.6433764919848095,1.6050527928569491,Multiplex_integrator,Other,0,0,0,3,2,3,6,3,chem_out+/pep_out+
RMGR,12,27,5,60,63,0.2998386021989059,2.131465015792105,1.0042756320622737,1.6433764919848095,1.6050527928569491,Multiplex_integrator,Other,0,0,0,3,2,3,6,3,chem_out+/pep_out+
RMHL,15,10,2,6,0,0.7220214966269638,0.01625361174282696,-0.2343309808145305,-0.5852204973719661,-0.756431360403864,Intermediate,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
RMHR,18,12,3,6,0,1.1442043910550217,0.2651020122192126,0.17853789014440422,-0.5852204973719661,-0.756431360403864,Wired_receiver,ACh,0,0,0,2,4,5,3,5,chem_in+/chem_out+
SAADL,10,6,2,61,31,0.01838333924686735,-0.48144318920994433,-0.2343309808145305,1.6846468066025275,0.4055687785022503,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
SAADR,10,4,3,61,31,0.01838333924686735,-0.73029158968633,0.17853789014440422,1.6846468066025275,0.4055687785022503,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
SAAVL,8,5,3,0,31,-0.26307192370517124,-0.6058673894481371,0.17853789014440422,-0.8328423850782745,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SAAVR,8,7,2,0,31,-0.26307192370517124,-0.3570189889717515,-0.2343309808145305,-0.8328423850782745,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SDQL,10,10,1,63,0,0.01838333924686735,0.01625361174282696,-0.6471998517734652,1.7671874358379638,-0.756431360403864,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
SDQR,4,13,2,63,0,-0.8259824496092484,0.38952621245740543,-0.2343309808145305,1.7671874358379638,-0.756431360403864,Wireless_target,ACh,0,0,0,0,3,2,0,2,pep_in+
SIADL,8,0,1,16,31,-0.26307192370517124,-1.2279883906391011,-0.6471998517734652,-0.17251735119478542,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SIADR,4,0,1,16,31,-0.8259824496092484,-1.2279883906391011,-0.6471998517734652,-0.17251735119478542,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SIAVL,9,0,1,16,31,-0.12234429222915194,-1.2279883906391011,-0.6471998517734652,-0.17251735119478542,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SIAVR,6,0,1,16,31,-0.5445271866572098,-1.2279883906391011,-0.6471998517734652,-0.17251735119478542,0.4055687785022503,Quiet,ACh,0,0,0,1,1,4,4,4,Baseline
SIBDL,7,0,5,6,0,-0.4037995551811905,-1.2279883906391011,1.0042756320622737,-0.5852204973719661,-0.756431360403864,Electrical_synchronizer,ACh,0,0,0,1,1,4,2,4,Baseline
SIBDR,5,0,3,6,0,-0.6852548181332291,-1.2279883906391011,0.17853789014440422,-0.5852204973719661,-0.756431360403864,Quiet,ACh,0,0,0,1,1,4,2,4,Baseline
SIBVL,5,0,4,6,0,-0.6852548181332291,-1.2279883906391011,0.5914067611033389,-0.5852204973719661,-0.756431360403864,Intermediate,ACh,0,0,0,1,1,4,2,4,Baseline
SIBVR,6,0,6,6,0,-0.5445271866572098,-1.2279883906391011,1.4171445030212084,-0.5852204973719661,-0.756431360403864,Electrical_synchronizer,ACh,0,0,0,1,1,4,2,4,Baseline
SMBDL,15,13,4,61,0,0.7220214966269638,0.38952621245740543,0.5914067611033389,1.6846468066025275,-0.756431360403864,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
SMBDR,13,12,3,61,0,0.4405662336749252,0.2651020122192126,0.17853789014440422,1.6846468066025275,-0.756431360403864,Wireless_target,ACh,0,0,0,0,3,2,7,2,pep_in+
SMBVL,12,12,4,0,0,0.2998386021989059,0.2651020122192126,0.5914067611033389,-0.8328423850782745,-0.756431360403864,Intermediate,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
SMBVR,14,13,3,0,0,0.5812938651509445,0.38952621245740543,0.17853789014440422,-0.8328423850782745,-0.756431360403864,Intermediate,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
SMDDL,20,12,2,13,29,1.4256596540070603,0.2651020122192126,-0.2343309808145305,-0.2963282950479396,0.33060102760508164,Wired_receiver,ACh,0,0,0,2,4,5,3,5,chem_in+/chem_out+
SMDDR,16,13,2,13,29,0.8627491281029831,0.38952621245740543,-0.2343309808145305,-0.2963282950479396,0.33060102760508164,Intermediate,ACh,0,0,0,4,4,5,3,5,chem_in+/chem_out+
SMDVL,20,9,3,13,29,1.4256596540070603,-0.10817058849536586,0.17853789014440422,-0.2963282950479396,0.33060102760508164,Wired_receiver,ACh,0,0,0,2,4,5,3,5,chem_in+/chem_out+
SMDVR,21,9,3,13,29,1.5663872854830796,-0.10817058849536586,0.17853789014440422,-0.2963282950479396,0.33060102760508164,Wired_receiver,ACh,0,0,0,2,4,5,3,5,chem_in+/chem_out+
URADL,3,9,0,0,29,-0.9667100810852677,-0.10817058849536586,-1.0600687227324,-0.8328423850782745,0.33060102760508164,Quiet,ACh,0,0,0,1,5,1,4,1,Diffuse
URADR,3,9,0,0,29,-0.9667100810852677,-0.10817058849536586,-1.0600687227324,-0.8328423850782745,0.33060102760508164,Quiet,ACh,0,0,0,1,5,1,4,1,Diffuse
URAVL,4,12,0,0,29,-0.8259824496092484,0.2651020122192126,-1.0600687227324,-0.8328423850782745,0.33060102760508164,Quiet,ACh,0,0,0,4,5,1,4,1,Diffuse
URAVR,5,11,0,0,29,-0.6852548181332291,0.14067781198101978,-1.0600687227324,-0.8328423850782745,0.33060102760508164,Quiet,ACh,0,0,0,4,5,1,4,1,Diffuse
URBL,3,21,3,0,0,-0.9667100810852677,1.384919814362948,0.17853789014440422,-0.8328423850782745,-0.756431360403864,Wired_broadcaster,ACh,0,0,0,4,5,1,0,1,Diffuse
URBR,4,16,2,0,0,-0.8259824496092484,0.7627988131719838,-0.2343309808145305,-0.8328423850782745,-0.756431360403864,Intermediate,ACh,0,0,0,4,5,1,0,1,Diffuse
URXL,15,18,7,89,52,0.7220214966269638,1.0116472136483696,1.830013373980143,2.8402156158986336,1.1927301629225213,Multiplex_integrator,ACh,0,0,1,0,3,2,7,2,pep_in+
URXR,10,15,6,89,52,0.01838333924686735,0.638374612933791,1.4171445030212084,2.8402156158986336,1.1927301629225213,Multiplex_integrator,ACh,0,0,1,0,3,2,7,2,pep_in+
URYDL,6,15,2,42,0,-0.5445271866572098,0.638374612933791,-0.2343309808145305,0.9005108288658843,-0.756431360403864,Intermediate,Glu,0,0,1,4,5,1,0,1,Diffuse
URYDR,3,13,2,42,0,-0.9667100810852677,0.38952621245740543,-0.2343309808145305,0.9005108288658843,-0.756431360403864,Intermediate,Glu,0,0,1,4,5,1,0,1,Diffuse
URYVL,7,12,3,42,0,-0.4037995551811905,0.2651020122192126,0.17853789014440422,0.9005108288658843,-0.756431360403864,Intermediate,Glu,0,0,1,0,5,2,0,2,pep_in+
URYVR,5,11,3,42,0,-0.6852548181332291,0.14067781198101978,0.17853789014440422,0.9005108288658843,-0.756431360403864,Intermediate,Glu,0,0,1,0,5,1,0,1,Diffuse
