wbgene,symbol,motif,rho,p,q_global,q_per_motif
WBGene00004824,F56B3.4,two_in_resid,0.2899979896637399,8.22722004323188e-05,0.008119906380145888,0.002586039706857469
WBGene00009957,F53B2.8,two_in_resid,0.28994557162942697,8.252757542213689e-05,0.008119906380145888,0.002586039706857469
WBGene00044795,C06H5.8,two_in_resid,0.2899427235633869,8.254147214512209e-05,0.008119906380145888,0.002586039706857469
WBGene00008768,F13G3.10,two_in_resid,0.28992136212558,8.264577208722566e-05,0.008119906380145888,0.002586039706857469
WBGene00010420,mcrs-1,two_in_resid,0.28991701565630423,8.26670093922471e-05,0.008119906380145888,0.002586039706857469
WBGene00018654,F49H12.3,total_deg,-0.28984510840850014,8.301909870474694e-05,0.008119906380145888,0.005412365873300494
WBGene00021296,Y25C1A.13,two_out_resid,0.28983128386614065,8.308695054451899e-05,0.008119906380145888,0.010702458249348335
WBGene00219592,linc-84,total_deg,-0.2898286095331695,8.310008235830353e-05,0.008119906380145888,0.005412365873300494
WBGene00021947,srt-23,clust_resid,0.28978005340569235,8.33388466364432e-05,0.008119906380145888,0.011242931279047665
WBGene00011935,scrm-1,total_deg,-0.28977306725122665,8.337325239158741e-05,0.008119906380145888,0.005412365873300494
WBGene00011254,R12G8.1,two_in_resid,0.2897611492235041,8.343197759804422e-05,0.008119906380145888,0.002600547633868281
WBGene00011875,cox-14,recip_resid,0.28963555679026726,8.405318579316163e-05,0.008167212930815277,0.02260317118408825
WBGene00015634,C09D4.3,two_out_resid,0.2895877379354842,8.429084560524516e-05,0.008170541517444806,0.010702458249348335
WBGene00011591,T07F10.5,ffl_resid,-0.2895742850838707,8.435781969763325e-05,0.008170541517444806,0.03397686687880179
WBGene00011326,T01D3.1,total_deg,0.2894755885164115,8.485070056310634e-05,0.008205130625012833,0.00544230118626885
WBGene00206488,ZK757.10,total_deg,0.2894268579640786,8.509504982004804e-05,0.00821529154929391,0.00544230118626885
WBGene00010397,suox-1,two_in_resid,0.2894004713596958,8.522763495495023e-05,0.00821529154929391,0.0026469618712267637
WBGene00010771,K11D2.5,total_deg,0.289242258967867,8.60266748393265e-05,0.008274694997661466,0.005461428754137831
WBGene00007386,C06H2.2,two_in_resid,0.28921167943572873,8.618192155026825e-05,0.008274694997661466,0.0026607702764189457
WBGene00045050,ZC15.10,two_in_resid,0.289172287349398,8.638229481702588e-05,0.008274694997661466,0.0026607702764189457
WBGene00001046,dnj-28,recip_resid,0.28917046976430194,8.63915507383498e-05,0.008274694997661466,0.02260317118408825
WBGene00235164,K09F6.13,two_in_resid,0.28913021911527953,8.659676252880747e-05,0.008281226477398838,0.0026607702764189457
WBGene00004285,rab-37,total_deg,0.28907017080292446,8.690375861151961e-05,0.008297455549704616,0.005476839794539126
WBGene00011064,adsl-1,two_in_resid,0.2889626639529526,8.74559337802717e-05,0.008336944366501028,0.0026723673259607035
WBGene00011476,exc-12,two_in_resid,0.288936031381688,8.75932306285475e-05,0.008336944366501028,0.0026723673259607035
WBGene00004372,rig-5,total_deg,0.2888775073161748,8.789564486558846e-05,0.008348375835500094,0.005499210128764425
WBGene00198166,VC5.8,clust_resid,0.28885560423593737,8.800907700037663e-05,0.008348375835500094,0.011533601531006136
WBGene00001676,gpa-14,clust_resid,0.2888255151895672,8.816512636627345e-05,0.008348375835500094,0.011533601531006136
WBGene00017178,atg-16.1,two_in_resid,0.2888061181090643,8.826586185652339e-05,0.008348375835500094,0.0026834065185536017
WBGene00016898,clik-2,cycle3_resid,0.2887746674385142,8.842942479248736e-05,0.008350777461888049,0.025449988455277864
WBGene00022704,ZK353.9,two_in_resid,0.2887116407941612,8.875805718796784e-05,0.008354080730949535,0.002688901985126015
WBGene00005127,srd-49,two_out_resid,0.2886854371792483,8.889502397215631e-05,0.008354080730949535,0.010758264627574465
WBGene00003694,nhr-104,total_deg,-0.28863900940458265,8.91381890489255e-05,0.008354080730949535,0.005500673303384601
WBGene00017759,sucl-2,total_deg,-0.2886285187250196,8.919322011510819e-05,0.008354080730949535,0.005500673303384601
WBGene00016888,C52E12.1,two_out_resid,0.28862473464121646,8.921307813049376e-05,0.008354080730949535,0.010758264627574465
WBGene00016635,C44B11.6,two_out_resid,-0.28860936861718456,8.929375810240908e-05,0.008354080730949535,0.010758264627574465
WBGene00220106,T28B8.11,two_in_resid,-0.28852502539543246,8.973782417636588e-05,0.008370104293318316,0.0027044755829022816
WBGene00197404,K03H1.18,two_out_resid,0.28852423228411733,8.974200969704935e-05,0.008370104293318316,0.010758264627574465
WBGene00001475,fmi-1,recip_resid,-0.2884847168900338,8.99507776359667e-05,0.00837664884246927,0.022842206297321664
WBGene00018615,F48G7.4,two_in_resid,-0.28841104461900513,9.03412184138932e-05,0.008378490205530347,0.0027044755829022816
WBGene00021715,Y49F6B.2,two_in_resid,0.2884060490614698,9.036775073715344e-05,0.008378490205530347,0.0027044755829022816
WBGene00019824,R02D3.7,clust_resid,0.2883998914581216,9.040046494053564e-05,0.008378490205530347,0.01164951663129231
WBGene00000208,trip-4,two_in_resid,0.28837645711002313,9.052506873508912e-05,0.008378490205530347,0.0027044755829022816
WBGene00008761,F13E9.12,two_in_resid,-0.28820116351302694,9.146224418305833e-05,0.00845228610693529,0.002723051780263882
WBGene00021019,W04B5.2,two_out_resid,-0.28809877964786823,9.201381610541612e-05,0.008490276363021586,0.010758264627574465
WBGene00004949,sox-2,two_out_resid,-0.2880631345460213,9.22065766088152e-05,0.008495093105310325,0.010758264627574465
WBGene00198429,F57B7.9,two_in_resid,0.28780388523324846,9.36199552927523e-05,0.008601264497609893,0.0027731082700219764
WBGene00018089,F36D4.4,clust_resid,0.28778497243772067,9.372385421178339e-05,0.008601264497609893,0.011900172900949085
WBGene00017997,mrpl-1,two_in_resid,0.287773684309341,9.378591786500083e-05,0.008601264497609893,0.0027731082700219764
WBGene00001753,gst-5,ffl_resid,-0.2877327867533897,9.401110056407401e-05,0.00860253443844595,0.03397686687880179
WBGene00008023,C39B10.3,total_deg,-0.28771948704787625,9.408443799948331e-05,0.00860253443844595,0.00574569325739877
WBGene00019633,K10D2.7,total_deg,-0.28764482143303577,9.44971557274294e-05,0.00862721918104891,0.00574569325739877
WBGene00019806,pgap-3,cycle3_resid,0.28756679821207737,9.493024349833552e-05,0.008653686359807544,0.026439603947246093
WBGene00020314,T07E3.3,total_deg,0.28744209836928275,9.562628210707118e-05,0.008704007888534891,0.005773687550436731
WBGene00016748,aexr-3,two_in_resid,-0.2872548510204354,9.668042172237981e-05,0.008786723801589761,0.0028467030598347243
WBGene00001497,fars-1,two_in_resid,0.28721004109972254,9.693429460173835e-05,0.008796568914624419,0.0028467030598347243
WBGene00194713,F19B10.13,recip_resid,0.2871349399550414,9.736118385734873e-05,0.00882206181404864,0.023761105339503985
WBGene00010645,fecl-1,two_in_resid,0.28696685521394455,9.832299483348959e-05,0.008884763801771705,0.0028776974148893193
WBGene00044290,B0035.18,clust_resid,0.2869626481753881,9.834718196143603e-05,0.008884763801771705,0.011977141876725302
WBGene00021159,Y4C6B.5,total_deg,-0.2868936259544761,9.874480096181516e-05,0.008895825282533059,0.0058915172470485645
WBGene00195813,F31C3.13,clust_resid,0.2868902994235242,9.876400219364773e-05,0.008895825282533059,0.011977141876725302
WBGene00012936,pola-1,total_deg,-0.2868447465541969,9.90272919834352e-05,0.008906267072760203,0.0058915172470485645
WBGene00006318,sup-9,two_in_resid,0.28668769500357116,9.994007556367033e-05,0.008975004883977872,0.00291514396086733
WBGene00012972,rsa-2,total_deg,-0.2866383783727757,0.00010022832450849266,0.008981290736611811,0.0058915172470485645
WBGene00008795,F14D7.8,total_deg,-0.2866248934045476,0.00010030727765996513,0.008981290736611811,0.0058915172470485645
WBGene00022588,ZC317.2,clust_resid,0.28657126277417105,0.00010062185613166263,0.00899612979420921,0.011977141876725302
WBGene00013203,Y54E5A.8,recip_resid,-0.2864126723313806,0.00010155750262343748,0.009066369783685841,0.023761105339503985
WBGene00198300,T19E7.25,clust_resid,0.2862591031303865,0.00010247127909665661,0.009125144153621102,0.011977141876725302
WBGene00007862,kvs-2,clust_resid,0.2862513133897106,0.00010251783448010735,0.009125144153621102,0.011977141876725302
WBGene00017293,bmy-1,two_in_resid,0.2861877641724542,0.00010289837642480705,0.00914554716818013,0.002991328559096916
WBGene00008927,snx-17,total_deg,-0.2861388830008153,0.00010319198292875607,0.009151813651169394,0.0059992144222009635
WBGene00022748,oaz-1,clust_resid,-0.2861256285053777,0.00010327173152813671,0.009151813651169394,0.011977141876725302
WBGene00001461,flp-18,total_deg,0.28607512437372096,0.00010357612961913274,0.009156298020229856,0.0059992144222009635
WBGene00001989,hot-4,two_in_resid,-0.28604830801528924,0.00010373809799512391,0.009156298020229856,0.002996686165244841
WBGene00003578,ndx-1,two_in_resid,0.2860419008875881,0.00010377683152747364,0.009156298020229856,0.002996686165244841
WBGene00008925,F17H10.1,total_deg,-0.28596786212327685,0.00010422540691801535,0.009160245696858943,0.0059992144222009635
WBGene00017640,F20D6.11,recip_resid,-0.28593676199800533,0.00010441437243110261,0.009160245696858943,0.023761105339503985
WBGene00014125,ZK863.8,two_in_resid,0.2859114669988605,0.00010456830212657055,0.009160245696858943,0.0030094757352027005
WBGene00050889,T04C12.9,recip_resid,0.2859099591439078,0.00010457748470015652,0.009160245696858943,0.023761105339503985
WBGene00003849,odr-2,ffl_resid,0.28586804636896035,0.00010483302834477313,0.009160245696858943,0.03397686687880179
WBGene00008021,C39B10.1,cycle3_resid,0.28586401524129323,0.00010485763704471142,0.009160245696858943,0.02786612896132237
WBGene00001053,dop-2,two_out_resid,0.28583326068321246,0.00010504556143514749,0.009160245696858943,0.011798190374545766
WBGene00044588,ZK1236.9,clust_resid,0.28581248914642543,0.00010517266324455077,0.009160245696858943,0.011977141876725302
WBGene00007608,C15C8.6,clust_resid,0.2857708802744673,0.00010542770241268507,0.009160245696858943,0.011977141876725302
WBGene00044325,tag-321,two_in_resid,0.28575011032795705,0.00010555522699619865,0.009160245696858943,0.0030277868102497646
WBGene00020581,T19D12.6,ffl_resid,-0.28574994109605395,0.00010555626664904526,0.009160245696858943,0.03397686687880179
WBGene00000476,cfi-1,total_deg,-0.28573625999334384,0.00010564034631706349,0.009160245696858943,0.00604038907352004
WBGene00001073,dpy-11,two_out_resid,-0.28566661048906794,0.00010606936218046858,0.009184269500663552,0.011798190374545766
WBGene00011380,T02E1.8,two_out_resid,-0.28562025513554606,0.00010635579733022041,0.009189460691158328,0.011798190374545766
WBGene00170129,21ur-7422,cycle3_resid,-0.28559581698019554,0.00010650709470971024,0.009189460691158328,0.02786612896132237
WBGene00003654,nhr-64,two_out_resid,-0.28558317210334583,0.0001065854585608721,0.009189460691158328,0.011798190374545766
WBGene00015989,C18H2.2,ffl_resid,-0.2855057779298607,0.0001070662686356196,0.00921776516210766,0.03397686687880179
WBGene00006784,unc-49,total_deg,0.28547217889232596,0.00010727563313028822,0.009222652510851151,0.006093538266098083
WBGene00001772,gst-24,two_in_resid,0.2853948576218546,0.0001077588981948349,0.009241063447762196,0.003071640608520673
WBGene00020457,fbxa-67,two_in_resid,0.28538900064070843,0.00010779558772084364,0.009241063447762196,0.003071640608520673
WBGene00000564,cnk-1,total_deg,0.2853488046521047,0.00010804770045250132,0.009249556543836083,0.0060972800372999765
WBGene00007175,B0395.3,clust_resid,-0.2852337418086478,0.0001087724373547245,0.009298427961591004,0.012123747676797834
WBGene00006461,tag-96,clust_resid,0.2851147724006456,0.00010952655997107146,0.009348475954493014,0.012123747676797834
WBGene00006498,ten-1,total_deg,0.28509266165494734,0.00010966725324689017,0.009348475954493014,0.006148487432036687
WBGene00006441,cpna-4,cycle3_resid,-0.2848624574857516,0.00011114214595225095,0.00946085777051006,0.028223567298580433
WBGene00017888,acl-11,clust_resid,0.28482969155149074,0.00011135357561531475,0.009465523773612367,0.012169959137501614
WBGene00020125,cest-19,two_in_resid,0.2847000471463072,0.00011219383005824699,0.009523554355421814,0.003186452397114818
WBGene00019229,ipla-5,total_deg,-0.284629122293666,0.000112656015606149,0.00954937485442417,0.006275303475764454
WBGene00008133,efsc-1,recip_resid,-0.28458300155254385,0.00011295751863005064,0.009561521724037816,0.02500705681671429
WBGene00001571,gei-14,two_out_resid,0.28448315332677915,0.00011361283906236018,0.009603542331819474,0.012251420363248014
WBGene00022365,Y92H12BL.4,two_out_resid,0.28436325286656194,0.00011440446345686823,0.009656951064813133,0.012251420363248014
WBGene00001698,grd-9,clust_resid,0.2843313825410136,0.0001146157484487768,0.009661292335770115,0.012369904651334236
WBGene00171761,21ur-11303,two_in_resid,0.2841869182199312,0.00011557806137763203,0.009719557641575572,0.0032625405902394194
WBGene00004972,spe-26,two_in_resid,-0.284179360857256,0.00011562861021696344,0.009719557641575572,0.0032625405902394194
WBGene00009201,F28C1.3,two_out_resid,-0.28407517794401715,0.00011632756730834394,0.009740838663724072,0.012251420363248014
WBGene00016598,C42D4.13,two_out_resid,0.28407097355752553,0.00011635585705192693,0.009740838663724072,0.012251420363248014
WBGene00019090,F59A7.2,cycle3_resid,0.2840695715664263,0.00011636529195553756,0.009740838663724072,0.028705655164117463
WBGene00021439,ckr-2,ffl_resid,0.2839660717449232,0.00011706378808908747,0.009785755497272848,0.03397686687880179
WBGene00015700,asp-9,total_deg,0.28373246934081137,0.00011865475087315359,0.00985441394844051,0.0064192717258220585
WBGene00011558,ostf-4,two_out_resid,0.28373015680339786,0.00011867060111274496,0.00985441394844051,0.012344602048282409
WBGene00002035,hum-1,total_deg,-0.283707259809025,0.00011882764504653137,0.00985441394844051,0.0064192717258220585
WBGene00022348,Y82E9BR.16,two_in_resid,0.28370233320462995,0.00011886146060672066,0.00985441394844051,0.003332828572677798
WBGene00003165,mec-1,total_deg,-0.28367833934969666,0.0001190262798916722,0.00985441394844051,0.0064192717258220585
WBGene00012122,T28C6.8,total_deg,-0.28365920862193106,0.00011915784630892352,0.00985441394844051,0.0064192717258220585
WBGene00000288,cal-4,total_deg,0.28358875184326093,0.00011964356710297422,0.00985441394844051,0.0064192717258220585
WBGene00013388,Y62F5A.10,total_deg,-0.2835511527305236,0.0001199035278009821,0.00985441394844051,0.0064192717258220585
WBGene00012150,syx-17,two_in_resid,0.28352399798909,0.00012009160427816765,0.00985441394844051,0.003332828572677798
WBGene00015461,krr-1,two_in_resid,0.28351404025378824,0.00012016064163744405,0.00985441394844051,0.003332828572677798
WBGene00003472,mtk-1,two_in_resid,0.2834989921688495,0.00012026504098538314,0.00985441394844051,0.003332828572677798
WBGene00020136,nlp-45,two_in_resid,0.28348850790852215,0.00012033782792308097,0.00985441394844051,0.003332828572677798
WBGene00007026,mdt-31,two_in_resid,0.28346401916307584,0.00012050800140598396,0.00985441394844051,0.003332828572677798
WBGene00003673,nhr-83,cycle3_resid,-0.28344032957062015,0.00012067283557845953,0.00985441394844051,0.028908733169419065
WBGene00016289,lntl-1,two_out_resid,0.2834398413230244,0.00012067623506184695,0.00985441394844051,0.012403793018142697
WBGene00017159,F01F1.2,recip_resid,-0.28342127662090977,0.00012080556049821629,0.00985441394844051,0.02562336357893193
WBGene00012016,inpp-1,ffl_resid,-0.2834197891491064,0.0001208159281290988,0.00985441394844051,0.03397686687880179
WBGene00007445,C08F8.3,total_deg,0.28340988285890456,0.00012088499587226896,0.00985441394844051,0.0064192717258220585
WBGene00008147,C47E12.2,two_in_resid,0.28339582444440214,0.00012098307604061779,0.00985441394844051,0.003332828572677798
WBGene00199060,F56E3.16,total_deg,0.28335947727733757,0.00012123700118088406,0.009857781966693652,0.0064192717258220585
WBGene00016128,elpc-4,two_in_resid,0.2833292983081056,0.00012144821309144914,0.009857781966693652,0.003332828572677798
WBGene00010143,F56A12.2,two_in_resid,-0.2833085225364353,0.00012159381519498567,0.009857781966693652,0.003332828572677798
WBGene00022202,Y72A10A.1,recip_resid,-0.2832966850866308,0.0001216768481278908,0.009857781966693652,0.02562336357893193
WBGene00012890,lact-9,ffl_resid,0.28323464365596285,0.00012211290075889655,0.009879865456581245,0.03397686687880179
WBGene00011747,sna-2,two_in_resid,0.2831531507308768,0.00012268788605264704,0.009897590776975192,0.0033501658470361773
WBGene00235303,T13A10.64,ffl_resid,0.2831288851643442,0.00012285958364322008,0.009897590776975192,0.03397686687880179
WBGene00001612,glr-1,two_in_resid,0.2831087278611959,0.00012300238284809685,0.009897590776975192,0.0033501658470361773
WBGene00004091,pps-1,total_deg,-0.28307319989203816,0.00012325444930588126,0.009897590776975192,0.0064192717258220585
WBGene00194910,ZC404.15,two_out_resid,-0.283050943992748,0.00012341259796795512,0.009897590776975192,0.012535816127709699
WBGene00007100,asps-1,total_deg,-0.28303621671068097,0.0001235173531250794,0.009897590776975192,0.0064192717258220585
WBGene00016583,tag-335,two_in_resid,0.28303224188210574,0.00012354564031938502,0.009897590776975192,0.0033543806871621706
WBGene00000138,amx-2,total_deg,0.2830186945325656,0.00012364209663814603,0.009897590776975192,0.0064192717258220585
WBGene00013542,lron-12,total_deg,0.28294578400752307,0.0001241624250882886,0.009921199653251863,0.0064192717258220585
WBGene00020111,R151.8,ffl_resid,0.2829161064361904,0.0001243748055593044,0.009921199653251863,0.03397686687880179
WBGene00022516,mtx-2,two_in_resid,0.2829084730371069,0.00012442948703075734,0.009921199653251863,0.0033677874326757335
WBGene00011707,T11B7.2,cycle3_resid,0.2828157296382566,0.0001250956470293214,0.009957208271304285,0.028908733169419065
WBGene00013401,Y62H9A.13,two_in_resid,-0.2827997723945551,0.0001252106007179466,0.009957208271304285,0.0033732392081850353
WBGene00013232,faah-4,two_in_resid,0.2827718068576734,0.00012541229856699053,0.009960142576598914,0.0033732392081850353
WBGene00007923,C34C12.4,recip_resid,0.28264309005091875,0.00012634457325759653,0.01002068452560995,0.025972834416811627
WBGene00009354,ilkp-1,total_deg,-0.28262086366519623,0.00012650620955426042,0.01002068452560995,0.006501515555306455
WBGene00018015,F33G12.3,clust_resid,0.28249289207776873,0.00012744061917882365,0.01008148709676668,0.013424946190234651
WBGene00018835,F54F2.7,two_out_resid,0.28242579240690263,0.00012793313409861386,0.010100431103143107,0.012827496083084524
WBGene00009468,F36D1.9,cycle3_resid,0.28241475321974946,0.0001280143324565277,0.010100431103143107,0.028908733169419065
WBGene00008968,elli-1,ffl_resid,0.2823862287616737,0.00012822436615197183,0.01010381257039488,0.03397686687880179
WBGene00044409,C45G9.14,two_in_resid,0.2823033166786028,0.00012883670110330292,0.010138844454793518,0.0034545840910742776
WBGene00012460,dhps-1,two_out_resid,0.2822282904940804,0.00012939314973886665,0.010169392956980003,0.012827496083084524
WBGene00015099,ggtb-1,two_in_resid,0.28213435273457277,0.00013009302635914326,0.010211119905316755,0.0034774711751852723
WBGene00013562,Y75B8A.32,clust_resid,0.28210915239652884,0.00013028138048843998,0.010212640822257245,0.013424946190234651
WBGene00000939,dcr-1,two_in_resid,0.2820485771919141,0.00013073517875575934,0.010222170229210953,0.0034838504116581057
WBGene00006517,madd-3,two_out_resid,0.282047772692118,0.00013074121557927242,0.010222170229210953,0.012827496083084524
WBGene00012704,mlt-3,ffl_resid,-0.2819481746540856,0.00013149059679486939,0.010267478926470694,0.03397686687880179
WBGene00003133,mat-2,clust_resid,0.2819110341135636,0.00013177107008257184,0.010276103140194164,0.013424946190234651
WBGene00019503,tbce-1,two_in_resid,0.28182844018421543,0.00013239679729952586,0.010285190962436262,0.00351727368579725
WBGene00018115,F36H9.7,cycle3_resid,-0.2817544768977801,0.00013295949405899222,0.010285190962436262,0.028908733169419065
WBGene00021948,kvs-5,two_in_resid,-0.2817422696386842,0.00013305257877168107,0.010285190962436262,0.0035238526537260564
WBGene00017041,D2007.1,total_deg,-0.28170988563437266,0.0001332998134334518,0.010285190962436262,0.0067602172462311915
WBGene00008252,C51E3.6,total_deg,0.2816980819140814,0.0001333900352362644,0.010285190962436262,0.0067602172462311915
WBGene00018656,txdc-12.2,ffl_resid,-0.2816733853470201,0.00013357898815330568,0.010285190962436262,0.03397686687880179
WBGene00008100,C44H9.5,two_out_resid,0.2816725946593211,0.0001335850418170443,0.010285190962436262,0.012833327440761922
WBGene00044667,ZK622.5,clust_resid,0.2816646846421408,0.0001336456166041328,0.010285190962436262,0.013424946190234651
WBGene00018562,F47D12.6,two_out_resid,-0.2816480103202384,0.00013377339236374483,0.010285190962436262,0.012833327440761922
WBGene00014027,tpk-1,clust_resid,0.2816474945842416,0.00013377734628084524,0.010285190962436262,0.013424946190234651
WBGene00001717,grl-8,total_deg,-0.28163294391298127,0.00013388894476552393,0.010285190962436262,0.0067602172462311915
WBGene00007978,C36B1.11,cycle3_resid,-0.2816276284196066,0.00013392973439619674,0.010285190962436262,0.028908733169419065
WBGene00006444,shn-1,clust_resid,0.2815569640807532,0.00013447309714318791,0.010313813509060903,0.013424946190234651
WBGene00220090,T24B8.22,two_in_resid,0.2815259546268955,0.0001347121891423144,0.010319056131030669,0.0035568961500145034
WBGene00023263,D1005.t1,clust_resid,0.28145307311532725,0.0001352756912845048,0.010349104088421395,0.013424946190234651
WBGene00022719,pdhk-2,two_in_resid,0.2812984962759046,0.0001364781366234674,0.010417784085832849,0.00359253729148481
WBGene00021726,bath-10,two_out_resid,-0.28129337215743005,0.0001365181673116188,0.010417784085832849,0.012952723698555128
WBGene00013477,Y69E1A.5,ffl_resid,-0.28120772400110977,0.00013718889439438928,0.010431494217175988,0.03397686687880179
WBGene00043061,Y54G2A.38,clust_resid,0.28120645279731843,0.00013719887257427742,0.010431494217175988,0.013461080293253536
WBGene00003172,mec-8,total_deg,-0.28120300421008776,0.0001372259453093033,0.010431494217175988,0.006888423324421655
WBGene00003752,nlp-14,two_in_resid,-0.281178175929686,0.00013742100417294819,0.010431494217175988,0.0036063615502408344
WBGene00009742,F45H10.5,cycle3_resid,-0.281149153494301,0.00013764934191394371,0.010431494217175988,0.028986937026463173
WBGene00219300,W10G6.6,ffl_resid,-0.2811384783447256,0.0001377334191288004,0.010431494217175988,0.03397686687880179
WBGene00010902,M79.2,total_deg,-0.28102611697273217,0.00013862128853840924,0.010475671161061092,0.006918243960928471
WBGene00007917,C34C6.4,two_in_resid,0.2810208078309121,0.00013866337285894426,0.010475671161061092,0.003627938064436742
WBGene00010558,ptp-4,total_deg,0.2808329997506134,0.0001401597830111759,0.010575501829749622,0.006954825094933866
WBGene00003652,nhr-62,two_in_resid,-0.28075875818380536,0.00014075547045571885,0.010607205889529596,0.0036715490390171494
WBGene00019603,K09H11.6,two_out_resid,0.28055713212197336,0.0001423851954529607,0.010716658085661319,0.013297128439784906
WBGene00011311,T01B7.5,two_in_resid,0.28051526306579194,0.00014272582102273698,0.010728934292253953,0.0037117311406937082
WBGene00011878,ador-1,two_out_resid,0.28045367211040456,0.00014322827714848232,0.01075230015052843,0.013297128439784906
WBGene00006445,tag-68,total_deg,-0.2804335894835487,0.00014339246701290437,0.01075230015052843,0.007054190713549983
WBGene00003601,nhr-2,total_deg,0.2803842820847039,0.00014379633606495217,0.010769222997637645,0.007054190713549983
WBGene00021073,nol-2,total_deg,-0.2802057574877679,0.0001452675038638819,0.010865937374412495,0.00708609959525851
WBGene00001368,exc-7,ffl_resid,-0.28013084006231326,0.00014588905185655647,0.01089894006935298,0.03480655824164322
WBGene00219608,linc-58,total_deg,0.28007341144921655,0.00014636718504520028,0.010921160407113351,0.007099630762248647
WBGene00018565,F47E1.1,total_deg,-0.27994823827355314,0.00014741441273977097,0.01097801891662748,0.007107186061310414
WBGene00009387,glb-15,two_in_resid,-0.2799352020509096,0.00014752387802363615,0.01097801891662748,0.003807858051656364
WBGene00010362,enu-3.1,clust_resid,0.2799013037262447,0.00014780887787779547,0.01097801891662748,0.0143391219280549
WBGene00001995,hpl-1,two_in_resid,0.2798957314217687,0.00014785577613645004,0.01097801891662748,0.003807858051656364
WBGene00006832,unc-105,total_deg,-0.2798585251921299,0.0001481692716048036,0.010981341251659367,0.007107186061310414
WBGene00189958,F45H11.8,two_in_resid,0.279819025281152,0.00014850277234759436,0.010981341251659367,0.003807858051656364
WBGene00022675,gbb-2,two_in_resid,0.27980801537441247,0.0001485958546232382,0.010981341251659367,0.003807858051656364
WBGene00004189,pars-1,two_in_resid,0.2798042966683967,0.0001486273063942778,0.010981341251659367,0.003807858051656364
WBGene00006947,wrt-1,clust_resid,0.2796743203559212,0.0001497305219004778,0.011038892488572496,0.014364148067652504
WBGene00001523,gbh-2,total_deg,0.27966950598711743,0.0001497715318281453,0.011038892488572496,0.007144350308310534
WBGene00000869,cyc-1,two_out_resid,-0.27955528003032143,0.00015074761623187698,0.011097301376153692,0.013846328920702401
WBGene00009576,F40F8.3,two_in_resid,0.2795247717531327,0.0001510093186500485,0.011103042823079844,0.0038574392225577477
WBGene00012064,fbxb-115,total_deg,-0.2794719237078396,0.0001514636571237383,0.011122916779154916,0.007185369316518442
WBGene00014054,dbt-1,clust_resid,-0.2794228504529578,0.00015188668555883542,0.011140445997336037,0.014410875199065771
WBGene00015059,B0228.1,ffl_resid,0.27938329841070675,0.00015222844012450633,0.01115197874453929,0.03480655824164322
WBGene00014261,shk-1,two_in_resid,-0.2793193032248497,0.00015278291927038593,0.011170345591688655,0.003891232227081157
WBGene00000983,dhs-20,recip_resid,-0.27930301672467506,0.0001529243324195841,0.011170345591688655,0.030705783397923004
WBGene00001396,fat-4,cycle3_resid,0.27926712087696715,0.000153236441918225,0.011170345591688655,0.031501034274332256
WBGene00012932,Y47D3A.21,two_in_resid,0.2792559996486357,0.00015333326004084518,0.011170345591688655,0.003893762844684286
WBGene00014039,ZK662.2,ffl_resid,0.27923788402966393,0.00015349109150514383,0.011170345591688655,0.03480655824164322
WBGene00010238,F58B4.5,total_deg,-0.2792267589499253,0.0001535880933633355,0.011170345591688655,0.007246336601634091
WBGene00016456,C35E7.4,two_in_resid,0.279178344494908,0.00015401089555735147,0.011187632819345202,0.0038995016781295383
WBGene00012552,enu-3.5,two_in_resid,0.27899392016225105,0.00015563143830154888,0.011291780153744312,0.003925721592467575
WBGene00220258,C50C3.19,two_in_resid,0.27895722015093777,0.00015595581494282814,0.0113017476540943,0.003925721592467575
WBGene00196521,C18A3.16,clust_resid,0.2789125783408978,0.00015635123639319378,0.01131683356303215,0.014417688859743276
WBGene00003466,msp-79,recip_resid,0.2788199447157114,0.00015717473907589336,0.011333318135687904,0.030841970390483257
WBGene00015941,C18A3.3,ffl_resid,0.27881462891442804,0.00015722211853417715,0.011333318135687904,0.03480655824164322
WBGene00008922,F17C11.11,two_in_resid,0.278807609619885,0.00015728470155597794,0.011333318135687904,0.0039344543550640185
WBGene00003558,nca-2,two_in_resid,0.2788026356191253,0.00015732906310338116,0.011333318135687904,0.0039344543550640185
WBGene00014228,mett-10,two_in_resid,0.2787644723640132,0.00015766981779617216,0.011344343390434587,0.0039344543550640185
WBGene00000890,sig-7,two_in_resid,0.2786292913052758,0.00015888237953854382,0.011408318585622959,0.003952635831800401
WBGene00017290,F09E5.12,total_deg,-0.2786185817564954,0.00015897881422844226,0.011408318585622959,0.0074599080546107095
WBGene00007299,C04F12.5,two_out_resid,-0.2785998128397637,0.00015914795165096943,0.011408318585622959,0.014464035942678633
WBGene00001743,grp-1,two_in_resid,0.27858140232539363,0.00015931402240752137,0.011408318585622959,0.003952635831800401
WBGene00011460,ttr-14,clust_resid,0.27846816302978844,0.00016033905052263538,0.011468131994659216,0.014417688859743276
WBGene00008404,D2013.6,clust_resid,0.2784469844685574,0.00016053143792339945,0.011468320384414202,0.014417688859743276
WBGene00023263,D1005.t1,cycle3_resid,0.2783697821920262,0.00016123457330564708,0.01149777080753381,0.03162592848711455
WBGene00219886,F09E10.15,clust_resid,0.2783599682813989,0.00016132416103757026,0.01149777080753381,0.014417688859743276
