wbgene,symbol,motif,rho,p,q_global,q_per_motif
WBGene00020069,R13H7.2,two_in_resid,-0.3386913432867707,3.527546867520163e-06,0.001236878264797455,0.00028337893815739957
WBGene00007608,C15C8.6,two_in_resid,0.33859182303345525,3.552354209185811e-06,0.001236878264797455,0.00028337893815739957
WBGene00175030,Y53C12A.10,two_out_resid,0.3385574850928331,3.5609520181799065e-06,0.001236878264797455,0.002991552442318819
WBGene00022172,cosa-1,cycle3_resid,-0.33842947955728353,3.5931777115141006e-06,0.0012369968255522444,0.008112959246782056
WBGene00019020,F57H12.5,two_in_resid,-0.33831132116194484,3.623170252196748e-06,0.0012369968255522444,0.00028337893815739957
WBGene00011824,T18D3.7,two_in_resid,-0.33828845915104244,3.629000802508541e-06,0.0012369968255522444,0.00028337893815739957
WBGene00003530,nas-11,two_in_resid,0.33823307647542283,3.6431621653314054e-06,0.0012369968255522444,0.00028337893815739957
WBGene00018641,F49E10.4,clust_resid,0.33807080115101656,3.6849590621127606e-06,0.0012441986357316819,0.0017511526732661687
WBGene00009069,F23A7.4,two_in_resid,-0.3376406456456601,3.7979698794436877e-06,0.0012726493815389452,0.0002927827851706857
WBGene00006818,unc-86,two_out_resid,-0.3375905759654043,3.8113362132855003e-06,0.0012726493815389452,0.002991552442318819
WBGene00018734,F53A10.2,two_in_resid,-0.33748132551092136,3.840656491943437e-06,0.001274258016037383,0.00029345334647291714
WBGene00011559,umps-1,total_deg,0.3374158869196514,3.8583212041239135e-06,0.001274258016037383,0.0010094771295880566
WBGene00000172,aqp-4,clust_resid,0.33712745776824615,3.937105007678746e-06,0.0012891408506318987,0.0017511526732661687
WBGene00018595,fbxa-145,clust_resid,0.3370950761010244,3.946044828864311e-06,0.0012891408506318987,0.0017511526732661687
WBGene00001788,gst-40,cycle3_resid,-0.33694140711860937,3.9887328545316694e-06,0.001294354373923098,0.008112959246782056
WBGene00011442,T04F8.3,cycle3_resid,-0.33688384502694374,4.0048358304976885e-06,0.001294354373923098,0.008112959246782056
WBGene00220258,C50C3.19,clust_resid,0.33670095175299886,4.056411103234118e-06,0.0013040498630705513,0.0017511526732661687
WBGene00012760,Y41C4A.17,total_deg,0.3364545190147221,4.126903039902003e-06,0.001319691883204218,0.0010479906131327615
WBGene00011220,R10E11.9,ffl_resid,-0.33619886684625233,4.2012613774417885e-06,0.00133371718334871,0.012091230244277468
WBGene00012660,Y39A1A.24,two_out_resid,0.33607436783260386,4.237932032858492e-06,0.00133371718334871,0.003049192097641685
WBGene00019394,K04F10.1,two_in_resid,0.33607311968376957,4.23830120471605e-06,0.00133371718334871,0.0003197607656972684
WBGene00013435,Y66D12A.9,two_in_resid,0.3360031930323982,4.259032667962226e-06,0.00133371718334871,0.0003197607656972684
WBGene00003907,paf-2,total_deg,0.33486687398291703,4.609726593528591e-06,0.0014360961642251597,0.001113251164093336
WBGene00006615,trp-2,cycle3_resid,0.3345929983674821,4.698262246225421e-06,0.0014561721724993435,0.008112959246782056
WBGene00013327,Y57G11C.38,total_deg,0.33451550144015224,4.723606292454274e-06,0.0014565577403232216,0.001113251164093336
WBGene00001612,glr-1,total_deg,0.33437251704209237,4.77070802310093e-06,0.001458939298023816,0.001113251164093336
WBGene00000766,coq-6,two_in_resid,0.33434564885412693,4.7796085411283555e-06,0.001458939298023816,0.00035575120813881225
WBGene00020847,cgr-1,two_out_resid,0.33398865286735435,4.89937601206359e-06,0.0014879823488296443,0.003253939422165926
WBGene00011719,T11G6.4,two_in_resid,-0.33386397935947754,4.941869634161659e-06,0.0014933835847473116,0.00036468463607992955
WBGene00001664,gpa-2,two_in_resid,-0.33373740139936975,4.985370232117668e-06,0.0014990338611379484,0.0003647770049500335
WBGene00021452,Y39F10A.1,two_in_resid,0.33344141328039023,5.0885148428400965e-06,0.0015219278385851412,0.0003677992276580758
WBGene00199651,F09D5.7,two_in_resid,0.33337517661434085,5.111872517832881e-06,0.0015219278385851412,0.0003677992276580758
WBGene00012219,W03C9.1,clust_resid,0.33322872290515343,5.1638797716290475e-06,0.0015298753217535116,0.0021230922832497713
WBGene00007912,C34B7.2,two_in_resid,0.3328913833619351,5.285590208853177e-06,0.0015582951270374065,0.00037715525506808536
WBGene00013517,lgc-52,two_in_resid,0.33220289142970666,5.542496694787211e-06,0.001626103957473541,0.00039224521690813755
WBGene00018383,F43C11.6,total_deg,-0.33202054247144547,5.6124986820170086e-06,0.0016386869340277487,0.0012752187794877593
WBGene00021357,Y37E11AL.1,clust_resid,-0.3318118349100407,5.693649171877889e-06,0.0016543883108170955,0.002234498497726986
WBGene00011254,R12G8.1,total_deg,0.3316368673969713,5.762537547454211e-06,0.001666393513363816,0.0012757371585825552
WBGene00021524,Y41D4B.24,two_in_resid,0.3314686289322865,5.829521906661599e-06,0.0016777364047372081,0.00040920400115541667
WBGene00007351,C05G5.5,two_out_resid,-0.3312719853466579,5.908752314258922e-06,0.0016853825459534778,0.0034028676165917837
WBGene00004981,spl-1,two_out_resid,0.33126431912950716,5.911861738345698e-06,0.0016853825459534778,0.0034028676165917837
WBGene00000237,bam-2,clust_resid,-0.33098070101023336,6.0279949133132305e-06,0.0017104223313184274,0.0022628568731107145
WBGene00017983,F32D1.3,total_deg,0.3305424948081652,6.21169233514054e-06,0.0017543096324823548,0.0013036537975906312
WBGene00016785,C49G7.7,total_deg,-0.3302447116574502,6.339541292357707e-06,0.0017744176689428036,0.0013036537975906312
WBGene00010019,F54B8.4,total_deg,-0.33023994059228146,6.341609856243516e-06,0.0017744176689428036,0.0013036537975906312
WBGene00020463,cec-6,two_in_resid,0.32929638624058805,6.763529704817202e-06,0.0018837521119803781,0.00047093802799509453
WBGene00007670,stg-1,two_in_resid,0.3291115632626322,6.849234765760931e-06,0.0018988717925369687,0.00047309034374063905
WBGene00003603,nhr-4,two_in_resid,-0.32887937591396316,6.958363481745569e-06,0.001912267905780162,0.00047681357382056537
WBGene00000975,dhs-12,total_deg,-0.32887415771287226,6.960834893140667e-06,0.001912267905780162,0.0013743052341535769
WBGene00020556,pamn-1,total_deg,0.32876710752850463,7.011719396599398e-06,0.0019175307551659478,0.0013743052341535769
WBGene00021563,Y45G12B.2,two_in_resid,0.3286696237371653,7.058363356766472e-06,0.0019215917322353694,0.0004798575529316671
WBGene00011868,best-18,total_deg,-0.32845352370667746,7.1628139375620744e-06,0.0019412831782886846,0.0013743052341535769
