i,j,arrived,out_deg_i,in_deg_j,shared_out,shared_in,triangle_closure,reverse_2step,transition
105,165,0,5,1,1,0,0,0,L1_consensus->L2
105,166,0,5,1,1,0,0,0,L1_consensus->L2
105,167,0,5,2,1,0,0,0,L1_consensus->L2
105,168,0,5,1,1,0,0,0,L1_consensus->L2
105,169,0,5,13,0,0,1,0,L1_consensus->L2
105,170,0,5,13,0,0,1,0,L1_consensus->L2
105,171,0,5,12,0,0,1,0,L1_consensus->L2
105,172,0,5,12,0,0,1,0,L1_consensus->L2
105,173,0,5,1,2,0,0,0,L1_consensus->L2
105,174,0,5,1,1,0,0,0,L1_consensus->L2
105,175,1,5,0,3,0,0,0,L1_consensus->L2
105,176,0,5,1,2,0,0,0,L1_consensus->L2
105,177,0,5,1,0,0,0,0,L1_consensus->L2
105,178,0,5,1,0,0,0,0,L1_consensus->L2
105,179,1,5,3,0,0,0,0,L1_consensus->L2
105,180,0,5,3,0,0,0,0,L1_consensus->L2
105,181,0,5,1,0,0,0,0,L1_consensus->L2
105,182,0,5,0,0,0,0,0,L1_consensus->L2
105,183,0,5,1,0,0,0,0,L1_consensus->L2
105,184,0,5,1,0,0,0,0,L1_consensus->L2
106,0,0,5,2,0,0,0,0,L1_consensus->L2
106,1,0,5,4,0,0,0,0,L1_consensus->L2
106,2,0,5,1,0,0,0,0,L1_consensus->L2
106,3,0,5,0,0,0,0,0,L1_consensus->L2
106,4,0,5,3,0,0,0,0,L1_consensus->L2
106,5,0,5,3,0,0,0,0,L1_consensus->L2
106,6,0,5,1,0,0,0,0,L1_consensus->L2
106,7,0,5,1,0,0,0,0,L1_consensus->L2
106,8,0,5,1,0,0,0,0,L1_consensus->L2
106,9,0,5,1,0,0,0,0,L1_consensus->L2
106,10,0,5,10,0,0,0,0,L1_consensus->L2
106,11,0,5,10,0,0,0,0,L1_consensus->L2
106,12,0,5,13,0,0,0,0,L1_consensus->L2
106,13,0,5,13,0,0,0,0,L1_consensus->L2
106,14,0,5,1,0,0,0,0,L1_consensus->L2
106,15,0,5,1,0,0,0,0,L1_consensus->L2
106,16,0,5,0,0,0,0,0,L1_consensus->L2
106,17,0,5,0,0,0,0,0,L1_consensus->L2
106,18,0,5,6,0,0,0,0,L1_consensus->L2
106,19,0,5,6,0,0,0,0,L1_consensus->L2
106,20,0,5,8,0,0,0,0,L1_consensus->L2
106,21,0,5,8,0,0,0,0,L1_consensus->L2
106,22,0,5,0,0,0,0,0,L1_consensus->L2
106,23,0,5,0,0,0,0,0,L1_consensus->L2
106,24,0,5,0,0,0,0,0,L1_consensus->L2
106,25,0,5,2,0,0,0,0,L1_consensus->L2
106,26,0,5,3,0,0,0,0,L1_consensus->L2
106,27,0,5,1,0,0,0,0,L1_consensus->L2
106,28,0,5,1,0,0,0,0,L1_consensus->L2
106,29,0,5,1,0,0,0,0,L1_consensus->L2
106,30,0,5,2,0,0,0,0,L1_consensus->L2
106,31,0,5,0,0,0,0,0,L1_consensus->L2
106,32,0,5,0,0,0,0,0,L1_consensus->L2
106,33,0,5,2,0,0,0,0,L1_consensus->L2
106,34,0,5,0,0,0,0,0,L1_consensus->L2
106,35,0,5,5,0,0,0,0,L1_consensus->L2
106,36,0,5,5,0,0,0,0,L1_consensus->L2
106,37,0,5,4,0,0,0,0,L1_consensus->L2
106,38,0,5,3,0,0,0,0,L1_consensus->L2
106,39,0,5,14,0,0,0,0,L1_consensus->L2
106,40,0,5,9,0,0,0,0,L1_consensus->L2
106,41,0,5,11,0,0,0,0,L1_consensus->L2
106,42,0,5,11,0,0,0,0,L1_consensus->L2
106,43,0,5,2,0,0,0,0,L1_consensus->L2
106,44,0,5,3,0,0,0,0,L1_consensus->L2
106,45,0,5,15,0,0,0,0,L1_consensus->L2
106,46,0,5,16,0,0,0,0,L1_consensus->L2
106,47,0,5,0,0,0,0,0,L1_consensus->L2
106,48,0,5,2,0,0,0,0,L1_consensus->L2
106,49,0,5,3,0,0,0,0,L1_consensus->L2
106,50,0,5,4,0,0,0,0,L1_consensus->L2
106,51,0,5,2,0,0,0,0,L1_consensus->L2
106,52,0,5,3,0,0,0,0,L1_consensus->L2
106,53,0,5,0,0,0,0,0,L1_consensus->L2
106,54,0,5,0,0,0,0,0,L1_consensus->L2
106,55,0,5,2,0,0,0,0,L1_consensus->L2
106,56,0,5,1,0,0,0,0,L1_consensus->L2
106,57,0,5,6,0,0,0,0,L1_consensus->L2
106,58,0,5,6,0,0,0,0,L1_consensus->L2
106,59,1,5,4,0,0,0,0,L1_consensus->L2
106,60,0,5,3,0,0,0,0,L1_consensus->L2
106,61,0,5,1,0,0,0,0,L1_consensus->L2
106,62,0,5,1,0,0,0,0,L1_consensus->L2
106,63,0,5,6,0,0,1,0,L1_consensus->L2
106,64,0,5,7,0,0,1,0,L1_consensus->L2
106,65,0,5,4,0,0,1,0,L1_consensus->L2
106,66,0,5,4,0,0,0,0,L1_consensus->L2
106,67,0,5,6,0,0,1,0,L1_consensus->L2
106,68,0,5,6,0,0,1,0,L1_consensus->L2
106,69,0,5,4,0,0,1,0,L1_consensus->L2
106,70,0,5,3,0,0,0,0,L1_consensus->L2
106,71,0,5,1,0,0,0,0,L1_consensus->L2
106,72,0,5,6,0,0,0,0,L1_consensus->L2
106,73,0,5,7,0,0,1,0,L1_consensus->L2
106,74,0,5,4,0,0,0,0,L1_consensus->L2
106,75,0,5,4,0,0,0,0,L1_consensus->L2
106,76,0,5,6,0,0,1,0,L1_consensus->L2
106,77,0,5,7,0,0,2,0,L1_consensus->L2
106,78,0,5,4,0,0,0,0,L1_consensus->L2
106,79,0,5,3,0,0,0,0,L1_consensus->L2
106,80,0,5,4,0,0,0,0,L1_consensus->L2
106,81,0,5,4,0,0,0,0,L1_consensus->L2
106,82,0,5,2,0,0,0,0,L1_consensus->L2
106,83,1,5,1,0,0,0,0,L1_consensus->L2
106,84,0,5,0,0,0,0,0,L1_consensus->L2
106,85,0,5,0,0,0,0,0,L1_consensus->L2
106,86,0,5,1,0,0,0,0,L1_consensus->L2
106,87,0,5,1,0,0,0,0,L1_consensus->L2
106,88,0,5,1,0,0,0,0,L1_consensus->L2
106,89,0,5,0,0,0,0,0,L1_consensus->L2
106,90,0,5,0,0,0,0,0,L1_consensus->L2
106,91,0,5,1,0,0,0,0,L1_consensus->L2
106,92,0,5,0,0,0,0,0,L1_consensus->L2
106,93,0,5,0,0,0,0,0,L1_consensus->L2
106,94,0,5,1,0,0,0,0,L1_consensus->L2
106,95,0,5,1,1,0,0,0,L1_consensus->L2
106,96,0,5,0,2,0,0,0,L1_consensus->L2
106,97,0,5,2,1,0,0,0,L1_consensus->L2
106,98,0,5,2,0,0,0,0,L1_consensus->L2
106,99,0,5,0,1,0,0,0,L1_consensus->L2
106,100,0,5,0,2,0,0,0,L1_consensus->L2
106,101,0,5,0,3,0,0,0,L1_consensus->L2
106,102,0,5,0,2,0,0,0,L1_consensus->L2
106,103,0,5,3,0,0,0,0,L1_consensus->L2
106,104,0,5,4,0,0,0,0,L1_consensus->L2
106,105,0,5,0,3,0,0,0,L1_consensus->L2
106,107,0,5,3,0,0,0,0,L1_consensus->L2
106,108,0,5,3,0,0,0,0,L1_consensus->L2
106,109,0,5,3,0,0,0,0,L1_consensus->L2
106,110,0,5,3,0,0,0,0,L1_consensus->L2
106,111,0,5,4,0,0,0,0,L1_consensus->L2
106,112,0,5,4,0,0,0,0,L1_consensus->L2
106,113,0,5,0,0,0,0,0,L1_consensus->L2
106,114,0,5,0,0,0,0,0,L1_consensus->L2
106,115,0,5,0,0,0,0,0,L1_consensus->L2
106,116,0,5,0,0,0,0,0,L1_consensus->L2
106,117,0,5,1,0,0,0,0,L1_consensus->L2
106,118,0,5,1,0,0,0,0,L1_consensus->L2
106,119,0,5,0,1,0,0,0,L1_consensus->L2
106,120,0,5,0,0,0,0,0,L1_consensus->L2
106,121,0,5,17,0,0,0,0,L1_consensus->L2
106,122,1,5,19,0,0,0,0,L1_consensus->L2
106,123,0,5,14,0,0,0,0,L1_consensus->L2
106,124,0,5,12,0,0,0,0,L1_consensus->L2
106,125,0,5,8,0,0,0,0,L1_consensus->L2
106,126,0,5,10,0,0,0,0,L1_consensus->L2
106,127,0,5,1,0,0,0,0,L1_consensus->L2
106,128,0,5,1,0,0,0,0,L1_consensus->L2
106,129,0,5,1,0,0,0,0,L1_consensus->L2
106,130,0,5,4,0,0,0,0,L1_consensus->L2
106,131,0,5,5,0,0,0,0,L1_consensus->L2
106,132,1,5,2,1,0,0,0,L1_consensus->L2
106,133,0,5,11,0,0,0,0,L1_consensus->L2
106,134,0,5,10,0,0,0,0,L1_consensus->L2
106,135,0,5,8,0,0,0,0,L1_consensus->L2
106,137,0,5,4,0,0,0,0,L1_consensus->L2
106,138,0,5,3,0,0,0,0,L1_consensus->L2
106,139,0,5,0,0,0,0,0,L1_consensus->L2
106,140,0,5,0,0,0,0,0,L1_consensus->L2
106,141,0,5,12,0,0,1,0,L1_consensus->L2
106,142,0,5,12,0,0,1,0,L1_consensus->L2
106,143,0,5,7,0,0,0,0,L1_consensus->L2
106,144,0,5,7,0,0,0,0,L1_consensus->L2
106,145,0,5,12,0,0,0,0,L1_consensus->L2
106,146,0,5,14,0,0,0,0,L1_consensus->L2
106,147,1,5,6,0,0,1,0,L1_consensus->L2
106,151,0,5,2,0,0,0,0,L1_consensus->L2
106,152,0,5,1,0,0,0,0,L1_consensus->L2
106,153,0,5,2,0,0,0,0,L1_consensus->L2
106,154,0,5,4,0,0,0,0,L1_consensus->L2
106,155,0,5,2,0,0,0,0,L1_consensus->L2
106,156,0,5,3,0,0,0,0,L1_consensus->L2
106,157,0,5,1,0,0,0,0,L1_consensus->L2
106,158,0,5,1,0,0,0,0,L1_consensus->L2
106,159,0,5,2,0,0,0,0,L1_consensus->L2
106,160,0,5,1,0,0,0,0,L1_consensus->L2
106,161,0,5,1,0,0,0,0,L1_consensus->L2
106,162,0,5,1,0,0,0,0,L1_consensus->L2
106,163,0,5,1,0,0,0,0,L1_consensus->L2
106,164,0,5,1,0,0,0,0,L1_consensus->L2
106,165,0,5,1,0,0,0,0,L1_consensus->L2
106,166,0,5,1,0,0,0,0,L1_consensus->L2
106,167,0,5,2,1,0,0,0,L1_consensus->L2
106,168,0,5,1,1,0,0,0,L1_consensus->L2
106,169,0,5,13,0,0,0,0,L1_consensus->L2
106,170,0,5,13,0,0,0,0,L1_consensus->L2
106,171,0,5,12,0,0,1,0,L1_consensus->L2
106,172,0,5,12,0,0,1,0,L1_consensus->L2
106,173,0,5,1,1,0,0,0,L1_consensus->L2
106,174,0,5,1,2,0,0,0,L1_consensus->L2
106,175,0,5,0,2,0,0,0,L1_consensus->L2
106,177,0,5,1,0,0,0,0,L1_consensus->L2
106,178,0,5,1,0,0,0,0,L1_consensus->L2
106,179,0,5,3,0,0,0,0,L1_consensus->L2
106,180,0,5,3,0,0,0,0,L1_consensus->L2
106,181,0,5,1,0,0,0,0,L1_consensus->L2
106,182,0,5,0,0,0,0,0,L1_consensus->L2
106,183,0,5,1,0,0,0,0,L1_consensus->L2
106,184,0,5,1,0,0,0,0,L1_consensus->L2
107,0,0,7,2,0,0,0,0,L1_consensus->L2
107,1,0,7,4,0,0,0,0,L1_consensus->L2
107,2,0,7,1,0,0,0,0,L1_consensus->L2
107,3,0,7,0,0,0,0,0,L1_consensus->L2
107,4,0,7,3,0,0,0,0,L1_consensus->L2
107,5,0,7,3,0,0,0,0,L1_consensus->L2
107,6,0,7,1,0,0,0,0,L1_consensus->L2
107,7,0,7,1,0,0,0,0,L1_consensus->L2
107,8,0,7,1,0,0,0,0,L1_consensus->L2
107,9,0,7,1,0,0,0,0,L1_consensus->L2
107,10,0,7,10,0,0,0,0,L1_consensus->L2
107,11,0,7,10,0,0,0,0,L1_consensus->L2
107,12,0,7,13,2,0,0,0,L1_consensus->L2
107,13,0,7,13,1,0,1,0,L1_consensus->L2
107,14,0,7,1,0,0,0,0,L1_consensus->L2
107,15,0,7,1,0,0,0,0,L1_consensus->L2
107,16,0,7,0,0,0,0,0,L1_consensus->L2
107,17,0,7,0,0,0,0,0,L1_consensus->L2
107,18,0,7,6,1,0,0,0,L1_consensus->L2
107,19,0,7,6,0,0,0,0,L1_consensus->L2
107,20,0,7,8,2,0,0,0,L1_consensus->L2
107,21,0,7,8,0,0,0,0,L1_consensus->L2
107,22,0,7,0,1,0,0,0,L1_consensus->L2
107,23,0,7,0,0,0,0,0,L1_consensus->L2
107,24,0,7,0,0,0,0,0,L1_consensus->L2
107,25,0,7,2,0,0,0,0,L1_consensus->L2
107,26,0,7,3,0,0,0,0,L1_consensus->L2
107,27,0,7,1,0,0,0,0,L1_consensus->L2
107,28,0,7,1,0,0,0,0,L1_consensus->L2
107,29,0,7,1,0,0,0,0,L1_consensus->L2
107,30,0,7,2,0,0,0,0,L1_consensus->L2
107,31,0,7,0,0,0,0,0,L1_consensus->L2
107,32,0,7,0,0,0,0,0,L1_consensus->L2
107,33,0,7,2,0,0,0,0,L1_consensus->L2
107,34,0,7,0,0,0,0,0,L1_consensus->L2
107,35,0,7,5,0,0,0,0,L1_consensus->L2
107,36,0,7,5,0,0,0,0,L1_consensus->L2
107,37,0,7,4,1,0,0,0,L1_consensus->L2
107,38,0,7,3,1,0,0,0,L1_consensus->L2
107,39,0,7,14,0,0,1,0,L1_consensus->L2
107,40,0,7,9,0,0,0,0,L1_consensus->L2
107,41,0,7,11,0,0,0,0,L1_consensus->L2
107,42,0,7,11,0,0,0,0,L1_consensus->L2
107,43,0,7,2,0,0,0,0,L1_consensus->L2
107,44,0,7,3,0,0,1,0,L1_consensus->L2
107,45,0,7,15,0,0,1,0,L1_consensus->L2
107,47,0,7,0,0,0,0,0,L1_consensus->L2
107,48,0,7,2,0,0,0,0,L1_consensus->L2
107,49,0,7,3,0,0,0,0,L1_consensus->L2
107,50,0,7,4,0,0,0,0,L1_consensus->L2
107,51,0,7,2,1,0,0,0,L1_consensus->L2
107,52,0,7,3,1,0,0,0,L1_consensus->L2
107,53,0,7,0,0,0,0,0,L1_consensus->L2
107,54,0,7,0,0,0,0,0,L1_consensus->L2
107,55,0,7,2,0,0,0,0,L1_consensus->L2
107,56,0,7,1,0,0,0,0,L1_consensus->L2
107,57,0,7,6,0,0,0,0,L1_consensus->L2
107,58,0,7,6,0,0,0,0,L1_consensus->L2
107,59,0,7,4,0,0,0,0,L1_consensus->L2
107,60,0,7,3,1,0,1,0,L1_consensus->L2
107,61,0,7,1,0,0,0,0,L1_consensus->L2
107,62,0,7,1,0,0,0,0,L1_consensus->L2
107,63,0,7,6,0,0,1,0,L1_consensus->L2
107,64,0,7,7,0,1,0,0,L1_consensus->L2
107,65,0,7,4,0,0,1,0,L1_consensus->L2
107,66,0,7,4,0,1,0,0,L1_consensus->L2
107,67,0,7,6,0,0,0,0,L1_consensus->L2
107,68,0,7,6,0,0,0,0,L1_consensus->L2
107,69,0,7,4,0,0,0,0,L1_consensus->L2
107,70,0,7,3,0,0,0,0,L1_consensus->L2
107,71,0,7,1,0,0,0,0,L1_consensus->L2
107,72,0,7,6,0,0,1,0,L1_consensus->L2
107,73,0,7,7,0,1,0,0,L1_consensus->L2
107,74,0,7,4,0,0,1,0,L1_consensus->L2
107,75,0,7,4,0,1,0,0,L1_consensus->L2
107,76,0,7,6,0,0,1,0,L1_consensus->L2
107,77,0,7,7,0,0,1,0,L1_consensus->L2
107,78,0,7,4,0,0,1,0,L1_consensus->L2
107,79,0,7,3,0,0,1,0,L1_consensus->L2
107,81,0,7,4,0,0,0,0,L1_consensus->L2
107,83,0,7,1,0,0,0,0,L1_consensus->L2
107,84,0,7,0,0,0,0,0,L1_consensus->L2
107,85,0,7,0,0,0,0,0,L1_consensus->L2
107,86,0,7,1,0,0,0,0,L1_consensus->L2
107,87,0,7,1,0,0,0,0,L1_consensus->L2
107,88,0,7,1,1,0,0,0,L1_consensus->L2
107,89,0,7,0,1,0,0,0,L1_consensus->L2
107,90,0,7,0,0,0,0,0,L1_consensus->L2
107,91,0,7,1,0,0,0,0,L1_consensus->L2
107,92,0,7,0,0,0,0,0,L1_consensus->L2
107,93,0,7,0,0,0,0,0,L1_consensus->L2
107,94,0,7,1,0,0,0,0,L1_consensus->L2
107,95,0,7,1,1,0,0,0,L1_consensus->L2
107,96,0,7,0,0,0,0,0,L1_consensus->L2
107,97,0,7,2,1,1,0,0,L1_consensus->L2
107,98,0,7,2,0,0,0,1,L1_consensus->L2
107,99,0,7,0,0,0,0,0,L1_consensus->L2
107,100,0,7,0,0,0,0,0,L1_consensus->L2
107,101,0,7,0,0,0,0,0,L1_consensus->L2
107,102,0,7,0,0,0,0,0,L1_consensus->L2
107,103,0,7,3,0,1,0,0,L1_consensus->L2
107,104,0,7,4,0,0,0,0,L1_consensus->L2
107,105,0,7,0,0,0,0,0,L1_consensus->L2
107,106,0,7,0,0,0,0,0,L1_consensus->L2
107,108,0,7,3,0,0,0,0,L1_consensus->L2
107,109,0,7,3,0,1,1,0,L1_consensus->L2
107,110,0,7,3,0,0,0,0,L1_consensus->L2
107,111,0,7,4,0,1,1,0,L1_consensus->L2
107,112,0,7,4,1,0,0,0,L1_consensus->L2
107,113,0,7,0,1,0,0,0,L1_consensus->L2
107,114,0,7,0,0,0,0,0,L1_consensus->L2
107,115,0,7,0,0,0,0,0,L1_consensus->L2
107,116,0,7,0,0,0,0,0,L1_consensus->L2
107,117,0,7,1,0,0,0,0,L1_consensus->L2
107,118,0,7,1,0,0,0,0,L1_consensus->L2
107,119,0,7,0,0,0,0,0,L1_consensus->L2
107,120,0,7,0,0,0,0,0,L1_consensus->L2
107,121,0,7,17,3,1,3,1,L1_consensus->L2
107,122,0,7,19,3,1,2,1,L1_consensus->L2
107,124,0,7,12,1,0,0,0,L1_consensus->L2
107,125,0,7,8,1,2,2,0,L1_consensus->L2
107,126,0,7,10,1,2,2,0,L1_consensus->L2
107,127,0,7,1,0,0,0,0,L1_consensus->L2
107,128,0,7,1,0,0,0,0,L1_consensus->L2
107,129,0,7,1,0,0,0,0,L1_consensus->L2
107,130,0,7,4,1,0,0,0,L1_consensus->L2
107,131,0,7,5,1,0,0,0,L1_consensus->L2
107,132,0,7,2,2,0,0,1,L1_consensus->L2
107,133,0,7,11,3,0,0,1,L1_consensus->L2
107,134,0,7,10,3,0,0,0,L1_consensus->L2
107,135,0,7,8,0,0,0,0,L1_consensus->L2
107,136,0,7,8,0,0,0,0,L1_consensus->L2
107,137,0,7,4,0,0,0,0,L1_consensus->L2
107,138,0,7,3,5,0,1,2,L1_consensus->L2
107,139,0,7,0,0,0,0,0,L1_consensus->L2
107,140,0,7,0,1,0,0,0,L1_consensus->L2
107,141,1,7,12,0,2,1,0,L1_consensus->L2
107,142,0,7,12,1,0,1,0,L1_consensus->L2
107,143,0,7,7,0,1,0,1,L1_consensus->L2
107,144,1,7,7,1,0,0,0,L1_consensus->L2
107,146,0,7,14,0,0,0,0,L1_consensus->L2
107,147,0,7,6,2,0,0,0,L1_consensus->L2
107,148,0,7,7,0,0,0,0,L1_consensus->L2
107,149,0,7,9,0,0,0,0,L1_consensus->L2
107,150,1,7,7,1,0,0,0,L1_consensus->L2
107,151,0,7,2,1,0,0,1,L1_consensus->L2
107,152,0,7,1,0,0,0,1,L1_consensus->L2
107,153,0,7,2,1,0,0,0,L1_consensus->L2
107,154,0,7,4,0,0,0,0,L1_consensus->L2
107,155,0,7,2,1,0,0,0,L1_consensus->L2
107,156,0,7,3,0,0,0,0,L1_consensus->L2
107,157,0,7,1,0,0,0,0,L1_consensus->L2
107,158,0,7,1,0,0,0,0,L1_consensus->L2
107,159,0,7,2,0,0,0,0,L1_consensus->L2
107,160,0,7,1,0,0,0,0,L1_consensus->L2
107,161,0,7,1,0,0,0,0,L1_consensus->L2
107,162,0,7,1,0,0,0,0,L1_consensus->L2
107,163,0,7,1,0,0,0,0,L1_consensus->L2
107,164,0,7,1,0,0,0,0,L1_consensus->L2
107,165,0,7,1,0,0,0,0,L1_consensus->L2
107,166,0,7,1,0,0,0,0,L1_consensus->L2
107,167,0,7,2,0,0,0,0,L1_consensus->L2
107,168,0,7,1,0,0,0,0,L1_consensus->L2
107,169,0,7,13,1,0,1,0,L1_consensus->L2
107,171,1,7,12,1,0,1,0,L1_consensus->L2
107,173,0,7,1,0,0,0,0,L1_consensus->L2
107,174,0,7,1,0,0,0,0,L1_consensus->L2
107,175,0,7,0,0,0,0,0,L1_consensus->L2
107,176,0,7,1,0,0,0,0,L1_consensus->L2
107,177,0,7,1,1,1,1,1,L1_consensus->L2
107,178,0,7,1,0,0,0,0,L1_consensus->L2
107,179,0,7,3,0,0,0,0,L1_consensus->L2
107,180,0,7,3,0,0,0,0,L1_consensus->L2
107,181,0,7,1,4,1,1,0,L1_consensus->L2
107,182,0,7,0,0,0,0,0,L1_consensus->L2
107,183,1,7,1,3,0,0,0,L1_consensus->L2
107,184,0,7,1,1,0,0,0,L1_consensus->L2
108,0,0,6,2,0,0,0,0,L1_consensus->L2
108,1,0,6,4,0,0,0,0,L1_consensus->L2
108,2,0,6,1,0,0,0,0,L1_consensus->L2
108,3,0,6,0,0,0,0,0,L1_consensus->L2
108,4,0,6,3,0,0,0,0,L1_consensus->L2
108,5,0,6,3,0,0,0,0,L1_consensus->L2
108,6,0,6,1,0,0,0,0,L1_consensus->L2
108,7,0,6,1,0,0,0,0,L1_consensus->L2
108,8,0,6,1,0,0,0,0,L1_consensus->L2
108,9,0,6,1,0,0,0,0,L1_consensus->L2
108,10,0,6,10,0,0,0,0,L1_consensus->L2
108,11,0,6,10,0,0,0,0,L1_consensus->L2
108,12,0,6,13,1,0,0,0,L1_consensus->L2
108,13,0,6,13,2,0,0,0,L1_consensus->L2
108,14,0,6,1,0,0,0,0,L1_consensus->L2
108,15,0,6,1,0,0,0,0,L1_consensus->L2
108,16,0,6,0,1,0,0,0,L1_consensus->L2
108,17,0,6,0,0,0,0,0,L1_consensus->L2
108,18,0,6,6,0,0,0,0,L1_consensus->L2
108,19,0,6,6,1,0,0,0,L1_consensus->L2
108,20,0,6,8,0,0,0,0,L1_consensus->L2
108,21,0,6,8,1,0,0,0,L1_consensus->L2
108,22,0,6,0,1,0,0,0,L1_consensus->L2
108,23,0,6,0,0,0,0,0,L1_consensus->L2
108,24,0,6,0,1,0,0,1,L1_consensus->L2
108,25,0,6,2,0,0,0,0,L1_consensus->L2
108,26,0,6,3,0,0,0,0,L1_consensus->L2
108,27,0,6,1,0,0,0,0,L1_consensus->L2
108,28,0,6,1,0,0,0,0,L1_consensus->L2
108,29,0,6,1,0,0,0,0,L1_consensus->L2
108,30,0,6,2,0,0,0,0,L1_consensus->L2
108,31,0,6,0,0,0,0,0,L1_consensus->L2
108,32,0,6,0,0,0,0,0,L1_consensus->L2
108,33,0,6,2,0,0,0,0,L1_consensus->L2
108,34,0,6,0,0,0,0,0,L1_consensus->L2
108,35,0,6,5,0,0,0,0,L1_consensus->L2
108,36,0,6,5,0,0,0,0,L1_consensus->L2
108,37,0,6,4,1,0,0,0,L1_consensus->L2
108,38,0,6,3,1,0,0,0,L1_consensus->L2
108,39,0,6,14,0,0,0,0,L1_consensus->L2
108,40,0,6,9,0,0,1,0,L1_consensus->L2
108,41,0,6,11,0,0,0,0,L1_consensus->L2
108,42,0,6,11,0,0,0,0,L1_consensus->L2
108,43,0,6,2,0,0,0,0,L1_consensus->L2
108,44,0,6,3,0,0,0,0,L1_consensus->L2
108,46,0,6,16,0,0,1,0,L1_consensus->L2
108,47,0,6,0,0,0,0,0,L1_consensus->L2
108,48,0,6,2,0,0,0,0,L1_consensus->L2
108,49,0,6,3,0,0,0,0,L1_consensus->L2
108,50,0,6,4,0,0,0,0,L1_consensus->L2
108,51,0,6,2,1,0,0,0,L1_consensus->L2
108,52,0,6,3,0,0,0,0,L1_consensus->L2
108,53,0,6,0,0,0,0,0,L1_consensus->L2
108,54,0,6,0,0,0,0,0,L1_consensus->L2
108,55,0,6,2,0,0,0,0,L1_consensus->L2
108,56,0,6,1,0,0,0,0,L1_consensus->L2
108,57,0,6,6,0,0,0,0,L1_consensus->L2
108,58,0,6,6,0,0,0,0,L1_consensus->L2
108,59,0,6,4,1,0,1,0,L1_consensus->L2
108,60,0,6,3,1,0,0,0,L1_consensus->L2
108,61,0,6,1,0,0,0,0,L1_consensus->L2
108,62,0,6,1,0,0,0,0,L1_consensus->L2
108,63,0,6,6,0,0,0,0,L1_consensus->L2
108,64,0,6,7,0,0,0,0,L1_consensus->L2
108,65,0,6,4,0,0,0,0,L1_consensus->L2
108,66,0,6,4,0,0,0,0,L1_consensus->L2
108,67,0,6,6,0,0,1,0,L1_consensus->L2
108,68,0,6,6,0,0,0,0,L1_consensus->L2
108,69,0,6,4,0,0,1,0,L1_consensus->L2
108,70,0,6,3,0,0,0,0,L1_consensus->L2
108,71,0,6,1,0,0,0,0,L1_consensus->L2
108,72,0,6,6,0,0,1,0,L1_consensus->L2
108,73,0,6,7,0,0,1,0,L1_consensus->L2
108,74,0,6,4,0,0,1,0,L1_consensus->L2
108,75,0,6,4,0,0,1,0,L1_consensus->L2
108,76,0,6,6,0,0,1,0,L1_consensus->L2
108,77,0,6,7,0,1,0,0,L1_consensus->L2
108,78,0,6,4,0,0,1,0,L1_consensus->L2
108,79,0,6,3,0,0,0,0,L1_consensus->L2
108,80,0,6,4,0,0,0,0,L1_consensus->L2
108,82,0,6,2,0,0,0,0,L1_consensus->L2
108,83,1,6,1,2,0,0,0,L1_consensus->L2
108,84,0,6,0,0,0,0,0,L1_consensus->L2
108,85,0,6,0,0,0,0,0,L1_consensus->L2
108,86,0,6,1,0,0,0,0,L1_consensus->L2
108,87,0,6,1,0,0,0,0,L1_consensus->L2
108,88,0,6,1,1,0,0,0,L1_consensus->L2
108,89,0,6,0,1,0,0,0,L1_consensus->L2
108,90,0,6,0,0,0,0,0,L1_consensus->L2
108,91,0,6,1,0,0,0,0,L1_consensus->L2
108,92,0,6,0,0,0,0,0,L1_consensus->L2
108,93,0,6,0,0,0,0,0,L1_consensus->L2
108,94,0,6,1,0,0,0,0,L1_consensus->L2
108,95,0,6,1,0,0,0,0,L1_consensus->L2
108,96,0,6,0,1,0,0,0,L1_consensus->L2
108,97,0,6,2,0,0,0,1,L1_consensus->L2
108,98,0,6,2,1,1,0,0,L1_consensus->L2
108,99,0,6,0,0,0,0,0,L1_consensus->L2
108,100,0,6,0,0,0,0,0,L1_consensus->L2
108,101,0,6,0,0,0,0,0,L1_consensus->L2
108,102,0,6,0,0,0,0,0,L1_consensus->L2
108,103,0,6,3,0,0,0,0,L1_consensus->L2
108,104,0,6,4,0,1,0,0,L1_consensus->L2
108,105,0,6,0,0,0,0,0,L1_consensus->L2
108,106,0,6,0,0,0,0,0,L1_consensus->L2
108,107,0,6,3,0,0,0,0,L1_consensus->L2
108,109,0,6,3,0,0,0,0,L1_consensus->L2
108,110,0,6,3,0,1,1,0,L1_consensus->L2
108,111,0,6,4,1,0,0,0,L1_consensus->L2
108,112,0,6,4,0,1,0,0,L1_consensus->L2
108,113,0,6,0,0,0,0,0,L1_consensus->L2
108,114,0,6,0,1,0,0,0,L1_consensus->L2
108,115,0,6,0,0,0,0,0,L1_consensus->L2
108,116,0,6,0,0,0,0,0,L1_consensus->L2
108,117,0,6,1,0,0,0,0,L1_consensus->L2
108,118,0,6,1,0,0,0,0,L1_consensus->L2
108,119,0,6,0,0,0,0,0,L1_consensus->L2
108,120,0,6,0,0,0,0,0,L1_consensus->L2
108,121,0,6,17,3,1,2,1,L1_consensus->L2
108,122,0,6,19,3,1,3,1,L1_consensus->L2
108,123,0,6,14,1,0,0,0,L1_consensus->L2
108,125,0,6,8,1,2,1,0,L1_consensus->L2
