i,j,arrived,out_deg_i,in_deg_j,shared_out,shared_in,triangle_closure,reverse_2step,transition
0,1,0,9,4,3,1,1,0,L1_consensus->L2
0,2,0,9,1,1,0,0,0,L1_consensus->L2
0,3,0,9,0,1,0,0,0,L1_consensus->L2
0,4,0,9,3,0,0,0,0,L1_consensus->L2
0,5,0,9,3,0,0,0,0,L1_consensus->L2
0,6,0,9,1,0,0,0,0,L1_consensus->L2
0,7,0,9,1,2,0,0,0,L1_consensus->L2
0,8,0,9,1,0,0,0,0,L1_consensus->L2
0,9,0,9,1,0,0,0,0,L1_consensus->L2
0,10,0,9,10,0,1,0,0,L1_consensus->L2
0,11,0,9,10,1,0,0,0,L1_consensus->L2
0,12,0,9,13,1,1,0,0,L1_consensus->L2
0,14,0,9,1,0,0,0,0,L1_consensus->L2
0,15,0,9,1,0,0,0,0,L1_consensus->L2
0,16,0,9,0,0,0,0,0,L1_consensus->L2
0,17,0,9,0,0,0,0,0,L1_consensus->L2
0,18,0,9,6,0,0,0,0,L1_consensus->L2
0,19,0,9,6,0,0,0,0,L1_consensus->L2
0,20,0,9,8,2,0,0,0,L1_consensus->L2
0,21,0,9,8,0,0,0,0,L1_consensus->L2
0,22,0,9,0,0,0,0,0,L1_consensus->L2
0,23,0,9,0,0,0,0,0,L1_consensus->L2
0,24,0,9,0,0,0,0,0,L1_consensus->L2
0,25,0,9,2,1,0,0,0,L1_consensus->L2
0,26,0,9,3,1,0,0,0,L1_consensus->L2
0,27,0,9,1,0,0,0,0,L1_consensus->L2
0,28,0,9,1,0,0,0,0,L1_consensus->L2
0,29,1,9,1,2,0,0,0,L1_consensus->L2
0,30,0,9,2,3,0,0,0,L1_consensus->L2
0,31,0,9,0,0,0,0,0,L1_consensus->L2
0,32,0,9,0,0,0,0,0,L1_consensus->L2
0,33,0,9,2,0,0,0,0,L1_consensus->L2
0,34,0,9,0,0,0,0,0,L1_consensus->L2
0,35,0,9,5,0,1,0,0,L1_consensus->L2
0,36,0,9,5,0,0,0,0,L1_consensus->L2
0,37,0,9,4,1,0,0,0,L1_consensus->L2
0,38,0,9,3,1,0,0,0,L1_consensus->L2
0,43,0,9,2,0,1,0,0,L1_consensus->L2
0,45,1,9,15,0,0,0,0,L1_consensus->L2
0,46,0,9,16,0,0,0,0,L1_consensus->L2
0,47,0,9,0,0,0,0,0,L1_consensus->L2
0,48,0,9,2,0,0,0,0,L1_consensus->L2
0,49,0,9,3,1,0,0,0,L1_consensus->L2
0,51,0,9,2,1,0,0,0,L1_consensus->L2
0,52,0,9,3,2,0,0,0,L1_consensus->L2
0,53,0,9,0,0,0,0,0,L1_consensus->L2
0,54,0,9,0,0,0,0,0,L1_consensus->L2
0,55,0,9,2,0,0,0,0,L1_consensus->L2
0,56,0,9,1,0,0,0,0,L1_consensus->L2
0,57,0,9,6,1,0,0,0,L1_consensus->L2
0,58,0,9,6,1,0,0,0,L1_consensus->L2
0,59,0,9,4,0,0,0,0,L1_consensus->L2
0,60,0,9,3,0,0,0,0,L1_consensus->L2
0,61,0,9,1,0,0,0,0,L1_consensus->L2
0,62,0,9,1,0,0,0,0,L1_consensus->L2
0,63,0,9,6,0,0,0,0,L1_consensus->L2
0,64,0,9,7,0,0,0,0,L1_consensus->L2
0,65,0,9,4,0,0,0,0,L1_consensus->L2
0,66,0,9,4,0,0,0,0,L1_consensus->L2
0,67,0,9,6,0,0,0,0,L1_consensus->L2
0,68,0,9,6,0,0,0,0,L1_consensus->L2
0,69,0,9,4,0,0,0,0,L1_consensus->L2
0,70,0,9,3,0,0,1,0,L1_consensus->L2
0,71,0,9,1,0,0,0,0,L1_consensus->L2
0,72,0,9,6,0,0,0,0,L1_consensus->L2
0,73,0,9,7,0,0,0,0,L1_consensus->L2
0,74,0,9,4,0,0,0,0,L1_consensus->L2
0,75,0,9,4,0,0,0,0,L1_consensus->L2
0,76,0,9,6,0,0,0,0,L1_consensus->L2
0,77,0,9,7,0,0,0,0,L1_consensus->L2
0,78,0,9,4,0,0,0,0,L1_consensus->L2
0,79,0,9,3,0,0,1,0,L1_consensus->L2
0,80,0,9,4,1,0,0,1,L1_consensus->L2
0,81,0,9,4,1,0,0,1,L1_consensus->L2
0,82,0,9,2,1,0,0,1,L1_consensus->L2
0,83,0,9,1,1,0,0,1,L1_consensus->L2
0,84,0,9,0,0,0,0,0,L1_consensus->L2
0,85,0,9,0,0,0,0,0,L1_consensus->L2
0,86,0,9,1,0,0,0,0,L1_consensus->L2
0,87,0,9,1,0,0,0,0,L1_consensus->L2
0,88,0,9,1,0,0,0,0,L1_consensus->L2
0,89,0,9,0,3,0,0,0,L1_consensus->L2
0,90,0,9,0,1,0,0,0,L1_consensus->L2
0,91,0,9,1,1,0,0,0,L1_consensus->L2
0,92,0,9,0,0,0,0,0,L1_consensus->L2
0,93,0,9,0,0,0,0,0,L1_consensus->L2
0,94,0,9,1,0,0,0,0,L1_consensus->L2
0,95,0,9,1,0,0,0,0,L1_consensus->L2
0,96,0,9,0,0,0,0,0,L1_consensus->L2
0,97,0,9,2,0,0,0,0,L1_consensus->L2
0,98,0,9,2,0,0,0,0,L1_consensus->L2
0,99,0,9,0,0,0,0,0,L1_consensus->L2
0,100,0,9,0,0,0,0,0,L1_consensus->L2
0,101,1,9,0,0,0,0,0,L1_consensus->L2
0,102,0,9,0,0,0,0,0,L1_consensus->L2
0,103,0,9,3,0,0,0,0,L1_consensus->L2
0,104,0,9,4,0,0,0,0,L1_consensus->L2
0,105,0,9,0,0,0,0,0,L1_consensus->L2
0,106,0,9,0,0,0,0,0,L1_consensus->L2
0,107,0,9,3,0,0,0,0,L1_consensus->L2
0,108,0,9,3,0,0,0,0,L1_consensus->L2
0,109,0,9,3,1,0,0,1,L1_consensus->L2
0,110,0,9,3,1,0,0,1,L1_consensus->L2
0,111,1,9,4,0,0,0,0,L1_consensus->L2
0,112,0,9,4,1,0,0,1,L1_consensus->L2
0,113,0,9,0,2,0,0,0,L1_consensus->L2
0,114,0,9,0,2,0,0,0,L1_consensus->L2
0,115,0,9,0,1,0,0,0,L1_consensus->L2
0,116,0,9,0,2,0,0,0,L1_consensus->L2
0,117,0,9,1,0,0,0,0,L1_consensus->L2
0,118,0,9,1,0,0,0,0,L1_consensus->L2
0,119,0,9,0,3,0,0,0,L1_consensus->L2
0,120,0,9,0,0,0,0,0,L1_consensus->L2
0,121,1,9,17,0,0,0,0,L1_consensus->L2
0,122,0,9,19,0,0,0,0,L1_consensus->L2
0,123,0,9,14,3,0,2,0,L1_consensus->L2
0,124,0,9,12,1,0,0,0,L1_consensus->L2
0,125,0,9,8,2,0,0,0,L1_consensus->L2
0,127,0,9,1,0,0,0,0,L1_consensus->L2
0,128,0,9,1,3,0,0,1,L1_consensus->L2
0,129,0,9,1,1,0,0,0,L1_consensus->L2
0,130,0,9,4,0,0,0,0,L1_consensus->L2
0,131,0,9,5,0,0,0,0,L1_consensus->L2
0,132,0,9,2,0,0,0,0,L1_consensus->L2
0,134,0,9,10,1,0,0,0,L1_consensus->L2
0,135,1,9,8,0,0,0,0,L1_consensus->L2
0,136,0,9,8,0,0,0,0,L1_consensus->L2
0,137,0,9,4,0,0,0,0,L1_consensus->L2
0,138,0,9,3,1,0,1,0,L1_consensus->L2
0,139,0,9,0,0,0,0,0,L1_consensus->L2
0,140,0,9,0,0,0,0,0,L1_consensus->L2
0,141,0,9,12,0,0,0,0,L1_consensus->L2
0,142,0,9,12,0,0,0,0,L1_consensus->L2
0,143,0,9,7,0,0,0,0,L1_consensus->L2
0,144,0,9,7,0,0,1,0,L1_consensus->L2
0,145,0,9,12,0,0,0,0,L1_consensus->L2
0,146,0,9,14,0,0,0,0,L1_consensus->L2
0,147,0,9,6,0,0,0,0,L1_consensus->L2
0,148,0,9,7,0,0,0,0,L1_consensus->L2
0,149,0,9,9,0,0,0,0,L1_consensus->L2
0,150,0,9,7,0,0,0,0,L1_consensus->L2
0,151,0,9,2,0,0,0,0,L1_consensus->L2
0,152,0,9,1,0,0,0,0,L1_consensus->L2
0,153,0,9,2,2,0,0,0,L1_consensus->L2
0,154,0,9,4,2,0,1,0,L1_consensus->L2
0,155,0,9,2,2,0,0,0,L1_consensus->L2
0,156,0,9,3,2,0,1,0,L1_consensus->L2
0,157,0,9,1,0,0,0,0,L1_consensus->L2
0,158,0,9,1,0,0,0,0,L1_consensus->L2
0,159,0,9,2,0,0,0,0,L1_consensus->L2
0,160,0,9,1,0,0,0,0,L1_consensus->L2
0,161,0,9,1,0,0,0,0,L1_consensus->L2
0,162,0,9,1,0,0,0,0,L1_consensus->L2
0,163,1,9,1,0,0,0,0,L1_consensus->L2
0,164,0,9,1,0,0,0,0,L1_consensus->L2
0,165,0,9,1,0,0,0,0,L1_consensus->L2
0,166,0,9,1,0,0,0,0,L1_consensus->L2
0,167,0,9,2,0,0,0,0,L1_consensus->L2
0,168,0,9,1,0,0,0,0,L1_consensus->L2
0,169,0,9,13,0,1,3,0,L1_consensus->L2
0,170,0,9,13,0,1,2,0,L1_consensus->L2
0,171,0,9,12,0,0,2,0,L1_consensus->L2
0,172,0,9,12,0,0,1,0,L1_consensus->L2
0,173,0,9,1,0,0,0,0,L1_consensus->L2
0,174,0,9,1,0,0,0,0,L1_consensus->L2
0,175,0,9,0,0,0,0,0,L1_consensus->L2
0,176,0,9,1,0,0,0,0,L1_consensus->L2
0,177,0,9,1,0,0,0,0,L1_consensus->L2
0,178,0,9,1,1,0,0,1,L1_consensus->L2
0,179,0,9,3,0,0,0,0,L1_consensus->L2
0,180,0,9,3,1,0,0,1,L1_consensus->L2
0,181,0,9,1,0,0,0,0,L1_consensus->L2
0,182,0,9,0,0,0,0,0,L1_consensus->L2
0,183,0,9,1,0,0,0,0,L1_consensus->L2
0,184,0,9,1,0,0,0,0,L1_consensus->L2
1,0,0,6,2,3,1,0,1,L1_consensus->L2
1,2,0,6,1,0,0,0,0,L1_consensus->L2
1,3,0,6,0,1,0,0,0,L1_consensus->L2
1,4,0,6,3,0,0,0,0,L1_consensus->L2
1,5,0,6,3,0,0,0,0,L1_consensus->L2
1,6,0,6,1,0,0,0,0,L1_consensus->L2
1,7,0,6,1,0,0,0,0,L1_consensus->L2
1,8,0,6,1,0,0,0,0,L1_consensus->L2
1,9,0,6,1,0,0,0,0,L1_consensus->L2
1,10,0,6,10,0,0,0,0,L1_consensus->L2
1,11,1,6,10,0,2,0,1,L1_consensus->L2
1,12,1,6,13,2,0,1,0,L1_consensus->L2
1,13,1,6,13,1,2,0,0,L1_consensus->L2
1,14,0,6,1,0,0,0,0,L1_consensus->L2
1,15,0,6,1,0,0,0,0,L1_consensus->L2
1,16,0,6,0,0,0,0,0,L1_consensus->L2
1,17,0,6,0,0,0,0,0,L1_consensus->L2
1,18,0,6,6,0,0,0,0,L1_consensus->L2
1,19,0,6,6,0,0,0,0,L1_consensus->L2
1,20,0,6,8,0,0,0,0,L1_consensus->L2
1,21,0,6,8,1,0,0,0,L1_consensus->L2
1,22,0,6,0,0,0,0,0,L1_consensus->L2
1,23,0,6,0,0,0,0,0,L1_consensus->L2
1,24,0,6,0,0,0,0,0,L1_consensus->L2
1,25,0,6,2,0,0,0,0,L1_consensus->L2
1,26,0,6,3,0,0,0,0,L1_consensus->L2
1,27,0,6,1,0,0,0,0,L1_consensus->L2
1,28,0,6,1,0,0,0,0,L1_consensus->L2
1,29,0,6,1,2,0,0,0,L1_consensus->L2
1,30,1,6,2,1,0,0,0,L1_consensus->L2
1,31,0,6,0,0,0,0,0,L1_consensus->L2
1,32,0,6,0,0,0,0,0,L1_consensus->L2
1,33,0,6,2,0,0,0,0,L1_consensus->L2
1,34,0,6,0,0,0,0,0,L1_consensus->L2
1,35,0,6,5,0,0,0,0,L1_consensus->L2
1,36,0,6,5,0,1,0,0,L1_consensus->L2
1,37,0,6,4,1,0,0,0,L1_consensus->L2
1,38,0,6,3,0,0,0,0,L1_consensus->L2
1,40,0,6,9,0,2,1,0,L1_consensus->L2
1,43,0,6,2,0,0,0,0,L1_consensus->L2
1,44,0,6,3,0,1,0,0,L1_consensus->L2
1,45,0,6,15,0,0,0,0,L1_consensus->L2
1,46,1,6,16,0,0,0,0,L1_consensus->L2
1,47,0,6,0,0,0,0,0,L1_consensus->L2
1,48,0,6,2,0,0,0,0,L1_consensus->L2
1,50,0,6,4,0,1,0,0,L1_consensus->L2
1,51,0,6,2,1,0,0,0,L1_consensus->L2
1,52,0,6,3,1,0,0,0,L1_consensus->L2
1,53,0,6,0,0,0,0,0,L1_consensus->L2
1,54,0,6,0,0,0,0,1,L1_consensus->L2
1,55,0,6,2,0,0,0,0,L1_consensus->L2
1,56,0,6,1,0,0,0,0,L1_consensus->L2
1,57,0,6,6,0,0,0,0,L1_consensus->L2
1,58,0,6,6,0,1,0,0,L1_consensus->L2
1,59,0,6,4,0,0,0,0,L1_consensus->L2
1,60,0,6,3,0,0,0,0,L1_consensus->L2
1,61,0,6,1,0,0,0,0,L1_consensus->L2
1,62,0,6,1,0,0,0,0,L1_consensus->L2
1,63,0,6,6,0,0,0,0,L1_consensus->L2
1,64,0,6,7,0,0,0,0,L1_consensus->L2
1,65,0,6,4,0,0,0,0,L1_consensus->L2
1,66,0,6,4,0,0,1,0,L1_consensus->L2
1,67,0,6,6,0,0,0,0,L1_consensus->L2
1,68,0,6,6,0,0,0,0,L1_consensus->L2
1,69,0,6,4,0,0,0,0,L1_consensus->L2
1,70,0,6,3,0,0,0,0,L1_consensus->L2
1,71,0,6,1,0,0,0,0,L1_consensus->L2
1,72,0,6,6,0,0,0,0,L1_consensus->L2
1,73,0,6,7,0,0,0,0,L1_consensus->L2
1,74,0,6,4,0,0,0,0,L1_consensus->L2
1,75,0,6,4,0,0,1,0,L1_consensus->L2
1,76,0,6,6,0,0,0,0,L1_consensus->L2
1,77,0,6,7,0,0,0,0,L1_consensus->L2
1,78,0,6,4,0,0,0,0,L1_consensus->L2
1,79,0,6,3,0,0,0,0,L1_consensus->L2
1,80,0,6,4,1,0,0,2,L1_consensus->L2
1,81,0,6,4,1,0,0,2,L1_consensus->L2
1,82,0,6,2,1,0,0,2,L1_consensus->L2
1,83,0,6,1,1,0,0,2,L1_consensus->L2
1,84,0,6,0,0,0,0,0,L1_consensus->L2
1,85,0,6,0,0,0,0,0,L1_consensus->L2
1,86,0,6,1,0,0,0,0,L1_consensus->L2
1,87,0,6,1,0,0,0,0,L1_consensus->L2
1,88,0,6,1,0,0,0,0,L1_consensus->L2
1,89,0,6,0,1,0,0,0,L1_consensus->L2
1,90,0,6,0,1,0,0,0,L1_consensus->L2
1,91,0,6,1,1,0,0,0,L1_consensus->L2
1,92,0,6,0,0,0,0,0,L1_consensus->L2
1,93,0,6,0,0,0,0,0,L1_consensus->L2
1,94,0,6,1,0,0,0,0,L1_consensus->L2
1,95,0,6,1,0,0,0,0,L1_consensus->L2
1,96,0,6,0,0,0,0,0,L1_consensus->L2
1,97,0,6,2,0,0,0,0,L1_consensus->L2
1,98,0,6,2,0,0,0,0,L1_consensus->L2
1,99,0,6,0,0,0,0,0,L1_consensus->L2
1,100,0,6,0,0,0,0,0,L1_consensus->L2
1,101,0,6,0,0,0,0,0,L1_consensus->L2
1,102,0,6,0,0,0,0,0,L1_consensus->L2
1,103,0,6,3,0,0,0,0,L1_consensus->L2
1,104,0,6,4,0,0,0,0,L1_consensus->L2
1,105,0,6,0,0,0,0,0,L1_consensus->L2
1,106,0,6,0,0,0,0,0,L1_consensus->L2
1,107,0,6,3,0,0,0,0,L1_consensus->L2
1,108,0,6,3,0,0,0,0,L1_consensus->L2
1,109,0,6,3,0,0,0,1,L1_consensus->L2
1,110,0,6,3,1,0,0,2,L1_consensus->L2
1,111,0,6,4,1,0,0,1,L1_consensus->L2
1,112,1,6,4,0,0,0,1,L1_consensus->L2
1,113,0,6,0,2,0,0,0,L1_consensus->L2
1,114,0,6,0,2,0,0,0,L1_consensus->L2
1,115,0,6,0,1,0,0,0,L1_consensus->L2
1,116,0,6,0,2,0,0,0,L1_consensus->L2
1,117,0,6,1,0,0,0,0,L1_consensus->L2
1,118,0,6,1,0,0,0,0,L1_consensus->L2
1,119,0,6,0,3,0,0,0,L1_consensus->L2
1,120,0,6,0,0,0,0,0,L1_consensus->L2
1,121,0,6,17,0,0,0,0,L1_consensus->L2
1,122,0,6,19,0,1,0,0,L1_consensus->L2
1,123,0,6,14,1,0,1,0,L1_consensus->L2
1,124,0,6,12,0,0,1,0,L1_consensus->L2
1,126,1,6,10,1,0,0,0,L1_consensus->L2
1,127,0,6,1,0,0,0,0,L1_consensus->L2
1,128,0,6,1,1,0,0,0,L1_consensus->L2
1,129,0,6,1,3,0,0,1,L1_consensus->L2
1,130,0,6,4,0,0,0,0,L1_consensus->L2
1,131,0,6,5,0,0,0,0,L1_consensus->L2
1,132,0,6,2,0,0,0,0,L1_consensus->L2
1,133,0,6,11,2,0,0,0,L1_consensus->L2
1,135,0,6,8,0,0,0,0,L1_consensus->L2
1,136,0,6,8,0,0,0,0,L1_consensus->L2
1,137,0,6,4,0,0,0,0,L1_consensus->L2
1,138,0,6,3,1,0,0,0,L1_consensus->L2
1,139,0,6,0,0,0,0,0,L1_consensus->L2
1,140,0,6,0,0,0,0,0,L1_consensus->L2
1,141,0,6,12,0,0,0,0,L1_consensus->L2
1,142,0,6,12,0,0,0,0,L1_consensus->L2
1,143,0,6,7,0,0,1,0,L1_consensus->L2
1,144,0,6,7,0,0,0,0,L1_consensus->L2
1,145,0,6,12,0,0,0,0,L1_consensus->L2
1,146,0,6,14,0,0,0,0,L1_consensus->L2
1,147,0,6,6,0,0,0,0,L1_consensus->L2
1,148,0,6,7,0,0,0,0,L1_consensus->L2
1,149,0,6,9,0,0,0,0,L1_consensus->L2
1,150,0,6,7,0,0,0,0,L1_consensus->L2
1,151,0,6,2,0,0,0,0,L1_consensus->L2
1,152,0,6,1,0,0,0,0,L1_consensus->L2
1,153,0,6,2,2,0,0,0,L1_consensus->L2
1,154,0,6,4,1,0,1,0,L1_consensus->L2
1,155,0,6,2,2,0,0,0,L1_consensus->L2
1,156,0,6,3,0,0,1,0,L1_consensus->L2
1,157,0,6,1,0,0,0,0,L1_consensus->L2
1,158,0,6,1,0,0,0,0,L1_consensus->L2
1,159,0,6,2,0,0,0,0,L1_consensus->L2
1,160,0,6,1,0,0,0,0,L1_consensus->L2
1,161,0,6,1,0,0,0,0,L1_consensus->L2
1,162,0,6,1,0,0,0,0,L1_consensus->L2
1,163,0,6,1,0,0,0,0,L1_consensus->L2
1,164,0,6,1,0,0,0,0,L1_consensus->L2
1,165,0,6,1,0,0,0,0,L1_consensus->L2
1,166,0,6,1,0,0,0,0,L1_consensus->L2
1,167,0,6,2,0,0,0,0,L1_consensus->L2
1,168,0,6,1,0,0,0,0,L1_consensus->L2
1,169,0,6,13,0,2,2,0,L1_consensus->L2
1,170,0,6,13,0,2,2,0,L1_consensus->L2
1,171,0,6,12,0,0,1,0,L1_consensus->L2
1,172,0,6,12,0,0,1,0,L1_consensus->L2
1,173,0,6,1,0,0,0,0,L1_consensus->L2
1,174,0,6,1,0,0,0,0,L1_consensus->L2
1,175,0,6,0,0,0,0,0,L1_consensus->L2
1,176,1,6,1,0,0,0,0,L1_consensus->L2
1,177,0,6,1,0,0,0,0,L1_consensus->L2
1,178,0,6,1,0,0,0,1,L1_consensus->L2
1,179,0,6,3,1,0,0,1,L1_consensus->L2
1,180,0,6,3,0,0,0,1,L1_consensus->L2
1,181,0,6,1,0,0,0,0,L1_consensus->L2
1,182,0,6,0,0,0,0,0,L1_consensus->L2
1,183,0,6,1,0,0,0,0,L1_consensus->L2
1,184,0,6,1,0,0,0,0,L1_consensus->L2
2,0,0,1,2,1,0,0,0,L1_consensus->L2
2,1,0,1,4,0,0,0,0,L1_consensus->L2
2,3,1,1,0,0,0,0,0,L1_consensus->L2
2,4,0,1,3,0,0,0,0,L1_consensus->L2
2,5,0,1,3,0,0,0,0,L1_consensus->L2
2,6,0,1,1,0,0,0,0,L1_consensus->L2
2,7,0,1,1,0,0,0,0,L1_consensus->L2
2,8,0,1,1,0,0,0,0,L1_consensus->L2
2,9,0,1,1,0,0,0,0,L1_consensus->L2
2,10,0,1,10,0,0,0,0,L1_consensus->L2
2,11,0,1,10,0,0,0,0,L1_consensus->L2
2,12,0,1,13,0,0,0,0,L1_consensus->L2
2,13,0,1,13,0,0,0,0,L1_consensus->L2
2,14,0,1,1,0,0,0,0,L1_consensus->L2
2,15,0,1,1,0,0,0,0,L1_consensus->L2
2,16,0,1,0,0,0,0,0,L1_consensus->L2
2,17,0,1,0,0,0,0,0,L1_consensus->L2
2,18,0,1,6,0,0,0,0,L1_consensus->L2
2,19,0,1,6,0,0,0,0,L1_consensus->L2
2,20,0,1,8,0,0,0,0,L1_consensus->L2
2,21,0,1,8,0,0,0,0,L1_consensus->L2
2,22,0,1,0,0,0,0,0,L1_consensus->L2
2,23,0,1,0,0,0,0,0,L1_consensus->L2
2,24,0,1,0,0,0,0,0,L1_consensus->L2
2,25,0,1,2,0,0,0,0,L1_consensus->L2
2,26,0,1,3,0,0,0,0,L1_consensus->L2
2,27,0,1,1,0,0,0,0,L1_consensus->L2
2,28,0,1,1,0,0,0,0,L1_consensus->L2
2,29,0,1,1,0,0,0,0,L1_consensus->L2
2,30,0,1,2,0,0,0,0,L1_consensus->L2
2,31,0,1,0,0,0,0,0,L1_consensus->L2
2,32,0,1,0,0,0,0,0,L1_consensus->L2
2,33,0,1,2,0,0,0,0,L1_consensus->L2
2,34,0,1,0,0,0,0,0,L1_consensus->L2
2,35,0,1,5,0,0,0,0,L1_consensus->L2
2,36,0,1,5,0,0,0,0,L1_consensus->L2
2,37,0,1,4,0,0,0,0,L1_consensus->L2
2,38,0,1,3,1,0,0,0,L1_consensus->L2
2,39,0,1,14,0,1,0,0,L1_consensus->L2
2,41,0,1,11,0,0,0,0,L1_consensus->L2
2,42,0,1,11,0,0,0,0,L1_consensus->L2
2,43,0,1,2,0,0,0,0,L1_consensus->L2
2,44,0,1,3,0,0,0,0,L1_consensus->L2
2,45,0,1,15,0,0,0,0,L1_consensus->L2
2,46,0,1,16,0,0,0,0,L1_consensus->L2
2,47,0,1,0,0,0,0,0,L1_consensus->L2
2,48,0,1,2,0,0,0,0,L1_consensus->L2
2,49,0,1,3,0,0,0,0,L1_consensus->L2
2,50,0,1,4,0,0,0,0,L1_consensus->L2
2,51,0,1,2,0,0,0,0,L1_consensus->L2
2,52,0,1,3,0,0,0,0,L1_consensus->L2
2,53,0,1,0,0,0,0,0,L1_consensus->L2
2,54,0,1,0,0,0,0,0,L1_consensus->L2
2,55,0,1,2,0,0,0,0,L1_consensus->L2
2,56,0,1,1,0,0,0,0,L1_consensus->L2
2,57,0,1,6,0,0,0,0,L1_consensus->L2
2,58,0,1,6,0,0,0,0,L1_consensus->L2
2,59,0,1,4,0,0,0,0,L1_consensus->L2
2,60,0,1,3,0,0,0,0,L1_consensus->L2
2,61,0,1,1,0,0,0,0,L1_consensus->L2
2,62,0,1,1,0,0,0,0,L1_consensus->L2
2,63,0,1,6,0,0,0,0,L1_consensus->L2
2,64,0,1,7,0,0,0,0,L1_consensus->L2
2,65,0,1,4,0,0,0,0,L1_consensus->L2
2,66,0,1,4,0,0,0,0,L1_consensus->L2
2,67,0,1,6,0,0,0,0,L1_consensus->L2
2,68,0,1,6,0,0,0,0,L1_consensus->L2
2,69,0,1,4,0,0,0,0,L1_consensus->L2
2,70,0,1,3,0,0,0,0,L1_consensus->L2
2,71,0,1,1,0,0,0,0,L1_consensus->L2
2,72,0,1,6,0,0,0,0,L1_consensus->L2
2,73,0,1,7,0,0,0,0,L1_consensus->L2
2,74,0,1,4,0,0,0,0,L1_consensus->L2
2,75,0,1,4,0,0,0,0,L1_consensus->L2
2,76,0,1,6,0,0,0,0,L1_consensus->L2
2,77,0,1,7,0,0,0,0,L1_consensus->L2
2,78,0,1,4,0,0,0,0,L1_consensus->L2
2,79,0,1,3,0,0,0,0,L1_consensus->L2
2,80,0,1,4,0,0,0,0,L1_consensus->L2
2,81,0,1,4,0,0,0,0,L1_consensus->L2
2,82,1,1,2,0,0,0,0,L1_consensus->L2
2,83,0,1,1,0,0,0,0,L1_consensus->L2
2,84,0,1,0,0,0,0,0,L1_consensus->L2
2,85,0,1,0,0,0,0,0,L1_consensus->L2
2,86,1,1,1,0,0,0,0,L1_consensus->L2
2,87,0,1,1,0,0,0,0,L1_consensus->L2
2,88,0,1,1,0,0,0,0,L1_consensus->L2
2,89,0,1,0,1,0,0,0,L1_consensus->L2
2,90,0,1,0,0,0,0,0,L1_consensus->L2
2,91,0,1,1,0,1,0,0,L1_consensus->L2
2,92,0,1,0,0,0,0,0,L1_consensus->L2
2,93,0,1,0,0,0,0,0,L1_consensus->L2
2,94,0,1,1,0,0,0,0,L1_consensus->L2
2,95,0,1,1,0,0,0,0,L1_consensus->L2
2,96,0,1,0,0,0,0,0,L1_consensus->L2
2,97,0,1,2,0,0,0,0,L1_consensus->L2
2,98,0,1,2,0,0,0,0,L1_consensus->L2
2,99,0,1,0,0,0,0,0,L1_consensus->L2
2,100,0,1,0,0,0,0,0,L1_consensus->L2
2,101,0,1,0,0,0,0,0,L1_consensus->L2
2,102,0,1,0,0,0,0,0,L1_consensus->L2
2,103,0,1,3,0,0,0,0,L1_consensus->L2
2,104,0,1,4,0,0,0,0,L1_consensus->L2
2,105,0,1,0,0,0,0,0,L1_consensus->L2
2,106,0,1,0,0,0,0,0,L1_consensus->L2
2,107,0,1,3,0,0,0,0,L1_consensus->L2
2,108,0,1,3,0,0,0,0,L1_consensus->L2
2,109,0,1,3,0,0,0,0,L1_consensus->L2
2,110,0,1,3,0,0,0,0,L1_consensus->L2
2,111,0,1,4,0,0,0,0,L1_consensus->L2
2,112,0,1,4,0,0,0,0,L1_consensus->L2
2,113,1,1,0,0,0,0,0,L1_consensus->L2
2,114,0,1,0,0,0,0,0,L1_consensus->L2
2,115,0,1,0,0,0,0,0,L1_consensus->L2
2,116,0,1,0,0,0,0,0,L1_consensus->L2
2,117,0,1,1,0,0,0,0,L1_consensus->L2
2,118,0,1,1,0,0,0,0,L1_consensus->L2
2,119,0,1,0,0,0,0,0,L1_consensus->L2
2,120,0,1,0,0,0,0,0,L1_consensus->L2
2,121,0,1,17,0,0,0,0,L1_consensus->L2
2,122,0,1,19,0,0,0,0,L1_consensus->L2
2,123,0,1,14,0,0,0,0,L1_consensus->L2
2,124,0,1,12,1,0,0,0,L1_consensus->L2
2,125,0,1,8,1,0,0,0,L1_consensus->L2
2,126,0,1,10,1,0,0,0,L1_consensus->L2
2,127,0,1,1,0,0,0,0,L1_consensus->L2
2,128,0,1,1,0,0,0,0,L1_consensus->L2
2,129,0,1,1,0,0,0,0,L1_consensus->L2
2,130,1,1,4,0,0,0,0,L1_consensus->L2
2,131,1,1,5,0,0,0,0,L1_consensus->L2
2,132,0,1,2,0,0,0,0,L1_consensus->L2
2,133,0,1,11,0,0,0,0,L1_consensus->L2
2,134,0,1,10,0,0,0,0,L1_consensus->L2
2,135,0,1,8,0,0,0,0,L1_consensus->L2
2,136,0,1,8,0,0,0,0,L1_consensus->L2
2,137,0,1,4,0,0,0,0,L1_consensus->L2
2,138,0,1,3,0,0,0,0,L1_consensus->L2
2,139,0,1,0,0,0,0,0,L1_consensus->L2
2,140,0,1,0,0,0,0,0,L1_consensus->L2
2,141,0,1,12,0,0,0,0,L1_consensus->L2
2,142,0,1,12,0,0,0,0,L1_consensus->L2
2,143,0,1,7,0,0,0,0,L1_consensus->L2
2,144,0,1,7,0,0,0,0,L1_consensus->L2
2,145,0,1,12,0,0,0,0,L1_consensus->L2
2,146,0,1,14,0,0,0,0,L1_consensus->L2
