part_A_verdict,mse_identity,mse_graph,mse_hybrid,mse_shuf,gene_causal_delta,nt_accuracy_mean,nt_accuracy_std,nt_null_95pct,hub_accuracy_mean,hub_accuracy_std,hub_upper_ci,hub_null_95pct
NOT GENE-CAUSAL (null),0.003393722381558929,0.0037963423067303185,0.0025127267194582307,0.0037953543241833246,0.001282627604725094,0.7274725274725276,0.07720513437472656,0.6293406593406594,0.8088235294117647,0.04742504557822676,0.8553000740784269,0.7621691176470589
