N_stratified,arrivals,base_rate,auc_contact_only,auc_topology_only,auc_contact_topo,auc_full,auc_contact_ci_low,auc_contact_ci_high,auc_full_ci_low,auc_full_ci_high,delta_topo,delta_topo_ci_low,delta_topo_ci_high,delta_genes,delta_genes_ci_low,delta_genes_ci_high,verdict
22090,1504,0.06808510638297872,0.6897454146920902,0.6980263654376984,0.7561245046327382,0.8233501305750217,0.6752048200757871,0.703276886863338,0.8121070372749154,0.8331324065008806,0.06637908994064791,0.05815484074092712,0.07505784841710687,0.06722562594228358,0.057156532471067535,0.07731774203173657,NB22 HEADLINE SURVIVES — tautology concern is minor; three-layer model is real
