mse_identity,mse_graph,mse_hybrid,mse_shuf,gene_causal_delta,hybrid_gain_over_identity_pct
0.003393722381558929,0.0037963423067303185,0.0025127267194582307,0.0037953543241833246,0.001282627604725094,25.959567785742305
