n_pairs,n_neither,n_syn_only,n_pep_only,n_both,modelC_macro_auc,modelB_macro_auc,modelA_macro_auc,delta_B_over_C,delta_A_over_B_peptide_class,modelC_neither,modelC_syn,modelC_pep,modelC_both,modelB_neither,modelB_syn,modelB_pep,modelB_both,modelA_neither,modelA_syn,modelA_pep,modelA_both,verdict
10060,7149,1502,1143,266,0.7492937891383084,0.8670141126212934,0.8823919899509771,0.117720323482985,0.027032815806625976,0.7379181969462978,0.8572239428989127,0.6004639265331264,0.8015690901748962,0.8399725737754916,0.8796531787950257,0.8687521775377492,0.8796785203769072,0.8544512523077629,0.8797729847777941,0.8957849933443752,0.899558729373976,POSITIVE — topology and contact independently predict channel choice above chance
