N_class_pairs,n_stable,n_added,majority_baseline,cv_accuracy_mean,cv_accuracy_std,cv_accuracy_upper_ci,cv_auc_mean,cv_auc_std,null_acc_95pct,null_auc_95pct,verdict
668,141,527,0.7889221556886228,0.7679609471439794,0.021715491422794386,0.7869954146185627,0.6156836801083478,0.00741852719624706,0.7695101559869825,0.552412290485485,NULL — expression does not predict which class-pairs form adult-specific edges
