"(+1,+1,+1)","(+1,+1,-1)","(+1,-1,+1)","(+1,-1,-1)","(-1,+1,+1)","(-1,+1,-1)","(-1,-1,+1)","(-1,-1,-1)"
2313,5,42,6,28,37,0,0
