auc_contact_only,auc_contact_topo,auc_contact_topo_genes,auc_contact_ci_low,auc_contact_ci_high,auc_full_ci_low,auc_full_ci_high,delta_topology,delta_topology_ci_low,delta_topology_ci_high,delta_genes,delta_genes_ci_low,delta_genes_ci_high,verdict
0.8328211133769732,0.8741835349865708,0.8899090217318383,0.8215529653804757,0.8432606059103989,0.8814271002452088,0.8983090443856039,0.04136242160959771,0.034598922313881744,0.048041619614796985,0.015725486745267504,0.010170645659624222,0.02122985871561625,"POSITIVE — key results hold; minor criteria failures (e.g., window mismatch)"
