FilePath,Tag,Text
./data/temp/ALML.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/PDEL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/ADFR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VA2.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AIZL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/VB7.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AVJL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/AINR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/VD6.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/SDQL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/FMRFamide_GJ.xml,{http://morphml.org/metadata/schema}notes,ChannelML file describing a single synaptic mechanism
./data/temp/FMRFamide_GJ.xml,{http://morphml.org/metadata/schema}contributor,
./data/temp/FMRFamide_GJ.xml,{http://morphml.org/metadata/schema}name,Padraig Gleeson
./data/temp/FMRFamide_GJ.xml,{http://morphml.org/metadata/schema}comment,Note: This is not (yet) based on experimental data from C. elegans
./data/temp/FMRFamide_GJ.xml,{http://morphml.org/metadata/schema}notes,Description of an electrical synapse at a gap junction
./data/temp/DD2.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/NSMR.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/CANL.morph.xml,{http://morphml.org/metadata/schema}notes,NeurUnkFunc
./data/temp/AVG.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/URYDL.morph.xml,{http://morphml.org/metadata/schema}notes,NeurUnkFunc
./data/temp/URBR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/RIML.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PHAR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VC1.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/URADL.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PHBR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/URYVL.morph.xml,{http://morphml.org/metadata/schema}notes,NeurUnkFunc
./data/temp/DB7.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/DD3.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AVBL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/PHCL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VA9.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AWBR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/NSML.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/AUAR.morph.xml,{http://morphml.org/metadata/schema}notes,NeurUnkFunc
./data/temp/VD10.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AFDL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/MI.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/RMDDR.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AS11.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/VB9.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/RIAL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/SIADL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/SMBDR.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/IL1VR.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/AWCR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/AVFR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/OLQDL.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/DA8.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PVT.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/PVCR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/DD4.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PHAL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/CEPVL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VB2.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/ASGL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/GABA_GJ.xml,{http://morphml.org/metadata/schema}notes,ChannelML file describing a single synaptic mechanism
./data/temp/GABA_GJ.xml,{http://morphml.org/metadata/schema}contributor,
./data/temp/GABA_GJ.xml,{http://morphml.org/metadata/schema}name,Padraig Gleeson
