true_gene_mean,true_gene_std,zero_gene_mean,zero_gene_std,shuf_gene_mean,shuf_gene_std
0.977762500445048,0.0073947035032325475,0.9749634861946106,0.00829546112312156,0.9778028130531311,0.00736949071757002
