,Gene_Idx,Saliency
7701,7701,3.6975693e-05
20134,20134,3.697351e-05
4454,4454,3.6973473e-05
20647,20647,3.6972688e-05
21842,21842,3.6972175e-05
830,830,3.6972167e-05
17717,17717,3.697215e-05
11712,11712,3.697077e-05
4038,4038,3.69696e-05
11356,11356,3.6969184e-05
4591,4591,3.6968373e-05
11767,11767,3.6968155e-05
18699,18699,3.69675e-05
5491,5491,3.6966725e-05
21499,21499,3.6966347e-05
3289,3289,3.6965306e-05
13168,13168,3.696406e-05
6995,6995,3.69631e-05
9629,9629,3.6961865e-05
7679,7679,3.696067e-05
13048,13048,3.6959624e-05
20471,20471,3.6959496e-05
8175,8175,3.695899e-05
3310,3310,3.695863e-05
955,955,3.6958336e-05
17642,17642,3.695766e-05
5397,5397,3.6957623e-05
5120,5120,3.6957535e-05
5737,5737,3.6957535e-05
18100,18100,3.6956113e-05
16322,16322,3.6956088e-05
853,853,3.6955596e-05
14338,14338,3.695319e-05
8790,8790,3.695264e-05
7766,7766,3.6951333e-05
17210,17210,3.6950016e-05
5218,5218,3.6949084e-05
5283,5283,3.694863e-05
2613,2613,3.694757e-05
4002,4002,3.6947004e-05
1870,1870,3.6945294e-05
15902,15902,3.6943242e-05
8519,8519,3.6942838e-05
21944,21944,3.6942485e-05
7533,7533,3.6942147e-05
6748,6748,3.694192e-05
883,883,3.6941627e-05
9886,9886,3.6941095e-05
16481,16481,3.694044e-05
12093,12093,3.6939997e-05
14777,14777,3.6939902e-05
7471,7471,3.693762e-05
13578,13578,3.693675e-05
9772,9772,3.6936417e-05
12463,12463,3.6934412e-05
16420,16420,3.6934092e-05
15236,15236,3.693324e-05
21895,21895,3.6928992e-05
10942,10942,3.6928854e-05
2116,2116,3.6928166e-05
5371,5371,3.6925063e-05
8816,8816,3.6924233e-05
7029,7029,3.6923033e-05
17906,17906,3.6918584e-05
12073,12073,3.6918125e-05
9097,9097,3.691631e-05
13268,13268,3.69152e-05
6171,6171,3.6913316e-05
15733,15733,3.691319e-05
10862,10862,3.6912268e-05
22381,22381,3.6911613e-05
4035,4035,3.691152e-05
6589,6589,3.69113e-05
12078,12078,3.691081e-05
973,973,3.6910802e-05
5198,5198,3.690852e-05
18373,18373,3.690348e-05
10551,10551,3.6903057e-05
14628,14628,3.6903013e-05
8666,8666,3.690218e-05
9049,9049,3.690063e-05
16910,16910,3.6900314e-05
4913,4913,3.6899724e-05
19497,19497,3.6899368e-05
14860,14860,3.6898564e-05
13360,13360,3.689732e-05
4765,4765,3.68961e-05
12125,12125,3.6894e-05
3057,3057,3.6893838e-05
1906,1906,3.6893438e-05
12644,12644,3.689286e-05
3890,3890,3.689225e-05
19257,19257,3.689151e-05
9110,9110,3.689097e-05
16302,16302,3.6890287e-05
13353,13353,3.689003e-05
10337,10337,3.688983e-05
22322,22322,3.688927e-05
3163,3163,3.688918e-05
6207,6207,3.6888574e-05
11523,11523,3.688697e-05
4982,4982,3.6885456e-05
18567,18567,3.6885223e-05
20663,20663,3.688504e-05
15046,15046,3.6884678e-05
8112,8112,3.6882993e-05
5532,5532,3.688207e-05
5366,5366,3.6880323e-05
7290,7290,3.687949e-05
21384,21384,3.6877955e-05
2279,2279,3.6877635e-05
2579,2579,3.6875823e-05
12507,12507,3.687476e-05
5312,5312,3.6873415e-05
12838,12838,3.6872607e-05
22153,22153,3.687234e-05
2687,2687,3.6870446e-05
16045,16045,3.6870264e-05
9244,9244,3.6870235e-05
12897,12897,3.6869133e-05
5645,5645,3.686883e-05
20719,20719,3.6868263e-05
21630,21630,3.686648e-05
6206,6206,3.6866444e-05
17069,17069,3.6866397e-05
13004,13004,3.6865255e-05
21771,21771,3.68649e-05
4807,4807,3.6864847e-05
8895,8895,3.6864116e-05
633,633,3.6862602e-05
6876,6876,3.6862286e-05
7795,7795,3.6860958e-05
16728,16728,3.685824e-05
12160,12160,3.6857888e-05
6692,6692,3.6857604e-05
7243,7243,3.6856916e-05
21575,21575,3.6856858e-05
11070,11070,3.6855217e-05
5589,5589,3.6855083e-05
10266,10266,3.6853846e-05
11901,11901,3.685211e-05
17498,17498,3.6851474e-05
17245,17245,3.6851474e-05
13704,13704,3.6851216e-05
8032,8032,3.6847905e-05
5277,5277,3.6846817e-05
1781,1781,3.684558e-05
11347,11347,3.6845537e-05
7417,7417,3.6845086e-05
7369,7369,3.6844813e-05
5984,5984,3.6844438e-05
13195,13195,3.68441e-05
17815,17815,3.6843252e-05
16615,16615,3.684312e-05
7250,7250,3.6843012e-05
11231,11231,3.6840975e-05
4451,4451,3.6838137e-05
8168,8168,3.6837668e-05
12997,12997,3.6837566e-05
19643,19643,3.6837493e-05
11967,11967,3.6837188e-05
14142,14142,3.6836485e-05
498,498,3.683537e-05
7407,7407,3.6834786e-05
14392,14392,3.6834743e-05
9824,9824,3.6834597e-05
2359,2359,3.683328e-05
15994,15994,3.683285e-05
10644,10644,3.6832003e-05
2670,2670,3.6831396e-05
2118,2118,3.6831178e-05
10527,10527,3.6830712e-05
17466,17466,3.6829806e-05
3760,3760,3.6829064e-05
2595,2595,3.6828773e-05
8304,8304,3.6827383e-05
6165,6165,3.6824877e-05
4390,4390,3.682421e-05
18375,18375,3.6823876e-05
3003,3003,3.6823236e-05
10091,10091,3.682228e-05
19968,19968,3.682095e-05
19530,19530,3.6820085e-05
857,857,3.6818637e-05
12043,12043,3.6814374e-05
4731,4731,3.681424e-05
1530,1530,3.6814097e-05
743,743,3.681394e-05
7179,7179,3.681323e-05
21260,21260,3.681061e-05
8549,8549,3.6810427e-05
4979,4979,3.6810226e-05
17715,17715,3.6808713e-05
6881,6881,3.680846e-05
1675,1675,3.68084e-05
10448,10448,3.68083e-05
8083,8083,3.680809e-05
16596,16596,3.6807367e-05
22400,22400,3.680551e-05
2477,2477,3.6804777e-05
8373,8373,3.680394e-05
15167,15167,3.680373e-05
3053,3053,3.6802707e-05
22136,22136,3.6802034e-05
13678,13678,3.6801255e-05
14735,14735,3.6797628e-05
10027,10027,3.6797104e-05
2194,2194,3.679689e-05
4346,4346,3.6796766e-05
20528,20528,3.679658e-05
15666,15666,3.679613e-05
20500,20500,3.679513e-05
7119,7119,3.6793528e-05
20986,20986,3.6793117e-05
3634,3634,3.67919e-05
3541,3541,3.6790352e-05
8060,8060,3.6790312e-05
15549,15549,3.678912e-05
9938,9938,3.6788082e-05
3395,3395,3.678799e-05
3196,3196,3.678688e-05
4891,4891,3.6782872e-05
18918,18918,3.678066e-05
20320,20320,3.6780446e-05
7922,7922,3.6780213e-05
4903,4903,3.6779813e-05
18362,18362,3.6779205e-05
11838,11838,3.6778947e-05
16641,16641,3.677871e-05
7902,7902,3.677834e-05
2272,2272,3.6777914e-05
21285,21285,3.6776837e-05
2316,2316,3.6776804e-05
10781,10781,3.677669e-05
8594,8594,3.6776193e-05
15391,15391,3.6775666e-05
18662,18662,3.677475e-05
641,641,3.6774352e-05
16968,16968,3.6774345e-05
9372,9372,3.6771504e-05
11190,11190,3.677145e-05
18887,18887,3.6771165e-05
1881,1881,3.6770725e-05
11067,11067,3.677026e-05
2926,2926,3.676954e-05
5113,5113,3.6766578e-05
1280,1280,3.676636e-05
17476,17476,3.6765712e-05
17548,17548,3.6765687e-05
21679,21679,3.676527e-05
19958,19958,3.6764726e-05
14963,14963,3.6763824e-05
7416,7416,3.6763537e-05
14411,14411,3.6762565e-05
3695,3695,3.67623e-05
19911,19911,3.6761594e-05
22307,22307,3.6761106e-05
19115,19115,3.6758807e-05
5531,5531,3.6757418e-05
5345,5345,3.675571e-05
18397,18397,3.6754303e-05
8147,8147,3.6753165e-05
10068,10068,3.6752397e-05
9512,9512,3.675202e-05
20642,20642,3.6749385e-05
3455,3455,3.674747e-05
10400,10400,3.6746296e-05
257,257,3.6744797e-05
6636,6636,3.674337e-05
18930,18930,3.674074e-05
1141,1141,3.6739024e-05
2559,2559,3.6738096e-05
14008,14008,3.673774e-05
6091,6091,3.6737732e-05
4660,4660,3.6737656e-05
8822,8822,3.6734706e-05
21888,21888,3.673332e-05
12694,12694,3.6730846e-05
12402,12402,3.6730675e-05
6862,6862,3.673005e-05
7099,7099,3.6729296e-05
765,765,3.672828e-05
20393,20393,3.6728157e-05
452,452,3.6726513e-05
8949,8949,3.672643e-05
6495,6495,3.6722624e-05
1863,1863,3.672171e-05
18432,18432,3.672163e-05
5200,5200,3.672039e-05
13101,13101,3.6720005e-05
4433,4433,3.671953e-05
12371,12371,3.6718164e-05
21089,21089,3.6717367e-05
18614,18614,3.6717294e-05
9695,9695,3.6717218e-05
18709,18709,3.671567e-05
15398,15398,3.6714056e-05
8364,8364,3.671402e-05
12236,12236,3.671294e-05
1273,1273,3.6709414e-05
14598,14598,3.670853e-05
8541,8541,3.670798e-05
451,451,3.6707446e-05
879,879,3.670735e-05
15600,15600,3.6706737e-05
7135,7135,3.6705445e-05
287,287,3.6704656e-05
3407,3407,3.6704194e-05
21874,21874,3.6703914e-05
15071,15071,3.6702128e-05
3580,3580,3.6700952e-05
13378,13378,3.670078e-05
3120,3120,3.669656e-05
4377,4377,3.669599e-05
14589,14589,3.6694903e-05
4610,4610,3.669457e-05
5733,5733,3.6693884e-05
9469,9469,3.669353e-05
10384,10384,3.669274e-05
18171,18171,3.6691847e-05
8894,8894,3.669142e-05
2447,2447,3.6690628e-05
9451,9451,3.6690595e-05
8920,8920,3.669045e-05
935,935,3.668868e-05
14320,14320,3.6688492e-05
1413,1413,3.668806e-05
9422,9422,3.668592e-05
12036,12036,3.6685502e-05
18834,18834,3.6684956e-05
9220,9220,3.668407e-05
11658,11658,3.6682726e-05
6868,6868,3.6680896e-05
6258,6258,3.6680427e-05
14871,14871,3.668014e-05
8172,8172,3.667988e-05
17066,17066,3.667854e-05
21466,21466,3.6678364e-05
1971,1971,3.667827e-05
4258,4258,3.66782e-05
1052,1052,3.6678102e-05
18764,18764,3.6677782e-05
4778,4778,3.6677447e-05
1291,1291,3.667727e-05
4326,4326,3.667702e-05
4441,4441,3.6674763e-05
21278,21278,3.667332e-05
8864,8864,3.667149e-05
21110,21110,3.667134e-05
21552,21552,3.6671263e-05
20562,20562,3.667011e-05
11688,11688,3.666981e-05
20208,20208,3.6666584e-05
2734,2734,3.666576e-05
3623,3623,3.666473e-05
12450,12450,3.666435e-05
15908,15908,3.6664223e-05
8870,8870,3.6663914e-05
8472,8472,3.666213e-05
17159,17159,3.666198e-05
865,865,3.666012e-05
4735,4735,3.6657588e-05
1136,1136,3.6655758e-05
4904,4904,3.665496e-05
21620,21620,3.6653815e-05
19354,19354,3.6653346e-05
4931,4931,3.6652684e-05
3298,3298,3.6651232e-05
7986,7986,3.664991e-05
10242,10242,3.6649893e-05
15049,15049,3.664945e-05
9238,9238,3.6648238e-05
12419,12419,3.6648038e-05
11248,11248,3.6647805e-05
4432,4432,3.6647383e-05
14276,14276,3.664565e-05
17391,17391,3.6645313e-05
437,437,3.6643283e-05
14599,14599,3.6642417e-05
14250,14250,3.6642123e-05
10051,10051,3.664136e-05
14633,14633,3.664058e-05
14228,14228,3.6638725e-05
6140,6140,3.663837e-05
15295,15295,3.6637997e-05
8769,8769,3.6635287e-05
20931,20931,3.663492e-05
18263,18263,3.663486e-05
17411,17411,3.6634297e-05
13314,13314,3.6633934e-05
21779,21779,3.6633657e-05
9138,9138,3.6633406e-05
21580,21580,3.6633348e-05
1263,1263,3.6632093e-05
9773,9773,3.663159e-05
12950,12950,3.6631314e-05
8904,8904,3.663127e-05
6989,6989,3.662845e-05
13261,13261,3.66276e-05
18069,18069,3.662636e-05
9025,9025,3.6623773e-05
20394,20394,3.6622474e-05
4841,4841,3.6619662e-05
319,319,3.6619596e-05
13335,13335,3.66189e-05
4595,4595,3.66188e-05
8867,8867,3.6618694e-05
716,716,3.6618632e-05
14178,14178,3.661743e-05
3958,3958,3.6617028e-05
19488,19488,3.6615704e-05
20436,20436,3.6615478e-05
4289,4289,3.66151e-05
4318,4318,3.6615096e-05
1461,1461,3.6615005e-05
18975,18975,3.661437e-05
16647,16647,3.661428e-05
7116,7116,3.6614252e-05
10732,10732,3.6612368e-05
791,791,3.660958e-05
11552,11552,3.660935e-05
16273,16273,3.6608155e-05
20197,20197,3.660759e-05
1746,1746,3.660717e-05
18690,18690,3.6605717e-05
13369,13369,3.6605714e-05
16739,16739,3.6602112e-05
8007,8007,3.6601832e-05
1173,1173,3.6601363e-05
15739,15739,3.6598707e-05
14548,14548,3.6598256e-05
12012,12012,3.6596557e-05
12404,12404,3.6595997e-05
13874,13874,3.6595993e-05
22190,22190,3.6595866e-05
2858,2858,3.659503e-05
11570,11570,3.659349e-05
5399,5399,3.659264e-05
14898,14898,3.659202e-05
14468,14468,3.6590318e-05
2795,2795,3.659026e-05
1838,1838,3.6589994e-05
2935,2935,3.658934e-05
8222,8222,3.658845e-05
700,700,3.6588208e-05
14736,14736,3.658795e-05
14470,14470,3.658599e-05
12517,12517,3.6583944e-05
3027,3027,3.658355e-05
19330,19330,3.657935e-05
6628,6628,3.6578786e-05
19816,19816,3.657845e-05
14773,14773,3.6577097e-05
9684,9684,3.657702e-05
21777,21777,3.6574977e-05
5712,5712,3.6574733e-05
624,624,3.657459e-05
21776,21776,3.657381e-05
16547,16547,3.6572055e-05
20181,20181,3.6571302e-05
13910,13910,3.6569396e-05
918,918,3.6568785e-05
564,564,3.6568483e-05
14360,14360,3.656711e-05
9077,9077,3.656676e-05
3142,3142,3.6559464e-05
11074,11074,3.6559308e-05
5897,5897,3.6558053e-05
11561,11561,3.6556714e-05
22273,22273,3.6555673e-05
1147,1147,3.6555593e-05
463,463,3.6552963e-05
11844,11844,3.6550915e-05
15804,15804,3.65475e-05
17663,17663,3.654663e-05
16268,16268,3.654662e-05
15123,15123,3.6545778e-05
10269,10269,3.654397e-05
15116,15116,3.654368e-05
18304,18304,3.6542533e-05
9838,9838,3.6540987e-05
6020,6020,3.6540972e-05
21382,21382,3.6539503e-05
11451,11451,3.653859e-05
15762,15762,3.6535508e-05
18254,18254,3.6535424e-05
6679,6679,3.6534755e-05
7639,7639,3.6533755e-05
16963,16963,3.6532e-05
4983,4983,3.65315e-05
4882,4882,3.653125e-05
6973,6973,3.6530375e-05
20262,20262,3.6530364e-05
4662,4662,3.6530266e-05
13919,13919,3.6530157e-05
13145,13145,3.6529073e-05
21903,21903,3.652882e-05
16339,16339,3.652814e-05
19963,19963,3.6526002e-05
15727,15727,3.6525256e-05
15093,15093,3.6522455e-05
6956,6956,3.6522026e-05
6982,6982,3.65207e-05
11514,11514,3.6519075e-05
35,35,3.6518435e-05
2453,2453,3.6517955e-05
2436,2436,3.6514753e-05
13809,13809,3.6514415e-05
1594,1594,3.651371e-05
5801,5801,3.65132e-05
19648,19648,3.6513098e-05
7618,7618,3.651236e-05
7590,7590,3.651056e-05
19335,19335,3.6509617e-05
10729,10729,3.6507554e-05
20921,20921,3.6507063e-05
6849,6849,3.6506834e-05
9520,9520,3.6506754e-05
1256,1256,3.6506503e-05
5097,5097,3.6503163e-05
12033,12033,3.650263e-05
6361,6361,3.6501562e-05
11452,11452,3.6500696e-05
7973,7973,3.649997e-05
4121,4121,3.649912e-05
13761,13761,3.649824e-05
7422,7422,3.6497157e-05
22039,22039,3.649705e-05
20029,20029,3.6495836e-05
20070,20070,3.6494963e-05
7370,7370,3.6493944e-05
2465,2465,3.6492875e-05
3708,3708,3.649187e-05
7537,7537,3.6491285e-05
4543,4543,3.649071e-05
20411,20411,3.649015e-05
20114,20114,3.648968e-05
21661,21661,3.6489157e-05
3481,3481,3.6488855e-05
7599,7599,3.648847e-05
9741,9741,3.6487152e-05
8307,8307,3.6486887e-05
19045,19045,3.6485704e-05
11358,11358,3.648516e-05
1366,1366,3.648472e-05
13798,13798,3.6482066e-05
15696,15696,3.6478934e-05
9783,9783,3.647872e-05
7610,7610,3.647844e-05
15665,15665,3.6478228e-05
15342,15342,3.6476224e-05
18180,18180,3.6475387e-05
17275,17275,3.6474336e-05
13008,13008,3.6474175e-05
17639,17639,3.6473353e-05
10780,10780,3.6473335e-05
12134,12134,3.647176e-05
19226,19226,3.647168e-05
15131,15131,3.6469617e-05
1945,1945,3.6469573e-05
9553,9553,3.6468144e-05
14038,14038,3.6467485e-05
12352,12352,3.646576e-05
16833,16833,3.6463873e-05
22408,22408,3.6463553e-05
10252,10252,3.6463134e-05
4467,4467,3.6462927e-05
10787,10787,3.6461348e-05
20269,20269,3.6460406e-05
9206,9206,3.6460147e-05
19582,19582,3.64598e-05
14342,14342,3.6459027e-05
7117,7117,3.645762e-05
16363,16363,3.6457568e-05
1354,1354,3.6457437e-05
10409,10409,3.6457317e-05
4588,4588,3.6456855e-05
334,334,3.645627e-05
12697,12697,3.645503e-05
20787,20787,3.6454978e-05
24,24,3.6454145e-05
1955,1955,3.645343e-05
1061,1061,3.645275e-05
9968,9968,3.64505e-05
8532,8532,3.6449583e-05
1642,1642,3.644956e-05
10627,10627,3.6448066e-05
18088,18088,3.6447665e-05
11439,11439,3.6446774e-05
6085,6085,3.6446214e-05
19772,19772,3.644607e-05
10849,10849,3.6444515e-05
16529,16529,3.644421e-05
12008,12008,3.6442572e-05
11762,11762,3.6440993e-05
11037,11037,3.6439582e-05
12513,12513,3.6438654e-05
4382,4382,3.6438574e-05
4249,4249,3.6436286e-05
10873,10873,3.643578e-05
21963,21963,3.6435464e-05
5005,5005,3.6435245e-05
7489,7489,3.6433525e-05
18611,18611,3.643244e-05
20136,20136,3.6431044e-05
19386,19386,3.6430945e-05
1449,1449,3.642959e-05
7357,7357,3.642956e-05
18580,18580,3.642844e-05
22299,22299,3.642761e-05
14727,14727,3.6426118e-05
16965,16965,3.6425812e-05
2824,2824,3.6424648e-05
15307,15307,3.6423917e-05
18671,18671,3.6421785e-05
16653,16653,3.6421367e-05
626,626,3.6420955e-05
15320,15320,3.6420428e-05
17396,17396,3.641942e-05
22287,22287,3.6416568e-05
9898,9898,3.641649e-05
12372,12372,3.641618e-05
10345,10345,3.6415277e-05
12583,12583,3.6414927e-05
18451,18451,3.641492e-05
11682,11682,3.641478e-05
14047,14047,3.6412188e-05
16701,16701,3.641061e-05
14127,14127,3.6410496e-05
16888,16888,3.6408564e-05
168,168,3.6407164e-05
5327,5327,3.6406407e-05
21387,21387,3.640499e-05
2112,2112,3.640478e-05
9908,9908,3.6401896e-05
1714,1714,3.640151e-05
406,406,3.640147e-05
13449,13449,3.6400994e-05
10637,10637,3.6400692e-05
20010,20010,3.6397403e-05
15435,15435,3.6397236e-05
1576,1576,3.6396938e-05
4744,4744,3.6395617e-05
15764,15764,3.639555e-05
17818,17818,3.6395322e-05
11581,11581,3.6394053e-05
2644,2644,3.6389258e-05
17799,17799,3.638925e-05
1731,1731,3.6387773e-05
11380,11380,3.6386256e-05
1702,1702,3.638425e-05
13249,13249,3.638424e-05
21244,21244,3.638128e-05
16354,16354,3.6377034e-05
5410,5410,3.6376172e-05
10935,10935,3.6375808e-05
20579,20579,3.637485e-05
7694,7694,3.6374222e-05
17827,17827,3.6373924e-05
64,64,3.6372185e-05
15230,15230,3.6371992e-05
19400,19400,3.63713e-05
2258,2258,3.637109e-05
16395,16395,3.6368325e-05
8275,8275,3.6367644e-05
1717,1717,3.636715e-05
4492,4492,3.6364807e-05
5100,5100,3.6364123e-05
3328,3328,3.6363457e-05
20495,20495,3.636159e-05
4688,4688,3.6360405e-05
3893,3893,3.636033e-05
2026,2026,3.6359976e-05
8889,8889,3.6359583e-05
2813,2813,3.6358702e-05
3132,3132,3.6358364e-05
16433,16433,3.635672e-05
5069,5069,3.635587e-05
16865,16865,3.6355497e-05
17622,17622,3.635352e-05
22447,22447,3.6352438e-05
12365,12365,3.6352176e-05
18093,18093,3.6349193e-05
21429,21429,3.634794e-05
7742,7742,3.634651e-05
4120,4120,3.6345587e-05
7990,7990,3.6345387e-05
21924,21924,3.634499e-05
10526,10526,3.6344733e-05
4510,4510,3.6341877e-05
8194,8194,3.6341055e-05
4276,4276,3.634049e-05
4275,4275,3.6340174e-05
8777,8777,3.6339938e-05
13837,13837,3.633949e-05
13282,13282,3.6339265e-05
5179,5179,3.6338526e-05
18925,18925,3.6338413e-05
3793,3793,3.633828e-05
17648,17648,3.6337315e-05
18245,18245,3.63371e-05
7991,7991,3.633692e-05
19435,19435,3.6336278e-05
15003,15003,3.633613e-05
13543,13543,3.6335496e-05
18723,18723,3.6335485e-05
20187,20187,3.6334946e-05
21263,21263,3.6333793e-05
14431,14431,3.633299e-05
2495,2495,3.6332083e-05
2180,2180,3.6329242e-05
14812,14812,3.6329115e-05
11133,11133,3.6327692e-05
9790,9790,3.6327594e-05
10018,10018,3.6326583e-05
20343,20343,3.6326266e-05
7076,7076,3.632603e-05
15760,15760,3.6325877e-05
10407,10407,3.6324323e-05
22197,22197,3.6323912e-05
17753,17753,3.632318e-05
20050,20050,3.6321213e-05
4801,4801,3.632097e-05
21038,21038,3.6318324e-05
10504,10504,3.631701e-05
6657,6657,3.6316484e-05
828,828,3.631574e-05
10476,10476,3.6315327e-05
11043,11043,3.6314395e-05
3124,3124,3.6314374e-05
1381,1381,3.6313668e-05
4123,4123,3.6313133e-05
14464,14464,3.6313086e-05
20173,20173,3.6311656e-05
4969,4969,3.63103e-05
9497,9497,3.630977e-05
12427,12427,3.630824e-05
13364,13364,3.6308233e-05
1395,1395,3.6307156e-05
16148,16148,3.6306697e-05
20649,20649,3.6306505e-05
272,272,3.6303547e-05
8203,8203,3.6302477e-05
1691,1691,3.6302394e-05
2621,2621,3.6301917e-05
11654,11654,3.629842e-05
20943,20943,3.62981e-05
8627,8627,3.629735e-05
22008,22008,3.629572e-05
20790,20790,3.6294186e-05
19100,19100,3.629391e-05
1892,1892,3.629376e-05
19805,19805,3.62936e-05
10683,10683,3.6293164e-05
19686,19686,3.6289857e-05
2573,2573,3.6289588e-05
15151,15151,3.6289362e-05
1808,1808,3.6287456e-05
14857,14857,3.628707e-05
16565,16565,3.6286783e-05
670,670,3.6285175e-05
6230,6230,3.6284593e-05
19176,19176,3.6282356e-05
19836,19836,3.628211e-05
1557,1557,3.628166e-05
16792,16792,3.6280537e-05
13528,13528,3.6280177e-05
6614,6614,3.627895e-05
4813,4813,3.627885e-05
16016,16016,3.6277408e-05
1248,1248,3.6277037e-05
13189,13189,3.6276244e-05
5747,5747,3.6275695e-05
1710,1710,3.627455e-05
11049,11049,3.6270307e-05
16971,16971,3.6270114e-05
3676,3676,3.6266632e-05
16287,16287,3.62631e-05
18588,18588,3.6262893e-05
1407,1407,3.6260797e-05
8730,8730,3.6259e-05
13397,13397,3.6253834e-05
15252,15252,3.6253405e-05
3971,3971,3.62529e-05
12777,12777,3.625002e-05
6241,6241,3.6249177e-05
12323,12323,3.6248664e-05
11643,11643,3.6247053e-05
6564,6564,3.6246154e-05
5647,5647,3.624597e-05
6815,6815,3.624575e-05
11623,11623,3.6244935e-05
14684,14684,3.624347e-05
14037,14037,3.6242862e-05
19942,19942,3.624178e-05
22289,22289,3.624091e-05
15264,15264,3.623998e-05
18744,18744,3.6237976e-05
4214,4214,3.62374e-05
15192,15192,3.6236463e-05
8876,8876,3.6235087e-05
30,30,3.6234676e-05
15789,15789,3.623448e-05
21987,21987,3.6234298e-05
18519,18519,3.623402e-05
2610,2610,3.623372e-05
13484,13484,3.623255e-05
21593,21593,3.623053e-05
20941,20941,3.6230413e-05
14796,14796,3.6223788e-05
13163,13163,3.622364e-05
21956,21956,3.622309e-05
5445,5445,3.6222962e-05
21383,21383,3.622211e-05
15012,15012,3.6221754e-05
11908,11908,3.6220034e-05
14954,14954,3.6217516e-05
6605,6605,3.6217283e-05
8636,8636,3.6215573e-05
14686,14686,3.621431e-05
15177,15177,3.6213147e-05
10381,10381,3.6211946e-05
5369,5369,3.6210502e-05
8703,8703,3.6209956e-05
908,908,3.620947e-05
14953,14953,3.6208356e-05
6158,6158,3.620716e-05
651,651,3.6205736e-05
14821,14821,3.620559e-05
4740,4740,3.620433e-05
20078,20078,3.6204285e-05
3452,3452,3.6204125e-05
7527,7527,3.6203535e-05
12466,12466,3.620297e-05
6375,6375,3.6202196e-05
5420,5420,3.6201138e-05
7869,7869,3.6200505e-05
9834,9834,3.6199188e-05
6824,6824,3.619579e-05
22159,22159,3.6195754e-05
12177,12177,3.619455e-05
587,587,3.6193767e-05
2451,2451,3.6193287e-05
16985,16985,3.619129e-05
7325,7325,3.6190468e-05
8966,8966,3.6190257e-05
2039,2039,3.6187957e-05
19719,19719,3.6187772e-05
2004,2004,3.6187546e-05
16621,16621,3.618478e-05
8590,8590,3.618289e-05
4850,4850,3.6182177e-05
8925,8925,3.618078e-05
501,501,3.6179168e-05
21024,21024,3.617819e-05
19751,19751,3.617604e-05
15544,15544,3.617587e-05
6918,6918,3.617539e-05
141,141,3.6175174e-05
17398,17398,3.6174803e-05
20669,20669,3.6173944e-05
14637,14637,3.617361e-05
15079,15079,3.6173522e-05
3652,3652,3.617338e-05
9374,9374,3.6173198e-05
21180,21180,3.6172984e-05
4560,4560,3.6172718e-05
7898,7898,3.617123e-05
16682,16682,3.6169375e-05
17102,17102,3.616838e-05
3002,3002,3.6167487e-05
1261,1261,3.616691e-05
14056,14056,3.6165326e-05
13740,13740,3.616194e-05
19474,19474,3.6161877e-05
15197,15197,3.6161116e-05
14896,14896,3.615798e-05
20279,20279,3.6157828e-05
9278,9278,3.615677e-05
5457,5457,3.615485e-05
943,943,3.6152873e-05
3509,3509,3.61527e-05
5967,5967,3.6152254e-05
21112,21112,3.615073e-05
5402,5402,3.6150486e-05
21319,21319,3.6149522e-05
15735,15735,3.614811e-05
19329,19329,3.6147037e-05
2315,2315,3.6146183e-05
5829,5829,3.6143407e-05
16291,16291,3.614205e-05
14530,14530,3.6139714e-05
16990,16990,3.6138514e-05
1860,1860,3.6137808e-05
19952,19952,3.613697e-05
7433,7433,3.6135756e-05
17043,17043,3.6135603e-05
20970,20970,3.613459e-05
10927,10927,3.613411e-05
11902,11902,3.613209e-05
14936,14936,3.6130717e-05
17556,17556,3.613014e-05
2863,2863,3.6129575e-05
8383,8383,3.6123383e-05
22245,22245,3.6122787e-05
20555,20555,3.6122594e-05
17141,17141,3.6122507e-05
20239,20239,3.612134e-05
17447,17447,3.6121255e-05
14344,14344,3.6120033e-05
16455,16455,3.6119287e-05
8502,8502,3.6119167e-05
16566,16566,3.6117526e-05
6161,6161,3.6116966e-05
3439,3439,3.6116842e-05
4840,4840,3.611664e-05
13476,13476,3.611612e-05
4102,4102,3.6112455e-05
15127,15127,3.6111865e-05
11744,11744,3.611179e-05
21912,21912,3.6110814e-05
14427,14427,3.610704e-05
10134,10134,3.610461e-05
7588,7588,3.6103953e-05
13995,13995,3.610326e-05
15234,15234,3.610313e-05
7040,7040,3.6101916e-05
11268,11268,3.6101817e-05
977,977,3.6101403e-05
12931,12931,3.6101323e-05
16383,16383,3.6100104e-05
2932,2932,3.6099424e-05
10917,10917,3.609867e-05
4474,4474,3.6098314e-05
11670,11670,3.6097394e-05
4618,4618,3.609562e-05
20882,20882,3.6094392e-05
22414,22414,3.608746e-05
95,95,3.608651e-05
38,38,3.6083205e-05
9388,9388,3.6081852e-05
13603,13603,3.608047e-05
5383,5383,3.6080342e-05
17228,17228,3.6077996e-05
21434,21434,3.607776e-05
6151,6151,3.60771e-05
10664,10664,3.6075468e-05
13871,13871,3.607119e-05
6405,6405,3.6070218e-05
5872,5872,3.6069992e-05
11503,11503,3.6069272e-05
7936,7936,3.606677e-05
11508,11508,3.6066416e-05
3305,3305,3.6065678e-05
4947,4947,3.606469e-05
20478,20478,3.6061345e-05
11787,11787,3.6061232e-05
6414,6414,3.6060268e-05
5798,5798,3.6060148e-05
3359,3359,3.605973e-05
5458,5458,3.6058922e-05
17728,17728,3.605833e-05
