,Gene_Idx,Saliency
16797,16797,4.2399242e-05
4057,4057,4.239859e-05
19384,19384,4.2396732e-05
19031,19031,4.2394182e-05
2077,2077,4.2393705e-05
6480,6480,4.2392967e-05
6482,6482,4.238975e-05
18605,18605,4.2387495e-05
15475,15475,4.2385298e-05
17351,17351,4.238526e-05
2786,2786,4.2384672e-05
14112,14112,4.2383763e-05
11251,11251,4.2382242e-05
11509,11509,4.238103e-05
20177,20177,4.237939e-05
10739,10739,4.2379314e-05
7584,7584,4.23786e-05
6946,6946,4.237632e-05
127,127,4.2374282e-05
6035,6035,4.237324e-05
7899,7899,4.2372478e-05
4794,4794,4.237043e-05
21858,21858,4.2369615e-05
20505,20505,4.2368072e-05
3417,3417,4.236627e-05
14931,14931,4.2365948e-05
12537,12537,4.2365562e-05
19379,19379,4.236524e-05
17226,17226,4.2364078e-05
3699,3699,4.2362335e-05
5868,5868,4.2362015e-05
20851,20851,4.2361753e-05
10870,10870,4.2360567e-05
195,195,4.2360567e-05
19467,19467,4.235611e-05
22354,22354,4.2355805e-05
9573,9573,4.235506e-05
21637,21637,4.2354568e-05
3347,3347,4.235373e-05
9323,9323,4.235235e-05
14000,14000,4.2350446e-05
15507,15507,4.2349402e-05
19820,19820,4.234836e-05
12080,12080,4.2347372e-05
2373,2373,4.234649e-05
14380,14380,4.2344953e-05
22143,22143,4.2344378e-05
6709,6709,4.234398e-05
19837,19837,4.2343756e-05
6888,6888,4.234328e-05
17203,17203,4.2343185e-05
19501,19501,4.2342323e-05
21540,21540,4.234098e-05
21719,21719,4.2339267e-05
11996,11996,4.233649e-05
9493,9493,4.2336324e-05
590,590,4.2336087e-05
7577,7577,4.2335363e-05
19256,19256,4.233532e-05
5440,5440,4.2334308e-05
284,284,4.2331896e-05
12840,12840,4.2331005e-05
1343,1343,4.2330987e-05
9523,9523,4.2330325e-05
10473,10473,4.2330194e-05
6720,6720,4.232988e-05
20924,20924,4.2328335e-05
6583,6583,4.232554e-05
13014,13014,4.2325504e-05
11672,11672,4.2322725e-05
21654,21654,4.2322412e-05
12168,12168,4.232189e-05
1402,1402,4.2321866e-05
10714,10714,4.2320054e-05
20143,20143,4.2319298e-05
4745,4745,4.2317653e-05
5401,5401,4.231748e-05
12708,12708,4.2316136e-05
7296,7296,4.2313754e-05
5105,5105,4.2313477e-05
14201,14201,4.2311818e-05
8196,8196,4.2311538e-05
18039,18039,4.2311138e-05
16172,16172,4.2307154e-05
14329,14329,4.2305823e-05
9057,9057,4.230553e-05
13385,13385,4.230434e-05
6157,6157,4.2303753e-05
16928,16928,4.230165e-05
11726,11726,4.229906e-05
6302,6302,4.2298845e-05
8158,8158,4.2297463e-05
12307,12307,4.2296982e-05
1986,1986,4.229527e-05
8943,8943,4.2295247e-05
22345,22345,4.2293894e-05
15485,15485,4.229152e-05
13466,13466,4.2291107e-05
1651,1651,4.229095e-05
10100,10100,4.228807e-05
19933,19933,4.228781e-05
10130,10130,4.2287702e-05
7883,7883,4.2285526e-05
12163,12163,4.2284642e-05
17308,17308,4.2284588e-05
22172,22172,4.228335e-05
7309,7309,4.228333e-05
14261,14261,4.228212e-05
11685,11685,4.2281958e-05
17,17,4.2281474e-05
19807,19807,4.2278305e-05
13384,13384,4.2276944e-05
7387,7387,4.2275973e-05
21737,21737,4.2275344e-05
2191,2191,4.2274914e-05
511,511,4.2274864e-05
12263,12263,4.2271087e-05
4962,4962,4.227035e-05
9084,9084,4.2269847e-05
22215,22215,4.2265794e-05
4545,4545,4.2263713e-05
76,76,4.2263237e-05
9881,9881,4.2262738e-05
1618,1618,4.2261585e-05
15828,15828,4.2261163e-05
6776,6776,4.2260912e-05
3118,3118,4.2260617e-05
4037,4037,4.2259337e-05
5261,5261,4.225824e-05
22152,22152,4.2258143e-05
479,479,4.2257765e-05
1088,1088,4.225743e-05
1790,1790,4.22564e-05
16834,16834,4.225576e-05
9647,9647,4.2255735e-05
12790,12790,4.22553e-05
14675,14675,4.225518e-05
9729,9729,4.2254513e-05
5248,5248,4.2254298e-05
19358,19358,4.2253614e-05
2069,2069,4.2253378e-05
1646,1646,4.2252672e-05
466,466,4.2252672e-05
9444,9444,4.2249e-05
3338,3338,4.2248612e-05
14926,14926,4.2247982e-05
21212,21212,4.2245214e-05
5090,5090,4.224392e-05
8114,8114,4.2243242e-05
22379,22379,4.224204e-05
16441,16441,4.22393e-05
11641,11641,4.2239146e-05
724,724,4.223838e-05
2751,2751,4.2238258e-05
1153,1153,4.223779e-05
18077,18077,4.2236985e-05
20582,20582,4.2236126e-05
2387,2387,4.2233918e-05
6751,6751,4.2233878e-05
19960,19960,4.2231033e-05
12251,12251,4.2230633e-05
1628,1628,4.2229774e-05
16211,16211,4.2229138e-05
21007,21007,4.2227042e-05
13671,13671,4.2223503e-05
8621,8621,4.2223455e-05
9948,9948,4.2223004e-05
6706,6706,4.2222408e-05
5926,5926,4.2221913e-05
21168,21168,4.222131e-05
13150,13150,4.2218857e-05
10138,10138,4.2218304e-05
14022,14022,4.2217638e-05
8377,8377,4.221522e-05
9979,9979,4.2215037e-05
15646,15646,4.2214957e-05
10582,10582,4.2214513e-05
4471,4471,4.2214506e-05
7385,7385,4.221438e-05
12348,12348,4.2214102e-05
6476,6476,4.221369e-05
12865,12865,4.2213363e-05
17529,17529,4.2212432e-05
15215,15215,4.221233e-05
18664,18664,4.2210813e-05
3925,3925,4.2210526e-05
8434,8434,4.2209962e-05
14917,14917,4.220921e-05
15413,15413,4.2206568e-05
22398,22398,4.220592e-05
14920,14920,4.2204625e-05
6635,6635,4.2203978e-05
10577,10577,4.2202002e-05
4830,4830,4.2200543e-05
7538,7538,4.220042e-05
14223,14223,4.219854e-05
10956,10956,4.219838e-05
7528,7528,4.2196687e-05
16537,16537,4.219667e-05
3720,3720,4.2196105e-05
279,279,4.219565e-05
359,359,4.219329e-05
10993,10993,4.219242e-05
4169,4169,4.2191037e-05
18822,18822,4.218885e-05
21259,21259,4.2188753e-05
13639,13639,4.2187283e-05
2906,2906,4.218551e-05
22340,22340,4.218491e-05
20830,20830,4.2184845e-05
19394,19394,4.2182754e-05
12587,12587,4.218273e-05
13688,13688,4.2181153e-05
21253,21253,4.2180363e-05
9713,9713,4.21779e-05
12127,12127,4.217694e-05
9888,9888,4.217557e-05
14345,14345,4.2174226e-05
5796,5796,4.2173862e-05
19151,19151,4.2173466e-05
9058,9058,4.217278e-05
4803,4803,4.21713e-05
16447,16447,4.2169977e-05
21668,21668,4.2168424e-05
936,936,4.2167998e-05
1282,1282,4.2166368e-05
14480,14480,4.2163127e-05
1316,1316,4.2161628e-05
19408,19408,4.2161602e-05
9328,9328,4.216064e-05
7660,7660,4.216063e-05
21322,21322,4.2160413e-05
11294,11294,4.2160307e-05
16266,16266,4.2160245e-05
394,394,4.2160194e-05
16047,16047,4.2160078e-05
17408,17408,4.2159558e-05
17302,17302,4.21591e-05
5330,5330,4.2158525e-05
21595,21595,4.215776e-05
11261,11261,4.2157677e-05
8438,8438,4.2156393e-05
12893,12893,4.21551e-05
15794,15794,4.215189e-05
5314,5314,4.2151376e-05
20141,20141,4.2150754e-05
8671,8671,4.215072e-05
21712,21712,4.2150037e-05
6075,6075,4.214944e-05
20925,20925,4.21488e-05
7074,7074,4.214863e-05
20827,20827,4.2146916e-05
12924,12924,4.214625e-05
3974,3974,4.214613e-05
20445,20445,4.2146046e-05
5921,5921,4.2143933e-05
9418,9418,4.2141524e-05
4623,4623,4.214078e-05
3083,3083,4.2140724e-05
2031,2031,4.2139156e-05
21920,21920,4.213889e-05
11859,11859,4.21379e-05
8970,8970,4.213747e-05
1868,1868,4.213683e-05
11567,11567,4.2136526e-05
19794,19794,4.2136293e-05
14576,14576,4.2134514e-05
22028,22028,4.2133415e-05
6549,6549,4.2133015e-05
20198,20198,4.213243e-05
3449,3449,4.2132157e-05
15707,15707,4.213144e-05
142,142,4.2129886e-05
15889,15889,4.212743e-05
6976,6976,4.2126874e-05
1999,1999,4.2125786e-05
11269,11269,4.2125146e-05
17455,17455,4.2124095e-05
22211,22211,4.2123476e-05
4738,4738,4.2123058e-05
15216,15216,4.2122552e-05
3654,3654,4.212169e-05
20354,20354,4.2120202e-05
10131,10131,4.212001e-05
2342,2342,4.211862e-05
14087,14087,4.2118376e-05
11259,11259,4.2116844e-05
823,823,4.2115178e-05
13225,13225,4.2113752e-05
20961,20961,4.211276e-05
10971,10971,4.2111933e-05
10593,10593,4.2111395e-05
21872,21872,4.21112e-05
1502,1502,4.2109437e-05
16612,16612,4.2109354e-05
7921,7921,4.2109004e-05
21806,21806,4.2106738e-05
10262,10262,4.2101707e-05
10957,10957,4.2100408e-05
5189,5189,4.209929e-05
10530,10530,4.209877e-05
2972,2972,4.20986e-05
5912,5912,4.209856e-05
2778,2778,4.209801e-05
12938,12938,4.2097585e-05
4855,4855,4.2097483e-05
15923,15923,4.209411e-05
19793,19793,4.2093223e-05
919,919,4.2090764e-05
868,868,4.2089832e-05
21157,21157,4.2089086e-05
3540,3540,4.2088832e-05
5508,5508,4.2088795e-05
22207,22207,4.2088075e-05
1411,1411,4.208734e-05
4922,4922,4.2087253e-05
18721,18721,4.2086893e-05
2667,2667,4.2083695e-05
12561,12561,4.2082593e-05
17368,17368,4.2082316e-05
4914,4914,4.2081952e-05
9237,9237,4.2079442e-05
18541,18541,4.207933e-05
10002,10002,4.2075422e-05
2377,2377,4.2075084e-05
12181,12181,4.2073305e-05
15869,15869,4.2073112e-05
4219,4219,4.2070194e-05
22394,22394,4.206872e-05
19455,19455,4.206781e-05
11606,11606,4.2067404e-05
4393,4393,4.2065123e-05
14190,14190,4.2064556e-05
22343,22343,4.206392e-05
12275,12275,4.2060325e-05
6954,6954,4.205362e-05
7741,7741,4.205276e-05
10698,10698,4.2051597e-05
20058,20058,4.205084e-05
14297,14297,4.20498e-05
20245,20245,4.2049465e-05
15306,15306,4.204731e-05
17098,17098,4.2046922e-05
9566,9566,4.2046857e-05
4178,4178,4.2045867e-05
16650,16650,4.204539e-05
19838,19838,4.204398e-05
4870,4870,4.2041338e-05
9492,9492,4.2040152e-05
628,628,4.203805e-05
19447,19447,4.2036583e-05
9475,9475,4.203543e-05
8408,8408,4.2034666e-05
14783,14783,4.2034055e-05
14336,14336,4.203398e-05
395,395,4.2033094e-05
6112,6112,4.2031512e-05
7441,7441,4.203066e-05
17553,17553,4.20305e-05
7392,7392,4.2027415e-05
9310,9310,4.2025986e-05
7247,7247,4.2025014e-05
9308,9308,4.202381e-05
2907,2907,4.2020027e-05
21145,21145,4.201736e-05
1729,1729,4.2017025e-05
8695,8695,4.2015126e-05
9509,9509,4.2013606e-05
7987,7987,4.201281e-05
4071,4071,4.2010677e-05
3029,3029,4.2010302e-05
21374,21374,4.2010266e-05
3659,3659,4.2009597e-05
11007,11007,4.200924e-05
15096,15096,4.2008753e-05
20408,20408,4.200709e-05
10088,10088,4.200671e-05
9661,9661,4.2005217e-05
473,473,4.200505e-05
13413,13413,4.2004798e-05
21583,21583,4.200475e-05
445,445,4.2003438e-05
2607,2607,4.2003187e-05
16240,16240,4.2002604e-05
21732,21732,4.2000152e-05
976,976,4.199943e-05
1965,1965,4.199569e-05
6131,6131,4.1995576e-05
11985,11985,4.1995445e-05
9588,9588,4.199407e-05
21750,21750,4.199374e-05
19797,19797,4.199184e-05
20833,20833,4.1990374e-05
17638,17638,4.198958e-05
7663,7663,4.198934e-05
9367,9367,4.198858e-05
11157,11157,4.198857e-05
12379,12379,4.1987187e-05
2943,2943,4.1985284e-05
17425,17425,4.1982974e-05
14402,14402,4.198294e-05
15556,15556,4.1981457e-05
18310,18310,4.1981133e-05
7821,7821,4.1981024e-05
11575,11575,4.19809e-05
3927,3927,4.1979776e-05
182,182,4.197976e-05
2391,2391,4.197851e-05
20832,20832,4.1978143e-05
11091,11091,4.1977713e-05
17332,17332,4.1976753e-05
22110,22110,4.1975665e-05
3079,3079,4.1975472e-05
5624,5624,4.1975123e-05
18625,18625,4.197433e-05
8937,8937,4.1973097e-05
7092,7092,4.1972697e-05
5196,5196,4.1971987e-05
13192,13192,4.197174e-05
1144,1144,4.1970925e-05
11331,11331,4.1970667e-05
15565,15565,4.197048e-05
10284,10284,4.1969517e-05
8752,8752,4.1969448e-05
15060,15060,4.196926e-05
13118,13118,4.1968953e-05
9360,9360,4.1967898e-05
17367,17367,4.1966337e-05
646,646,4.1966206e-05
19712,19712,4.1964784e-05
6527,6527,4.1964722e-05
2393,2393,4.1962794e-05
8715,8715,4.1962285e-05
21791,21791,4.1962125e-05
6260,6260,4.196163e-05
12626,12626,4.19611e-05
9603,9603,4.1960488e-05
2331,2331,4.1957166e-05
7627,7627,4.1952688e-05
9131,9131,4.195152e-05
15614,15614,4.195141e-05
19760,19760,4.1951138e-05
2229,2229,4.194834e-05
652,652,4.1947962e-05
19809,19809,4.1947096e-05
11405,11405,4.194588e-05
1075,1075,4.1944713e-05
9962,9962,4.194238e-05
21086,21086,4.1942305e-05
10652,10652,4.19423e-05
12249,12249,4.1942156e-05
11665,11665,4.1941403e-05
10561,10561,4.194072e-05
1777,1777,4.1939584e-05
4335,4335,4.193928e-05
562,562,4.1938743e-05
13232,13232,4.1938736e-05
18287,18287,4.1938347e-05
1688,1688,4.1937223e-05
11341,11341,4.193409e-05
3367,3367,4.1933105e-05
16645,16645,4.19329e-05
5133,5133,4.193189e-05
5138,5138,4.1931173e-05
4050,4050,4.1929095e-05
16891,16891,4.19265e-05
10614,10614,4.1925225e-05
11593,11593,4.191951e-05
838,838,4.1918818e-05
16042,16042,4.1918593e-05
4179,4179,4.1918192e-05
10,10,4.191805e-05
4061,4061,4.191728e-05
2263,2263,4.1916657e-05
5405,5405,4.1916144e-05
10030,10030,4.1915962e-05
15465,15465,4.191295e-05
17973,17973,4.1912823e-05
8077,8077,4.1911833e-05
14588,14588,4.191134e-05
18255,18255,4.191053e-05
5447,5447,4.1910458e-05
15376,15376,4.1909236e-05
13790,13790,4.1909152e-05
2892,2892,4.1908133e-05
6297,6297,4.1907955e-05
7285,7285,4.190705e-05
5011,5011,4.1906656e-05
13042,13042,4.1905958e-05
21240,21240,4.1905732e-05
7384,7384,4.1904397e-05
9292,9292,4.1902324e-05
5253,5253,4.1901585e-05
10245,10245,4.1900916e-05
20283,20283,4.190013e-05
19594,19594,4.189989e-05
3126,3126,4.1897976e-05
19189,19189,4.1895593e-05
21682,21682,4.189441e-05
9149,9149,4.1894058e-05
8191,8191,4.1891948e-05
3454,3454,4.1890977e-05
12911,12911,4.1890555e-05
19237,19237,4.1889496e-05
15322,15322,4.18894e-05
14353,14353,4.188927e-05
21213,21213,4.1889096e-05
8482,8482,4.188641e-05
15953,15953,4.1886058e-05
11232,11232,4.188223e-05
3713,3713,4.1880445e-05
12422,12422,4.188026e-05
17674,17674,4.1880234e-05
8053,8053,4.1878102e-05
5700,5700,4.187592e-05
20856,20856,4.187588e-05
7580,7580,4.187471e-05
7591,7591,4.1872318e-05
5175,5175,4.1869855e-05
12081,12081,4.1869418e-05
21736,21736,4.186793e-05
15075,15075,4.186765e-05
5892,5892,4.1867606e-05
21520,21520,4.1866777e-05
20621,20621,4.1866446e-05
20142,20142,4.186617e-05
4615,4615,4.18649e-05
13238,13238,4.1864412e-05
18683,18683,4.1864074e-05
4696,4696,4.1863812e-05
16817,16817,4.1863208e-05
521,521,4.186247e-05
21948,21948,4.186144e-05
7596,7596,4.186129e-05
13762,13762,4.186081e-05
4331,4331,4.18605e-05
6167,6167,4.18602e-05
15779,15779,4.1860196e-05
2193,2193,4.1859974e-05
12974,12974,4.1858995e-05
9801,9801,4.1858755e-05
8285,8285,4.185818e-05
10624,10624,4.185781e-05
21879,21879,4.1857413e-05
1505,1505,4.1857187e-05
18550,18550,4.1855823e-05
4241,4241,4.1855255e-05
9385,9385,4.1854422e-05
21922,21922,4.1852756e-05
324,324,4.1852672e-05
11100,11100,4.1848776e-05
15378,15378,4.1848565e-05
11387,11387,4.184527e-05
21721,21721,4.1844574e-05
10403,10403,4.1843337e-05
6861,6861,4.1843283e-05
16498,16498,4.1842766e-05
11494,11494,4.1841566e-05
6293,6293,4.1840693e-05
12718,12718,4.1839223e-05
1830,1830,4.1839132e-05
3896,3896,4.1838844e-05
19827,19827,4.1837553e-05
4924,4924,4.1835898e-05
1723,1723,4.183583e-05
458,458,4.183534e-05
3950,3950,4.1835057e-05
15166,15166,4.1832507e-05
1661,1661,4.1832383e-05
11125,11125,4.1831383e-05
16285,16285,4.1830157e-05
10806,10806,4.182644e-05
6662,6662,4.1824704e-05
4772,4772,4.1824514e-05
8673,8673,4.1823736e-05
9486,9486,4.182276e-05
15715,15715,4.1821226e-05
15940,15940,4.18212e-05
1582,1582,4.1819312e-05
15781,15781,4.18189e-05
12313,12313,4.1818574e-05
2682,2682,4.181786e-05
10506,10506,4.181594e-05
9210,9210,4.1815914e-05
21813,21813,4.1815463e-05
18794,18794,4.1812567e-05
18499,18499,4.181082e-05
483,483,4.180924e-05
6875,6875,4.180914e-05
7746,7746,4.180802e-05
5019,5019,4.1807692e-05
4574,4574,4.180764e-05
592,592,4.180529e-05
6383,6383,4.1804877e-05
14349,14349,4.1804375e-05
11195,11195,4.180333e-05
18963,18963,4.1803138e-05
14528,14528,4.1802465e-05
6238,6238,4.180238e-05
5942,5942,4.180114e-05
10748,10748,4.180005e-05
2368,2368,4.1799773e-05
21482,21482,4.179893e-05
3447,3447,4.1796113e-05
5496,5496,4.1795796e-05
14640,14640,4.1795276e-05
20082,20082,4.179446e-05
20939,20939,4.179368e-05
178,178,4.179265e-05
1399,1399,4.1790343e-05
1913,1913,4.1789535e-05
19302,19302,4.1788804e-05
6522,6522,4.178863e-05
338,338,4.178843e-05
21302,21302,4.1787756e-05
11960,11960,4.178665e-05
17241,17241,4.178658e-05
9408,9408,4.1786323e-05
14202,14202,4.178613e-05
8665,8665,4.178538e-05
10044,10044,4.178508e-05
17236,17236,4.178422e-05
770,770,4.178292e-05
6208,6208,4.178159e-05
20675,20675,4.1781506e-05
19432,19432,4.1780564e-05
5227,5227,4.1780386e-05
18988,18988,4.178017e-05
20926,20926,4.1780146e-05
5691,5691,4.177977e-05
11961,11961,4.177844e-05
7205,7205,4.1777646e-05
11683,11683,4.1777344e-05
17143,17143,4.1775977e-05
19414,19414,4.177497e-05
335,335,4.177354e-05
2867,2867,4.177328e-05
16882,16882,4.177304e-05
19199,19199,4.1772713e-05
21718,21718,4.1770967e-05
17277,17277,4.177027e-05
6595,6595,4.1770203e-05
7,7,4.1766896e-05
12262,12262,4.1766743e-05
6551,6551,4.1766663e-05
17201,17201,4.176591e-05
8720,8720,4.176485e-05
20906,20906,4.1764655e-05
6823,6823,4.1761392e-05
14997,14997,4.1758223e-05
19225,19225,4.175599e-05
6071,6071,4.1755666e-05
21758,21758,4.175428e-05
20048,20048,4.1752955e-05
12510,12510,4.1748615e-05
13244,13244,4.1747728e-05
20441,20441,4.174647e-05
20900,20900,4.1744177e-05
22256,22256,4.1743893e-05
3955,3955,4.1743315e-05
1562,1562,4.1742864e-05
8183,8183,4.1742845e-05
16861,16861,4.1742835e-05
20559,20559,4.174196e-05
7851,7851,4.17415e-05
6233,6233,4.174124e-05
5472,5472,4.1740837e-05
19640,19640,4.1738796e-05
9837,9837,4.173859e-05
10886,10886,4.1737534e-05
16246,16246,4.17374e-05
8567,8567,4.173659e-05
16319,16319,4.173585e-05
18603,18603,4.173456e-05
2914,2914,4.1733707e-05
9872,9872,4.1733547e-05
254,254,4.1733496e-05
13058,13058,4.1733012e-05
11436,11436,4.1731506e-05
16925,16925,4.173074e-05
15280,15280,4.1730324e-05
20266,20266,4.1729418e-05
14851,14851,4.1729167e-05
15637,15637,4.1729e-05
1831,1831,4.172894e-05
4567,4567,4.172505e-05
13580,13580,4.172503e-05
15355,15355,4.1723797e-05
9266,9266,4.1723146e-05
22302,22302,4.1722906e-05
714,714,4.172266e-05
972,972,4.1722524e-05
11877,11877,4.171962e-05
10786,10786,4.1718788e-05
15174,15174,4.171788e-05
13065,13065,4.171706e-05
9742,9742,4.1716954e-05
10834,10834,4.1714742e-05
21843,21843,4.171467e-05
21109,21109,4.1714535e-05
9421,9421,4.1712505e-05
2677,2677,4.1712403e-05
274,274,4.1712243e-05
5282,5282,4.171182e-05
17105,17105,4.1711723e-05
17742,17742,4.170382e-05
4465,4465,4.1703704e-05
11012,11012,4.170095e-05
1498,1498,4.17008e-05
10495,10495,4.1700707e-05
3889,3889,4.170026e-05
12964,12964,4.1699994e-05
9107,9107,4.1697655e-05
6408,6408,4.1695504e-05
226,226,4.169456e-05
9616,9616,4.1693926e-05
13121,13121,4.1692845e-05
15728,15728,4.169205e-05
13308,13308,4.169196e-05
11370,11370,4.169194e-05
18631,18631,4.1691368e-05
19351,19351,4.1690724e-05
20036,20036,4.1689873e-05
16916,16916,4.1688898e-05
5081,5081,4.1688254e-05
17923,17923,4.16876e-05
11408,11408,4.168667e-05
9751,9751,4.1685973e-05
11759,11759,4.168562e-05
2963,2963,4.168337e-05
1063,1063,4.168334e-05
4541,4541,4.1682433e-05
3660,3660,4.168169e-05
10290,10290,4.168104e-05
5063,5063,4.168037e-05
3700,3700,4.1679916e-05
11516,11516,4.167969e-05
11717,11717,4.1678777e-05
10671,10671,4.167838e-05
15520,15520,4.1678104e-05
21959,21959,4.1676467e-05
8033,8033,4.1674866e-05
9769,9769,4.167303e-05
17283,17283,4.1672633e-05
3586,3586,4.1672367e-05
2839,2839,4.167112e-05
18434,18434,4.167107e-05
8374,8374,4.1670508e-05
6368,6368,4.1669053e-05
11930,11930,4.1667903e-05
21678,21678,4.1667696e-05
6253,6253,4.1667146e-05
10187,10187,4.1666943e-05
15469,15469,4.1666466e-05
1740,1740,4.1665437e-05
837,837,4.1664494e-05
13340,13340,4.166276e-05
18458,18458,4.1661515e-05
7669,7669,4.16604e-05
13222,13222,4.166e-05
22074,22074,4.165924e-05
4706,4706,4.1657557e-05
8833,8833,4.1653617e-05
21167,21167,4.165353e-05
2502,2502,4.1653202e-05
6111,6111,4.1652336e-05
3957,3957,4.165208e-05
6298,6298,4.1651943e-05
2430,2430,4.1649233e-05
20287,20287,4.1647814e-05
14688,14688,4.164683e-05
3937,3937,4.1642936e-05
19731,19731,4.164221e-05
15439,15439,4.1641808e-05
12075,12075,4.1640986e-05
4961,4961,4.163665e-05
1885,1885,4.163539e-05
18075,18075,4.1632335e-05
4839,4839,4.1631753e-05
20196,20196,4.1631596e-05
916,916,4.163112e-05
18028,18028,4.1630978e-05
19672,19672,4.163088e-05
19126,19126,4.162965e-05
6782,6782,4.1629475e-05
17789,17789,4.1628995e-05
12535,12535,4.1628686e-05
372,372,4.1628453e-05
16530,16530,4.1627172e-05
15478,15478,4.162619e-05
1624,1624,4.16259e-05
4646,4646,4.1625364e-05
4394,4394,4.162412e-05
18293,18293,4.1623483e-05
6086,6086,4.162258e-05
10189,10189,4.1621966e-05
6984,6984,4.1620395e-05
20299,20299,4.161986e-05
4468,4468,4.1618674e-05
12421,12421,4.161749e-05
11869,11869,4.16153e-05
18223,18223,4.161468e-05
21967,21967,4.161458e-05
12904,12904,4.161385e-05
3892,3892,4.161384e-05
12285,12285,4.1613326e-05
3770,3770,4.1612202e-05
16684,16684,4.161146e-05
19878,19878,4.1611343e-05
5319,5319,4.1611267e-05
10794,10794,4.1608197e-05
6763,6763,4.1608142e-05
13095,13095,4.16062e-05
6070,6070,4.160379e-05
3244,3244,4.1602478e-05
15358,15358,4.1598254e-05
22177,22177,4.1596617e-05
15899,15899,4.1596493e-05
21693,21693,4.1596453e-05
11724,11724,4.159573e-05
20753,20753,4.1595184e-05
5666,5666,4.1590458e-05
19113,19113,4.1589577e-05
7067,7067,4.1587657e-05
17132,17132,4.1587442e-05
7648,7648,4.158649e-05
14268,14268,4.158395e-05
17152,17152,4.1583517e-05
4949,4949,4.1582913e-05
6192,6192,4.1582138e-05
18551,18551,4.1580835e-05
21068,21068,4.1579777e-05
3661,3661,4.1576557e-05
15017,15017,4.1576517e-05
18770,18770,4.157491e-05
847,847,4.1574105e-05
7913,7913,4.157313e-05
21885,21885,4.1572705e-05
3993,3993,4.1572363e-05
20560,20560,4.15722e-05
8248,8248,4.1571326e-05
6479,6479,4.1568586e-05
19057,19057,4.1567488e-05
15422,15422,4.156709e-05
7918,7918,4.1566527e-05
9038,9038,4.156511e-05
19255,19255,4.156438e-05
18494,18494,4.1563664e-05
10772,10772,4.1563642e-05
21880,21880,4.1560692e-05
7519,7519,4.155998e-05
6892,6892,4.15587e-05
12824,12824,4.155768e-05
7658,7658,4.155747e-05
15,15,4.155694e-05
9011,9011,4.1556465e-05
5356,5356,4.155612e-05
10930,10930,4.1552314e-05
17714,17714,4.155128e-05
11851,11851,4.1550044e-05
12736,12736,4.1549523e-05
9345,9345,4.154912e-05
6822,6822,4.154827e-05
21402,21402,4.1547115e-05
8586,8586,4.154657e-05
7180,7180,4.1546275e-05
6191,6191,4.1545944e-05
6351,6351,4.154523e-05
10521,10521,4.1544616e-05
19596,19596,4.154449e-05
20630,20630,4.15444e-05
6890,6890,4.1543877e-05
13140,13140,4.1543397e-05
17272,17272,4.154254e-05
6694,6694,4.154156e-05
3717,3717,4.1539715e-05
22186,22186,4.1539413e-05
19661,19661,4.153906e-05
19558,19558,4.153862e-05
17909,17909,4.1537885e-05
7589,7589,4.153578e-05
2703,2703,4.153458e-05
2120,2120,4.1534397e-05
9325,9325,4.153211e-05
1793,1793,4.1529293e-05
15877,15877,4.1528652e-05
20612,20612,4.152803e-05
3158,3158,4.1524894e-05
4208,4208,4.1524334e-05
14647,14647,4.152296e-05
16683,16683,4.1522624e-05
3467,3467,4.1522297e-05
2187,2187,4.152208e-05
175,175,4.1521092e-05
7194,7194,4.1520863e-05
3741,3741,4.152015e-05
18060,18060,4.1519623e-05
1242,1242,4.151948e-05
18221,18221,4.1519248e-05
6726,6726,4.1516487e-05
1659,1659,4.151639e-05
9635,9635,4.151617e-05
21507,21507,4.1515676e-05
21176,21176,4.151523e-05
4624,4624,4.151414e-05
9062,9062,4.1512383e-05
8272,8272,4.1509622e-05
5258,5258,4.1509426e-05
15343,15343,4.1509065e-05
12518,12518,4.1507483e-05
15260,15260,4.1506813e-05
9955,9955,4.150573e-05
17593,17593,4.1501724e-05
13258,13258,4.1499756e-05
22263,22263,4.149903e-05
12577,12577,4.1497253e-05
12623,12623,4.1496456e-05
13297,13297,4.1496085e-05
20312,20312,4.1494826e-05
4718,4718,4.149198e-05
12076,12076,4.149038e-05
10109,10109,4.1490246e-05
1150,1150,4.1488678e-05
20597,20597,4.1488423e-05
13974,13974,4.1486735e-05
15926,15926,4.1485127e-05
1588,1588,4.1483676e-05
636,636,4.148345e-05
18583,18583,4.1480118e-05
20380,20380,4.1480005e-05
21474,21474,4.1479878e-05
4261,4261,4.1479838e-05
7924,7924,4.147513e-05
3978,3978,4.1474766e-05
13497,13497,4.147074e-05
14035,14035,4.1469797e-05
22436,22436,4.146885e-05
18379,18379,4.1467916e-05
4022,4022,4.1467432e-05
696,696,4.14673e-05
1311,1311,4.146686e-05
21347,21347,4.1466283e-05
20438,20438,4.146327e-05
18753,18753,4.1462605e-05
21310,21310,4.1462463e-05
1847,1847,4.1460116e-05
15546,15546,4.145779e-05
21409,21409,4.145665e-05
10878,10878,4.1455438e-05
17697,17697,4.145505e-05
2154,2154,4.1453874e-05
7872,7872,4.145295e-05
11527,11527,4.1452033e-05
9557,9557,4.1451593e-05
20631,20631,4.1451087e-05
13380,13380,4.1450578e-05
14904,14904,4.1444262e-05
15286,15286,4.144362e-05
410,410,4.1443443e-05
3946,3946,4.144325e-05
17739,17739,4.144264e-05
6128,6128,4.144065e-05
9192,9192,4.144051e-05
