Neuron,Cluster,TSNE_1,TSNE_2,NeuronName,SymbolicRole
Neuron_411,0,0.07788767,6.3514843,Unlabeled,Effector 🔧
Neuron_412,6,-27.717726,9.248593,Unlabeled,Integrator 🧠
Neuron_413,0,35.443092,13.910596,Unlabeled,Effector 🔧
Neuron_414,0,-3.5527503,4.568943,Unlabeled,Effector 🔧
Neuron_415,0,26.502897,-6.600422,Unlabeled,Effector 🔧
Neuron_416,6,-7.320376,4.761233,Unlabeled,Integrator 🧠
Neuron_417,0,2.81728,-19.409565,Unlabeled,Effector 🔧
Neuron_418,6,-27.314049,8.574473,Unlabeled,Integrator 🧠
Neuron_419,0,-9.664046,-19.613415,Unlabeled,Effector 🔧
Neuron_420,0,-5.6659236,-19.577597,Unlabeled,Effector 🔧
Neuron_421,0,-8.462611,-18.439695,Unlabeled,Effector 🔧
Neuron_422,6,-25.877033,8.338963,Unlabeled,Integrator 🧠
Neuron_423,0,43.894016,16.336304,Unlabeled,Effector 🔧
Neuron_424,0,-10.435954,-17.902252,Unlabeled,Effector 🔧
Neuron_425,0,3.5280027,6.8044252,Unlabeled,Effector 🔧
Neuron_426,6,-6.280076,8.8526325,Unlabeled,Integrator 🧠
Neuron_427,0,30.034693,5.526398,Unlabeled,Effector 🔧
Neuron_428,6,-32.46556,2.2295518,Unlabeled,Integrator 🧠
Neuron_429,6,-13.304618,6.4490647,Unlabeled,Integrator 🧠
Neuron_430,0,0.54120684,7.77089,Unlabeled,Effector 🔧
Neuron_431,6,-11.003345,-17.170746,Unlabeled,Integrator 🧠
Neuron_432,6,-7.887028,9.041966,Unlabeled,Integrator 🧠
Neuron_433,0,38.51938,9.390964,Unlabeled,Effector 🔧
Neuron_434,0,14.687393,-17.109688,Unlabeled,Effector 🔧
Neuron_435,0,29.148952,2.588355,Unlabeled,Effector 🔧
Neuron_436,0,2.9351745,-11.074784,Unlabeled,Effector 🔧
Neuron_437,0,41.44078,-6.627413,Unlabeled,Effector 🔧
Neuron_438,0,23.419786,-2.3885636,Unlabeled,Effector 🔧
Neuron_439,6,-39.59081,15.722624,Unlabeled,Integrator 🧠
Neuron_440,0,0.059326746,-18.966208,Unlabeled,Effector 🔧
Neuron_441,6,-18.052282,-5.4489927,Unlabeled,Integrator 🧠
Neuron_442,0,14.361355,-18.496914,Unlabeled,Effector 🔧
Neuron_443,6,-37.24725,17.4887,Unlabeled,Integrator 🧠
Neuron_444,0,12.4481535,-18.290007,Unlabeled,Effector 🔧
Neuron_445,0,17.028713,9.530504,Unlabeled,Effector 🔧
Neuron_446,0,34.323837,7.69114,Unlabeled,Effector 🔧
Neuron_447,6,-13.498764,5.8338623,Unlabeled,Integrator 🧠
Neuron_448,0,23.221197,-7.5128617,Unlabeled,Effector 🔧
Neuron_449,0,2.5790343,9.304157,Unlabeled,Effector 🔧
Neuron_450,0,-1.0117606,11.341387,Unlabeled,Effector 🔧
Neuron_451,0,4.258356,6.884404,Unlabeled,Effector 🔧
Neuron_452,6,-7.402018,9.468682,Unlabeled,Integrator 🧠
Neuron_453,6,-11.426228,5.4230475,Unlabeled,Integrator 🧠
Neuron_454,0,4.067837,7.680553,Unlabeled,Effector 🔧
Neuron_455,6,-25.925629,8.627597,Unlabeled,Integrator 🧠
Neuron_456,6,-31.849249,14.16438,Unlabeled,Integrator 🧠
Neuron_457,0,-0.4135484,-19.940233,Unlabeled,Effector 🔧
Neuron_458,0,17.373867,-15.44657,Unlabeled,Effector 🔧
Neuron_459,0,28.90836,0.6108252,Unlabeled,Effector 🔧
Neuron_460,0,35.736725,9.485012,Unlabeled,Effector 🔧
Neuron_461,0,-4.628409,6.025219,Unlabeled,Effector 🔧
Neuron_462,6,-24.175814,5.0490932,Unlabeled,Integrator 🧠
Neuron_463,0,18.398916,11.545971,Unlabeled,Effector 🔧
Neuron_464,0,0.36237612,11.300212,Unlabeled,Effector 🔧
Neuron_465,0,3.176363,-20.13744,Unlabeled,Effector 🔧
Neuron_466,0,40.570683,22.061243,Unlabeled,Effector 🔧
Neuron_467,0,14.396798,7.8072934,Unlabeled,Effector 🔧
Neuron_468,0,42.453346,4.9125032,Unlabeled,Effector 🔧
Neuron_469,0,1.271916,11.574569,Unlabeled,Effector 🔧
Neuron_470,0,37.752106,6.127326,Unlabeled,Effector 🔧
Neuron_471,0,32.79549,1.8217667,Unlabeled,Effector 🔧
Neuron_472,6,-19.449152,4.874232,Unlabeled,Integrator 🧠
Neuron_473,6,-19.51843,-13.708945,Unlabeled,Integrator 🧠
Neuron_474,0,25.411558,-8.257658,Unlabeled,Effector 🔧
Neuron_475,6,-26.528488,9.354972,Unlabeled,Integrator 🧠
Neuron_476,0,18.589888,-12.504962,Unlabeled,Effector 🔧
Neuron_477,6,-35.34829,15.865815,Unlabeled,Integrator 🧠
Neuron_478,0,28.52894,-5.175109,Unlabeled,Effector 🔧
Neuron_479,6,-31.17408,12.699429,Unlabeled,Integrator 🧠
Neuron_480,6,-11.82752,-18.99,Unlabeled,Integrator 🧠
Neuron_481,0,13.086632,-19.578608,Unlabeled,Effector 🔧
Neuron_482,6,-35.399647,15.589614,Unlabeled,Integrator 🧠
Neuron_483,0,32.638752,1.7856631,Unlabeled,Effector 🔧
Neuron_484,0,35.86978,20.66941,Unlabeled,Effector 🔧
Neuron_485,0,32.818974,19.71827,Unlabeled,Effector 🔧
Neuron_486,0,16.058056,9.862479,Unlabeled,Effector 🔧
Neuron_487,0,31.474916,4.703916,Unlabeled,Effector 🔧
Neuron_488,0,0.06391474,-20.973948,Unlabeled,Effector 🔧
Neuron_489,0,-1.8866674,8.893348,Unlabeled,Effector 🔧
Neuron_490,0,17.717922,5.8874035,Unlabeled,Effector 🔧
Neuron_491,0,32.199398,19.27806,Unlabeled,Effector 🔧
Neuron_492,0,-0.117522515,11.484378,Unlabeled,Effector 🔧
Neuron_493,0,16.242273,-17.653488,Unlabeled,Effector 🔧
Neuron_494,6,-25.205162,-6.6773105,Unlabeled,Integrator 🧠
Neuron_495,0,2.8615754,10.749675,Unlabeled,Effector 🔧
Neuron_496,0,-0.41901672,7.3531456,Unlabeled,Effector 🔧
Neuron_497,6,-15.194171,6.004698,Unlabeled,Integrator 🧠
Neuron_498,0,34.336277,20.690422,Unlabeled,Effector 🔧
Neuron_499,0,30.66051,13.104429,Unlabeled,Effector 🔧
Neuron_500,0,32.80326,20.050327,Unlabeled,Effector 🔧
Neuron_501,0,36.408333,19.971176,Unlabeled,Effector 🔧
Neuron_502,0,30.640018,17.949774,Unlabeled,Effector 🔧
Neuron_503,6,-7.7724023,9.277604,Unlabeled,Integrator 🧠
Neuron_504,0,5.185888,7.795686,Unlabeled,Effector 🔧
Neuron_505,0,4.1615477,8.019757,Unlabeled,Effector 🔧
Neuron_506,0,45.057972,17.674206,Unlabeled,Effector 🔧
Neuron_507,6,-14.145779,6.7775483,Unlabeled,Integrator 🧠
Neuron_508,0,-5.082838,12.136207,Unlabeled,Effector 🔧
Neuron_509,0,0.06685981,8.005582,Unlabeled,Effector 🔧
Neuron_510,6,-13.142017,7.061987,Unlabeled,Integrator 🧠
Neuron_511,6,-18.834906,3.4738867,Unlabeled,Integrator 🧠
Neuron_512,0,-2.0269349,11.595436,Unlabeled,Effector 🔧
Neuron_513,6,-6.2569513,4.5024247,Unlabeled,Integrator 🧠
Neuron_514,6,-41.829502,9.8669,Unlabeled,Integrator 🧠
Neuron_515,6,-14.327352,6.923443,Unlabeled,Integrator 🧠
Neuron_516,6,-23.733776,4.9429646,Unlabeled,Integrator 🧠
Neuron_517,6,-35.545982,11.145275,Unlabeled,Integrator 🧠
Neuron_518,0,16.215733,8.9227915,Unlabeled,Effector 🔧
Neuron_519,6,-5.3786893,6.115581,Unlabeled,Integrator 🧠
Neuron_520,6,-21.267693,5.9599214,Unlabeled,Integrator 🧠
Neuron_521,6,-5.8322554,3.0806773,Unlabeled,Integrator 🧠
Neuron_522,0,48.513863,-3.3595614,Unlabeled,Effector 🔧
Neuron_523,0,1.9118334,9.634816,Unlabeled,Effector 🔧
Neuron_524,0,16.316708,11.064479,Unlabeled,Effector 🔧
Neuron_525,0,-2.1465874,8.988735,Unlabeled,Effector 🔧
Neuron_526,3,-52.878685,19.061893,Unlabeled,Sensor 🧿
Neuron_527,6,-29.936089,9.065057,Unlabeled,Integrator 🧠
Neuron_528,6,-9.935556,5.775149,Unlabeled,Integrator 🧠
Neuron_529,0,41.549706,-9.620935,Unlabeled,Effector 🔧
Neuron_530,0,-1.4443897,-22.59323,Unlabeled,Effector 🔧
Neuron_531,0,0.7879868,-15.473304,Unlabeled,Effector 🔧
Neuron_532,0,0.48498136,-18.314434,Unlabeled,Effector 🔧
Neuron_533,6,-14.915785,-5.140519,Unlabeled,Integrator 🧠
Neuron_534,0,29.092356,-8.734502,Unlabeled,Effector 🔧
Neuron_535,0,17.975838,-14.922585,Unlabeled,Effector 🔧
Neuron_536,6,-9.855579,7.934361,Unlabeled,Integrator 🧠
Neuron_537,0,-0.7940172,-13.897698,Unlabeled,Effector 🔧
Neuron_538,6,-19.597576,-3.4449441,Unlabeled,Integrator 🧠
Neuron_539,6,-20.00028,4.6435413,Unlabeled,Integrator 🧠
Neuron_540,0,-0.5405907,-16.942104,Unlabeled,Effector 🔧
Neuron_541,0,14.642266,-14.838057,Unlabeled,Effector 🔧
Neuron_542,0,1.3949002,-18.672358,Unlabeled,Effector 🔧
Neuron_543,6,-17.984324,4.5517864,Unlabeled,Integrator 🧠
Neuron_544,0,14.186445,-16.72417,Unlabeled,Effector 🔧
Neuron_545,0,1.998951,-19.423288,Unlabeled,Effector 🔧
Neuron_546,0,-4.214288,10.033725,Unlabeled,Effector 🔧
Neuron_547,6,-23.641287,-7.8194947,Unlabeled,Integrator 🧠
Neuron_548,6,-27.042465,9.690649,Unlabeled,Integrator 🧠
Neuron_549,6,-26.91,9.632603,Unlabeled,Integrator 🧠
Neuron_550,0,14.940422,-17.169243,Unlabeled,Effector 🔧
Neuron_551,6,-8.287512,5.450271,Unlabeled,Integrator 🧠
Neuron_552,0,-5.4486566,-17.467966,Unlabeled,Effector 🔧
Neuron_553,0,1.312699,8.287993,Unlabeled,Effector 🔧
Neuron_554,6,-9.990566,-15.260536,Unlabeled,Integrator 🧠
Neuron_555,0,-4.6422033,4.539566,Unlabeled,Effector 🔧
Neuron_556,6,-9.688292,-16.29427,Unlabeled,Integrator 🧠
Neuron_557,0,13.040238,-17.384306,Unlabeled,Effector 🔧
Neuron_558,0,34.289494,3.108629,Unlabeled,Effector 🔧
Neuron_559,0,33.71377,5.165974,Unlabeled,Effector 🔧
Neuron_560,0,6.5518394,-15.268367,Unlabeled,Effector 🔧
Neuron_561,0,34.650887,5.9288907,Unlabeled,Effector 🔧
Neuron_562,0,53.109745,-0.46796173,Unlabeled,Effector 🔧
Neuron_563,6,-17.791,5.5562253,Unlabeled,Integrator 🧠
Neuron_564,0,18.369753,-14.485207,Unlabeled,Effector 🔧
Neuron_565,0,18.1655,-13.605272,Unlabeled,Effector 🔧
Neuron_566,0,15.442523,-13.3602705,Unlabeled,Effector 🔧
Neuron_567,0,21.45674,-10.165839,Unlabeled,Effector 🔧
Neuron_568,0,10.798661,-18.267588,Unlabeled,Effector 🔧
Neuron_569,6,-12.48348,-18.003212,Unlabeled,Integrator 🧠
Neuron_570,0,26.578518,0.47248945,Unlabeled,Effector 🔧
Neuron_571,0,0.07418409,10.107897,Unlabeled,Effector 🔧
Neuron_572,0,41.722553,4.440337,Unlabeled,Effector 🔧
Neuron_573,0,35.71639,11.059097,Unlabeled,Effector 🔧
Neuron_574,0,41.723354,4.44037,Unlabeled,Effector 🔧
Neuron_575,0,1.4028139,10.4064045,Unlabeled,Effector 🔧
Neuron_576,0,45.60356,-0.73300976,Unlabeled,Effector 🔧
Neuron_577,0,2.626171,-11.455251,Unlabeled,Effector 🔧
Neuron_578,6,-30.748302,13.270442,Unlabeled,Integrator 🧠
Neuron_579,6,-28.099651,-2.8087728,Unlabeled,Integrator 🧠
Neuron_580,0,13.517045,-18.434122,Unlabeled,Effector 🔧
Neuron_581,6,-11.808741,6.8715687,Unlabeled,Integrator 🧠
Neuron_582,0,2.1282716,-17.819752,Unlabeled,Effector 🔧
Neuron_583,6,-11.912775,-17.80321,Unlabeled,Integrator 🧠
Neuron_584,6,-19.891245,-7.3583293,Unlabeled,Integrator 🧠
Neuron_585,6,-23.535154,-5.596322,Unlabeled,Integrator 🧠
Neuron_586,6,-16.619152,-13.690875,Unlabeled,Integrator 🧠
Neuron_587,6,-9.493522,6.063622,Unlabeled,Integrator 🧠
Neuron_588,6,-11.071753,6.9337573,Unlabeled,Integrator 🧠
Neuron_589,0,-2.088418,-16.412088,Unlabeled,Effector 🔧
Neuron_590,0,3.904007,10.207798,Unlabeled,Effector 🔧
Neuron_591,0,17.473656,8.9082985,Unlabeled,Effector 🔧
Neuron_592,0,-3.2699192,10.018924,Unlabeled,Effector 🔧
Neuron_593,0,41.60318,4.2832355,Unlabeled,Effector 🔧
Neuron_594,0,2.9229693,-22.634188,Unlabeled,Effector 🔧
Neuron_595,0,-2.745642,-23.088966,Unlabeled,Effector 🔧
Neuron_596,0,-3.681523,10.506767,Unlabeled,Effector 🔧
Neuron_597,0,1.9758114,11.11304,Unlabeled,Effector 🔧
Neuron_598,0,-2.228393,10.456029,Unlabeled,Effector 🔧
Neuron_599,0,31.015255,18.952526,Unlabeled,Effector 🔧
Neuron_600,0,21.518824,-4.9217696,Unlabeled,Effector 🔧
Neuron_601,0,-10.287906,-23.735144,Unlabeled,Effector 🔧
Neuron_602,0,2.112437,-18.191355,Unlabeled,Effector 🔧
Neuron_603,6,-22.68143,-9.243051,Unlabeled,Integrator 🧠
Neuron_604,6,-23.270082,-8.623312,Unlabeled,Integrator 🧠
Neuron_605,0,6.292194,-22.31733,Unlabeled,Effector 🔧
Neuron_606,6,-8.2247505,8.821482,Unlabeled,Integrator 🧠
Neuron_607,6,-11.251551,-19.275116,Unlabeled,Integrator 🧠
Neuron_608,0,-0.23752455,-21.712685,Unlabeled,Effector 🔧
Neuron_609,0,6.1282387,-15.774968,Unlabeled,Effector 🔧
Neuron_610,6,-9.845672,6.3436036,Unlabeled,Integrator 🧠
Neuron_611,6,-20.798542,-9.748261,Unlabeled,Integrator 🧠
Neuron_612,0,14.32722,-16.263874,Unlabeled,Effector 🔧
Neuron_613,6,-30.519186,2.262847,Unlabeled,Integrator 🧠
Neuron_614,6,-14.069017,-16.462416,Unlabeled,Integrator 🧠
Neuron_615,6,-24.466595,-6.7191176,Unlabeled,Integrator 🧠
Neuron_616,0,-8.171663,-21.61868,Unlabeled,Effector 🔧
Neuron_617,6,-17.672985,-7.941435,Unlabeled,Integrator 🧠
Neuron_618,0,13.857241,-19.89504,Unlabeled,Effector 🔧
Neuron_619,0,18.937065,-16.706596,Unlabeled,Effector 🔧
Neuron_620,6,-19.159723,-11.381867,Unlabeled,Integrator 🧠
Neuron_621,0,-3.1555521,-15.136028,Unlabeled,Effector 🔧
Neuron_622,6,-18.981213,-4.4764996,Unlabeled,Integrator 🧠
Neuron_623,0,-10.201439,-19.74062,Unlabeled,Effector 🔧
Neuron_624,6,-17.745436,-8.305961,Unlabeled,Integrator 🧠
Neuron_625,6,-43.53107,15.74133,Unlabeled,Integrator 🧠
Neuron_626,6,-22.254568,0.5207642,Unlabeled,Integrator 🧠
Neuron_627,6,-21.209589,-1.9585868,Unlabeled,Integrator 🧠
Neuron_628,0,13.250114,-20.496075,Unlabeled,Effector 🔧
Neuron_629,6,-21.089272,-2.3052914,Unlabeled,Integrator 🧠
Neuron_630,0,-0.9349235,-20.704956,Unlabeled,Effector 🔧
Neuron_631,6,-34.47221,14.257161,Unlabeled,Integrator 🧠
Neuron_632,6,-25.277695,6.8200665,Unlabeled,Integrator 🧠
Neuron_633,6,-40.827625,16.06224,Unlabeled,Integrator 🧠
Neuron_634,6,-25.759775,-5.9052434,Unlabeled,Integrator 🧠
Neuron_635,0,-4.976854,8.577788,Unlabeled,Effector 🔧
Neuron_636,6,-20.900856,4.9988894,Unlabeled,Integrator 🧠
Neuron_637,6,-34.312534,13.741129,Unlabeled,Integrator 🧠
Neuron_638,6,-33.999245,10.391323,Unlabeled,Integrator 🧠
Neuron_639,6,-13.0816765,5.090507,Unlabeled,Integrator 🧠
Neuron_640,6,-12.58189,7.0933123,Unlabeled,Integrator 🧠
Neuron_641,0,-4.0354753,6.7172484,Unlabeled,Effector 🔧
Neuron_642,0,-2.386069,6.532166,Unlabeled,Effector 🔧
Neuron_643,0,4.5529613,8.309814,Unlabeled,Effector 🔧
Neuron_644,0,3.0147195,6.749466,Unlabeled,Effector 🔧
Neuron_645,0,1.7275774,8.696193,Unlabeled,Effector 🔧
Neuron_646,0,-4.6442504,6.690087,Unlabeled,Effector 🔧
Neuron_647,0,45.4349,18.37654,Unlabeled,Effector 🔧
Neuron_648,6,-13.078695,5.449107,Unlabeled,Integrator 🧠
Neuron_649,6,-26.504398,3.4935138,Unlabeled,Integrator 🧠
Neuron_650,0,18.428648,11.543171,Unlabeled,Effector 🔧
Neuron_651,0,-4.790875,6.2852316,Unlabeled,Effector 🔧
Neuron_652,6,-12.047871,5.5468435,Unlabeled,Integrator 🧠
Neuron_653,0,1.6186905,7.0155478,Unlabeled,Effector 🔧
Neuron_654,0,47.856438,12.784915,Unlabeled,Effector 🔧
Neuron_655,0,5.0608816,8.421607,Unlabeled,Effector 🔧
Neuron_656,3,-50.06402,18.773573,Unlabeled,Sensor 🧿
Neuron_657,6,-31.470303,3.5025673,Unlabeled,Integrator 🧠
Neuron_658,6,-7.9085784,10.516061,Unlabeled,Integrator 🧠
Neuron_659,0,-0.75692075,6.818643,Unlabeled,Effector 🔧
Neuron_660,0,-2.5802774,7.0725965,Unlabeled,Effector 🔧
Neuron_661,6,-12.785676,7.578211,Unlabeled,Integrator 🧠
Neuron_662,6,-10.795501,-14.474207,Unlabeled,Integrator 🧠
Neuron_663,6,-31.492376,12.502263,Unlabeled,Integrator 🧠
Neuron_664,6,-26.92643,7.120533,Unlabeled,Integrator 🧠
Neuron_665,6,-5.698221,6.0194964,Unlabeled,Integrator 🧠
Neuron_666,0,56.950157,22.084839,Unlabeled,Effector 🔧
Neuron_667,6,-45.091763,16.784424,Unlabeled,Integrator 🧠
Neuron_668,6,-26.830935,-8.025795,Unlabeled,Integrator 🧠
Neuron_669,0,18.055933,-8.845754,Unlabeled,Effector 🔧
Neuron_670,6,-31.267548,1.2805461,Unlabeled,Integrator 🧠
Neuron_671,6,-32.607758,2.9709418,Unlabeled,Integrator 🧠
Neuron_672,6,-31.832294,2.6613631,Unlabeled,Integrator 🧠
Neuron_673,6,-32.049534,2.9048874,Unlabeled,Integrator 🧠
Neuron_674,6,-37.913483,7.7447996,Unlabeled,Integrator 🧠
Neuron_675,6,-38.292553,8.11419,Unlabeled,Integrator 🧠
Neuron_676,6,-34.196285,5.396242,Unlabeled,Integrator 🧠
Neuron_677,6,-15.834907,-10.653072,Unlabeled,Integrator 🧠
Neuron_678,6,-17.872002,2.939254,Unlabeled,Integrator 🧠
Neuron_679,6,-40.5792,8.602787,Unlabeled,Integrator 🧠
Neuron_680,6,-41.20542,10.038746,Unlabeled,Integrator 🧠
Neuron_681,6,-41.81146,11.115622,Unlabeled,Integrator 🧠
Neuron_682,6,-42.950737,12.930621,Unlabeled,Integrator 🧠
Neuron_683,6,-44.16742,14.358444,Unlabeled,Integrator 🧠
Neuron_684,6,-45.801003,15.71581,Unlabeled,Integrator 🧠
Neuron_685,6,-43.31064,15.253591,Unlabeled,Integrator 🧠
Neuron_686,6,-18.394917,-1.7454988,Unlabeled,Integrator 🧠
Neuron_687,0,-3.3204875,2.2339191,Unlabeled,Effector 🔧
Neuron_688,6,-17.818056,-4.56014,Unlabeled,Integrator 🧠
Neuron_689,0,-1.9827931,-15.477094,Unlabeled,Effector 🔧
Neuron_690,6,-27.465117,9.54534,Unlabeled,Integrator 🧠
Neuron_691,0,1.5767119,-23.30855,Unlabeled,Effector 🔧
Neuron_692,6,-15.970267,-5.0798225,Unlabeled,Integrator 🧠
Neuron_693,6,-16.921993,-4.415266,Unlabeled,Integrator 🧠
Neuron_694,6,-13.364437,-17.003887,Unlabeled,Integrator 🧠
Neuron_695,6,-20.831713,-10.836271,Unlabeled,Integrator 🧠
Neuron_696,0,19.857407,-8.130657,Unlabeled,Effector 🔧
Neuron_697,6,-6.3145165,3.7655237,Unlabeled,Integrator 🧠
Neuron_698,6,-26.1961,6.6455984,Unlabeled,Integrator 🧠
Neuron_699,0,4.879653,-13.967086,Unlabeled,Effector 🔧
Neuron_700,0,7.1751523,-19.353544,Unlabeled,Effector 🔧
Neuron_701,6,-17.349506,0.8838234,Unlabeled,Integrator 🧠
Neuron_702,0,3.128151,8.756431,Unlabeled,Effector 🔧
Neuron_703,6,-15.418076,7.587576,Unlabeled,Integrator 🧠
Neuron_704,0,5.37297,-14.536934,Unlabeled,Effector 🔧
Neuron_705,6,-18.168753,1.5039109,Unlabeled,Integrator 🧠
Neuron_706,6,-8.912467,1.0928253,Unlabeled,Integrator 🧠
Neuron_707,6,-5.554641,4.4882855,Unlabeled,Integrator 🧠
Neuron_708,6,-22.748716,4.368637,Unlabeled,Integrator 🧠
Neuron_709,6,-26.096525,3.6246948,Unlabeled,Integrator 🧠
Neuron_710,6,-23.153177,-10.764426,Unlabeled,Integrator 🧠
Neuron_711,6,-23.108234,-2.8436854,Unlabeled,Integrator 🧠
Neuron_712,6,-24.883638,2.9685564,Unlabeled,Integrator 🧠
Neuron_713,6,-18.33916,-4.0090146,Unlabeled,Integrator 🧠
Neuron_714,6,-15.460995,-11.28114,Unlabeled,Integrator 🧠
Neuron_715,6,-45.66499,20.645819,Unlabeled,Integrator 🧠
Neuron_716,6,-30.483994,3.831421,Unlabeled,Integrator 🧠
Neuron_717,3,-45.870544,20.588642,Unlabeled,Sensor 🧿
Neuron_718,6,-17.909945,-1.2961017,Unlabeled,Integrator 🧠
Neuron_719,0,5.7912173,-10.952797,Unlabeled,Effector 🔧
Neuron_720,0,5.2028985,-11.16107,Unlabeled,Effector 🔧
Neuron_721,0,5.202902,-11.16056,Unlabeled,Effector 🔧
Neuron_722,0,35.682434,-1.4121016,Unlabeled,Effector 🔧
Neuron_723,0,5.2028656,-11.161145,Unlabeled,Effector 🔧
Neuron_724,0,5.202865,-11.161146,Unlabeled,Effector 🔧
Neuron_725,0,35.682514,-1.4120907,Unlabeled,Effector 🔧
Neuron_726,6,-20.304281,2.0109618,Unlabeled,Integrator 🧠
Neuron_727,0,30.107414,-9.931492,Unlabeled,Effector 🔧
Neuron_728,0,36.038616,8.353983,Unlabeled,Effector 🔧
Neuron_729,0,26.954964,-2.866007,Unlabeled,Effector 🔧
Neuron_730,0,36.53686,8.022499,Unlabeled,Effector 🔧
Neuron_731,0,28.300608,-7.925017,Unlabeled,Effector 🔧
Neuron_732,0,15.648328,8.638683,Unlabeled,Effector 🔧
Neuron_733,0,35.261612,13.21458,Unlabeled,Effector 🔧
Neuron_734,0,43.43033,17.369902,Unlabeled,Effector 🔧
Neuron_735,0,43.49316,17.39743,Unlabeled,Effector 🔧
Neuron_736,0,34.994217,14.110899,Unlabeled,Effector 🔧
Neuron_737,0,42.866947,17.48108,Unlabeled,Effector 🔧
Neuron_738,0,43.430565,17.369947,Unlabeled,Effector 🔧
Neuron_739,6,-26.93512,6.22216,Unlabeled,Integrator 🧠
Neuron_740,6,-6.350262,5.2308726,Unlabeled,Integrator 🧠
Neuron_741,6,-22.850037,-2.4361167,Unlabeled,Integrator 🧠
Neuron_742,6,-23.571085,1.7536148,Unlabeled,Integrator 🧠
Neuron_743,6,-22.63744,1.6905437,Unlabeled,Integrator 🧠
Neuron_744,6,-30.45789,3.43557,Unlabeled,Integrator 🧠
Neuron_745,6,-22.567087,-1.4296049,Unlabeled,Integrator 🧠
Neuron_746,6,-26.877659,6.5514927,Unlabeled,Integrator 🧠
Neuron_747,6,-16.138224,6.7394204,Unlabeled,Integrator 🧠
Neuron_748,6,-6.1066847,6.219057,Unlabeled,Integrator 🧠
Neuron_749,6,-14.351494,-12.351805,Unlabeled,Integrator 🧠
Neuron_750,6,-23.34999,-10.8294325,Unlabeled,Integrator 🧠
Neuron_751,6,-14.612459,-12.178699,Unlabeled,Integrator 🧠
Neuron_752,6,-24.833815,3.1539156,Unlabeled,Integrator 🧠
Neuron_753,6,-19.87944,-8.604905,Unlabeled,Integrator 🧠
Neuron_754,3,-59.94966,17.057365,Unlabeled,Sensor 🧿
Neuron_755,7,-70.52302,8.681681,Unlabeled,Relay 🔁
Neuron_756,6,-14.533265,7.875481,Unlabeled,Integrator 🧠
Neuron_757,0,-4.1570272,11.301832,Unlabeled,Effector 🔧
Neuron_758,0,17.675602,10.3054085,Unlabeled,Effector 🔧
Neuron_759,0,6.9411626,-19.508896,Unlabeled,Effector 🔧
Neuron_760,0,-3.3524783,-24.788937,Unlabeled,Effector 🔧
Neuron_761,6,-15.088259,-11.652037,Unlabeled,Integrator 🧠
Neuron_762,6,-24.247208,-4.3424773,Unlabeled,Integrator 🧠
Neuron_763,6,-31.148674,9.113591,Unlabeled,Integrator 🧠
Neuron_764,0,16.166533,9.462025,Unlabeled,Effector 🔧
Neuron_765,6,-39.272686,16.380077,Unlabeled,Integrator 🧠
Neuron_766,6,-34.454876,14.170629,Unlabeled,Integrator 🧠
Neuron_767,3,-48.07908,17.928354,Unlabeled,Sensor 🧿
Neuron_768,6,-38.84562,15.152885,Unlabeled,Integrator 🧠
Neuron_769,6,-32.90498,15.39391,Unlabeled,Integrator 🧠
Neuron_770,6,-44.844254,17.26053,Unlabeled,Integrator 🧠
Neuron_771,6,-36.58708,14.584492,Unlabeled,Integrator 🧠
Neuron_772,6,-38.564857,17.022995,Unlabeled,Integrator 🧠
Neuron_773,6,-26.142303,13.554087,Unlabeled,Integrator 🧠
Neuron_774,6,-12.594447,-3.0356982,Unlabeled,Integrator 🧠
Neuron_775,6,-27.855673,12.989329,Unlabeled,Integrator 🧠
Neuron_776,6,-12.921996,-2.908112,Unlabeled,Integrator 🧠
Neuron_777,6,-32.656082,16.0522,Unlabeled,Integrator 🧠
Neuron_778,0,-3.202752,-15.888406,Unlabeled,Effector 🔧
Neuron_779,6,-14.100575,-2.3901954,Unlabeled,Integrator 🧠
Neuron_780,6,-12.588949,-3.126751,Unlabeled,Integrator 🧠
Neuron_781,6,-11.470937,-3.4699628,Unlabeled,Integrator 🧠
Neuron_782,6,-30.55365,14.321986,Unlabeled,Integrator 🧠
Neuron_783,6,-12.838706,-3.9338725,Unlabeled,Integrator 🧠
Neuron_784,0,2.5713446,-12.147457,Unlabeled,Effector 🔧
Neuron_785,0,2.102179,-13.565666,Unlabeled,Effector 🔧
Neuron_786,6,-32.47751,14.173183,Unlabeled,Integrator 🧠
Neuron_787,6,-43.54928,14.424187,Unlabeled,Integrator 🧠
Neuron_788,0,17.187489,-16.984459,Unlabeled,Effector 🔧
Neuron_789,0,21.385683,-15.840295,Unlabeled,Effector 🔧
Neuron_790,0,21.189516,-16.99393,Unlabeled,Effector 🔧
Neuron_791,0,0.1207627,11.473983,Unlabeled,Effector 🔧
Neuron_792,0,27.981014,-5.1756587,Unlabeled,Effector 🔧
Neuron_793,0,14.410972,-21.291397,Unlabeled,Effector 🔧
Neuron_794,0,21.937687,-16.761183,Unlabeled,Effector 🔧
Neuron_795,0,-4.6933274,2.6393597,Unlabeled,Effector 🔧
Neuron_796,6,-31.599432,13.697508,Unlabeled,Integrator 🧠
Neuron_797,6,-33.178764,14.022417,Unlabeled,Integrator 🧠
Neuron_798,6,-33.253754,14.887161,Unlabeled,Integrator 🧠
