Neuron,Cluster,TSNE_1,TSNE_2,NeuronName,Canonical
Neuron_519,6,-5.3786893,6.115581,Unlabeled,❌
Neuron_520,6,-21.267693,5.9599214,Unlabeled,❌
Neuron_521,6,-5.8322554,3.0806773,Unlabeled,❌
Neuron_522,0,48.513863,-3.3595614,Unlabeled,❌
Neuron_523,0,1.9118334,9.634816,Unlabeled,❌
Neuron_524,0,16.316708,11.064479,Unlabeled,❌
Neuron_525,0,-2.1465874,8.988735,Unlabeled,❌
Neuron_526,3,-52.878685,19.061893,Unlabeled,❌
Neuron_527,6,-29.936089,9.065057,Unlabeled,❌
Neuron_528,6,-9.935556,5.775149,Unlabeled,❌
Neuron_529,0,41.549706,-9.620935,Unlabeled,❌
Neuron_530,0,-1.4443897,-22.59323,Unlabeled,❌
Neuron_531,0,0.7879868,-15.473304,Unlabeled,❌
Neuron_532,0,0.48498136,-18.314434,Unlabeled,❌
Neuron_533,6,-14.915785,-5.140519,Unlabeled,❌
Neuron_534,0,29.092356,-8.734502,Unlabeled,❌
Neuron_535,0,17.975838,-14.922585,Unlabeled,❌
Neuron_536,6,-9.855579,7.934361,Unlabeled,❌
Neuron_537,0,-0.7940172,-13.897698,Unlabeled,❌
Neuron_538,6,-19.597576,-3.4449441,Unlabeled,❌
Neuron_539,6,-20.00028,4.6435413,Unlabeled,❌
Neuron_540,0,-0.5405907,-16.942104,Unlabeled,❌
Neuron_541,0,14.642266,-14.838057,Unlabeled,❌
Neuron_542,0,1.3949002,-18.672358,Unlabeled,❌
Neuron_543,6,-17.984324,4.5517864,Unlabeled,❌
Neuron_544,0,14.186445,-16.72417,Unlabeled,❌
Neuron_545,0,1.998951,-19.423288,Unlabeled,❌
Neuron_546,0,-4.214288,10.033725,Unlabeled,❌
Neuron_547,6,-23.641287,-7.8194947,Unlabeled,❌
Neuron_548,6,-27.042465,9.690649,Unlabeled,❌
Neuron_549,6,-26.91,9.632603,Unlabeled,❌
Neuron_550,0,14.940422,-17.169243,Unlabeled,❌
Neuron_551,6,-8.287512,5.450271,Unlabeled,❌
Neuron_552,0,-5.4486566,-17.467966,Unlabeled,❌
Neuron_553,0,1.312699,8.287993,Unlabeled,❌
Neuron_554,6,-9.990566,-15.260536,Unlabeled,❌
Neuron_555,0,-4.6422033,4.539566,Unlabeled,❌
Neuron_556,6,-9.688292,-16.29427,Unlabeled,❌
Neuron_557,0,13.040238,-17.384306,Unlabeled,❌
Neuron_558,0,34.289494,3.108629,Unlabeled,❌
Neuron_559,0,33.71377,5.165974,Unlabeled,❌
Neuron_560,0,6.5518394,-15.268367,Unlabeled,❌
Neuron_561,0,34.650887,5.9288907,Unlabeled,❌
Neuron_562,0,53.109745,-0.46796173,Unlabeled,❌
Neuron_563,6,-17.791,5.5562253,Unlabeled,❌
Neuron_564,0,18.369753,-14.485207,Unlabeled,❌
Neuron_565,0,18.1655,-13.605272,Unlabeled,❌
Neuron_566,0,15.442523,-13.3602705,Unlabeled,❌
Neuron_567,0,21.45674,-10.165839,Unlabeled,❌
Neuron_568,0,10.798661,-18.267588,Unlabeled,❌
Neuron_569,6,-12.48348,-18.003212,Unlabeled,❌
Neuron_570,0,26.578518,0.47248945,Unlabeled,❌
Neuron_571,0,0.07418409,10.107897,Unlabeled,❌
Neuron_572,0,41.722553,4.440337,Unlabeled,❌
Neuron_573,0,35.71639,11.059097,Unlabeled,❌
Neuron_574,0,41.723354,4.44037,Unlabeled,❌
Neuron_575,0,1.4028139,10.4064045,Unlabeled,❌
Neuron_576,0,45.60356,-0.73300976,Unlabeled,❌
Neuron_577,0,2.626171,-11.455251,Unlabeled,❌
Neuron_578,6,-30.748302,13.270442,Unlabeled,❌
Neuron_579,6,-28.099651,-2.8087728,Unlabeled,❌
Neuron_580,0,13.517045,-18.434122,Unlabeled,❌
Neuron_581,6,-11.808741,6.8715687,Unlabeled,❌
Neuron_582,0,2.1282716,-17.819752,Unlabeled,❌
Neuron_583,6,-11.912775,-17.80321,Unlabeled,❌
Neuron_584,6,-19.891245,-7.3583293,Unlabeled,❌
Neuron_585,6,-23.535154,-5.596322,Unlabeled,❌
Neuron_586,6,-16.619152,-13.690875,Unlabeled,❌
Neuron_587,6,-9.493522,6.063622,Unlabeled,❌
Neuron_588,6,-11.071753,6.9337573,Unlabeled,❌
Neuron_589,0,-2.088418,-16.412088,Unlabeled,❌
Neuron_590,0,3.904007,10.207798,Unlabeled,❌
Neuron_591,0,17.473656,8.9082985,Unlabeled,❌
Neuron_592,0,-3.2699192,10.018924,Unlabeled,❌
Neuron_593,0,41.60318,4.2832355,Unlabeled,❌
Neuron_594,0,2.9229693,-22.634188,Unlabeled,❌
Neuron_595,0,-2.745642,-23.088966,Unlabeled,❌
Neuron_596,0,-3.681523,10.506767,Unlabeled,❌
Neuron_597,0,1.9758114,11.11304,Unlabeled,❌
Neuron_598,0,-2.228393,10.456029,Unlabeled,❌
Neuron_599,0,31.015255,18.952526,Unlabeled,❌
Neuron_600,0,21.518824,-4.9217696,Unlabeled,❌
Neuron_601,0,-10.287906,-23.735144,Unlabeled,❌
Neuron_602,0,2.112437,-18.191355,Unlabeled,❌
Neuron_603,6,-22.68143,-9.243051,Unlabeled,❌
Neuron_604,6,-23.270082,-8.623312,Unlabeled,❌
Neuron_605,0,6.292194,-22.31733,Unlabeled,❌
Neuron_606,6,-8.2247505,8.821482,Unlabeled,❌
Neuron_607,6,-11.251551,-19.275116,Unlabeled,❌
Neuron_608,0,-0.23752455,-21.712685,Unlabeled,❌
Neuron_609,0,6.1282387,-15.774968,Unlabeled,❌
Neuron_610,6,-9.845672,6.3436036,Unlabeled,❌
Neuron_611,6,-20.798542,-9.748261,Unlabeled,❌
Neuron_612,0,14.32722,-16.263874,Unlabeled,❌
Neuron_613,6,-30.519186,2.262847,Unlabeled,❌
Neuron_614,6,-14.069017,-16.462416,Unlabeled,❌
Neuron_615,6,-24.466595,-6.7191176,Unlabeled,❌
Neuron_616,0,-8.171663,-21.61868,Unlabeled,❌
Neuron_617,6,-17.672985,-7.941435,Unlabeled,❌
Neuron_618,0,13.857241,-19.89504,Unlabeled,❌
Neuron_619,0,18.937065,-16.706596,Unlabeled,❌
Neuron_620,6,-19.159723,-11.381867,Unlabeled,❌
Neuron_621,0,-3.1555521,-15.136028,Unlabeled,❌
Neuron_622,6,-18.981213,-4.4764996,Unlabeled,❌
Neuron_623,0,-10.201439,-19.74062,Unlabeled,❌
Neuron_624,6,-17.745436,-8.305961,Unlabeled,❌
Neuron_625,6,-43.53107,15.74133,Unlabeled,❌
Neuron_626,6,-22.254568,0.5207642,Unlabeled,❌
Neuron_627,6,-21.209589,-1.9585868,Unlabeled,❌
Neuron_628,0,13.250114,-20.496075,Unlabeled,❌
Neuron_629,6,-21.089272,-2.3052914,Unlabeled,❌
Neuron_630,0,-0.9349235,-20.704956,Unlabeled,❌
Neuron_631,6,-34.47221,14.257161,Unlabeled,❌
Neuron_632,6,-25.277695,6.8200665,Unlabeled,❌
Neuron_633,6,-40.827625,16.06224,Unlabeled,❌
Neuron_634,6,-25.759775,-5.9052434,Unlabeled,❌
Neuron_635,0,-4.976854,8.577788,Unlabeled,❌
Neuron_636,6,-20.900856,4.9988894,Unlabeled,❌
Neuron_637,6,-34.312534,13.741129,Unlabeled,❌
Neuron_638,6,-33.999245,10.391323,Unlabeled,❌
Neuron_639,6,-13.0816765,5.090507,Unlabeled,❌
Neuron_640,6,-12.58189,7.0933123,Unlabeled,❌
Neuron_641,0,-4.0354753,6.7172484,Unlabeled,❌
Neuron_642,0,-2.386069,6.532166,Unlabeled,❌
Neuron_643,0,4.5529613,8.309814,Unlabeled,❌
Neuron_644,0,3.0147195,6.749466,Unlabeled,❌
Neuron_645,0,1.7275774,8.696193,Unlabeled,❌
Neuron_646,0,-4.6442504,6.690087,Unlabeled,❌
Neuron_647,0,45.4349,18.37654,Unlabeled,❌
Neuron_648,6,-13.078695,5.449107,Unlabeled,❌
Neuron_649,6,-26.504398,3.4935138,Unlabeled,❌
Neuron_650,0,18.428648,11.543171,Unlabeled,❌
Neuron_651,0,-4.790875,6.2852316,Unlabeled,❌
Neuron_652,6,-12.047871,5.5468435,Unlabeled,❌
Neuron_653,0,1.6186905,7.0155478,Unlabeled,❌
Neuron_654,0,47.856438,12.784915,Unlabeled,❌
Neuron_655,0,5.0608816,8.421607,Unlabeled,❌
Neuron_656,3,-50.06402,18.773573,Unlabeled,❌
Neuron_657,6,-31.470303,3.5025673,Unlabeled,❌
Neuron_658,6,-7.9085784,10.516061,Unlabeled,❌
Neuron_659,0,-0.75692075,6.818643,Unlabeled,❌
Neuron_660,0,-2.5802774,7.0725965,Unlabeled,❌
Neuron_661,6,-12.785676,7.578211,Unlabeled,❌
Neuron_662,6,-10.795501,-14.474207,Unlabeled,❌
Neuron_663,6,-31.492376,12.502263,Unlabeled,❌
Neuron_664,6,-26.92643,7.120533,Unlabeled,❌
Neuron_665,6,-5.698221,6.0194964,Unlabeled,❌
Neuron_666,0,56.950157,22.084839,Unlabeled,❌
Neuron_667,6,-45.091763,16.784424,Unlabeled,❌
Neuron_668,6,-26.830935,-8.025795,Unlabeled,❌
Neuron_669,0,18.055933,-8.845754,Unlabeled,❌
Neuron_670,6,-31.267548,1.2805461,Unlabeled,❌
Neuron_671,6,-32.607758,2.9709418,Unlabeled,❌
Neuron_672,6,-31.832294,2.6613631,Unlabeled,❌
Neuron_673,6,-32.049534,2.9048874,Unlabeled,❌
Neuron_674,6,-37.913483,7.7447996,Unlabeled,❌
Neuron_675,6,-38.292553,8.11419,Unlabeled,❌
Neuron_676,6,-34.196285,5.396242,Unlabeled,❌
Neuron_677,6,-15.834907,-10.653072,Unlabeled,❌
Neuron_678,6,-17.872002,2.939254,Unlabeled,❌
Neuron_679,6,-40.5792,8.602787,Unlabeled,❌
Neuron_680,6,-41.20542,10.038746,Unlabeled,❌
Neuron_681,6,-41.81146,11.115622,Unlabeled,❌
Neuron_682,6,-42.950737,12.930621,Unlabeled,❌
Neuron_683,6,-44.16742,14.358444,Unlabeled,❌
Neuron_684,6,-45.801003,15.71581,Unlabeled,❌
Neuron_685,6,-43.31064,15.253591,Unlabeled,❌
Neuron_686,6,-18.394917,-1.7454988,Unlabeled,❌
Neuron_687,0,-3.3204875,2.2339191,Unlabeled,❌
Neuron_688,6,-17.818056,-4.56014,Unlabeled,❌
Neuron_689,0,-1.9827931,-15.477094,Unlabeled,❌
Neuron_690,6,-27.465117,9.54534,Unlabeled,❌
Neuron_691,0,1.5767119,-23.30855,Unlabeled,❌
Neuron_692,6,-15.970267,-5.0798225,Unlabeled,❌
Neuron_693,6,-16.921993,-4.415266,Unlabeled,❌
Neuron_694,6,-13.364437,-17.003887,Unlabeled,❌
Neuron_695,6,-20.831713,-10.836271,Unlabeled,❌
Neuron_696,0,19.857407,-8.130657,Unlabeled,❌
Neuron_697,6,-6.3145165,3.7655237,Unlabeled,❌
Neuron_698,6,-26.1961,6.6455984,Unlabeled,❌
Neuron_699,0,4.879653,-13.967086,Unlabeled,❌
Neuron_700,0,7.1751523,-19.353544,Unlabeled,❌
Neuron_701,6,-17.349506,0.8838234,Unlabeled,❌
Neuron_702,0,3.128151,8.756431,Unlabeled,❌
Neuron_703,6,-15.418076,7.587576,Unlabeled,❌
Neuron_704,0,5.37297,-14.536934,Unlabeled,❌
Neuron_705,6,-18.168753,1.5039109,Unlabeled,❌
Neuron_706,6,-8.912467,1.0928253,Unlabeled,❌
Neuron_707,6,-5.554641,4.4882855,Unlabeled,❌
Neuron_708,6,-22.748716,4.368637,Unlabeled,❌
Neuron_709,6,-26.096525,3.6246948,Unlabeled,❌
Neuron_710,6,-23.153177,-10.764426,Unlabeled,❌
Neuron_711,6,-23.108234,-2.8436854,Unlabeled,❌
Neuron_712,6,-24.883638,2.9685564,Unlabeled,❌
Neuron_713,6,-18.33916,-4.0090146,Unlabeled,❌
Neuron_714,6,-15.460995,-11.28114,Unlabeled,❌
Neuron_715,6,-45.66499,20.645819,Unlabeled,❌
Neuron_716,6,-30.483994,3.831421,Unlabeled,❌
Neuron_717,3,-45.870544,20.588642,Unlabeled,❌
Neuron_718,6,-17.909945,-1.2961017,Unlabeled,❌
Neuron_719,0,5.7912173,-10.952797,Unlabeled,❌
Neuron_720,0,5.2028985,-11.16107,Unlabeled,❌
Neuron_721,0,5.202902,-11.16056,Unlabeled,❌
Neuron_722,0,35.682434,-1.4121016,Unlabeled,❌
Neuron_723,0,5.2028656,-11.161145,Unlabeled,❌
Neuron_724,0,5.202865,-11.161146,Unlabeled,❌
Neuron_725,0,35.682514,-1.4120907,Unlabeled,❌
Neuron_726,6,-20.304281,2.0109618,Unlabeled,❌
Neuron_727,0,30.107414,-9.931492,Unlabeled,❌
Neuron_728,0,36.038616,8.353983,Unlabeled,❌
Neuron_729,0,26.954964,-2.866007,Unlabeled,❌
Neuron_730,0,36.53686,8.022499,Unlabeled,❌
Neuron_731,0,28.300608,-7.925017,Unlabeled,❌
Neuron_732,0,15.648328,8.638683,Unlabeled,❌
Neuron_733,0,35.261612,13.21458,Unlabeled,❌
Neuron_734,0,43.43033,17.369902,Unlabeled,❌
Neuron_735,0,43.49316,17.39743,Unlabeled,❌
Neuron_736,0,34.994217,14.110899,Unlabeled,❌
Neuron_737,0,42.866947,17.48108,Unlabeled,❌
Neuron_738,0,43.430565,17.369947,Unlabeled,❌
Neuron_739,6,-26.93512,6.22216,Unlabeled,❌
Neuron_740,6,-6.350262,5.2308726,Unlabeled,❌
Neuron_741,6,-22.850037,-2.4361167,Unlabeled,❌
Neuron_742,6,-23.571085,1.7536148,Unlabeled,❌
Neuron_743,6,-22.63744,1.6905437,Unlabeled,❌
Neuron_744,6,-30.45789,3.43557,Unlabeled,❌
Neuron_745,6,-22.567087,-1.4296049,Unlabeled,❌
Neuron_746,6,-26.877659,6.5514927,Unlabeled,❌
Neuron_747,6,-16.138224,6.7394204,Unlabeled,❌
Neuron_748,6,-6.1066847,6.219057,Unlabeled,❌
Neuron_749,6,-14.351494,-12.351805,Unlabeled,❌
Neuron_750,6,-23.34999,-10.8294325,Unlabeled,❌
Neuron_751,6,-14.612459,-12.178699,Unlabeled,❌
Neuron_752,6,-24.833815,3.1539156,Unlabeled,❌
Neuron_753,6,-19.87944,-8.604905,Unlabeled,❌
Neuron_754,3,-59.94966,17.057365,Unlabeled,❌
Neuron_755,7,-70.52302,8.681681,Unlabeled,❌
Neuron_756,6,-14.533265,7.875481,Unlabeled,❌
Neuron_757,0,-4.1570272,11.301832,Unlabeled,❌
Neuron_758,0,17.675602,10.3054085,Unlabeled,❌
Neuron_759,0,6.9411626,-19.508896,Unlabeled,❌
Neuron_760,0,-3.3524783,-24.788937,Unlabeled,❌
Neuron_761,6,-15.088259,-11.652037,Unlabeled,❌
Neuron_762,6,-24.247208,-4.3424773,Unlabeled,❌
Neuron_763,6,-31.148674,9.113591,Unlabeled,❌
Neuron_764,0,16.166533,9.462025,Unlabeled,❌
Neuron_765,6,-39.272686,16.380077,Unlabeled,❌
Neuron_766,6,-34.454876,14.170629,Unlabeled,❌
Neuron_767,3,-48.07908,17.928354,Unlabeled,❌
Neuron_768,6,-38.84562,15.152885,Unlabeled,❌
Neuron_769,6,-32.90498,15.39391,Unlabeled,❌
Neuron_770,6,-44.844254,17.26053,Unlabeled,❌
Neuron_771,6,-36.58708,14.584492,Unlabeled,❌
Neuron_772,6,-38.564857,17.022995,Unlabeled,❌
Neuron_773,6,-26.142303,13.554087,Unlabeled,❌
Neuron_774,6,-12.594447,-3.0356982,Unlabeled,❌
Neuron_775,6,-27.855673,12.989329,Unlabeled,❌
Neuron_776,6,-12.921996,-2.908112,Unlabeled,❌
Neuron_777,6,-32.656082,16.0522,Unlabeled,❌
Neuron_778,0,-3.202752,-15.888406,Unlabeled,❌
Neuron_779,6,-14.100575,-2.3901954,Unlabeled,❌
Neuron_780,6,-12.588949,-3.126751,Unlabeled,❌
Neuron_781,6,-11.470937,-3.4699628,Unlabeled,❌
Neuron_782,6,-30.55365,14.321986,Unlabeled,❌
Neuron_783,6,-12.838706,-3.9338725,Unlabeled,❌
Neuron_784,0,2.5713446,-12.147457,Unlabeled,❌
Neuron_785,0,2.102179,-13.565666,Unlabeled,❌
Neuron_786,6,-32.47751,14.173183,Unlabeled,❌
Neuron_787,6,-43.54928,14.424187,Unlabeled,❌
Neuron_788,0,17.187489,-16.984459,Unlabeled,❌
Neuron_789,0,21.385683,-15.840295,Unlabeled,❌
Neuron_790,0,21.189516,-16.99393,Unlabeled,❌
Neuron_791,0,0.1207627,11.473983,Unlabeled,❌
Neuron_792,0,27.981014,-5.1756587,Unlabeled,❌
Neuron_793,0,14.410972,-21.291397,Unlabeled,❌
Neuron_794,0,21.937687,-16.761183,Unlabeled,❌
Neuron_795,0,-4.6933274,2.6393597,Unlabeled,❌
Neuron_796,6,-31.599432,13.697508,Unlabeled,❌
Neuron_797,6,-33.178764,14.022417,Unlabeled,❌
Neuron_798,6,-33.253754,14.887161,Unlabeled,❌
Neuron_799,6,-27.800776,12.284434,Unlabeled,❌
Neuron_800,6,-31.139433,9.609581,Unlabeled,❌
Neuron_801,6,-32.23777,14.924854,Unlabeled,❌
Neuron_802,6,-27.287514,13.513676,Unlabeled,❌
Neuron_803,6,-27.522026,13.018514,Unlabeled,❌
Neuron_804,0,-4.2839274,9.771055,Unlabeled,❌
Neuron_805,6,-35.403263,14.270494,Unlabeled,❌
Neuron_806,6,-42.07623,16.30752,Unlabeled,❌
Neuron_807,6,-26.700993,11.724689,Unlabeled,❌
Neuron_808,6,-39.0751,15.1008215,Unlabeled,❌
Neuron_809,6,-27.855429,14.04545,Unlabeled,❌
Neuron_810,6,-10.327379,9.502638,Unlabeled,❌
Neuron_811,6,-40.28744,16.147928,Unlabeled,❌
Neuron_812,0,11.1550045,-10.163677,Unlabeled,❌
Neuron_813,6,-40.59471,18.217196,Unlabeled,❌
Neuron_814,6,-31.588806,16.735647,Unlabeled,❌
Neuron_815,6,-32.465286,17.036867,Unlabeled,❌
Neuron_816,6,-34.62031,16.203476,Unlabeled,❌
Neuron_817,6,-8.586674,8.342042,Unlabeled,❌
Neuron_818,6,-35.35075,15.289369,Unlabeled,❌
Neuron_819,0,16.665323,8.300999,Unlabeled,❌
Neuron_820,0,20.481592,-16.1366,Unlabeled,❌
Neuron_821,0,20.795073,-15.895641,Unlabeled,❌
Neuron_822,0,20.713951,-15.972263,Unlabeled,❌
Neuron_823,0,20.714138,-15.971962,Unlabeled,❌
Neuron_824,0,20.80873,-15.879219,Unlabeled,❌
Neuron_825,0,-3.5634775,9.67266,Unlabeled,❌
Neuron_826,0,28.540768,-5.0710583,Unlabeled,❌
Neuron_827,6,-18.660166,2.7609217,Unlabeled,❌
Neuron_828,6,-40.583096,16.53798,Unlabeled,❌
Neuron_829,6,-9.893576,9.256073,Unlabeled,❌
Neuron_830,6,-27.70062,10.806036,Unlabeled,❌
Neuron_831,0,13.268984,-9.332162,Unlabeled,❌
Neuron_832,6,-34.033745,15.876633,Unlabeled,❌
Neuron_833,3,-54.916836,18.175707,Unlabeled,❌
Neuron_834,0,1.7416236,-9.299892,Unlabeled,❌
Neuron_835,3,-56.136196,20.255363,Unlabeled,❌
Neuron_836,6,-47.751003,20.534689,Unlabeled,❌
Neuron_837,0,2.4824142,-9.52592,Unlabeled,❌
Neuron_838,0,20.589174,-5.399147,Unlabeled,❌
Neuron_839,3,-51.718742,19.328905,Unlabeled,❌
Neuron_840,0,47.78503,-9.513642,Unlabeled,❌
Neuron_841,3,-56.367218,20.806852,Unlabeled,❌
Neuron_842,3,-56.49178,19.36899,Unlabeled,❌
Neuron_843,6,-14.548133,-1.0293612,Unlabeled,❌
Neuron_844,3,-61.28659,18.808826,Unlabeled,❌
Neuron_845,3,-63.506596,15.387287,Unlabeled,❌
Neuron_846,6,-16.661922,-3.3937037,Unlabeled,❌
Neuron_847,6,-9.295604,5.1915135,Unlabeled,❌
Neuron_848,3,-50.22099,19.402636,Unlabeled,❌
Neuron_849,3,-59.336475,21.368912,Unlabeled,❌
Neuron_850,3,-56.39126,21.019098,Unlabeled,❌
Neuron_851,0,51.73672,-3.9098854,Unlabeled,❌
Neuron_852,0,45.611595,-11.604038,Unlabeled,❌
Neuron_853,0,0.20466405,-9.624931,Unlabeled,❌
Neuron_854,6,-14.888008,-0.60801685,Unlabeled,❌
Neuron_855,6,-20.585403,-4.5028734,Unlabeled,❌
Neuron_856,6,-16.449594,-3.5208647,Unlabeled,❌
Neuron_857,3,-60.597347,19.638199,Unlabeled,❌
Neuron_858,3,-62.62736,16.727661,Unlabeled,❌
Neuron_859,6,-37.86345,17.294073,Unlabeled,❌
Neuron_860,6,-22.917734,1.4222174,Unlabeled,❌
Neuron_861,0,43.960804,-7.309572,Unlabeled,❌
Neuron_862,6,-31.911676,16.477345,Unlabeled,❌
Neuron_863,7,-70.023895,9.342291,Unlabeled,❌
Neuron_864,7,-70.130295,9.165514,Unlabeled,❌
Neuron_865,7,-69.42565,9.325225,Unlabeled,❌
Neuron_866,7,-69.56911,9.300042,Unlabeled,❌
Neuron_867,3,-52.59529,20.12141,Unlabeled,❌
Neuron_868,3,-53.644722,19.236273,Unlabeled,❌
Neuron_869,0,52.239227,-3.4595017,Unlabeled,❌
Neuron_870,7,-70.88877,6.4790297,Unlabeled,❌
Neuron_871,0,50.917187,-4.554276,Unlabeled,❌
Neuron_872,0,50.29355,-7.3208237,Unlabeled,❌
Neuron_873,7,-68.92273,7.9656334,Unlabeled,❌
Neuron_874,0,49.38273,-7.630888,Unlabeled,❌
Neuron_875,7,-67.7812,12.171303,Unlabeled,❌
Neuron_876,7,-68.45728,11.356605,Unlabeled,❌
Neuron_877,0,51.184532,-5.22346,Unlabeled,❌
Neuron_878,0,49.181316,-6.5453033,Unlabeled,❌
Neuron_879,0,47.903683,-8.930633,Unlabeled,❌
Neuron_880,0,47.57918,-8.965372,Unlabeled,❌
Neuron_881,3,-54.49103,19.637901,Unlabeled,❌
Neuron_882,6,-27.01416,12.545835,Unlabeled,❌
Neuron_883,0,51.43012,-4.5050845,Unlabeled,❌
Neuron_884,0,0.8945086,-8.756617,Unlabeled,❌
Neuron_885,6,-11.435182,-3.3617291,Unlabeled,❌
Neuron_886,0,-0.45277154,-8.071673,Unlabeled,❌
Neuron_887,3,-58.3291,20.823313,Unlabeled,❌
Neuron_888,0,0.7606218,-9.053296,Unlabeled,❌
Neuron_889,6,-14.100939,-1.1570462,Unlabeled,❌
Neuron_890,6,-12.169974,-2.940971,Unlabeled,❌
Neuron_891,3,-60.808655,19.595882,Unlabeled,❌
Neuron_892,6,-32.74092,17.868414,Unlabeled,❌
Neuron_893,6,-14.59117,-0.10544658,Unlabeled,❌
Neuron_894,6,-14.124856,-0.85642475,Unlabeled,❌
Neuron_895,6,-29.143377,14.565703,Unlabeled,❌
Neuron_896,6,-27.080664,12.961756,Unlabeled,❌
Neuron_897,3,-54.56194,20.406126,Unlabeled,❌
Neuron_898,6,-26.829351,12.314825,Unlabeled,❌
Neuron_899,6,-37.45995,16.967182,Unlabeled,❌
Neuron_900,6,-32.974876,16.65976,Unlabeled,❌
Neuron_901,6,-33.116455,15.542864,Unlabeled,❌
Neuron_902,3,-58.77271,19.743084,Unlabeled,❌
Neuron_903,6,-29.739874,14.668842,Unlabeled,❌
Neuron_904,6,-39.527496,17.982735,Unlabeled,❌
Neuron_905,6,-41.10921,18.511816,Unlabeled,❌
Neuron_906,6,-41.255306,18.503733,Unlabeled,❌
Neuron_907,6,-41.01459,18.559217,Unlabeled,❌
Neuron_908,0,48.74785,-6.948055,Unlabeled,❌
Neuron_909,0,45.545464,-12.035056,Unlabeled,❌
Neuron_910,0,2.683934,-8.834929,Unlabeled,❌
Neuron_911,0,0.21885765,-8.794484,Unlabeled,❌
Neuron_912,0,0.122966066,-8.598756,Unlabeled,❌
Neuron_913,3,-47.651802,16.246145,Unlabeled,❌
Neuron_914,6,-26.609655,13.214769,Unlabeled,❌
Neuron_915,6,-31.663479,15.827156,Unlabeled,❌
Neuron_916,6,-41.68634,18.081907,Unlabeled,❌
Neuron_917,0,21.465446,-8.530108,Unlabeled,❌
Neuron_918,0,29.633986,4.1433415,Unlabeled,❌
Neuron_919,0,37.420803,11.396572,Unlabeled,❌
Neuron_920,0,-3.98745,-23.712328,Unlabeled,❌
Neuron_921,0,26.831938,-5.8115025,Unlabeled,❌
Neuron_922,0,20.426434,-14.692938,Unlabeled,❌
Neuron_923,0,44.09175,18.675423,Unlabeled,❌
Neuron_924,0,36.555767,19.036137,Unlabeled,❌
Neuron_925,0,20.412733,-11.518579,Unlabeled,❌
Neuron_926,0,22.19779,-7.9586887,Unlabeled,❌
Neuron_927,0,30.513609,12.672976,Unlabeled,❌
Neuron_928,0,41.368393,19.951443,Unlabeled,❌
Neuron_929,0,27.464912,-9.337696,Unlabeled,❌
Neuron_930,0,2.618369,-22.222218,Unlabeled,❌
Neuron_931,0,26.819437,-4.7862425,Unlabeled,❌
Neuron_932,0,16.193396,-19.727274,Unlabeled,❌
Neuron_933,0,11.023098,-21.064075,Unlabeled,❌
Neuron_934,0,20.934671,-3.8397315,Unlabeled,❌
Neuron_935,0,-4.717279,-23.3882,Unlabeled,❌
Neuron_936,0,-8.856185,-20.483103,Unlabeled,❌
Neuron_937,0,15.207889,-22.982279,Unlabeled,❌
Neuron_938,0,4.351863,-13.648066,Unlabeled,❌
Neuron_939,0,24.14894,4.5375643,Unlabeled,❌
Neuron_940,0,44.638325,15.958889,Unlabeled,❌
Neuron_941,0,36.218594,10.31203,Unlabeled,❌
Neuron_942,0,37.169037,11.95756,Unlabeled,❌
Neuron_943,0,32.08449,-9.046672,Unlabeled,❌
Neuron_944,0,29.611609,-10.618685,Unlabeled,❌
Neuron_945,6,-27.670893,15.057591,Unlabeled,❌
Neuron_946,0,32.004734,12.030064,Unlabeled,❌
Neuron_947,0,13.595401,-7.75004,Unlabeled,❌
Neuron_948,0,13.368206,-10.367926,Unlabeled,❌
Neuron_949,0,27.778105,-10.175274,Unlabeled,❌
Neuron_950,0,34.53595,8.498719,Unlabeled,❌
Neuron_951,0,26.028896,1.8552674,Unlabeled,❌
Neuron_952,0,30.80383,3.8049488,Unlabeled,❌
Neuron_953,0,11.753063,-16.80564,Unlabeled,❌
Neuron_954,0,19.530888,-8.636763,Unlabeled,❌
Neuron_955,0,37.894463,11.096183,Unlabeled,❌
Neuron_956,0,13.890368,-21.276505,Unlabeled,❌
Neuron_957,0,-6.629558,-23.76199,Unlabeled,❌
Neuron_958,0,19.15711,-10.679945,Unlabeled,❌
Neuron_959,0,17.438272,-14.018998,Unlabeled,❌
Neuron_960,0,15.127082,-23.09918,Unlabeled,❌
Neuron_961,6,-41.196445,10.355456,Unlabeled,❌
Neuron_962,0,40.728104,21.869572,Unlabeled,❌
Neuron_963,0,15.3504505,-5.5543733,Unlabeled,❌
Neuron_964,0,45.863853,19.369146,Unlabeled,❌
Neuron_965,0,14.158238,-7.0885324,Unlabeled,❌
Neuron_966,0,48.109856,19.384514,Unlabeled,❌
Neuron_967,0,30.909817,14.297455,Unlabeled,❌
Neuron_968,0,44.688007,15.799998,Unlabeled,❌
Neuron_969,0,15.399148,-6.2111077,Unlabeled,❌
Neuron_970,0,14.169947,-15.090935,Unlabeled,❌
Neuron_971,0,25.548664,-7.7837095,Unlabeled,❌
Neuron_972,0,22.521236,-10.144089,Unlabeled,❌
Neuron_973,0,33.57677,4.291039,Unlabeled,❌
Neuron_974,0,22.49703,-8.713682,Unlabeled,❌
Neuron_975,0,5.458493,-16.266264,Unlabeled,❌
Neuron_976,0,35.61761,9.972582,Unlabeled,❌
Neuron_977,0,24.217976,-13.033256,Unlabeled,❌
