gene,saliency
WBGene00022738,1.5373286e-13
WBGene00198657,1.5371995e-13
WBGene00015207,1.5367749e-13
WBGene00044510,1.5367196e-13
WBGene00016376,1.5366832e-13
WBGene00010670,1.5365149e-13
WBGene00007207,1.5363982e-13
WBGene00004484,1.5362798e-13
WBGene00015629,1.5360292e-13
WBGene00001808,1.535957e-13
WBGene00015465,1.5358919e-13
WBGene00019037,1.5358793e-13
WBGene00000008,1.5356634e-13
WBGene00013293,1.5356245e-13
WBGene00006768,1.5355226e-13
WBGene00005997,1.5355208e-13
WBGene00012875,1.5355166e-13
WBGene00022326,1.5348696e-13
WBGene00013130,1.5345986e-13
WBGene00044989,1.5345563e-13
WBGene00019692,1.5344956e-13
WBGene00010552,1.534148e-13
WBGene00008932,1.5341034e-13
WBGene00011094,1.5338874e-13
WBGene00006011,1.5336595e-13
WBGene00018091,1.5335411e-13
WBGene00016905,1.5331894e-13
WBGene00000368,1.5331544e-13
WBGene00010037,1.533062e-13
WBGene00007152,1.5329906e-13
WBGene00006978,1.5328215e-13
WBGene00022669,1.5328137e-13
WBGene00001635,1.5326599e-13
WBGene00012412,1.5326529e-13
WBGene00018969,1.5326018e-13
WBGene00005424,1.531984e-13
WBGene00001960,1.5319582e-13
WBGene00196506,1.531909e-13
WBGene00021257,1.531833e-13
WBGene00020936,1.5318045e-13
WBGene00006531,1.5317992e-13
WBGene00018845,1.5314708e-13
WBGene00010724,1.5312922e-13
WBGene00004002,1.53123e-13
WBGene00022177,1.5311893e-13
WBGene00013779,1.5307677e-13
WBGene00013598,1.5307157e-13
WBGene00006137,1.5306699e-13
WBGene00002129,1.5305854e-13
WBGene00021416,1.5305498e-13
WBGene00013220,1.5304507e-13
WBGene00021207,1.530438e-13
WBGene00009218,1.5304073e-13
WBGene00201150,1.5303797e-13
WBGene00303363,1.5303076e-13
WBGene00020126,1.529969e-13
WBGene00000457,1.5299677e-13
WBGene00012584,1.5296996e-13
WBGene00009146,1.5295919e-13
WBGene00013876,1.5295344e-13
WBGene00019734,1.5295164e-13
WBGene00007233,1.5294524e-13
WBGene00044573,1.5292349e-13
WBGene00001303,1.5289443e-13
WBGene00016902,1.5288976e-13
WBGene00005532,1.528826e-13
WBGene00005815,1.5286921e-13
WBGene00009358,1.5286263e-13
WBGene00009133,1.5285977e-13
WBGene00008749,1.5284388e-13
WBGene00018216,1.528399e-13
WBGene00004472,1.5281765e-13
WBGene00009829,1.5281709e-13
WBGene00195146,1.528031e-13
WBGene00018729,1.5280199e-13
WBGene00006460,1.527893e-13
WBGene00235368,1.5277364e-13
WBGene00004134,1.5277265e-13
WBGene00008278,1.5277005e-13
WBGene00011017,1.5276474e-13
WBGene00010701,1.5275422e-13
WBGene00010059,1.5274614e-13
WBGene00003218,1.5272333e-13
WBGene00005987,1.527191e-13
WBGene00019654,1.5269876e-13
WBGene00044323,1.5267754e-13
WBGene00000197,1.5267101e-13
WBGene00014210,1.5265755e-13
WBGene00003601,1.5265663e-13
WBGene00003552,1.5265564e-13
WBGene00006253,1.5265218e-13
WBGene00005891,1.526502e-13
WBGene00016849,1.5263017e-13
WBGene00000770,1.5262856e-13
WBGene00005032,1.5262437e-13
WBGene00017320,1.526189e-13
WBGene00006381,1.5261547e-13
WBGene00201489,1.5257561e-13
WBGene00009063,1.5256482e-13
WBGene00045052,1.525491e-13
WBGene00020503,1.525365e-13
WBGene00006075,1.5251964e-13
WBGene00021864,1.5251664e-13
WBGene00014204,1.5251481e-13
WBGene00011373,1.5250473e-13
WBGene00269392,1.5248953e-13
WBGene00219452,1.5248329e-13
WBGene00010995,1.524647e-13
WBGene00019535,1.5245933e-13
WBGene00013452,1.5245838e-13
WBGene00015375,1.5244412e-13
WBGene00013845,1.5241533e-13
WBGene00009092,1.5239135e-13
WBGene00195613,1.5236697e-13
WBGene00015353,1.5235872e-13
WBGene00010810,1.5235531e-13
WBGene00020191,1.5233988e-13
WBGene00010830,1.5230769e-13
WBGene00007099,1.5229163e-13
WBGene00044896,1.5227809e-13
WBGene00011829,1.5227657e-13
WBGene00019348,1.5226992e-13
WBGene00020064,1.5226724e-13
WBGene00020616,1.5225661e-13
WBGene00000295,1.5223125e-13
WBGene00235298,1.521976e-13
WBGene00015076,1.5217278e-13
WBGene00045434,1.5217077e-13
WBGene00001695,1.5216557e-13
WBGene00017309,1.5216501e-13
WBGene00007227,1.52157e-13
WBGene00020550,1.5215573e-13
WBGene00016138,1.5214868e-13
WBGene00016288,1.5212689e-13
WBGene00018161,1.5212641e-13
WBGene00000592,1.5212404e-13
WBGene00014771,1.5210684e-13
WBGene00012707,1.5209963e-13
WBGene00004476,1.5207024e-13
WBGene00019451,1.520691e-13
WBGene00010072,1.5206117e-13
WBGene00015931,1.5205189e-13
WBGene00016484,1.520229e-13
WBGene00022785,1.5201794e-13
WBGene00219947,1.5199743e-13
WBGene00019983,1.5198014e-13
WBGene00021486,1.5197896e-13
WBGene00010669,1.5194957e-13
WBGene00015648,1.519471e-13
WBGene00005947,1.5194423e-13
WBGene00008800,1.5192341e-13
WBGene00012572,1.5190826e-13
WBGene00044504,1.5190633e-13
WBGene00016408,1.5189103e-13
WBGene00015737,1.5187454e-13
WBGene00021370,1.5186633e-13
WBGene00006781,1.5185796e-13
WBGene00003905,1.5184631e-13
WBGene00021817,1.5184475e-13
WBGene00015219,1.5183418e-13
WBGene00011831,1.518052e-13
WBGene00015560,1.5179825e-13
WBGene00004801,1.5178343e-13
WBGene00006102,1.5175938e-13
WBGene00012998,1.517578e-13
WBGene00005524,1.5175563e-13
WBGene00007247,1.517525e-13
WBGene00022835,1.5173535e-13
WBGene00011663,1.5173419e-13
WBGene00005269,1.5173207e-13
WBGene00017870,1.5172958e-13
WBGene00009745,1.5172905e-13
WBGene00012147,1.5172756e-13
WBGene00020447,1.5172594e-13
WBGene00045189,1.5170116e-13
WBGene00015173,1.5169275e-13
WBGene00002208,1.5169169e-13
WBGene00019909,1.5167766e-13
WBGene00010875,1.5167166e-13
WBGene00045398,1.516645e-13
WBGene00003532,1.516592e-13
WBGene00197314,1.5162872e-13
WBGene00010415,1.5162861e-13
WBGene00009392,1.5161601e-13
WBGene00021031,1.5159831e-13
WBGene00019946,1.5158533e-13
WBGene00008899,1.5157735e-13
WBGene00020695,1.5157626e-13
WBGene00022350,1.5156066e-13
WBGene00004105,1.5155195e-13
WBGene00006064,1.5154662e-13
WBGene00011818,1.5153972e-13
WBGene00007354,1.514968e-13
WBGene00015426,1.5149023e-13
WBGene00004846,1.5148484e-13
WBGene00086557,1.5146329e-13
WBGene00018710,1.5143206e-13
WBGene00017703,1.5141627e-13
WBGene00020394,1.5140642e-13
WBGene00006715,1.5138279e-13
WBGene00007242,1.5137038e-13
WBGene00009664,1.5136865e-13
WBGene00003581,1.5136027e-13
WBGene00018006,1.5134548e-13
WBGene00003515,1.5134039e-13
WBGene00018299,1.512982e-13
WBGene00019026,1.5129597e-13
WBGene00008480,1.512645e-13
WBGene00022069,1.5125728e-13
WBGene00004274,1.512439e-13
WBGene00005564,1.5123893e-13
WBGene00010862,1.5123292e-13
WBGene00000633,1.5121433e-13
WBGene00010704,1.5121259e-13
WBGene00006252,1.512066e-13
WBGene00001118,1.5117305e-13
WBGene00010140,1.5115181e-13
WBGene00195011,1.511392e-13
WBGene00014230,1.5112961e-13
WBGene00001352,1.511227e-13
WBGene00019124,1.5108207e-13
WBGene00219680,1.5107857e-13
WBGene00015214,1.5106024e-13
WBGene00011055,1.5103492e-13
WBGene00006083,1.5101818e-13
WBGene00021709,1.5100987e-13
WBGene00013074,1.5100792e-13
WBGene00016333,1.5100086e-13
WBGene00010239,1.510001e-13
WBGene00007746,1.509926e-13
WBGene00011005,1.5096806e-13
WBGene00011815,1.5095808e-13
WBGene00008134,1.5095163e-13
WBGene00013679,1.5094969e-13
WBGene00009139,1.5093486e-13
WBGene00015746,1.5093172e-13
WBGene00000184,1.5092287e-13
WBGene00004414,1.509062e-13
WBGene00019982,1.5090397e-13
WBGene00014172,1.5090166e-13
WBGene00017040,1.5088939e-13
WBGene00006481,1.5085081e-13
WBGene00010809,1.5084682e-13
WBGene00014241,1.5082574e-13
WBGene00020484,1.5082347e-13
WBGene00021490,1.5082048e-13
WBGene00013401,1.5079061e-13
WBGene00003527,1.5078058e-13
WBGene00016678,1.5075894e-13
WBGene00195728,1.5075522e-13
WBGene00004498,1.5075483e-13
WBGene00022639,1.5074983e-13
WBGene00020408,1.507467e-13
WBGene00003634,1.5072927e-13
WBGene00000274,1.507189e-13
WBGene00018218,1.5070993e-13
WBGene00005868,1.5070462e-13
WBGene00003669,1.5069657e-13
WBGene00194836,1.5068207e-13
WBGene00008631,1.5067801e-13
WBGene00004497,1.5066419e-13
WBGene00002270,1.5064314e-13
WBGene00045095,1.5064309e-13
WBGene00000625,1.5061838e-13
WBGene00019287,1.5061803e-13
WBGene00010785,1.5059083e-13
WBGene00020011,1.5058931e-13
WBGene00018968,1.5056642e-13
WBGene00006662,1.5056115e-13
WBGene00015697,1.5055359e-13
WBGene00005381,1.5054898e-13
WBGene00017366,1.5054624e-13
WBGene00000891,1.5052856e-13
WBGene00005145,1.5052834e-13
WBGene00010141,1.5051605e-13
WBGene00006605,1.5048008e-13
WBGene00008628,1.5047238e-13
WBGene00016993,1.504587e-13
WBGene00004270,1.5041501e-13
WBGene00019804,1.5040385e-13
WBGene00022677,1.5040074e-13
WBGene00010421,1.5039951e-13
WBGene00021058,1.5039113e-13
WBGene00020105,1.5038495e-13
WBGene00001025,1.5036238e-13
WBGene00006289,1.5025166e-13
WBGene00016791,1.5024531e-13
WBGene00003800,1.502388e-13
WBGene00004159,1.5023238e-13
WBGene00001438,1.5022457e-13
WBGene00005845,1.5021818e-13
WBGene00019923,1.5019405e-13
WBGene00013178,1.5018057e-13
WBGene00219448,1.5017287e-13
WBGene00004096,1.5015815e-13
WBGene00017988,1.501509e-13
WBGene00008485,1.5013621e-13
WBGene00017995,1.501304e-13
WBGene00009866,1.5011507e-13
WBGene00000380,1.5011476e-13
WBGene00000251,1.5010481e-13
WBGene00005396,1.500996e-13
WBGene00000614,1.5008743e-13
WBGene00006641,1.5006662e-13
WBGene00012368,1.500602e-13
WBGene00001720,1.5005639e-13
WBGene00017063,1.5005366e-13
WBGene00002051,1.5004008e-13
WBGene00045857,1.5003599e-13
WBGene00044728,1.5002957e-13
WBGene00000929,1.5002832e-13
WBGene00013035,1.5002196e-13
WBGene00236789,1.5001806e-13
WBGene00012999,1.5001614e-13
WBGene00019047,1.5000444e-13
WBGene00000930,1.4999113e-13
WBGene00001721,1.499813e-13
WBGene00007514,1.49961e-13
WBGene00001747,1.4995232e-13
WBGene00196871,1.4994295e-13
WBGene00012639,1.4993935e-13
WBGene00001755,1.499197e-13
WBGene00014028,1.499029e-13
WBGene00010940,1.4988305e-13
WBGene00018143,1.4987828e-13
WBGene00023068,1.4981905e-13
WBGene00001990,1.4980408e-13
WBGene00011572,1.4980402e-13
WBGene00016146,1.497979e-13
WBGene00014665,1.4978905e-13
WBGene00018657,1.4977685e-13
WBGene00007669,1.497726e-13
WBGene00201229,1.4975895e-13
WBGene00004143,1.4973691e-13
WBGene00021425,1.4972154e-13
WBGene00198300,1.497068e-13
WBGene00021682,1.4967437e-13
WBGene00017579,1.4967378e-13
WBGene00007713,1.4966525e-13
WBGene00003856,1.4965832e-13
WBGene00018319,1.496568e-13
WBGene00013963,1.4965351e-13
WBGene00001911,1.4964912e-13
WBGene00009158,1.4964211e-13
WBGene00017443,1.4963628e-13
WBGene00014066,1.4963589e-13
WBGene00005716,1.496179e-13
WBGene00023468,1.4961148e-13
WBGene00007512,1.4960037e-13
WBGene00012452,1.4958598e-13
WBGene00017045,1.4958291e-13
WBGene00005707,1.4956641e-13
WBGene00198814,1.4955959e-13
WBGene00017889,1.4955245e-13
WBGene00018300,1.4954627e-13
WBGene00020516,1.4954203e-13
WBGene00021683,1.4953722e-13
WBGene00013054,1.4953647e-13
WBGene00007255,1.4949871e-13
WBGene00007729,1.4949096e-13
WBGene00219950,1.4948142e-13
WBGene00018748,1.4947412e-13
WBGene00007937,1.4945811e-13
WBGene00010932,1.4945129e-13
WBGene00012651,1.4944903e-13
WBGene00021063,1.4944797e-13
WBGene00001043,1.4943137e-13
WBGene00006630,1.494262e-13
WBGene00001563,1.4940955e-13
WBGene00004829,1.494075e-13
WBGene00016921,1.493946e-13
WBGene00011909,1.4937887e-13
WBGene00019473,1.49376e-13
WBGene00012602,1.4935797e-13
WBGene00001500,1.4935117e-13
WBGene00000048,1.4933626e-13
WBGene00020507,1.4933264e-13
WBGene00005574,1.493204e-13
WBGene00020028,1.4930694e-13
WBGene00021467,1.4930226e-13
WBGene00019603,1.4929164e-13
WBGene00013139,1.4928889e-13
WBGene00003654,1.492669e-13
WBGene00011116,1.4926516e-13
WBGene00005511,1.492598e-13
WBGene00019076,1.4925078e-13
WBGene00020571,1.492222e-13
WBGene00022749,1.4921532e-13
WBGene00001872,1.4920269e-13
WBGene00197732,1.4918516e-13
WBGene00017001,1.491813e-13
WBGene00004177,1.4917127e-13
WBGene00044648,1.4916833e-13
WBGene00014309,1.4911027e-13
WBGene00016564,1.4910886e-13
WBGene00021398,1.4909693e-13
WBGene00007013,1.4909101e-13
WBGene00016591,1.4905717e-13
WBGene00000558,1.4904099e-13
WBGene00001613,1.4903888e-13
WBGene00044169,1.4902932e-13
WBGene00015810,1.4901622e-13
WBGene00045468,1.4901323e-13
WBGene00020092,1.4900528e-13
WBGene00008027,1.4899091e-13
WBGene00010457,1.4898633e-13
WBGene00077759,1.4898011e-13
WBGene00012166,1.4896609e-13
WBGene00020806,1.4896572e-13
WBGene00022827,1.4896388e-13
WBGene00018371,1.4894989e-13
WBGene00004370,1.48936e-13
WBGene00016834,1.4893519e-13
WBGene00196738,1.4893059e-13
WBGene00015204,1.4892895e-13
WBGene00012785,1.4892632e-13
WBGene00018786,1.4890099e-13
WBGene00006713,1.4889793e-13
WBGene00201330,1.4887111e-13
WBGene00006944,1.4886967e-13
WBGene00050935,1.4885836e-13
WBGene00003389,1.4885566e-13
WBGene00005106,1.4885489e-13
WBGene00019344,1.488518e-13
WBGene00044385,1.4884095e-13
WBGene00008375,1.48838e-13
WBGene00012889,1.4882834e-13
WBGene00014697,1.4882555e-13
WBGene00003584,1.4881309e-13
WBGene00016404,1.487852e-13
WBGene00017778,1.4876998e-13
WBGene00014213,1.4876952e-13
WBGene00017308,1.4876493e-13
WBGene00001590,1.4873609e-13
WBGene00015393,1.4873183e-13
WBGene00011561,1.4872944e-13
WBGene00014643,1.4871584e-13
WBGene00200378,1.4871459e-13
WBGene00019893,1.4871306e-13
WBGene00013021,1.487052e-13
WBGene00010475,1.4870376e-13
WBGene00000512,1.4870143e-13
WBGene00014013,1.4870002e-13
WBGene00044136,1.486923e-13
WBGene00004496,1.4869007e-13
WBGene00011353,1.4868274e-13
WBGene00198454,1.4867846e-13
WBGene00010926,1.4866653e-13
WBGene00219699,1.4866592e-13
WBGene00021625,1.4863677e-13
WBGene00004877,1.486263e-13
WBGene00009622,1.4862315e-13
WBGene00008357,1.4862022e-13
WBGene00012696,1.4861936e-13
WBGene00000156,1.4861013e-13
WBGene00022172,1.4860109e-13
WBGene00201964,1.4860028e-13
WBGene00013557,1.4858722e-13
WBGene00219591,1.4856932e-13
WBGene00020774,1.48567e-13
WBGene00018963,1.4856054e-13
WBGene00014234,1.4855356e-13
WBGene00016239,1.4854615e-13
WBGene00003714,1.4850809e-13
WBGene00011939,1.4850396e-13
WBGene00011399,1.4850027e-13
WBGene00013604,1.4849856e-13
WBGene00013376,1.4849524e-13
WBGene00020465,1.4849396e-13
WBGene00005077,1.4845308e-13
WBGene00011830,1.4844526e-13
WBGene00012609,1.4844098e-13
WBGene00000105,1.4842642e-13
WBGene00021608,1.4841997e-13
WBGene00018482,1.4840076e-13
WBGene00235301,1.4839418e-13
WBGene00013591,1.483941e-13
WBGene00003724,1.4839295e-13
WBGene00206365,1.48391e-13
WBGene00009898,1.4839089e-13
WBGene00003582,1.4838543e-13
WBGene00013530,1.4836872e-13
WBGene00021110,1.4836036e-13
WBGene00019886,1.48337e-13
WBGene00013241,1.483137e-13
WBGene00011144,1.4830444e-13
WBGene00011002,1.4829605e-13
WBGene00016807,1.4828342e-13
WBGene00013112,1.4826843e-13
WBGene00005755,1.4825794e-13
WBGene00011554,1.4824853e-13
WBGene00002123,1.4823803e-13
WBGene00044708,1.4822299e-13
WBGene00019890,1.4820403e-13
WBGene00007010,1.4820067e-13
WBGene00020334,1.4817832e-13
WBGene00006188,1.4816836e-13
WBGene00021819,1.4816784e-13
WBGene00015634,1.4816632e-13
WBGene00000426,1.4816315e-13
WBGene00005019,1.481263e-13
WBGene00004028,1.4811615e-13
WBGene00022874,1.481106e-13
WBGene00200884,1.481055e-13
WBGene00007525,1.4808619e-13
WBGene00022176,1.4807376e-13
WBGene00023039,1.4807219e-13
WBGene00016434,1.4804787e-13
WBGene00016999,1.480165e-13
WBGene00010890,1.4800475e-13
WBGene00008024,1.4799945e-13
WBGene00016293,1.4799262e-13
WBGene00012816,1.4798511e-13
WBGene00012279,1.4795181e-13
WBGene00023500,1.479231e-13
WBGene00006708,1.4791885e-13
WBGene00018617,1.4791716e-13
WBGene00005238,1.4790407e-13
WBGene00013508,1.4789243e-13
WBGene00016174,1.4788709e-13
WBGene00012324,1.478738e-13
WBGene00012719,1.4786216e-13
WBGene00004205,1.4785825e-13
WBGene00022021,1.4785196e-13
WBGene00021395,1.4783004e-13
WBGene00009642,1.4782801e-13
WBGene00015205,1.4781304e-13
WBGene00009479,1.4780757e-13
WBGene00008442,1.4779555e-13
WBGene00012527,1.4777376e-13
WBGene00271638,1.4777334e-13
WBGene00014768,1.4777279e-13
WBGene00000420,1.4776505e-13
WBGene00005669,1.4775996e-13
WBGene00015694,1.477564e-13
WBGene00019540,1.4774533e-13
WBGene00013580,1.4774507e-13
WBGene00004054,1.4774198e-13
WBGene00018426,1.477419e-13
WBGene00012146,1.4773542e-13
WBGene00197423,1.4772944e-13
WBGene00017976,1.4771921e-13
WBGene00005781,1.4771099e-13
WBGene00044142,1.4771048e-13
WBGene00010284,1.4770955e-13
WBGene00018888,1.4770249e-13
WBGene00011099,1.4770205e-13
WBGene00020793,1.4769283e-13
WBGene00206482,1.4768666e-13
WBGene00012604,1.4768526e-13
WBGene00005533,1.4766915e-13
WBGene00012393,1.4766666e-13
WBGene00000057,1.4765919e-13
WBGene00013903,1.4765675e-13
WBGene00002855,1.4764395e-13
WBGene00006002,1.4762986e-13
WBGene00022379,1.4762792e-13
WBGene00013687,1.4762054e-13
WBGene00021850,1.4760873e-13
WBGene00018932,1.4752095e-13
WBGene00003788,1.47514e-13
WBGene00015710,1.475018e-13
WBGene00004448,1.4748919e-13
WBGene00022426,1.4748588e-13
WBGene00016992,1.474723e-13
WBGene00012371,1.4746426e-13
WBGene00009334,1.4745033e-13
WBGene00008263,1.4744621e-13
WBGene00011194,1.4740578e-13
WBGene00010024,1.4739226e-13
WBGene00011988,1.4738974e-13
WBGene00010828,1.4738563e-13
WBGene00003036,1.4738392e-13
WBGene00195010,1.473574e-13
WBGene00235319,1.473532e-13
WBGene00021847,1.4732944e-13
WBGene00195564,1.4732594e-13
WBGene00014113,1.4732044e-13
WBGene00023504,1.4732035e-13
WBGene00005719,1.4730869e-13
WBGene00045247,1.4729259e-13
WBGene00021461,1.4728319e-13
WBGene00021252,1.47259e-13
WBGene00003762,1.4725666e-13
WBGene00017091,1.4724543e-13
WBGene00044294,1.4723892e-13
WBGene00008439,1.4723838e-13
WBGene00001507,1.4723418e-13
WBGene00002694,1.4722518e-13
WBGene00018167,1.4721956e-13
WBGene00020852,1.4721378e-13
WBGene00005696,1.4720676e-13
WBGene00018552,1.4720252e-13
WBGene00197371,1.4717348e-13
WBGene00005910,1.4716517e-13
WBGene00011414,1.4714618e-13
WBGene00007192,1.4714186e-13
WBGene00009322,1.4713433e-13
WBGene00003011,1.471318e-13
WBGene00020347,1.4711684e-13
WBGene00018234,1.471099e-13
WBGene00011601,1.4710294e-13
WBGene00017138,1.4710215e-13
WBGene00011757,1.4707166e-13
WBGene00003583,1.4706872e-13
WBGene00001410,1.4706725e-13
WBGene00020843,1.4706156e-13
WBGene00011201,1.4705454e-13
WBGene00020581,1.470491e-13
WBGene00004051,1.4704847e-13
WBGene00000165,1.470394e-13
WBGene00018199,1.4703634e-13
WBGene00219604,1.4702685e-13
WBGene00014472,1.4702306e-13
WBGene00017349,1.4702021e-13
WBGene00013460,1.4701987e-13
WBGene00016793,1.4701638e-13
WBGene00022583,1.470046e-13
WBGene00020782,1.4699579e-13
WBGene00012819,1.4698414e-13
WBGene00016896,1.4697698e-13
WBGene00219909,1.469623e-13
WBGene00003064,1.4695459e-13
WBGene00003751,1.4694757e-13
WBGene00021541,1.4694077e-13
WBGene00017283,1.4692526e-13
WBGene00009896,1.4690851e-13
WBGene00014790,1.4690449e-13
WBGene00016059,1.4689342e-13
WBGene00009345,1.4689328e-13
WBGene00018405,1.4688053e-13
WBGene00014965,1.4687584e-13
WBGene00021392,1.4685056e-13
WBGene00013385,1.468419e-13
WBGene00019710,1.4682679e-13
WBGene00009064,1.4681286e-13
WBGene00006410,1.4680783e-13
WBGene00019100,1.4678517e-13
WBGene00001454,1.4678307e-13
WBGene00206505,1.4677418e-13
WBGene00220078,1.4674027e-13
WBGene00007118,1.4673996e-13
WBGene00004431,1.4673885e-13
WBGene00017800,1.4673516e-13
WBGene00008113,1.4673415e-13
WBGene00016097,1.4672982e-13
WBGene00013837,1.467269e-13
WBGene00008196,1.4671042e-13
WBGene00013510,1.4670689e-13
WBGene00000899,1.4670598e-13
WBGene00019614,1.4668709e-13
WBGene00012934,1.4667533e-13
WBGene00016363,1.4665972e-13
WBGene00006517,1.4665397e-13
WBGene00220017,1.4664356e-13
WBGene00000988,1.4662665e-13
WBGene00018055,1.4660864e-13
WBGene00010924,1.4660826e-13
WBGene00008112,1.4659568e-13
WBGene00017758,1.4659076e-13
WBGene00019289,1.465819e-13
WBGene00001035,1.4657806e-13
WBGene00003662,1.4657583e-13
WBGene00011141,1.4655657e-13
WBGene00007614,1.4655306e-13
WBGene00003766,1.4654342e-13
WBGene00004477,1.4653816e-13
WBGene00013126,1.4653728e-13
WBGene00019534,1.4649737e-13
WBGene00012695,1.4642982e-13
WBGene00014124,1.464087e-13
WBGene00017213,1.4640699e-13
WBGene00019901,1.4639582e-13
WBGene00009772,1.4638333e-13
WBGene00006318,1.4637776e-13
WBGene00007217,1.463754e-13
WBGene00010537,1.4636747e-13
WBGene00022398,1.4628873e-13
WBGene00007361,1.4627718e-13
WBGene00007434,1.4627257e-13
WBGene00002230,1.4625397e-13
WBGene00000923,1.4624407e-13
WBGene00007019,1.4623831e-13
WBGene00000174,1.4622913e-13
WBGene00010838,1.4622503e-13
WBGene00018806,1.4620904e-13
WBGene00012206,1.4620447e-13
WBGene00018976,1.4619034e-13
WBGene00019016,1.4617813e-13
WBGene00016512,1.4616723e-13
WBGene00018492,1.4614004e-13
WBGene00017034,1.4611378e-13
WBGene00007449,1.4611221e-13
WBGene00017635,1.4611196e-13
WBGene00003953,1.46103e-13
WBGene00005596,1.4610245e-13
WBGene00000734,1.4608461e-13
WBGene00011394,1.4607189e-13
WBGene00219337,1.460646e-13
WBGene00004384,1.4606441e-13
WBGene00018014,1.4604095e-13
WBGene00003829,1.4603588e-13
WBGene00007156,1.460259e-13
WBGene00010538,1.4602409e-13
WBGene00011785,1.460138e-13
WBGene00077690,1.4599778e-13
WBGene00017873,1.4597541e-13
WBGene00013353,1.459739e-13
WBGene00000199,1.4597046e-13
WBGene00000544,1.459692e-13
WBGene00007430,1.4595638e-13
WBGene00008366,1.4593512e-13
WBGene00003095,1.4592719e-13
WBGene00008407,1.459237e-13
WBGene00001510,1.4591098e-13
WBGene00012252,1.4590869e-13
WBGene00012464,1.4590107e-13
WBGene00014243,1.4585354e-13
WBGene00012977,1.4584387e-13
WBGene00021521,1.4583399e-13
WBGene00015708,1.4581885e-13
WBGene00001090,1.458055e-13
WBGene00001475,1.4579417e-13
WBGene00019488,1.4578166e-13
WBGene00017481,1.45763e-13
WBGene00015046,1.4575065e-13
WBGene00044784,1.4574825e-13
WBGene00001860,1.4572227e-13
WBGene00004055,1.4571871e-13
WBGene00021438,1.4569858e-13
WBGene00004213,1.4569856e-13
WBGene00020883,1.4569718e-13
WBGene00021774,1.4569518e-13
WBGene00195453,1.4569381e-13
WBGene00044137,1.4567888e-13
WBGene00012929,1.456741e-13
WBGene00012143,1.4566984e-13
WBGene00007902,1.4566264e-13
WBGene00044678,1.4563584e-13
WBGene00013186,1.4562769e-13
WBGene00004140,1.456251e-13
WBGene00006209,1.4560826e-13
WBGene00014258,1.4558728e-13
WBGene00018208,1.4558707e-13
WBGene00000379,1.4557473e-13
WBGene00017260,1.4556719e-13
WBGene00011890,1.4556103e-13
WBGene00010564,1.4555055e-13
WBGene00195495,1.4554025e-13
WBGene00012589,1.455364e-13
WBGene00000004,1.4553023e-13
WBGene00000565,1.455283e-13
WBGene00020588,1.4552244e-13
WBGene00044019,1.455085e-13
WBGene00010735,1.4550611e-13
WBGene00001579,1.4550584e-13
WBGene00001492,1.4548307e-13
WBGene00005278,1.4547845e-13
WBGene00000778,1.4547627e-13
WBGene00008975,1.4547463e-13
WBGene00011624,1.4547436e-13
WBGene00002974,1.4547307e-13
WBGene00022221,1.4547155e-13
WBGene00044720,1.454647e-13
WBGene00010521,1.4543678e-13
WBGene00011280,1.4542736e-13
WBGene00007041,1.454216e-13
WBGene00021685,1.4542023e-13
WBGene00197976,1.4541086e-13
WBGene00006306,1.4539392e-13
WBGene00016888,1.4537324e-13
WBGene00019008,1.4536621e-13
WBGene00016639,1.4535412e-13
WBGene00255611,1.453241e-13
WBGene00015807,1.4531489e-13
WBGene00015814,1.4531185e-13
WBGene00020725,1.4530552e-13
WBGene00019362,1.452956e-13
WBGene00001865,1.4526772e-13
WBGene00020275,1.4525176e-13
WBGene00005036,1.4523696e-13
WBGene00003950,1.4522797e-13
WBGene00015146,1.4521372e-13
WBGene00019806,1.4520187e-13
WBGene00005245,1.4518704e-13
WBGene00012984,1.4518328e-13
WBGene00200555,1.4518236e-13
WBGene00003438,1.4517817e-13
WBGene00004449,1.4515381e-13
WBGene00005592,1.451486e-13
WBGene00017908,1.451415e-13
WBGene00012163,1.451366e-13
WBGene00006874,1.4512426e-13
WBGene00012573,1.4511195e-13
WBGene00008279,1.4511055e-13
WBGene00197701,1.4510027e-13
WBGene00022799,1.450998e-13
WBGene00009283,1.450813e-13
WBGene00009917,1.450713e-13
WBGene00006748,1.4506952e-13
WBGene00050913,1.4506213e-13
WBGene00013219,1.4502619e-13
WBGene00005164,1.4501807e-13
WBGene00011313,1.4499915e-13
WBGene00016837,1.4498376e-13
WBGene00023173,1.4497272e-13
WBGene00012465,1.449716e-13
WBGene00006823,1.4496978e-13
WBGene00015934,1.4496753e-13
WBGene00009659,1.4496728e-13
WBGene00000583,1.4496149e-13
WBGene00015011,1.4495206e-13
WBGene00015687,1.4495202e-13
WBGene00044257,1.4495146e-13
WBGene00006692,1.4494657e-13
WBGene00201930,1.4494048e-13
WBGene00303000,1.449148e-13
WBGene00194896,1.4488923e-13
WBGene00006667,1.448706e-13
WBGene00013362,1.4486295e-13
WBGene00022200,1.4484412e-13
WBGene00199917,1.448431e-13
WBGene00020938,1.4484186e-13
WBGene00018812,1.4483401e-13
WBGene00005255,1.4483143e-13
WBGene00004337,1.4483025e-13
WBGene00009278,1.4482346e-13
WBGene00001985,1.4481359e-13
WBGene00005047,1.4481073e-13
WBGene00008211,1.448082e-13
