gene,integrated_gradients
WBGene00016940,7.089134e-08
WBGene00019773,7.08881e-08
WBGene00018165,7.0880546e-08
WBGene00004475,7.087979e-08
WBGene00044936,7.0861816e-08
WBGene00010293,7.084828e-08
WBGene00235283,7.084823e-08
WBGene00020461,7.0847e-08
WBGene00009566,7.084584e-08
WBGene00022617,7.084428e-08
WBGene00194711,7.083784e-08
WBGene00010991,7.083119e-08
WBGene00206529,7.082781e-08
WBGene00005069,7.082677e-08
WBGene00271810,7.082465e-08
WBGene00013567,7.082393e-08
WBGene00012196,7.082019e-08
WBGene00196870,7.081904e-08
WBGene00004427,7.081499e-08
WBGene00021634,7.080325e-08
WBGene00004788,7.0792446e-08
WBGene00017284,7.078175e-08
WBGene00014770,7.0781645e-08
WBGene00004120,7.07799e-08
WBGene00010544,7.0779016e-08
WBGene00019370,7.077884e-08
WBGene00007337,7.077437e-08
WBGene00016951,7.077425e-08
WBGene00010598,7.0773076e-08
WBGene00011972,7.077306e-08
WBGene00045091,7.076965e-08
WBGene00201346,7.076947e-08
WBGene00020967,7.075831e-08
WBGene00010913,7.0755355e-08
WBGene00002280,7.07552e-08
WBGene00022472,7.0746644e-08
WBGene00005371,7.074397e-08
WBGene00017056,7.074361e-08
WBGene00001621,7.073883e-08
WBGene00200562,7.073786e-08
WBGene00011854,7.073451e-08
WBGene00016119,7.073363e-08
WBGene00007542,7.072998e-08
WBGene00006759,7.072707e-08
WBGene00013514,7.0725335e-08
WBGene00016681,7.0724376e-08
WBGene00011548,7.071798e-08
WBGene00004005,7.071733e-08
WBGene00016485,7.070735e-08
WBGene00004493,7.070705e-08
WBGene00021205,7.070169e-08
WBGene00018540,7.069886e-08
WBGene00018729,7.0697475e-08
WBGene00000706,7.069273e-08
WBGene00008250,7.068669e-08
WBGene00006132,7.068413e-08
WBGene00013436,7.068196e-08
WBGene00000792,7.068106e-08
WBGene00011019,7.067123e-08
WBGene00007372,7.066783e-08
WBGene00235303,7.066162e-08
WBGene00016190,7.065213e-08
WBGene00005977,7.0650586e-08
WBGene00004191,7.065054e-08
WBGene00016674,7.0645584e-08
WBGene00044347,7.0644816e-08
WBGene00011621,7.0644546e-08
WBGene00202355,7.063607e-08
WBGene00019075,7.063585e-08
WBGene00008840,7.063358e-08
WBGene00010632,7.063334e-08
WBGene00044020,7.063083e-08
WBGene00021184,7.06286e-08
WBGene00016168,7.062801e-08
WBGene00019595,7.0627856e-08
WBGene00194888,7.062032e-08
WBGene00006176,7.061449e-08
WBGene00200935,7.06138e-08
WBGene00013393,7.0612e-08
WBGene00021132,7.060983e-08
WBGene00043743,7.060723e-08
WBGene00017807,7.060255e-08
WBGene00013366,7.059857e-08
WBGene00005965,7.059846e-08
WBGene00015530,7.0596315e-08
WBGene00019288,7.059481e-08
WBGene00008232,7.0593636e-08
WBGene00006236,7.0587866e-08
WBGene00019678,7.057427e-08
WBGene00018895,7.056735e-08
WBGene00010989,7.05665e-08
WBGene00003258,7.056294e-08
WBGene00005329,7.055635e-08
WBGene00206474,7.055621e-08
WBGene00000960,7.054391e-08
WBGene00012475,7.054338e-08
WBGene00018241,7.05409e-08
WBGene00044767,7.0538086e-08
WBGene00006264,7.053594e-08
WBGene00000567,7.0523136e-08
WBGene00005499,7.05219e-08
WBGene00001786,7.0516876e-08
WBGene00011241,7.051547e-08
WBGene00200547,7.0511184e-08
WBGene00003747,7.051097e-08
WBGene00013021,7.050489e-08
WBGene00015549,7.0492135e-08
WBGene00022715,7.048738e-08
WBGene00005410,7.048196e-08
WBGene00007248,7.047675e-08
WBGene00019838,7.047375e-08
WBGene00010488,7.046803e-08
WBGene00005519,7.046489e-08
WBGene00201372,7.046346e-08
WBGene00019654,7.045986e-08
WBGene00045332,7.045709e-08
WBGene00005504,7.044158e-08
WBGene00001397,7.043397e-08
WBGene00018892,7.0425784e-08
WBGene00017250,7.042291e-08
WBGene00013758,7.042074e-08
WBGene00018161,7.0418245e-08
WBGene00007552,7.041075e-08
WBGene00045095,7.040905e-08
WBGene00012486,7.040889e-08
WBGene00044087,7.039676e-08
WBGene00018613,7.0393824e-08
WBGene00003591,7.039016e-08
WBGene00011775,7.0388765e-08
WBGene00018191,7.0382946e-08
WBGene00022179,7.038037e-08
WBGene00001956,7.0370675e-08
WBGene00005657,7.036801e-08
WBGene00005686,7.0365594e-08
WBGene00006738,7.0362255e-08
WBGene00010990,7.035379e-08
WBGene00001044,7.034993e-08
WBGene00005099,7.034354e-08
WBGene00020628,7.034332e-08
WBGene00271648,7.034004e-08
WBGene00011151,7.0340036e-08
WBGene00021625,7.0333634e-08
WBGene00014062,7.0328895e-08
WBGene00017321,7.03225e-08
WBGene00005117,7.0316666e-08
WBGene00269430,7.0315146e-08
WBGene00044490,7.0313924e-08
WBGene00004211,7.03024e-08
WBGene00018414,7.0301766e-08
WBGene00016652,7.03009e-08
WBGene00009640,7.029176e-08
WBGene00044021,7.0291186e-08
WBGene00005489,7.0288884e-08
WBGene00012081,7.02833e-08
WBGene00008380,7.027627e-08
WBGene00005275,7.027297e-08
WBGene00022551,7.026847e-08
WBGene00303425,7.026594e-08
WBGene00009865,7.026503e-08
WBGene00014134,7.0257514e-08
WBGene00010822,7.0256064e-08
WBGene00198530,7.0251815e-08
WBGene00004959,7.025049e-08
WBGene00004965,7.024646e-08
WBGene00001789,7.024444e-08
WBGene00044732,7.0239054e-08
WBGene00011243,7.023528e-08
WBGene00010925,7.0229476e-08
WBGene00012788,7.022887e-08
WBGene00016872,7.0227394e-08
WBGene00011986,7.021553e-08
WBGene00019320,7.021453e-08
WBGene00023471,7.021089e-08
WBGene00013765,7.0203974e-08
WBGene00012978,7.0197395e-08
WBGene00014195,7.0186836e-08
WBGene00013980,7.0183646e-08
WBGene00008454,7.018252e-08
WBGene00012014,7.0167665e-08
WBGene00022633,7.01608e-08
WBGene00011100,7.014994e-08
WBGene00005035,7.014409e-08
WBGene00017615,7.0143784e-08
WBGene00219911,7.0142995e-08
WBGene00001133,7.013905e-08
WBGene00005104,7.012541e-08
WBGene00016400,7.012151e-08
WBGene00304238,7.011834e-08
WBGene00005178,7.0107916e-08
WBGene00003163,7.010404e-08
WBGene00018201,7.0099325e-08
WBGene00194668,7.009506e-08
WBGene00044008,7.008786e-08
WBGene00044451,7.008331e-08
WBGene00012545,7.0067045e-08
WBGene00015020,7.006376e-08
WBGene00016391,7.006276e-08
WBGene00022471,7.005738e-08
WBGene00011032,7.0057354e-08
WBGene00008458,7.0053574e-08
WBGene00010095,7.004976e-08
WBGene00044500,7.004738e-08
WBGene00015822,7.004239e-08
WBGene00001067,7.00411e-08
WBGene00008954,7.00277e-08
WBGene00013053,7.002079e-08
WBGene00009189,7.0012874e-08
WBGene00195267,7.0003864e-08
WBGene00195414,6.999822e-08
WBGene00007093,6.99974e-08
WBGene00012763,6.9994684e-08
WBGene00007619,6.9992666e-08
WBGene00005826,6.999086e-08
WBGene00018070,6.998878e-08
WBGene00010718,6.998792e-08
WBGene00019734,6.99855e-08
WBGene00005934,6.9984665e-08
WBGene00010184,6.997944e-08
WBGene00002054,6.996651e-08
WBGene00201331,6.996277e-08
WBGene00008243,6.995577e-08
WBGene00001531,6.995286e-08
WBGene00015871,6.995186e-08
WBGene00016754,6.993337e-08
WBGene00009316,6.993154e-08
WBGene00022162,6.99272e-08
WBGene00005516,6.99218e-08
WBGene00020249,6.991977e-08
WBGene00015354,6.991861e-08
WBGene00014841,6.991802e-08
WBGene00009676,6.9913845e-08
WBGene00007185,6.990944e-08
WBGene00012188,6.99036e-08
WBGene00011829,6.989855e-08
WBGene00019450,6.989326e-08
WBGene00007756,6.9887804e-08
WBGene00009935,6.9885466e-08
WBGene00021892,6.9877835e-08
WBGene00010611,6.987736e-08
WBGene00010554,6.987468e-08
WBGene00006765,6.986823e-08
WBGene00017060,6.986391e-08
WBGene00001526,6.986073e-08
WBGene00005704,6.985983e-08
WBGene00012072,6.98518e-08
WBGene00013542,6.9846514e-08
WBGene00006168,6.984194e-08
WBGene00012863,6.9841604e-08
WBGene00013151,6.983319e-08
WBGene00000418,6.9832396e-08
WBGene00023463,6.982368e-08
WBGene00011704,6.982362e-08
WBGene00050899,6.981483e-08
WBGene00005271,6.9811136e-08
WBGene00010622,6.979894e-08
WBGene00013031,6.9797075e-08
WBGene00020714,6.978521e-08
WBGene00022223,6.9769875e-08
WBGene00284853,6.976948e-08
WBGene00020117,6.976691e-08
WBGene00022289,6.976328e-08
WBGene00304788,6.9759e-08
WBGene00202512,6.975838e-08
WBGene00195011,6.975458e-08
WBGene00013434,6.975402e-08
WBGene00016369,6.974991e-08
WBGene00008167,6.974761e-08
WBGene00005164,6.974725e-08
WBGene00003934,6.974309e-08
WBGene00009725,6.973914e-08
WBGene00007140,6.9738014e-08
WBGene00017449,6.973412e-08
WBGene00020737,6.9732195e-08
WBGene00008292,6.972454e-08
WBGene00017576,6.971662e-08
WBGene00219302,6.971572e-08
WBGene00005368,6.9705415e-08
WBGene00002077,6.970268e-08
WBGene00200801,6.969843e-08
WBGene00011284,6.969558e-08
WBGene00016689,6.9695325e-08
WBGene00017065,6.968257e-08
WBGene00006258,6.967818e-08
WBGene00017618,6.96766e-08
WBGene00018082,6.9676226e-08
WBGene00016532,6.967494e-08
WBGene00013620,6.967276e-08
WBGene00015514,6.9665205e-08
WBGene00008620,6.966396e-08
WBGene00018568,6.966395e-08
WBGene00007577,6.9662235e-08
WBGene00015421,6.9660615e-08
WBGene00015061,6.9658434e-08
WBGene00020888,6.9654746e-08
WBGene00005895,6.9650035e-08
WBGene00006080,6.9646994e-08
WBGene00004125,6.9646454e-08
WBGene00009984,6.96435e-08
WBGene00008323,6.963592e-08
WBGene00005912,6.963113e-08
WBGene00006635,6.9630886e-08
WBGene00220167,6.962603e-08
WBGene00021709,6.9617705e-08
WBGene00022042,6.961348e-08
WBGene00022034,6.960783e-08
WBGene00021636,6.9607545e-08
WBGene00019607,6.9606436e-08
WBGene00003129,6.959961e-08
WBGene00007495,6.959596e-08
WBGene00019340,6.959527e-08
WBGene00005262,6.959261e-08
WBGene00009777,6.959139e-08
WBGene00017082,6.958297e-08
WBGene00003438,6.95749e-08
WBGene00015994,6.9569495e-08
WBGene00008934,6.9564386e-08
WBGene00007136,6.956283e-08
WBGene00014615,6.956232e-08
WBGene00012634,6.95616e-08
WBGene00012782,6.9558794e-08
WBGene00200270,6.955488e-08
WBGene00044225,6.955229e-08
WBGene00001487,6.955087e-08
WBGene00000521,6.954686e-08
WBGene00005134,6.954604e-08
WBGene00017608,6.9538416e-08
WBGene00195512,6.95384e-08
WBGene00007341,6.953051e-08
WBGene00200816,6.952948e-08
WBGene00013724,6.952276e-08
WBGene00009215,6.9520965e-08
WBGene00018865,6.9511536e-08
WBGene00044369,6.9502164e-08
WBGene00014768,6.950194e-08
WBGene00195574,6.949165e-08
WBGene00200756,6.9489765e-08
WBGene00197759,6.9488884e-08
WBGene00005941,6.9487264e-08
WBGene00001223,6.9482155e-08
WBGene00003796,6.947619e-08
WBGene00000457,6.9474645e-08
WBGene00007265,6.9467674e-08
WBGene00016049,6.946168e-08
WBGene00003097,6.946134e-08
WBGene00044164,6.945357e-08
WBGene00219869,6.9449705e-08
WBGene00007429,6.944649e-08
WBGene00011364,6.942285e-08
WBGene00020008,6.94197e-08
WBGene00044385,6.9411996e-08
WBGene00014196,6.9402205e-08
WBGene00012906,6.9397856e-08
WBGene00017564,6.9394794e-08
WBGene00012283,6.939426e-08
WBGene00009498,6.939395e-08
WBGene00012575,6.939248e-08
WBGene00006745,6.939174e-08
WBGene00009985,6.939119e-08
WBGene00008236,6.93847e-08
WBGene00013265,6.938369e-08
WBGene00006615,6.938015e-08
WBGene00017768,6.9374124e-08
WBGene00010168,6.9372184e-08
WBGene00021162,6.936694e-08
WBGene00001108,6.9360496e-08
WBGene00005567,6.935528e-08
WBGene00008804,6.934395e-08
WBGene00007927,6.934395e-08
WBGene00021251,6.934179e-08
WBGene00009586,6.933704e-08
WBGene00000033,6.933468e-08
WBGene00167250,6.933288e-08
WBGene00019672,6.933127e-08
WBGene00005126,6.932739e-08
WBGene00017662,6.931346e-08
WBGene00011811,6.931321e-08
WBGene00019439,6.930677e-08
WBGene00014633,6.930618e-08
WBGene00013835,6.930465e-08
WBGene00007628,6.9303766e-08
WBGene00010727,6.930208e-08
WBGene00004416,6.929612e-08
WBGene00015909,6.92955e-08
WBGene00017989,6.929113e-08
WBGene00008947,6.9288916e-08
WBGene00020144,6.928787e-08
WBGene00004492,6.92749e-08
WBGene00013961,6.927112e-08
WBGene00235301,6.927078e-08
WBGene00017511,6.92649e-08
WBGene00003938,6.926311e-08
WBGene00200335,6.9262086e-08
WBGene00206495,6.925568e-08
WBGene00219648,6.925425e-08
WBGene00007391,6.925142e-08
WBGene00219897,6.924848e-08
WBGene00008946,6.9246845e-08
WBGene00005267,6.924384e-08
WBGene00023205,6.9239654e-08
WBGene00005793,6.922884e-08
WBGene00011228,6.922548e-08
WBGene00017330,6.9225344e-08
WBGene00171255,6.922029e-08
WBGene00018904,6.921996e-08
WBGene00001021,6.9219155e-08
WBGene00021456,6.9217194e-08
WBGene00005544,6.921677e-08
WBGene00015879,6.921209e-08
WBGene00198822,6.920665e-08
WBGene00003157,6.920355e-08
WBGene00007409,6.9200425e-08
WBGene00022484,6.919581e-08
WBGene00011108,6.919482e-08
WBGene00018189,6.9194044e-08
WBGene00019476,6.918325e-08
WBGene00005547,6.917047e-08
WBGene00013220,6.9168834e-08
WBGene00004752,6.9163484e-08
WBGene00005052,6.9160286e-08
WBGene00197423,6.9153174e-08
WBGene00009667,6.9137734e-08
WBGene00005298,6.913305e-08
WBGene00020937,6.913143e-08
WBGene00017648,6.912836e-08
WBGene00003770,6.912406e-08
WBGene00077758,6.912239e-08
WBGene00199254,6.911995e-08
WBGene00219449,6.9109376e-08
WBGene00002030,6.910894e-08
WBGene00017295,6.910879e-08
WBGene00000534,6.910654e-08
WBGene00013015,6.91018e-08
WBGene00015495,6.909857e-08
WBGene00005699,6.909744e-08
WBGene00019322,6.9096195e-08
WBGene00017569,6.9094355e-08
WBGene00014821,6.908858e-08
WBGene00005639,6.906739e-08
WBGene00005677,6.9063816e-08
WBGene00012439,6.9061116e-08
WBGene00044564,6.9060484e-08
WBGene00004174,6.905917e-08
WBGene00016181,6.905862e-08
WBGene00022834,6.905306e-08
WBGene00014779,6.905262e-08
WBGene00010387,6.90524e-08
WBGene00016503,6.904785e-08
WBGene00017921,6.904524e-08
WBGene00013091,6.904486e-08
WBGene00013863,6.90437e-08
WBGene00017541,6.90376e-08
WBGene00044547,6.903717e-08
WBGene00022046,6.9036254e-08
WBGene00016187,6.9030115e-08
WBGene00017734,6.9025376e-08
WBGene00008199,6.902401e-08
WBGene00015676,6.902072e-08
WBGene00022203,6.901413e-08
WBGene00015580,6.90128e-08
WBGene00045857,6.900715e-08
WBGene00011897,6.9005594e-08
WBGene00003721,6.899856e-08
WBGene00012521,6.8996535e-08
WBGene00006554,6.899625e-08
WBGene00008136,6.899504e-08
WBGene00009980,6.8992016e-08
WBGene00004350,6.899126e-08
WBGene00005585,6.898708e-08
WBGene00023407,6.8982125e-08
WBGene00021319,6.896698e-08
WBGene00007544,6.895089e-08
WBGene00009192,6.894671e-08
WBGene00000661,6.894577e-08
WBGene00022337,6.893454e-08
WBGene00015427,6.8932145e-08
WBGene00005425,6.892403e-08
WBGene00017466,6.891299e-08
WBGene00006038,6.8909266e-08
WBGene00005375,6.8898956e-08
WBGene00005935,6.889337e-08
WBGene00011442,6.888428e-08
WBGene00018226,6.8881235e-08
WBGene00016443,6.888092e-08
WBGene00003854,6.887551e-08
WBGene00008031,6.887459e-08
WBGene00005088,6.885924e-08
WBGene00005282,6.885809e-08
WBGene00012028,6.885585e-08
WBGene00000930,6.885332e-08
WBGene00000380,6.884814e-08
WBGene00013137,6.8841814e-08
WBGene00016747,6.883474e-08
WBGene00196753,6.883205e-08
WBGene00010266,6.882178e-08
WBGene00008796,6.8817634e-08
WBGene00022122,6.8808625e-08
WBGene00006311,6.880733e-08
WBGene00022056,6.8801945e-08
WBGene00015850,6.880185e-08
WBGene00303231,6.880052e-08
WBGene00044562,6.8792744e-08
WBGene00013741,6.878763e-08
WBGene00196625,6.878677e-08
WBGene00008001,6.878656e-08
WBGene00202198,6.878556e-08
WBGene00008312,6.8779165e-08
WBGene00017147,6.8774646e-08
WBGene00017651,6.877373e-08
WBGene00020386,6.877297e-08
WBGene00015382,6.87664e-08
WBGene00200895,6.8762894e-08
WBGene00019572,6.8742594e-08
WBGene00011535,6.8737954e-08
WBGene00206461,6.872673e-08
WBGene00005703,6.8714755e-08
WBGene00044368,6.871321e-08
WBGene00019369,6.8700814e-08
WBGene00007788,6.870043e-08
WBGene00017131,6.8697084e-08
WBGene00016745,6.8696735e-08
WBGene00016701,6.8689715e-08
WBGene00010277,6.8686724e-08
WBGene00004287,6.868098e-08
WBGene00019567,6.86797e-08
WBGene00006126,6.867884e-08
WBGene00021871,6.867558e-08
WBGene00020933,6.8671746e-08
WBGene00013931,6.866852e-08
WBGene00016298,6.866608e-08
WBGene00009132,6.866116e-08
WBGene00011582,6.866011e-08
WBGene00002198,6.8659396e-08
WBGene00220260,6.865002e-08
WBGene00014042,6.8643054e-08
WBGene00023326,6.864043e-08
WBGene00007758,6.863477e-08
WBGene00009998,6.863374e-08
WBGene00005882,6.863293e-08
WBGene00022792,6.862341e-08
WBGene00001029,6.862093e-08
WBGene00009382,6.8619734e-08
WBGene00015898,6.861875e-08
WBGene00045345,6.861734e-08
WBGene00197119,6.8616714e-08
WBGene00005850,6.86084e-08
WBGene00018558,6.8606795e-08
WBGene00005824,6.860241e-08
WBGene00000487,6.859612e-08
WBGene00002260,6.8596066e-08
WBGene00004699,6.859295e-08
WBGene00001700,6.8590325e-08
WBGene00022546,6.858757e-08
WBGene00196733,6.858623e-08
WBGene00016605,6.8572504e-08
WBGene00020707,6.856769e-08
WBGene00011493,6.855124e-08
WBGene00019234,6.854888e-08
WBGene00007453,6.854781e-08
WBGene00001022,6.853932e-08
WBGene00005215,6.853234e-08
WBGene00023411,6.852928e-08
WBGene00019927,6.852546e-08
WBGene00010628,6.85242e-08
WBGene00014701,6.852361e-08
WBGene00022852,6.8521075e-08
WBGene00005359,6.851278e-08
WBGene00017412,6.85012e-08
WBGene00000425,6.849557e-08
WBGene00044011,6.849552e-08
WBGene00005713,6.849207e-08
WBGene00007334,6.848715e-08
WBGene00012286,6.8480496e-08
WBGene00219737,6.847795e-08
WBGene00013494,6.847457e-08
WBGene00005483,6.847056e-08
WBGene00016577,6.846546e-08
WBGene00020593,6.846336e-08
WBGene00006820,6.845156e-08
WBGene00012561,6.844434e-08
WBGene00000712,6.84386e-08
WBGene00018621,6.843784e-08
WBGene00014844,6.8425784e-08
WBGene00189930,6.842455e-08
WBGene00219743,6.8421365e-08
WBGene00196680,6.84179e-08
WBGene00008328,6.841706e-08
WBGene00018369,6.841637e-08
WBGene00009415,6.8416306e-08
WBGene00010020,6.841493e-08
WBGene00304786,6.8408646e-08
WBGene00001725,6.840046e-08
WBGene00022033,6.839607e-08
WBGene00022002,6.8390655e-08
WBGene00011762,6.8386896e-08
WBGene00015122,6.838517e-08
WBGene00219649,6.8384765e-08
WBGene00016907,6.838318e-08
WBGene00200546,6.8380885e-08
WBGene00011895,6.838074e-08
WBGene00010799,6.83725e-08
WBGene00044520,6.83719e-08
WBGene00201540,6.836006e-08
WBGene00045316,6.835578e-08
WBGene00001811,6.8353295e-08
WBGene00077440,6.8352804e-08
WBGene00016194,6.835029e-08
WBGene00010256,6.8350104e-08
WBGene00022840,6.834112e-08
WBGene00235090,6.833952e-08
WBGene00201930,6.8330316e-08
WBGene00008698,6.83082e-08
WBGene00001438,6.829732e-08
WBGene00011949,6.829687e-08
WBGene00005219,6.829465e-08
WBGene00009295,6.829177e-08
WBGene00023512,6.829129e-08
WBGene00005405,6.828954e-08
WBGene00198263,6.82895e-08
WBGene00235387,6.828616e-08
WBGene00005143,6.827252e-08
WBGene00020534,6.827184e-08
WBGene00017600,6.826003e-08
WBGene00018500,6.8251325e-08
WBGene00018941,6.824847e-08
WBGene00022516,6.823428e-08
WBGene00219592,6.823174e-08
WBGene00002845,6.823011e-08
WBGene00014921,6.82163e-08
WBGene00006602,6.8213154e-08
WBGene00000382,6.821058e-08
WBGene00006007,6.820809e-08
WBGene00008277,6.820683e-08
WBGene00045051,6.8200904e-08
WBGene00005002,6.820057e-08
WBGene00010173,6.8198666e-08
WBGene00020682,6.8197615e-08
WBGene00013887,6.818343e-08
WBGene00016029,6.8182594e-08
WBGene00009011,6.8180874e-08
WBGene00008692,6.817048e-08
WBGene00235367,6.816735e-08
WBGene00000452,6.8166976e-08
WBGene00006281,6.816591e-08
WBGene00005162,6.8162166e-08
WBGene00010568,6.8161455e-08
WBGene00045253,6.8161036e-08
WBGene00020301,6.81604e-08
WBGene00006114,6.815135e-08
WBGene00013375,6.814627e-08
WBGene00021294,6.814177e-08
WBGene00009478,6.813888e-08
WBGene00017137,6.8137396e-08
WBGene00004420,6.81319e-08
WBGene00044460,6.813071e-08
WBGene00005534,6.8126084e-08
WBGene00011522,6.812536e-08
WBGene00006252,6.8115504e-08
WBGene00304785,6.811417e-08
WBGene00022421,6.811024e-08
WBGene00020448,6.810645e-08
WBGene00017661,6.810523e-08
WBGene00010737,6.8103326e-08
WBGene00043297,6.809904e-08
WBGene00021905,6.809794e-08
WBGene00194652,6.809072e-08
WBGene00005788,6.808813e-08
WBGene00023518,6.808173e-08
WBGene00044743,6.808065e-08
WBGene00017879,6.8070115e-08
WBGene00017347,6.8058355e-08
WBGene00007517,6.805806e-08
WBGene00000426,6.805466e-08
WBGene00044514,6.805316e-08
WBGene00008183,6.805107e-08
WBGene00001856,6.80462e-08
WBGene00023479,6.8044066e-08
WBGene00012604,6.803856e-08
WBGene00000766,6.802903e-08
WBGene00013525,6.802641e-08
WBGene00021241,6.802313e-08
WBGene00013166,6.802194e-08
WBGene00000010,6.8013115e-08
WBGene00015867,6.801287e-08
WBGene00006095,6.8010294e-08
WBGene00005523,6.800857e-08
WBGene00008589,6.80057e-08
WBGene00021967,6.8002876e-08
WBGene00009469,6.800193e-08
WBGene00005079,6.800168e-08
WBGene00016201,6.799193e-08
WBGene00008185,6.79863e-08
WBGene00201564,6.798585e-08
WBGene00005971,6.797001e-08
WBGene00009763,6.796046e-08
WBGene00220005,6.795658e-08
WBGene00018627,6.7955625e-08
WBGene00004417,6.7951916e-08
WBGene00013576,6.7951305e-08
WBGene00008855,6.794437e-08
WBGene00010298,6.7938274e-08
WBGene00004270,6.7936305e-08
WBGene00000499,6.79353e-08
WBGene00013988,6.792044e-08
WBGene00005593,6.7913035e-08
WBGene00235133,6.790448e-08
WBGene00014120,6.7901894e-08
WBGene00003583,6.789608e-08
WBGene00009912,6.7895066e-08
WBGene00012320,6.7887186e-08
WBGene00005277,6.788623e-08
WBGene00015656,6.7885225e-08
WBGene00005667,6.788215e-08
WBGene00016505,6.787871e-08
WBGene00005936,6.7875504e-08
WBGene00011915,6.787293e-08
WBGene00022395,6.78717e-08
WBGene00023302,6.7871554e-08
WBGene00012397,6.7862025e-08
WBGene00015112,6.785267e-08
WBGene00013081,6.785079e-08
WBGene00009345,6.78445e-08
WBGene00012479,6.784101e-08
WBGene00004818,6.784032e-08
WBGene00016587,6.783681e-08
WBGene00009552,6.7836694e-08
WBGene00018092,6.783594e-08
WBGene00005040,6.783432e-08
WBGene00019393,6.7828644e-08
WBGene00012403,6.782603e-08
WBGene00044394,6.7804315e-08
WBGene00009343,6.780158e-08
WBGene00015843,6.7794026e-08
WBGene00020680,6.7787504e-08
WBGene00012629,6.7783866e-08
WBGene00019556,6.778307e-08
WBGene00005269,6.7782864e-08
WBGene00001890,6.777734e-08
WBGene00019214,6.777448e-08
WBGene00011459,6.7770785e-08
WBGene00044653,6.776876e-08
WBGene00017611,6.7766024e-08
WBGene00006102,6.776141e-08
WBGene00017795,6.7757206e-08
WBGene00077520,6.77563e-08
WBGene00020189,6.7750264e-08
WBGene00016854,6.774542e-08
WBGene00010747,6.773769e-08
WBGene00009191,6.773671e-08
WBGene00006123,6.77346e-08
WBGene00022444,6.773453e-08
WBGene00003898,6.7724955e-08
WBGene00007607,6.772215e-08
WBGene00005649,6.772052e-08
WBGene00018935,6.771181e-08
WBGene00044093,6.771117e-08
WBGene00021193,6.7709955e-08
WBGene00009252,6.770795e-08
WBGene00199663,6.770635e-08
WBGene00007338,6.770523e-08
WBGene00012965,6.769167e-08
WBGene00010457,6.769127e-08
WBGene00018644,6.768949e-08
WBGene00016831,6.768912e-08
WBGene00007414,6.768755e-08
WBGene00021546,6.7680624e-08
WBGene00011098,6.767925e-08
WBGene00022885,6.7677945e-08
WBGene00017183,6.767577e-08
WBGene00007713,6.767232e-08
WBGene00077495,6.7671486e-08
WBGene00020853,6.7669774e-08
WBGene00010093,6.7667706e-08
WBGene00000468,6.76675e-08
WBGene00009695,6.76593e-08
WBGene00001880,6.7648635e-08
WBGene00019764,6.764699e-08
WBGene00011612,6.764579e-08
WBGene00009808,6.763501e-08
WBGene00005545,6.763352e-08
WBGene00018234,6.76333e-08
WBGene00022251,6.76079e-08
WBGene00044428,6.7599416e-08
WBGene00009470,6.759549e-08
WBGene00008040,6.759138e-08
WBGene00020972,6.758583e-08
WBGene00002152,6.757773e-08
WBGene00012144,6.757709e-08
WBGene00015576,6.757466e-08
WBGene00000283,6.757078e-08
WBGene00002102,6.756992e-08
WBGene00020063,6.756443e-08
WBGene00020288,6.756375e-08
WBGene00175030,6.756075e-08
WBGene00009965,6.755218e-08
WBGene00010017,6.754912e-08
WBGene00016069,6.754905e-08
WBGene00005909,6.754133e-08
WBGene00002045,6.753782e-08
WBGene00015652,6.7534984e-08
WBGene00003467,6.753263e-08
WBGene00202074,6.751168e-08
WBGene00235340,6.750583e-08
WBGene00013955,6.750325e-08
WBGene00015071,6.7495144e-08
WBGene00007754,6.749508e-08
WBGene00003856,6.74905e-08
WBGene00007983,6.748978e-08
WBGene00010089,6.7485225e-08
WBGene00011864,6.748339e-08
WBGene00018797,6.7481835e-08
WBGene00008351,6.747643e-08
WBGene00007222,6.7474e-08
WBGene00013702,6.747368e-08
WBGene00013396,6.747333e-08
WBGene00010335,6.7467475e-08
WBGene00012041,6.7463695e-08
WBGene00005181,6.7462764e-08
WBGene00012942,6.7461386e-08
WBGene00006108,6.745043e-08
WBGene00020184,6.744204e-08
WBGene00009911,6.743901e-08
WBGene00020171,6.7438755e-08
WBGene00016154,6.7433234e-08
WBGene00014043,6.7429106e-08
WBGene00005304,6.7422164e-08
WBGene00012705,6.742089e-08
WBGene00007395,6.741987e-08
WBGene00015892,6.741171e-08
WBGene00206370,6.740967e-08
WBGene00044410,6.7409644e-08
WBGene00005588,6.740959e-08
WBGene00000216,6.7404414e-08
WBGene00012420,6.740366e-08
WBGene00002153,6.740008e-08
WBGene00016480,6.7399995e-08
WBGene00015099,6.739199e-08
WBGene00006409,6.7391476e-08
WBGene00271643,6.738888e-08
WBGene00022012,6.7381826e-08
WBGene00011752,6.7377776e-08
WBGene00014135,6.7376476e-08
WBGene00023505,6.7376014e-08
WBGene00077698,6.737425e-08
WBGene00020592,6.7371715e-08
WBGene00022140,6.7371616e-08
WBGene00017034,6.7369804e-08
WBGene00008013,6.7366706e-08
WBGene00008321,6.736505e-08
WBGene00006274,6.736031e-08
WBGene00020156,6.735969e-08
WBGene00003723,6.7358734e-08
WBGene00013662,6.735476e-08
WBGene00014083,6.735176e-08
WBGene00219658,6.734118e-08
WBGene00007504,6.734038e-08
WBGene00199155,6.733447e-08
WBGene00021182,6.7329005e-08
