gene,integrated_gradients
WBGene00044134,1.1470199e-07
WBGene00008317,1.1469717e-07
WBGene00045067,1.14693776e-07
WBGene00015744,1.1467431e-07
WBGene00002021,1.1465939e-07
WBGene00008025,1.14628705e-07
WBGene00008279,1.1462019e-07
WBGene00044349,1.14598976e-07
WBGene00007118,1.145973e-07
WBGene00009617,1.1459026e-07
WBGene00018345,1.1458956e-07
WBGene00044154,1.14565495e-07
WBGene00015746,1.1456454e-07
WBGene00044062,1.14545976e-07
WBGene00006939,1.145427e-07
WBGene00019396,1.1453789e-07
WBGene00004232,1.14536995e-07
WBGene00002696,1.1453387e-07
WBGene00045158,1.14526244e-07
WBGene00000474,1.1451927e-07
WBGene00018544,1.1451503e-07
WBGene00006637,1.1450455e-07
WBGene00019004,1.1449701e-07
WBGene00017004,1.1449228e-07
WBGene00003830,1.14466985e-07
WBGene00001404,1.14458246e-07
WBGene00198393,1.1445416e-07
WBGene00019587,1.1444831e-07
WBGene00013207,1.1443613e-07
WBGene00009981,1.1441839e-07
WBGene00021583,1.1441404e-07
WBGene00004801,1.14402475e-07
WBGene00013200,1.1440196e-07
WBGene00000529,1.14400635e-07
WBGene00004301,1.14395455e-07
WBGene00022297,1.1436857e-07
WBGene00015535,1.1436716e-07
WBGene00164972,1.14358585e-07
WBGene00199676,1.1435839e-07
WBGene00195159,1.1435544e-07
WBGene00017592,1.1434994e-07
WBGene00012580,1.14337894e-07
WBGene00012065,1.1432208e-07
WBGene00198257,1.1431231e-07
WBGene00009397,1.1431069e-07
WBGene00185100,1.1429843e-07
WBGene00018065,1.14271046e-07
WBGene00022781,1.1426408e-07
WBGene00018402,1.14240635e-07
WBGene00219699,1.1422229e-07
WBGene00003778,1.1421748e-07
WBGene00022397,1.1420796e-07
WBGene00000908,1.1420776e-07
WBGene00195146,1.1420771e-07
WBGene00007913,1.1419294e-07
WBGene00012171,1.1418142e-07
WBGene00019124,1.1412817e-07
WBGene00017908,1.14108914e-07
WBGene00013159,1.1409577e-07
WBGene00004985,1.1409099e-07
WBGene00016993,1.1407467e-07
WBGene00013014,1.1407232e-07
WBGene00002189,1.14030136e-07
WBGene00006728,1.1398963e-07
WBGene00022458,1.1398332e-07
WBGene00015086,1.1397606e-07
WBGene00022672,1.1396712e-07
WBGene00000229,1.139582e-07
WBGene00017674,1.13945795e-07
WBGene00021543,1.13923015e-07
WBGene00014918,1.13922475e-07
WBGene00021441,1.1389656e-07
WBGene00011597,1.1385841e-07
WBGene00004089,1.138546e-07
WBGene00022664,1.13845594e-07
WBGene00021736,1.1383282e-07
WBGene00044219,1.1380009e-07
WBGene00016341,1.1379417e-07
WBGene00018569,1.1379049e-07
WBGene00021752,1.137826e-07
WBGene00044699,1.137751e-07
WBGene00015947,1.1376316e-07
WBGene00020125,1.13726045e-07
WBGene00007516,1.1371714e-07
WBGene00009271,1.13712346e-07
WBGene00009009,1.13703685e-07
WBGene00007374,1.13696665e-07
WBGene00013350,1.1367618e-07
WBGene00010784,1.1367528e-07
WBGene00008773,1.1367246e-07
WBGene00021560,1.13660455e-07
WBGene00010055,1.1365695e-07
WBGene00013545,1.1363745e-07
WBGene00018572,1.1362948e-07
WBGene00011251,1.136205e-07
WBGene00016070,1.136066e-07
WBGene00009450,1.13574785e-07
WBGene00013894,1.1356704e-07
WBGene00006911,1.1354562e-07
WBGene00010667,1.1354343e-07
WBGene00022675,1.13531605e-07
WBGene00044644,1.1352783e-07
WBGene00010361,1.13521445e-07
WBGene00009918,1.13501976e-07
WBGene00015698,1.1347669e-07
WBGene00001092,1.1347287e-07
WBGene00010767,1.13458185e-07
WBGene00004795,1.1344595e-07
WBGene00200700,1.134245e-07
WBGene00018745,1.13399786e-07
WBGene00198804,1.1339216e-07
WBGene00016972,1.1339103e-07
WBGene00000117,1.1338505e-07
WBGene00020630,1.1337963e-07
WBGene00023318,1.1335487e-07
WBGene00014105,1.1334014e-07
WBGene00018732,1.1333306e-07
WBGene00020909,1.13323715e-07
WBGene00015478,1.1329841e-07
WBGene00011512,1.1328614e-07
WBGene00018726,1.1328425e-07
WBGene00021163,1.1325865e-07
WBGene00008720,1.1324882e-07
WBGene00016801,1.13244006e-07
WBGene00015053,1.1323988e-07
WBGene00004705,1.132355e-07
WBGene00001598,1.132152e-07
WBGene00001166,1.13213574e-07
WBGene00003083,1.1320507e-07
WBGene00044472,1.1320324e-07
WBGene00021112,1.13160816e-07
WBGene00013169,1.131477e-07
WBGene00269425,1.13134206e-07
WBGene00045136,1.13126575e-07
WBGene00219587,1.1312212e-07
WBGene00012815,1.13121004e-07
WBGene00018013,1.1311268e-07
WBGene00010909,1.1311237e-07
WBGene00012046,1.13108136e-07
WBGene00019441,1.13096505e-07
WBGene00000159,1.1307431e-07
WBGene00018873,1.13058896e-07
WBGene00013559,1.1303909e-07
WBGene00001025,1.1302679e-07
WBGene00015177,1.13019766e-07
WBGene00012828,1.13015965e-07
WBGene00007302,1.1299867e-07
WBGene00003405,1.129767e-07
WBGene00005716,1.12970746e-07
WBGene00021124,1.12967534e-07
WBGene00003418,1.12955426e-07
WBGene00001935,1.12909056e-07
WBGene00006589,1.12906044e-07
WBGene00021098,1.1289102e-07
WBGene00007591,1.12883555e-07
WBGene00004197,1.1287073e-07
WBGene00012387,1.12869735e-07
WBGene00003964,1.1283123e-07
WBGene00019858,1.12810184e-07
WBGene00020012,1.12801544e-07
WBGene00010726,1.127802e-07
WBGene00017380,1.12776775e-07
WBGene00021630,1.1275945e-07
WBGene00020790,1.127542e-07
WBGene00020524,1.12752716e-07
WBGene00003473,1.127527e-07
WBGene00007277,1.1275136e-07
WBGene00019162,1.12734995e-07
WBGene00022427,1.1273426e-07
WBGene00007244,1.1272253e-07
WBGene00236785,1.127214e-07
WBGene00011745,1.12714304e-07
WBGene00012935,1.12697506e-07
WBGene00206473,1.1269348e-07
WBGene00019998,1.1269131e-07
WBGene00004198,1.126913e-07
WBGene00004217,1.1268533e-07
WBGene00015811,1.126616e-07
WBGene00014014,1.1264016e-07
WBGene00012549,1.12617435e-07
WBGene00007165,1.1260644e-07
WBGene00015532,1.125844e-07
WBGene00219771,1.1258173e-07
WBGene00002977,1.1257554e-07
WBGene00044651,1.12571705e-07
WBGene00005622,1.1256861e-07
WBGene00044391,1.1255316e-07
WBGene00015074,1.1255092e-07
WBGene00219618,1.1253922e-07
WBGene00004052,1.1253383e-07
WBGene00015244,1.1252597e-07
WBGene00044016,1.1251198e-07
WBGene00012977,1.124955e-07
WBGene00003551,1.12486624e-07
WBGene00019248,1.1248218e-07
WBGene00022533,1.1243975e-07
WBGene00010349,1.1242578e-07
WBGene00013175,1.1241961e-07
WBGene00018841,1.1241889e-07
WBGene00011519,1.12415805e-07
WBGene00010647,1.124111e-07
WBGene00017698,1.1239513e-07
WBGene00008374,1.1235869e-07
WBGene00018365,1.12319206e-07
WBGene00004854,1.1231535e-07
WBGene00008833,1.1229744e-07
WBGene00003499,1.1229505e-07
WBGene00015126,1.1228814e-07
WBGene00003549,1.12254085e-07
WBGene00008998,1.1225351e-07
WBGene00201642,1.1224353e-07
WBGene00017397,1.1223422e-07
WBGene00017448,1.12230886e-07
WBGene00194883,1.1222581e-07
WBGene00045509,1.1221791e-07
WBGene00001833,1.1217599e-07
WBGene00015034,1.12157636e-07
WBGene00008418,1.12147454e-07
WBGene00007529,1.12145116e-07
WBGene00019605,1.12144846e-07
WBGene00012645,1.1211672e-07
WBGene00017510,1.12112474e-07
WBGene00077563,1.1210435e-07
WBGene00022857,1.120969e-07
WBGene00008354,1.1206945e-07
WBGene00018425,1.120372e-07
WBGene00010077,1.1201956e-07
WBGene00003979,1.11992286e-07
WBGene00004297,1.1198717e-07
WBGene00006983,1.11985166e-07
WBGene00022801,1.11984185e-07
WBGene00195537,1.1197762e-07
WBGene00008591,1.11963715e-07
WBGene00020366,1.11941745e-07
WBGene00006699,1.1191195e-07
WBGene00006489,1.1189055e-07
WBGene00007219,1.11884376e-07
WBGene00201095,1.1187274e-07
WBGene00044236,1.1186916e-07
WBGene00001934,1.1184703e-07
WBGene00016215,1.1182996e-07
WBGene00011154,1.1179437e-07
WBGene00000780,1.1178228e-07
WBGene00015040,1.1177789e-07
WBGene00009086,1.1177447e-07
WBGene00006523,1.117727e-07
WBGene00008105,1.1175383e-07
WBGene00006962,1.117484e-07
WBGene00003523,1.11734984e-07
WBGene00008414,1.11729e-07
WBGene00015082,1.1172204e-07
WBGene00000205,1.1170419e-07
WBGene00003870,1.1169779e-07
WBGene00009399,1.1169631e-07
WBGene00003691,1.11691655e-07
WBGene00011663,1.1168134e-07
WBGene00045282,1.1167043e-07
WBGene00016104,1.1167e-07
WBGene00013004,1.11667745e-07
WBGene00017440,1.116647e-07
WBGene00008126,1.1165567e-07
WBGene00017571,1.1163636e-07
WBGene00000160,1.11634776e-07
WBGene00014228,1.11629745e-07
WBGene00016677,1.116248e-07
WBGene00008514,1.1162186e-07
WBGene00011338,1.11608834e-07
WBGene00050939,1.1159867e-07
WBGene00008728,1.1159765e-07
WBGene00020511,1.1158935e-07
WBGene00001707,1.1156518e-07
WBGene00006734,1.1155236e-07
WBGene00013899,1.11544914e-07
WBGene00016316,1.11539805e-07
WBGene00219982,1.1152663e-07
WBGene00195481,1.1151763e-07
WBGene00008633,1.11517444e-07
WBGene00003714,1.11507795e-07
WBGene00022880,1.1150036e-07
WBGene00001232,1.11490216e-07
WBGene00005961,1.11489335e-07
WBGene00015547,1.114762e-07
WBGene00005490,1.114684e-07
WBGene00007749,1.11442006e-07
WBGene00008226,1.1143509e-07
WBGene00015323,1.1141198e-07
WBGene00197650,1.1141174e-07
WBGene00001559,1.114055e-07
WBGene00014160,1.1137864e-07
WBGene00008683,1.1137236e-07
WBGene00001358,1.1136526e-07
WBGene00016866,1.11362375e-07
WBGene00199177,1.1133333e-07
WBGene00022198,1.1132752e-07
WBGene00012306,1.1131534e-07
WBGene00007617,1.1131147e-07
WBGene00002036,1.1130852e-07
WBGene00019079,1.11304374e-07
WBGene00015479,1.1128833e-07
WBGene00006231,1.1128686e-07
WBGene00010912,1.1126134e-07
WBGene00006306,1.11234186e-07
WBGene00010338,1.1122992e-07
WBGene00003357,1.11224495e-07
WBGene00009546,1.11218775e-07
WBGene00010015,1.11212195e-07
WBGene00012481,1.11199945e-07
WBGene00006215,1.111824e-07
WBGene00199981,1.1116291e-07
WBGene00196072,1.1115799e-07
WBGene00000839,1.1113321e-07
WBGene00022129,1.1111231e-07
WBGene00021027,1.1110963e-07
WBGene00003232,1.11097236e-07
WBGene00018624,1.11089996e-07
WBGene00018906,1.1108565e-07
WBGene00009209,1.110496e-07
WBGene00195169,1.1104163e-07
WBGene00195048,1.1103377e-07
WBGene00006495,1.1102806e-07
WBGene00020678,1.1102554e-07
WBGene00219310,1.110137e-07
WBGene00013465,1.1101163e-07
WBGene00006452,1.1099751e-07
WBGene00000381,1.10976494e-07
WBGene00006681,1.1096491e-07
WBGene00012179,1.1093704e-07
WBGene00015566,1.1092679e-07
WBGene00018113,1.1092666e-07
WBGene00022738,1.1092393e-07
WBGene00010465,1.10923814e-07
WBGene00011732,1.1091482e-07
WBGene00021906,1.1091131e-07
WBGene00018328,1.10905724e-07
WBGene00013033,1.1088579e-07
WBGene00021885,1.10880954e-07
WBGene00012697,1.1087174e-07
WBGene00011832,1.1086698e-07
WBGene00005388,1.10866615e-07
WBGene00010815,1.10864775e-07
WBGene00017632,1.10851886e-07
WBGene00004395,1.1083784e-07
WBGene00004426,1.1083385e-07
WBGene00008330,1.108337e-07
WBGene00012329,1.108288e-07
WBGene00018696,1.10827365e-07
WBGene00012993,1.10822825e-07
WBGene00017393,1.1082252e-07
WBGene00007013,1.1081608e-07
WBGene00019751,1.1081201e-07
WBGene00013046,1.10811754e-07
WBGene00013030,1.1080754e-07
WBGene00015977,1.108042e-07
WBGene00001475,1.1078756e-07
WBGene00010036,1.10765676e-07
WBGene00010125,1.1075765e-07
WBGene00007722,1.10756595e-07
WBGene00189933,1.10753895e-07
WBGene00271640,1.10747386e-07
WBGene00200742,1.1074612e-07
WBGene00000887,1.1074329e-07
WBGene00009078,1.10731506e-07
WBGene00004760,1.1072115e-07
WBGene00014729,1.10718105e-07
WBGene00019664,1.1071081e-07
WBGene00019436,1.1068716e-07
WBGene00006533,1.1066169e-07
WBGene00002169,1.1064939e-07
WBGene00268210,1.1064901e-07
WBGene00201952,1.106274e-07
WBGene00004783,1.1061719e-07
WBGene00018757,1.10612305e-07
WBGene00015787,1.1059582e-07
WBGene00000197,1.1059149e-07
WBGene00012889,1.1058648e-07
WBGene00200509,1.1058264e-07
WBGene00016931,1.1057952e-07
WBGene00007740,1.1055851e-07
WBGene00077690,1.10555355e-07
WBGene00022037,1.1055515e-07
WBGene00018853,1.1055017e-07
WBGene00044107,1.1054353e-07
WBGene00003860,1.10540036e-07
WBGene00020807,1.1052499e-07
WBGene00000419,1.1051744e-07
WBGene00045058,1.1051616e-07
WBGene00014029,1.10514094e-07
WBGene00012888,1.10510655e-07
WBGene00011255,1.10509426e-07
WBGene00009877,1.10497886e-07
WBGene00010655,1.10493744e-07
WBGene00010281,1.10489694e-07
WBGene00044453,1.10462125e-07
WBGene00000659,1.104482e-07
WBGene00000868,1.10444596e-07
WBGene00013135,1.1043763e-07
WBGene00050956,1.1043097e-07
WBGene00016581,1.10411946e-07
WBGene00018212,1.10403825e-07
WBGene00008647,1.1039025e-07
WBGene00017105,1.1038986e-07
WBGene00004111,1.1037138e-07
WBGene00007224,1.10362286e-07
WBGene00012198,1.1035636e-07
WBGene00010191,1.1034418e-07
WBGene00003949,1.1033886e-07
WBGene00001151,1.1032528e-07
WBGene00015010,1.1032517e-07
WBGene00012910,1.1031666e-07
WBGene00014870,1.103096e-07
WBGene00016255,1.10308385e-07
WBGene00009137,1.10283295e-07
WBGene00019296,1.1026168e-07
WBGene00004181,1.1025654e-07
WBGene00001858,1.1025522e-07
WBGene00017032,1.1024836e-07
WBGene00012628,1.10248145e-07
WBGene00021282,1.1024132e-07
WBGene00003222,1.1023595e-07
WBGene00044296,1.1021988e-07
WBGene00008468,1.1021017e-07
WBGene00011051,1.10183784e-07
WBGene00202400,1.1017576e-07
WBGene00017014,1.1014663e-07
WBGene00013610,1.10140434e-07
WBGene00015925,1.10121285e-07
WBGene00011107,1.10105454e-07
WBGene00020727,1.10102235e-07
WBGene00001478,1.10082325e-07
WBGene00004449,1.1007038e-07
WBGene00012241,1.1006736e-07
WBGene00020293,1.1004129e-07
WBGene00017134,1.1003333e-07
WBGene00044483,1.1002557e-07
WBGene00007114,1.1002387e-07
WBGene00021980,1.0996591e-07
WBGene00045292,1.0993838e-07
WBGene00020675,1.0993651e-07
WBGene00001834,1.0992515e-07
WBGene00044353,1.0991938e-07
WBGene00022448,1.0991332e-07
WBGene00019816,1.0990875e-07
WBGene00268215,1.0989323e-07
WBGene00016452,1.0988999e-07
WBGene00195214,1.098795e-07
WBGene00000466,1.0986501e-07
WBGene00206365,1.0984918e-07
WBGene00009895,1.0984824e-07
WBGene00005641,1.0984511e-07
WBGene00003158,1.0983273e-07
WBGene00044550,1.09826175e-07
WBGene00019407,1.0980859e-07
WBGene00003386,1.0980017e-07
WBGene00013009,1.0979321e-07
WBGene00009339,1.09783535e-07
WBGene00021601,1.0974764e-07
WBGene00219929,1.09742295e-07
WBGene00001618,1.0973738e-07
WBGene00304812,1.0973423e-07
WBGene00006633,1.0972893e-07
WBGene00017681,1.097103e-07
WBGene00013212,1.09698796e-07
WBGene00018707,1.0969753e-07
WBGene00006736,1.0969233e-07
WBGene00009121,1.0969012e-07
WBGene00016874,1.09687626e-07
WBGene00000640,1.0968126e-07
WBGene00006674,1.0965755e-07
WBGene00021841,1.09655154e-07
WBGene00012755,1.096505e-07
WBGene00200014,1.09644176e-07
WBGene00007704,1.0962579e-07
WBGene00009851,1.0962088e-07
WBGene00219567,1.09603036e-07
WBGene00017259,1.09597984e-07
WBGene00011970,1.0958971e-07
WBGene00021787,1.09555025e-07
WBGene00008792,1.09554556e-07
WBGene00000438,1.095499e-07
WBGene00009157,1.0954917e-07
WBGene00016996,1.0954174e-07
WBGene00044142,1.0953892e-07
WBGene00000034,1.09529516e-07
WBGene00013778,1.0952142e-07
WBGene00044412,1.0952057e-07
WBGene00022274,1.0951727e-07
WBGene00011867,1.0951662e-07
WBGene00011191,1.0951577e-07
WBGene00008204,1.0951372e-07
WBGene00011318,1.0951349e-07
WBGene00016588,1.0949559e-07
WBGene00018593,1.0948535e-07
WBGene00015686,1.09480105e-07
WBGene00012020,1.0947184e-07
WBGene00004119,1.0946912e-07
WBGene00015922,1.0946847e-07
WBGene00018466,1.0945963e-07
WBGene00017686,1.0945353e-07
WBGene00010921,1.0943835e-07
WBGene00014125,1.0943591e-07
WBGene00004483,1.0943228e-07
WBGene00021843,1.0941659e-07
WBGene00019115,1.09405505e-07
WBGene00004397,1.093856e-07
WBGene00001159,1.0937798e-07
WBGene00044536,1.0935878e-07
WBGene00016767,1.0934538e-07
WBGene00023069,1.0934399e-07
WBGene00001570,1.09318954e-07
WBGene00013529,1.092652e-07
WBGene00219238,1.0926356e-07
WBGene00001979,1.0925241e-07
WBGene00016293,1.09250216e-07
WBGene00008767,1.0922575e-07
WBGene00003608,1.09210966e-07
WBGene00008999,1.0920709e-07
WBGene00012559,1.0918069e-07
WBGene00014094,1.0915384e-07
WBGene00001571,1.0915044e-07
WBGene00023423,1.0914471e-07
WBGene00012496,1.09133765e-07
WBGene00195341,1.0912021e-07
WBGene00005558,1.0911282e-07
WBGene00008644,1.0909766e-07
WBGene00012700,1.0909594e-07
WBGene00008412,1.0909323e-07
WBGene00015089,1.0907869e-07
WBGene00019732,1.0906643e-07
WBGene00003524,1.09039306e-07
WBGene00018219,1.0903672e-07
WBGene00012661,1.0903477e-07
WBGene00008039,1.0902163e-07
WBGene00018424,1.09004006e-07
WBGene00009843,1.08986065e-07
WBGene00015041,1.089587e-07
WBGene00016464,1.08938345e-07
WBGene00014876,1.0893058e-07
WBGene00020175,1.0892658e-07
WBGene00020011,1.0891922e-07
WBGene00000768,1.08908786e-07
WBGene00001157,1.08900544e-07
WBGene00004776,1.0889721e-07
WBGene00006688,1.08895804e-07
WBGene00018042,1.0889414e-07
WBGene00015641,1.0888734e-07
WBGene00000883,1.0888411e-07
WBGene00019807,1.0887615e-07
WBGene00019337,1.08873024e-07
WBGene00044526,1.0885879e-07
WBGene00010204,1.0885367e-07
WBGene00008169,1.0884084e-07
WBGene00008535,1.0883552e-07
WBGene00001402,1.08834065e-07
WBGene00010406,1.0882192e-07
WBGene00001094,1.0881926e-07
WBGene00195246,1.08815875e-07
WBGene00011722,1.08811996e-07
WBGene00004490,1.08802396e-07
WBGene00255457,1.08799576e-07
WBGene00017533,1.0879424e-07
WBGene00020673,1.0877373e-07
WBGene00006818,1.08773456e-07
WBGene00000972,1.0876372e-07
WBGene00008353,1.0874486e-07
WBGene00002182,1.0873972e-07
WBGene00219752,1.0873835e-07
WBGene00000613,1.0873114e-07
WBGene00019823,1.08714815e-07
WBGene00021254,1.08714595e-07
WBGene00018611,1.0869745e-07
WBGene00003801,1.08682535e-07
WBGene00011636,1.08666406e-07
WBGene00018194,1.0866022e-07
WBGene00010685,1.0862918e-07
WBGene00001670,1.0862436e-07
WBGene00008301,1.0862181e-07
WBGene00018148,1.0860979e-07
WBGene00202016,1.086054e-07
WBGene00019017,1.08566375e-07
WBGene00014978,1.0855095e-07
WBGene00018195,1.0854677e-07
WBGene00020507,1.0853517e-07
WBGene00016198,1.0853256e-07
WBGene00013806,1.0851826e-07
WBGene00018715,1.0850441e-07
WBGene00014174,1.0850086e-07
WBGene00000565,1.0849666e-07
WBGene00010440,1.0845315e-07
WBGene00018150,1.0845122e-07
WBGene00007857,1.08437476e-07
WBGene00011873,1.08427756e-07
WBGene00271802,1.0840793e-07
WBGene00002125,1.0839421e-07
WBGene00010362,1.0837463e-07
WBGene00044684,1.0836741e-07
WBGene00011959,1.0836698e-07
WBGene00011939,1.08363594e-07
WBGene00004745,1.0836228e-07
WBGene00235269,1.08362094e-07
WBGene00021063,1.08359444e-07
WBGene00196879,1.08346285e-07
WBGene00045379,1.0834371e-07
WBGene00006802,1.0834216e-07
WBGene00012412,1.0833927e-07
WBGene00005385,1.0833164e-07
WBGene00008035,1.0831891e-07
WBGene00016953,1.08304675e-07
WBGene00018743,1.0829941e-07
WBGene00021148,1.08295815e-07
WBGene00000689,1.0828983e-07
WBGene00021864,1.0828924e-07
WBGene00013914,1.0828504e-07
WBGene00010037,1.0827338e-07
WBGene00007640,1.08268424e-07
WBGene00017197,1.0825709e-07
WBGene00021917,1.08251164e-07
WBGene00004254,1.0824496e-07
WBGene00022366,1.0820729e-07
WBGene00012220,1.0820312e-07
WBGene00020510,1.0819632e-07
WBGene00009548,1.0818045e-07
WBGene00008819,1.08158076e-07
WBGene00003980,1.08144306e-07
WBGene00197265,1.0813137e-07
WBGene00045392,1.0810236e-07
WBGene00044502,1.0807349e-07
WBGene00007861,1.080393e-07
WBGene00219917,1.0800097e-07
WBGene00006958,1.07998005e-07
WBGene00044661,1.07991525e-07
WBGene00007353,1.0798775e-07
WBGene00010072,1.0798044e-07
WBGene00022674,1.0797981e-07
WBGene00008089,1.07975644e-07
WBGene00235300,1.0796908e-07
WBGene00008733,1.0794785e-07
WBGene00002010,1.07929736e-07
WBGene00010239,1.07925295e-07
WBGene00003073,1.07918595e-07
WBGene00022417,1.07878414e-07
WBGene00006450,1.0786647e-07
WBGene00044193,1.07856486e-07
WBGene00013129,1.07854106e-07
WBGene00012234,1.0784812e-07
WBGene00002097,1.0783887e-07
WBGene00219399,1.0782456e-07
WBGene00008201,1.07808205e-07
WBGene00017750,1.0779922e-07
WBGene00019772,1.07775634e-07
WBGene00196523,1.07766745e-07
WBGene00010042,1.0776612e-07
WBGene00015601,1.077653e-07
WBGene00009660,1.0775263e-07
WBGene00007423,1.07746736e-07
WBGene00020062,1.0774018e-07
WBGene00009229,1.07726436e-07
WBGene00022749,1.07720766e-07
WBGene00014759,1.07720496e-07
WBGene00015912,1.07718115e-07
WBGene00001028,1.0769085e-07
WBGene00023491,1.0767262e-07
WBGene00003724,1.07667105e-07
WBGene00011961,1.07636225e-07
WBGene00020045,1.0762755e-07
WBGene00000266,1.07619776e-07
WBGene00018870,1.0761974e-07
WBGene00021852,1.075975e-07
WBGene00011398,1.07595206e-07
WBGene00009159,1.07592555e-07
WBGene00021691,1.0757235e-07
WBGene00012110,1.07562606e-07
WBGene00020246,1.0752913e-07
WBGene00020037,1.07527875e-07
WBGene00000405,1.0751468e-07
WBGene00003829,1.0751179e-07
WBGene00005096,1.07511404e-07
WBGene00003604,1.0750899e-07
WBGene00000107,1.07508725e-07
WBGene00006926,1.0750788e-07
WBGene00008064,1.07477106e-07
WBGene00008197,1.0746978e-07
WBGene00001874,1.07468374e-07
WBGene00043705,1.0746454e-07
WBGene00017937,1.07464075e-07
WBGene00019829,1.07462306e-07
WBGene00010040,1.0746185e-07
WBGene00022682,1.0745711e-07
WBGene00011805,1.074479e-07
WBGene00004173,1.07443476e-07
WBGene00014511,1.0743526e-07
WBGene00017001,1.07426764e-07
WBGene00010626,1.0742306e-07
WBGene00003086,1.0738776e-07
WBGene00021111,1.073843e-07
WBGene00007632,1.0737751e-07
WBGene00194821,1.07351525e-07
WBGene00015353,1.0734274e-07
WBGene00001056,1.0733488e-07
WBGene00020800,1.07300814e-07
WBGene00003230,1.0728881e-07
WBGene00004223,1.0728826e-07
WBGene00235287,1.07261684e-07
WBGene00044436,1.0725555e-07
WBGene00018117,1.0725519e-07
WBGene00017507,1.0725439e-07
WBGene00006076,1.0724652e-07
WBGene00021200,1.07243686e-07
WBGene00044354,1.0723863e-07
WBGene00014472,1.07236694e-07
WBGene00194706,1.072154e-07
WBGene00006260,1.0721525e-07
WBGene00008992,1.0721466e-07
WBGene00018664,1.0721332e-07
WBGene00005059,1.0720837e-07
WBGene00017483,1.07195916e-07
WBGene00000502,1.07183276e-07
WBGene00009796,1.0718167e-07
WBGene00194849,1.0715913e-07
WBGene00001030,1.0715886e-07
WBGene00022695,1.0715813e-07
WBGene00012236,1.0715429e-07
WBGene00009067,1.0713928e-07
WBGene00012814,1.07115554e-07
WBGene00021578,1.071056e-07
WBGene00017173,1.0709327e-07
WBGene00012618,1.0709284e-07
WBGene00007664,1.07086876e-07
WBGene00013873,1.07082265e-07
WBGene00004465,1.0708209e-07
WBGene00011404,1.0707601e-07
WBGene00015933,1.0707485e-07
WBGene00000962,1.0707184e-07
WBGene00010321,1.07068075e-07
WBGene00019163,1.0706218e-07
WBGene00185095,1.0705692e-07
WBGene00018502,1.07055904e-07
WBGene00017309,1.0705374e-07
WBGene00018317,1.0705331e-07
WBGene00019176,1.07042226e-07
WBGene00019872,1.07027304e-07
WBGene00045053,1.0702251e-07
WBGene00021805,1.0701329e-07
WBGene00003550,1.0700628e-07
WBGene00021252,1.0699722e-07
WBGene00018855,1.06990726e-07
WBGene00019235,1.069772e-07
WBGene00002242,1.06976096e-07
WBGene00008520,1.0697206e-07
WBGene00020912,1.0696957e-07
WBGene00019259,1.06946665e-07
WBGene00017048,1.06916616e-07
WBGene00008522,1.068944e-07
WBGene00019003,1.06892585e-07
WBGene00044675,1.0688509e-07
WBGene00011517,1.0687966e-07
WBGene00235294,1.068669e-07
WBGene00011831,1.06865656e-07
WBGene00010365,1.0686009e-07
WBGene00022017,1.06841654e-07
WBGene00011590,1.0684069e-07
WBGene00013612,1.06836445e-07
WBGene00004706,1.0682625e-07
WBGene00019550,1.0682615e-07
WBGene00007190,1.0682501e-07
WBGene00001368,1.0679048e-07
WBGene00007537,1.06782196e-07
WBGene00007496,1.0675525e-07
WBGene00022335,1.06751315e-07
WBGene00016040,1.06745524e-07
WBGene00020299,1.0671295e-07
WBGene00013456,1.06704405e-07
WBGene00044371,1.0669763e-07
WBGene00271645,1.0669473e-07
WBGene00009172,1.0667453e-07
WBGene00200308,1.0665813e-07
WBGene00002136,1.06651484e-07
WBGene00044610,1.0665048e-07
WBGene00000231,1.0661993e-07
WBGene00019767,1.06594754e-07
WBGene00002086,1.0658934e-07
WBGene00019781,1.0658668e-07
WBGene00015387,1.0658177e-07
WBGene00002051,1.06581524e-07
WBGene00004833,1.0657475e-07
WBGene00009623,1.06564976e-07
WBGene00009491,1.0654336e-07
WBGene00044517,1.0654305e-07
WBGene00004966,1.06542174e-07
WBGene00009373,1.0652836e-07
WBGene00010712,1.0652583e-07
WBGene00022752,1.0651624e-07
WBGene00017880,1.0651046e-07
WBGene00004778,1.0649429e-07
WBGene00016004,1.06480016e-07
WBGene00219607,1.0647445e-07
WBGene00010842,1.06470374e-07
WBGene00017138,1.0645429e-07
WBGene00011971,1.0644633e-07
WBGene00022805,1.0644356e-07
WBGene00018793,1.0643933e-07
WBGene00016091,1.0643771e-07
WBGene00195979,1.06437284e-07
WBGene00017605,1.0643307e-07
WBGene00012370,1.0642691e-07
WBGene00019285,1.0641953e-07
WBGene00022592,1.06406866e-07
WBGene00019458,1.0640187e-07
WBGene00018003,1.0639454e-07
WBGene00006474,1.06377634e-07
WBGene00194909,1.0637119e-07
WBGene00009544,1.063471e-07
WBGene00008932,1.0634586e-07
WBGene00010942,1.0634319e-07
WBGene00009115,1.0632157e-07
WBGene00003426,1.0631102e-07
WBGene00008622,1.0630364e-07
WBGene00010385,1.0629444e-07
WBGene00017339,1.0629081e-07
WBGene00009300,1.0628333e-07
WBGene00005736,1.0628069e-07
WBGene00016905,1.0624331e-07
WBGene00010943,1.0623442e-07
WBGene00197590,1.0623208e-07
WBGene00010850,1.0622287e-07
WBGene00001070,1.0619594e-07
WBGene00008477,1.06194705e-07
