Motif,partial_spearman_r,p,q_bh,n_rows
_0_0___0_1___0_2___1_0___1_2___2_0__nan_nan_nan,0.0733458040817228,0.5911192609042923,0.999882007529608,60
_0_2___1_0___1_2___2_0___2_1___2_2__nan_nan_nan,0.0727998396033672,0.593891532127482,0.9982965431836366,60
_0_0___0_1___2_0___2_1__nan_nan_nan_nan_nan,-0.0721414076388479,0.5972425525733315,0.9915540040250244,60
_0_1___0_2___1_1___1_2__nan_nan_nan_nan_nan,0.0717630204529361,0.5991720874531425,0.997787386825203,60
_1_0___1_1___2_1___2_2__nan_nan_nan_nan_nan,0.0716040852483783,0.5999833742302124,0.9957530156783084,60
_0_0___0_1___0_2___1_0___2_2__nan_nan_nan_nan,-0.070121766174932,0.6075730298020732,0.9989195569745064,60
_0_0___0_1___0_2___2_1___2_2__nan_nan_nan_nan,0.0699205550171336,0.6086064566161691,0.979078005322504,60
_0_1___1_1___1_2___2_1__nan_nan_nan_nan_nan,0.0695284795703958,0.6106223502746915,0.9998003523304602,60
_0_1___0_2___1_0___2_0___2_1__nan_nan_nan_nan,0.0680781129158772,0.6181044294839206,0.998966431345524,60
_0_0___0_1___0_2___1_0___1_1___1_2__nan_nan_nan,-0.0662836749719051,0.6274149690555109,0.9790875851983104,60
_0_0___0_1___0_2___1_1___2_0__nan_nan_nan_nan,0.0661832523364917,0.6279377431053923,0.998042840339399,60
_0_0___0_1___0_2___1_0___1_1___1_2___2_0__nan_nan,0.0657299088397998,0.6302999871023504,0.992150546151706,60
_1_0___1_1___1_2___2_0___2_2__nan_nan_nan_nan,0.0655713061459827,0.6311272903502547,0.9915865001122606,60
_0_0___0_2___1_1___1_2___2_0__nan_nan_nan_nan,0.0646385330611644,0.6360018869909987,0.9998480389607184,60
_0_2___1_2___2_0___2_2__nan_nan_nan_nan_nan,-0.0641344978754552,0.638642342437113,0.997095872067614,60
_0_0___0_1___1_0___1_1___2_1__nan_nan_nan_nan,-0.0637210569322502,0.6408115391493038,0.9999626596464088,60
_0_1___1_0___1_2___2_0__nan_nan_nan_nan_nan,0.0630929399898401,0.644112783171833,0.9972252915486391,60
_0_1___1_0___1_1___2_0___2_1___2_2__nan_nan_nan,0.0626671619034972,0.6463544703913064,0.9820011482544726,60
_0_1___1_0___2_0___2_1__nan_nan_nan_nan_nan,-0.0617807521224207,0.651031350626589,0.9982802886503936,60
_0_0___0_2___1_0__nan_nan_nan_nan_nan_nan,0.0614887182623436,0.652575120961989,0.9999809828630438,60
_0_0___0_1___1_0___2_0___2_2__nan_nan_nan_nan,0.0602126333334689,0.6593377624011263,0.9825270948240448,60
_0_1___0_2___1_0___2_0__nan_nan_nan_nan_nan,0.0602051079876945,0.6593777242012937,0.9991382217074468,60
_1_0___2_0___2_2__nan_nan_nan_nan_nan_nan,-0.0596332533383439,0.6624171976822603,0.998016390714243,60
_0_0___0_1___0_2___2_1__nan_nan_nan_nan_nan,0.0580045383665658,0.6711035291687373,0.9995991909277058,60
_0_1___1_0___1_1___2_1__nan_nan_nan_nan_nan,0.0579555424451456,0.6713655063236965,0.9999004381724936,60
_0_2___1_2___2_0___2_1___2_2__nan_nan_nan_nan,0.0578791483942609,0.6717740564533174,0.9987980462278494,60
_0_2___1_1___1_2___2_0___2_2__nan_nan_nan_nan,0.0578694721094706,0.6718258112868818,0.9980587214206896,60
_0_0___1_0___1_1___2_0___2_1__nan_nan_nan_nan,-0.0575813888633977,0.6733673527026258,0.9982330288156374,60
_0_1___1_0___1_1___1_2___2_2__nan_nan_nan_nan,-0.0573386300661641,0.6746673982127344,0.9959023342558868,60
_0_1___0_2___1_0___1_1___1_2___2_2__nan_nan_nan,-0.0568505430127841,0.6772841043888429,0.9988678802577788,60
_0_0___1_2___2_0___2_1___2_2__nan_nan_nan_nan,-0.0557654972566107,0.6831147336425918,0.9913027404216606,60
_0_2___1_0___2_1__nan_nan_nan_nan_nan_nan,0.0552006527402761,0.6861573105795977,0.9988096838926516,60
_0_1___0_2__nan_nan_nan_nan_nan_nan_nan,0.053620430138865,0.6946954665935992,0.9994725264740156,60
_0_0___0_2___1_0___2_1__nan_nan_nan_nan_nan,-0.0535305008836165,0.6951825126527982,0.9941178864996002,60
_0_1___0_2___1_0___1_1___2_1___2_2__nan_nan_nan,-0.0533305944487814,0.6962656197170214,0.9007212421959472,60
_0_0___0_1___0_2___1_2___2_2__nan_nan_nan_nan,-0.0533305944487814,0.6962656197170214,0.9007212421959472,60
_0_2___1_0___1_2___2_1___2_2__nan_nan_nan_nan,-0.0527677321483976,0.6993184763209915,0.9944785473362796,60
_0_0___0_1___0_2___1_0___1_1__nan_nan_nan_nan,-0.0526790196242595,0.6998000687220143,0.9992438219474894,60
_0_2___1_0___1_2___2_0___2_2__nan_nan_nan_nan,-0.0525461172778552,0.7005217733540318,0.9977838681692608,60
_0_1___1_0___1_2___2_1___2_2__nan_nan_nan_nan,-0.0524803110294075,0.700879220844588,0.9970244573504444,60
_1_0___2_1__nan_nan_nan_nan_nan_nan_nan,0.0520233285276734,0.7033632380333947,0.99790138852108,60
_0_1___0_2___1_0___1_2___2_0___2_1___2_2__nan_nan,0.0512477119857195,0.7075862924687786,0.9970956294297996,60
_0_1___1_0___2_1__nan_nan_nan_nan_nan_nan,-0.0510712239320559,0.7085484571838656,0.9991990179787804,60
_0_0___1_0___1_1___1_2___2_0___2_1__nan_nan_nan,0.0505737477858419,0.7112629910104477,0.9891286940115278,60
_0_2___1_0___1_1___2_1__nan_nan_nan_nan_nan,0.0501868559161067,0.7133765738863694,0.9947112252887272,60
_0_2___1_1___1_2___2_0__nan_nan_nan_nan_nan,0.0498923609456972,0.714986829800986,0.9998198005965392,60
_0_1___0_2___1_0___1_2___2_0___2_1__nan_nan_nan,0.0498326215345809,0.7153136269999506,0.999992946266846,60
_0_2___1_2__nan_nan_nan_nan_nan_nan_nan,-0.0486734482319435,0.7216647192049204,0.9977789353512984,60
_0_1___1_2__nan_nan_nan_nan_nan_nan_nan,0.0483553846009219,0.7234106717898398,0.9956208606758644,60
_0_0___0_2___1_0___1_1___1_2___2_1__nan_nan_nan,-0.0478664852299558,0.7260971235639855,0.999243491566658,60
_0_1___0_2___1_0___1_2___2_1___2_2__nan_nan_nan,0.0475630875896144,0.7277659129263534,0.9944331712443382,60
_0_0___0_1___1_1___2_0___2_1__nan_nan_nan_nan,-0.0475490220111217,0.7278433088603697,0.9945085348991236,60
_0_0___1_2___2_0___2_2__nan_nan_nan_nan_nan,-0.047208470370496,0.7297180181263176,0.9860043380099532,60
_0_0___0_2___1_0___1_1___1_2___2_0__nan_nan_nan,0.0461602383039151,0.7354982695924364,0.9971036053027604,60
_0_1___1_1___1_2___2_2__nan_nan_nan_nan_nan,-0.0460460845589408,0.7361286324431598,0.9919789232990948,60
_0_0___0_2___1_0___1_1___1_2___2_0___2_1__nan_nan,0.04590117326215,0.7369290887749178,0.9867941811426172,60
_0_0___0_1___0_2___1_1___1_2___2_0___2_1__nan_nan,0.0457438535832735,0.737798400257073,0.9948741284745852,60
_0_1___2_1__nan_nan_nan_nan_nan_nan_nan,-0.045358882985424,0.7399270301875868,0.9971352633084272,60
_0_0___0_2___1_2___2_0___2_1__nan_nan_nan_nan,0.0448854310192684,0.7425475582678186,0.9991379348692836,60
_0_2___1_2___2_0___2_1__nan_nan_nan_nan_nan,-0.0440369336734085,0.7472511856400432,0.9989396342654726,60
_0_1___0_2___1_0___1_1___1_2___2_1__nan_nan_nan,-0.0436225426281918,0.7495516949550807,0.998401408457144,60
_0_1___0_2___2_0___2_1__nan_nan_nan_nan_nan,-0.0430415872266599,0.7527805387027383,0.9984312557212536,60
_0_0___1_0___2_1__nan_nan_nan_nan_nan_nan,0.0426369118323885,0.7550321405226185,0.9971341384926524,60
_0_0___0_1___1_2___2_0___2_2__nan_nan_nan_nan,0.0418248685327178,0.7595564154993386,0.9358131238592056,60
_0_1___1_1___1_2___2_0___2_1___2_2__nan_nan_nan,0.0418248685327178,0.7595564154993386,0.9358131238592056,60
_0_1___1_1___2_0___2_1__nan_nan_nan_nan_nan,-0.040939950424854,0.764495827581982,0.9971827010583094,60
_0_1___1_0___1_2___2_2__nan_nan_nan_nan_nan,0.0403620695566772,0.7677264746235417,0.9977867619493732,60
_0_1___0_2___1_2___2_2__nan_nan_nan_nan_nan,0.0400113761798098,0.7696889464611772,0.9987135896877662,60
_0_0___0_1___0_2___1_1__nan_nan_nan_nan_nan,0.0397330302095452,0.7712475857816992,0.99663775722043,60
_0_2___1_2___2_1__nan_nan_nan_nan_nan_nan,0.039565411279849,0.7721866263075136,0.9998855533216032,60
_0_2___1_0___2_0__nan_nan_nan_nan_nan_nan,0.0387839180869707,0.7765689958998468,0.9995663864715852,60
_0_0___0_1___0_2___1_0___1_1___2_0__nan_nan_nan,0.0378848917759261,0.7816190093671334,0.9993042302639108,60
_0_1___1_1___2_0__nan_nan_nan_nan_nan_nan,0.0376980887022909,0.7826694516307878,0.996881229219712,60
_0_1___0_2___1_2___2_1___2_2__nan_nan_nan_nan,-0.0368937739656926,0.7871967009986776,0.9939228624023998,60
_0_1___1_2___2_1___2_2__nan_nan_nan_nan_nan,-0.0366678635610151,0.7884695491734511,0.9999592657400592,60
_0_1___1_2___2_0___2_1__nan_nan_nan_nan_nan,0.0361084647464014,0.7916237295648575,0.9975247671468214,60
_1_0___1_2___2_1___2_2__nan_nan_nan_nan_nan,0.0360512396984659,0.7919465819816038,0.9980192340379266,60
_0_0___0_2___1_1___1_2__nan_nan_nan_nan_nan,0.0360160354544521,0.7921452146064409,0.9998597857155248,60
_0_0___0_1___1_0___1_1___2_0__nan_nan_nan_nan,0.0352568635760691,0.7964318545978022,0.995607647856978,60
_0_1___0_2___1_0___1_1___2_1__nan_nan_nan_nan,0.0351097112158237,0.7972634411482663,0.9966714072973104,60
_0_0___1_0___1_1___2_1__nan_nan_nan_nan_nan,-0.034816641872842,0.7989202984884936,0.9986836735529888,60
_0_1___1_0___1_1___2_1___2_2__nan_nan_nan_nan,-0.0343275659345436,0.8016872294042366,0.999091783377426,60
_0_0___1_0___1_2___2_1__nan_nan_nan_nan_nan,0.0340159548951821,0.8034514224539614,0.9927660249209346,60
_0_0___0_1___2_1___2_2__nan_nan_nan_nan_nan,-0.0310242944748976,0.8204370985723733,0.989575153564027,60
_0_1___0_2___1_0___1_2___2_0__nan_nan_nan_nan,0.0300971787278644,0.8257180083986173,0.998376884588628,60
_0_0___0_1___0_2___1_2___2_0___2_1___2_2__nan_nan,0.0294649103484441,0.8293238645954584,0.9668664306268262,60
_0_0___1_1___2_0___2_1__nan_nan_nan_nan_nan,0.0294258151379633,0.8295469419796091,0.999406279141381,60
_1_1___1_2___2_0___2_1__nan_nan_nan_nan_nan,0.0286136221993211,0.8341843129605462,0.9985256404675372,60
_0_2___1_1___2_0___2_1__nan_nan_nan_nan_nan,-0.0285280026510372,0.8346735037978738,0.9983847138839956,60
_0_2___2_1___2_2__nan_nan_nan_nan_nan_nan,-0.0281812921794827,0.836655082373911,0.9997498890845122,60
_0_0___1_0___1_2___2_0___2_1___2_2__nan_nan_nan,0.0280592336807243,0.8373529323114577,0.994307848728324,60
_0_1___0_2___1_0___1_1___2_0___2_2__nan_nan_nan,0.0278563239607798,0.8385133111916356,0.9960347681476434,60
_0_0___0_2___1_0___2_0___2_1__nan_nan_nan_nan,0.0275011832963697,0.8405450726491123,0.9983466792090228,60
_0_2___1_1___2_1__nan_nan_nan_nan_nan_nan,-0.0273375907561488,0.8414813346295469,0.9973824762028698,60
_0_1___1_2___2_1__nan_nan_nan_nan_nan_nan,0.0265481645984371,0.8460023666205732,0.9965318130133788,60
_0_0___0_1___1_2___2_0__nan_nan_nan_nan_nan,-0.0250909261593139,0.8543608029487,0.9939324706376046,60
_0_0___0_1___0_2___1_2__nan_nan_nan_nan_nan,-0.0250538499913021,0.8545736760701088,0.9998697031166472,60
_0_0___0_1___1_0___2_1__nan_nan_nan_nan_nan,-0.0239383018861027,0.8609833497583288,0.9987343488609348,60
_0_0___0_1___1_0___1_2___2_1__nan_nan_nan_nan,0.0239269726486973,0.8610484912536235,0.9964779583133,60
_0_2___1_1___1_2___2_1___2_2__nan_nan_nan_nan,-0.0234082882304749,0.8640318296624083,0.9998726378288004,60
_0_1___0_2___1_0__nan_nan_nan_nan_nan_nan,0.0231440834706027,0.865552194253501,0.9998307478209416,60
_0_0___0_1___1_0___1_1___1_2___2_1__nan_nan_nan,-0.0214895314105611,0.8750840895026787,0.9977088449435336,60
_0_0___1_0___1_1___1_2__nan_nan_nan_nan_nan,-0.0214834055785967,0.8751194141072812,0.9986790270588566,60
_0_1___0_2___1_0___1_2___2_0___2_2__nan_nan_nan,-0.0204336978502458,0.8811760677825821,0.9968032016740408,60
_0_0___0_2___1_0___1_2___2_1___2_2__nan_nan_nan,0.0201017026139721,0.8830930533725339,0.9995130496697232,60
_0_0___1_2___2_0___2_1__nan_nan_nan_nan_nan,0.020028060804974,0.8835183617591527,0.9992538867745476,60
_0_2___1_1___1_2__nan_nan_nan_nan_nan_nan,-0.0194748417366939,0.8867144394929165,0.99876611396585,60
_0_1___1_1___1_2___2_0__nan_nan_nan_nan_nan,0.0182490710647543,0.8938023183277738,0.996268926039335,60
_0_1___0_2___2_0___2_2__nan_nan_nan_nan_nan,-0.0180877240011803,0.894735915633491,0.9985916026289364,60
_0_1___1_0___1_2___2_0___2_1___2_2__nan_nan_nan,0.0180082585896329,0.8951957759505598,0.9969197382888094,60
_0_2___1_2___2_0__nan_nan_nan_nan_nan_nan,0.0168927004589586,0.9016549715435392,0.998409795817801,60
_0_1___0_2___1_1___1_2___2_0___2_1__nan_nan_nan,0.0164773279680551,0.904061661169406,0.9996515569236164,60
_0_0___0_1___0_2___1_0___2_0___2_2__nan_nan_nan,0.0154918625597199,0.9097748877291404,0.9998194314926496,60
_0_0___0_1___1_0___1_2___2_1___2_2__nan_nan_nan,-0.0142645584278995,0.9168964851106916,0.9993497963458025,60
_0_1___0_2___2_0___2_1___2_2__nan_nan_nan_nan,-0.0135088974013622,0.921284572000997,0.999245427018068,60
_0_2___1_0___1_2___2_0___2_1__nan_nan_nan_nan,-0.0127724179979806,0.9255635155491072,0.9986282222448916,60
_0_1___0_2___1_0___1_2___2_1__nan_nan_nan_nan,0.0125042889414398,0.9271218709448876,0.9993992713237126,60
_1_0___1_2___2_0___2_2__nan_nan_nan_nan_nan,-0.0114308143676058,0.9333635263267108,0.9986177597840276,60
_0_1___0_2___1_0___1_2__nan_nan_nan_nan_nan,0.0107169587968715,0.9375164267548204,0.9986675172086108,60
_0_0___0_1___1_2___2_1___2_2__nan_nan_nan_nan,-0.0106670693202986,0.9378067250278664,0.9979656737545468,60
_0_0___1_0___2_0___2_2__nan_nan_nan_nan_nan,-0.0097585836831699,0.9430944142837548,0.9984150280110788,60
_0_2___2_0___2_1__nan_nan_nan_nan_nan_nan,0.0091921525922256,0.9463924805443088,0.9986820960629822,60
_0_0___0_1___0_2___1_1___1_2___2_0__nan_nan_nan,-0.0090006084776258,0.947507958146836,0.9987597480240396,60
_0_1___1_1___2_1__nan_nan_nan_nan_nan_nan,0.0081669882107679,0.9523637719891892,0.9996337174351336,60
_0_0___1_2___2_0__nan_nan_nan_nan_nan_nan,0.0080919164578858,0.9528011497705848,0.998751442059519,60
_0_1___1_0___1_1___2_0__nan_nan_nan_nan_nan,-0.0079554945961979,0.9535959965328358,0.996302276455808,60
_1_0___2_0__nan_nan_nan_nan_nan_nan_nan,-0.0079526204942312,0.9536127426526188,0.999768402126267,60
_0_2___1_0___1_1___2_0___2_1__nan_nan_nan_nan,-0.0077556136534763,0.9547606613565144,0.9988480685748506,60
_0_2___1_2___2_1___2_2__nan_nan_nan_nan_nan,-0.0070361260783216,0.9589537262945776,0.9992730246691364,60
_0_0___0_2___1_0___2_0___2_2__nan_nan_nan_nan,-0.0059001788942268,0.9655760581841744,0.9985269021383664,60
_0_1___0_2___1_2___2_0___2_1___2_2__nan_nan_nan,-0.0056811555113477,0.9668531973832968,0.9983954651275904,60
_0_0___0_1___0_2___2_0___2_2__nan_nan_nan_nan,-0.0055003730006656,0.967907414034772,0.9964150421195536,60
_0_1___0_2___1_0___2_1___2_2__nan_nan_nan_nan,-0.0054971464984611,0.9679262295872996,0.9976359901719912,60
_0_0___0_1___0_2___1_2___2_1___2_2__nan_nan_nan,0.00493331907431,0.971214482463942,0.9988956357039652,60
_1_0___1_1___2_0___2_1__nan_nan_nan_nan_nan,0.0045917147603122,0.97320696055749,0.9998496969164536,60
_0_0___0_1___2_1__nan_nan_nan_nan_nan_nan,0.0045418666192119,0.973497724067188,0.9986860208480268,60
_0_1___0_2___1_0___2_1__nan_nan_nan_nan_nan,0.0029219691259798,0.9829482121143374,0.9999412386681652,60
_2_0___2_1__nan_nan_nan_nan_nan_nan_nan,-0.0028629011142051,0.9832928669012004,0.9996462831995816,60
_1_0___1_2___2_0___2_1__nan_nan_nan_nan_nan,0.0018236793154632,0.9893570410243804,0.9996011546434096,60
_0_0___1_0___1_2__nan_nan_nan_nan_nan_nan,-0.001393856955169,0.991865378924058,0.9995737414316924,60
_0_1___1_0___1_1___1_2__nan_nan_nan_nan_nan,0.001158723483241,0.9932375948171994,0.9990537604573658,60
_0_0___1_0___1_2___2_1___2_2__nan_nan_nan_nan,0.0009552481600382,0.9944250726916886,0.9998618898702128,60
_1_0___1_2___2_0__nan_nan_nan_nan_nan_nan,0.0007505100927461,0.995619932023944,0.99967646113589,60
_0_2___1_0___1_2___2_0__nan_nan_nan_nan_nan,0.000693913587773,0.995950233225756,0.999526539576274,60
_0_1___0_2___2_1___2_2__nan_nan_nan_nan_nan,0.0002773892300904,0.9983811159686552,0.9997590531384524,60
_0_1___0_2___1_0___1_1___2_0___2_1__nan_nan_nan,3.841962079988092e-05,0.9997757773390712,0.999905934484514,60
