Motif,Gene,partial_spearman_r,p,q_bh,n_rows
"(0, 0)_(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00004768,0.4229908622994648,0.0011625916968023,0.6634606873090851,60
"(0, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00235330,-0.4229862129963137,0.0011627529640592,0.712022591139746,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan",WBGene00005767,-0.4229848331162963,0.0011628008308963,0.995326098703626,60
"(0, 0)_(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00021073,-0.422977323206068,0.0011630613741684,0.9920032531843967,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00196971,-0.4229545939746933,0.0011638502447575,0.991948020486907,60
"(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00206474,0.4229409123100026,0.0011643253302122,0.904571865316292,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan",WBGene00043057,-0.4229259394622447,0.0011648454505758,0.8976627182871078,60
"(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00001526,-0.4229033391408009,0.0011656309259685,0.747294312573652,60
"(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00012225,-0.4229028789715636,0.0011656469241144,0.8060785115674031,60
"(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00020516,0.4229006768641932,0.0011657234848401,0.9093657122705388,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00006949,0.4228994440918167,0.0011657663466416,0.98818311268131,60
"(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00019386,-0.4228598396130379,0.0011671440931442,0.741875257280906,60
"(0, 1)_(0, 2)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00018696,0.4228416067426203,0.0011677788630761,0.8530169094718731,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan",WBGene00007780,0.4228382193638872,0.0011678968274205,0.9999626596464088,60
"(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00015996,0.4228329477963844,0.0011680804292979,0.8736754910969466,60
"(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006447,-0.4228299522703992,0.0011681847711403,0.9439995720497,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan",WBGene00019952,0.4228256573797466,0.0011683343877835,0.9968545344451598,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00005964,0.422812813813657,0.0011687819084141,0.9989924636987888,60
"(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00021050,-0.4228089884206695,0.0011689152299777,0.7557221379442709,60
"(0, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00195784,0.4228086178185381,0.0011689281468286,0.9713943453216118,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan",WBGene00005398,0.4228038331211551,0.0011690949226851,0.9511177288079864,60
"(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00189949,-0.4228021266560879,0.0011691544085584,0.7844433186933238,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00001103,0.4227947894888526,0.0011694102067277,0.9833529095997162,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan",WBGene00009388,0.4227921659279591,0.0011695016850236,0.925750106146706,60
"(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00005325,0.422789995218124,0.0011695773781705,0.9093657122705388,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00011604,-0.4227895524778587,0.0011695928171646,0.988243706037686,60
"(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00044414,0.4227770136785269,0.0011700301392346,0.8799518478927385,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00005674,0.422749072175171,0.001171005197396,0.8081471252260201,60
"(0, 1)_(0, 2)_(1, 0)_nan_nan_nan_nan_nan_nan",WBGene00194689,-0.4227476777599843,0.0011710538765879,0.7330885139721826,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00009291,0.4227225807454595,0.0011719303268956,0.8801825840142985,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00002039,-0.4226982111684074,0.0011727819368237,0.9999004381724936,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00005938,-0.4226976873913084,0.0011728002466358,0.7770881884551416,60
"(0, 2)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00045234,0.4226842040375839,0.0011732716760879,0.9662100333462044,60
"(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00004045,-0.4226504012189345,0.0011744542995348,0.9978368224694052,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan",WBGene00045038,0.4226433232659892,0.0011747020638551,0.9804553911300672,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan",WBGene00007675,-0.4226342661287909,0.0011750191781277,0.9955457819977472,60
"(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00012813,0.4226321842776669,0.0011750920800918,0.9651802399264124,60
"(0, 0)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00016633,0.4226231593569743,0.0011754081604324,0.9908333743658708,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00004203,-0.4226191803910781,0.0011755475402388,0.7770881884551416,60
"(0, 1)_(0, 2)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00011640,-0.4226184862556636,0.0011755718567347,0.8696259129706854,60
"(0, 0)_(0, 1)_(0, 2)_nan_nan_nan_nan_nan_nan",WBGene00020078,-0.4226060078956022,0.0011760090674849,0.9388218770555228,60
"(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan_nan",WBGene00195587,0.4226058988203862,0.0011760128898532,0.9070116892507418,60
"(0, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00015449,0.4225954916921869,0.0011763776424923,0.999406279141381,60
"(0, 0)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00220260,-0.4225856182951192,0.0011767237826253,0.9696469664154528,60
"(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00018812,0.4225798117405357,0.0011769273906786,0.9052627020238248,60
"(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00000285,-0.4225747937343439,0.0011771033735952,0.9849344131871702,60
"(0, 0)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00020115,0.4225606947818806,0.00117759795435,0.9364926271501426,60
"(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00004304,0.4225207064946755,0.001179001728847,0.996782178725928,60
"(0, 0)_(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00016758,-0.4225094171291567,0.0011793983098258,0.6634606873090851,60
"(0, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00008903,-0.4225070179629693,0.0011794826048955,0.9143781564319016,60
"(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00011669,-0.4224940495327091,0.0011799383463159,0.7844433186933238,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00021917,-0.4224763433181839,0.0011805608399994,0.9989924636987888,60
"(0, 0)_(0, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00014005,-0.4224757438224491,0.0011805819215049,0.9796417970301052,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00017866,0.4224640305443425,0.0011809938913987,0.9107580669839276,60
"(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00012852,0.4224561470260367,0.0011812712367538,0.8600282696795309,60
"(0, 1)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00004886,0.4224197176766414,0.0011825535955136,0.9877447921489344,60
"(0, 0)_(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00016664,0.4224154117284457,0.0011827052528489,0.6634606873090851,60
"(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00045365,-0.4223956554826041,0.0011834013001317,0.9969905155981764,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan",WBGene00018742,0.4223920656387248,0.0011835278161198,0.9992438219474894,60
"(0, 1)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00004101,0.4223844954782678,0.001183794649232,0.8149739480513397,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00304816,-0.4223799252735074,0.0011839557660109,0.8174303829101142,60
"(0, 0)_(0, 2)_(1, 0)_nan_nan_nan_nan_nan_nan",WBGene00019174,-0.4223706686046843,0.001184282158461,0.8559392018239861,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00006364,-0.4223699010548175,0.001184309226087,0.9809574426154896,60
"(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00015137,-0.4223621872048022,0.0011845812856462,0.9984886217116986,60
"(0, 0)_(0, 2)_(1, 0)_nan_nan_nan_nan_nan_nan",WBGene00018026,-0.4223594825221458,0.001184676690307,0.8559392018239861,60
"(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00003948,0.4223482664464368,0.0011850723984732,0.9984886217116986,60
"(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00016799,-0.4223325417592404,0.0011856273722609,0.7557221379442709,60
"(0, 0)_(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00019924,0.4223066408120493,0.0011865420070235,0.8394890278823459,60
"(0, 1)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00015093,-0.4223047722398373,0.0011866080160156,0.7345103619136717,60
"(0, 0)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00201856,-0.4222987600435874,0.0011868204246173,0.9364926271501426,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00021629,-0.4222572485188708,0.0011882879426531,0.98818311268131,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00010406,-0.4222455262176223,0.0011887026450297,0.9935555122655496,60
"(0, 1)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008349,-0.4222436446664819,0.001188769221169,0.7676521890935006,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00195495,0.42221597509439,0.0011897486581387,0.8081471252260201,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00000267,0.4222146853044468,0.0011897943312973,0.991948020486907,60
"(0, 2)_(1, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00010605,0.4221741225092885,0.0011912315165896,0.9336958118478876,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00020060,0.4221738401161979,0.0011912415275533,0.9107580669839276,60
"(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00005116,0.4221618622979465,0.0011916662162099,0.9721240815033024,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00017705,-0.422161855643641,0.0011916664521845,0.9968369305887458,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00017238,0.4221590674646548,0.0011917653301044,0.8947349539324074,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00008949,0.4221229558305505,0.0011930466319921,0.9984027045032898,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00013746,-0.4221200389319854,0.001193150182446,0.9980587214206896,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00010558,-0.4220999365473407,0.0011938640403464,0.995935772799376,60
"(0, 1)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00004391,0.4220939959547372,0.0011940750707335,0.9877447921489344,60
"(0, 0)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00017274,0.422092365229899,0.0011941330055746,0.7994159610340419,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00007197,-0.422072045589325,0.0011948551140729,0.9990537604573658,60
"(0, 0)_(0, 2)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00016273,-0.4220349727879365,0.0011961735974558,0.933587489040438,60
"(0, 1)_(1, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00001630,0.4220067907195137,0.001197176758085,0.9805179831679988,60
"(0, 1)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00019400,0.4220009382367303,0.0011973851760134,0.7676521890935006,60
"(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00020471,0.4219908578517727,0.0011977442338581,0.8600282696795309,60
"(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00001398,0.4219835748225656,0.0011980037115434,0.9955963340113329,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan",WBGene00000386,-0.4219635248992958,0.0011987183051647,0.7916925545863412,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan",WBGene00018122,0.4219565494573959,0.0011989670046031,0.9621095120410476,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00003643,0.4219548690073548,0.0011990269255765,0.991948020486907,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan",WBGene00020354,0.4219539076226229,0.0011990612075479,0.7916925545863412,60
"(0, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00014058,-0.4219501531395453,0.0011991950969047,0.8969479660223733,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006999,0.4219484364202532,0.0011992563216385,0.9968369305887458,60
"(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00012729,0.4219353046053891,0.0011997247448852,0.8380915598038932,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan",WBGene00009366,0.4219323605139427,0.0011998297857196,0.9931544267648138,60
"(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00009110,0.4219216810715191,0.0012002108817382,0.7602610619764577,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00019060,0.4219183455400078,0.0012003299324813,0.9990232514830154,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan",WBGene00010899,-0.4219124219258405,0.0012005413823848,0.6338505398585669,60
"(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00015378,-0.4219116081452687,0.0012005704337867,0.9985256404675372,60
"(0, 0)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00195791,-0.421899203238808,0.0012010133584708,0.9364926271501426,60
"(0, 1)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00009672,-0.4218644631366258,0.0012022545554765,0.6539900462230397,60
"(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00000191,-0.4218567213762016,0.0012025313105075,0.902531066844011,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00003210,-0.4218444544972751,0.0012029699480708,0.8471517621303059,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00013060,-0.4218403499582325,0.0012031167497405,0.808949209108406,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00021686,0.4218376079375021,0.001203214828962,0.8998529954750353,60
"(0, 0)_(0, 1)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00015931,0.4218299324029724,0.0012034894129881,0.8079910314382585,60
"(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00009552,0.4218297193226382,0.0012034970365111,0.8363695575085724,60
"(0, 0)_(0, 1)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00005367,-0.4218256603272086,0.0012036422662853,0.8079910314382585,60
"(0, 0)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00044446,0.421818344102197,0.0012039040785955,0.9936568818553052,60
"(0, 0)_(0, 1)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00197074,-0.4218174755837844,0.001203935162063,0.7718514319355091,60
"(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00200145,-0.4218074076397931,0.0012042955370066,0.902531066844011,60
"(0, 1)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00008120,0.4218069422008303,0.0012043121994067,0.9211572718623128,60
"(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00001054,-0.4217991614021977,0.0012045907773811,0.9972989721686472,60
"(0, 0)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00007265,0.4217979027874505,0.0012046358453293,0.9696469664154528,60
"(0, 0)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00013033,-0.4217638149132999,0.0012058570253128,0.9936568818553052,60
"(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00003158,0.4217581974310381,0.0012060583752369,0.8418761062960676,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00016434,0.4217469680042187,0.0012064609670512,0.9003668949307008,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00012124,0.4217431468427932,0.0012065979889295,0.8663856199709992,60
"(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00016581,-0.4217424229771409,0.0012066239473838,0.8060785115674031,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan",WBGene00000858,-0.421724242423732,0.0012072760823133,0.7916925545863412,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan",WBGene00001452,-0.4217147927521431,0.0012076151661703,0.9511177288079864,60
"(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00000768,-0.4217078659693641,0.0012078637751541,0.9052627020238248,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00001043,-0.4216966997300546,0.0012082646390769,0.9266655560719276,60
"(0, 1)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00018908,0.4216924868352088,0.0012084159114879,0.834318231812291,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00206488,0.4216908231971598,0.001208475652419,0.9846786140690686,60
"(0, 0)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016194,0.421676692362842,0.0012089831949271,0.9094046208288172,60
"(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00000563,-0.4216698599946853,0.0012092286642798,0.97406313938372,60
"(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00016906,0.4216531129540516,0.0012098305314323,0.8799518478927385,60
"(0, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00017176,-0.4216448561192727,0.0012101273704261,0.8830013374455026,60
"(0, 0)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00012930,0.4216438100634109,0.0012101649815319,0.9639556724273834,60
"(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00015014,-0.4216397304873925,0.0012103116733648,0.9052627020238248,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00206373,0.4216358787408768,0.0012104501876384,0.9977088449435336,60
"(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00022820,-0.421634833206799,0.0012104877889835,0.9483212219374546,60
"(0, 1)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00009805,0.421623662970901,0.0012108895781907,0.9364943803363648,60
"(0, 2)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00004364,0.4216177075468288,0.0012111038414825,0.9987980462278494,60
"(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00011541,0.4215973624732764,0.0012118360699806,0.9079103513641948,60
"(0, 2)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00016397,0.4215903419974164,0.0012120888323087,0.8899945160135917,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00005522,-0.4215899356508382,0.0012121034636924,0.7770881884551416,60
"(0, 2)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00012705,-0.4215880890481607,0.001212169956596,0.9570114202500254,60
"(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00044450,0.4215770050003213,0.0012125691424017,0.9839889904417346,60
"(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan_nan",WBGene00019184,0.4215747596492618,0.0012126500218382,0.9070116892507418,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00005128,0.4215687053794564,0.0012128681258648,0.9761434506064672,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00016745,-0.4215677858255245,0.0012129012557163,0.989275539903204,60
"(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00000088,0.4215548462278818,0.0012133675319588,0.9995663864715852,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00019441,-0.4215367224885434,0.0012140208883483,0.9871093361322024,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00009826,0.4215192806880856,0.0012146499591337,0.9895847169850096,60
"(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00016262,0.4215057048440079,0.0012151397995052,0.7723382361213598,60
"(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00202511,0.4215031600704423,0.0012152316391469,0.7844433186933238,60
"(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00045215,-0.4215031321859363,0.0012152326455197,0.9079103513641948,60
"(0, 0)_(0, 1)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00003693,-0.4215014086742398,0.001215294849804,0.8079910314382585,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan_nan",WBGene00011765,-0.4214985270203013,0.001215398859671,0.9550013981965274,60
"(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006648,-0.4214874904132751,0.0012157972867524,0.9093657122705388,60
"(0, 0)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00195705,0.4214471198620449,0.0012172556827902,0.9932253073530772,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00044646,-0.4214443883415897,0.0012173544163191,0.9061373733614588,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00023418,0.4214360117073813,0.0012176572429274,0.9984027045032898,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00015716,0.4214274935997938,0.0012179652533146,0.9884777019166424,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00004449,0.4214252658486878,0.001218045819182,0.9761761188737582,60
"(1, 0)_(1, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006603,0.4214234383700717,0.0012181119129007,0.9996037340234074,60
"(0, 0)_(0, 2)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008791,-0.4214207021799526,0.0012182108776572,0.920227894767933,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan",WBGene00045498,0.4214089922960505,0.0012186344918157,0.9511177288079864,60
"(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00008517,0.4213710030671933,0.0012200096919873,0.8363695575085724,60
"(0, 0)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00022551,-0.4213644750737979,0.0012202461438156,0.9394844293725028,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00012859,-0.4213320898605035,0.0012214197836781,0.9820639763563648,60
"(0, 0)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016200,-0.4213315415229623,0.0012214396641443,0.9696469664154528,60
"(0, 1)_(0, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00006693,0.4213050475844294,0.0012224005715385,0.8667372353665054,60
