Motif,Gene,partial_spearman_r,p,q_bh,n_rows
"(0, 1)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00006053,-0.378338066290555,0.0040393186748107,0.997886697380203,60
"(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00012869,0.3783338036630405,0.0040397668891345,0.9988480685748506,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00010450,-0.3783334282097484,0.0040398063700657,0.994575357709126,60
"(0, 0)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00022211,0.3783198699144695,0.0040412323257489,0.9982058047391644,60
"(0, 0)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00012757,-0.3782986696906851,0.004043462889662,0.9908333743658708,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00001881,0.3782840044142752,0.0040450065198704,0.9988544137963956,60
"(0, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00219660,0.3782802367590429,0.0040454031777208,0.8992025396578565,60
"(0, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00020037,-0.3782661113563368,0.0040468906022169,0.9749721222249972,60
"(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00009078,-0.3782652939452074,0.0040469766915055,0.8876445820366503,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00003258,0.3782632112534923,0.0040471960467474,0.9432417142150328,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00020047,0.3782556179666115,0.0040479958829642,0.9954452164059384,60
"(0, 0)_(0, 2)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00009630,-0.3782473741021628,0.0040488644053882,0.9905127722296658,60
"(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00013831,-0.3782347536915075,0.0040501943319828,0.9985256404675372,60
"(0, 2)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00021419,0.3782248288443208,0.0040512404733506,0.9987283620866286,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_(1, 2)_nan_nan_nan_nan",WBGene00015629,-0.3782220324012558,0.0040515352790857,0.9825809678267436,60
"(0, 0)_(0, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00005297,-0.3782211928585704,0.0040516237887817,0.9734102813624564,60
"(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00019209,-0.3782206571992546,0.0040516802621358,0.8415543354182712,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00015900,-0.3782184294891074,0.0040519151320425,0.9966871100900356,60
"(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00002264,-0.3782115382414093,0.0040526417598233,0.9988480685748506,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00220060,0.3781968361054027,0.0040541923684105,0.9761434506064672,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00044724,-0.3781937667960537,0.0040545161491193,0.9994790085666893,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 2)_nan_nan_nan",WBGene00009715,0.3781839281382162,0.0040555541805112,0.9615729167209904,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00022724,0.3781685674699091,0.0040571752823953,0.9416517166792584,60
"(0, 0)_(0, 1)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00235325,-0.3781513012127098,0.0040589981745542,0.9985280693358634,60
"(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00000089,0.3781441751467668,0.0040597507224402,0.9837706473578964,60
"(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan_nan",WBGene00022519,0.3781411495819973,0.0040600702742901,0.8120477285102143,60
"(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00013928,-0.3781367615578492,0.0040605337647794,0.9992040671394916,60
"(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00195243,-0.3781342444491537,0.004060799658567,0.9986282222448916,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00011094,-0.3781325701312586,0.0040609765329842,0.9884777019166424,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00014307,0.378123279356133,0.0040619581310206,0.9999004381724936,60
"(0, 1)_(0, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00000688,0.3781203092280825,0.0040622719780256,0.9984312557212536,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00019181,-0.3781152593660827,0.0040628056351112,0.959900865163542,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan",WBGene00012646,0.3781066358614211,0.0040637170889757,0.8730674522284784,60
"(0, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00003848,-0.378104563741681,0.00406393612675,0.9704429479043476,60
"(0, 0)_(0, 2)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00007511,-0.3781034315884866,0.0040640558077828,0.9905127722296658,60
"(0, 0)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00011997,0.3781028805976226,0.004064114054696,0.9360560380741444,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00000732,-0.3781020362479306,0.0040642033148881,0.998042840339399,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00044293,0.3780964531617605,0.0040647935728007,0.9994790085666893,60
"(0, 0)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00018258,-0.3780958051359522,0.0040648620886159,0.9719606232945074,60
"(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00013994,0.3780943348607327,0.0040650175446975,0.9065918746418108,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00194905,-0.3780930153811588,0.0040651570612215,0.9989838764968362,60
"(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00017938,0.3780834275278603,0.0040661709695503,0.8746061119965857,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00018986,0.3780763982619691,0.0040669144508601,0.9828456649817876,60
"(0, 0)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00019496,0.3780722241485835,0.0040673560011063,0.9786019459560916,60
"(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00255457,0.3780699468756601,0.0040675969156987,0.8746061119965857,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00015492,-0.3780657246032187,0.0040680436267027,0.9823325760385216,60
"(0, 0)_(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00006059,0.3780611425379286,0.0040685284522821,0.9751120484778109,60
"(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010868,-0.3780510054460758,0.0040696012329727,0.9980192340379266,60
"(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00022619,-0.3780433964842001,0.0040704066324833,0.9980192340379266,60
"(0, 1)_(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006591,-0.3780085652537062,0.0040740952714494,0.9974691724525748,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00009415,-0.378000660782338,0.0040749327679088,0.9990762345431078,60
"(0, 1)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00196166,0.3779999976772846,0.0040750030322779,0.9625379850378432,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00020955,-0.3779842548165342,0.0040766715013723,0.9999004381724936,60
"(0, 0)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00199363,-0.3779665664624299,0.0040785468776029,0.9922398167594596,60
"(0, 2)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00007195,-0.3779636756506396,0.0040788534430946,0.9938082368703992,60
"(0, 0)_(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00018380,0.3779618269551248,0.0040790495046466,0.8759191234794308,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00022843,-0.3779549072738796,0.0040797834382906,0.9993992713237126,60
"(0, 0)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00020158,-0.3779544055095131,0.0040798366622862,0.999086046980036,60
"(0, 2)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00020983,0.3779522123292396,0.0040800693081885,0.9943340316763072,60
"(0, 0)_(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00007989,0.3779370002291303,0.0040816832835922,0.9920032531843967,60
"(0, 2)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00004184,0.3779367359929497,0.0040817113235316,0.9913305576451747,60
"(0, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00001479,0.3779342724064725,0.0040819727600073,0.9895811350836704,60
"(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00005914,0.3779195214796908,0.0040835384413684,0.9961749191821871,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00011372,-0.377916571617954,0.0040838516068274,0.8683865724078269,60
"(0, 1)_(0, 2)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00001985,0.3779096217847707,0.0040845895040209,0.8530169094718731,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00014613,0.3779085001022402,0.0040847086094658,0.9989924636987888,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00021565,0.3779054750884966,0.0040850298347003,0.9823325760385216,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 1)_nan_nan_nan_nan",WBGene00017097,0.3778923041496475,0.0040864287121262,0.9652037080444577,60
"(0, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00013872,-0.3778913726148032,0.0040865276658707,0.9851597604315456,60
"(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00271806,-0.3778839318662265,0.0040873181468688,0.991660371923438,60
"(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00045013,-0.377879348340476,0.0040878051528935,0.996782178725928,60
"(0, 0)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00044632,0.3778762635736821,0.00408813294249,0.96288646096221,60
"(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00004051,-0.3778704340001063,0.0040887524605745,0.9272464413802772,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00022392,0.3778659749726462,0.0040892263844178,0.9820639763563648,60
"(0, 1)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00013974,-0.3778487467464448,0.0040910579265982,0.9998226790465508,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan",WBGene00206484,0.3778471863767611,0.0040912238460772,0.995326098703626,60
"(0, 0)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00001905,-0.377811775617091,0.0040949907897719,0.941823391777341,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan",WBGene00003659,0.3778114402564938,0.0040950264795464,0.957202567319795,60
"(0, 0)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00017201,-0.3778084971904152,0.0040953396985459,0.9696469664154528,60
"(0, 0)_(0, 1)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00001935,0.3777955694115772,0.0040967158016648,0.9697189797687754,60
"(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00003806,-0.377793901135027,0.0040968934117991,0.9961749191821871,60
"(0, 2)_(1, 0)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00019518,0.3777930576130737,0.0040969832184678,0.9913305576451747,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan_nan",WBGene00021834,0.3777861358792039,0.0040977202154932,0.9891271454899327,60
"(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00012055,0.3777734365206284,0.004099072693648,0.9796067678147072,60
"(0, 0)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00007622,0.377772202033243,0.0040992041872012,0.9786019459560916,60
"(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00044916,-0.3777625354936667,0.0041002339639442,0.9931972769274444,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00002018,0.3777546337008508,0.0041010759116101,0.9767726574101516,60
"(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00003010,0.3777509803689005,0.0041014652310464,0.9989396342654726,60
"(0, 0)_(0, 1)_(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00005552,0.377749290306284,0.0041016453445739,0.962165361078436,60
"(0, 0)_(0, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00012231,-0.3777453093988763,0.0041020696258125,0.9734102813624564,60
"(0, 0)_(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00020642,0.3777407178609822,0.0041025590355152,0.9995991909277058,60
"(0, 1)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00017944,0.3777378272118861,0.0041028671747518,0.8325823442826182,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00013717,0.3777358456987073,0.004103078413134,0.9766195709473482,60
"(0, 2)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00011465,-0.377735256369156,0.0041031412402142,0.9938082368703992,60
"(0, 2)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010192,0.3777308340853991,0.0041036127168728,0.9725705075051236,60
"(0, 1)_(0, 2)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00015020,-0.3777279288600384,0.0041039224801088,0.9055251019336398,60
"(1, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00000593,0.3777270367171587,0.0041040176070104,0.870774800163418,60
"(0, 0)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00006020,0.377726685047818,0.0041040551051424,0.975527378097914,60
"(0, 0)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00010446,-0.3777260641668379,0.0041041213097659,0.999086046980036,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00018281,-0.377721671786235,0.0041045896968061,0.991948020486907,60
"(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00019544,-0.3777135817015976,0.0041054525165397,0.9366325938542892,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00017411,0.3776902305031878,0.0041079438541954,0.8683865724078269,60
"(0, 2)_(1, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00012659,-0.3776860484338862,0.0041083901795939,0.9706049624535772,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00045416,-0.377670937729883,0.0041100032043867,0.9820655405617378,60
"(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00011547,0.3776654450328245,0.0041105896725911,0.904571865316292,60
"(0, 0)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016588,0.3776583464538957,0.004111347713892,0.9696469664154528,60
"(0, 0)_(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00016845,0.3776549280021012,0.004111712806653,0.9978012493336498,60
"(0, 0)_(0, 2)_(1, 0)_nan_nan_nan_nan_nan_nan",WBGene00009313,-0.3776496670407855,0.0041122747364211,0.9822281824533428,60
"(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00015023,0.3776486429038069,0.004112384133629,0.997660887413856,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00018495,0.377640566381139,0.0041132469489936,0.9229611997673086,60
"(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00018766,0.3776372248539275,0.004113603971211,0.8418761062960676,60
"(0, 2)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00019722,0.3776327972588225,0.0041140770753839,0.9662100333462044,60
"(0, 1)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00009573,-0.3775917954916832,0.0041184605388978,0.997886697380203,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00018779,-0.3775916722901951,0.0041184737164658,0.9823325760385216,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00010682,0.3775835830604316,0.0041193390176978,0.9846786140690686,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00021457,-0.3775803734439295,0.0041196823933348,0.8821282955975516,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006677,-0.3775760058701049,0.0041201496917039,0.9968369305887458,60
"(0, 0)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00011402,-0.377563457968868,0.0041214924851485,0.9094046208288172,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00011268,-0.3775632094557136,0.0041215190832799,0.9968369305887458,60
"(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00002107,-0.3775549820667565,0.0041223997385088,0.9366325938542892,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00008482,-0.3775429565032124,0.004123687246767,0.98818311268131,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00013267,-0.3775413183478104,0.0041238626621258,0.988243706037686,60
"(0, 0)_(0, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00013855,0.3775399687956405,0.0041240071784977,0.9734102813624564,60
"(0, 0)_(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00012459,0.3775182996365007,0.0041263282251776,0.9920032531843967,60
"(0, 0)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00012755,0.3775127936656844,0.0041269181692145,0.9360560380741444,60
"(0, 0)_(0, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00003834,-0.3775083392396662,0.0041273954986052,0.9796417970301052,60
"(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00009801,-0.3775058383479057,0.0041276635116282,0.8746061119965857,60
"(0, 0)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan",WBGene00304173,-0.3774947512041972,0.0041288518721789,0.916219201294484,60
"(0, 0)_(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00045249,-0.3774782011881079,0.0041306263245722,0.9162561072314798,60
"(0, 0)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010507,-0.377475132643756,0.0041309554003012,0.9786019459560916,60
"(0, 0)_(0, 1)_(0, 2)_nan_nan_nan_nan_nan_nan",WBGene00004801,0.3774648309175396,0.004132060343388,0.98770591303334,60
"(0, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00014751,0.3774604242778006,0.0041325330705511,0.8992025396578565,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan",WBGene00013265,-0.3774562531115845,0.0041329805809606,0.9946289866065328,60
"(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00000998,0.3774498138636959,0.004133671510127,0.9837706473578964,60
"(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00016622,0.3774460120940738,0.0041340794865604,0.9983954651275904,60
"(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00018483,-0.377444010703074,0.0041342942745857,0.9998651021249888,60
"(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan_nan",WBGene00008654,0.3774342985434961,0.0041353367171819,0.8120477285102143,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00199777,-0.3774307996993514,0.0041357123180552,0.9432417142150328,60
"(0, 0)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00006816,-0.3774289896604356,0.004135906637514,0.975527378097914,60
"(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00002986,0.3774253196596676,0.0041363006606921,0.8418761062960676,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00219770,0.3774146970632852,0.0041374413236144,0.9432417142150328,60
"(0, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00011740,0.3774136134932466,0.0041375576938211,0.9713943453216118,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00017913,-0.3773990421246386,0.0041391228690295,0.9812286158634912,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan",WBGene00007282,-0.3773916190105991,0.004139920419257,0.9946289866065328,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00007411,0.3773907824061414,0.0041400103137585,0.9984027045032898,60
"(0, 1)_(1, 0)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00269431,-0.377390281833889,0.0041400641018792,0.9820639763563648,60
"(0, 0)_(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00009723,-0.3773831277460225,0.0041408328992776,0.9947437458292951,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan",WBGene00017022,-0.377369057014246,0.0041423453449552,0.992664509048178,60
"(0, 1)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00017827,-0.3773680726661674,0.0041424511695471,0.9972667431885552,60
"(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00010830,-0.3773627770201236,0.0041430205309949,0.9065918746418108,60
"(0, 1)_(0, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00009799,0.3773598930114507,0.00414333063424,0.9984312557212536,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan",WBGene00007485,0.3773578518141769,0.0041435501264947,0.9955457819977472,60
"(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00015611,-0.3773570242177813,0.0041436391217932,0.9983954651275904,60
"(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00001612,-0.3773535853670455,0.0041440089354941,0.965983278261438,60
"(0, 0)_(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00000950,-0.3773427093489898,0.0041451787330622,0.8759191234794308,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00022352,-0.3773364722028121,0.0041458497164049,0.9977088449435336,60
"(0, 2)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00001475,-0.3773319742538382,0.0041463336588048,0.9539159676885192,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00008919,-0.3773271746943077,0.004146850106951,0.97040145522059,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 2)_nan_nan_nan_nan",WBGene00044553,0.3773169590613079,0.0041479495309623,0.966867188474054,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00303364,-0.3773136709169517,0.0041483034613848,0.98818311268131,60
"(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00001555,0.377304816521903,0.0041492566662155,0.8415543354182712,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00010478,0.3773008466926646,0.0041496840941196,0.9766195709473482,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00018702,-0.3772803603061592,0.0041518904618396,0.9968135048863694,60
"(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00022629,-0.3772782266706443,0.0041521203121634,0.9612741087366442,60
"(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00020912,-0.3772616802586565,0.0041539031896822,0.9931972769274444,60
"(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00009557,-0.3772615594399651,0.0041539162103898,0.991660371923438,60
"(0, 0)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00045151,0.377249431073705,0.0041552234752907,0.8683865724078269,60
"(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008743,0.3772405186815018,0.0041561843352328,0.9955963340113329,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00002979,-0.3771964731046202,0.0041609358394639,0.9895847169850096,60
