cycle_id,cycle_label,n_neurons,neurons
3,"(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan_nan",1094,AINL;AINR;CEPshVR;CEPshDL;CEPshVL;ASIR;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;GLRL;GLRDR;GLRVR;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL02;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;BWM-DR03;ALA;AVL;PVQR;ASKL;AFDL;AUAL;ALML;ADLL;ADFR;RIAL;SIADR;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL06;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;SIAVR;PVNR;AWBL;IL2R;GLRR;GLRDL;BWM-VR08;BWM-VR05;BWM-VR07;AVM;BWM-VL05;BWM-VL02;BWM-VL03;BWM-DL05;BWM-DR05;BWM-DL08;I1L ; I3            ; I5            ; M2L           ; M3L           ; M3R           ; MCR           ; MI            ; NSML          ; pm4vl         ;I5 ;I6 ;M1 ; M3L         ; RIPL        ;I1R ;M2L ;MI ;I2L ;I3 ;I4 ;M2R ;M4 ;NSML ;M3L ;ADFL ;IL1L ;RIPL ;RIPR ;RMED ;URAVL ;pm4d ;pm3vl ;mc1dl ;mc1v ; I2R           ; M1            ; pm5vr         ; I4            ; pm5vl         ; M4            ; I1R         ; M2R         ; M5          ; I2R         ; I3          ; pm5d        ; M3R         ; pm3vr       ; pm4vr       ; pm5vl       ; I5          ; I1L         ; I4          ; pm5vr       ;M5 ;pm3vr ;pm5vr ;mc1dr ; pm6vr       ;MCL ;pm4vl ;pm3d ;pm6d ;mc2dl ;mc2dr ;pm6vl ;pm6vr ;mc3dr ;mc3v ; mc2v          ; mc2dr         ; AWBL          ; ADLL          ; AWCR          ; URXL          ; AUAL          ; AIAL          ; AIBL          ; AIBR          ; ADAL          ; RIAL          ; RIGL          ; RIR           ; RIVL          ; SMBDL         ; SMBVL         ;ASER ;ASHL ;SDQR ;AIAL ;ADAL ;RIGL ;RMGL ;HSNL ; AWCL        ; AFDL        ; AIZL        ; URBL        ;ADLL ;ASEL ;ASHR ;AFDL ;AVHR ;HSNR ;ADFR ;ADLR ;ASIL ;ASIR ;AWCL ;AIAR ;AIBR ;AIZL ;AIZR ;AFDR ;CEPDL ;AINR ;IL2L ;CEPVL ;URXL ;URYVL ;AQR ;AUAL ;AIML ;RIAL ;RIR ;URBL ;DVA ;PVNR ;IL2DL ;RIBL ;ASGL ;ASKL ;ASKR ;AWBL ;AWCR ;AVFR ;PVQL ;PVQR ;FLPL ;BAGL ;AIBL ;ADAR ;RIBR ;RICR ;RIGR ;DVC ;PVT ;RIML ;RIMR ;SAADL ;SAADR ;SAAVL ;ASGR ;SDQL ;AVBR ;RMHR ;SAAVR ;SMDVR ;VB01 ;URYDL ;RIFR ;RIH ;SMBDL ;FLPR ;BDUL ;ADEL ;RICL ;PVPL ;IL2VL ;CEPVR ;BAGR ;RIAR ;AVAL ;RMDDL ;RMDL ;RMDR ;RIVL ;RIVR ;SMDDL ;SMDDR ;SMDVL ;OLLL ;AINL ;RIS ;ADER ;AVKR ;AVAR ;AWAR ;URXR ;RMGR ;PVPR ;SABVL ;AWBR ;AVHL ;AVKL ;SMBDR ;CEPDR ;ALNR ;URBR ;SIADL ;SMBVL ;PLNL ;PLNR ;AVFL ;SIAVL ;SIBDL ;OLLR ;URYVR ;RMEV ;SIAVR ;SIBVL ;OLQDL ;OLQVL ;AVDR ;AVEL ; ASHR          ; AWAR          ; AWBR          ; AFDR          ; AIYR          ; AIZR          ; RIH           ; ASEL          ; ASER          ; ASGL          ; ASHL          ; OLQVL         ; RIPL          ; AVJR          ; AVAL          ; AVAR          ; AVBL          ; AVDL          ; AVDR          ; ADLR          ; AIAR          ; RICL          ; RICR          ; AVBR          ; AIYL          ; ASGR        ; AWBR        ; AFDR        ; PVQR        ; ADFL          ; AVFL          ; AVHR          ; RIML          ; RMGL        ; ADFL        ; ASHR        ; ASKL        ; RICL        ; AVER          ; HSNR          ; ASJR          ; ASKR          ; CEPDL         ; PVQL          ; AIML          ; AIMR          ; RMDVL         ; RMGL          ; RMDR          ; URAVL         ; dBWML4        ; dBWML5        ; AVEL          ; RMHL          ; BAGR          ; RMHR          ; SIBDR         ; SIBVR         ; SMDDL         ; SMDDR         ; SMDVR         ; ALML          ; SIAVL         ; SDQL          ; DVA           ; SAADL         ; RIVL        ; AIBL        ; ALMR        ; DVA         ; SDQL        ; AVBL        ; SIAVR       ; PVPL          ; RIVR          ; AIAR        ; AWCR        ; AWBL        ; ASIR        ; ADAR        ; AVDR        ; PVQL        ; OLQVL       ; AVFR          ; AIBR        ; OLLL        ; RIBL        ; RIGR        ; AVKL        ; PVPL        ; RMFL        ; VD01        ; ADLL        ; IL2L        ; AVEL        ; RMDDR       ; ALML        ; AVFR        ; vBWML11       ; vBWML16       ; vBWML15       ; VC05          ; vm2aL         ; vm2pR         ; HSNR        ; ADFR          ; ADAR          ; RIAR          ; AVHL          ; PVPR          ; ADLR        ; AWAL        ; hyp         ; RIFR          ; PVCL          ; IL2R          ; ASGL        ; ASKR        ; AIZR        ; RMGR        ; AVHL        ; AVAR        ; AVER        ; PVQR          ; ASEL        ; AIYL        ; BDUR          ; PVNR          ; vBWMR10       ; AQR           ; PVT           ; RIMR          ; VA06          ; SABD          ; PHBL        ; PHBR        ; PVNL        ; AVG         ; DVC         ; PVPR        ; AVJL        ; AVJR        ; PVNR        ; PVT         ; DA08        ; SIAVL       ; AS11        ; VA11        ; VD12        ; AVFL        ; AVL         ; SABVR         ; VC02          ; DA06          ; VC03          ; vBWMR15       ; vBWMR16       ; OLQVR         ; BAGL          ; URXR          ; URYVR         ; AUAR          ; SMBDR         ; RIH         ; SMBVR       ; CEPVR         ; URBR          ; RIPR          ; SIBVL         ; RMFL          ; AINR        ; AIAL        ; AIYR        ; ASIL          ; AUAL        ; ASIR          ; URYDL         ; SAADR         ; VB01          ; ADFR        ; RIGL        ; SMDDL       ; RIS         ; RIML        ; VB02          ; URBR        ; RMDVR       ; OLLL          ; AINL          ; AINL        ; ADER        ; PVR           ; RMDDL         ; RMDVR         ; RMER          ; IL1L          ; IL1VL         ; URYVL         ; AVL           ; RMEV          ; RMER        ; RMDL        ; URAVL       ; CEPVL         ; RIBR          ; SIAVR         ; BDUL          ; VA02          ; PVDR          ; VA12          ; AVKR        ; DB07          ; AUAR        ; SIBVR       ; SMDVL       ; BAGR        ; IL1L        ; VA11          ; PVWL          ; DA02          ; DB02          ; DB03          ; PVR         ; SDQR        ; PVM         ; PDEL        ; PVCL        ; PVCR        ; SIADR       ; DA09        ; SAAVR       ; AVBR        ; DB01        ; DB06        ; VD13          ; PQR           ; PVWR          ; DD02          ; VD04          ; VD06          ; VD07          ; AVHR        ; AVDL        ; LUAR        ; PQR         ; PVWR        ; VD13        ; VC06        ; RMEL          ; RMED          ; DVC           ; RIBR        ; SIADL       ; AIML        ; DD01          ; AVG           ; PVDL          ; DA08          ; vBWML12       ; vBWMR14       ; VD01          ; DD06          ; LUAL        ; PHAL        ; ASJR        ; dBWML3        ; dBWML6        ; dBWMR3        ; vBWML4        ; dBWMR4        ; vBWMR4        ; URAVR         ; AVKL          ; FLPR          ; FLPR        ; DD01        ; FLPL          ; dBWMR6        ; RIR         ; ALNR          ; RMED        ; SMDDR       ; FLPL        ; RIMR        ; OLQDR       ; OLQVR       ; SMBDR       ; SIBDR       ; URXR        ; RMHR        ; OLLR        ; ADEL        ; URYDR       ; AQR         ; vBWMR6        ; vBWML9        ; VD09          ; DVB         ; VA03          ; VA04          ; VD02          ; AVAL        ; SMBDL       ; PLNL          ; SABD        ; vBWML1        ; vBWML2        ; vBWML6        ; vBWML13       ; DA07          ; DA03          ; AS04          ; DB03        ; VB10        ; VB11        ; AS06        ; DB02        ; DB04        ; VB02        ; VB04        ; VB05        ; VB06        ; VB07        ; VB03        ; vBWML3        ; SMBVL       ; RIAR        ; SAAVL       ; vBWML8        ; vBWML14       ; dBWMR7        ; dBWMR2        ; dBWMR8        ; dBWMR9        ; dBWMR11       ; dBWMR12       ; dBWMR13       ; dBWMR14       ; dBWMR15       ; dBWMR16       ; PVNL          ; DA01        ; DA02        ; DA03        ; AS01        ; VA12        ; PDB         ; dBWML2        ; IL1DR         ; IL1R          ; vBWMR2        ; IL1VR         ; vBWMR5        ; vBWMR8        ; AIMR        ; DA01          ; LUAR          ; LUAL          ; DA09          ; RMDDL       ; dBWML13       ; AS02          ; AS07          ; AS08          ; AS09          ; VA05          ; VA07          ; VA10          ; PHCL        ; VA02        ; VA10        ; PHCR        ; SABVR       ; VA01        ; VA03        ; VA04        ; VA05        ; IL1VL       ; dBWML8        ; dBWML12       ; vBWMR12       ; ALNR        ; RMDR        ; IL2DR       ; AS06          ; IL2R        ; RIFR        ; PVWL        ; AVM           ; URADR         ; PLNR          ; PLML        ; PLMR        ; VC01          ; IL1DL       ;AIYR ;AIMR ;AVJL ;PVCL ;IL2R ;IL2VR ;RMDVL ;SIBVR ;AUAR ;IL1R ;URYDR ;AVER ;URAVR ;PVR ;OLQVR ;ALA ;RMDVR ;SMBVR ;OLQDR ;URADL ;AVM ;BDUR ;PQR ;PHAL ;PVCR ;AVL ;PVNL ;AVBL ;VC01 ;VC02 ;VC03 ;SIADR ;AVDL ; CEPVR       ; VB03          ; vBWMR1        ; PHAR          ; PHBR          ; PLNL        ; DD03          ; vm2pL       ;IL1VL ;ASJL ;IL1DL ;IL2DR ;AVG ;AVJR ;LUAL ;LUAR ;PVDL ;PVDR ;PHBL ;PHBR ;PHCL ;VA02 ;VA12 ;VD06 ;PVWR ;RMHL ;VA04 ;VA06 ;VD05 ;VD11 ;VD13 ;ALMR ;PDER ;DVB ;PVWL ;RMDDR ;DA08 ;DA09 ;PDA ;DB07 ;AS10 ;AS11 ;PDB ;VA10 ;VA11 ;VB11 ;VD12 ;PLML ;PLMR ;hyp ; DD05          ; VD10          ; VD09        ; PLNR        ; vBWML22       ; vBWML23       ; vBWMR24       ; VD07        ; vBWML19       ; vBWMR21       ; DD02        ;IL1DR ;RMEL ;URADR ;PVM ;VC04 ;DA07 ;VC05 ;PHCR ; PHCL          ;SABVR ;DA01 ;DA02 ;DA03 ;DA04 ;DA05 ;DA06 ;AS03 ;AS05 ;AS06 ;VA01 ;VA03 ;VA05 ;VA07 ;VA08 ;VA09 ;VD01 ;RID ;RMER ;DD06 ;SIBDR ;DB01 ;DD01 ;AS02 ; VD03        ;VB02 ;VD02 ; dBWML9      ;VC06 ; VD11          ; vBWML17       ;PDEL ;VB06 ;VD03 ;VD04 ; dBWML21       ; dBWMR21       ; dBWML22       ; dBWML23       ; dBWML24       ; dBWMR22       ;VB03 ;DB02 ;DB04 ;DB06 ;DD03 ;VB04 ;VB09 ;VD09 ;VD10 ; dBWMR19       ;AS04 ;DD02 ;DB03 ;DB05 ;VB05 ;VB07 ;VB08 ; dBWML17       ; dBWMR17       ; vBWML18       ; vBWMR19       ;VD07 ;DD05 ;DD04 ;AS07 ; DD04        ;vm2aL  ;vm2pL ;vm2pR ;dBWML10 ;um1pL ;vm1pL ; pm3d        ; mc1dl       ; mc1dr       ; mc2dr       ; pm3vl       ; pm2d        ; mc3dl       ; mc3dr       ; pm8         ; pm7vr       ;pm7d ;pm8 ;pm7vr ; vm1aL       ; vm1pL       ; vm1pR       ; vBWML10     ; dBWML11     ;dBWML12 ; dBWML13     ;dBWML14 ; dBWML15     ;dBWML16 ; dBWML19     ;dBWML20 ; dBWML21     ;dBWMR1 ; dBWMR3      ; dBWMR2      ;dBWMR3 ;dBWMR2 ;dBWMR4 ; dBWMR1      ;dBWMR19 ; dBWMR20     ;dBWMR21 ; dBWMR22     ;dBWMR22 ; dBWMR23     ; vBWML2      ;vBWML3 ; vBWML4      ; vBWML5      ;vBWML5 ;vBWML6 ;vBWML11 ; vBWML12     ;vBWML13 ; vBWML14     ;vBWML15 ;vBWML18 ; vBWML19     ; vBWML20     ;vBWML20 ;vBWML21 ; vBWML22     ;vBWMR1 ; vBWMR3      ; vBWMR2      ;vBWMR3 ;vBWMR2 ; vBWMR15     ;vBWMR16 ; vBWMR17     ;vBWMR20 ; vBWMR21     ;intL ; intR        ; anal        ;sph ;anal ; intL        ;BWM-VL01;PLNR;ALNL;BWM-DR07;MCR ;pm2vr ;pm4vr ;mc2v ;RMFL ;RMFR ;PHAR ;ASJR ;VD08 ;vBWML8 ;AS09 ;AS08 ;vBWML9 ;vm1aR ;pm2d ;pm7vl ;dBWML18 ;dBWML22 ;dBWMR13 ;vBWML19 ;vBWMR18 ;CANR;dBWML8 ;vm1aL ;vm1pR ;pm1d ;dBWML11 ; dBWML12     ;dBWML13 ;dBWML15 ; dBWML16     ;dBWML17 ;dBWML21 ; dBWML22     ;dBWML23 ; dBWMR14     ;dBWMR15 ;dBWMR23 ;dBWMR24 ;vBWML1 ;vBWML4 ;vBWML23 ;vBWMR10 ; vBWMR11     ;vBWMR12 ;vBWMR14 ;vBWMR21 ; vBWMR22     ;vBWMR22 ;vBWMR23 
4,"(0, 1)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",185,AINL;AINR;CEPshVR;CEPshDL;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;GLRL;GLRDR;GLRVR;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL02;SMBDR;URADL;BWM-DL01;BWM-DR01;BWM-DR03;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;SIADR;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL06;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;SIAVR;PVNR;AWBL;IL2R;GLRR;GLRDL;BWM-VR08;BWM-VR05;BWM-VR06;BWM-VR07;AVM;BWM-VL05;BWM-VL02;BWM-VL03;BWM-VL07;BWM-VL08;BWM-DL05;BWM-DR05;BWM-DL08;excgl;PLNR;ALNL;BWM-VR03
77,"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan",38,AIBR;AIBL;BAGL;AWCR;ASGR;BAGR;AWCL;RIVR;SMDDL;SMDDR;CEPDL;DVA;OLLL;AVER;OLLR;RICL;AVKR;SAADR;RMGR;IL1L;RMEV;IL2L;SMBDR;ALML;RIAL;BWM-DR06;BWM-VL05;RIGR;RIGL;RMDDL;RMDDR;RMGL;AIZR;AQR;RMED;SDQR;ADEL;IL1DR
