Neuron,Type,TotalStrength,AvgRelatedness,StrengthImbalance,RichClubScore,total_3node_motifs,as_source,as_target,KMeansCluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Leiden,HDBSCAN_Cluster,LeidenRole,SymbolicRole,LatentArchetype
PVT ,Unknown,498.0,7.043478260869565,498.0,0.1764705882352941,903,0,0,1,-0.028084254,-0.3305027,0.47528416,0.46557748,0.08157677,-0.567698,0.28200862,0.111324795,-0.5908299,-0.1701099,0.094751954,-0.56004566,-0.1820401,-0.29343522,0.051920205,0.119959235,0.06868452,-0.019721238,-0.5085837,0.57472134,0.023080826,0.62862056,0.4874455,-0.6733373,-0.14090441,-0.11266951,0.06518472,0.11492982,-0.24342771,0.12040964,-0.38715568,-0.25631258,-0.19277234,-0.4951545,0.05022862,0.0126309665,-0.6090983,-0.18025419,0.021624872,0.32323274,-0.3701433,0.27147475,-0.010268778,-0.048694424,0.11792713,-0.06372915,-0.13862701,0.25493896,0.01786763,0.11045646,-0.32540455,-0.006624605,-0.16971163,-0.17436302,0.10861303,-0.14566368,-0.29748997,0.029516721,-0.35774693,0.5429945,-0.1595059,-0.14685757,0.3444644,-0.11506787,1,2,🧠 Core Command,Unknown ❓,-1
RIML ,Unknown,645.0,6.277777777777778,645.0,0.1290909090909091,630,0,0,1,0.016507966,-0.07577377,-0.19238387,0.8145554,-0.035462987,-0.6033063,0.23490286,0.04255164,-0.43974435,-0.10345988,0.21042283,-0.16908714,-0.16745527,-0.22745512,-0.43650442,0.20589903,-0.04259721,0.028477471,-0.4810704,0.6041273,0.09626661,0.39544585,-0.0042202165,-0.3518202,-0.0062157027,0.41763306,-0.10126447,0.12135043,0.48767915,-0.27485996,0.38646317,-0.13923508,-0.011236303,-0.08968242,-0.35061762,0.3155121,-0.9969935,-0.36253566,-0.035913393,0.07506939,-0.12727158,0.66136175,-0.14725044,-0.139422,-0.14610694,0.03917997,-0.4445235,-0.13553442,0.26331422,-0.12368343,0.09426813,0.07522464,0.16455443,-0.044178344,-0.02254174,-0.34745088,-0.26404956,0.04770879,0.029548466,0.2079534,-0.10975625,0.12422911,-0.09794674,-0.54878205,0,2,💥 Motor Dominant A,Relay 🧠,-1
RIMR ,Unknown,636.0,7.304347826086956,636.0,0.1051387461459403,496,0,0,1,-0.13318609,-0.609421,-0.07852372,0.44129086,0.19643925,-0.22434305,0.46527675,0.2932957,-0.40147403,-0.27120885,0.41229248,-0.4340907,-0.20830458,-0.1352457,-0.1923976,0.07247967,-0.088579476,-0.10357328,-0.3626679,0.65449554,0.110887185,0.44501263,-0.102545634,-0.18424545,-0.017848033,0.092413835,-0.26059985,-0.03827453,0.60105413,0.00626725,0.16875161,-0.10680821,-0.17946155,-0.3797832,-0.4411558,-0.028672384,-0.93412477,-0.025418842,0.10922644,-0.084648795,-0.062142942,0.7134408,-0.014542231,-0.541473,0.039777994,0.10607993,-0.20552443,-0.15859853,0.16945897,-0.54762536,0.17578082,-0.05434823,0.22489087,-0.046732977,-0.032597,-0.38062376,0.020144021,0.03693337,-0.160663,0.14434531,-0.18112142,0.4290002,-0.07680941,-0.5344353,0,2,💥 Motor Dominant A,Relay 🧠,-1
SAADL ,Unknown,237.0,8.416666666666666,237.0,0.0613903167156741,231,0,0,0,-0.5903415,-0.4174061,-0.2981757,0.26295194,0.12154798,0.028799769,0.2785088,-0.25593576,0.11215295,-0.27439353,0.8001199,0.113311924,0.021907905,-0.16202174,-0.13162993,0.3962405,-0.24071985,0.21144211,-0.9067743,0.15361166,-0.034732565,0.29416898,0.039703056,-0.099439576,-0.35650092,0.41041237,0.15809917,0.32470962,0.24981096,-0.2682284,0.023493696,-0.023263942,-0.59971756,-0.5090931,-0.47756898,0.36587948,-1.0733074,-0.2761322,0.20863952,0.17498304,-0.43969142,0.0018199953,0.030449452,0.047485378,0.27103585,-0.030327069,0.13153401,-0.079711065,0.513979,0.78799367,0.18165563,-0.18459241,-0.10402067,0.049848024,0.25108206,-0.17369671,-0.4776768,0.40394586,-0.27696323,-0.26880932,0.2913521,0.1006567,0.08114682,-0.28996435,0,2,💥 Motor Dominant A,Olfactory 🌬,-1
SAADR ,Unknown,315.0,8.078947368421053,315.0,0.0613903167156741,231,0,0,0,-0.12553667,-0.2381133,0.4027063,0.31534383,-0.11134501,-0.3168547,0.3077377,-0.60986274,-0.35411534,-0.38825524,0.69829935,0.022703454,-0.3270491,0.06891353,-0.37502807,0.5881352,-0.25627246,0.011861639,-0.34493557,0.1914347,0.32976782,0.39955544,-0.17120345,-0.28637275,-0.1650822,0.36939165,-0.4813295,0.4696857,0.18976802,-0.23409347,-0.16479675,-0.32253265,-0.14512998,0.010189123,-0.43561134,0.30150434,-0.8974515,-0.36820525,-0.02676669,-0.08884865,-0.18644339,0.7209351,-0.41979912,-0.051590126,0.2462016,0.22328125,-0.16894506,-0.48736078,-0.4304445,0.3308772,0.46875414,0.051427,0.17932129,-0.075554065,0.39043033,-0.35552698,-0.08533242,0.22561263,-0.20306441,0.06757974,-0.15945144,-0.1829736,0.43336564,-0.2447368,0,2,💥 Motor Dominant A,Unknown ❓,-1
SAAVL ,Unknown,600.0,8.36,600.0,0.0983661499790532,465,0,0,1,-0.17536488,-0.50822914,-0.24286711,0.043445412,0.08947412,-0.28747258,0.021276006,0.32117984,-0.28576425,-0.1905174,0.6711857,0.28705025,-0.07157232,-0.040484745,-0.437985,0.2372096,-0.26264605,0.48188382,-0.8304185,0.3997238,0.15077913,0.5338098,0.15480076,-0.18933968,0.0060138274,0.7894042,0.4651272,0.35673013,0.04065515,-0.40509668,-0.13871704,-0.12915455,-0.15733968,0.18459323,0.05927705,0.1806464,-0.7428093,0.024513114,0.18406259,-0.45625854,0.040827464,0.40277228,-0.56383413,-0.32093415,0.019945277,0.47670585,-0.51390606,-0.348241,0.2198428,0.3678416,0.46919987,0.126755,0.17433238,0.16145362,0.041034423,-0.3546679,0.16480169,-0.10109972,-0.27741325,-0.0677772,-0.13023163,-0.24453725,0.15782903,-0.12968835,0,2,💥 Motor Dominant A,Unknown ❓,-1
ASGR ,Unknown,226.0,7.423076923076923,226.0,0.0337304120984366,78,0,0,0,-0.20644118,-0.29032084,0.58061314,0.36737993,-0.4587645,-0.5359915,0.21574232,-0.319547,-0.053813487,-0.88383895,0.30882365,-0.16973794,-0.4452249,-0.014805044,-0.4533336,-0.366317,-0.59917337,0.24801853,-0.29026446,0.55469996,-0.09389829,0.33297458,0.20067699,-0.35363087,0.05667616,-0.18857853,0.08723197,0.14835283,0.0017130787,-0.33994675,0.6427888,-0.43536013,-0.06078419,-0.033427615,-0.32211456,-0.0873522,-0.18784353,-0.35326937,0.3254546,0.28434178,-0.42626968,0.066512845,-0.100416936,-0.26550007,-0.27544263,-0.1886428,-0.28162742,-0.33493853,0.22296819,1.0279499,0.32719374,0.21053123,-0.6018004,-0.22467874,-0.6287226,-0.11140558,-0.061323103,0.4704838,-0.3416004,-0.019745532,-0.40214,0.69206405,0.09095911,0.24094068,0,2,💥 Motor Dominant A,Unknown ❓,-1
SDQL ,Unknown,133.0,7.4,133.0,0.0658390255304781,253,0,0,0,-0.32518128,-0.23336267,-0.20578428,0.67000645,0.036856264,-0.31950125,0.06746028,0.057587948,-0.35474384,-0.44227913,0.29402637,0.17341962,0.15441515,0.34906936,-0.2433767,0.66760975,-0.52048755,0.1827527,-0.47424045,0.6935969,-0.120399065,0.5069452,0.23981138,-0.3244736,0.0627772,0.28460193,-0.2758454,0.37326157,-0.056000076,-0.0795623,0.12073619,-0.24335872,0.14153041,-0.26497647,-0.2631822,0.23565201,-0.62629735,-0.3898157,0.43075448,-0.22281937,-0.14249654,0.22085498,0.2582667,-0.043835636,0.42108074,-0.14473264,-0.15024464,-0.09534793,-0.258123,-0.16880305,0.06652802,-0.07298519,-0.598842,0.04368821,0.06347222,-0.39068013,-0.100283414,-0.25286746,0.068484984,-0.27551055,-0.19622122,0.5904789,0.40294632,-0.5034149,0,2,💥 Motor Dominant A,Unknown ❓,-1
AVBR ,Unknown,528.0,7.275,528.0,0.2205882352941176,1275,0,0,1,0.018937748,-0.30371442,0.17454156,0.050353117,0.053070173,-0.9752709,0.073678054,0.060927466,-0.42058536,-0.62477314,0.11626238,0.035641603,0.42348054,0.1259674,-0.53131175,-0.10793261,0.07927091,0.28796992,-0.079515986,0.08860042,0.33198807,0.4810087,-0.2497719,-0.14045578,-0.10657945,0.06561449,-0.025120554,0.27096015,-0.06863676,-0.51615965,-0.042521358,-0.38034847,-0.28546733,0.016893752,-0.15317474,0.23041417,-0.052730344,0.09930522,0.65552735,0.19085312,-0.24641572,0.12390692,-0.034766193,-0.3425349,0.61430526,-0.42018497,-0.42389506,0.16850512,0.29453513,0.1733734,-0.15980668,-0.21666431,-0.29814896,0.6088267,0.23911302,-0.08852829,-0.0614639,-0.114296265,-0.38547057,0.22775376,-0.50728714,-0.14973761,-0.24443518,-0.5283664,2,2,🔁 Oscillator Core,Oscillator 🔁,-1
RMHR ,Unknown,153.0,7.25,153.0,0.0362771335117454,91,0,0,0,-0.05221069,-0.35336027,0.08862711,0.77552176,-0.31174576,-0.7183419,0.029713329,-0.74012375,0.042557366,-0.20275792,0.37724856,-0.3859034,-0.3730316,0.33176994,-0.16141275,0.13997608,0.19695178,-0.35083562,-0.4004386,0.19849642,-0.2368399,0.010517956,-0.18021548,-0.081953235,0.08437213,-0.045886364,-0.46762344,0.14222889,0.42610863,-0.026116736,0.42559543,-0.20294903,-0.17927982,-0.2718711,-0.47962612,0.011658476,-0.82231617,0.16176759,0.22837618,0.33199486,0.11374037,0.5998217,-0.2823665,0.04599381,-0.23487099,-0.29974693,-0.049361095,-0.21677962,-0.40359223,0.025079126,0.08480072,0.43485934,-0.18613327,0.03438166,-0.42783174,-0.71978086,0.11112005,0.32800162,-0.52640396,0.10730969,-0.30311704,0.26068118,0.024642052,-0.9702011,0,2,💥 Motor Dominant A,Unknown ❓,-1
SAAVR ,Unknown,474.0,7.026315789473684,474.0,0.0875522138680033,378,0,0,1,-1.0812641,-0.116913356,0.2472013,0.6047339,-0.31852502,-0.16448519,-0.04683031,-0.008529334,0.009294746,-0.36423367,0.52791685,0.06758307,-0.18313332,-0.1021827,-0.1125248,0.076034896,0.058542863,-0.115696065,-0.8727757,-0.05692183,0.6058568,0.59907,-0.046080235,-0.43735564,0.057235263,-0.1494814,-0.47911772,0.39668885,0.31628138,-0.13427633,0.12292896,-0.30110276,0.00018654333,-0.31578702,-0.4285539,0.08169417,-1.0122064,-0.4245605,0.23060118,0.21913648,-0.08407137,0.23362201,0.035151143,-0.06486397,0.29392475,-0.09607158,-0.63728243,-0.30262324,-0.13907346,0.15714185,-0.30737796,-0.08324305,-0.030828256,0.28702345,-0.27621195,-0.18795237,-0.02681152,0.21619006,0.17217538,-0.098254055,-0.24551633,-0.17630868,-0.17873247,-0.05747482,0,2,💥 Motor Dominant A,Unknown ❓,-1
SMDVR ,Unknown,1086.0,7.25,1086.0,0.1290909090909091,630,0,0,1,-0.45774674,-0.5391049,0.22976407,0.26883125,-0.1727053,-0.08751253,0.42110473,-0.098672904,0.24395616,-0.2614745,0.24449664,-0.26108858,-0.09247395,-0.20377499,-0.35338894,0.32058656,-0.30086347,0.22455129,-0.6316353,0.39954376,0.3928169,-0.12318432,-0.4841086,-0.10730114,0.106579736,0.14617792,0.3097008,0.21997586,0.744227,-0.23522124,0.28636354,0.10769468,0.29304993,-0.20229977,-0.60213983,-0.016026385,-0.51038086,-0.23990278,0.38410732,0.13479814,-0.72132176,0.44858572,-0.14197072,-0.020269983,-0.030262481,0.008202882,-0.23744133,-0.09691431,0.0941342,0.3521391,-0.034549747,-0.2909055,-0.055477343,0.40244487,-0.10125025,-0.13355209,0.28683153,0.27112076,-0.0954151,0.19402541,-0.28137812,-0.07673672,-0.33297566,-0.59948075,0,2,💥 Motor Dominant A,Motor 🦴,-1
VB01 ,Unknown,245.0,8.0625,245.0,0.0501347708894878,171,0,0,0,0.10700638,-0.54115146,0.26686665,0.54884744,-0.40017235,-0.78688043,-0.16906172,0.07468658,-0.6369877,-0.44133648,0.57398015,0.22577974,-0.14448525,0.20857604,-0.43630686,0.08770085,-0.38009116,1.0724916,-0.30687273,-0.059080206,0.152747,0.32175475,-0.08651285,-0.026633462,0.13572799,0.3726787,0.4783817,-0.016466666,0.0417537,-0.31456748,0.34119496,-0.24052964,0.24352136,-0.07781559,-0.46206734,-0.15472825,-0.4945658,0.32057658,-0.0035547332,-0.082232065,0.067611076,0.43668473,0.026535673,0.044703696,0.078583956,-0.08894675,-0.50678927,0.04548715,-0.10597366,0.09296938,0.23166682,-0.15658079,-0.09575449,0.27378625,0.11245948,-0.28955057,0.08207847,-0.03958409,-0.680224,-0.13526729,-0.5104096,-0.33584765,0.49694854,-0.03672381,2,2,🔁 Oscillator Core,Unknown ❓,-1
URYDL ,Unknown,148.0,7.318181818181818,148.0,0.0337304120984366,78,0,0,0,-0.41351822,-0.4359509,-0.20035113,0.25949064,0.25752205,-0.6809485,0.31102082,0.014451334,0.04785782,-0.8444232,0.3136173,-0.0955111,-0.68450403,-0.44391888,0.30589536,0.5750042,0.23691188,0.3910756,-0.8837762,0.37792706,0.13851707,-0.08716663,-0.11853716,-0.5096759,-0.16399673,-0.08841877,-0.41751173,0.0665256,0.7089518,0.1322327,0.4946192,-0.054848116,-0.06291892,0.21797334,-0.2682819,0.17337452,-0.31700847,0.2994766,0.41235682,0.09379955,0.098079406,0.17875785,0.1423354,-0.010650324,0.08703899,-0.3643623,-0.4578841,-0.41803247,-0.17280437,-0.13164058,0.54002327,0.4713954,-0.13231497,-0.31296262,0.15284106,-0.5794557,0.08724782,-0.13793166,0.3619014,-0.0499157,0.07485495,-0.35747814,-0.36490622,-0.3904847,0,2,💥 Motor Dominant A,Unknown ❓,-1
RIFR ,Unknown,187.0,6.725,187.0,0.0707751707751707,276,0,0,0,-0.20836835,-0.6046212,0.67812365,0.6130195,-0.051664624,-0.5463227,-0.116962165,0.10176565,0.0839098,-0.2676408,0.25667256,-0.198601,0.061197158,-0.21351148,0.10963133,0.5900914,0.09641874,0.114312164,-0.4407513,0.48986003,-0.14434944,0.037930675,0.379152,0.14735948,0.18978831,0.056899916,-0.16309103,0.13618322,0.07566013,0.12063005,0.17134754,0.14666426,-0.72750837,0.1643042,0.19268379,-0.078991316,-0.23734452,-0.4477485,0.49976045,0.16875008,-0.20094472,0.08877009,-0.41548932,-0.1786297,0.37876314,-0.29374516,-0.5491771,-0.30685356,-0.027809374,0.100666314,0.30372265,-0.13893153,0.056341425,0.32034266,-0.32070297,-0.13935003,-0.27997226,-0.23468931,-0.18746068,-0.30307052,-0.3536597,0.78036267,-0.2750937,-0.3108971,1,2,🧠 Core Command,Unknown ❓,-1
RIH ,Unknown,550.0,7.285714285714286,550.0,0.1163262349703027,561,0,0,1,-0.46613982,-0.72521436,-0.22247857,0.42940328,-0.56507003,-0.6103217,-0.07114629,-0.48985165,0.28690907,-0.6655911,0.13390145,-0.58134466,-0.3696517,-0.37617427,0.18190618,0.30953467,-0.4116064,0.29123932,-0.6103515,0.8516611,0.36174306,-0.018366896,0.13958047,-0.019126782,-0.07018679,0.17906843,0.0089213215,0.2434907,0.028594311,0.18823306,0.35383803,-0.22298914,-0.41974473,0.26023445,-0.4912846,0.44444475,-0.43829465,0.00402701,0.16184442,-0.24662004,-0.26172107,-0.3336083,-0.30636835,0.03173003,-0.19660543,-0.0059531755,-0.077278726,-0.3358088,-0.28812063,-0.044946887,-0.07240605,0.15118843,-0.40005657,0.07268282,-0.49705493,-0.2925954,0.019306468,-0.10687858,-0.015124564,0.46841747,0.027470544,0.33233958,-0.039886482,-0.20403682,0,2,💥 Motor Dominant A,Unknown ❓,-1
SMBDL ,Unknown,651.0,7.519230769230769,651.0,0.1163262349703027,561,0,0,1,-0.4242911,-0.15371354,-0.29156294,-0.10590775,-0.5216202,-0.032915227,0.10155657,-0.3279997,-0.10375155,-0.24085782,0.7687552,0.033463623,0.013918492,-0.19187826,-0.10019008,0.235661,0.18459876,0.5217557,-0.90059453,0.12930143,0.11960894,0.30289212,-0.21003069,-0.17506231,-0.08202472,0.4908298,0.023876786,-0.09256733,0.33288857,0.0008894276,0.51378846,-0.011912412,-0.7910748,-0.35546947,-0.15391228,0.36664644,-0.46041456,-0.2177523,0.047676113,0.7205386,0.3007982,0.33139166,0.1388863,-0.33676127,0.08884837,-0.28339925,-0.4767395,0.25487682,-0.3169249,-0.4838234,0.014141883,-0.28232938,-0.3435753,-0.08330546,-0.007845578,0.24935889,-0.26383966,0.036649253,-0.20183006,0.5420295,-0.26385438,0.112856835,-0.21993549,-0.5729701,0,2,💥 Motor Dominant A,Unknown ❓,-1
FLPR ,Unknown,487.0,7.545454545454546,487.0,0.0775079992471296,300,0,0,1,0.00040628892,-0.24255855,-0.10241909,0.776561,0.25834692,-0.42917815,-0.0842241,0.53031856,-0.5463126,-0.89344156,0.1967299,-0.32363144,0.09004097,0.35070458,0.25910312,0.1358696,-0.26025617,0.248051,-0.5025586,0.28695682,0.11569863,0.5973361,-0.002207986,0.14061055,0.1031524,0.16556402,0.15154041,0.3462789,-0.042177208,0.12589194,0.32748097,-0.1188466,-0.07648421,-0.40866667,-0.16748998,0.22654928,-0.56448734,-0.17300305,0.3366752,0.03799666,0.02982337,0.16508646,0.6333568,-0.23480596,-0.091624126,-0.46514323,-0.48841748,-0.30832317,-0.26081002,0.16865897,0.24749383,0.23270604,-0.21859923,0.40026015,-0.16974488,0.07481895,0.33266616,-0.21661,0.31080878,-0.18180847,-0.029491298,0.49366352,-0.022111556,-0.48488715,1,2,🧠 Core Command,Unknown ❓,-1
BDUL ,Unknown,144.0,7.857142857142857,144.0,0.0396091052331623,105,0,0,0,0.15604106,-0.39079416,0.5316986,0.3540619,-0.32031122,-0.96333504,-0.07880066,0.28798446,-0.120273784,-0.31512833,0.07812563,-0.099740565,0.30849504,0.3001517,0.3416114,0.17642511,-0.19590093,0.02223939,-0.46768832,0.058926463,-0.43812412,0.08455332,0.2251198,0.0234214,0.3743347,-0.3107001,-0.36101645,0.40808964,0.46260533,0.11044036,0.080021195,-0.48212916,-0.90435344,0.018057512,-0.47592223,0.17001323,-0.48588774,-0.3445323,-0.13296914,-0.12135427,-0.1982214,0.9207166,0.022973882,0.032425094,0.35240948,-0.7102672,0.19280417,-0.48155835,-0.11858919,-0.04765579,0.43638426,0.09537075,-0.15116338,-0.03619727,-0.06577595,-0.28068772,0.1877756,0.036631946,-0.67078817,-0.14079417,-0.39704773,-0.1521356,0.38989228,-0.35491872,0,2,💥 Motor Dominant A,Unknown ❓,-1
ADEL ,Unknown,265.0,7.777777777777778,265.0,0.1290909090909091,630,0,0,1,-0.361571,-0.31365502,-0.41335866,0.27839035,-0.0057349093,-0.69212115,0.16503312,-0.25471523,-0.1817943,-0.8281944,0.37801325,-0.34351644,-0.18978742,0.36558354,0.055352353,0.12832695,-0.58993006,-0.022288851,-0.7552145,0.6679095,-0.032034196,0.17407352,0.3262903,-0.05371325,0.22002365,-0.12971506,0.007910934,0.2935364,-0.050304346,-0.33849853,0.22468314,-0.18352741,-0.3379863,-0.016817518,-0.25493848,0.11478788,-0.4281154,0.02415011,0.14901483,0.42040664,-0.24676852,0.59510744,0.40092963,0.32814282,-0.0077041853,-0.06994328,0.2562627,0.0043796794,-0.27065963,0.24011317,0.20658831,0.2871302,-0.11664629,-0.1289865,0.03597707,0.17309852,0.309107,-0.12289737,-0.0795085,-0.07631897,-0.41912222,0.17440082,0.5217198,-0.6549987,0,2,💥 Motor Dominant A,Unknown ❓,-1
RICL ,Unknown,227.0,6.925,227.0,0.0658390255304781,253,0,0,0,-0.32552034,-0.5525049,-0.014716097,1.0620294,0.22809286,-0.52345353,0.4552822,-0.019577267,0.033126082,-0.5794386,0.27184182,0.04174301,-0.12142873,-0.56123984,-0.47240838,0.2193919,-0.31319243,-0.08175376,-0.24756224,0.52010316,0.1679997,0.091744095,-0.11132513,-0.18284653,-0.41862565,0.22358266,-0.041811813,-0.15279193,0.37459826,-0.3332732,0.10464128,0.3148398,-0.5032325,-0.1087351,-0.036541574,0.34726828,-0.811206,-0.22814775,0.044691484,-0.3097139,0.5149352,0.28900614,0.2109616,-0.16560015,0.021247031,0.028577918,-0.2563042,-0.17595726,-0.35690853,0.29206273,0.20326397,-0.19813706,0.27411577,0.115591966,-0.06906342,-0.1476901,0.14800826,0.081000976,-0.5045565,0.23001623,-0.30617455,0.3857079,0.29928786,-0.406265,0,2,💥 Motor Dominant A,Unknown ❓,-1
PVPL ,Unknown,870.0,7.555555555555555,870.0,0.1761363636363636,1035,0,0,1,0.14944972,-0.33268723,0.2838662,0.7521773,0.60895425,-0.63986737,0.5929463,0.27740633,0.15211159,-0.5974913,-0.04372845,-0.053157896,0.22233778,0.047068402,0.4939636,0.27096927,-0.33163223,0.34669158,-0.3946687,0.12735476,0.22668232,0.46480554,0.12713005,-0.50220966,-0.18650255,0.067579634,-0.062440123,-0.22611727,0.03518907,0.022715736,0.044307657,-0.27604315,-0.20935039,-0.5909856,-0.00424953,0.36642462,-0.3467895,-0.10801604,0.058631897,0.19862245,-0.15779452,0.5891942,-0.09009301,-0.09722064,0.4508107,-0.18820134,-0.41326618,0.17572683,-0.038545582,0.31183603,0.012188174,0.37392914,0.0038399769,0.3196228,-0.07379028,-0.023404961,-0.33165017,-0.16841416,-0.38654956,0.27414465,-0.26007688,-0.09680005,0.016508592,-0.026524527,1,2,🧠 Core Command,Unknown ❓,-1
IL2VL ,Unknown,215.0,7.75,215.0,0.0337304120984366,78,0,0,0,-0.41704845,-0.747407,-0.23712085,0.79004353,-0.11947998,-0.42179358,-0.14466548,0.10994055,-0.06366587,-0.081663206,0.30485827,-0.84910864,-0.67094576,0.123835385,-0.24799788,0.23550719,0.029891912,0.3408538,-0.70268995,0.5769168,0.41006,-0.085258015,0.5193986,-0.4122718,0.06496753,-0.19091703,-0.52754533,0.23072383,0.02439849,0.10619115,-0.13575251,-0.06816496,-0.44497392,0.1636616,-0.19316645,0.32434353,-0.3703211,-0.047090404,0.23662964,0.13978454,-0.38005257,-0.06534812,-0.024600752,0.15315671,-0.5006826,-0.073166795,0.015221224,-0.45343503,-0.24701636,0.42090696,-0.51855505,-0.0729003,-0.43210503,0.0424935,-0.17725316,-0.20296879,-0.21013172,0.15734965,-0.22335045,0.86711836,-0.097664446,-0.3720405,0.15671332,-0.57357997,0,2,💥 Motor Dominant A,Unknown ❓,-1
CEPVR ,Unknown,263.0,6.86,263.0,0.0833572453371592,351,0,0,0,-0.3975921,-0.47694975,-0.12041023,0.17284536,-0.34823412,-0.85649353,0.091778606,0.12032859,-0.005172163,-0.48615435,0.32668903,0.26121423,-0.10343849,-0.34134775,-0.2935052,0.88339525,-0.44311887,0.05266893,-0.35101202,0.7500063,-0.14615354,0.08234937,-0.02013888,-0.1599499,-0.03624035,0.45561785,-0.10353586,-0.014865264,0.57186,0.18101439,0.357075,-0.23464377,-0.44483674,0.16314633,0.1976604,-0.037349455,-0.38371834,0.03234295,-0.10062988,0.26769963,-0.0120266965,-0.40322596,-0.046771515,0.072959974,-0.2957732,0.25522965,-0.35380867,-0.61361235,0.054960493,0.27509886,0.15613018,0.25391614,-0.4481043,0.34326252,-0.7228559,-0.29480493,-0.008538728,-0.36299574,0.14475992,-0.011011423,-0.25839216,-0.17568211,0.408394,-0.59585947,0,2,💥 Motor Dominant A,Glia ⚙️,-1
BAGR ,Unknown,171.0,8.125,171.0,0.0362771335117454,91,0,0,0,-0.1975955,-0.4742752,-0.35294843,0.41059095,0.33856234,-0.6634293,0.40598202,-0.20342012,-0.11911883,-0.82178795,0.75391066,-0.47895357,-0.10359369,-0.18644571,-0.0061144736,-0.06511175,-0.21553701,0.3427893,-0.40074962,0.94239986,0.2330986,-0.38791898,0.12976573,0.07977628,0.10877605,0.3252657,-0.2820213,-0.15286005,0.3164543,0.10304213,0.033868764,-0.048425093,-0.07680208,-0.32747915,-0.41297865,0.25290236,-0.50639373,-0.047255028,0.21300179,-0.26012203,-0.3290235,0.37090102,-0.2767976,-0.097213954,-0.15170324,0.123043194,0.3092034,-0.5885647,0.04230562,0.37364054,-0.19976811,-0.08904184,0.06656594,0.09900789,0.14727189,-0.26539087,-0.34015453,-0.6902733,0.3412641,0.5771461,-0.350534,0.22123824,-0.23439565,-0.1530504,0,2,💥 Motor Dominant A,Unknown ❓,-1
RIAR ,Unknown,925.0,8.296296296296296,925.0,0.1163262349703027,561,0,0,1,-0.050142642,-0.6070064,-0.1908087,0.031182384,-0.039145697,-0.16873083,0.23442091,-0.32803693,0.3179753,-0.42394805,0.53805333,-0.27147964,-0.20527104,0.16171609,-0.3582041,0.122991085,-0.33182898,-0.23460875,-0.38235304,0.6585719,0.39032716,0.07359483,0.108938925,-0.5033258,0.20282726,0.45726657,0.2155728,0.48840424,0.7917451,-0.15921551,0.28516945,0.32990548,-0.33851415,-0.06825903,-0.12830949,0.356276,-0.67433596,0.025148597,0.11693337,0.08621968,0.082287185,0.05468438,0.031281516,0.091397114,-0.050117496,-0.007877743,-0.46654895,-0.30400854,-0.3282611,0.129697,0.20656772,-0.12667312,-0.14180556,-0.0076391315,-0.47930917,-0.12309017,-0.21235372,0.028959235,0.06555241,0.0021947904,-0.70472085,-0.025206292,0.121499605,-0.5413306,0,2,💥 Motor Dominant A,Unknown ❓,-1
AVAL ,Unknown,1228.0,6.776315789473684,1228.0,0.0,3741,0,0,1,0.17048934,-0.31893682,-0.05784609,0.12056367,0.0678979,-0.8265164,0.39868498,0.518313,-0.3932945,-0.27021164,0.2622313,0.016315717,0.43307662,0.37811422,-0.43223983,0.19826972,0.26063582,0.18975693,-0.44336644,-0.00034981078,0.45843083,0.42816693,0.21093473,0.11685293,0.39223117,0.25428104,0.019227996,0.04993052,0.07597786,-0.022827517,-0.009225918,0.009675269,-0.2363802,-0.40142956,-0.20815527,0.0362989,-0.11474098,-0.2819563,0.53080064,0.019135466,-0.37215266,0.17282598,0.015592235,-0.21593484,-0.23147406,-0.56387496,-0.53717977,-0.23500562,-0.15008722,0.34596193,-0.065644756,0.2227366,0.09731002,0.2489788,0.30310547,-0.17891154,0.31456086,-0.6129147,-0.067627236,0.395248,-0.04988696,0.02058978,0.08984066,-0.12773946,2,2,🔁 Oscillator Core,Oscillator 🔁,-1
RMDDL ,Unknown,309.0,7.40625,309.0,0.0707751707751707,276,0,0,0,-0.14563292,-0.15475166,-0.69814587,0.25472358,-0.20829187,-0.1220223,-0.2793901,-0.45482635,0.092295446,-0.27817935,0.39305115,0.018081358,-0.2645857,-0.0827686,-0.19713616,0.08355231,0.019127725,0.10628513,-0.57329434,0.30853063,0.30179155,0.26974127,0.27763048,-0.030835733,0.1263994,0.73255485,0.031163508,-0.09059171,0.58797395,0.17241503,0.6739233,-0.2821063,-0.47598076,-0.14031895,-0.2289966,0.38091567,-1.2353301,-0.077440284,0.46474853,0.34599623,-0.29100356,0.06301317,0.04192273,-0.3162001,-0.2238006,-0.27591866,0.086874604,-0.14830048,-0.31876075,-0.041267395,-0.12734292,0.09957717,-0.475432,0.13657548,-0.036496866,-0.35576984,0.18980114,0.6578489,-0.20128755,0.39032263,-0.17568031,-0.24980362,-0.45424342,-0.4553043,0,2,💥 Motor Dominant A,Motor 🦴,-1
