Neuron,Type,TotalStrength,AvgRelatedness,StrengthImbalance,RichClubScore,total_3node_motifs,as_source,as_target,KMeansCluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Leiden,HDBSCAN_Cluster,LeidenRole,SymbolicRole,LatentArchetype
vBWMR2 ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,0.7569592,-1.1618245,0.13459902,0.93966866,0.07282859,-0.62783295,-0.25635144,0.6445131,-0.2596526,1.1262254,0.092607215,-0.5406555,-1.0672156,0.8871144,-0.6808525,0.025483053,-0.5902446,0.6566356,-0.8233351,0.03960253,0.64671934,0.030854398,-0.5350453,-0.69556576,1.0962511,0.8894919,0.23361567,-0.36745885,-0.3827595,-0.35408825,-0.16337287,0.040131114,-0.7532011,-0.11042803,0.32526177,0.4501698,-0.3043868,0.02295062,-0.14204155,1.0096247,-0.8103136,-0.36721846,-0.19229725,-0.20607276,-0.20143537,-0.40937334,-0.18213564,-0.8139454,-0.5351391,-0.4840243,1.6817874,0.350965,-0.5407836,1.5382012,-0.80823636,-0.48165542,-0.29268515,-0.426786,-0.122639365,0.60879505,0.5549402,1.5635418,-0.8538531,0.50209695,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR1      ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,0.64207685,-0.98050517,-0.0522914,0.98631155,-0.037668306,-0.65653527,-0.2337334,0.4270778,-0.23180431,1.1216717,0.08670864,-0.6238967,-1.1172479,0.9539045,-0.7452215,0.068577155,-0.6377787,0.59237635,-0.82882863,0.116366304,0.60035455,0.106457226,-0.6276307,-0.8956607,1.1330793,0.9244897,0.26288077,-0.32962343,-0.27521995,-0.13763908,-0.18888208,-0.0029775305,-0.80568135,-0.12798683,0.17902255,0.45393828,-0.26822296,0.08947671,-0.18237989,1.0186359,-0.6434713,-0.26931652,-0.13050164,-0.43529448,-0.07209193,-0.4458143,-0.08533289,-0.8438826,-0.5141669,-0.44827843,1.5748587,0.32370684,-0.5732852,1.5599393,-0.6864212,-0.39074808,-0.16697524,-0.45661843,-0.11442224,0.8161351,0.80284345,1.4558845,-0.7377037,0.48997712,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR4      ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,0.39135733,-0.8537923,-0.031446423,1.011571,-0.27821836,-0.78592336,-0.19293547,0.019585254,-0.27250648,1.3127915,0.12021122,-0.9280895,-1.2719368,0.99504477,-0.8857537,0.33986133,-0.62295103,0.5302125,-0.71830636,0.16001044,0.5899824,0.22575,-0.90252817,-1.0139998,1.2661116,0.9360972,0.35217172,-0.14641248,-0.2627537,0.19018401,-0.27843636,-0.08472534,-0.7181621,-0.31389776,0.19614609,0.3956173,0.03590641,-0.013996016,0.02262549,0.66278523,-0.30985522,0.043917656,-0.2892859,-0.57941586,0.32895088,-0.5207314,-0.049656335,-0.70708436,-0.49060822,-0.45013055,1.5146476,0.31089363,-0.65168744,1.5448437,-0.7321827,-0.30325568,0.08654432,-0.38097888,-0.004284372,1.1474869,1.0394408,0.94480336,-0.4143235,0.42139688,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR15     ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.39138222,-0.47984844,0.58764744,0.19744295,-0.37343466,-0.8049144,0.35079345,-0.007023921,-0.71947503,1.1920156,0.5456181,-0.22531325,-0.48941708,-0.80925566,-0.12626071,0.46004164,-0.57974905,0.38305047,-0.47095832,-0.21239638,0.8503757,-0.37088993,0.3756676,0.04601326,0.30312896,-0.7520143,-0.5245963,-0.61531293,-0.6920188,-0.30494136,0.26259896,0.8640613,-1.4141234,-1.7854201,0.42307255,0.2552587,-0.60888964,-0.40964043,0.048458282,1.3500789,-1.2037417,1.218056,-0.45755956,0.9860768,1.1339087,-0.44719455,-0.8024715,-0.78455406,0.122609355,0.07977307,0.831478,0.14465334,-0.51688033,0.15751815,-1.5024914,-0.60939944,0.06985392,-0.67515266,0.12992115,0.6063831,-0.17377827,0.42643327,-0.82110083,0.06802114,5,5,🧬 Muscle Left,Unknown ❓,4
vBWMR16 ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.43807796,-0.4141883,0.38794503,0.17008132,-0.3723972,-0.83067083,0.4792742,-0.10112551,-0.8085,1.1441371,0.49463123,-0.26563805,-0.38481626,-0.9702146,-0.08371556,0.5427156,-0.65036047,0.3603383,-0.381737,-0.121987164,0.9172381,-0.2965526,0.33465457,-0.0057743713,0.32393724,-0.8436764,-0.4269773,-0.4717226,-0.5588143,-0.30253318,0.26520163,0.9645333,-1.3454168,-1.9928836,0.28783587,0.21095477,-0.61218894,-0.42902043,0.039661676,1.293432,-1.004777,1.2967612,-0.40571237,1.0932491,1.285555,-0.43926466,-0.745775,-0.75446254,0.122329615,0.2139674,0.89475286,0.15547651,-0.4477286,0.06182424,-1.3990939,-0.49491745,0.104044914,-0.7095621,0.14840165,0.71981925,-0.121071585,0.1487411,-0.8511203,0.107055925,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR17     ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.5152116,-0.40156046,0.32938242,0.2913134,-0.4483285,-0.86320573,0.6197338,-0.15499985,-0.9039845,1.2010677,0.63515896,-0.2911381,-0.26210654,-1.1234245,-0.15138249,0.58826447,-0.72825235,0.36788902,-0.4893153,-0.07196798,0.8091614,-0.2490568,0.3389298,0.08921343,0.38291264,-0.81079125,-0.45703596,-0.34459376,-0.41150773,-0.25885105,0.2044032,1.0277565,-1.294175,-2.1260014,0.15586692,0.270359,-0.6095208,-0.36715326,0.06346348,1.1197478,-0.81391037,1.3320677,-0.48596856,1.1121423,1.4500474,-0.4076313,-0.72594273,-0.6872691,0.15858674,0.29321107,0.91664046,0.22184734,-0.4069536,0.019732544,-1.2271235,-0.2592145,-0.05168776,-0.7303158,0.09011776,0.8576424,-0.06340479,0.04761657,-0.83919096,0.15870959,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR19     ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.48253998,-0.39298892,0.06818869,0.42781305,-0.6614939,-0.93886703,0.6996919,-0.15179645,-0.8927583,1.2091596,0.74995476,-0.38558996,-0.044921126,-1.0987853,-0.2534001,0.4432388,-0.7324618,0.30718702,-0.3981631,0.32249188,0.6938963,-0.12944369,0.21253403,0.036928218,0.4231137,-0.7961383,-0.18056762,-0.25000584,-0.07797636,-0.3184248,0.11106232,1.0772603,-1.099003,-2.1890645,0.040648006,0.28995058,-0.45940453,-0.1888796,-0.068396635,0.92160314,-0.35465232,1.2746112,-0.563661,1.1662058,1.5145465,-0.25388503,-0.77421427,-0.59602773,0.17133397,0.70805866,1.1694751,0.45868513,-0.46298012,0.16193745,-0.946549,-0.38365734,-0.24951556,-0.7819453,0.07049352,0.96355623,0.03226757,-0.10786598,-0.7813118,0.23245464,5,5,🧬 Muscle Left,Unknown ❓,4
vBWMR20 ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.39588344,-0.35257897,-0.030634327,0.4924469,-0.75888455,-1.0262032,0.7157903,-0.19490261,-0.96860456,1.2481059,0.7796414,-0.5087203,-0.007640732,-1.0807368,-0.2673822,0.44007924,-0.72587854,0.287949,-0.3396866,0.45400503,0.57667905,-0.10537581,0.08278337,-0.038398676,0.4883229,-0.72826594,-0.094954275,-0.34225962,0.11240026,-0.34997922,0.05201056,1.0852718,-0.9600521,-2.2577171,-0.028134674,0.39439398,-0.4375203,-0.12915653,-0.1288172,0.8547328,-0.16510548,1.3034389,-0.6119836,1.2309251,1.5667878,-0.23003645,-0.84291905,-0.56362325,0.15797614,0.802337,1.3539853,0.580712,-0.39908138,0.23738092,-0.8300717,-0.44280842,-0.32154754,-0.82755923,0.07836307,0.98986536,0.1014011,-0.13959563,-0.76045203,0.1883712,5,5,🧬 Muscle Left,Unknown ❓,4
 vBWMR21     ,Unknown,90.0,0.0,90.0,0.0124518436984039,1,0,0,4,-0.4459788,-0.51451606,-0.016773464,0.55993336,-0.66997886,-0.9565143,0.6798111,-0.1286291,-1.0254879,1.2936975,0.93012565,-0.44967067,0.122974396,-1.0350516,-0.41399857,0.4527105,-0.83777183,0.25941396,-0.39148656,0.6232645,0.50951475,0.011172679,0.018938579,0.027102554,0.58385897,-0.6058623,0.07049826,-0.25474668,0.1337406,-0.45778164,-0.043553073,1.0379305,-0.87081176,-2.2415564,-0.09023687,0.44190234,-0.39621145,-0.019213619,-0.17789494,0.669853,0.12998678,1.1666709,-0.5232259,1.1454333,1.5628759,-0.14341879,-0.68711877,-0.6131817,0.09051917,0.8288262,1.4746927,0.50303245,-0.3939249,0.17336327,-0.65191334,-0.25782016,-0.44329998,-0.75606406,-0.06600126,1.021763,0.1554294,-0.25672862,-0.8231264,0.21332656,5,5,🧬 Muscle Left,Unknown ❓,4
intL ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.1754093,-1.0618733,-0.26293355,1.0810982,-0.5655523,-1.7540292,0.015834967,-0.1888668,-1.5935594,0.66065353,0.18653372,0.14223252,-0.7377374,-0.01159122,-0.6570068,-0.9987706,-0.82362694,0.023600684,-1.200677,-0.0019670366,0.24481915,0.30103162,-0.47311172,-0.3011072,0.30524403,-0.62004095,-0.837247,-0.9016888,-0.8441731,-0.7932576,0.72761685,0.74844176,-0.8719814,0.32325286,0.21071023,-0.15297183,0.26628232,0.15117632,0.16650417,0.70882493,0.17441078,0.3745801,-0.7417287,-0.79432946,0.19642965,-0.24409597,0.3346209,-0.641114,-0.8028866,0.26971453,1.3878003,-0.45134914,-0.82956403,-0.44443277,-0.42452964,0.30486867,-0.4810151,-1.1390399,-0.26321062,0.7470228,-0.6453584,-1.2013937,-0.689344,-0.05065395,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
 intR        ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.2055413,-1.0539008,-0.23452206,1.0958045,-0.53607607,-1.7411525,0.0434426,-0.22462355,-1.6017172,0.7391425,0.22871342,0.14640458,-0.7661729,0.0039842147,-0.64443004,-0.9990587,-0.80947477,0.026373709,-1.1732231,0.029788973,0.27330217,0.3168859,-0.45607674,-0.24566326,0.29432997,-0.6080609,-0.80114114,-0.9032215,-0.8286868,-0.7695475,0.7441555,0.7357046,-0.88186437,0.30898145,0.15034509,-0.16251771,0.3008718,0.12935475,0.10825924,0.6754219,0.15200467,0.38015792,-0.78242236,-0.8354636,0.18720114,-0.24240236,0.2923022,-0.663402,-0.7888199,0.27076408,1.3757467,-0.45580482,-0.83235097,-0.43063426,-0.40026677,0.2754079,-0.48249608,-1.1188474,-0.30342242,0.7141528,-0.65985143,-1.1793809,-0.6893075,-0.0057218983,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
 anal        ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.185523,-1.0037736,-0.22776233,1.1002713,-0.53249747,-1.6910548,0.061513793,-0.23204741,-1.5771375,0.75839585,0.25489035,0.13849089,-0.72196347,0.019535657,-0.7093144,-0.9671295,-0.83561915,0.03204282,-1.1704898,0.05975287,0.23212565,0.37124318,-0.49876705,-0.27686363,0.26732132,-0.5903176,-0.7915765,-0.8961546,-0.86091644,-0.70982885,0.7290788,0.7376352,-0.8822653,0.28999305,0.1903867,-0.14705628,0.35504696,0.14115094,0.108965024,0.6512305,0.12189379,0.43302253,-0.7752074,-0.82661295,0.22343272,-0.23667431,0.28249627,-0.6512305,-0.79523677,0.26959845,1.4093013,-0.45714715,-0.8378953,-0.39807302,-0.4360033,0.24044767,-0.49641377,-1.1161884,-0.2799176,0.7533844,-0.68299675,-1.1589196,-0.6649814,-0.024212135,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
sph ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.192132,-1.0710077,-0.22429407,1.0341249,-0.57395536,-1.7251388,0.009909503,-0.21584944,-1.5302621,0.7366747,0.23785712,0.09629547,-0.7194845,-0.006276333,-0.6951015,-0.9666086,-0.798228,0.09319707,-1.1901449,0.041696116,0.23679389,0.35953885,-0.46485284,-0.30908105,0.27861705,-0.5583032,-0.8072235,-0.9110095,-0.797062,-0.72218007,0.7584392,0.7339277,-0.87201995,0.34390113,0.21579677,-0.17413999,0.3112231,0.14510682,0.13593192,0.63541305,0.09840625,0.34977722,-0.7899221,-0.88117427,0.23741773,-0.22703846,0.33841285,-0.66882265,-0.7821717,0.2708851,1.4213077,-0.49610367,-0.77871734,-0.40865844,-0.50254285,0.29362202,-0.51203865,-1.0886762,-0.2407472,0.7633681,-0.71529335,-1.1950719,-0.66611683,-0.042772386,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
anal ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.19793652,-1.0408944,-0.2323123,1.0601988,-0.55895394,-1.7462975,-0.0018692765,-0.19857861,-1.5539676,0.71721834,0.2574583,0.10589807,-0.7335251,-0.0028840774,-0.7336381,-1.0162936,-0.79891425,0.072255105,-1.2122374,0.028520996,0.28120142,0.3040621,-0.45016414,-0.29774484,0.28778207,-0.5893713,-0.8161931,-0.90603113,-0.8234487,-0.7560993,0.73811525,0.6993828,-0.88956887,0.34453118,0.22060537,-0.16995122,0.3327553,0.1298994,0.15154536,0.6934432,0.12141028,0.39113265,-0.8172642,-0.8118107,0.23911482,-0.20317021,0.29742777,-0.66667557,-0.76118886,0.25462955,1.3731737,-0.44551304,-0.8105439,-0.46142775,-0.4937421,0.30241847,-0.45234567,-1.1293466,-0.25415817,0.73976654,-0.69228053,-1.2111841,-0.7321387,0.024095276,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
 intL        ,Unknown,36.0,0.0,36.0,0.0140880481334419,3,0,0,4,0.21184643,-0.9995498,-0.2103483,1.0521606,-0.508873,-1.6723557,0.03715649,-0.2242164,-1.5676595,0.75934845,0.3272966,0.07088017,-0.7773361,0.041232083,-0.7367735,-0.9622539,-0.84551036,0.030764963,-1.1901891,0.11097616,0.25685367,0.37915257,-0.4893491,-0.31773576,0.24597616,-0.53710216,-0.78882337,-0.8784175,-0.86290914,-0.67605615,0.6966749,0.72042114,-0.8576424,0.3421933,0.19549324,-0.12075413,0.36241207,0.14332597,0.14274478,0.622154,0.10029343,0.4421592,-0.86334157,-0.8599103,0.21296097,-0.21892563,0.28379396,-0.60954577,-0.77945733,0.2411499,1.4124146,-0.45729393,-0.87702715,-0.3805785,-0.49885032,0.2768256,-0.48494226,-1.1183172,-0.3135708,0.7422503,-0.7017897,-1.1895375,-0.6725592,0.06714033,9,-1,🧻 Posterior/Excretory Group,Unknown ❓,2
 um2pL       ,Unknown,24.0,0.0,24.0,0.0124518436984039,1,0,0,4,0.54592484,-0.81029224,0.7412538,-0.15884227,-0.6360091,-1.4151251,-0.2669299,0.87500644,-0.9114438,0.12850574,0.033898067,-0.8567764,-0.6164396,-0.6434377,0.094287254,0.8146667,-0.4050364,0.10243366,-0.88053447,0.5322273,0.5321023,0.95078427,-0.45932284,-0.7009634,-0.03389302,-0.7140859,0.73575217,0.20889129,-0.6510661,-0.05851705,-0.736506,0.4256514,0.61194617,-0.5552442,-0.66113234,-0.3046641,-0.29906923,-0.14688152,-0.08819372,0.70766634,-1.000468,-0.120915025,-0.23033419,-0.41120258,0.03294107,-0.7412845,0.61818427,-0.8052095,0.38090485,0.08084959,0.44075805,-0.32418665,-0.36053237,0.8072546,0.011938337,0.3821974,0.48286057,0.55283034,-0.31700325,-0.09361349,-0.24231544,-0.3704859,-1.167919,-0.30472782,8,0,🧬 Ventral Muscles,Unknown ❓,2
BWM-VL01,Unknown,259.0,7.269230769230769,251.0,0.0315782319327028,66,0,19,0,0.6692963,0.23768778,-0.36661068,-0.26646575,-0.5994255,-0.72581685,-0.03145137,0.59670657,0.035482958,1.4203434,0.30258065,-0.13536204,-0.5292716,-0.7061408,-0.13148591,-0.24002255,-0.83015805,-0.19084191,-0.80333817,-0.10917701,0.697973,0.28838968,-0.37196222,-0.57800746,0.53273517,-0.2792783,-0.34329742,0.15340546,0.30337772,-0.11517919,0.24197847,0.39329425,-0.45339805,-0.4283703,-0.22940388,0.36224678,0.17565687,0.08442684,-0.055045795,0.0864479,-0.3729204,0.56037754,-0.3464333,0.13291943,0.9994745,-0.17131975,0.400875,-0.4441906,-0.5755615,0.24966487,0.18993504,0.039743382,-0.99942255,0.23689945,0.07769537,-0.09279173,0.31307784,0.24307118,0.0951347,-0.12353953,-0.44010043,0.3481747,-0.0714452,0.4129558,3,6,🧩 Integrative Hub,Unknown ❓,-1
PLNR,Unknown,44.0,18.45,30.0,0.0217299561469039,36,9,3,2,0.789663,0.40862012,-0.5779818,-0.058071993,-0.12374629,-0.66566443,-0.093582965,0.33410534,-0.08699477,0.24807926,0.028349606,-0.09403394,-0.36738408,-0.7146454,0.20208493,-0.1381072,-0.55678385,-0.68956035,-0.64266616,-0.15981385,0.7193835,-0.17307636,-1.0355902,-0.40348738,0.8804531,0.17796357,-0.19655372,0.1289319,-0.05906244,-0.1319613,0.5318287,0.5056036,-0.011656054,-0.6230566,-0.37659943,0.245764,-0.10442381,-0.10194801,-0.29948428,0.47141612,-0.24946113,-0.1363105,0.20199057,-0.29313666,1.0005536,-0.18383148,0.43165588,-0.656895,-1.1977566,-0.005919884,0.66811645,0.45583633,-0.6170325,0.3216081,0.07547794,-0.10938408,0.48790312,-0.05431475,-0.17555088,0.08460317,-0.75245595,0.17701536,-0.21089205,0.136836,3,6,🧩 Integrative Hub,Unknown ❓,-1
ALNL,Unknown,47.0,15.884615384615383,29.0,0.0269403880393999,66,22,3,2,0.6002588,0.3658214,-0.6298523,-0.121071674,-0.3434346,-0.44827706,0.09502617,0.52654034,0.13196751,0.56013244,0.16612907,-0.23586534,-0.5188024,-1.1564614,-0.10726712,-0.1520599,-0.4784755,-0.2351412,-0.36050525,0.16910511,0.73301756,0.23702595,-1.1421361,-0.3819643,0.78741467,0.033043906,-0.32200307,0.05540979,-0.10963954,-0.54387313,0.2463268,0.35537216,-0.18763362,-0.5760341,-0.5180531,0.10639956,-0.46092978,0.17803718,-0.13546523,0.07552149,-0.1608826,-0.20700419,-0.22737703,-0.14561448,0.96572244,-0.20213954,0.1341265,-0.21343918,-1.5578111,0.47589895,0.50686395,0.3465486,-0.5791469,0.10261795,-0.10010248,-0.3894251,0.25959402,0.21304786,0.24268565,0.17387438,-0.33157626,-0.037883084,-0.18140322,0.17995057,3,6,🧩 Integrative Hub,Unknown ❓,-1
BWM-DR07,Unknown,27.0,6.5,23.0,0.0179084695805267,10,0,3,0,0.43492255,0.16260913,-0.426848,0.57329327,0.24063204,-1.0654696,0.00021957357,0.7167484,-0.048925307,0.89561665,0.38016525,-0.07687432,-0.31602648,-0.6275822,-0.049985915,-0.15937243,-0.5772398,-0.1520647,-0.14810579,-0.37948152,0.4888436,0.12594633,-0.7253704,-0.1100304,0.7526995,-0.022390526,-0.6889119,0.22317888,-0.4605693,-0.16226532,0.5024009,0.5422763,-0.49796584,-0.78241503,0.38650236,0.120223686,-0.020992849,0.31109902,-0.038760304,0.5240273,-0.036963277,0.07075149,-0.2618007,0.13635123,1.0568708,-0.34095097,0.3305136,-0.85518134,-0.7185579,0.19915164,0.3996609,0.15637854,-0.68267316,0.46720976,-0.2987177,0.1003205,-0.049897406,0.42364305,0.3677211,-0.44614792,-0.06134022,0.34503,-0.39762393,-0.64899766,3,6,🧩 Integrative Hub,Unknown ❓,2
I2R ,Unknown,194.0,8.204545454545455,194.0,0.0613903167156741,231,0,0,0,-0.08729281,-1.7163268,-0.24274616,-0.104799695,0.42608225,-0.8204818,-0.3613746,0.2520468,-0.76464504,0.58261466,-0.07360575,-0.1985589,-0.5296213,-0.35710263,-0.52510643,0.24861948,0.18412654,-0.38427272,-0.6161195,0.5062201,0.35075426,0.08386524,0.3100515,-0.25623327,-0.29060814,0.37268168,-0.340795,-0.6516361,-0.61627,-0.86174434,0.4549007,0.39808685,-0.3135249,-0.48826262,-0.61345327,0.17937246,0.41546237,0.24967693,0.21792181,0.72014606,-0.10508901,-0.113066934,0.19220485,0.107769825,0.5563881,-0.47768334,0.66355884,-0.23321606,-0.38912618,-0.15286613,0.82573885,0.2065567,-0.6529544,-0.110151716,-1.0548159,-0.26599324,0.41285324,0.119033344,0.19022855,0.48270953,0.18338554,0.18145172,0.10336344,0.00056794717,4,1,🔍 Sensory-Like Pod,Unknown ❓,-1
NSMR ,Unknown,231.0,7.566666666666666,231.0,0.0396091052331623,105,0,0,0,-0.28831306,-1.5122232,-0.17076626,-0.19663996,0.1317366,-0.47317612,-0.8148424,-0.10175403,-0.41701168,0.7609779,0.4220997,-0.5808094,-0.5277177,-0.46249983,-0.543178,0.39946896,-0.22892779,-0.7871317,-0.40358377,0.68919057,-0.16130748,-0.015511303,0.035453092,-0.4224023,-0.3356761,0.73467577,-0.49466544,-0.61186033,-0.19911742,-0.6454689,0.15482338,0.20470443,-0.32280096,-0.4002807,-0.61492187,0.14191936,0.6684876,0.33118698,0.39076063,0.83269113,-0.39730692,-0.27143005,-0.012110405,0.18908384,0.63114804,-0.6325487,0.07996383,-0.54200053,-0.5222103,0.13311198,0.9576709,-0.121592976,-0.4127436,0.28826356,-0.5981376,-0.064953476,0.4402977,-0.06449163,0.04899629,0.9843812,0.06009577,0.13825871,-0.11516367,0.010931312,4,1,🔍 Sensory-Like Pod,Unknown ❓,-1
M3R ,Unknown,36.0,8.0,36.0,0.0235708114335085,28,0,0,0,-0.044514865,-0.9952055,0.07118686,-0.04449881,0.020154323,-0.53890556,-0.6190998,0.106324054,-0.687378,0.5369972,0.060311217,-0.19960389,-0.3224913,-0.43664458,-0.57337993,0.19194563,0.2673528,-0.0731548,-0.97012264,0.58147365,0.55556697,-0.11581013,0.269897,0.10351846,-0.57155746,0.64918363,-0.51008415,-0.8335741,-1.0231504,-0.6353521,-0.23216239,0.17361161,0.25085956,-1.1000183,-0.74400574,-0.10621965,0.2592127,0.45451033,-0.018004833,0.52960515,-0.22302955,0.06258698,-0.4036376,0.006964793,0.7191585,-0.9711581,0.35019982,-0.67333704,-0.5323639,0.5338744,0.90070367,0.17603539,-0.5753792,0.08508933,-0.8574608,-0.4646018,0.29327983,0.18112816,0.731484,0.87182724,0.23009968,0.13093042,-0.5370398,-0.061894115,4,1,🔍 Sensory-Like Pod,Unknown ❓,2
pm5d ,Unknown,54.0,7.227272727272727,54.0,0.0289407981595011,55,0,0,0,0.034306657,-1.243347,-0.12216083,-0.40040913,0.065583915,-1.476256,-0.4915198,0.36889678,-0.57601357,0.5625158,0.2621085,-0.47622085,0.009086061,-0.069845244,-0.6297454,0.38058954,-0.5309665,-0.6252151,-0.7266502,0.31975645,0.064088576,-0.10108556,0.45400995,0.33596557,-0.6698046,0.35630152,-0.3401094,-1.0395226,-0.406675,-0.3467439,0.18346217,0.32490948,-0.12896052,-0.8402649,-0.9214519,0.17668158,0.6432539,0.15681657,-0.06927631,0.7752614,0.20578232,-0.064052254,0.1023468,-0.3620822,0.45525777,-0.06482568,0.8349842,-0.6389541,-0.5641468,0.47256434,0.67455584,0.33626688,-0.5519147,0.3464764,-0.44104102,-0.22743139,0.53384215,-0.32489574,0.17896415,0.9483993,0.13547373,-0.03624595,-0.21813712,0.0062124985,4,1,🔍 Sensory-Like Pod,Unknown ❓,-1
pm5vl ,Unknown,42.0,7.833333333333333,42.0,0.0251688648575808,36,0,0,0,-0.39074063,-1.104716,0.25181156,-0.37406963,0.43140677,-0.9110955,-0.4105863,0.5971044,-0.42070708,0.5386495,0.35589385,-0.171325,-0.62403595,-0.098481715,-0.7818784,0.22596693,-0.6082499,-0.46310067,-0.9385352,0.41288927,-0.06632316,-0.14343773,-0.116260916,-0.13597478,0.27271616,0.2424461,-0.16989827,-0.9553864,-0.63890857,-0.5882981,-0.2884262,0.2816591,-0.18234189,-0.58484334,-1.2530276,0.48757467,0.47383624,0.61975545,0.13453804,0.62171245,0.24695669,-0.113483414,0.22297388,0.09289227,-0.098269045,-0.39599857,0.6672883,-0.6633815,-0.45823064,0.34636953,1.0530059,-0.3367145,-0.52366656,0.38457614,-0.087460615,-0.43242767,0.27236065,-0.25458008,0.19558142,1.3617815,-0.09152896,0.048939377,-0.35854822,0.4134505,4,1,🔍 Sensory-Like Pod,Unknown ❓,2
MCR ,Unknown,93.0,8.285714285714286,93.0,0.0217299561469039,21,0,0,0,-0.9400898,-0.96433717,0.033323407,-0.02883869,0.12644027,-0.3867373,-0.6577587,0.2092324,-0.7319837,0.52905154,-0.08896256,-0.14107911,-0.63955104,-0.45539472,-0.71470875,0.16637297,-0.20687987,-0.3157929,-0.6510441,0.6874047,-0.20840752,-0.27653015,0.17014666,-0.048276156,-0.6727495,0.73325014,-0.4042748,-0.42539132,-0.2665919,-0.409473,0.38827765,0.469412,-0.32490256,-0.58104116,-0.80986613,0.18057421,0.2833901,-0.65700257,-0.10800978,0.5640155,0.1647356,-0.01665691,0.36268926,-0.073880754,0.7750659,-0.5475962,0.53622425,-0.79187584,-0.09163951,0.47579864,0.62657386,-0.1736726,-0.8200982,0.3998898,-1.3944517,-0.28618592,-0.28984842,-0.06362983,-0.05958945,0.84627116,-0.18193121,-0.072215416,-0.20378555,-0.2663025,4,1,🔍 Sensory-Like Pod,Unknown ❓,-1
pm2vr ,Unknown,12.0,8.5,12.0,0.0124518436984039,1,0,0,0,-0.039864346,-1.7354122,-0.2898689,-0.08055707,-0.17927392,-0.7347239,-1.0136386,0.41596293,-0.19641575,0.61208004,0.838361,0.009464,-0.81412375,-0.553517,-0.737721,0.39026907,-0.33368492,0.14846952,-1.4429032,0.4458451,0.27141368,-1.1223842,-0.15851171,0.33746982,-0.5934784,-0.2969878,0.40657538,-0.8602949,-1.1529312,-1.1408536,0.077382736,0.07216209,-0.49502015,-0.33648103,-0.2371225,0.54806304,-0.09098469,-0.059253797,0.17153789,0.044490915,-0.078349054,-0.1258128,0.001444447,-0.24705936,0.9379137,-0.81624347,0.5110417,-0.64213747,-0.70627105,0.23142277,0.6988283,-0.40188342,-0.6603356,0.41245642,-0.78737813,-0.1481422,1.1831464,0.06259549,-0.15325232,0.9552224,0.64291435,0.4729702,-0.1206322,0.020914664,4,1,🔍 Sensory-Like Pod,Unknown ❓,2
pm4vr ,Unknown,39.0,7.166666666666667,39.0,0.0199063312301755,15,0,0,0,-0.3630197,-0.9607753,-0.39397985,-0.3922016,0.24196798,-0.7731504,-0.6749252,0.1766929,-0.2680526,0.45383236,0.27144632,-0.24397063,-0.28109062,-0.6207757,-0.5640222,0.5636657,-0.18486796,-0.17622267,-1.0403736,0.4914362,-0.15009962,-0.7631001,0.25467014,-0.11912302,-0.641572,0.5009415,0.20514622,-0.94657785,-0.7258436,-0.98676145,0.17475674,0.1136851,-0.39685678,-0.3166234,-0.6720645,0.43282518,-0.004251159,0.045943983,0.10563366,0.018036578,-0.42952788,-0.5215374,-0.20669223,-0.021362664,0.40678784,-0.7774176,0.36730978,-0.9845512,-0.11747697,0.760493,0.40640783,-0.0044612894,-0.6815837,0.5016917,-0.78601295,0.2391863,0.7114061,0.31746975,-0.064632066,0.83876675,0.107419245,0.26249993,-0.14318137,0.1650368,4,1,🔍 Sensory-Like Pod,Unknown ❓,2
