pre,post,gap_weight,chem_weight,functional_weight,uncertainty,data_sources
AIYL,PVNL,,,,,[]
AIYL,PVNR,,,,,[]
AIYL,PVPL,,,,,[]
AIYL,PVPR,,,,,[]
AIYL,PVQL,,,,,[]
AIYL,PVQR,,,,,[]
AIYL,PVR,,,,,[]
AIYL,PVT,,,,,[]
AIYL,PVWL,,,,,[]
AIYL,PVWR,,,,,[]
AIYL,RIAL,,10.875,0.0150165501981973,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,RIAR,,2.0,-0.0103334467858076,,"['funconn', 'witvliet2020_8']"
AIYL,RIBL,1.0,9.0,,11.267985622994024,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,RIBR,,1.0,0.0170800276100635,,"['funconn', 'witvliet2020_8']"
AIYL,RICL,,,0.0611191131174564,,['funconn']
AIYL,RICR,,,,,[]
AIYL,RID,,,,,[]
AIYL,RIFL,,,,,[]
AIYL,RIFR,,,,,[]
AIYL,RIGL,,,,,[]
AIYL,RIGR,,,0.0285013318061828,,['funconn']
AIYL,RIH,,1.0,,,['cook2019']
AIYL,RIML,2.6666666666666665,1.0,,0.1699673171197594,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIYL,RIMR,,,,,[]
AIYL,RIPL,,,,,[]
AIYL,RIPR,,,,,[]
AIYL,RIR,,1.0,0.0378470420837402,,"['cook2019', 'funconn', 'white1986_jsh']"
AIYL,RIS,,,-0.040534883737564,,['funconn']
AIYL,RIVL,,,-0.0203914921730756,,['funconn']
AIYL,RIVR,,,-0.0007040861528366,,['funconn']
AIYL,RMDDL,,,0.0009042629390023,,['funconn']
AIYL,RMDDR,,,,,[]
AIYL,RMDL,,,,,[]
AIYL,RMDR,,,,,[]
AIYL,RMDVL,,,,,[]
AIYL,RMDVR,,,,,[]
AIYL,RMED,,,,,[]
AIYL,RMEL,,,,,[]
AIYL,RMER,,,-0.0082361232489347,,['funconn']
AIYL,RMEV,,,,,[]
AIYL,RMFL,,,,,[]
AIYL,RMFR,,,,,[]
AIYL,RMGL,,,-0.0145456809550523,,['funconn']
AIYL,RMGR,,,,,[]
AIYL,RMHL,,,,,[]
AIYL,RMHR,,,,,[]
AIYL,SAADL,,,,,[]
AIYL,SAADR,,,,,[]
AIYL,SAAVL,,,-0.0244032368063926,,['funconn']
AIYL,SAAVR,,,,,[]
AIYL,SABD,,,,,[]
AIYL,SABVL,,,,,[]
AIYL,SABVR,,,,,[]
AIYL,SDQL,,,,,[]
AIYL,SDQR,,,,,[]
AIYL,SIADL,,,,,[]
AIYL,SIADR,,,,,[]
AIYL,SIAVL,,,,,[]
AIYL,SIAVR,,,,,[]
AIYL,SIBDL,,,,,[]
AIYL,SIBDR,,,,,[]
AIYL,SIBVL,,,,,[]
AIYL,SIBVR,,,,,[]
AIYL,SMBDL,,,,,[]
AIYL,SMBDR,,,0.0767765194177627,,['funconn']
AIYL,SMBVL,,,,,[]
AIYL,SMBVR,,,,,[]
AIYL,SMDDL,,,,,[]
AIYL,SMDDR,,,,,[]
AIYL,SMDVL,,,,,[]
AIYL,SMDVR,,,,,[]
AIYL,URADL,,,,,[]
AIYL,URADR,,,,,[]
AIYL,URAVL,,,,,[]
AIYL,URAVR,,,,,[]
AIYL,URBL,,,,,[]
AIYL,URBR,,,0.0004430158878676,,['funconn']
AIYL,URXL,,,0.0220985412597656,,['funconn']
AIYL,URXR,,,,,[]
AIYL,URYDL,,,,,[]
AIYL,URYDR,,,0.0089725777506828,,['funconn']
AIYL,URYVL,,,0.0219648797065019,,['funconn']
AIYL,URYVR,,,0.0315075740218162,,['funconn']
AIYL,VA1,,,,,[]
AIYL,VA10,,,,,[]
AIYL,VA11,,,,,[]
AIYL,VA12,,,,,[]
AIYL,VA2,,,,,[]
AIYL,VA3,,,,,[]
AIYL,VA4,,,,,[]
AIYL,VA5,,,,,[]
AIYL,VA6,,,,,[]
AIYL,VA7,,,,,[]
AIYL,VA8,,,,,[]
AIYL,VA9,,,,,[]
AIYL,VB1,,,0.0117910979315638,,['funconn']
AIYL,VB10,,,,,[]
AIYL,VB11,,,,,[]
AIYL,VB2,,,,,[]
AIYL,VB3,,,,,[]
AIYL,VB4,,,,,[]
AIYL,VB5,,,,,[]
AIYL,VB6,,,,,[]
AIYL,VB7,,,,,[]
AIYL,VB8,,,,,[]
AIYL,VB9,,,,,[]
AIYL,VC1,,,,,[]
AIYL,VC2,,,,,[]
AIYL,VC3,,,,,[]
AIYL,VC4,,,,,[]
AIYL,VC5,,,,,[]
AIYL,VC6,,,,,[]
AIYL,VD1,,,,,[]
AIYL,VD10,,,,,[]
AIYL,VD11,,,,,[]
AIYL,VD12,,,,,[]
AIYL,VD13,,,,,[]
AIYL,VD2,,,,,[]
AIYL,VD3,,,,,[]
AIYL,VD4,,,,,[]
AIYL,VD5,,,,,[]
AIYL,VD6,,,,,[]
AIYL,VD7,,,,,[]
AIYL,VD8,,,,,[]
AIYL,VD9,,,,,[]
AIYR,ADAL,,,-0.0246914140880107,,['funconn']
AIYR,ADAR,,,-0.0204727351665496,,['funconn']
AIYR,ADEL,,,,,[]
AIYR,ADER,,,0.014533762820065,,['funconn']
AIYR,ADFL,,,,,[]
AIYR,ADFR,,1.1666666666666667,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
AIYR,ADLL,,,,,[]
AIYR,ADLR,,,,,[]
AIYR,AFDL,,,-0.0090072285383939,,['funconn']
AIYR,AFDR,,1.0,,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AIAL,,,,,[]
AIYR,AIAR,,,,,[]
AIYR,AIBL,,,,,[]
AIYR,AIBR,,1.0,,,['witvliet2020_7']
AIYR,AIML,,,,,[]
AIYR,AIMR,,,0.3117311894893646,,['funconn']
AIYR,AINL,,1.0,-0.0125338286161422,,"['cook2019', 'funconn']"
AIYR,AINR,,,,,[]
AIYR,AIYL,2.333333333333333,4.0,,2.824721912892465,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AIZL,,,0.0574898198246955,,['funconn']
AIYR,AIZR,,17.5,0.0008853712934069,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ALA,,,,,[]
AIYR,ALML,,,,,[]
AIYR,ALMR,,,,,[]
AIYR,ALNL,,,,,[]
AIYR,ALNR,,,,,[]
AIYR,AQR,,,,,[]
AIYR,AS1,,,,,[]
AIYR,AS10,,,,,[]
AIYR,AS11,,,,,[]
AIYR,AS2,,,,,[]
AIYR,AS3,,,,,[]
AIYR,AS4,,,,,[]
AIYR,AS5,,,,,[]
AIYR,AS6,,,,,[]
AIYR,AS7,,,,,[]
AIYR,AS8,,,,,[]
AIYR,AS9,,,,,[]
AIYR,ASEL,,2.0,,,['cook2019']
AIYR,ASER,1.0,2.75,0.0396719686686992,1.1691342951089922,"['cook2019', 'funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ASGL,,,-0.0290096048265695,,['funconn']
AIYR,ASGR,2.0,2.0,,0.0999999999999999,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ASHL,,,,,[]
AIYR,ASHR,,,,,[]
AIYR,ASIL,,,-0.0618210695683956,,['funconn']
AIYR,ASIR,1.0,,,,['cook2019']
AIYR,ASJL,,,,,[]
AIYR,ASJR,,,,,[]
AIYR,ASKL,,,,,[]
AIYR,ASKR,,,,,[]
AIYR,AUAL,,,,,[]
AIYR,AUAR,1.0,2.0,,0.0,"['cook2019', 'witvliet2020_8']"
AIYR,AVAL,,,,,[]
AIYR,AVAR,,,,,[]
AIYR,AVBL,,,-0.0128373680636286,,['funconn']
AIYR,AVBR,,,,,[]
AIYR,AVDL,,,,,[]
AIYR,AVDR,,,0.0115642575547099,,['funconn']
AIYR,AVEL,,,0.0123367132619023,,['funconn']
AIYR,AVER,,,-0.0013978879433125,,['funconn']
AIYR,AVFL,,,,,[]
AIYR,AVFR,,,,,[]
AIYR,AVG,,,-0.0649730414152145,,['funconn']
AIYR,AVHL,,,-0.0025860648602247,,['funconn']
AIYR,AVHR,,,,,[]
AIYR,AVJL,,,,,[]
AIYR,AVJR,,,,,[]
AIYR,AVKL,,,,,[]
AIYR,AVKR,,,0.0273270215839147,,['funconn']
AIYR,AVL,,,,,[]
AIYR,AVM,,,,,[]
AIYR,AWAL,,,,,[]
AIYR,AWAR,,1.1428571428571428,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AWBL,,,,,[]
AIYR,AWBR,1.0,1.0,,0.0,"['cook2019', 'witvliet2020_8']"
AIYR,AWCL,,1.0,,,['witvliet2020_7']
AIYR,AWCR,,,,,[]
AIYR,BAGL,4.0,1.0,-0.0023512877523899,0.0,"['funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,BAGR,,1.0,,,['cook2019']
AIYR,BDUL,,,,,[]
AIYR,BDUR,,,,,[]
AIYR,CEPDL,,,,,[]
AIYR,CEPDR,,,,,[]
AIYR,CEPVL,,,,,[]
AIYR,CEPVR,,,,,[]
AIYR,DA1,,,,,[]
AIYR,DA2,,,,,[]
AIYR,DA3,,,,,[]
AIYR,DA4,,,,,[]
AIYR,DA5,,,,,[]
AIYR,DA6,,,,,[]
AIYR,DA7,,,,,[]
AIYR,DA8,,,,,[]
AIYR,DA9,,,,,[]
AIYR,DB1,,,,,[]
AIYR,DB2,,,,,[]
AIYR,DB3,,,,,[]
AIYR,DB4,,,,,[]
AIYR,DB5,,,,,[]
AIYR,DB6,,,,,[]
AIYR,DB7,,,,,[]
AIYR,DD1,,,,,[]
AIYR,DD2,,,,,[]
AIYR,DD3,,,,,[]
AIYR,DD4,,,,,[]
AIYR,DD5,,,,,[]
AIYR,DD6,,,,,[]
AIYR,DVA,,,,,[]
AIYR,DVB,,,,,[]
AIYR,DVC,,,,,[]
AIYR,FLPL,,,,,[]
AIYR,FLPR,,,,,[]
AIYR,HSNL,,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
AIYR,HSNR,,,,,[]
AIYR,I1L,,,,,[]
AIYR,I1R,,,,,[]
AIYR,I2L,,,,,[]
AIYR,I2R,,,0.0188158527016639,,['funconn']
AIYR,I3,,,0.0016065170057117,,['funconn']
AIYR,I4,,,0.0366465039551258,,['funconn']
AIYR,I5,,,,,[]
AIYR,I6,,,0.0025433802511543,,['funconn']
AIYR,IL1DL,,,0.0213605258613824,,['funconn']
AIYR,IL1DR,,,,,[]
AIYR,IL1L,,,,,[]
AIYR,IL1R,,,,,[]
AIYR,IL1VL,,,,,[]
AIYR,IL1VR,,,0.0078364023938775,,['funconn']
AIYR,IL2DL,,,-0.0212526135146617,,['funconn']
AIYR,IL2DR,,,0.0387310460209846,,['funconn']
AIYR,IL2L,,,,,[]
AIYR,IL2R,,,,,[]
AIYR,IL2VL,,,,,[]
AIYR,IL2VR,,,,,[]
AIYR,LUAL,,,,,[]
AIYR,LUAR,,,,,[]
AIYR,M1,,,0.0978476554155349,,['funconn']
AIYR,M2L,,,0.0092704556882381,,['funconn']
AIYR,M2R,,,,,[]
AIYR,M3L,,,0.0161556433886289,,['funconn']
AIYR,M3R,,,-0.0458801053464412,,['funconn']
AIYR,M4,,,,,[]
AIYR,M5,,,0.0399658419191837,,['funconn']
AIYR,MCL,,,,,[]
AIYR,MCR,,,,,[]
AIYR,MI,,,,,[]
AIYR,NSML,,,,,[]
AIYR,NSMR,,,0.0520030222833156,,['funconn']
AIYR,OLLL,,,0.0142448488622903,,['funconn']
AIYR,OLLR,,,,,[]
AIYR,OLQDL,,,-0.0581625886261463,,['funconn']
AIYR,OLQDR,,,,,[]
AIYR,OLQVL,,,,,[]
AIYR,OLQVR,,,,,[]
AIYR,PDA,,,,,[]
AIYR,PDB,,,,,[]
AIYR,PDEL,,,,,[]
AIYR,PDER,,,,,[]
AIYR,PHAL,,,,,[]
AIYR,PHAR,,,,,[]
AIYR,PHBL,,,,,[]
AIYR,PHBR,,,,,[]
AIYR,PHCL,,,,,[]
AIYR,PHCR,,,,,[]
AIYR,PLML,,,,,[]
AIYR,PLMR,,,,,[]
AIYR,PLNL,,,,,[]
AIYR,PLNR,,,,,[]
AIYR,PQR,,,,,[]
AIYR,PVCL,,,,,[]
AIYR,PVCR,,,,,[]
AIYR,PVDL,,,,,[]
AIYR,PVDR,,,,,[]
AIYR,PVM,,,,,[]
AIYR,PVNL,,,,,[]
AIYR,PVNR,,,,,[]
AIYR,PVPL,,,,,[]
AIYR,PVPR,,,,,[]
AIYR,PVQL,,,,,[]
AIYR,PVQR,,,,,[]
AIYR,PVR,,,,,[]
AIYR,PVT,,,,,[]
AIYR,PVWL,,,,,[]
AIYR,PVWR,,,,,[]
AIYR,RIAL,,,,,[]
AIYR,RIAR,,10.625,-0.0060411156155169,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,RIBL,,,-0.0115296617150306,,['funconn']
AIYR,RIBR,,10.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,RICL,,,0.000863553257659,,['funconn']
AIYR,RICR,,,0.0106917284429073,,['funconn']
AIYR,RID,,,,,[]
AIYR,RIFL,,,,,[]
AIYR,RIFR,,,,,[]
AIYR,RIGL,,,,,[]
AIYR,RIGR,,,-0.0108466343954205,,['funconn']
AIYR,RIH,,,,,[]
AIYR,RIML,,,,,[]
AIYR,RIMR,2.0,,0.0503334626555442,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
AIYR,RIPL,,,,,[]
AIYR,RIPR,,,,,[]
AIYR,RIR,,1.0,,,['witvliet2020_7']
AIYR,RIS,,,,,[]
AIYR,RIVL,,,-0.0229757204651832,,['funconn']
AIYR,RIVR,,1.0,,,['cook2019']
AIYR,RMDDL,,,,,[]
AIYR,RMDDR,,,,,[]
AIYR,RMDL,,,0.0137432664632797,,['funconn']
AIYR,RMDR,,,0.0042071160860359,,['funconn']
AIYR,RMDVL,,,-0.0039857430383563,,['funconn']
AIYR,RMDVR,,,,,[]
AIYR,RMED,,,,,[]
AIYR,RMEL,,,,,[]
AIYR,RMER,,,-0.0207047387957572,,['funconn']
AIYR,RMEV,,,,,[]
AIYR,RMFL,,,,,[]
AIYR,RMFR,,,,,[]
AIYR,RMGL,,,,,[]
AIYR,RMGR,,,,,[]
AIYR,RMHL,,,,,[]
AIYR,RMHR,,,,,[]
AIYR,SAADL,,,,,[]
AIYR,SAADR,,,,,[]
AIYR,SAAVL,,,0.0268142558634281,,['funconn']
AIYR,SAAVR,,,,,[]
AIYR,SABD,,,,,[]
AIYR,SABVL,,,,,[]
AIYR,SABVR,,,,,[]
AIYR,SDQL,,,,,[]
AIYR,SDQR,,,,,[]
AIYR,SIADL,,,,,[]
AIYR,SIADR,,,,,[]
AIYR,SIAVL,,,,,[]
AIYR,SIAVR,,,,,[]
AIYR,SIBDL,,,,,[]
AIYR,SIBDR,,,,,[]
AIYR,SIBVL,,,,,[]
AIYR,SIBVR,,,,,[]
AIYR,SMBDL,,,,,[]
AIYR,SMBDR,,,,,[]
AIYR,SMBVL,,,,,[]
AIYR,SMBVR,,,,,[]
AIYR,SMDDL,,,,,[]
AIYR,SMDDR,,,,,[]
AIYR,SMDVL,,,,,[]
AIYR,SMDVR,,,,,[]
AIYR,URADL,,,,,[]
AIYR,URADR,,,0.0009298351360484,,['funconn']
AIYR,URAVL,,,,,[]
AIYR,URAVR,,,,,[]
AIYR,URBL,,,,,[]
AIYR,URBR,,,,,[]
AIYR,URXL,,,,,[]
AIYR,URXR,,,-0.012882980518043,,['funconn']
AIYR,URYDL,,,-0.041419044137001,,['funconn']
AIYR,URYDR,,,,,[]
AIYR,URYVL,,,-0.0112751144915819,,['funconn']
AIYR,URYVR,,,,,[]
AIYR,VA1,,,,,[]
AIYR,VA10,,,,,[]
AIYR,VA11,,,,,[]
AIYR,VA12,,,,,[]
AIYR,VA2,,,,,[]
AIYR,VA3,,,,,[]
AIYR,VA4,,,,,[]
AIYR,VA5,,,,,[]
AIYR,VA6,,,,,[]
AIYR,VA7,,,,,[]
AIYR,VA8,,,,,[]
AIYR,VA9,,,,,[]
AIYR,VB1,,,0.0260455273091793,,['funconn']
AIYR,VB10,,,,,[]
AIYR,VB11,,,,,[]
AIYR,VB2,,,,,[]
AIYR,VB3,,,,,[]
AIYR,VB4,,,,,[]
AIYR,VB5,,,,,[]
AIYR,VB6,,,,,[]
AIYR,VB7,,,,,[]
AIYR,VB8,,,,,[]
AIYR,VB9,,,,,[]
AIYR,VC1,,,,,[]
AIYR,VC2,,,,,[]
AIYR,VC3,,,,,[]
AIYR,VC4,,,,,[]
AIYR,VC5,,,,,[]
AIYR,VC6,,,,,[]
AIYR,VD1,,,,,[]
AIYR,VD10,,,,,[]
AIYR,VD11,,,,,[]
AIYR,VD12,,,,,[]
AIYR,VD13,,,,,[]
AIYR,VD2,,,,,[]
AIYR,VD3,,,,,[]
AIYR,VD4,,,,,[]
AIYR,VD5,,,,,[]
AIYR,VD6,,,,,[]
AIYR,VD7,,,,,[]
AIYR,VD8,,,,,[]
AIYR,VD9,,,,,[]
AIZL,ADAL,,,,,[]
AIZL,ADAR,,,0.0361074656248092,,['funconn']
AIZL,ADEL,,,0.0331477969884872,,['funconn']
AIZL,ADER,,,-0.0138864116743206,,['funconn']
AIZL,ADFL,1.0,1.0,0.0533171072602272,0.0,"['cook2019', 'funconn', 'witvliet2020_7']"
AIZL,ADFR,,,,,[]
AIZL,ADLL,,,,,[]
AIZL,ADLR,,,,,[]
AIZL,AFDL,2.5,1.0,,0.0499999999999999,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AFDR,,,-0.0486138388514518,,['funconn']
AIZL,AIAL,,6.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIAR,,,,,[]
AIZL,AIBL,,5.25,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIBR,3.0,17.625,,13.774245669001262,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIML,,,,,[]
AIZL,AIMR,,,,,[]
AIZL,AINL,,,0.0278429724276065,,['funconn']
AIZL,AINR,,,-0.0164704471826553,,['funconn']
AIZL,AIYL,,,,,[]
AIZL,AIYR,,,,,[]
AIZL,AIZR,6.75,1.0,,0.6533567172685988,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ALA,,,,,[]
AIZL,ALML,,,,,[]
AIZL,ALMR,,,,,[]
AIZL,ALNL,,,,,[]
AIZL,ALNR,,,,,[]
AIZL,AQR,,,,,[]
AIZL,AS1,,,,,[]
AIZL,AS10,,,,,[]
AIZL,AS11,,,,,[]
AIZL,AS2,,,,,[]
AIZL,AS3,,,,,[]
AIZL,AS4,,,,,[]
AIZL,AS5,,,,,[]
AIZL,AS6,,,,,[]
AIZL,AS7,,,,,[]
AIZL,AS8,,,,,[]
AIZL,AS9,,,,,[]
AIZL,ASEL,3.0,1.625,0.0701367184519767,0.8929410674842994,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ASER,1.5,,,,"['witvliet2020_7', 'witvliet2020_8']"
AIZL,ASGL,2.0,1.0,0.0003891549422405,0.0816496580927725,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZL,ASGR,,,-0.0072402525693178,,['funconn']
AIZL,ASHL,1.5,,0.0098305698484182,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ASHR,1.0,,-0.0068160961382091,,"['funconn', 'witvliet2020_8']"
AIZL,ASIL,,,0.0369195081293582,,['funconn']
AIZL,ASIR,,,0.0130197992548346,,['funconn']
AIZL,ASJL,,,0.0262292250990867,,['funconn']
AIZL,ASJR,,,,,[]
AIZL,ASKL,,,0.0766042470932006,,['funconn']
AIZL,ASKR,,,,,[]
AIZL,AUAL,1.0,,,,"['witvliet2020_7', 'witvliet2020_8']"
AIZL,AUAR,1.0,,-0.0031977330800145,,"['funconn', 'witvliet2020_8']"
AIZL,AVAL,,,0.0001768830261426,,['funconn']
AIZL,AVAR,,,,,[]
AIZL,AVBL,,,,,[]
AIZL,AVBR,,,,,[]
AIZL,AVDL,,1.0,,,['witvliet2020_8']
AIZL,AVDR,,,-0.0445453338325023,,['funconn']
AIZL,AVEL,,3.6666666666666665,,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AVER,,8.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AVFL,,,,,[]
AIZL,AVFR,,,,,[]
AIZL,AVG,,,-0.0208718944340944,,['funconn']
AIZL,AVHL,,,-0.0138073861598968,,['funconn']
AIZL,AVHR,,,,,[]
AIZL,AVJL,,,0.0173936113715171,,['funconn']
AIZL,AVJR,,,,,[]
AIZL,AVKL,,,-0.0216238796710968,,['funconn']
AIZL,AVKR,,4.0,,,['cook2019']
AIZL,AVL,,,,,[]
AIZL,AVM,,,,,[]
AIZL,AWAL,3.0,2.0,,0.0,"['cook2019', 'witvliet2020_7']"
AIZL,AWAR,,,0.0115719102323055,,['funconn']
AIZL,AWBL,,1.0,,,['witvliet2020_7']
AIZL,AWBR,,,0.0251886155456304,,['funconn']
AIZL,AWCL,5.0,,,,['witvliet2020_8']
AIZL,AWCR,3.0,1.5,,0.45,"['cook2019', 'witvliet2020_8']"
AIZL,BAGL,,,,,[]
AIZL,BAGR,2.0,1.0,-0.0075007593259215,0.0,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,BDUL,,,,,[]
AIZL,BDUR,,,,,[]
AIZL,CEPDL,,,,,[]
AIZL,CEPDR,,,,,[]
AIZL,CEPVL,,,,,[]
AIZL,CEPVR,,,,,[]
AIZL,DA1,,,,,[]
AIZL,DA2,,,,,[]
AIZL,DA3,,,,,[]
AIZL,DA4,,,,,[]
AIZL,DA5,,,,,[]
AIZL,DA6,,,,,[]
AIZL,DA7,,,,,[]
AIZL,DA8,,,,,[]
AIZL,DA9,,,,,[]
AIZL,DB1,,,,,[]
AIZL,DB2,,,-0.0013391490792855,,['funconn']
AIZL,DB3,,,,,[]
AIZL,DB4,,,,,[]
AIZL,DB5,,,,,[]
AIZL,DB6,,,,,[]
AIZL,DB7,,,,,[]
AIZL,DD1,,,-0.0169212482869625,,['funconn']
AIZL,DD2,,,,,[]
AIZL,DD3,,,,,[]
AIZL,DD4,,,,,[]
AIZL,DD5,,,,,[]
AIZL,DD6,,,,,[]
AIZL,DVA,,1.0,,,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZL,DVB,,,,,[]
AIZL,DVC,,,,,[]
AIZL,FLPL,,,0.0233590565621852,,['funconn']
AIZL,FLPR,,,0.0739567652344703,,['funconn']
AIZL,HSNL,,,,,[]
AIZL,HSNR,,,,,[]
AIZL,I1L,,,,,[]
AIZL,I1R,,,,,[]
AIZL,I2L,,,0.0054665501229465,,['funconn']
AIZL,I2R,,,0.0657640025019645,,['funconn']
AIZL,I3,,,,,[]
AIZL,I4,,,-0.0225931219756603,,['funconn']
AIZL,I5,,,,,[]
AIZL,I6,,,,,[]
AIZL,IL1DL,,,,,[]
AIZL,IL1DR,,,0.0083999009802937,,['funconn']
AIZL,IL1L,,,,,[]
AIZL,IL1R,,,,,[]
AIZL,IL1VL,,,0.0207497868686914,,['funconn']
AIZL,IL1VR,,,-0.0230826884508132,,['funconn']
AIZL,IL2DL,,,-0.0435645841062068,,['funconn']
AIZL,IL2DR,,,,,[]
AIZL,IL2L,,,,,[]
AIZL,IL2R,,,0.0124243190512061,,['funconn']
AIZL,IL2VL,,,,,[]
AIZL,IL2VR,,,,,[]
AIZL,LUAL,,,,,[]
AIZL,LUAR,,,,,[]
AIZL,M1,,,-0.0254302509129047,,['funconn']
AIZL,M2L,,,0.0169457998126745,,['funconn']
AIZL,M2R,,,0.1830391585826873,,['funconn']
AIZL,M3L,,,0.0048060943372547,,['funconn']
AIZL,M3R,,,,,[]
AIZL,M4,,,,,[]
AIZL,M5,,,,,[]
AIZL,MCL,,,-0.0057143704034388,,['funconn']
AIZL,MCR,,,,,[]
AIZL,MI,,,0.0243133418262004,,['funconn']
AIZL,NSML,,,,,[]
AIZL,NSMR,,,-0.0608023777604103,,['funconn']
AIZL,OLLL,,,,,[]
AIZL,OLLR,,,-0.0024947463534772,,['funconn']
AIZL,OLQDL,,,0.0138229401782155,,['funconn']
AIZL,OLQDR,,,0.0192560702562332,,['funconn']
AIZL,OLQVL,,,,,[]
AIZL,OLQVR,,,0.0046040858142077,,['funconn']
AIZL,PDA,,,,,[]
AIZL,PDB,,,,,[]
AIZL,PDEL,,,,,[]
AIZL,PDER,,,,,[]
AIZL,PHAL,,,,,[]
AIZL,PHAR,,,,,[]
AIZL,PHBL,,,,,[]
AIZL,PHBR,,,,,[]
AIZL,PHCL,,,,,[]
AIZL,PHCR,,,,,[]
AIZL,PLML,,,,,[]
AIZL,PLMR,,,,,[]
AIZL,PLNL,,,,,[]
AIZL,PLNR,,,,,[]
AIZL,PQR,,,,,[]
AIZL,PVCL,,,,,[]
AIZL,PVCR,,,,,[]
AIZL,PVDL,,,,,[]
AIZL,PVDR,,,,,[]
AIZL,PVM,,,,,[]
AIZL,PVNL,,,,,[]
AIZL,PVNR,,,,,[]
AIZL,PVPL,,,,,[]
AIZL,PVPR,,,,,[]
AIZL,PVQL,,,,,[]
AIZL,PVQR,,,,,[]
AIZL,PVR,,,,,[]
AIZL,PVT,,,,,[]
AIZL,PVWL,,,,,[]
AIZL,PVWR,,,,,[]
AIZL,RIAL,,11.125,0.0049584717489778,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,RIAR,,3.0,0.0389519035816192,,"['funconn', 'witvliet2020_8']"
AIZL,RIBL,,,0.0019334215903654,,['funconn']
AIZL,RIBR,,,,,[]
AIZL,RICL,,,,,[]
AIZL,RICR,,11.0,0.0008034954662434,,"['cook2019', 'funconn']"
AIZL,RID,,1.0,-0.0140827903524041,,"['funconn', 'witvliet2020_8']"
AIZL,RIFL,,,,,[]
AIZL,RIFR,,,,,[]
