pre,post,gap_weight,chem_weight,functional_weight,uncertainty,data_sources
OLQVL,AS8,,,,,[]
OLQVL,AS9,,,,,[]
OLQVL,ASEL,,,0.0490432009100914,,['funconn']
OLQVL,ASER,,,-0.0264996215701103,,['funconn']
OLQVL,ASGL,,,,,[]
OLQVL,ASGR,,,-0.0001886035461211,,['funconn']
OLQVL,ASHL,,,,,[]
OLQVL,ASHR,,,,,[]
OLQVL,ASIL,,,0.0389164686203002,,['funconn']
OLQVL,ASIR,,,0.0090196654200553,,['funconn']
OLQVL,ASJL,,,0.0185883119702339,,['funconn']
OLQVL,ASJR,,,,,[]
OLQVL,ASKL,,,,,[]
OLQVL,ASKR,,,-0.0197279639542102,,['funconn']
OLQVL,AUAL,,,-0.0107051990926265,,['funconn']
OLQVL,AUAR,,,,,[]
OLQVL,AVAL,,1.0,-0.0118109853938221,,"['cook2019', 'funconn']"
OLQVL,AVAR,,,,,[]
OLQVL,AVBL,,,0.0494568645954132,,['funconn']
OLQVL,AVBR,,,,,[]
OLQVL,AVDL,,,0.0331650152802467,,['funconn']
OLQVL,AVDR,,1.0,,,['cook2019']
OLQVL,AVEL,,,,,[]
OLQVL,AVER,1.0,,,,['witvliet2020_8']
OLQVL,AVFL,,,,,[]
OLQVL,AVFR,,,,,[]
OLQVL,AVG,,,,,[]
OLQVL,AVHL,,,,,[]
OLQVL,AVHR,,,,,[]
OLQVL,AVJL,,,0.0136183314025402,,['funconn']
OLQVL,AVJR,,,0.1450224965810775,,['funconn']
OLQVL,AVKL,,,,,[]
OLQVL,AVKR,,,0.047487024217844,,['funconn']
OLQVL,AVL,,,,,[]
OLQVL,AVM,,,,,[]
OLQVL,AWAL,,,,,[]
OLQVL,AWAR,,,,,[]
OLQVL,AWBL,,,,,[]
OLQVL,AWBR,,,,,[]
OLQVL,AWCL,,,0.0202428773045539,,['funconn']
OLQVL,AWCR,,,,,[]
OLQVL,BAGL,,,,,[]
OLQVL,BAGR,,,,,[]
OLQVL,BDUL,,,,,[]
OLQVL,BDUR,,,,,[]
OLQVL,CEPDL,,,0.0131447846069931,,['funconn']
OLQVL,CEPDR,,,,,[]
OLQVL,CEPVL,2.333333333333333,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
OLQVL,CEPVR,,,,,[]
OLQVL,DA1,,,,,[]
OLQVL,DA2,,,,,[]
OLQVL,DA3,,,,,[]
OLQVL,DA4,,,,,[]
OLQVL,DA5,,,,,[]
OLQVL,DA6,,,,,[]
OLQVL,DA7,,,,,[]
OLQVL,DA8,,,,,[]
OLQVL,DA9,,,,,[]
OLQVL,DB1,,,,,[]
OLQVL,DB2,,,,,[]
OLQVL,DB3,,,,,[]
OLQVL,DB4,,,,,[]
OLQVL,DB5,,,,,[]
OLQVL,DB6,,,,,[]
OLQVL,DB7,,,,,[]
OLQVL,DD1,,,,,[]
OLQVL,DD2,,,,,[]
OLQVL,DD3,,,,,[]
OLQVL,DD4,,,,,[]
OLQVL,DD5,,,,,[]
OLQVL,DD6,,,,,[]
OLQVL,DVA,1.0,,,,['witvliet2020_8']
OLQVL,DVB,,,,,[]
OLQVL,DVC,,,,,[]
OLQVL,FLPL,,,0.0347399339079856,,['funconn']
OLQVL,FLPR,,,,,[]
OLQVL,HSNL,,,,,[]
OLQVL,HSNR,,,,,[]
OLQVL,I1L,,,0.0010142875835299,,['funconn']
OLQVL,I1R,,,,,[]
OLQVL,I2L,,,,,[]
OLQVL,I2R,,,0.0638808384537696,,['funconn']
OLQVL,I3,,,0.0393205024302005,,['funconn']
OLQVL,I4,,,-0.000320447870763,,['funconn']
OLQVL,I5,,,,,[]
OLQVL,I6,,,,,[]
OLQVL,IL1DL,,,0.0198514871299266,,['funconn']
OLQVL,IL1DR,,,,,[]
OLQVL,IL1L,,,,,[]
OLQVL,IL1R,,,,,[]
OLQVL,IL1VL,,1.4,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
OLQVL,IL1VR,,,0.086266778409481,,['funconn']
OLQVL,IL2DL,,,0.0650726929306984,,['funconn']
OLQVL,IL2DR,,,0.0837175175547599,,['funconn']
OLQVL,IL2L,,2.0,,,"['cook2019', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,IL2R,,,0.0519972071051597,,['funconn']
OLQVL,IL2VL,,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
OLQVL,IL2VR,,,,,[]
OLQVL,LUAL,,,,,[]
OLQVL,LUAR,,,,,[]
OLQVL,M1,,,,,[]
OLQVL,M2L,,,0.0576675720512867,,['funconn']
OLQVL,M2R,,,,,[]
OLQVL,M3L,,,,,[]
OLQVL,M3R,,,,,[]
OLQVL,M4,,,,,[]
OLQVL,M5,,,-0.0067599327303469,,['funconn']
OLQVL,MCL,,,,,[]
OLQVL,MCR,,,-0.0725179314613342,,['funconn']
OLQVL,MI,,,0.0143257174640893,,['funconn']
OLQVL,NSML,,,0.004215879831463,,['funconn']
OLQVL,NSMR,,,,,[]
OLQVL,OLLL,,,,,[]
OLQVL,OLLR,,,,,[]
OLQVL,OLQDL,,,0.092840738594532,,['funconn']
OLQVL,OLQDR,,,,,[]
OLQVL,OLQVR,,,,,[]
OLQVL,PDA,,,,,[]
OLQVL,PDB,,,,,[]
OLQVL,PDEL,,,,,[]
OLQVL,PDER,,,,,[]
OLQVL,PHAL,,,,,[]
OLQVL,PHAR,,,,,[]
OLQVL,PHBL,,,,,[]
OLQVL,PHBR,,,,,[]
OLQVL,PHCL,,,,,[]
OLQVL,PHCR,,,,,[]
OLQVL,PLML,,,,,[]
OLQVL,PLMR,,,,,[]
OLQVL,PLNL,,,,,[]
OLQVL,PLNR,,,,,[]
OLQVL,PQR,,,,,[]
OLQVL,PVCL,,,,,[]
OLQVL,PVCR,,,,,[]
OLQVL,PVDL,,,,,[]
OLQVL,PVDR,,,,,[]
OLQVL,PVM,,,,,[]
OLQVL,PVNL,,,,,[]
OLQVL,PVNR,,,,,[]
OLQVL,PVPL,,,,,[]
OLQVL,PVPR,,,,,[]
OLQVL,PVQL,,,,,[]
OLQVL,PVQR,,,,,[]
OLQVL,PVR,,,,,[]
OLQVL,PVT,,,,,[]
OLQVL,PVWL,,,,,[]
OLQVL,PVWR,,,,,[]
OLQVL,RIAL,,,0.0895420089364051,,['funconn']
OLQVL,RIAR,,,,,[]
OLQVL,RIBL,1.5,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
OLQVL,RIBR,,,0.0168691370636224,,['funconn']
OLQVL,RICL,,1.4285714285714286,,,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,RICR,,1.0,,,['witvliet2020_8']
OLQVL,RID,,,0.128456175327301,,['funconn']
OLQVL,RIFL,,,,,[]
OLQVL,RIFR,,,,,[]
OLQVL,RIGL,1.5,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,RIGR,,,0.0236865822225809,,['funconn']
OLQVL,RIH,,1.0,,,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
OLQVL,RIML,,,,,[]
OLQVL,RIMR,,,,,[]
OLQVL,RIPL,,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
OLQVL,RIPR,,,,,[]
OLQVL,RIR,,,0.0705633535981178,,['funconn']
OLQVL,RIS,,,,,[]
OLQVL,RIVL,,,,,[]
OLQVL,RIVR,,,,,[]
OLQVL,RMDDL,2.0,,0.0451083295047283,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,RMDDR,,,,,[]
OLQVL,RMDL,,,0.0064531797543168,,['funconn']
OLQVL,RMDR,,,0.0069951368495821,,['funconn']
OLQVL,RMDVL,,,,,[]
OLQVL,RMDVR,1.0,5.375,,3.0499743851383405,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,RMED,,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
OLQVL,RMEL,,1.0,0.0171450953930616,,"['funconn', 'witvliet2020_7']"
OLQVL,RMER,,,0.0048736073076725,,['funconn']
OLQVL,RMEV,,,,,[]
OLQVL,RMFL,,,0.0055653732270002,,['funconn']
OLQVL,RMFR,,,-0.0139762507751584,,['funconn']
OLQVL,RMGL,1.0,,,,['witvliet2020_7']
OLQVL,RMGR,,,,,[]
OLQVL,RMHL,,1.5,,,"['cook2019', 'witvliet2020_8']"
OLQVL,RMHR,,,,,[]
OLQVL,SAADL,,,0.0059831095859408,,['funconn']
OLQVL,SAADR,,,,,[]
OLQVL,SAAVL,,,0.0215845126658678,,['funconn']
OLQVL,SAAVR,,,,,[]
OLQVL,SABD,,,,,[]
OLQVL,SABVL,,,,,[]
OLQVL,SABVR,,,,,[]
OLQVL,SDQL,,,,,[]
OLQVL,SDQR,,,,,[]
OLQVL,SIADL,,,,,[]
OLQVL,SIADR,,,,,[]
OLQVL,SIAVL,,9.0,,,['cook2019']
OLQVL,SIAVR,,,,,[]
OLQVL,SIBDL,,5.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,SIBDR,,,,,[]
OLQVL,SIBVL,,,,,[]
OLQVL,SIBVR,,,,,[]
OLQVL,SMBDL,,,,,[]
OLQVL,SMBDR,,,,,[]
OLQVL,SMBVL,,,,,[]
OLQVL,SMBVR,,,,,[]
OLQVL,SMDDL,,,,,[]
OLQVL,SMDDR,,,,,[]
OLQVL,SMDVL,,,,,[]
OLQVL,SMDVR,,,-0.0291595645248889,,['funconn']
OLQVL,URADL,,,,,[]
OLQVL,URADR,,,0.0515071041882038,,['funconn']
OLQVL,URAVL,,,,,[]
OLQVL,URAVR,,,,,[]
OLQVL,URBL,1.5,1.0,,0.0499999999999999,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVL,URBR,,,,,[]
OLQVL,URXL,,,0.0513564310967922,,['funconn']
OLQVL,URXR,,,,,[]
OLQVL,URYDL,,,,,[]
OLQVL,URYDR,,,0.019186045974493,,['funconn']
OLQVL,URYVL,,,,,[]
OLQVL,URYVR,,,,,[]
OLQVL,VA1,,,,,[]
OLQVL,VA10,,,,,[]
OLQVL,VA11,,,,,[]
OLQVL,VA12,,,,,[]
OLQVL,VA2,,,,,[]
OLQVL,VA3,,,,,[]
OLQVL,VA4,,,,,[]
OLQVL,VA5,,,,,[]
OLQVL,VA6,,,,,[]
OLQVL,VA7,,,,,[]
OLQVL,VA8,,,,,[]
OLQVL,VA9,,,,,[]
OLQVL,VB1,,,,,[]
OLQVL,VB10,,,,,[]
OLQVL,VB11,,,,,[]
OLQVL,VB2,,,,,[]
OLQVL,VB3,,,,,[]
OLQVL,VB4,,,,,[]
OLQVL,VB5,,,,,[]
OLQVL,VB6,,,,,[]
OLQVL,VB7,,,,,[]
OLQVL,VB8,,,,,[]
OLQVL,VB9,,,,,[]
OLQVL,VC1,,,,,[]
OLQVL,VC2,,,,,[]
OLQVL,VC3,,,,,[]
OLQVL,VC4,,,,,[]
OLQVL,VC5,,,,,[]
OLQVL,VC6,,,,,[]
OLQVL,VD1,,,,,[]
OLQVL,VD10,,,,,[]
OLQVL,VD11,,,,,[]
OLQVL,VD12,,,,,[]
OLQVL,VD13,,,,,[]
OLQVL,VD2,,,,,[]
OLQVL,VD3,,,,,[]
OLQVL,VD4,,,,,[]
OLQVL,VD5,,,,,[]
OLQVL,VD6,,,,,[]
OLQVL,VD7,,,,,[]
OLQVL,VD8,,,,,[]
OLQVL,VD9,,,,,[]
OLQVR,ADAL,,,,,[]
OLQVR,ADAR,,,,,[]
OLQVR,ADEL,,,,,[]
OLQVR,ADER,,,0.1989871859550476,,['funconn']
OLQVR,ADFL,,,,,[]
OLQVR,ADFR,,,,,[]
OLQVR,ADLL,,,,,[]
OLQVR,ADLR,,,,,[]
OLQVR,AFDL,,,,,[]
OLQVR,AFDR,,,0.0669005140662193,,['funconn']
OLQVR,AIAL,,,,,[]
OLQVR,AIAR,,,,,[]
OLQVR,AIBL,,,0.0579679943621158,,['funconn']
OLQVR,AIBR,,,0.0986488386988639,,['funconn']
OLQVR,AIML,,,,,[]
OLQVR,AIMR,,,0.0133920926600694,,['funconn']
OLQVR,AINL,,,-0.0157177876681089,,['funconn']
OLQVR,AINR,,,0.1328558623790741,,['funconn']
OLQVR,AIYL,,,,,[]
OLQVR,AIYR,,,-0.0110362730920314,,['funconn']
OLQVR,AIZL,,,,,[]
OLQVR,AIZR,,,,,[]
OLQVR,ALA,,,,,[]
OLQVR,ALML,,,,,[]
OLQVR,ALMR,,,,,[]
OLQVR,ALNL,,,,,[]
OLQVR,ALNR,,,,,[]
OLQVR,AQR,,,0.0301074609160423,,['funconn']
OLQVR,AS1,,,0.0325569547712802,,['funconn']
OLQVR,AS10,,,,,[]
OLQVR,AS11,,,,,[]
OLQVR,AS2,,,,,[]
OLQVR,AS3,,,,,[]
OLQVR,AS4,,,,,[]
OLQVR,AS5,,,,,[]
OLQVR,AS6,,,,,[]
OLQVR,AS7,,,,,[]
OLQVR,AS8,,,,,[]
OLQVR,AS9,,,,,[]
OLQVR,ASEL,,,0.0465713031589984,,['funconn']
OLQVR,ASER,,,-0.0030525033362209,,['funconn']
OLQVR,ASGL,,,,,[]
OLQVR,ASGR,,,,,[]
OLQVR,ASHL,,,0.1391466557979583,,['funconn']
OLQVR,ASHR,,,-0.0036794764455407,,['funconn']
OLQVR,ASIL,,,,,[]
OLQVR,ASIR,,,0.0100009450688958,,['funconn']
OLQVR,ASJL,,,-0.0059727169573307,,['funconn']
OLQVR,ASJR,,,-0.0131246969103813,,['funconn']
OLQVR,ASKL,,,,,[]
OLQVR,ASKR,,,,,[]
OLQVR,AUAL,,,,,[]
OLQVR,AUAR,,,0.0256233215332031,,['funconn']
OLQVR,AVAL,,,,,[]
OLQVR,AVAR,,,,,[]
OLQVR,AVBL,,,,,[]
OLQVR,AVBR,,,,,[]
OLQVR,AVDL,,,,,[]
OLQVR,AVDR,,,0.0069448137655854,,['funconn']
OLQVR,AVEL,1.0,,,,"['witvliet2020_7', 'witvliet2020_8']"
OLQVR,AVER,,,,,[]
OLQVR,AVFL,,,,,[]
OLQVR,AVFR,,,,,[]
OLQVR,AVG,,,,,[]
OLQVR,AVHL,,,0.0016853960696607,,['funconn']
OLQVR,AVHR,,,,,[]
OLQVR,AVJL,,,,,[]
OLQVR,AVJR,,,0.1362598091363906,,['funconn']
OLQVR,AVKL,,,,,[]
OLQVR,AVKR,,,,,[]
OLQVR,AVL,,,,,[]
OLQVR,AVM,,,,,[]
OLQVR,AWAL,,,-0.032202161848545,,['funconn']
OLQVR,AWAR,,,0.0332651436328887,,['funconn']
OLQVR,AWBL,,,,,[]
OLQVR,AWBR,,,0.0089284479618072,,['funconn']
OLQVR,AWCL,,,,,[]
OLQVR,AWCR,,,,,[]
OLQVR,BAGL,,,,,[]
OLQVR,BAGR,,,-0.0599979013204574,,['funconn']
OLQVR,BDUL,,,,,[]
OLQVR,BDUR,,,,,[]
OLQVR,CEPDL,,,,,[]
OLQVR,CEPDR,,,,,[]
OLQVR,CEPVL,,,,,[]
OLQVR,CEPVR,1.5,,0.1308766901493072,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
OLQVR,DA1,,,,,[]
OLQVR,DA2,,,,,[]
OLQVR,DA3,,,,,[]
OLQVR,DA4,,,,,[]
OLQVR,DA5,,,,,[]
OLQVR,DA6,,,,,[]
OLQVR,DA7,,,,,[]
OLQVR,DA8,,,,,[]
OLQVR,DA9,,,,,[]
OLQVR,DB1,,,,,[]
OLQVR,DB2,,,0.0344197191298007,,['funconn']
OLQVR,DB3,,,,,[]
OLQVR,DB4,,,,,[]
OLQVR,DB5,,,,,[]
OLQVR,DB6,,,,,[]
OLQVR,DB7,,,,,[]
OLQVR,DD1,,,-0.0170573405921459,,['funconn']
OLQVR,DD2,,,,,[]
OLQVR,DD3,,,,,[]
OLQVR,DD4,,,,,[]
OLQVR,DD5,,,,,[]
OLQVR,DD6,,,,,[]
OLQVR,DVA,1.0,,,,['witvliet2020_8']
OLQVR,DVB,,,,,[]
OLQVR,DVC,,,,,[]
OLQVR,FLPL,,,,,[]
OLQVR,FLPR,,,0.0217060223221778,,['funconn']
OLQVR,HSNL,,,,,[]
OLQVR,HSNR,,,,,[]
OLQVR,I1L,,,,,[]
OLQVR,I1R,,,,,[]
OLQVR,I2L,,,,,[]
OLQVR,I2R,,,0.0810583233833313,,['funconn']
OLQVR,I3,,,0.0677454322576522,,['funconn']
OLQVR,I4,,,,,[]
OLQVR,I5,,,,,[]
OLQVR,I6,,,-0.0256715808063745,,['funconn']
OLQVR,IL1DL,,,0.0081521337851881,,['funconn']
OLQVR,IL1DR,,,,,[]
OLQVR,IL1L,,,,,[]
OLQVR,IL1R,,,0.1345172971487045,,['funconn']
OLQVR,IL1VL,,,,,[]
OLQVR,IL1VR,,1.1666666666666667,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
OLQVR,IL2DL,,,0.0165236443281173,,['funconn']
OLQVR,IL2DR,,,0.0046035540290176,,['funconn']
OLQVR,IL2L,,,,,[]
OLQVR,IL2R,,3.0,,,"['witvliet2020_7', 'witvliet2020_8']"
OLQVR,IL2VL,,,-0.0045474162325263,,['funconn']
OLQVR,IL2VR,,1.0,,,['witvliet2020_8']
OLQVR,LUAL,,,,,[]
OLQVR,LUAR,,,,,[]
OLQVR,M1,,,,,[]
OLQVR,M2L,,,,,[]
OLQVR,M2R,,,,,[]
OLQVR,M3L,,,,,[]
OLQVR,M3R,,,,,[]
OLQVR,M4,,,,,[]
OLQVR,M5,,,-0.0021215190645307,,['funconn']
OLQVR,MCL,,,,,[]
OLQVR,MCR,,,,,[]
OLQVR,MI,,,,,[]
OLQVR,NSML,,,,,[]
OLQVR,NSMR,,,,,[]
OLQVR,OLLL,,,,,[]
OLQVR,OLLR,1.0,,,,['witvliet2020_8']
OLQVR,OLQDL,,,-0.0131337894126772,,['funconn']
OLQVR,OLQDR,,,0.006952213589102,,['funconn']
OLQVR,OLQVL,,,,,[]
OLQVR,PDA,,,,,[]
OLQVR,PDB,,,,,[]
OLQVR,PDEL,,,,,[]
OLQVR,PDER,,,,,[]
OLQVR,PHAL,,,,,[]
OLQVR,PHAR,,,,,[]
OLQVR,PHBL,,,,,[]
OLQVR,PHBR,,,,,[]
OLQVR,PHCL,,,,,[]
OLQVR,PHCR,,,,,[]
OLQVR,PLML,,,,,[]
OLQVR,PLMR,,,,,[]
OLQVR,PLNL,,,,,[]
OLQVR,PLNR,,,,,[]
OLQVR,PQR,,,,,[]
OLQVR,PVCL,,,,,[]
OLQVR,PVCR,,,,,[]
OLQVR,PVDL,,,,,[]
OLQVR,PVDR,,,,,[]
OLQVR,PVM,,,,,[]
OLQVR,PVNL,,,,,[]
OLQVR,PVNR,,,,,[]
OLQVR,PVPL,,,,,[]
OLQVR,PVPR,,1.0,,,['witvliet2020_7']
OLQVR,PVQL,,,,,[]
OLQVR,PVQR,,,,,[]
OLQVR,PVR,,,,,[]
OLQVR,PVT,,,,,[]
OLQVR,PVWL,,,,,[]
OLQVR,PVWR,,,,,[]
OLQVR,RIAL,,,,,[]
OLQVR,RIAR,,,,,[]
OLQVR,RIBL,,,0.0270920693874359,,['funconn']
OLQVR,RIBR,3.0,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,RICL,,1.0,,,['white1986_jsh']
OLQVR,RICR,,1.2857142857142858,,,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,RID,,,0.0365101806819438,,['funconn']
OLQVR,RIFL,,,,,[]
OLQVR,RIFR,,,,,[]
OLQVR,RIGL,,,-0.0153224179521203,,['funconn']
OLQVR,RIGR,3.0,1.0,,0.2160246899469286,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,RIH,,4.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
OLQVR,RIML,,,,,[]
OLQVR,RIMR,,,,,[]
OLQVR,RIPL,,,,,[]
OLQVR,RIPR,,5.2,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
OLQVR,RIR,,,,,[]
OLQVR,RIS,,,0.0097501631826162,,['funconn']
OLQVR,RIVL,,,0.0090047717094421,,['funconn']
OLQVR,RIVR,,,-0.0061180312186479,,['funconn']
OLQVR,RMDDL,,,0.0389213636517524,,['funconn']
OLQVR,RMDDR,1.5,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
OLQVR,RMDL,,,0.0147540774196386,,['funconn']
OLQVR,RMDR,,,,,[]
OLQVR,RMDVL,1.5,6.125,0.0193031504750251,4.209458348150634,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,RMDVR,,,,,[]
OLQVR,RMED,,1.0,,,['witvliet2020_8']
OLQVR,RMEL,,,0.0409294329583644,,['funconn']
OLQVR,RMER,,1.1428571428571428,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,RMEV,,,0.018859215080738,,['funconn']
OLQVR,RMFL,,,0.0443484783172607,,['funconn']
OLQVR,RMFR,,,-0.0008418373181484,,['funconn']
OLQVR,RMGL,,,-0.0721828565001487,,['funconn']
OLQVR,RMGR,,,,,[]
OLQVR,RMHL,,,,,[]
OLQVR,RMHR,1.0,1.0,,0.0,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,SAADL,,,,,[]
OLQVR,SAADR,,,0.0605046600103378,,['funconn']
OLQVR,SAAVL,,,0.0200547259300947,,['funconn']
OLQVR,SAAVR,,,,,[]
OLQVR,SABD,,,0.0466506704688072,,['funconn']
OLQVR,SABVL,,,-0.0068193315528333,,['funconn']
OLQVR,SABVR,,,,,[]
OLQVR,SDQL,,,,,[]
OLQVR,SDQR,,,,,[]
OLQVR,SIADL,,,,,[]
OLQVR,SIADR,,,,,[]
OLQVR,SIAVL,,,,,[]
OLQVR,SIAVR,,,,,[]
OLQVR,SIBDL,,,,,[]
OLQVR,SIBDR,,6.125,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,SIBVL,,,,,[]
OLQVR,SIBVR,,,,,[]
OLQVR,SMBDL,,,-0.0254283100366592,,['funconn']
OLQVR,SMBDR,,,,,[]
OLQVR,SMBVL,,,,,[]
OLQVR,SMBVR,,,,,[]
OLQVR,SMDDL,,,,,[]
OLQVR,SMDDR,,,0.0566504523158073,,['funconn']
OLQVR,SMDVL,,,,,[]
OLQVR,SMDVR,,,,,[]
OLQVR,URADL,,,,,[]
OLQVR,URADR,,,0.0532231889665126,,['funconn']
OLQVR,URAVL,,,,,[]
OLQVR,URAVR,,,-0.009885486215353,,['funconn']
OLQVR,URBL,,,0.0075581134296953,,['funconn']
OLQVR,URBR,3.0,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
OLQVR,URXL,,,,,[]
OLQVR,URXR,,,-0.008357111364603,,['funconn']
OLQVR,URYDL,,,,,[]
OLQVR,URYDR,,,-0.0016671777702867,,['funconn']
OLQVR,URYVL,,,0.0016810351517051,,['funconn']
OLQVR,URYVR,,,,,[]
OLQVR,VA1,,,0.0332604162395,,['funconn']
OLQVR,VA10,,,,,[]
OLQVR,VA11,,,,,[]
OLQVR,VA12,,,,,[]
OLQVR,VA2,,,,,[]
OLQVR,VA3,,,,,[]
OLQVR,VA4,,,,,[]
OLQVR,VA5,,,,,[]
OLQVR,VA6,,,,,[]
OLQVR,VA7,,,,,[]
OLQVR,VA8,,,,,[]
OLQVR,VA9,,,,,[]
OLQVR,VB1,,,,,[]
OLQVR,VB10,,,,,[]
OLQVR,VB11,,,,,[]
OLQVR,VB2,,,0.0088612725958228,,['funconn']
OLQVR,VB3,,,,,[]
OLQVR,VB4,,,,,[]
OLQVR,VB5,,,,,[]
OLQVR,VB6,,,,,[]
OLQVR,VB7,,,,,[]
OLQVR,VB8,,,,,[]
OLQVR,VB9,,,,,[]
OLQVR,VC1,,,,,[]
OLQVR,VC2,,,,,[]
OLQVR,VC3,,,,,[]
OLQVR,VC4,,,,,[]
OLQVR,VC5,,,,,[]
OLQVR,VC6,,,,,[]
OLQVR,VD1,,,,,[]
OLQVR,VD10,,,,,[]
OLQVR,VD11,,,,,[]
OLQVR,VD12,,,,,[]
OLQVR,VD13,,,,,[]
OLQVR,VD2,,,,,[]
OLQVR,VD3,,,,,[]
OLQVR,VD4,,,,,[]
OLQVR,VD5,,,,,[]
OLQVR,VD6,,,,,[]
OLQVR,VD7,,,,,[]
OLQVR,VD8,,,,,[]
OLQVR,VD9,,,,,[]
PDA,ADAL,,,,,[]
PDA,ADAR,,,,,[]
PDA,ADEL,,,,,[]
PDA,ADER,,,,,[]
PDA,ADFL,,,,,[]
PDA,ADFR,,,,,[]
PDA,ADLL,,,,,[]
PDA,ADLR,,,,,[]
PDA,AFDL,,,,,[]
PDA,AFDR,,,,,[]
PDA,AIAL,,,,,[]
PDA,AIAR,,,,,[]
PDA,AIBL,,,,,[]
PDA,AIBR,,,,,[]
PDA,AIML,,,,,[]
PDA,AIMR,,,,,[]
PDA,AINL,,,,,[]
PDA,AINR,,,,,[]
PDA,AIYL,,,,,[]
PDA,AIYR,,,,,[]
PDA,AIZL,,,,,[]
PDA,AIZR,,,,,[]
PDA,ALA,,,,,[]
PDA,ALML,,,,,[]
PDA,ALMR,,,,,[]
PDA,ALNL,,,,,[]
PDA,ALNR,,,,,[]
PDA,AQR,,,,,[]
PDA,AS1,,,,,[]
PDA,AS10,,,,,[]
PDA,AS11,,1.0,,,"['chklovskii', 'openworm', 'white1986_whole']"
PDA,AS2,,,,,[]
PDA,AS3,,,,,[]
PDA,AS4,,,,,[]
PDA,AS5,,,,,[]
PDA,AS6,,,,,[]
PDA,AS7,,,,,[]
PDA,AS8,,,,,[]
PDA,AS9,,,,,[]
PDA,ASEL,,,,,[]
PDA,ASER,,,,,[]
PDA,ASGL,,,,,[]
PDA,ASGR,,,,,[]
PDA,ASHL,,,,,[]
PDA,ASHR,,,,,[]
PDA,ASIL,,,,,[]
PDA,ASIR,,,,,[]
PDA,ASJL,,,,,[]
PDA,ASJR,,,,,[]
PDA,ASKL,,,,,[]
PDA,ASKR,,,,,[]
PDA,AUAL,,,,,[]
PDA,AUAR,,,,,[]
PDA,AVAL,,,,,[]
