stage,n_neurons,chem_total_synapses,gap_total_synapses,chem_directed_edges,gap_unique_undirected_edges,chem_mean_syn_per_edge,density_chem
L1_2,194,1895,262,986,122,1.9219066937119675,0.026334063351316703
