stage,n_neurons,chem_total_synapses,gap_total_synapses,chem_directed_edges,gap_unique_undirected_edges,chem_mean_syn_per_edge,density_chem
L2,211,4116,826,1515,286,2.716831683168317,0.03419092755585647
