stage,n_neurons,chem_total_synapses,gap_total_synapses,chem_directed_edges,gap_unique_undirected_edges,chem_mean_syn_per_edge,density_chem
L1_4,204,2777,480,1136,206,2.444542253521127,0.027431662320100456
