stage,n_neurons,chem_total_synapses,gap_total_synapses,chem_directed_edges,gap_unique_undirected_edges,chem_mean_syn_per_edge,density_chem
adult,222,7455,788,2191,285,3.402555910543131,0.0446577799518976
