stage,n_neurons,chem_total_synapses,gap_total_synapses,chem_directed_edges,gap_unique_undirected_edges,chem_mean_syn_per_edge,density_chem
L3,216,4456,530,1525,212,2.9219672131147543,0.032838070628768305
