Source,Target,Type,SynapseCount,SourceFile
SAAVL , VD01          ,chemical,4,herm_full_edgelist.csv
SAAVL , VD02          ,chemical,2,herm_full_edgelist.csv
SAAVL , vBWML9        ,chemical,1,herm_full_edgelist.csv
SAAVL , vBWMR3        ,chemical,7,herm_full_edgelist.csv
SAAVL , vBWMR4        ,chemical,3,herm_full_edgelist.csv
SAAVL , vBWMR6        ,chemical,2,herm_full_edgelist.csv
SAAVL , hyp           ,chemical,2,herm_full_edgelist.csv
SAAVR , ASIR          ,chemical,1,herm_full_edgelist.csv
SAAVR , IL1DL         ,chemical,12,herm_full_edgelist.csv
SAAVR , ALNR          ,chemical,1,herm_full_edgelist.csv
SAAVR , AIBR          ,chemical,1,herm_full_edgelist.csv
SAAVR , RIAR          ,chemical,1,herm_full_edgelist.csv
SAAVR , RIPL          ,chemical,12,herm_full_edgelist.csv
SAAVR , AVAR          ,chemical,39,herm_full_edgelist.csv
SAAVR , AVBL          ,chemical,1,herm_full_edgelist.csv
SAAVR , RIML          ,chemical,12,herm_full_edgelist.csv
SAAVR , RIMR          ,chemical,7,herm_full_edgelist.csv
SAAVR , RMEV          ,chemical,1,herm_full_edgelist.csv
SAAVR , SAAVR         ,chemical,1,herm_full_edgelist.csv
SAAVR , SABVL         ,chemical,2,herm_full_edgelist.csv
SAAVR , SMBDL         ,chemical,1,herm_full_edgelist.csv
SAAVR , SMDDL         ,chemical,17,herm_full_edgelist.csv
SAAVR , vBWML3        ,chemical,7,herm_full_edgelist.csv
SAAVR , vBWML4        ,chemical,3,herm_full_edgelist.csv
SAAVR , vBWML6        ,chemical,2,herm_full_edgelist.csv
SAAVR , hyp           ,chemical,2,herm_full_edgelist.csv
SABD , SAADL         ,chemical,4,herm_full_edgelist.csv
SABD , SAADR         ,chemical,4,herm_full_edgelist.csv
SABD , dBWML1        ,chemical,15,herm_full_edgelist.csv
SABD , dBWML3        ,chemical,67,herm_full_edgelist.csv
SABD , dBWML4        ,chemical,63,herm_full_edgelist.csv
SABD , dBWML6        ,chemical,20,herm_full_edgelist.csv
SABD , dBWMR1        ,chemical,15,herm_full_edgelist.csv
SABD , dBWMR3        ,chemical,67,herm_full_edgelist.csv
SABD , dBWMR4        ,chemical,63,herm_full_edgelist.csv
SABD , dBWMR6        ,chemical,20,herm_full_edgelist.csv
SABD , hyp           ,chemical,142,herm_full_edgelist.csv
SABVL , RIGR          ,chemical,1,herm_full_edgelist.csv
SABVL , SAAVR         ,chemical,4,herm_full_edgelist.csv
SABVL , vBWML1        ,chemical,15,herm_full_edgelist.csv
SABVL , vBWML3        ,chemical,67,herm_full_edgelist.csv
SABVL , vBWML4        ,chemical,63,herm_full_edgelist.csv
SABVL , vBWML6        ,chemical,20,herm_full_edgelist.csv
SABVL , hyp           ,chemical,71,herm_full_edgelist.csv
SABVR , SAAVL         ,chemical,4,herm_full_edgelist.csv
SABVR , vBWMR1        ,chemical,15,herm_full_edgelist.csv
SABVR , vBWMR3        ,chemical,67,herm_full_edgelist.csv
SABVR , vBWMR4        ,chemical,63,herm_full_edgelist.csv
SABVR , vBWMR6        ,chemical,20,herm_full_edgelist.csv
SABVR , hyp           ,chemical,71,herm_full_edgelist.csv
SIADL , ALNR          ,chemical,4,herm_full_edgelist.csv
SIADL , SDQR          ,chemical,4,herm_full_edgelist.csv
SIADL , AVFR          ,chemical,1,herm_full_edgelist.csv
SIADL , RMDL          ,chemical,4,herm_full_edgelist.csv
SIADL , SIBDL         ,chemical,4,herm_full_edgelist.csv
SIADL , SMBDL         ,chemical,18,herm_full_edgelist.csv
SIADL , SMDDL         ,chemical,17,herm_full_edgelist.csv
SIADL , dBWMR5        ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR6        ,chemical,3,herm_full_edgelist.csv
SIADL , dBWMR7        ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR8        ,chemical,12,herm_full_edgelist.csv
SIADL , dBWMR9        ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR10       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR11       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR12       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR13       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR14       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR15       ,chemical,8,herm_full_edgelist.csv
SIADL , dBWMR16       ,chemical,3,herm_full_edgelist.csv
SIADR , IL1VR         ,chemical,1,herm_full_edgelist.csv
SIADR , CEPDL         ,chemical,1,herm_full_edgelist.csv
SIADR , ALML          ,chemical,1,herm_full_edgelist.csv
SIADR , SDQL          ,chemical,4,herm_full_edgelist.csv
SIADR , AVAL          ,chemical,1,herm_full_edgelist.csv
SIADR , SIBDR         ,chemical,4,herm_full_edgelist.csv
SIADR , SMBDR         ,chemical,17,herm_full_edgelist.csv
SIADR , SMDDR         ,chemical,17,herm_full_edgelist.csv
SIADR , dBWML5        ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML6        ,chemical,3,herm_full_edgelist.csv
SIADR , dBWML7        ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML8        ,chemical,12,herm_full_edgelist.csv
SIADR , dBWML9        ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML10       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML11       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML12       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML13       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML14       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML15       ,chemical,8,herm_full_edgelist.csv
SIADR , dBWML16       ,chemical,3,herm_full_edgelist.csv
SIAVL , IL2L          ,chemical,1,herm_full_edgelist.csv
SIAVL , PLNL          ,chemical,10,herm_full_edgelist.csv
SIAVL , ADEL          ,chemical,1,herm_full_edgelist.csv
SIAVL , SIBVR         ,chemical,2,herm_full_edgelist.csv
SIAVL , SMBVL         ,chemical,2,herm_full_edgelist.csv
SIAVL , SMDVR         ,chemical,10,herm_full_edgelist.csv
SIAVL , vBWML5        ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML6        ,chemical,1,herm_full_edgelist.csv
SIAVL , vBWML7        ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML8        ,chemical,5,herm_full_edgelist.csv
SIAVL , vBWML9        ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML10       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML11       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML12       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML13       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML14       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML15       ,chemical,4,herm_full_edgelist.csv
SIAVL , vBWML16       ,chemical,1,herm_full_edgelist.csv
SIAVR , PLNR          ,chemical,10,herm_full_edgelist.csv
SIAVR , RMDL          ,chemical,1,herm_full_edgelist.csv
SIAVR , SIBVL         ,chemical,2,herm_full_edgelist.csv
SIAVR , SMBVR         ,chemical,2,herm_full_edgelist.csv
SIAVR , SMDVL         ,chemical,10,herm_full_edgelist.csv
SIAVR , vBWMR5        ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR6        ,chemical,1,herm_full_edgelist.csv
SIAVR , vBWMR7        ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR8        ,chemical,5,herm_full_edgelist.csv
SIAVR , vBWMR9        ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR10       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR11       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR12       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR13       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR14       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR15       ,chemical,4,herm_full_edgelist.csv
SIAVR , vBWMR16       ,chemical,1,herm_full_edgelist.csv
SIBDL , CEPDL         ,chemical,1,herm_full_edgelist.csv
SIBDL , AQR           ,chemical,1,herm_full_edgelist.csv
SIBDL , PVPL          ,chemical,1,herm_full_edgelist.csv
SIBDL , SIADL         ,chemical,2,herm_full_edgelist.csv
SIBDL , SMBVL         ,chemical,1,herm_full_edgelist.csv
SIBDL , SMDDL         ,chemical,10,herm_full_edgelist.csv
SIBDL , dBWMR5        ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR6        ,chemical,1,herm_full_edgelist.csv
SIBDL , dBWMR7        ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR8        ,chemical,4,herm_full_edgelist.csv
SIBDL , dBWMR9        ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR10       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR11       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR12       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR13       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR14       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR15       ,chemical,3,herm_full_edgelist.csv
SIBDL , dBWMR16       ,chemical,1,herm_full_edgelist.csv
SIBDR , SIADR         ,chemical,2,herm_full_edgelist.csv
SIBDR , SMDDR         ,chemical,10,herm_full_edgelist.csv
SIBDR , dBWML5        ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML6        ,chemical,1,herm_full_edgelist.csv
SIBDR , dBWML7        ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML8        ,chemical,4,herm_full_edgelist.csv
SIBDR , dBWML9        ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML10       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML11       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML12       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML13       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML14       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML15       ,chemical,3,herm_full_edgelist.csv
SIBDR , dBWML16       ,chemical,1,herm_full_edgelist.csv
SIBDR , dBWMR4        ,chemical,1,herm_full_edgelist.csv
SIBVL , ALNR          ,chemical,1,herm_full_edgelist.csv
SIBVL , RMGR          ,chemical,1,herm_full_edgelist.csv
SIBVL , RMDDL         ,chemical,1,herm_full_edgelist.csv
SIBVL , SIAVR         ,chemical,5,herm_full_edgelist.csv
SIBVL , SMDDL         ,chemical,1,herm_full_edgelist.csv
SIBVL , SMDVL         ,chemical,22,herm_full_edgelist.csv
SIBVL , vBWML2        ,chemical,1,herm_full_edgelist.csv
SIBVL , vBWMR5        ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR6        ,chemical,3,herm_full_edgelist.csv
SIBVL , vBWMR7        ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR8        ,chemical,13,herm_full_edgelist.csv
SIBVL , vBWMR9        ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR10       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR11       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR12       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR13       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR14       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR15       ,chemical,10,herm_full_edgelist.csv
SIBVL , vBWMR16       ,chemical,4,herm_full_edgelist.csv
SIBVR , ADLR          ,chemical,3,herm_full_edgelist.csv
SIBVR , OLQVR         ,chemical,1,herm_full_edgelist.csv
SIBVR , PLNL          ,chemical,1,herm_full_edgelist.csv
SIBVR , RICL          ,chemical,3,herm_full_edgelist.csv
SIBVR , RMHR          ,chemical,1,herm_full_edgelist.csv
SIBVR , SIAVL         ,chemical,5,herm_full_edgelist.csv
SIBVR , SIAVR         ,chemical,1,herm_full_edgelist.csv
SIBVR , SMDVR         ,chemical,22,herm_full_edgelist.csv
SIBVR , vBWML5        ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML6        ,chemical,3,herm_full_edgelist.csv
SIBVR , vBWML7        ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML8        ,chemical,13,herm_full_edgelist.csv
SIBVR , vBWML9        ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML10       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML11       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML12       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML13       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML14       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML15       ,chemical,10,herm_full_edgelist.csv
SIBVR , vBWML16       ,chemical,4,herm_full_edgelist.csv
SMBDL , ALNR          ,chemical,1,herm_full_edgelist.csv
SMBDL , SDQR          ,chemical,18,herm_full_edgelist.csv
SMBDL , AIZL          ,chemical,1,herm_full_edgelist.csv
SMBDL , RIH           ,chemical,2,herm_full_edgelist.csv
SMBDL , RMED          ,chemical,4,herm_full_edgelist.csv
SMBDL , SAAVR         ,chemical,9,herm_full_edgelist.csv
SMBDL , SIADL         ,chemical,19,herm_full_edgelist.csv
SMBDL , SIAVL         ,chemical,3,herm_full_edgelist.csv
SMBDL , SMBVL         ,chemical,2,herm_full_edgelist.csv
SMBDL , SMDDL         ,chemical,7,herm_full_edgelist.csv
SMBDL , dBWMR1        ,chemical,4,herm_full_edgelist.csv
SMBDL , dBWMR2        ,chemical,11,herm_full_edgelist.csv
SMBDL , dBWMR3        ,chemical,6,herm_full_edgelist.csv
SMBDL , dBWMR4        ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR5        ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR6        ,chemical,10,herm_full_edgelist.csv
SMBDL , dBWMR7        ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR8        ,chemical,12,herm_full_edgelist.csv
SMBDL , dBWMR9        ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR10       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR11       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR12       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR13       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR14       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR15       ,chemical,9,herm_full_edgelist.csv
SMBDL , dBWMR16       ,chemical,3,herm_full_edgelist.csv
SMBDR , ALNL          ,chemical,5,herm_full_edgelist.csv
SMBDR , SDQL          ,chemical,18,herm_full_edgelist.csv
SMBDR , AVAL          ,chemical,1,herm_full_edgelist.csv
SMBDR , RMED          ,chemical,25,herm_full_edgelist.csv
SMBDR , RIVL          ,chemical,1,herm_full_edgelist.csv
SMBDR , SAAVL         ,chemical,8,herm_full_edgelist.csv
SMBDR , SIADR         ,chemical,20,herm_full_edgelist.csv
SMBDR , SIAVR         ,chemical,1,herm_full_edgelist.csv
SMBDR , SMBDL         ,chemical,3,herm_full_edgelist.csv
SMBDR , SMDDR         ,chemical,4,herm_full_edgelist.csv
SMBDR , dBWML1        ,chemical,5,herm_full_edgelist.csv
SMBDR , dBWML2        ,chemical,11,herm_full_edgelist.csv
SMBDR , dBWML4        ,chemical,3,herm_full_edgelist.csv
SMBDR , dBWML5        ,chemical,20,herm_full_edgelist.csv
SMBDR , dBWML6        ,chemical,7,herm_full_edgelist.csv
SMBDR , dBWML7        ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML8        ,chemical,12,herm_full_edgelist.csv
SMBDR , dBWML9        ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML10       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML11       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML12       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML13       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML14       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML15       ,chemical,9,herm_full_edgelist.csv
SMBDR , dBWML16       ,chemical,3,herm_full_edgelist.csv
SMBDR , dBWMR1        ,chemical,3,herm_full_edgelist.csv
SMBDR , dBWMR2        ,chemical,3,herm_full_edgelist.csv
SMBDR , dBWMR7        ,chemical,9,herm_full_edgelist.csv
SMBVL , PLNL          ,chemical,5,herm_full_edgelist.csv
SMBVL , PLNR          ,chemical,2,herm_full_edgelist.csv
SMBVL , AIML          ,chemical,1,herm_full_edgelist.csv
SMBVL , AVFL          ,chemical,1,herm_full_edgelist.csv
SMBVL , AVHR          ,chemical,1,herm_full_edgelist.csv
SMBVL , AVJR          ,chemical,1,herm_full_edgelist.csv
SMBVL , PVPL          ,chemical,1,herm_full_edgelist.csv
SMBVL , AVBR          ,chemical,1,herm_full_edgelist.csv
SMBVL , RMDVR         ,chemical,1,herm_full_edgelist.csv
SMBVL , RMEV          ,chemical,20,herm_full_edgelist.csv
SMBVL , SAADL         ,chemical,16,herm_full_edgelist.csv
SMBVL , SIAVL         ,chemical,1,herm_full_edgelist.csv
SMBVL , SMBDL         ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML1        ,chemical,3,herm_full_edgelist.csv
SMBVL , vBWML2        ,chemical,8,herm_full_edgelist.csv
SMBVL , vBWML3        ,chemical,5,herm_full_edgelist.csv
SMBVL , vBWML4        ,chemical,6,herm_full_edgelist.csv
SMBVL , vBWML5        ,chemical,5,herm_full_edgelist.csv
SMBVL , vBWML6        ,chemical,17,herm_full_edgelist.csv
SMBVL , vBWML7        ,chemical,9,herm_full_edgelist.csv
SMBVL , vBWML8        ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML9        ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML10       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML11       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML12       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML13       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML14       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML15       ,chemical,2,herm_full_edgelist.csv
SMBVL , vBWML16       ,chemical,1,herm_full_edgelist.csv
SMBVR , ADLR          ,chemical,2,herm_full_edgelist.csv
SMBVR , CEPVR         ,chemical,8,herm_full_edgelist.csv
SMBVR , PLNL          ,chemical,5,herm_full_edgelist.csv
SMBVR , PLNR          ,chemical,5,herm_full_edgelist.csv
SMBVR , RIAR          ,chemical,1,herm_full_edgelist.csv
SMBVR , RMGR          ,chemical,3,herm_full_edgelist.csv
SMBVR , AVHL          ,chemical,2,herm_full_edgelist.csv
SMBVR , PVR           ,chemical,2,herm_full_edgelist.csv
SMBVR , RMDL          ,chemical,2,herm_full_edgelist.csv
SMBVR , RMDR          ,chemical,3,herm_full_edgelist.csv
SMBVR , RMEV          ,chemical,8,herm_full_edgelist.csv
SMBVR , SAADR         ,chemical,12,herm_full_edgelist.csv
SMBVR , SIAVR         ,chemical,1,herm_full_edgelist.csv
SMBVR , SMBDR         ,chemical,2,herm_full_edgelist.csv
SMBVR , dBWMR4        ,chemical,1,herm_full_edgelist.csv
SMBVR , vBWMR1        ,chemical,7,herm_full_edgelist.csv
SMBVR , vBWMR2        ,chemical,3,herm_full_edgelist.csv
SMBVR , vBWMR3        ,chemical,10,herm_full_edgelist.csv
SMBVR , vBWMR4        ,chemical,12,herm_full_edgelist.csv
SMBVR , vBWMR5        ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR6        ,chemical,12,herm_full_edgelist.csv
SMBVR , vBWMR7        ,chemical,12,herm_full_edgelist.csv
SMBVR , vBWMR8        ,chemical,5,herm_full_edgelist.csv
SMBVR , vBWMR9        ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR10       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR11       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR12       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR13       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR14       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR15       ,chemical,2,herm_full_edgelist.csv
SMBVR , vBWMR16       ,chemical,1,herm_full_edgelist.csv
SMDDL , RIAL          ,chemical,9,herm_full_edgelist.csv
SMDDL , RIAR          ,chemical,14,herm_full_edgelist.csv
SMDDL , RIS           ,chemical,2,herm_full_edgelist.csv
SMDDL , AVEL          ,chemical,1,herm_full_edgelist.csv
SMDDL , AVER          ,chemical,1,herm_full_edgelist.csv
SMDDL , RIML          ,chemical,2,herm_full_edgelist.csv
SMDDL , RIMR          ,chemical,1,herm_full_edgelist.csv
SMDDL , RMDL          ,chemical,3,herm_full_edgelist.csv
SMDDL , RMDR          ,chemical,1,herm_full_edgelist.csv
SMDDL , RMED          ,chemical,7,herm_full_edgelist.csv
SMDDL , RMEV          ,chemical,1,herm_full_edgelist.csv
SMDDL , RIVR          ,chemical,1,herm_full_edgelist.csv
SMDDL , SAAVR         ,chemical,1,herm_full_edgelist.csv
SMDDL , SIADL         ,chemical,14,herm_full_edgelist.csv
SMDDL , SIBDL         ,chemical,14,herm_full_edgelist.csv
SMDDL , SIBVL         ,chemical,2,herm_full_edgelist.csv
SMDDL , SMBDL         ,chemical,3,herm_full_edgelist.csv
SMDDL , SMDDR         ,chemical,1,herm_full_edgelist.csv
SMDDL , SMDVR         ,chemical,17,herm_full_edgelist.csv
SMDDL , dBWML1        ,chemical,4,herm_full_edgelist.csv
SMDDL , dBWML2        ,chemical,3,herm_full_edgelist.csv
SMDDL , dBWML7        ,chemical,1,herm_full_edgelist.csv
SMDDL , dBWMR1        ,chemical,3,herm_full_edgelist.csv
SMDDL , dBWMR4        ,chemical,1,herm_full_edgelist.csv
SMDDL , dBWMR5        ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR6        ,chemical,2,herm_full_edgelist.csv
SMDDL , dBWMR7        ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR8        ,chemical,8,herm_full_edgelist.csv
SMDDL , dBWMR9        ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR10       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR11       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR12       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR13       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR14       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR15       ,chemical,6,herm_full_edgelist.csv
SMDDL , dBWMR16       ,chemical,2,herm_full_edgelist.csv
SMDDL , vBWML2        ,chemical,7,herm_full_edgelist.csv
SMDDL , vBWML3        ,chemical,7,herm_full_edgelist.csv
SMDDR , ALNL          ,chemical,1,herm_full_edgelist.csv
SMDDR , ALNR          ,chemical,2,herm_full_edgelist.csv
SMDDR , AIZR          ,chemical,2,herm_full_edgelist.csv
SMDDR , RIAL          ,chemical,5,herm_full_edgelist.csv
SMDDR , RIAR          ,chemical,3,herm_full_edgelist.csv
SMDDR , RIBL          ,chemical,1,herm_full_edgelist.csv
SMDDR , RIS           ,chemical,3,herm_full_edgelist.csv
SMDDR , AVER          ,chemical,1,herm_full_edgelist.csv
SMDDR , RIMR          ,chemical,3,herm_full_edgelist.csv
SMDDR , RMDR          ,chemical,1,herm_full_edgelist.csv
SMDDR , RMED          ,chemical,5,herm_full_edgelist.csv
SMDDR , RIVL          ,chemical,1,herm_full_edgelist.csv
SMDDR , SIADR         ,chemical,14,herm_full_edgelist.csv
SMDDR , SIBDR         ,chemical,14,herm_full_edgelist.csv
SMDDR , SIBVR         ,chemical,3,herm_full_edgelist.csv
SMDDR , SMBDR         ,chemical,3,herm_full_edgelist.csv
SMDDR , SMDDL         ,chemical,4,herm_full_edgelist.csv
SMDDR , SMDVL         ,chemical,5,herm_full_edgelist.csv
SMDDR , dBWML2        ,chemical,3,herm_full_edgelist.csv
SMDDR , dBWML5        ,chemical,11,herm_full_edgelist.csv
SMDDR , dBWML6        ,chemical,4,herm_full_edgelist.csv
SMDDR , dBWML7        ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML8        ,chemical,8,herm_full_edgelist.csv
SMDDR , dBWML9        ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML10       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML11       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML12       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML13       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML14       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML15       ,chemical,6,herm_full_edgelist.csv
SMDDR , dBWML16       ,chemical,2,herm_full_edgelist.csv
SMDDR , vBWML2        ,chemical,3,herm_full_edgelist.csv
SMDDR , vBWMR2        ,chemical,6,herm_full_edgelist.csv
SMDDR , vBWMR6        ,chemical,2,herm_full_edgelist.csv
SMDVL , IL2L          ,chemical,1,herm_full_edgelist.csv
SMDVL , CEPVR         ,chemical,1,herm_full_edgelist.csv
SMDVL , ALNL          ,chemical,2,herm_full_edgelist.csv
SMDVL , ALNR          ,chemical,6,herm_full_edgelist.csv
SMDVL , PLNL          ,chemical,6,herm_full_edgelist.csv
SMDVL , RIAL          ,chemical,19,herm_full_edgelist.csv
SMDVL , RIAR          ,chemical,31,herm_full_edgelist.csv
SMDVL , RIBR          ,chemical,1,herm_full_edgelist.csv
SMDVL , PVR           ,chemical,1,herm_full_edgelist.csv
SMDVL , RMDDR         ,chemical,3,herm_full_edgelist.csv
SMDVL , RMEV          ,chemical,1,herm_full_edgelist.csv
SMDVL , RIVL          ,chemical,6,herm_full_edgelist.csv
SMDVL , SIADR         ,chemical,1,herm_full_edgelist.csv
SMDVL , SIAVR         ,chemical,30,herm_full_edgelist.csv
SMDVL , SIBVL         ,chemical,30,herm_full_edgelist.csv
SMDVL , SMDDR         ,chemical,22,herm_full_edgelist.csv
SMDVL , SMDVR         ,chemical,2,herm_full_edgelist.csv
SMDVL , dBWML1        ,chemical,3,herm_full_edgelist.csv
SMDVL , dBWML2        ,chemical,3,herm_full_edgelist.csv
SMDVL , vBWMR2        ,chemical,7,herm_full_edgelist.csv
SMDVL , vBWMR3        ,chemical,8,herm_full_edgelist.csv
SMDVL , vBWMR5        ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR6        ,chemical,16,herm_full_edgelist.csv
SMDVL , vBWMR7        ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR8        ,chemical,20,herm_full_edgelist.csv
SMDVL , vBWMR9        ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR10       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR11       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR12       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR13       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR14       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR15       ,chemical,15,herm_full_edgelist.csv
SMDVL , vBWMR16       ,chemical,7,herm_full_edgelist.csv
SMDVR , CEPVL         ,chemical,1,herm_full_edgelist.csv
SMDVR , PLNL          ,chemical,6,herm_full_edgelist.csv
SMDVR , AIBR          ,chemical,1,herm_full_edgelist.csv
SMDVR , RIAL          ,chemical,24,herm_full_edgelist.csv
SMDVR , RIAR          ,chemical,16,herm_full_edgelist.csv
SMDVR , AVAR          ,chemical,1,herm_full_edgelist.csv
SMDVR , AVER          ,chemical,1,herm_full_edgelist.csv
SMDVR , RIML          ,chemical,1,herm_full_edgelist.csv
SMDVR , RMDDL         ,chemical,3,herm_full_edgelist.csv
SMDVR , RMED          ,chemical,9,herm_full_edgelist.csv
SMDVR , RIVR          ,chemical,1,herm_full_edgelist.csv
