from_neuron,to_neuron,from_pos,to_pos,from_type,to_type,mean_gap_weight,mean_chem_weight,uncertainty,data_sources
AINR,CEPVL,"(7.01, 67.38, -10.84)","(1.03, 39.34, 4.58)",inter,sensory,,2.3333333333333335,,"['funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AINR,RIAL,"(7.01, 67.38, -10.84)","(9.98, 51.21, 5.75)",inter,inter,2.0,,,['cook2019']
AINR,RIBL,"(7.01, 67.38, -10.84)","(3.07, 62.04, 6.02)",inter,inter,,4.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AINR,RIBR,"(7.01, 67.38, -10.84)","(2.3, 61.68, -6.76)",inter,inter,,1.6666666666666667,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AINR,RID,"(7.01, 67.38, -10.84)","(15.71, 48.01, -2.99)",inter,inter,,1.4285714285714286,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AINR,RIML,"(7.01, 67.38, -10.84)","(-0.63, 63.59, 4.45)",inter,motor,,1.0,,"['white1986_jsh', 'witvliet2020_7']"
AINR,URXL,"(7.01, 67.38, -10.84)","(13.05, 50.65, 2.27)",inter,sensory,,2.0,,"['cook2019', 'funconn']"
AINR,URXR,"(7.01, 67.38, -10.84)","(12.3, 50.87, -5.18)",inter,sensory,,2.0,,"['cook2019', 'funconn']"
AIYL,ADFL,"(-4.4, 71.42, 5.34)","(8.48, 54.18, 7.0)",inter,sensory,,1.0,,"['funconn', 'witvliet2020_8']"
AIYL,ADLL,"(-4.4, 71.42, 5.34)","(12.05, 59.13, 3.86)",inter,sensory,1.0,,,['witvliet2020_7']
AIYL,AFDL,"(-4.4, 71.42, 5.34)","(5.99, 53.37, 7.49)",inter,sensory,2.0,1.6666666666666667,0.4242640687119285,"['cook2019', 'funconn', 'white1986_jsh', 'witvliet2020_7']"
AIYL,AIBL,"(-4.4, 71.42, 5.34)","(2.53, 55.49, 5.95)",inter,inter,,2.5,,"['cook2019', 'witvliet2020_8']"
AIYL,AIYR,"(-4.4, 71.42, 5.34)","(-1.49, 59.43, -1.12)",inter,inter,2.3333333333333335,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,AIZL,"(-4.4, 71.42, 5.34)","(2.53, 68.92, 7.98)",inter,inter,,18.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,AIZR,"(-4.4, 71.42, 5.34)","(1.72, 67.51, -8.68)",inter,inter,,1.0,,"['witvliet2020_7', 'witvliet2020_8']"
AIYL,ASEL,"(-4.4, 71.42, 5.34)","(5.43, 61.3, 8.57)",inter,sensory,,1.5,,"['funconn', 'white1986_jsh', 'witvliet2020_8']"
AIYL,ASER,"(-4.4, 71.42, 5.34)","(5.42, 60.94, -10.37)",inter,sensory,1.0,1.0,0.0,"['cook2019', 'white1986_jsh', 'witvliet2020_8']"
AIYL,ASGL,"(-4.4, 71.42, 5.34)","(8.66, 59.98, 7.01)",inter,sensory,1.0,,,"['funconn', 'witvliet2020_8']"
AIYL,AUAL,"(-4.4, 71.42, 5.34)","(0.84, 60.91, 8.36)",inter,inter,,1.0,,['witvliet2020_8']
AIYL,AVBL,"(-4.4, 71.42, 5.34)","(5.1, 63.74, 7.12)",inter,inter,,1.0,,"['funconn', 'witvliet2020_8']"
AIYL,AVKL,"(-4.4, 71.42, 5.34)","(-5.94, 87.39, 3.82)",inter,inter,1.0,,,['cook2019']
AIYL,AWAL,"(-4.4, 71.42, 5.34)","(6.57, 57.58, 5.85)",inter,sensory,,4.5,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIYL,AWBL,"(-4.4, 71.42, 5.34)","(8.3, 57.36, 8.52)",inter,sensory,1.5,1.0,0.04999999999999999,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,AWCL,"(-4.4, 71.42, 5.34)","(3.0, 55.82, 9.03)",inter,sensory,,1.8,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
AIYL,AWCR,"(-4.4, 71.42, 5.34)","(1.74, 56.43, -9.51)",inter,sensory,,1.4,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
AIYL,BAGR,"(-4.4, 71.42, 5.34)","(4.06, 39.43, -8.24)",inter,sensory,1.0,2.0,0.0,['witvliet2020_8']
AIYL,HSNR,"(-4.4, 71.42, 5.34)","(-3.33, 452.01, 10.54)",inter,motor,,1.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
AIYL,RIAL,"(-4.4, 71.42, 5.34)","(9.98, 51.21, 5.75)",inter,inter,,10.875,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,RIAR,"(-4.4, 71.42, 5.34)","(9.13, 51.66, -7.32)",inter,inter,,2.0,,"['funconn', 'witvliet2020_8']"
AIYL,RIBL,"(-4.4, 71.42, 5.34)","(3.07, 62.04, 6.02)",inter,inter,1.0,9.0,11.267985622994024,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYL,RIBR,"(-4.4, 71.42, 5.34)","(2.3, 61.68, -6.76)",inter,inter,,1.0,,"['funconn', 'witvliet2020_8']"
AIYL,RIH,"(-4.4, 71.42, 5.34)","(-0.69, 47.05, -0.08)",inter,inter,,1.0,,['cook2019']
AIYL,RIML,"(-4.4, 71.42, 5.34)","(-0.63, 63.59, 4.45)",inter,motor,2.6666666666666665,1.0,0.16996731711975946,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIYL,RIR,"(-4.4, 71.42, 5.34)","(0.76, 54.1, 1.4)",inter,inter,,1.0,,"['cook2019', 'funconn', 'white1986_jsh']"
AIYR,ADFR,"(-1.49, 59.43, -1.12)","(7.15, 54.63, -8.88)",inter,sensory,,1.1666666666666667,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
AIYR,AFDR,"(-1.49, 59.43, -1.12)","(5.71, 53.11, -9.19)",inter,sensory,,1.0,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AIBR,"(-1.49, 59.43, -1.12)","(2.61, 55.94, -6.63)",inter,inter,,1.0,,['witvliet2020_7']
AIYR,AINL,"(-1.49, 59.43, -1.12)","(6.62, 68.22, 9.69)",inter,inter,,1.0,,"['cook2019', 'funconn']"
AIYR,AIYL,"(-1.49, 59.43, -1.12)","(-4.4, 71.42, 5.34)",inter,inter,2.3333333333333335,4.0,2.824721912892465,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AIZR,"(-1.49, 59.43, -1.12)","(1.72, 67.51, -8.68)",inter,inter,,17.5,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ASEL,"(-1.49, 59.43, -1.12)","(5.43, 61.3, 8.57)",inter,sensory,,2.0,,['cook2019']
AIYR,ASER,"(-1.49, 59.43, -1.12)","(5.42, 60.94, -10.37)",inter,sensory,1.0,2.75,1.1691342951089922,"['cook2019', 'funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ASGR,"(-1.49, 59.43, -1.12)","(8.0, 60.15, -8.22)",inter,sensory,2.0,2.0,0.09999999999999998,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,ASIR,"(-1.49, 59.43, -1.12)","(9.72, 63.42, -7.16)",inter,sensory,1.0,,,['cook2019']
AIYR,AUAR,"(-1.49, 59.43, -1.12)","(0.22, 60.76, -9.63)",inter,inter,1.0,2.0,0.0,"['cook2019', 'witvliet2020_8']"
AIYR,AWAR,"(-1.49, 59.43, -1.12)","(6.53, 57.24, -7.97)",inter,sensory,,1.1428571428571428,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,AWBR,"(-1.49, 59.43, -1.12)","(8.1, 57.4, -10.25)",inter,sensory,1.0,1.0,0.0,"['cook2019', 'witvliet2020_8']"
AIYR,AWCL,"(-1.49, 59.43, -1.12)","(3.0, 55.82, 9.03)",inter,sensory,,1.0,,['witvliet2020_7']
AIYR,BAGL,"(-1.49, 59.43, -1.12)","(5.69, 38.69, 8.54)",inter,sensory,4.0,1.0,0.0,"['funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,BAGR,"(-1.49, 59.43, -1.12)","(4.06, 39.43, -8.24)",inter,sensory,,1.0,,['cook2019']
AIYR,HSNL,"(-1.49, 59.43, -1.12)","(-1.78, 462.53, -9.81)",inter,motor,,1.0,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
AIYR,RIAR,"(-1.49, 59.43, -1.12)","(9.13, 51.66, -7.32)",inter,inter,,10.625,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,RIBR,"(-1.49, 59.43, -1.12)","(2.3, 61.68, -6.76)",inter,inter,,10.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIYR,RIMR,"(-1.49, 59.43, -1.12)","(-1.99, 62.64, -4.65)",inter,motor,2.0,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
AIYR,RIR,"(-1.49, 59.43, -1.12)","(0.76, 54.1, 1.4)",inter,inter,,1.0,,['witvliet2020_7']
AIYR,RIVR,"(-1.49, 59.43, -1.12)","(11.31, 64.38, -7.21)",inter,inter,,1.0,,['cook2019']
AIZL,ADFL,"(2.53, 68.92, 7.98)","(8.48, 54.18, 7.0)",inter,sensory,1.0,1.0,0.0,"['cook2019', 'funconn', 'witvliet2020_7']"
AIZL,AFDL,"(2.53, 68.92, 7.98)","(5.99, 53.37, 7.49)",inter,sensory,2.5,1.0,0.04999999999999999,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIAL,"(2.53, 68.92, 7.98)","(-4.67, 66.74, 0.66)",inter,inter,,6.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIBL,"(2.53, 68.92, 7.98)","(2.53, 55.49, 5.95)",inter,inter,,5.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIBR,"(2.53, 68.92, 7.98)","(2.61, 55.94, -6.63)",inter,inter,3.0,17.625,13.774245669001262,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AIZR,"(2.53, 68.92, 7.98)","(1.72, 67.51, -8.68)",inter,inter,6.75,1.0,0.6533567172685988,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ASEL,"(2.53, 68.92, 7.98)","(5.43, 61.3, 8.57)",inter,sensory,3.0,1.625,0.8929410674842994,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ASER,"(2.53, 68.92, 7.98)","(5.42, 60.94, -10.37)",inter,sensory,1.5,,,"['witvliet2020_7', 'witvliet2020_8']"
AIZL,ASGL,"(2.53, 68.92, 7.98)","(8.66, 59.98, 7.01)",inter,sensory,2.0,1.0,0.08164965809277258,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZL,ASHL,"(2.53, 68.92, 7.98)","(4.21, 58.42, 8.35)",inter,sensory,1.5,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,ASHR,"(2.53, 68.92, 7.98)","(3.81, 57.83, -10.2)",inter,sensory,1.0,,,"['funconn', 'witvliet2020_8']"
AIZL,AUAL,"(2.53, 68.92, 7.98)","(0.84, 60.91, 8.36)",inter,inter,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
AIZL,AUAR,"(2.53, 68.92, 7.98)","(0.22, 60.76, -9.63)",inter,inter,1.0,,,"['funconn', 'witvliet2020_8']"
AIZL,AVDL,"(2.53, 68.92, 7.98)","(5.35, 65.34, 9.11)",inter,inter,,1.0,,['witvliet2020_8']
AIZL,AVEL,"(2.53, 68.92, 7.98)","(4.58, 51.08, 5.98)",inter,inter,,3.6666666666666665,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AVER,"(2.53, 68.92, 7.98)","(3.63, 52.03, -6.09)",inter,inter,,8.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,AVKR,"(2.53, 68.92, 7.98)","(-5.64, 75.68, -3.17)",inter,inter,,4.0,,['cook2019']
AIZL,AWAL,"(2.53, 68.92, 7.98)","(6.57, 57.58, 5.85)",inter,sensory,3.0,2.0,0.0,"['cook2019', 'witvliet2020_7']"
AIZL,AWBL,"(2.53, 68.92, 7.98)","(8.3, 57.36, 8.52)",inter,sensory,,1.0,,['witvliet2020_7']
AIZL,AWCL,"(2.53, 68.92, 7.98)","(3.0, 55.82, 9.03)",inter,sensory,5.0,,,['witvliet2020_8']
AIZL,AWCR,"(2.53, 68.92, 7.98)","(1.74, 56.43, -9.51)",inter,sensory,3.0,1.5,0.45,"['cook2019', 'witvliet2020_8']"
AIZL,BAGR,"(2.53, 68.92, 7.98)","(4.06, 39.43, -8.24)",inter,sensory,2.0,1.0,0.0,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,DVA,"(2.53, 68.92, 7.98)","(10.96, 770.84, -1.61)",inter,inter,,1.0,,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZL,RIAL,"(2.53, 68.92, 7.98)","(9.98, 51.21, 5.75)",inter,inter,,11.125,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,RIAR,"(2.53, 68.92, 7.98)","(9.13, 51.66, -7.32)",inter,inter,,3.0,,"['funconn', 'witvliet2020_8']"
AIZL,RICR,"(2.53, 68.92, 7.98)","(-0.2, 69.97, -8.23)",inter,inter,,11.0,,"['cook2019', 'funconn']"
AIZL,RID,"(2.53, 68.92, 7.98)","(15.71, 48.01, -2.99)",inter,inter,,1.0,,"['funconn', 'witvliet2020_8']"
AIZL,RIGL,"(2.53, 68.92, 7.98)","(-8.73, 114.67, 1.71)",inter,inter,1.0,1.75,1.1691342951089922,"['cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZL,RIH,"(2.53, 68.92, 7.98)","(-0.69, 47.05, -0.08)",inter,inter,1.0,,,"['cook2019', 'funconn']"
AIZL,RIML,"(2.53, 68.92, 7.98)","(-0.63, 63.59, 4.45)",inter,motor,,11.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,SMBDL,"(2.53, 68.92, 7.98)","(-1.85, 59.79, 2.44)",inter,motor,,11.375,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,SMBDR,"(2.53, 68.92, 7.98)","(-1.45, 60.22, -1.9)",inter,motor,,1.0,,"['white1986_jsh', 'witvliet2020_8']"
AIZL,SMBVL,"(2.53, 68.92, 7.98)","(-2.88, 62.73, 3.55)",inter,motor,,11.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZL,SMBVR,"(2.53, 68.92, 7.98)","(-4.46, 67.29, -1.61)",inter,motor,,3.0,,['witvliet2020_8']
AIZL,SMDVL,"(2.53, 68.92, 7.98)","(10.92, 51.19, 7.29)",inter,motor,,3.0,,"['cook2019', 'funconn']"
AIZL,URYDL,"(2.53, 68.92, 7.98)","(12.32, 34.36, 4.64)",inter,sensory,,2.0,,"['cook2019', 'witvliet2020_7']"
AIZL,VB2,"(2.53, 68.92, 7.98)","(-8.14, 85.76, 1.61)",inter,motor,,1.0,,"['funconn', 'openworm', 'white1986_whole']"
AIZR,ADFR,"(1.72, 67.51, -8.68)","(7.15, 54.63, -8.88)",inter,sensory,,1.0,,['cook2019']
AIZR,AFDR,"(1.72, 67.51, -8.68)","(5.71, 53.11, -9.19)",inter,sensory,1.0,1.0,0.0,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AIAR,"(1.72, 67.51, -8.68)","(-4.73, 67.33, -0.99)",inter,inter,,4.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AIBL,"(1.72, 67.51, -8.68)","(2.53, 55.49, 5.95)",inter,inter,4.0,16.625,12.70353666307143,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AIBR,"(1.72, 67.51, -8.68)","(2.61, 55.94, -6.63)",inter,inter,,3.125,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AIYR,"(1.72, 67.51, -8.68)","(-1.49, 59.43, -1.12)",inter,inter,,1.0,,['witvliet2020_8']
AIZR,AIZL,"(1.72, 67.51, -8.68)","(2.53, 68.92, 7.98)",inter,inter,6.75,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AIZR,"(1.72, 67.51, -8.68)","(1.72, 67.51, -8.68)",inter,inter,2.0,,,['witvliet2020_8']
AIZR,ASEL,"(1.72, 67.51, -8.68)","(5.43, 61.3, 8.57)",inter,sensory,1.0,,,"['funconn', 'witvliet2020_8']"
AIZR,ASER,"(1.72, 67.51, -8.68)","(5.42, 60.94, -10.37)",inter,sensory,7.0,1.25,0.3897114317029974,"['cook2019', 'funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,ASGR,"(1.72, 67.51, -8.68)","(8.0, 60.15, -8.22)",inter,sensory,1.5,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,ASHL,"(1.72, 67.51, -8.68)","(4.21, 58.42, 8.35)",inter,sensory,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
AIZR,ASHR,"(1.72, 67.51, -8.68)","(3.81, 57.83, -10.2)",inter,sensory,3.0,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AUAR,"(1.72, 67.51, -8.68)","(0.22, 60.76, -9.63)",inter,inter,2.0,,,['witvliet2020_8']
AIZR,AVAL,"(1.72, 67.51, -8.68)","(6.7, 50.2, 8.41)",inter,inter,,1.0,,"['funconn', 'witvliet2020_8']"
AIZR,AVEL,"(1.72, 67.51, -8.68)","(4.58, 51.08, 5.98)",inter,inter,,7.625,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AVER,"(1.72, 67.51, -8.68)","(3.63, 52.03, -6.09)",inter,inter,1.0,1.5,0.45,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AWAR,"(1.72, 67.51, -8.68)","(6.53, 57.24, -7.97)",inter,sensory,2.0,1.0,0.09999999999999998,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
AIZR,AWBL,"(1.72, 67.51, -8.68)","(8.3, 57.36, 8.52)",inter,sensory,1.0,,,['witvliet2020_8']
AIZR,AWBR,"(1.72, 67.51, -8.68)","(8.1, 57.4, -10.25)",inter,sensory,,2.0,,"['funconn', 'white1986_jsh', 'witvliet2020_8']"
AIZR,AWCL,"(1.72, 67.51, -8.68)","(3.0, 55.82, 9.03)",inter,sensory,2.0,3.0,0.09999999999999998,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,AWCR,"(1.72, 67.51, -8.68)","(1.74, 56.43, -9.51)",inter,sensory,3.5,2.0,0.04999999999999999,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,BAGL,"(1.72, 67.51, -8.68)","(5.69, 38.69, 8.54)",inter,sensory,2.0,1.0,0.0,"['funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,DVA,"(1.72, 67.51, -8.68)","(10.96, 770.84, -1.61)",inter,inter,,1.6666666666666667,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
AIZR,DVC,"(1.72, 67.51, -8.68)","(11.85, 772.86, 1.55)",inter,inter,1.0,,,['witvliet2020_8']
AIZR,RIAL,"(1.72, 67.51, -8.68)","(9.98, 51.21, 5.75)",inter,inter,,1.0,,['witvliet2020_7']
AIZR,RIAR,"(1.72, 67.51, -8.68)","(9.13, 51.66, -7.32)",inter,inter,,9.875,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,RIBR,"(1.72, 67.51, -8.68)","(2.3, 61.68, -6.76)",inter,inter,,1.0,,['white1986_jsh']
AIZR,RIGL,"(1.72, 67.51, -8.68)","(-8.73, 114.67, 1.71)",inter,inter,1.0,,,"['funconn', 'witvliet2020_8']"
AIZR,RIH,"(1.72, 67.51, -8.68)","(-0.69, 47.05, -0.08)",inter,inter,,1.0,,"['funconn', 'witvliet2020_8']"
AIZR,RIMR,"(1.72, 67.51, -8.68)","(-1.99, 62.64, -4.65)",inter,motor,,10.75,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,SIADR,"(1.72, 67.51, -8.68)","(-2.23, 53.27, -1.59)",inter,motor,,1.0,,['cook2019']
AIZR,SMBDL,"(1.72, 67.51, -8.68)","(-1.85, 59.79, 2.44)",inter,motor,,1.0,,['witvliet2020_7']
AIZR,SMBDR,"(1.72, 67.51, -8.68)","(-1.45, 60.22, -1.9)",inter,motor,,8.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,SMBVR,"(1.72, 67.51, -8.68)","(-4.46, 67.29, -1.61)",inter,motor,,7.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
AIZR,SMDDR,"(1.72, 67.51, -8.68)","(0.01, 54.1, -2.69)",inter,motor,,1.6,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ALA,ADEL,"(15.36, 51.26, -2.16)","(-0.12, 87.97, 10.5)",sensory,sensory,,1.0,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
ALA,ADLL,"(15.36, 51.26, -2.16)","(12.05, 59.13, 3.86)",sensory,sensory,,1.0,,"['witvliet2020_7', 'witvliet2020_8']"
ALA,ASJL,"(15.36, 51.26, -2.16)","(-0.02, 64.06, 5.64)",sensory,sensory,2.0,,,"['cook2019', 'funconn']"
ALA,ASJR,"(15.36, 51.26, -2.16)","(-1.08, 64.01, -5.99)",sensory,sensory,,4.0,,['cook2019']
ALA,ASKR,"(15.36, 51.26, -2.16)","(11.18, 54.43, -6.32)",sensory,sensory,1.0,,,['cook2019']
ALA,AVAL,"(15.36, 51.26, -2.16)","(6.7, 50.2, 8.41)",sensory,inter,,1.0,,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ALA,AVAR,"(15.36, 51.26, -2.16)","(4.79, 50.99, -9.13)",sensory,inter,,1.0,,['witvliet2020_8']
ALA,AVDR,"(15.36, 51.26, -2.16)","(5.14, 65.45, -10.59)",sensory,inter,,1.0,,"['cook2019', 'funconn']"
ALA,AVEL,"(15.36, 51.26, -2.16)","(4.58, 51.08, 5.98)",sensory,inter,,3.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ALA,AVER,"(15.36, 51.26, -2.16)","(3.63, 52.03, -6.09)",sensory,inter,3.0,2.5,1.1022703842524302,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ALA,BDUL,"(15.36, 51.26, -2.16)","(7.64, 186.23, -10.13)",sensory,inter,,1.0,,['witvliet2020_7']
ALA,HSNL,"(15.36, 51.26, -2.16)","(-1.78, 462.53, -9.81)",sensory,motor,1.0,,,['cook2019']
ALA,HSNR,"(15.36, 51.26, -2.16)","(-3.33, 452.01, 10.54)",sensory,motor,1.0,,,['cook2019']
ALA,PVDL,"(15.36, 51.26, -2.16)","(12.66, 555.97, -8.11)",sensory,sensory,250.0,75.0,0.0,['cook2019']
ALA,PVDR,"(15.36, 51.26, -2.16)","(11.6, 540.27, 7.0)",sensory,sensory,250.0,75.0,0.0,['cook2019']
ALA,PVNL,"(15.36, 51.26, -2.16)","(6.9, 794.35, 3.24)",sensory,inter,,1.0,,['witvliet2020_7']
ALA,PVQL,"(15.36, 51.26, -2.16)","(6.02, 766.78, 6.41)",sensory,inter,2.0,,,['white1986_jsh']
ALA,PVQR,"(15.36, 51.26, -2.16)","(6.11, 767.28, -5.59)",sensory,inter,1.5,,,"['white1986_jsh', 'witvliet2020_8']"
ALA,RIAR,"(15.36, 51.26, -2.16)","(9.13, 51.66, -7.32)",sensory,inter,,2.0,,['cook2019']
