from_neuron,to_neuron,from_pos,to_pos,from_type,to_type,mean_gap_weight,mean_chem_weight,uncertainty,data_sources
SIADL,AVFR,"(-1.65, 55.68, 2.21)","(-8.59, 95.54, 0.49)",motor,inter,,1.0,,['cook2019']
SIADL,RIBL,"(-1.65, 55.68, 2.21)","(3.07, 62.04, 6.02)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIADL,RIML,"(-1.65, 55.68, 2.21)","(-0.63, 63.59, 4.45)",motor,motor,1.0,,,['cook2019']
SIADL,RMDDR,"(-1.65, 55.68, 2.21)","(-0.46, 56.06, -2.32)",motor,motor,1.0,,,['cook2019']
SIADL,RMDL,"(-1.65, 55.68, 2.21)","(3.32, 50.76, 8.18)",motor,motor,,4.0,,['cook2019']
SIADL,SDQR,"(-1.65, 55.68, 2.21)","(20.0, 241.27, 9.89)",motor,inter,,4.0,,['cook2019']
SIADL,SIBDL,"(-1.65, 55.68, 2.21)","(1.28, 53.7, 6.25)",motor,motor,,4.0,,['cook2019']
SIADL,SMBDL,"(-1.65, 55.68, 2.21)","(-1.85, 59.79, 2.44)",motor,motor,2.0,18.0,0.0,['cook2019']
SIADL,SMDDL,"(-1.65, 55.68, 2.21)","(-0.48, 51.1, 2.46)",motor,motor,,17.0,,['cook2019']
SIADR,AIBL,"(-2.23, 53.27, -1.59)","(2.53, 55.49, 5.95)",motor,inter,1.0,,,['cook2019']
SIADR,ALML,"(-2.23, 53.27, -1.59)","(11.79, 337.49, -11.86)",motor,sensory,,1.0,,['cook2019']
SIADR,AVAL,"(-2.23, 53.27, -1.59)","(6.7, 50.2, 8.41)",motor,inter,,1.0,,['cook2019']
SIADR,CEPDL,"(-2.23, 53.27, -1.59)","(13.62, 49.58, 3.7)",motor,sensory,,1.0,,['cook2019']
SIADR,DVA,"(-2.23, 53.27, -1.59)","(10.96, 770.84, -1.61)",motor,inter,1.0,,,['cook2019']
SIADR,FLPL,"(-2.23, 53.27, -1.59)","(0.02, 81.11, 10.58)",motor,sensory,1.0,,,['cook2019']
SIADR,IL1VR,"(-2.23, 53.27, -1.59)","(0.96, 29.64, -1.72)",motor,sensory,,1.0,,['cook2019']
SIADR,RIBL,"(-2.23, 53.27, -1.59)","(3.07, 62.04, 6.02)",motor,inter,1.0,,,['witvliet2020_8']
SIADR,RIBR,"(-2.23, 53.27, -1.59)","(2.3, 61.68, -6.76)",motor,inter,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SIADR,RIMR,"(-2.23, 53.27, -1.59)","(-1.99, 62.64, -4.65)",motor,motor,1.0,,,['cook2019']
SIADR,SDQL,"(-2.23, 53.27, -1.59)","(8.99, 559.25, -7.45)",motor,inter,1.0,4.0,0.0,['cook2019']
SIADR,SIBDR,"(-2.23, 53.27, -1.59)","(1.43, 54.5, -6.72)",motor,motor,,4.0,,['cook2019']
SIADR,SMBDR,"(-2.23, 53.27, -1.59)","(-1.45, 60.22, -1.9)",motor,motor,3.0,17.0,0.0,['cook2019']
SIADR,SMDDR,"(-2.23, 53.27, -1.59)","(0.01, 54.1, -2.69)",motor,motor,1.0,17.0,0.0,['cook2019']
SIAVL,ADEL,"(-3.37, 66.79, 3.33)","(-0.12, 87.97, 10.5)",motor,sensory,,1.0,,['cook2019']
SIAVL,AIBR,"(-3.37, 66.79, 3.33)","(2.61, 55.94, -6.63)",motor,inter,1.0,,,['cook2019']
SIAVL,AVHR,"(-3.37, 66.79, 3.33)","(8.96, 62.82, -9.77)",motor,inter,1.0,,,['cook2019']
SIAVL,IL2L,"(-3.37, 66.79, 3.33)","(7.93, 29.9, 9.15)",motor,sensory,,1.0,,['cook2019']
SIAVL,PLNL,"(-3.37, 66.79, 3.33)","(3.83, 770.37, 5.29)",motor,inter,,10.0,,['cook2019']
SIAVL,RIAR,"(-3.37, 66.79, 3.33)","(9.13, 51.66, -7.32)",motor,inter,1.0,,,['cook2019']
SIAVL,RIBL,"(-3.37, 66.79, 3.33)","(3.07, 62.04, 6.02)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
SIAVL,RMDVR,"(-3.37, 66.79, 3.33)","(5.29, 48.66, -10.21)",motor,motor,1.0,,,['cook2019']
SIAVL,SIBDL,"(-3.37, 66.79, 3.33)","(1.28, 53.7, 6.25)",motor,motor,2.0,,,['cook2019']
SIAVL,SIBVL,"(-3.37, 66.79, 3.33)","(-2.49, 59.54, 2.74)",motor,motor,2.0,,,['cook2019']
SIAVL,SIBVR,"(-3.37, 66.79, 3.33)","(-1.56, 53.46, -1.27)",motor,motor,,2.0,,['cook2019']
SIAVL,SMBVL,"(-3.37, 66.79, 3.33)","(-2.88, 62.73, 3.55)",motor,motor,,2.0,,['cook2019']
SIAVL,SMDVR,"(-3.37, 66.79, 3.33)","(9.15, 51.03, -9.28)",motor,motor,1.0,10.0,0.0,"['cook2019', 'witvliet2020_7']"
SIAVR,DVA,"(-4.92, 69.64, -2.1)","(10.96, 770.84, -1.61)",motor,inter,1.0,,,['cook2019']
SIAVR,PLNR,"(-4.92, 69.64, -2.1)","(4.33, 773.01, -4.55)",motor,inter,,10.0,,['cook2019']
SIAVR,RIAR,"(-4.92, 69.64, -2.1)","(9.13, 51.66, -7.32)",motor,inter,1.0,,,['cook2019']
SIAVR,RIBR,"(-4.92, 69.64, -2.1)","(2.3, 61.68, -6.76)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
SIAVR,RMDDL,"(-4.92, 69.64, -2.1)","(0.2, 55.78, 3.91)",motor,motor,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
SIAVR,RMDL,"(-4.92, 69.64, -2.1)","(3.32, 50.76, 8.18)",motor,motor,1.0,1.0,0.0,['cook2019']
SIAVR,RMDVL,"(-4.92, 69.64, -2.1)","(7.1, 47.33, 9.76)",motor,motor,1.0,,,['cook2019']
SIAVR,SAADR,"(-4.92, 69.64, -2.1)","(-0.86, 50.27, -0.39)",motor,inter,,4.0,,['white1986_jsh']
SIAVR,SDQR,"(-4.92, 69.64, -2.1)","(20.0, 241.27, 9.89)",motor,inter,1.0,,,['cook2019']
SIAVR,SIBVL,"(-4.92, 69.64, -2.1)","(-2.49, 59.54, 2.74)",motor,motor,,2.0,,['cook2019']
SIBDL,ADEL,"(1.28, 53.7, 6.25)","(-0.12, 87.97, 10.5)",motor,sensory,1.0,,,['cook2019']
SIBDL,AIMR,"(1.28, 53.7, 6.25)","(-5.01, 70.59, -3.48)",motor,inter,1.5,,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
SIBDL,AVAR,"(1.28, 53.7, 6.25)","(4.79, 50.99, -9.13)",motor,inter,1.0,,,['cook2019']
SIBDL,AVDR,"(1.28, 53.7, 6.25)","(5.14, 65.45, -10.59)",motor,inter,1.0,,,['cook2019']
SIBDL,RIBL,"(1.28, 53.7, 6.25)","(3.07, 62.04, 6.02)",motor,inter,2.75,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIBDL,SIADL,"(1.28, 53.7, 6.25)","(-1.65, 55.68, 2.21)",motor,motor,,2.0,,['cook2019']
SIBDL,SIAVL,"(1.28, 53.7, 6.25)","(-3.37, 66.79, 3.33)",motor,motor,2.0,,,['cook2019']
SIBDL,SIBVL,"(1.28, 53.7, 6.25)","(-2.49, 59.54, 2.74)",motor,motor,3.6666666666666665,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SIBDL,SMBDL,"(1.28, 53.7, 6.25)","(-1.85, 59.79, 2.44)",motor,motor,1.0,,,"['cook2019', 'witvliet2020_7']"
SIBDL,SMBVL,"(1.28, 53.7, 6.25)","(-2.88, 62.73, 3.55)",motor,motor,2.5,,,"['cook2019', 'witvliet2020_7']"
SIBDL,SMDDL,"(1.28, 53.7, 6.25)","(-0.48, 51.1, 2.46)",motor,motor,3.0,,,['cook2019']
SIBDR,AIML,"(1.43, 54.5, -6.72)","(-6.77, 79.31, 2.87)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
SIBDR,PVCR,"(1.43, 54.5, -6.72)","(5.98, 776.14, -5.19)",motor,inter,1.0,,,['cook2019']
SIBDR,RIBR,"(1.43, 54.5, -6.72)","(2.3, 61.68, -6.76)",motor,inter,2.3333333333333335,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIBDR,RICR,"(1.43, 54.5, -6.72)","(-0.2, 69.97, -8.23)",motor,inter,,1.0,,['white1986_jsh']
SIBDR,RIVL,"(1.43, 54.5, -6.72)","(11.92, 64.03, 4.43)",motor,inter,1.0,,,['cook2019']
SIBDR,RMDDR,"(1.43, 54.5, -6.72)","(-0.46, 56.06, -2.32)",motor,motor,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
SIBDR,SIADR,"(1.43, 54.5, -6.72)","(-2.23, 53.27, -1.59)",motor,motor,,2.0,,['cook2019']
SIBDR,SIBVR,"(1.43, 54.5, -6.72)","(-1.56, 53.46, -1.27)",motor,motor,4.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SIBDR,SMBDR,"(1.43, 54.5, -6.72)","(-1.45, 60.22, -1.9)",motor,motor,,1.0,,['white1986_jsh']
SIBDR,SMBVR,"(1.43, 54.5, -6.72)","(-4.46, 67.29, -1.61)",motor,motor,1.0,,,['cook2019']
SIBDR,SMDDR,"(1.43, 54.5, -6.72)","(0.01, 54.1, -2.69)",motor,motor,,10.0,,['cook2019']
SIBVL,ADEL,"(-2.49, 59.54, 2.74)","(-0.12, 87.97, 10.5)",motor,sensory,1.0,,,['cook2019']
SIBVL,ALNR,"(-2.49, 59.54, 2.74)","(12.15, 786.6, -4.0)",motor,sensory,,1.0,,['cook2019']
SIBVL,AVBL,"(-2.49, 59.54, 2.74)","(5.1, 63.74, 7.12)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
SIBVL,AVBR,"(-2.49, 59.54, 2.74)","(4.83, 62.69, -9.41)",motor,inter,2.3333333333333335,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
SIBVL,PVCR,"(-2.49, 59.54, 2.74)","(5.98, 776.14, -5.19)",motor,inter,1.0,,,['cook2019']
SIBVL,PVPL,"(-2.49, 59.54, 2.74)","(-3.27, 731.85, 1.07)",motor,inter,,1.0,,['cook2019']
SIBVL,RIBL,"(-2.49, 59.54, 2.74)","(3.07, 62.04, 6.02)",motor,inter,2.0,,,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIBVL,RIBR,"(-2.49, 59.54, 2.74)","(2.3, 61.68, -6.76)",motor,inter,1.5,,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
SIBVL,RMDL,"(-2.49, 59.54, 2.74)","(3.32, 50.76, 8.18)",motor,motor,2.0,,,['cook2019']
SIBVL,SDQR,"(-2.49, 59.54, 2.74)","(20.0, 241.27, 9.89)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
SIBVL,SIAVL,"(-2.49, 59.54, 2.74)","(-3.37, 66.79, 3.33)",motor,motor,2.0,,,['cook2019']
SIBVL,SIAVR,"(-2.49, 59.54, 2.74)","(-4.92, 69.64, -2.1)",motor,motor,,5.0,,['cook2019']
SIBVL,SIBDL,"(-2.49, 59.54, 2.74)","(1.28, 53.7, 6.25)",motor,motor,3.6666666666666665,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SIBVL,SIBVR,"(-2.49, 59.54, 2.74)","(-1.56, 53.46, -1.27)",motor,motor,1.0,,,['cook2019']
SIBVL,SMBDL,"(-2.49, 59.54, 2.74)","(-1.85, 59.79, 2.44)",motor,motor,1.0,,,['witvliet2020_7']
SIBVL,SMBDR,"(-2.49, 59.54, 2.74)","(-1.45, 60.22, -1.9)",motor,motor,1.0,1.0,0.0,"['cook2019', 'witvliet2020_8']"
SIBVL,SMBVL,"(-2.49, 59.54, 2.74)","(-2.88, 62.73, 3.55)",motor,motor,2.0,,,['cook2019']
SIBVR,AIML,"(-1.56, 53.46, -1.27)","(-6.77, 79.31, 2.87)",motor,inter,1.0,,,['witvliet2020_7']
SIBVR,AVBL,"(-1.56, 53.46, -1.27)","(5.1, 63.74, 7.12)",motor,inter,1.5,,,"['white1986_jsh', 'witvliet2020_7']"
SIBVR,AVBR,"(-1.56, 53.46, -1.27)","(4.83, 62.69, -9.41)",motor,inter,1.0,,,['cook2019']
SIBVR,AVDR,"(-1.56, 53.46, -1.27)","(5.14, 65.45, -10.59)",motor,inter,,1.0,,['cook2019']
SIBVR,PVCR,"(-1.56, 53.46, -1.27)","(5.98, 776.14, -5.19)",motor,inter,1.0,,,['cook2019']
SIBVR,RIBL,"(-1.56, 53.46, -1.27)","(3.07, 62.04, 6.02)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIBVR,RIBR,"(-1.56, 53.46, -1.27)","(2.3, 61.68, -6.76)",motor,inter,3.25,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SIBVR,RID,"(-1.56, 53.46, -1.27)","(15.71, 48.01, -2.99)",motor,inter,,1.0,,['cook2019']
SIBVR,RMDDL,"(-1.56, 53.46, -1.27)","(0.2, 55.78, 3.91)",motor,motor,2.0,,,['cook2019']
SIBVR,RMDVL,"(-1.56, 53.46, -1.27)","(7.1, 47.33, 9.76)",motor,motor,1.0,,,['cook2019']
SIBVR,RMHL,"(-1.56, 53.46, -1.27)","(-0.78, 58.16, 3.15)",motor,motor,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
SIBVR,SIAVL,"(-1.56, 53.46, -1.27)","(-3.37, 66.79, 3.33)",motor,motor,,5.0,,['cook2019']
SIBVR,SIBDR,"(-1.56, 53.46, -1.27)","(1.43, 54.5, -6.72)",motor,motor,4.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SIBVR,SIBVL,"(-1.56, 53.46, -1.27)","(-2.49, 59.54, 2.74)",motor,motor,1.0,,,['cook2019']
SIBVR,SMBDL,"(-1.56, 53.46, -1.27)","(-1.85, 59.79, 2.44)",motor,motor,1.0,,,['cook2019']
SIBVR,SMBDR,"(-1.56, 53.46, -1.27)","(-1.45, 60.22, -1.9)",motor,motor,1.5,,,"['witvliet2020_7', 'witvliet2020_8']"
SIBVR,SMBVR,"(-1.56, 53.46, -1.27)","(-4.46, 67.29, -1.61)",motor,motor,2.0,,,['white1986_jsh']
SMBDL,ADAL,"(-1.85, 59.79, 2.44)","(0.03, 94.34, 10.31)",motor,inter,,2.0,,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
SMBDL,AIZL,"(-1.85, 59.79, 2.44)","(2.53, 68.92, 7.98)",motor,inter,,1.0,,"['cook2019', 'funconn']"
SMBDL,ALNR,"(-1.85, 59.79, 2.44)","(12.15, 786.6, -4.0)",motor,sensory,1.0,2.0,0.7348469228349535,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
SMBDL,AVAR,"(-1.85, 59.79, 2.44)","(4.79, 50.99, -9.13)",motor,inter,,1.0,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
SMBDL,AVKL,"(-1.85, 59.79, 2.44)","(-5.94, 87.39, 3.82)",motor,inter,2.3333333333333335,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
SMBDL,AVKR,"(-1.85, 59.79, 2.44)","(-5.64, 75.68, -3.17)",motor,inter,1.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
SMBDL,RIBL,"(-1.85, 59.79, 2.44)","(3.07, 62.04, 6.02)",motor,inter,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
SMBDL,RIH,"(-1.85, 59.79, 2.44)","(-0.69, 47.05, -0.08)",motor,inter,,2.0,,['cook2019']
SMBDL,RMDDL,"(-1.85, 59.79, 2.44)","(0.2, 55.78, 3.91)",motor,motor,,1.0,,"['witvliet2020_7', 'witvliet2020_8']"
SMBDL,RMED,"(-1.85, 59.79, 2.44)","(15.5, 40.14, -2.72)",motor,motor,,3.625,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDL,SAADL,"(-1.85, 59.79, 2.44)","(-0.9, 53.44, 1.45)",motor,inter,2.0,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDL,SAAVL,"(-1.85, 59.79, 2.44)","(9.73, 49.05, 6.88)",motor,inter,,1.5,,"['witvliet2020_7', 'witvliet2020_8']"
SMBDL,SAAVR,"(-1.85, 59.79, 2.44)","(8.24, 49.34, -8.03)",motor,inter,1.0,3.875,2.9997656158440114,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDL,SDQR,"(-1.85, 59.79, 2.44)","(20.0, 241.27, 9.89)",motor,inter,,18.0,,['cook2019']
SMBDL,SIADL,"(-1.85, 59.79, 2.44)","(-1.65, 55.68, 2.21)",motor,motor,2.0,19.0,0.0,['cook2019']
SMBDL,SIAVL,"(-1.85, 59.79, 2.44)","(-3.37, 66.79, 3.33)",motor,motor,,3.0,,['cook2019']
SMBDL,SIBDL,"(-1.85, 59.79, 2.44)","(1.28, 53.7, 6.25)",motor,motor,1.0,,,"['cook2019', 'witvliet2020_7']"
SMBDL,SIBVL,"(-1.85, 59.79, 2.44)","(-2.49, 59.54, 2.74)",motor,motor,1.0,,,['witvliet2020_7']
SMBDL,SIBVR,"(-1.85, 59.79, 2.44)","(-1.56, 53.46, -1.27)",motor,motor,1.0,,,['cook2019']
SMBDL,SMBVL,"(-1.85, 59.79, 2.44)","(-2.88, 62.73, 3.55)",motor,motor,1.0,2.0,0.0,"['cook2019', 'witvliet2020_7']"
SMBDL,SMDDL,"(-1.85, 59.79, 2.44)","(-0.48, 51.1, 2.46)",motor,motor,,7.0,,['cook2019']
SMBDR,ADAL,"(-1.45, 60.22, -1.9)","(0.03, 94.34, 10.31)",motor,inter,,1.0,,['witvliet2020_8']
SMBDR,ALML,"(-1.45, 60.22, -1.9)","(11.79, 337.49, -11.86)",motor,sensory,1.0,,,['cook2019']
SMBDR,ALNL,"(-1.45, 60.22, -1.9)","(12.09, 784.36, 3.51)",motor,sensory,2.0,2.5,1.59248115565993,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDR,AVAL,"(-1.45, 60.22, -1.9)","(6.7, 50.2, 8.41)",motor,inter,,1.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
SMBDR,AVAR,"(-1.45, 60.22, -1.9)","(4.79, 50.99, -9.13)",motor,inter,,1.0,,['white1986_jsh']
SMBDR,AVKL,"(-1.45, 60.22, -1.9)","(-5.94, 87.39, 3.82)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
SMBDR,AVKR,"(-1.45, 60.22, -1.9)","(-5.64, 75.68, -3.17)",motor,inter,4.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SMBDR,RIBR,"(-1.45, 60.22, -1.9)","(2.3, 61.68, -6.76)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
SMBDR,RIVL,"(-1.45, 60.22, -1.9)","(11.92, 64.03, 4.43)",motor,inter,,1.0,,"['cook2019', 'funconn']"
SMBDR,RMDDR,"(-1.45, 60.22, -1.9)","(-0.46, 56.06, -2.32)",motor,motor,,1.0,,"['white1986_jsh', 'witvliet2020_8']"
SMBDR,RMED,"(-1.45, 60.22, -1.9)","(15.5, 40.14, -2.72)",motor,motor,,7.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDR,RMHR,"(-1.45, 60.22, -1.9)","(-1.22, 56.46, -0.14)",motor,motor,,1.0,,['witvliet2020_7']
SMBDR,SAADR,"(-1.45, 60.22, -1.9)","(-0.86, 50.27, -0.39)",motor,inter,2.5,,,"['witvliet2020_7', 'witvliet2020_8']"
SMBDR,SAAVL,"(-1.45, 60.22, -1.9)","(9.73, 49.05, 6.88)",motor,inter,2.0,4.428571428571429,1.9156711404537439,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBDR,SAAVR,"(-1.45, 60.22, -1.9)","(8.24, 49.34, -8.03)",motor,inter,,1.0,,"['white1986_jsh', 'witvliet2020_8']"
SMBDR,SDQL,"(-1.45, 60.22, -1.9)","(8.99, 559.25, -7.45)",motor,inter,,18.0,,['cook2019']
SMBDR,SIADR,"(-1.45, 60.22, -1.9)","(-2.23, 53.27, -1.59)",motor,motor,3.0,10.5,8.55,"['cook2019', 'witvliet2020_8']"
SMBDR,SIAVR,"(-1.45, 60.22, -1.9)","(-4.92, 69.64, -2.1)",motor,motor,,1.0,,['cook2019']
SMBDR,SIBDL,"(-1.45, 60.22, -1.9)","(1.28, 53.7, 6.25)",motor,motor,,2.0,,['witvliet2020_8']
SMBDR,SIBVL,"(-1.45, 60.22, -1.9)","(-2.49, 59.54, 2.74)",motor,motor,1.0,,,['witvliet2020_8']
SMBDR,SIBVR,"(-1.45, 60.22, -1.9)","(-1.56, 53.46, -1.27)",motor,motor,1.5,,,"['witvliet2020_7', 'witvliet2020_8']"
SMBDR,SMBDL,"(-1.45, 60.22, -1.9)","(-1.85, 59.79, 2.44)",motor,motor,,3.0,,['cook2019']
SMBDR,SMBVR,"(-1.45, 60.22, -1.9)","(-4.46, 67.29, -1.61)",motor,motor,2.0,,,['cook2019']
SMBDR,SMDDR,"(-1.45, 60.22, -1.9)","(0.01, 54.1, -2.69)",motor,motor,1.0,4.0,0.0,['cook2019']
SMBVL,AIML,"(-2.88, 62.73, 3.55)","(-6.77, 79.31, 2.87)",motor,inter,,1.0,,['cook2019']
SMBVL,AVBR,"(-2.88, 62.73, 3.55)","(4.83, 62.69, -9.41)",motor,inter,,1.0,,"['cook2019', 'funconn']"
SMBVL,AVFL,"(-2.88, 62.73, 3.55)","(-7.8, 94.37, 3.49)",motor,inter,,1.0,,['cook2019']
SMBVL,AVHR,"(-2.88, 62.73, 3.55)","(8.96, 62.82, -9.77)",motor,inter,,1.0,,['cook2019']
SMBVL,AVJR,"(-2.88, 62.73, 3.55)","(7.55, 65.13, -9.59)",motor,inter,,1.0,,"['cook2019', 'funconn']"
SMBVL,AVKL,"(-2.88, 62.73, 3.55)","(-5.94, 87.39, 3.82)",motor,inter,3.0,,,"['cook2019', 'funconn', 'white1986_jsh', 'witvliet2020_7']"
SMBVL,PLNL,"(-2.88, 62.73, 3.55)","(3.83, 770.37, 5.29)",motor,inter,,2.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBVL,PVPL,"(-2.88, 62.73, 3.55)","(-3.27, 731.85, 1.07)",motor,inter,,1.0,,['cook2019']
SMBVL,RMDVR,"(-2.88, 62.73, 3.55)","(5.29, 48.66, -10.21)",motor,motor,,1.3333333333333333,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
SMBVL,RMEV,"(-2.88, 62.73, 3.55)","(-0.27, 44.66, 1.17)",motor,motor,,6.875,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBVL,SAADL,"(-2.88, 62.73, 3.55)","(-0.9, 53.44, 1.45)",motor,inter,,6.714285714285714,,"['cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBVL,SAAVR,"(-2.88, 62.73, 3.55)","(8.24, 49.34, -8.03)",motor,inter,6.25,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
SMBVL,SIAVL,"(-2.88, 62.73, 3.55)","(-3.37, 66.79, 3.33)",motor,motor,,1.0,,"['cook2019', 'white1986_jsh']"
SMBVL,SIBDL,"(-2.88, 62.73, 3.55)","(1.28, 53.7, 6.25)",motor,motor,2.5,,,"['cook2019', 'witvliet2020_7']"
SMBVL,SIBVL,"(-2.88, 62.73, 3.55)","(-2.49, 59.54, 2.74)",motor,motor,2.0,,,['cook2019']
SMBVL,SMBDL,"(-2.88, 62.73, 3.55)","(-1.85, 59.79, 2.44)",motor,motor,1.0,2.0,0.0,"['cook2019', 'witvliet2020_7']"
SMBVR,ADFR,"(-4.46, 67.29, -1.61)","(7.15, 54.63, -8.88)",motor,sensory,1.0,,,['cook2019']
SMBVR,ADLR,"(-4.46, 67.29, -1.61)","(11.38, 58.8, -6.34)",motor,sensory,,2.0,,"['cook2019', 'funconn']"
SMBVR,AIMR,"(-4.46, 67.29, -1.61)","(-5.01, 70.59, -3.48)",motor,inter,1.0,,,['cook2019']
SMBVR,AVHL,"(-4.46, 67.29, -1.61)","(9.65, 62.68, 7.85)",motor,inter,,2.0,,['cook2019']
SMBVR,AVKL,"(-4.46, 67.29, -1.61)","(-5.94, 87.39, 3.82)",motor,inter,1.5,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SMBVR,AVKR,"(-4.46, 67.29, -1.61)","(-5.64, 75.68, -3.17)",motor,inter,3.0,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
SMBVR,CEPVR,"(-4.46, 67.29, -1.61)","(1.01, 40.68, -4.42)",motor,sensory,,5.0,,"['cook2019', 'witvliet2020_8']"
SMBVR,PLNR,"(-4.46, 67.29, -1.61)","(4.33, 773.01, -4.55)",motor,inter,,3.0,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
SMBVR,PVR,"(-4.46, 67.29, -1.61)","(8.07, 786.71, -3.88)",motor,inter,,2.0,,['cook2019']
