,neuron,clustering_impact,centrality_impact,motif_impact,type,symbolic_role,total_impact
1519,SIAVL,9.986817845099305e-05,0.00033558634954222695,0.936417183858642,Unknown,Unknown ❓,0.9368526383866352
661,SAADR ,2.3044086749746118e-05,3.913166471510099e-05,0.9268802660997911,Unknown,Unknown ❓,0.926942441851256
1448,RIPR,5.286987484253575e-05,0.0003584184279415317,0.9198396768125955,Unknown,Unknown ❓,0.9202509651153795
1484,AFDL,0.0001874389193550277,0.00031624200949373853,0.9153497361547428,Sensory,Unknown ❓,0.9158534170835916
411,ALNL ,2.3044086749746118e-05,3.913166471510099e-05,0.9135410548829744,Unknown,Unknown ❓,0.9136032306344393
44,BWM-VR04,8.929225572047034e-05,0.0008482869488815575,0.907638306148101,Unknown,Unknown ❓,0.9085758853527031
602, VD05          ,2.3044086749746118e-05,3.913166471510099e-05,0.8978307064020706,Unknown,Unknown ❓,0.8978928821535355
1070, PVDL        ,2.3044086749746118e-05,3.913166471510099e-05,0.8952345544102324,Unknown,Unknown ❓,0.8952967301616972
494, VB02          ,2.3044086749746118e-05,3.913166471510099e-05,0.8890413189919096,Unknown,Unknown ❓,0.8891034947433745
717, DB06          ,2.3044086749746118e-05,3.913166471510099e-05,0.8874388738120539,Unknown,Unknown ❓,0.8875010495635187
82,BWM-DR06,0.0001848775352150181,0.00029754662798776383,0.886255755388485,Unknown,Unknown ❓,0.8867381795516878
658,URAVL ,2.3044086749746118e-05,3.913166471510099e-05,0.8840165433728467,Unknown,Unknown ❓,0.8840787191243116
68,GLRDL,8.548117023803731e-05,0.00041196890650049974,0.8834540085537886,Unknown,Glia ⚙️,0.8839514586305272
1041, SMDVL       ,2.3044086749746118e-05,3.913166471510099e-05,0.875996786049844,Unknown,Motor 🦴,0.8760589618013088
656,URADL ,2.3044086749746118e-05,3.913166471510099e-05,0.8745399999983571,Unknown,Olfactory 🌬,0.8746021757498219
1211,dBWML9 ,2.3044086749746118e-05,3.913166471510099e-05,0.8742667497855336,Unknown,Unknown ❓,0.8743289255369985
984, IL1DL       ,2.3044086749746118e-05,3.913166471510099e-05,0.872661689070848,Unknown,Unknown ❓,0.8727238648223128
95,DVC,0.00020577622430471842,0.0003252967674574692,0.8698197051176066,Unknown,Unknown ❓,0.8703507781093688
870, pm1d        ,2.3044086749746118e-05,3.913166471510099e-05,0.8692521417412232,Unknown,Unknown ❓,0.8693143174926881
1307, vBWML10     ,2.3044086749746118e-05,3.913166471510099e-05,0.8691621866505178,Unknown,Unknown ❓,0.8692243624019826
896, mc3dr       ,2.3044086749746118e-05,3.913166471510099e-05,0.8672953522472729,Unknown,Unknown ❓,0.8673575279987378
104,BWM-VR07,0.00017923725241058425,0.00013693656088590005,0.8544668452467855,Unknown,Unknown ❓,0.854783019060082
1336,vBWMR1 ,2.3044086749746118e-05,3.913166471510099e-05,0.8541884396780688,Unknown,Unknown ❓,0.8542506154295336
1240, dBWML24     ,2.3044086749746118e-05,3.913166471510099e-05,0.8522358270322457,Unknown,Unknown ❓,0.8522980027837105
103,BWM-VR06,0.00020368161539274787,0.000112743665622674,0.8505954053208976,Unknown,Unknown ❓,0.850911830601913
209, ADAR          ,2.3044086749746118e-05,3.913166471510099e-05,0.8506521368899863,Unknown,Unknown ❓,0.8507143126414511
826, VC04          ,2.3044086749746118e-05,3.913166471510099e-05,0.8479450892992114,Unknown,Unknown ❓,0.8480072650506763
966, ALA         ,2.3044086749746118e-05,3.913166471510099e-05,0.8412770913407712,Unknown,Unknown ❓,0.841339267092236
1308, vBWMR8      ,2.3044086749746118e-05,3.913166471510099e-05,0.8344001739498784,Unknown,Unknown ❓,0.8344623497013433
676, dBWMR15       ,2.3044086749746118e-05,3.913166471510099e-05,0.834370484662827,Unknown,Unknown ❓,0.8344326604142919
1159, SABVL       ,2.3044086749746118e-05,3.913166471510099e-05,0.8328595282058965,Unknown,Unknown ❓,0.8329217039573613
1520,SIAVR,8.116120313562264e-05,0.0001077522837985242,0.8326855548677562,Unknown,Unknown ❓,0.8328744683546904
1168, VB05        ,2.3044086749746118e-05,3.913166471510099e-05,0.8325230364026387,Unknown,Unknown ❓,0.8325852121541035
1418, vm1pL       ,2.3044086749746118e-05,3.913166471510099e-05,0.8311263395180882,Unknown,Unknown ❓,0.8311885152695531
116,URYDR,2.9780704185855544e-05,0.0003549466381074623,0.8288489562459063,Unknown,Unknown ❓,0.8292336835881996
1202,dBWML4 ,2.3044086749746118e-05,3.913166471510099e-05,0.8287130051871069,Unknown,Unknown ❓,0.8287751809385717
590,PVQL ,2.3044086749746118e-05,3.913166471510099e-05,0.8284220155346323,Unknown,Unknown ❓,0.8284841912860972
240, RIFR          ,2.3044086749746118e-05,3.913166471510099e-05,0.8261556028790741,Unknown,Unknown ❓,0.8262177786305389
621, VA04          ,2.3044086749746118e-05,3.913166471510099e-05,0.8261216839492818,Unknown,Unknown ❓,0.8261838597007466
17,BWM-DL02,0.000187673341297101,0.00034022403333340226,0.8247023340372076,Unknown,Unknown ❓,0.8252302314118382
318, RMGL          ,2.3044086749746118e-05,3.913166471510099e-05,0.8251184871160527,Unknown,Glia ⚙️,0.8251806628675176
204, URXR          ,2.3044086749746118e-05,3.913166471510099e-05,0.822361574972812,Unknown,Unknown ❓,0.8224237507242769
1184, DD02        ,2.3044086749746118e-05,3.913166471510099e-05,0.822188652460151,Unknown,Unknown ❓,0.8222508282116159
1137, VD13        ,2.3044086749746118e-05,3.913166471510099e-05,0.8208906970809267,Unknown,Unknown ❓,0.8209528728323915
1118, AVFR        ,2.3044086749746118e-05,3.913166471510099e-05,0.8198138667877402,Unknown,Unknown ❓,0.819876042539205
349,IL2DR ,2.3044086749746118e-05,3.913166471510099e-05,0.8192135214508577,Unknown,Unknown ❓,0.8192756972023225
1447,RIPL,0.0001038568034697554,0.0007522815825961963,0.8155979683938691,Unknown,Unknown ❓,0.816454106779935
879, mc1dr       ,2.3044086749746118e-05,3.913166471510099e-05,0.8116802990842492,Unknown,Unknown ❓,0.811742474835714
117,I1L ,2.3044086749746118e-05,3.913166471510099e-05,0.81132367754401,Unknown,Unknown ❓,0.8113858532954749
645,RMDVL ,2.3044086749746118e-05,3.913166471510099e-05,0.8084322786490171,Unknown,Motor 🦴,0.808494454400482
314, dBWMR2        ,2.3044086749746118e-05,3.913166471510099e-05,0.8078651728136492,Unknown,Unknown ❓,0.8079273485651141
1255,dBWMR7 ,2.3044086749746118e-05,3.913166471510099e-05,0.8077598149413916,Unknown,Unknown ❓,0.8078219906928564
545, VD01          ,2.3044086749746118e-05,3.913166471510099e-05,0.8076545176031686,Unknown,Unknown ❓,0.8077166933546335
903,pm7vr ,2.3044086749746118e-05,3.913166471510099e-05,0.807644410763487,Unknown,Unknown ❓,0.8077065865149519
1069, VA10        ,2.3044086749746118e-05,3.913166471510099e-05,0.8047836665056138,Unknown,Unknown ❓,0.8048458422570787
1029, DB03        ,2.3044086749746118e-05,3.913166471510099e-05,0.8045544664771569,Unknown,Unknown ❓,0.8046166422286217
509,RICL ,2.3044086749746118e-05,3.913166471510099e-05,0.8042235020128222,Unknown,Unknown ❓,0.804285677764287
383,CEPVL ,2.3044086749746118e-05,3.913166471510099e-05,0.8039106233824592,Unknown,Glia ⚙️,0.803972799133924
159,M3R ,2.3044086749746118e-05,3.913166471510099e-05,0.8037324288494195,Unknown,Unknown ❓,0.8037946046008844
824, vm2pR         ,2.3044086749746118e-05,3.913166471510099e-05,0.8028378236478678,Unknown,Unknown ❓,0.8028999993993327
131, pm4d          ,2.3044086749746118e-05,3.913166471510099e-05,0.8003530652442427,Unknown,Unknown ❓,0.8004152409957075
1397,um2aL  ,2.3044086749746118e-05,3.913166471510099e-05,0.8000950834858713,Unknown,Unknown ❓,0.8001572592373362
1362,vBWMR14 ,2.3044086749746118e-05,3.913166471510099e-05,0.7999013073192979,Unknown,Unknown ❓,0.7999634830707627
1289,dBWMR24 ,2.3044086749746118e-05,3.913166471510099e-05,0.7967626971695836,Unknown,Unknown ❓,0.7968248729210484
518,RIR ,2.3044086749746118e-05,3.913166471510099e-05,0.7965129836453949,Unknown,Unknown ❓,0.7965751593968597
1017, RMDDR       ,2.3044086749746118e-05,3.913166471510099e-05,0.7958465015854396,Unknown,Motor 🦴,0.7959086773369044
201, AFDR          ,2.3044086749746118e-05,3.913166471510099e-05,0.7955947129827715,Unknown,Unknown ❓,0.7956568887342363
714,DA06 ,2.3044086749746118e-05,3.913166471510099e-05,0.7936502024363866,Unknown,Unknown ❓,0.7937123781878515
412,ALNR ,2.3044086749746118e-05,3.913166471510099e-05,0.792243021234602,Unknown,Unknown ❓,0.7923051969860668
772,VA08 ,2.3044086749746118e-05,3.913166471510099e-05,0.791204479065982,Unknown,Unknown ❓,0.7912666548174468
882,pm3vr ,2.3044086749746118e-05,3.913166471510099e-05,0.7897917916722766,Unknown,Unknown ❓,0.7898539674237415
369, SIBVR         ,2.3044086749746118e-05,3.913166471510099e-05,0.7893149085254739,Unknown,Unknown ❓,0.7893770842769388
1315,vBWML13 ,2.3044086749746118e-05,3.913166471510099e-05,0.7886390959596762,Unknown,Unknown ❓,0.788701271711141
115,URYDL,2.243120236717494e-05,0.0007083176329222797,0.786152981483383,Unknown,Unknown ❓,0.7868837303186724
1048, VA02        ,2.3044086749746118e-05,3.913166471510099e-05,0.7818263231137053,Unknown,Unknown ❓,0.7818884988651701
284,AWBL ,2.3044086749746118e-05,3.913166471510099e-05,0.7809021684080714,Unknown,Unknown ❓,0.7809643441595362
1491,SAADR,0.00017424853860038142,0.0004412721799922608,0.7797911048944192,Unknown,Unknown ❓,0.7804066256130118
441, VA09          ,2.3044086749746118e-05,3.913166471510099e-05,0.7801486448144033,Unknown,Unknown ❓,0.7802108205658681
804,VB10 ,2.3044086749746118e-05,3.913166471510099e-05,0.77890301383718,Unknown,Unknown ❓,0.7789651895886448
669,SIADL ,2.3044086749746118e-05,3.913166471510099e-05,0.778011817770827,Unknown,Olfactory 🌬,0.7780739935222918
977, AIYL        ,2.3044086749746118e-05,3.913166471510099e-05,0.7768190565898294,Unknown,Unknown ❓,0.7768812323412942
707,SMDVR ,2.3044086749746118e-05,3.913166471510099e-05,0.7756285575431244,Unknown,Motor 🦴,0.7756907332945893
1437,AIZR,0.000275788369172858,0.0008031367099392584,0.7745024209029149,Unknown,Unknown ❓,0.775581345982027
893,pm5vr ,2.3044086749746118e-05,3.913166471510099e-05,0.775462946455832,Unknown,Unknown ❓,0.7755251222072969
767,VA03 ,2.3044086749746118e-05,3.913166471510099e-05,0.7743581330326682,Unknown,Unknown ❓,0.774420308784133
251, ASKL          ,2.3044086749746118e-05,3.913166471510099e-05,0.7738325389119609,Unknown,Unknown ❓,0.7738947146634257
1492,SIADL,6.200212593500398e-05,0.00010616972378977183,0.7726654949053303,Unknown,Olfactory 🌬,0.772833666755055
1490,AVER,4.321531345864715e-05,0.0006580652164158683,0.7717191435590772,Interneuron,Unknown ❓,0.7724204240889517
542, vBWML16       ,2.3044086749746118e-05,3.913166471510099e-05,0.7722801385552884,Unknown,Unknown ❓,0.7723423143067533
75,SMDVR,9.70269387144812e-05,0.00093137902475243,0.7696645387590024,Unknown,Motor 🦴,0.7706929447224693
1483,AWCR,0.0002138022830287245,0.0003768134808288702,0.7695121411990916,Sensory,Olfactory 🌬,0.7701027569629492
862, pm6vr       ,2.3044086749746118e-05,3.913166471510099e-05,0.7698587672685259,Unknown,Unknown ❓,0.7699209430199907
1250, dBWMR5      ,2.3044086749746118e-05,3.913166471510099e-05,0.7688215321679763,Unknown,Unknown ❓,0.7688837079194412
463,ADEL ,2.3044086749746118e-05,3.913166471510099e-05,0.7688198617864828,Unknown,Unknown ❓,0.7688820375379476
701,SMBDR ,2.3044086749746118e-05,3.913166471510099e-05,0.768587194815268,Unknown,Unknown ❓,0.7686493705667329
928, AIAR        ,2.3044086749746118e-05,3.913166471510099e-05,0.7683357143071134,Unknown,Unknown ❓,0.7683978900585783
1290,vBWML1 ,2.3044086749746118e-05,3.913166471510099e-05,0.7673062980999248,Unknown,Unknown ❓,0.7673684738513896
1442,AWCL,0.00023925241679495501,0.0006795465915918884,0.7659529933474308,Sensory,Olfactory 🌬,0.7668717923558177
324, dBWML4        ,2.3044086749746118e-05,3.913166471510099e-05,0.7656629441052019,Unknown,Unknown ❓,0.7657251198566667
431, vBWMR7        ,2.3044086749746118e-05,3.913166471510099e-05,0.7653306921615316,Unknown,Unknown ❓,0.7653928679129964
342, URAVR         ,2.3044086749746118e-05,3.913166471510099e-05,0.764925345103696,Unknown,Unknown ❓,0.7649875208551609
25,BWM-VR02,0.0001614392874760423,0.0003629159189134392,0.7638620642790102,Unknown,Unknown ❓,0.7643864194853996
585, VD06          ,2.3044086749746118e-05,3.913166471510099e-05,0.7639465528326355,Unknown,Unknown ❓,0.7640087285841003
515,RIGR ,2.3044086749746118e-05,3.913166471510099e-05,0.7637506137011011,Unknown,Unknown ❓,0.7638127894525659
1296, vBWML4      ,2.3044086749746118e-05,3.913166471510099e-05,0.7635309274750549,Unknown,Unknown ❓,0.7635931032265197
1038, PVCR        ,2.3044086749746118e-05,3.913166471510099e-05,0.7622338636980052,Unknown,Oscillator 🔁,0.76229603944947
549,AVJR ,2.3044086749746118e-05,3.913166471510099e-05,0.7617557975654563,Unknown,Unknown ❓,0.7618179733169211
637,LUAR ,2.3044086749746118e-05,3.913166471510099e-05,0.761587948984508,Unknown,Unknown ❓,0.7616501247359728
302, dBWML6        ,2.3044086749746118e-05,3.913166471510099e-05,0.7600126838824129,Unknown,Unknown ❓,0.7600748596338778
932, SMDVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.756911935627727,Unknown,Motor 🦴,0.7569741113791918
725, dBWMR19       ,2.3044086749746118e-05,3.913166471510099e-05,0.7546997052848307,Unknown,Unknown ❓,0.7547618810362955
548,AVJL ,2.3044086749746118e-05,3.913166471510099e-05,0.7541354390349776,Unknown,Unknown ❓,0.7541976147864424
208, AIZR          ,2.3044086749746118e-05,3.913166471510099e-05,0.7532356007255885,Unknown,Unknown ❓,0.7532977764770533
954, ASHR        ,2.3044086749746118e-05,3.913166471510099e-05,0.753098599286659,Unknown,Unknown ❓,0.7531607750381238
828,VC02 ,2.3044086749746118e-05,3.913166471510099e-05,0.7528209115314061,Unknown,Unknown ❓,0.7528830872828709
1257,dBWMR8 ,2.3044086749746118e-05,3.913166471510099e-05,0.7501459015443667,Unknown,Unknown ❓,0.7502080772958315
474, PVT           ,2.3044086749746118e-05,3.913166471510099e-05,0.7496559333767815,Unknown,Unknown ❓,0.7497181091282463
1303,vBWML7 ,2.3044086749746118e-05,3.913166471510099e-05,0.7493643316255808,Unknown,Unknown ❓,0.7494265073770456
81,URBR,2.9516472878847455e-05,0.000279775067172639,0.7490387499567532,Unknown,Unknown ❓,0.7493480414968047
604, dBWML14       ,2.3044086749746118e-05,3.913166471510099e-05,0.7471619361465022,Unknown,Unknown ❓,0.747224111897967
963, AIYR        ,2.3044086749746118e-05,3.913166471510099e-05,0.7470982099873709,Unknown,Unknown ❓,0.7471603857388357
1385, intR        ,2.3044086749746118e-05,3.913166471510099e-05,0.7453729901325991,Unknown,Unknown ❓,0.7454351658840639
641,RMDDL ,2.3044086749746118e-05,3.913166471510099e-05,0.7433088744732382,Unknown,Motor 🦴,0.7433710502247031
805,VB11 ,2.3044086749746118e-05,3.913166471510099e-05,0.7429768652445242,Unknown,Unknown ❓,0.743039040995989
1058, DA02        ,2.3044086749746118e-05,3.913166471510099e-05,0.7418804955702475,Unknown,Unknown ❓,0.7419426713217123
812,VD07 ,2.3044086749746118e-05,3.913166471510099e-05,0.7408030625169507,Unknown,Unknown ❓,0.7408652382684155
1138, VC06        ,2.3044086749746118e-05,3.913166471510099e-05,0.7398323410881934,Unknown,Unknown ❓,0.7398945168396582
1130, DB07        ,2.3044086749746118e-05,3.913166471510099e-05,0.7393447740014002,Unknown,Unknown ❓,0.739406949752865
1229,dBWML18 ,2.3044086749746118e-05,3.913166471510099e-05,0.7392973854848984,Unknown,Unknown ❓,0.7393595612363633
595, DA05          ,2.3044086749746118e-05,3.913166471510099e-05,0.7387738582836695,Unknown,Unknown ❓,0.7388360340351343
1403,um1aL ,2.3044086749746118e-05,3.913166471510099e-05,0.7376852420740457,Unknown,Unknown ❓,0.7377474178255106
552, vBWMR6        ,2.3044086749746118e-05,3.913166471510099e-05,0.7367483724257985,Unknown,Unknown ❓,0.7368105481772633
855, pm5vl       ,2.3044086749746118e-05,3.913166471510099e-05,0.7363713357912426,Unknown,Unknown ❓,0.7364335115427074
22,IL1L,0.0002226620185870054,0.0008023442679190286,0.734384008556996,Unknown,Unknown ❓,0.7354090148435021
729, dBWML21       ,2.3044086749746118e-05,3.913166471510099e-05,0.7346145508246688,Unknown,Unknown ❓,0.7346767265761336
449,URXL ,2.3044086749746118e-05,3.913166471510099e-05,0.7334185275979053,Unknown,Unknown ❓,0.7334807033493701
223, OLQVL         ,2.3044086749746118e-05,3.913166471510099e-05,0.7331939398448716,Unknown,Unknown ❓,0.7332561155963364
871, pm3d        ,2.3044086749746118e-05,3.913166471510099e-05,0.7330756320782257,Unknown,Unknown ❓,0.7331378078296905
800,VB06 ,2.3044086749746118e-05,3.913166471510099e-05,0.7310542218184916,Unknown,Unknown ❓,0.7311163975699564
1136, VD11        ,2.3044086749746118e-05,3.913166471510099e-05,0.7301296127503747,Unknown,Unknown ❓,0.7301917885018395
1463,AVAL,8.848260839950522e-05,0.00032747642863590687,0.7296619444313137,Interneuron,Oscillator 🔁,0.7300779034683491
605, dBWMR10       ,2.3044086749746118e-05,3.913166471510099e-05,0.7296110538174313,Unknown,Unknown ❓,0.7296732295688961
348, RMEV          ,2.3044086749746118e-05,3.913166471510099e-05,0.7291174346169479,Unknown,Unknown ❓,0.7291796103684127
365, RMHR          ,2.3044086749746118e-05,3.913166471510099e-05,0.7279936771797869,Unknown,Unknown ❓,0.7280558529312517
819,HSNL ,2.3044086749746118e-05,3.913166471510099e-05,0.7272795603636268,Unknown,Unknown ❓,0.7273417361150917
1057, DA01        ,2.3044086749746118e-05,3.913166471510099e-05,0.726963740011532,Unknown,Unknown ❓,0.7270259157629968
1456,IL2R,0.0002443856836593164,0.00042133077503281823,0.7247642756582309,Unknown,Unknown ❓,0.725429992116923
1329,vBWML20 ,2.3044086749746118e-05,3.913166471510099e-05,0.7241064673138075,Unknown,Unknown ❓,0.7241686430652723
607, AS01          ,2.3044086749746118e-05,3.913166471510099e-05,0.7233987355558611,Unknown,Unknown ❓,0.7234609113073259
1172, VB03        ,2.3044086749746118e-05,3.913166471510099e-05,0.7216614917195253,Unknown,Unknown ❓,0.7217236674709901
561, VC02          ,2.3044086749746118e-05,3.913166471510099e-05,0.7214248590674591,Unknown,Unknown ❓,0.721487034818924
150,I3 ,2.3044086749746118e-05,3.913166471510099e-05,0.7210740178128011,Unknown,Unknown ❓,0.721136193564266
680, dBWML8        ,2.3044086749746118e-05,3.913166471510099e-05,0.7200245961586992,Unknown,Unknown ❓,0.720086771910164
1407,um1pL ,2.3044086749746118e-05,3.913166471510099e-05,0.719522014504264,Unknown,Unknown ❓,0.7195841902557288
615, AS04          ,2.3044086749746118e-05,3.913166471510099e-05,0.7194297395471191,Unknown,Unknown ❓,0.7194919152985839
848, I1R         ,2.3044086749746118e-05,3.913166471510099e-05,0.7191408464093456,Unknown,Unknown ❓,0.7192030221608104
1470,AVDL,1.9967162824069407e-05,0.00037297740992512274,0.7167419956673863,Interneuron,Oscillator 🔁,0.7171349402401355
944, AWBL        ,2.3044086749746118e-05,3.913166471510099e-05,0.7169709653571393,Unknown,Unknown ❓,0.7170331411086042
1423,vm2pL ,2.3044086749746118e-05,3.913166471510099e-05,0.7167996986003876,Unknown,Unknown ❓,0.7168618743518524
148, I1R           ,2.3044086749746118e-05,3.913166471510099e-05,0.7158352450367526,Unknown,Unknown ❓,0.7158974207882174
287,AWCR ,2.3044086749746118e-05,3.913166471510099e-05,0.7158097205862456,Unknown,Olfactory 🌬,0.7158718963377104
61,BWM-VL03,0.00012149790254437076,0.00037095838641188335,0.7148877977220612,Unknown,Unknown ❓,0.7153802540110175
1071, DVC         ,2.3044086749746118e-05,3.913166471510099e-05,0.7152403358779035,Unknown,Unknown ❓,0.7153025116293683
351, CEPDR         ,2.3044086749746118e-05,3.913166471510099e-05,0.7147735433384241,Unknown,Glia ⚙️,0.714835719089889
500,AIMR ,2.3044086749746118e-05,3.913166471510099e-05,0.7143916029270182,Unknown,Unknown ❓,0.714453778678483
343, vBWMR2        ,2.3044086749746118e-05,3.913166471510099e-05,0.7126044971520287,Unknown,Unknown ❓,0.7126666729034935
1104, SAAVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.7123370991698721,Unknown,Unknown ❓,0.7123992749213369
1046, PHBL        ,2.3044086749746118e-05,3.913166471510099e-05,0.7121826670610668,Unknown,Unknown ❓,0.7122448428125316
1185, VD03        ,2.3044086749746118e-05,3.913166471510099e-05,0.7110139106037726,Unknown,Unknown ❓,0.7110760863552374
1331,vBWML21 ,2.3044086749746118e-05,3.913166471510099e-05,0.7089460834896499,Unknown,Unknown ❓,0.7090082592411148
798,VB04 ,2.3044086749746118e-05,3.913166471510099e-05,0.7085744595718779,Unknown,Unknown ❓,0.7086366353233428
141, pm5vr         ,2.3044086749746118e-05,3.913166471510099e-05,0.7073961744064263,Unknown,Unknown ❓,0.7074583501578912
728, dBWML20       ,2.3044086749746118e-05,3.913166471510099e-05,0.7073558051599017,Unknown,Unknown ❓,0.7074179809113665
886,pm5d ,2.3044086749746118e-05,3.913166471510099e-05,0.7073407412411067,Unknown,Unknown ❓,0.7074029169925715
838, RIPL        ,2.3044086749746118e-05,3.913166471510099e-05,0.7067446218957988,Unknown,Unknown ❓,0.7068067976472636
1389, intL        ,2.3044086749746118e-05,3.913166471510099e-05,0.7062053962334479,Unknown,Unknown ❓,0.7062675719849127
46,BWM-VL04,9.796057024269444e-05,0.00039295524488503343,0.7043434674994083,Unknown,Unknown ❓,0.7048343833145361
1366,vBWMR16 ,2.3044086749746118e-05,3.913166471510099e-05,0.7044810019868919,Unknown,Unknown ❓,0.7045431777383567
1337, vBWMR2      ,2.3044086749746118e-05,3.913166471510099e-05,0.7042734660577707,Unknown,Unknown ❓,0.7043356418092356
783, VB09          ,2.3044086749746118e-05,3.913166471510099e-05,0.7030215738819076,Unknown,Unknown ❓,0.7030837496333724
146, pm5vl         ,2.3044086749746118e-05,3.913166471510099e-05,0.7030056061928084,Unknown,Unknown ❓,0.7030677819442732
1256, dBWMR8      ,2.3044086749746118e-05,3.913166471510099e-05,0.702296708750282,Unknown,Unknown ❓,0.7023588845017469
1429,SDQR,4.793067511749821e-05,0.0002981707002841711,0.701110519236939,Unknown,Unknown ❓,0.7014566206123407
457, PHBL          ,2.3044086749746118e-05,3.913166471510099e-05,0.7013830677817623,Unknown,Unknown ❓,0.7014452435332271
1505,PVPL,0.00015721298756273677,0.0004430216662068757,0.7004933335247566,Unknown,Unknown ❓,0.7010935681785262
140, pm4vr         ,2.3044086749746118e-05,3.913166471510099e-05,0.7010225343533042,Unknown,Unknown ❓,0.701084710104769
649,RMEL ,2.3044086749746118e-05,3.913166471510099e-05,0.6991941649581577,Unknown,Unknown ❓,0.6992563407096225
907, pm7vr       ,2.3044086749746118e-05,3.913166471510099e-05,0.6991128323326544,Unknown,Unknown ❓,0.6991750080841193
539,AVG ,2.3044086749746118e-05,3.913166471510099e-05,0.6990124335481672,Unknown,Unknown ❓,0.699074609299632
162, pm6d          ,2.3044086749746118e-05,3.913166471510099e-05,0.6983139738986969,Unknown,Unknown ❓,0.6983761496501617
1149, DA05        ,2.3044086749746118e-05,3.913166471510099e-05,0.6963441066133479,Unknown,Unknown ❓,0.6964062823648127
895, mc3dl       ,2.3044086749746118e-05,3.913166471510099e-05,0.6961465270567638,Unknown,Unknown ❓,0.6962087028082287
856, M5          ,2.3044086749746118e-05,3.913166471510099e-05,0.6954150292357705,Unknown,Unknown ❓,0.6954772049872353
232, AVDR          ,2.3044086749746118e-05,3.913166471510099e-05,0.6951166133071259,Unknown,Oscillator 🔁,0.6951787890585908
845, I1L         ,2.3044086749746118e-05,3.913166471510099e-05,0.6944789126080954,Unknown,Unknown ❓,0.6945410883595602
192, RIVL          ,2.3044086749746118e-05,3.913166471510099e-05,0.6943666207639202,Unknown,Unknown ❓,0.694428796515385
65,BWM-DL05,0.0001991649192008907,0.0004375801657851325,0.6931755250420792,Unknown,Unknown ❓,0.6938122701270653
214, SMBDR         ,2.3044086749746118e-05,3.913166471510099e-05,0.6931190885763954,Unknown,Unknown ❓,0.6931812643278602
1469,ASHR,0.0002573707014269441,0.0004978570855705384,0.6917149687099785,Sensory,Unknown ❓,0.6924701964969759
265,ASIL ,2.3044086749746118e-05,3.913166471510099e-05,0.6921837689620816,Unknown,Chemosensory 👃,0.6922459447135464
840, I3          ,2.3044086749746118e-05,3.913166471510099e-05,0.6914209893308225,Unknown,Unknown ❓,0.6914831650822874
762,DD04 ,2.3044086749746118e-05,3.913166471510099e-05,0.6912385911693187,Unknown,Unknown ❓,0.6913007669207836
1309,vBWML10 ,2.3044086749746118e-05,3.913166471510099e-05,0.691130804428667,Unknown,Unknown ❓,0.6911929801801319
246,ASEL ,2.3044086749746118e-05,3.913166471510099e-05,0.6906066800554527,Unknown,Chemosensory 👃,0.6906688558069175
766,VA02 ,2.3044086749746118e-05,3.913166471510099e-05,0.6894764893788761,Unknown,Unknown ❓,0.6895386651303409
1198,dBWML2 ,2.3044086749746118e-05,3.913166471510099e-05,0.6882485950980405,Unknown,Unknown ❓,0.6883107708495053
1360,vBWMR13 ,2.3044086749746118e-05,3.913166471510099e-05,0.6882402537542779,Unknown,Unknown ❓,0.6883024295057427
1512,FLPL,0.00017226159937344665,0.0003462714358620958,0.6874441135230805,Unknown,Unknown ❓,0.6879626465583161
357, BAGR          ,2.3044086749746118e-05,3.913166471510099e-05,0.6866822983727919,Unknown,Unknown ❓,0.6867444741242568
557, SABVR         ,2.3044086749746118e-05,3.913166471510099e-05,0.6866750019832656,Unknown,Unknown ❓,0.6867371777347304
1292, vBWML3      ,2.3044086749746118e-05,3.913166471510099e-05,0.6861958909851182,Unknown,Unknown ❓,0.6862580667365831
0,AINL,3.566211128035873e-05,0.0003235237475104843,0.6857494556895366,Unknown,Unknown ❓,0.6861086415483274
228, AVAL          ,2.3044086749746118e-05,3.913166471510099e-05,0.6860215106379807,Unknown,Oscillator 🔁,0.6860836863894455
880,pm3vl ,2.3044086749746118e-05,3.913166471510099e-05,0.6859171905371113,Unknown,Unknown ❓,0.6859793662885761
1050, PHAR        ,2.3044086749746118e-05,3.913166471510099e-05,0.6858816561690446,Unknown,Unknown ❓,0.6859438319205095
283, ASIL          ,2.3044086749746118e-05,3.913166471510099e-05,0.6856257832074562,Unknown,Chemosensory 👃,0.685687958958921
1106, SIADL       ,2.3044086749746118e-05,3.913166471510099e-05,0.6854851861828971,Unknown,Olfactory 🌬,0.6855473619343619
491,AIYR ,2.3044086749746118e-05,3.913166471510099e-05,0.6854630091783065,Unknown,Unknown ❓,0.6855251849297713
63,RMEV,0.00012181258112880372,0.0015553649363206352,0.682657942199512,Unknown,Unknown ❓,0.6843351197169615
1213,dBWML10 ,2.3044086749746118e-05,3.913166471510099e-05,0.6841475485651168,Unknown,Unknown ❓,0.6842097243165817
865,pm1vl ,2.3044086749746118e-05,3.913166471510099e-05,0.6838409237728152,Unknown,Unknown ❓,0.6839030995242801
1288, dBWMR24     ,2.3044086749746118e-05,3.913166471510099e-05,0.6836166544131856,Unknown,Unknown ❓,0.6836788301646505
842, pm3vr       ,2.3044086749746118e-05,3.913166471510099e-05,0.6824754769852461,Unknown,Unknown ❓,0.682537652736711
