,neuron,clustering_impact,centrality_impact,motif_impact,type,symbolic_role,total_impact
897,pm6vl ,2.3044086749746118e-05,3.913166471510099e-05,0.6107130411040392,Unknown,Unknown ❓,0.6107752168555041
381,CEPDR ,2.3044086749746118e-05,3.913166471510099e-05,0.6102485121501408,Unknown,Glia ⚙️,0.6103106879016056
1414, vm1aL       ,2.3044086749746118e-05,3.913166471510099e-05,0.6099680725285831,Unknown,Unknown ❓,0.6100302482800479
710,DA03 ,2.3044086749746118e-05,3.913166471510099e-05,0.6097618319918562,Unknown,Unknown ❓,0.609824007743321
1370,vBWMR18 ,2.3044086749746118e-05,3.913166471510099e-05,0.6096112748970199,Unknown,Unknown ❓,0.6096734506484848
567, DB03          ,2.3044086749746118e-05,3.913166471510099e-05,0.6094890166095487,Unknown,Unknown ❓,0.6095511923610135
868, pm2vr       ,2.3044086749746118e-05,3.913166471510099e-05,0.6093572429690539,Unknown,Unknown ❓,0.6094194187205187
688, vBWML8        ,2.3044086749746118e-05,3.913166471510099e-05,0.6092029841884141,Unknown,Unknown ❓,0.609265159939879
1494,BAGL,0.0001761154814123797,0.00029187948424343353,0.6086799912961472,Unknown,Glia ⚙️,0.6091479862618031
1003, RIGL        ,2.3044086749746118e-05,3.913166471510099e-05,0.6089387435160916,Unknown,Glia ⚙️,0.6090009192675564
1040, SMDDR       ,2.3044086749746118e-05,3.913166471510099e-05,0.6088549083095813,Unknown,Motor 🦴,0.6089170840610462
1525,SAAVR,8.394933744156757e-05,0.0005524050141875591,0.6079930928685068,Unknown,Unknown ❓,0.6086294472201359
1356,vBWMR11 ,2.3044086749746118e-05,3.913166471510099e-05,0.6084390680517799,Unknown,Unknown ❓,0.6085012438032448
483, PHCL          ,2.3044086749746118e-05,3.913166471510099e-05,0.6083434018081562,Unknown,Unknown ❓,0.608405577559621
596,PVT ,2.3044086749746118e-05,3.913166471510099e-05,0.6080167081703015,Unknown,Unknown ❓,0.6080788839217663
965, IL2L        ,2.3044086749746118e-05,3.913166471510099e-05,0.6076443725612156,Unknown,Unknown ❓,0.6077065483126805
11,GLRL,1.1096144736259805e-05,0.00041000886428194626,0.6068621822533183,Unknown,Glia ⚙️,0.6072832872623365
149, M4            ,2.3044086749746118e-05,3.913166471510099e-05,0.6067305364518157,Unknown,Unknown ❓,0.6067927122032806
972, AIBR        ,2.3044086749746118e-05,3.913166471510099e-05,0.60645660893969,Unknown,Unknown ❓,0.6065187846911548
695, vBWMR16       ,2.3044086749746118e-05,3.913166471510099e-05,0.6062141673678525,Unknown,Unknown ❓,0.6062763431193173
823, vm2pL         ,2.3044086749746118e-05,3.913166471510099e-05,0.6059248712329387,Unknown,Unknown ❓,0.6059870469844035
215, SMBVR         ,2.3044086749746118e-05,3.913166471510099e-05,0.605673239549598,Unknown,Unknown ❓,0.6057354153010628
936, AVDR        ,2.3044086749746118e-05,3.913166471510099e-05,0.6054702075260442,Unknown,Oscillator 🔁,0.605532383277509
1192, VD07        ,2.3044086749746118e-05,3.913166471510099e-05,0.605154511282573,Unknown,Unknown ❓,0.6052166870340379
1260, dBWMR10     ,2.3044086749746118e-05,3.913166471510099e-05,0.604660118382867,Unknown,Unknown ❓,0.6047222941343319
535, VC01          ,2.3044086749746118e-05,3.913166471510099e-05,0.6044025011062786,Unknown,Unknown ❓,0.6044646768577434
1002, RIBL        ,2.3044086749746118e-05,3.913166471510099e-05,0.6040288114935114,Unknown,Relay 🧠,0.6040909872449762
461,AUAL ,2.3044086749746118e-05,3.913166471510099e-05,0.6037996116861754,Unknown,Unknown ❓,0.6038617874376402
505,RIAR ,2.3044086749746118e-05,3.913166471510099e-05,0.6036203660416959,Unknown,Unknown ❓,0.6036825417931607
315, dBWMR3        ,2.3044086749746118e-05,3.913166471510099e-05,0.6034663492013124,Unknown,Unknown ❓,0.6035285249527772
734, dBWML23       ,2.3044086749746118e-05,3.913166471510099e-05,0.6028387854597668,Unknown,Unknown ❓,0.6029009612112316
888, mc2dl       ,2.3044086749746118e-05,3.913166471510099e-05,0.6023607528678667,Unknown,Unknown ❓,0.6024229286193316
1037, PLNR        ,2.3044086749746118e-05,3.913166471510099e-05,0.6022901929563508,Unknown,Unknown ❓,0.6023523687078156
570, VB11          ,2.3044086749746118e-05,3.913166471510099e-05,0.6019740485581527,Unknown,Unknown ❓,0.6020362243096176
594, SDQR          ,2.3044086749746118e-05,3.913166471510099e-05,0.6008388843404949,Unknown,Unknown ❓,0.6009010600919598
497,ADAR ,2.3044086749746118e-05,3.913166471510099e-05,0.5999407235438715,Unknown,Unknown ❓,0.6000028992953363
60,RMDVR,0.0003233894964415826,0.000920323286931446,0.5984216757101043,Unknown,Motor 🦴,0.5996653884934773
785, vBWMR21       ,2.3044086749746118e-05,3.913166471510099e-05,0.5994685720334397,Unknown,Unknown ❓,0.5995307477849046
321, RMDR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5994233441664392,Unknown,Motor 🦴,0.599485519917904
777,VA09 ,2.3044086749746118e-05,3.913166471510099e-05,0.5993710699769584,Unknown,Unknown ❓,0.5994332457284233
1177, IL2DL       ,2.3044086749746118e-05,3.913166471510099e-05,0.599036511548699,Unknown,Unknown ❓,0.5990986873001638
979, URBR        ,2.3044086749746118e-05,3.913166471510099e-05,0.5985025029319407,Unknown,Unknown ❓,0.5985646786834056
52,RMDDR,0.0004612954192184382,0.001458567969143275,0.5958062426700129,Unknown,Motor 🦴,0.5977261060583746
356,IL2VL ,2.3044086749746118e-05,3.913166471510099e-05,0.5973975013498224,Unknown,Unknown ❓,0.5974596771012872
647, vBWML3        ,2.3044086749746118e-05,3.913166471510099e-05,0.5970437659153353,Unknown,Unknown ❓,0.5971059416668001
67,BWM-DR08,0.00025375754816747004,0.00012114005202695498,0.5962894890709928,Unknown,Unknown ❓,0.5966643866711872
1030, VD09        ,2.3044086749746118e-05,3.913166471510099e-05,0.5964677235770068,Unknown,Unknown ❓,0.5965298993284717
659,URAVR ,2.3044086749746118e-05,3.913166471510099e-05,0.5964115123023627,Unknown,Unknown ❓,0.5964736880538275
1416, vm1aR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5957420393394083,Unknown,Unknown ❓,0.5958042150908731
435, PVPL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5956006261892526,Unknown,Unknown ❓,0.5956628019407174
420, DD01          ,2.3044086749746118e-05,3.913166471510099e-05,0.5952412298385829,Unknown,Unknown ❓,0.5953034055900477
1199, dBWML1      ,2.3044086749746118e-05,3.913166471510099e-05,0.5951430566407604,Unknown,Unknown ❓,0.5952052323922252
419, FLPR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5949735853720313,Unknown,Unknown ❓,0.5950357611234961
807,VD02 ,2.3044086749746118e-05,3.913166471510099e-05,0.5941992711266645,Unknown,Unknown ❓,0.5942614468781293
1516,OLQDL,0.00018002939393765155,0.0005147725742781083,0.5932294639625297,Unknown,Unknown ❓,0.5939242659307455
1061, PVNL        ,2.3044086749746118e-05,3.913166471510099e-05,0.5936866401745343,Unknown,Unknown ❓,0.5937488159259992
460, DB07          ,2.3044086749746118e-05,3.913166471510099e-05,0.592715381200037,Unknown,Unknown ❓,0.5927775569515018
1013, OLQVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5926079664088396,Unknown,Unknown ❓,0.5926701421603044
32,GLRVR,0.00014289620387709923,0.0001327381830843066,0.5917136349016422,Unknown,Glia ⚙️,0.5919892692886036
1151, VA01        ,2.3044086749746118e-05,3.913166471510099e-05,0.5912368724692669,Unknown,Unknown ❓,0.5912990482207318
222, AWCL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5909203485543154,Unknown,Olfactory 🌬,0.5909825243057802
522,RMGL ,2.3044086749746118e-05,3.913166471510099e-05,0.5907289819413487,Unknown,Glia ⚙️,0.5907911576928135
575,DVC ,2.3044086749746118e-05,3.913166471510099e-05,0.5905379871466039,Unknown,Unknown ❓,0.5906001628980687
1026, PDER        ,2.3044086749746118e-05,3.913166471510099e-05,0.5898279962794201,Unknown,Unknown ❓,0.5898901720308849
1179, ALNL        ,2.3044086749746118e-05,3.913166471510099e-05,0.5897387987680531,Unknown,Unknown ❓,0.589800974519518
1133, SMBDL       ,2.3044086749746118e-05,3.913166471510099e-05,0.5895145893853169,Unknown,Unknown ❓,0.5895767651367817
291,AFDR ,2.3044086749746118e-05,3.913166471510099e-05,0.5887524956845027,Unknown,Unknown ❓,0.5888146714359676
1513,IL2L,7.03117876372783e-05,0.0009695088019618989,0.5867398832000011,Unknown,Unknown ❓,0.5877797037896003
344,IL2DL ,2.3044086749746118e-05,3.913166471510099e-05,0.5869768370583491,Unknown,Unknown ❓,0.587039012809814
88,AIML,5.239809319955435e-05,0.0003393743031569397,0.5865910583034216,Unknown,Unknown ❓,0.5869828306997781
801,VB07 ,2.3044086749746118e-05,3.913166471510099e-05,0.5868488041403074,Unknown,Unknown ❓,0.5869109798917722
811,VD06 ,2.3044086749746118e-05,3.913166471510099e-05,0.5867833434598045,Unknown,Unknown ❓,0.5868455192112694
1497,ALMR,3.828037182769528e-05,0.00041223317866494224,0.5860917654642132,Sensory,Mechanosensory 🤚,0.5865422790147058
1039, LUAR        ,2.3044086749746118e-05,3.913166471510099e-05,0.5863997079186447,Unknown,Unknown ❓,0.5864618836701095
69,SMBDR,0.0005689961520149722,0.0011795764434613268,0.5845191769615591,Unknown,Unknown ❓,0.5862677495570354
1068, AVG         ,2.3044086749746118e-05,3.913166471510099e-05,0.5860109545462819,Unknown,Unknown ❓,0.5860731302977468
1246, dBWMR1      ,2.3044086749746118e-05,3.913166471510099e-05,0.5859083585068751,Unknown,Unknown ❓,0.5859705342583399
206, AUAR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5857588687175621,Unknown,Unknown ❓,0.5858210444690269
264, HSNR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5857553103976821,Unknown,Unknown ❓,0.585817486149147
1231,dBWML19 ,2.3044086749746118e-05,3.913166471510099e-05,0.5857041166827912,Unknown,Unknown ❓,0.585766292434256
239, RICR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5854750568249756,Unknown,Unknown ❓,0.5855372325764404
261,ASHR ,2.3044086749746118e-05,3.913166471510099e-05,0.5849399663648379,Unknown,Unknown ❓,0.5850021421163027
829,VC03 ,2.3044086749746118e-05,3.913166471510099e-05,0.5847470294846744,Unknown,Unknown ❓,0.5848092052361392
1154, VA05        ,2.3044086749746118e-05,3.913166471510099e-05,0.5843901316388079,Unknown,Unknown ❓,0.5844523073902728
84,ADEL,8.846679828689724e-05,0.0011576047365240707,0.5828108867425877,Unknown,Unknown ❓,0.5840569582773987
598,PVWR ,2.3044086749746118e-05,3.913166471510099e-05,0.5830880798240514,Unknown,Unknown ❓,0.5831502555755163
1043, SMDDL       ,2.3044086749746118e-05,3.913166471510099e-05,0.5820276730231626,Unknown,Motor 🦴,0.5820898487746274
1273,dBWMR16 ,2.3044086749746118e-05,3.913166471510099e-05,0.5808221552542818,Unknown,Unknown ❓,0.5808843310057467
723, dBWMR17       ,2.3044086749746118e-05,3.913166471510099e-05,0.5805145667532466,Unknown,Unknown ❓,0.5805767425047115
1011, OLQDR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5803561053915777,Unknown,Unknown ❓,0.5804182811430425
994, URADR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5802955722712113,Unknown,Unknown ❓,0.5803577480226761
623, VA07          ,2.3044086749746118e-05,3.913166471510099e-05,0.5801290691729264,Unknown,Unknown ❓,0.5801912449243912
1219,dBWML13 ,2.3044086749746118e-05,3.913166471510099e-05,0.57978647483363,Unknown,Unknown ❓,0.5798486505850948
833, I2L         ,2.3044086749746118e-05,3.913166471510099e-05,0.5796606631776816,Unknown,Unknown ❓,0.5797228389291464
713, DD03          ,2.3044086749746118e-05,3.913166471510099e-05,0.5793604315681856,Unknown,Unknown ❓,0.5794226073196505
43,RIML,0.00038396686828737203,0.0016898698084086648,0.5768310487223592,Unknown,Relay 🧠,0.5789048853990553
951, AIZR        ,2.3044086749746118e-05,3.913166471510099e-05,0.5788315717060944,Unknown,Unknown ❓,0.5788937474575593
295, RMDVL         ,2.3044086749746118e-05,3.913166471510099e-05,0.5788049600406188,Unknown,Motor 🦴,0.5788671357920836
755,AS09 ,2.3044086749746118e-05,3.913166471510099e-05,0.5787532135261321,Unknown,Unknown ❓,0.5788153892775969
21,GLRDR,5.8090865466556285e-05,0.0004146605703322569,0.5782963448959132,Unknown,Glia ⚙️,0.578769096331712
102,BWM-VR05,0.0002325389958487481,0.00035755588143095585,0.5779996273453586,Unknown,Unknown ❓,0.5785897222226383
960, AVAR        ,2.3044086749746118e-05,3.913166471510099e-05,0.5784811095078339,Unknown,Oscillator 🔁,0.5785432852592988
252,ASGL ,2.3044086749746118e-05,3.913166471510099e-05,0.5784556814026777,Unknown,Glia ⚙️,0.5785178571541425
878, mc1dl       ,2.3044086749746118e-05,3.913166471510099e-05,0.5783148247634244,Unknown,Unknown ❓,0.5783770005148893
1171, VB08        ,2.3044086749746118e-05,3.913166471510099e-05,0.5782677224087062,Unknown,Unknown ❓,0.578329898160171
277,ASKL ,2.3044086749746118e-05,3.913166471510099e-05,0.5782668037240531,Unknown,Unknown ❓,0.578328979475518
64,SMBDL,0.000348442906792798,0.0014534395922178288,0.5761017706414956,Unknown,Unknown ❓,0.5779036531405062
1462,ASKL,0.00017328728756940692,0.0005448368957720857,0.5771841737746778,Unknown,Unknown ❓,0.5779022979580193
1024, PVM         ,2.3044086749746118e-05,3.913166471510099e-05,0.5775023671902773,Unknown,Unknown ❓,0.5775645429417421
170,MCR ,2.3044086749746118e-05,3.913166471510099e-05,0.577328764231614,Unknown,Unknown ❓,0.5773909399830788
350, OLQDR         ,2.3044086749746118e-05,3.913166471510099e-05,0.5766835368652892,Unknown,Unknown ❓,0.576745712616754
1212, dBWML10     ,2.3044086749746118e-05,3.913166471510099e-05,0.5764137043960696,Unknown,Unknown ❓,0.5764758801475345
1454,CEPDL,0.0002120741188536973,0.002247453746672394,0.573841334108162,Unknown,Glia ⚙️,0.576300861973688
1000, CEPVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5757370302621894,Unknown,Glia ⚙️,0.5757992060136542
387,CEPVR ,2.3044086749746118e-05,3.913166471510099e-05,0.5756358537814776,Unknown,Glia ⚙️,0.5756980295329425
724, dBWMR18       ,2.3044086749746118e-05,3.913166471510099e-05,0.5755329932558576,Unknown,Unknown ❓,0.5755951690073224
1135, PDA         ,2.3044086749746118e-05,3.913166471510099e-05,0.5751581158890909,Unknown,Unknown ❓,0.5752202916405558
1237,dBWML22 ,2.3044086749746118e-05,3.913166471510099e-05,0.5751343080803887,Unknown,Unknown ❓,0.5751964838318535
835, MCR         ,2.3044086749746118e-05,3.913166471510099e-05,0.5740430982417593,Unknown,Unknown ❓,0.5741052739932241
399,AVM ,2.3044086749746118e-05,3.913166471510099e-05,0.5739309437325346,Unknown,Unknown ❓,0.5739931194839994
417, SAADL         ,2.3044086749746118e-05,3.913166471510099e-05,0.5738933362491707,Unknown,Olfactory 🌬,0.5739555120006355
622, VA05          ,2.3044086749746118e-05,3.913166471510099e-05,0.5736928724647138,Unknown,Unknown ❓,0.5737550482161786
770,VA06 ,2.3044086749746118e-05,3.913166471510099e-05,0.5732840967308827,Unknown,Unknown ❓,0.5733462724823475
1440,ASGL,0.00019895976646003288,0.00030482784442531144,0.5723861619665437,Unknown,Glia ⚙️,0.572889949577429
401, PVNL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5724903387516633,Unknown,Unknown ❓,0.5725525145031282
237, AIAR          ,2.3044086749746118e-05,3.913166471510099e-05,0.571791954405171,Unknown,Unknown ❓,0.5718541301566359
1374,vBWMR20 ,2.3044086749746118e-05,3.913166471510099e-05,0.5712538288611692,Unknown,Unknown ❓,0.571316004612634
579, PQR           ,2.3044086749746118e-05,3.913166471510099e-05,0.5705846087248195,Unknown,Unknown ❓,0.5706467844762844
386, vBWML7        ,2.3044086749746118e-05,3.913166471510099e-05,0.5705002275799037,Unknown,Unknown ❓,0.5705624033313685
425,BDUL ,2.3044086749746118e-05,3.913166471510099e-05,0.5704634068401143,Unknown,Unknown ❓,0.5705255825915792
629,AVBR ,2.3044086749746118e-05,3.913166471510099e-05,0.5700001885242804,Unknown,Oscillator 🔁,0.5700623642757452
394, SDQL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5688711578505187,Unknown,Unknown ❓,0.5689333336019835
1153, VA04        ,2.3044086749746118e-05,3.913166471510099e-05,0.5686215207909981,Unknown,Unknown ❓,0.568683696542463
787, VB10          ,2.3044086749746118e-05,3.913166471510099e-05,0.5685038524369853,Unknown,Unknown ❓,0.5685660281884501
360, IL1VR         ,2.3044086749746118e-05,3.913166471510099e-05,0.5680145632414147,Unknown,Unknown ❓,0.5680767389928796
94,BDUR,0.00028144782702582694,0.00048074084592482407,0.5670497875444577,Unknown,Unknown ❓,0.5678119762174083
1206,dBWML6 ,2.3044086749746118e-05,3.913166471510099e-05,0.5674680794168125,Unknown,Unknown ❓,0.5675302551682774
1183, VD02        ,2.3044086749746118e-05,3.913166471510099e-05,0.5669342368129264,Unknown,Unknown ❓,0.5669964125643913
1100, SIBVL       ,2.3044086749746118e-05,3.913166471510099e-05,0.5666635391791411,Unknown,Unknown ❓,0.566725714930606
3,CEPshDL,8.20297462238162e-05,0.00012037304104194002,0.5661889747512229,Glia,Glia ⚙️,0.5663913775384887
1391,anal ,2.3044086749746118e-05,3.913166471510099e-05,0.5660635454704561,Unknown,Unknown ❓,0.566125721221921
393, BDUL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5659076228090498,Unknown,Unknown ❓,0.5659697985605147
406, VB03          ,2.3044086749746118e-05,3.913166471510099e-05,0.5658166875409734,Unknown,Unknown ❓,0.5658788632924382
120, I5            ,2.3044086749746118e-05,3.913166471510099e-05,0.5658042399408411,Unknown,Unknown ❓,0.5658664156923059
144, I4            ,2.3044086749746118e-05,3.913166471510099e-05,0.5654570789591086,Unknown,Unknown ❓,0.5655192547105734
992, URAVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5650637021597049,Unknown,Unknown ❓,0.5651258779111697
1350,vBWMR8 ,2.3044086749746118e-05,3.913166471510099e-05,0.5649882641850658,Unknown,Unknown ❓,0.5650504399365306
1312, vBWML12     ,2.3044086749746118e-05,3.913166471510099e-05,0.5649813698764395,Unknown,Unknown ❓,0.5650435456279044
40,excgl,2.786741320505437e-05,0.00018553486257320552,0.5647284280740147,Unknown,Glia ⚙️,0.564941830349793
704,SMDDL ,2.3044086749746118e-05,3.913166471510099e-05,0.5643170895474441,Unknown,Motor 🦴,0.5643792652989089
1254, dBWMR7      ,2.3044086749746118e-05,3.913166471510099e-05,0.5640020935084445,Unknown,Unknown ❓,0.5640642692599094
565, DA02          ,2.3044086749746118e-05,3.913166471510099e-05,0.5638575814077361,Unknown,Unknown ❓,0.563919757159201
108,BWM-DL07,0.00019748165641506055,0.00031320412969448375,0.5632963611802401,Unknown,Unknown ❓,0.5638070469663496
633,AVEL ,2.3044086749746118e-05,3.913166471510099e-05,0.5634006374970113,Unknown,Unknown ❓,0.5634628132484761
923, URBL        ,2.3044086749746118e-05,3.913166471510099e-05,0.5625278212732306,Unknown,Unknown ❓,0.5625899970246955
1210,dBWML8 ,2.3044086749746118e-05,3.913166471510099e-05,0.5623180006564704,Unknown,Unknown ❓,0.5623801764079353
861, I6          ,2.3044086749746118e-05,3.913166471510099e-05,0.5622881915815773,Unknown,Unknown ❓,0.5623503673330421
1532,PLNR,0.00010977537574034801,0.0003048177634513657,0.5619220373075677,Unknown,Unknown ❓,0.5623366304467594
80,URBL,0.00010317628351060731,0.0002812180675106474,0.561899159903343,Unknown,Unknown ❓,0.5622835542543643
876, pm1vr       ,2.3044086749746118e-05,3.913166471510099e-05,0.5620454682811745,Unknown,Unknown ❓,0.5621076440326394
1222, dBWML15     ,2.3044086749746118e-05,3.913166471510099e-05,0.561956811146653,Unknown,Unknown ❓,0.5620189868981178
853, pm5d        ,2.3044086749746118e-05,3.913166471510099e-05,0.5614794057977027,Unknown,Unknown ❓,0.5615415815491676
1283,dBWMR21 ,2.3044086749746118e-05,3.913166471510099e-05,0.5613960393159232,Unknown,Unknown ❓,0.561458215067388
735, dBWML24       ,2.3044086749746118e-05,3.913166471510099e-05,0.560982849139009,Unknown,Unknown ❓,0.5610450248904738
309, PVR           ,2.3044086749746118e-05,3.913166471510099e-05,0.5608425979022892,Unknown,Unknown ❓,0.560904773653754
19,BWM-DR01,0.00011958356122734187,0.00011020917375494166,0.5600498988945523,Unknown,Unknown ❓,0.5602796916295345
1507,AWAL,0.0002814249525188092,0.000340276018199356,0.5593726332962206,Unknown,Unknown ❓,0.5599943342669387
513,RIGL ,2.3044086749746118e-05,3.913166471510099e-05,0.5596818652131029,Unknown,Glia ⚙️,0.5597440409645678
262, RMGR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5593914690214584,Unknown,Unknown ❓,0.5594536447729233
408, AVM           ,2.3044086749746118e-05,3.913166471510099e-05,0.5593262056537469,Unknown,Unknown ❓,0.5593883814052117
304,IL1DR ,2.3044086749746118e-05,3.913166471510099e-05,0.5590821640379696,Unknown,Unknown ❓,0.5591443397894345
354,IL2R ,2.3044086749746118e-05,3.913166471510099e-05,0.5588675544688613,Unknown,Unknown ❓,0.5589297302203261
1073, BAGR        ,2.3044086749746118e-05,3.913166471510099e-05,0.558341737234438,Unknown,Unknown ❓,0.5584039129859029
199, AWAR          ,2.3044086749746118e-05,3.913166471510099e-05,0.5580913725186747,Unknown,Unknown ❓,0.5581535482701395
76,URADL,1.0655847560998855e-05,0.00035198156981490974,0.5574677631896444,Unknown,Olfactory 🌬,0.5578304006070203
443, VB05          ,2.3044086749746118e-05,3.913166471510099e-05,0.5577374433581402,Unknown,Unknown ❓,0.5577996191096051
301, dBWML3        ,2.3044086749746118e-05,3.913166471510099e-05,0.5575614557326389,Unknown,Unknown ❓,0.5576236314841038
30,IL2DR,5.813027811340382e-05,0.0004087845752802619,0.5571309022423065,Unknown,Unknown ❓,0.5575978170957002
274, PVQL          ,2.3044086749746118e-05,3.913166471510099e-05,0.5571022887940748,Unknown,Unknown ❓,0.5571644645455396
558, DD06          ,2.3044086749746118e-05,3.913166471510099e-05,0.556951415925179,Unknown,Unknown ❓,0.5570135916766439
756,AS10 ,2.3044086749746118e-05,3.913166471510099e-05,0.5562474072675059,Unknown,Unknown ❓,0.5563095830189707
285,AWBR ,2.3044086749746118e-05,3.913166471510099e-05,0.5558422855411133,Unknown,Unknown ❓,0.5559044612925781
655,RIVR ,2.3044086749746118e-05,3.913166471510099e-05,0.5557199088782075,Unknown,Unknown ❓,0.5557820846296724
634, VD02          ,2.3044086749746118e-05,3.913166471510099e-05,0.5554957582251822,Unknown,Unknown ❓,0.555557933976647
1364,vBWMR15 ,2.3044086749746118e-05,3.913166471510099e-05,0.555316527058153,Unknown,Unknown ❓,0.5553787028096179
1455,PVR,0.000269204423444018,0.0012766336779644427,0.5531396674457483,Unknown,Unknown ❓,0.5546855055471568
1189, DD04        ,2.3044086749746118e-05,3.913166471510099e-05,0.5542323105035317,Unknown,Unknown ❓,0.5542944862549966
808,VD03 ,2.3044086749746118e-05,3.913166471510099e-05,0.5540164078680618,Unknown,Unknown ❓,0.5540785836195267
952, AINL        ,2.3044086749746118e-05,3.913166471510099e-05,0.5537503873146837,Unknown,Unknown ❓,0.5538125630661486
520,RMFL ,2.3044086749746118e-05,3.913166471510099e-05,0.5535427805132637,Unknown,Unknown ❓,0.5536049562647285
312, URADR         ,2.3044086749746118e-05,3.913166471510099e-05,0.5533552379427723,Unknown,Unknown ❓,0.5534174136942371
991, IL2VR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5533327977608451,Unknown,Unknown ❓,0.5533949735123099
511,RIFL ,2.3044086749746118e-05,3.913166471510099e-05,0.5531592916346048,Unknown,Unknown ❓,0.5532214673860696
1412,um2pR ,2.3044086749746118e-05,3.913166471510099e-05,0.5527337912825866,Unknown,Unknown ❓,0.5527959670340514
573, VD13          ,2.3044086749746118e-05,3.913166471510099e-05,0.5525565823527737,Unknown,Unknown ❓,0.5526187581042385
566, DB02          ,2.3044086749746118e-05,3.913166471510099e-05,0.5525285809998195,Unknown,Unknown ❓,0.5525907567512843
1395, vm2pL       ,2.3044086749746118e-05,3.913166471510099e-05,0.5524246166330613,Unknown,Unknown ❓,0.5524867923845261
79,URAVR,0.00012229420113488154,0.0003229365789446442,0.5515757321211746,Unknown,Unknown ❓,0.5520209629012541
1348, vBWMR7      ,2.3044086749746118e-05,3.913166471510099e-05,0.5513638293072063,Unknown,Unknown ❓,0.5514260050586711
1042, ADER        ,2.3044086749746118e-05,3.913166471510099e-05,0.5513097651042926,Unknown,Unknown ❓,0.5513719408557575
1109, URYDL       ,2.3044086749746118e-05,3.913166471510099e-05,0.5512676946921147,Unknown,Unknown ❓,0.5513298704435795
1514,OLQVL,9.295895547803412e-05,0.0002617335056686778,0.5505864798620527,Unknown,Unknown ❓,0.5509411723231994
282,AWAR ,2.3044086749746118e-05,3.913166471510099e-05,0.5507051985743298,Unknown,Unknown ❓,0.5507673743257946
1201, dBWML4      ,2.3044086749746118e-05,3.913166471510099e-05,0.5504517661047809,Unknown,Unknown ❓,0.5505139418562457
1489,AVEL,0.00011214576715763008,0.0006669500017396284,0.5494891725681251,Interneuron,Unknown ❓,0.5502682683370224
1062, AVBL        ,2.3044086749746118e-05,3.913166471510099e-05,0.5498257131447039,Unknown,Oscillator 🔁,0.5498878888961687
105,BWM-VL05,0.00015786101510775752,0.00036156217782823885,0.5493305476321287,Unknown,Unknown ❓,0.5498499708250647
536,AVFR ,2.3044086749746118e-05,3.913166471510099e-05,0.5496649409480673,Unknown,Unknown ❓,0.5497271166995321
644,RMDR ,2.3044086749746118e-05,3.913166471510099e-05,0.5492846454933064,Unknown,Motor 🦴,0.5493468212447712
1286, dBWMR23     ,2.3044086749746118e-05,3.913166471510099e-05,0.5479380472287024,Unknown,Unknown ❓,0.5480002229801673
873, pm1vl       ,2.3044086749746118e-05,3.913166471510099e-05,0.547793250848296,Unknown,Unknown ❓,0.5478554265997608
479,PHCL ,2.3044086749746118e-05,3.913166471510099e-05,0.5476306142900285,Unknown,Unknown ❓,0.5476927900414933
1342, vBWMR4      ,2.3044086749746118e-05,3.913166471510099e-05,0.547320048547931,Unknown,Unknown ❓,0.5473822242993959
930, RIH         ,2.3044086749746118e-05,3.913166471510099e-05,0.5469818142889077,Unknown,Unknown ❓,0.5470439900403725
1084, VB10        ,2.3044086749746118e-05,3.913166471510099e-05,0.5463409393762125,Unknown,Unknown ❓,0.5464031151276774
1140, DB06        ,2.3044086749746118e-05,3.913166471510099e-05,0.5462334534030333,Unknown,Unknown ❓,0.5462956291544981
1063, RIVR        ,2.3044086749746118e-05,3.913166471510099e-05,0.5459307188967083,Unknown,Unknown ❓,0.5459928946481731
1203, dBWML5      ,2.3044086749746118e-05,3.913166471510099e-05,0.5457299978093033,Unknown,Unknown ❓,0.5457921735607681
737, dBWMR23       ,2.3044086749746118e-05,3.913166471510099e-05,0.5457094097405388,Unknown,Unknown ❓,0.5457715854920037
1504,AVKL,0.00028402685559628105,0.0002844452878469845,0.5448143386703729,Unknown,Unknown ❓,0.5453828108138161
1114, URYDR       ,2.3044086749746118e-05,3.913166471510099e-05,0.5447502462396869,Unknown,Unknown ❓,0.5448124219911518
765,VA01 ,2.3044086749746118e-05,3.913166471510099e-05,0.5446608359418406,Unknown,Unknown ❓,0.5447230116933054
1129, DVB         ,2.3044086749746118e-05,3.913166471510099e-05,0.5436610790574908,Unknown,Unknown ❓,0.5437232548089557
