gene,mean_members,mean_control,effect_size,pval,qval
WBGene00007593,0.28650793650793654,2.209145488938235,-1.9226375524302985,2.984464104757703e-12,2.4849395406956476e-09
WBGene00021210,1.296164021164021,3.509186610741015,-2.213022589576994,2.8849110764800183e-12,2.4849395406956476e-09
WBGene00022086,0.12708333333333333,1.4939550949913643,-1.366871761658031,3.445836788731818e-12,2.669810579517766e-09
WBGene00006756,2.99130291005291,8.656690517312278,-5.665387607259367,3.4138498027059977e-12,2.669810579517766e-09
WBGene00045457,0.010416666666666666,0.12542972283904927,-0.1150130561723826,4.8943462754471246e-12,3.665702215434048e-09
WBGene00017320,1.7863756613756614,12.21455711818406,-10.4281814568084,5.2025832677131104e-12,3.7708659174918025e-09
WBGene00022811,0.0,0.18313183649971218,-0.18313183649971218,5.642454719626891e-12,3.961884846728019e-09
WBGene00018010,0.023478835978835978,0.2701702442635085,-0.2466914082846725,5.986766211455549e-12,4.076262121369537e-09
WBGene00017348,0.5471230158730158,1.197540916193766,-0.6504179003207502,6.6066777339238775e-12,4.366042411868694e-09
WBGene00019710,0.42781084656084656,1.196307262110371,-0.7684964155495244,8.877549774044951e-12,5.699133310657601e-09
WBGene00012099,1.016005291005291,3.186939715437125,-2.1709344244318336,9.177558451998837e-12,5.728071134943385e-09
WBGene00077701,0.012962962962962963,0.12538860103626942,-0.11242563807330645,1.044902780150789e-11,6.117643145841356e-09
WBGene00003158,0.014285714285714284,0.13385969240891518,-0.11957397812320089,1.0168053338197208e-11,6.117643145841356e-09
WBGene00001057,0.5708002645502646,1.7772843161444198,-1.2064840515941553,1.0618544781156833e-11,6.117643145841356e-09
WBGene00013435,0.2828042328042328,0.7725635331852949,-0.48975930038106213,1.1891252635803944e-11,6.67961388684697e-09
WBGene00022504,0.0,0.04613866271897359,-0.04613866271897359,1.261765216961872e-11,6.914781136564952e-09
WBGene00206528,0.004166666666666667,0.19803437782712394,-0.19386771116045726,1.5339635294788967e-11,8.206339653300316e-09
WBGene00016420,0.0,0.055489760671107814,-0.055489760671107814,1.5739764852955216e-11,8.224576197233739e-09
WBGene00002127,0.012962962962962963,0.1072785590920306,-0.09431559612906763,1.9562210617435954e-11,9.767629119181522e-09
WBGene00013176,0.2070436507936508,0.5516325355703594,-0.34458888477670857,1.9559065388391646e-11,9.767629119181522e-09
