gene,mean_hub,mean_control,effect_size,pval,qval
WBGene00018900,0.04289732770745429,0.17823596792668955,-0.13533864021923525,5.4561029819562233e-08,1.546723802873534e-05
WBGene00010061,0.06075949367088606,0.24230895107183767,-0.1815494574009516,5.514993823052631e-08,1.546723802873534e-05
WBGene00002254,0.1758087201125176,0.4830060546555392,-0.30719733454302156,5.5758880249568846e-08,1.546723802873534e-05
WBGene00016110,0.09774964838255977,0.7650630011454753,-0.6673133527629156,5.481622089527622e-08,1.546723802873534e-05
WBGene00008348,1.1555555555555557,3.0833496972672227,-1.927794141711667,5.3220487136869085e-08,1.546723802873534e-05
WBGene00010221,2.368495077355837,5.6090001636393385,-3.2405050862835014,5.567343358425518e-08,1.546723802873534e-05
WBGene00000491,3.529395218002813,21.909458353788246,-18.380063135785434,5.8055902726915174e-08,1.59080253459885e-05
WBGene00017719,0.4160337552742616,1.0731222385861559,-0.6570884833118942,6.799960417884678e-08,1.8189084598744146e-05
WBGene00044513,0.18832630098452885,3.244853542791687,-3.0565272418071583,6.743994461162482e-08,1.8189084598744146e-05
WBGene00017833,0.14796061884669476,0.8329815087547046,-0.6850208899080098,7.107426691764021e-08,1.8586076737652644e-05
WBGene00016879,0.6469760900140648,1.9164212076583207,-1.2694451176442558,7.113812806258078e-08,1.8586076737652644e-05
WBGene00010951,0.2351617440225036,0.7587301587301587,-0.5235684147076551,7.284802565946321e-08,1.881404929359171e-05
WBGene00017039,2.333192686357243,5.588635247913598,-3.255442561556355,7.471146596054917e-08,1.9076044643949766e-05
WBGene00014615,0.0,0.016969399443626243,-0.016969399443626243,8.030852661293266e-08,1.949520214337601e-05
WBGene00018081,0.0,0.04801996399934544,-0.04801996399934544,8.08825269558666e-08,1.949520214337601e-05
WBGene00009136,0.012658227848101266,0.15904925544100804,-0.14639102759290676,7.993612218440626e-08,1.949520214337601e-05
WBGene00000601,0.07848101265822784,0.29432171494027165,-0.21584070228204383,8.155899245526482e-08,1.949520214337601e-05
WBGene00003692,0.3365682137834037,1.3019963999345443,-0.9654281861511407,7.906294916386857e-08,1.949520214337601e-05
WBGene00003728,2.892967651195499,13.90171821305842,-11.008750561862922,7.728142145361257e-08,1.949520214337601e-05
