Neuron,RichClubScore
 pm1vr       ,0.009254940668590146
pm3d ,0.015998549744934695
 mc1dl       ,0.01790846958052679
 mc1dr       ,0.015998549744934695
pm3vl ,0.015998549744934695
 mc1v        ,0.015998549744934695
pm3vr ,0.015998549744934695
pm4d ,0.02172995614690394
pm4vl ,0.019906331230175545
pm4vr ,0.019906331230175545
pm5d ,0.028940798159501183
 pm6d        ,0.014088048133441992
 mc2dl       ,0.015998549744934695
 mc2dr       ,0.015998549744934695
pm5vl ,0.02516886485758081
 pm6vl       ,0.014088048133441992
 mc2v        ,0.012451843698403962
pm5vr ,0.019906331230175545
pm6d ,0.014088048133441992
 mc3dl       ,0.019906331230175545
 mc3dr       ,0.019906331230175545
pm6vl ,0.014088048133441992
 mc3v        ,0.01790846958052679
pm6vr ,0.015998549744934695
pm7d ,0.014088048133441992
 pm8         ,0.019906331230175545
pm7vl ,0.014088048133441992
pm7vr ,0.014088048133441992
pm8 ,0.019906331230175545
 pm7d        ,0.014088048133441992
 pm7vl       ,0.014088048133441992
 pm7vr       ,0.014088048133441992
mc1dl ,0.01790846958052679
mc1dr ,0.015998549744934695
mc1v ,0.015998549744934695
mc2dl ,0.015998549744934695
mc2dr ,0.015998549744934695
mc2v ,0.012451843698403962
mc3dl ,0.019906331230175545
mc3dr ,0.019906331230175545
mc3v ,0.01790846958052679
 ASHL        ,0.019906331230175545
 AWCL        ,0.014088048133441992
 AFDL        ,0.02172995614690394
 AIZL        ,0.02357081143350853
 ADAL        ,0.01790846958052679
 RIAL        ,0.015998549744934695
 URBL        ,0.01790846958052679
 ASGR        ,0.02357081143350853
 AWAR        ,0.015998549744934695
 AWBR        ,0.019906331230175545
 AFDR        ,0.02357081143350853
 AIAR        ,0.02516886485758081
 ADAR        ,0.01790846958052679
 RIH         ,0.01790846958052679
 SMBVR       ,0.02357081143350853
 SMDVR       ,0.01790846958052679
 ADLR        ,0.014088048133441992
 AWAL        ,0.014088048133441992
 RMGL        ,0.026940388039399982
 AVDR        ,0.03627713351174547
 hyp         ,0.17777777777777778
 ADLL        ,0.01790846958052679
 ASKR        ,0.028940798159501183
 ASGL        ,0.019906331230175545
 AWCR        ,0.01790846958052679
 PVQR        ,0.042195446898308876
 ASEL        ,0.01790846958052679
 AWBL        ,0.01790846958052679
 AIML        ,0.012451843698403962
 AINR        ,0.02172995614690394
 RIVL        ,0.02172995614690394
 ADFR        ,0.02516886485758081
 ASER        ,0.015998549744934695
 ASIR        ,0.015998549744934695
 AIZR        ,0.019906331230175545
 AINL        ,0.015998549744934695
 ADFL        ,0.02357081143350853
 ASHR        ,0.028940798159501183
 ASKL        ,0.02172995614690394
 RICL        ,0.014088048133441992
 RICR        ,0.015998549744934695
 RMGR        ,0.028940798159501183
 AVHL        ,0.06139031671567417
 AVAR        ,0.17195767195767195
 AVER        ,0.042195446898308876
 AIAL        ,0.02357081143350853
 AIYR        ,0.015998549744934695
 ASJR        ,0.014088048133441992
 IL2L        ,0.02357081143350853
 ALA         ,0.019906331230175545
 PVQL        ,0.033730412098436614
 ASJL        ,0.019906331230175545
 AIMR        ,0.015998549744934695
 AIBL        ,0.033730412098436614
 HSNL        ,0.015998549744934695
 AIBR        ,0.031578231932702816
 AVHR        ,0.08068974595234961
 HSNR        ,0.019906331230175545
 AUAL        ,0.01790846958052679
 AUAR        ,0.01790846958052679
 AIYL        ,0.015998549744934695
 AVEL        ,0.03627713351174547
 URBR        ,0.01790846958052679
 RMDVR       ,0.031578231932702816
 IL1DR       ,0.015998549744934695
 IL1L        ,0.01790846958052679
 RMEV        ,0.028940798159501183
 IL1DL       ,0.014088048133441992
 IL1R        ,0.012451843698403962
 IL1VL       ,0.015998549744934695
 RMER        ,0.015998549744934695
 IL1VR       ,0.015998549744934695
 RMDDL       ,0.02357081143350853
 RMED        ,0.019906331230175545
 IL2VR       ,0.012451843698403962
 URAVR       ,0.009254940668590146
 URADL       ,0.009254940668590146
 URADR       ,0.012451843698403962
 OLLL        ,0.014088048133441992
 URXL        ,0.012451843698403962
 RMDL        ,0.02516886485758081
 URAVL       ,0.01790846958052679
 URXR        ,0.015998549744934695
 CEPVR       ,0.014088048133441992
 CEPDL       ,0.009254940668590146
 RIBL        ,0.039609105233162356
 RIGL        ,0.039609105233162356
 RMDVL       ,0.02357081143350853
 CEPDR       ,0.009254940668590146
 RIBR        ,0.03627713351174547
 RIGR        ,0.03627713351174547
 CEPVL       ,0.014088048133441992
 OLLR        ,0.012451843698403962
 OLQDL       ,0.01790846958052679
 OLQDR       ,0.019906331230175545
 OLQVL       ,0.01790846958052679
 OLQVR       ,0.01790846958052679
 AVM         ,0.015998549744934695
 BDUL        ,0.012451843698403962
 PVR         ,0.06139031671567417
 RMDDR       ,0.02357081143350853
 SMBDR       ,0.02516886485758081
 BDUR        ,0.014088048133441992
 SDQR        ,0.026940388039399982
 ALML        ,0.019906331230175545
 ALMR        ,0.01790846958052679
 AVDL        ,0.039609105233162356
 PVM         ,0.019906331230175545
 PDEL        ,0.028940798159501183
 PDER        ,0.033730412098436614
 AVKL        ,0.05729378301503454
 DVA         ,0.08068974595234961
 DB03        ,0.02357081143350853
 VD09        ,0.01790846958052679
PLML ,0.02172995614690394
 PLNL        ,0.02172995614690394
 PHCL        ,0.02357081143350853
 PVCL        ,0.06583902553047814
 LUAL        ,0.02172995614690394
PLMR ,0.02172995614690394
 PLNR        ,0.015998549744934695
 PVCR        ,0.09238572162300976
 LUAR        ,0.031578231932702816
 SMDDR       ,0.026940388039399982
 SMDVL       ,0.02357081143350853
 ADER        ,0.019906331230175545
 SMDDL       ,0.028940798159501183
 PLML        ,0.02172995614690394
 PHAL        ,0.02357081143350853
 PHBL        ,0.026940388039399982
 PVWL        ,0.031578231932702816
 VA02        ,0.02172995614690394
 PLMR        ,0.02172995614690394
 PHAR        ,0.02516886485758081
 PHBR        ,0.031578231932702816
 FLPR        ,0.02357081143350853
 SDQL        ,0.015998549744934695
 SIADR       ,0.02357081143350853
 DD01        ,0.02516886485758081
 FLPL        ,0.02172995614690394
 DA01        ,0.01790846958052679
 DA02        ,0.02516886485758081
 DA03        ,0.02357081143350853
 AS01        ,0.019906331230175545
 PVNL        ,0.04515326320551974
 AVBL        ,0.09238572162300976
 RIVR        ,0.01790846958052679
 SAADL       ,0.015998549744934695
 SIAVR       ,0.019906331230175545
 SIBDL       ,0.01790846958052679
 PVDR        ,0.019906331230175545
 AVG         ,0.048214938149172715
 VA10        ,0.02357081143350853
 PVDL        ,0.01790846958052679
 DVC         ,0.05013477088948787
 AVAL        ,0.1767881241565452
 BAGR        ,0.014088048133441992
 RIR         ,0.012451843698403962
 BAGL        ,0.01790846958052679
 IL2R        ,0.014088048133441992
 AVKR        ,0.039609105233162356
 PVPL        ,0.10513874614594039
 PVPR        ,0.08068974595234961
 AVJL        ,0.04515326320551974
 AVJR        ,0.05311537314916029
 PVNR        ,0.06139031671567417
 ALNR        ,0.015998549744934695
 VB10        ,0.031578231932702816
 VB11        ,0.028940798159501183
 VD06        ,0.014088048133441992
 VB09        ,0.01790846958052679
 PQR         ,0.031578231932702816
 PHCR        ,0.026940388039399982
 PVT         ,0.09411764705882353
 PVWR        ,0.039609105233162356
 DA08        ,0.042195446898308876
 VA12        ,0.033730412098436614
 DA09        ,0.042195446898308876
 ASIL        ,0.012451843698403962
 RIS         ,0.028940798159501183
 RIMR        ,0.02516886485758081
 RIML        ,0.02516886485758081
 SIAVL       ,0.02172995614690394
 SIBVL       ,0.033730412098436614
 SIBVR       ,0.02516886485758081
 ADEL        ,0.012451843698403962
 RID         ,0.019906331230175545
 SAAVR       ,0.02516886485758081
 AVBR        ,0.0983661499790532
 SIADL       ,0.019906331230175545
 SIBDR       ,0.01790846958052679
 RMHR        ,0.012451843698403962
 URYDL       ,0.012451843698403962
 URYVL       ,0.009254940668590146
 RMFL        ,0.01790846958052679
 RMEL        ,0.012451843698403962
 VD01        ,0.019906331230175545
 URYDR       ,0.014088048133441992
 AQR         ,0.019906331230175545
 RMDR        ,0.015998549744934695
 SAADR       ,0.014088048133441992
 AVFR        ,0.026940388039399982
 RMHL        ,0.015998549744934695
 RIFR        ,0.015998549744934695
 AS11        ,0.03627713351174547
 VA11        ,0.039609105233162356
 VD12        ,0.042195446898308876
 VC05        ,0.014088048133441992
 AVFL        ,0.03627713351174547
 VB01        ,0.014088048133441992
 AVL         ,0.048214938149172715
 DD06        ,0.042195446898308876
 DVB         ,0.03627713351174547
 DB07        ,0.031578231932702816
 AS10        ,0.026940388039399982
 PDB         ,0.02357081143350853
 SMBDL       ,0.02357081143350853
 SMBVL       ,0.014088048133441992
 PDA         ,0.02357081143350853
 VD11        ,0.031578231932702816
 VD13        ,0.039609105233162356
 VC06        ,0.02172995614690394
 DB01        ,0.01790846958052679
 DB06        ,0.01790846958052679
 DD05        ,0.014088048133441992
 VC01        ,0.015998549744934695
 DA07        ,0.02172995614690394
 VC03        ,0.02357081143350853
 DA04        ,0.01790846958052679
 URYVR       ,0.009254940668590146
 SABD        ,0.015998549744934695
 SABVR       ,0.014088048133441992
 DA05        ,0.01790846958052679
 DA06        ,0.012451843698403962
 VA01        ,0.014088048133441992
 VA03        ,0.02172995614690394
 VA04        ,0.01790846958052679
 VA05        ,0.012451843698403962
 VA06        ,0.01790846958052679
 VA07        ,0.014088048133441992
 VA08        ,0.012451843698403962
 VA09        ,0.012451843698403962
 SABVL       ,0.009254940668590146
 AS03        ,0.009254940668590146
 AS05        ,0.012451843698403962
 AS06        ,0.015998549744934695
 DB02        ,0.01790846958052679
 DB04        ,0.01790846958052679
 DB05        ,0.015998549744934695
 VB02        ,0.01790846958052679
 VB04        ,0.019906331230175545
 VB05        ,0.015998549744934695
 VB06        ,0.01790846958052679
 VB07        ,0.015998549744934695
 VB08        ,0.015998549744934695
 VB03        ,0.01790846958052679
 RIFL        ,0.014088048133441992
 RIAR        ,0.02172995614690394
 SAAVL       ,0.019906331230175545
 IL2DR       ,0.012451843698403962
 IL2DL       ,0.009254940668590146
 IL2VL       ,0.009254940668590146
 ALNL        ,0.015998549744934695
 AS02        ,0.014088048133441992
 AS04        ,0.012451843698403962
 DD03        ,0.015998549744934695
 VD02        ,0.02172995614690394
 DD02        ,0.01790846958052679
 VD03        ,0.01790846958052679
 vBWML8      ,0.014088048133441992
 VD04        ,0.014088048133441992
 VD05        ,0.014088048133441992
 DD04        ,0.012451843698403962
 VC02        ,0.015998549744934695
 dBWML9      ,0.014088048133441992
 VD07        ,0.012451843698403962
 VD08        ,0.012451843698403962
 VD10        ,0.012451843698403962
dBWML1 ,0.012451843698403962
 dBWML2      ,0.012451843698403962
 dBWML3      ,0.014088048133441992
dBWML2 ,0.012451843698403962
 dBWML1      ,0.012451843698403962
dBWML3 ,0.014088048133441992
 dBWML4      ,0.012451843698403962
dBWML4 ,0.012451843698403962
 dBWML5      ,0.012451843698403962
dBWML5 ,0.012451843698403962
 dBWML6      ,0.012451843698403962
dBWML6 ,0.012451843698403962
 dBWML7      ,0.012451843698403962
dBWML7 ,0.012451843698403962
 dBWML8      ,0.012451843698403962
dBWML8 ,0.012451843698403962
dBWML9 ,0.014088048133441992
 dBWML10     ,0.012451843698403962
dBWML10 ,0.012451843698403962
 dBWML11     ,0.012451843698403962
dBWML11 ,0.012451843698403962
 dBWML12     ,0.012451843698403962
dBWML12 ,0.012451843698403962
 dBWML13     ,0.012451843698403962
dBWML13 ,0.012451843698403962
 dBWML14     ,0.012451843698403962
dBWML14 ,0.012451843698403962
 dBWML15     ,0.012451843698403962
dBWML15 ,0.012451843698403962
 dBWML16     ,0.012451843698403962
dBWML16 ,0.012451843698403962
 dBWML17     ,0.012451843698403962
dBWML17 ,0.012451843698403962
 dBWML18     ,0.012451843698403962
dBWML18 ,0.012451843698403962
 dBWML19     ,0.012451843698403962
dBWML19 ,0.012451843698403962
 dBWML20     ,0.012451843698403962
dBWML20 ,0.012451843698403962
 dBWML21     ,0.012451843698403962
dBWML21 ,0.012451843698403962
 dBWML22     ,0.012451843698403962
dBWML22 ,0.012451843698403962
 dBWML23     ,0.012451843698403962
dBWML23 ,0.012451843698403962
 dBWML24     ,0.009254940668590146
dBWML24 ,0.009254940668590146
dBWMR1 ,0.012451843698403962
 dBWMR2      ,0.012451843698403962
 dBWMR3      ,0.014088048133441992
dBWMR2 ,0.012451843698403962
 dBWMR1      ,0.012451843698403962
dBWMR3 ,0.014088048133441992
 dBWMR4      ,0.012451843698403962
dBWMR4 ,0.012451843698403962
 dBWMR5      ,0.012451843698403962
dBWMR5 ,0.012451843698403962
 dBWMR6      ,0.012451843698403962
dBWMR6 ,0.012451843698403962
 dBWMR7      ,0.012451843698403962
dBWMR7 ,0.012451843698403962
 dBWMR8      ,0.012451843698403962
dBWMR8 ,0.012451843698403962
 dBWMR9      ,0.012451843698403962
dBWMR9 ,0.012451843698403962
 dBWMR10     ,0.012451843698403962
dBWMR10 ,0.012451843698403962
 dBWMR11     ,0.012451843698403962
dBWMR11 ,0.012451843698403962
 dBWMR12     ,0.012451843698403962
dBWMR12 ,0.012451843698403962
 dBWMR13     ,0.012451843698403962
dBWMR13 ,0.012451843698403962
 dBWMR14     ,0.012451843698403962
dBWMR14 ,0.012451843698403962
 dBWMR15     ,0.012451843698403962
dBWMR15 ,0.012451843698403962
 dBWMR16     ,0.012451843698403962
dBWMR16 ,0.012451843698403962
 dBWMR17     ,0.012451843698403962
dBWMR17 ,0.012451843698403962
 dBWMR18     ,0.012451843698403962
dBWMR18 ,0.012451843698403962
 dBWMR19     ,0.012451843698403962
dBWMR19 ,0.012451843698403962
 dBWMR20     ,0.012451843698403962
dBWMR20 ,0.012451843698403962
 dBWMR21     ,0.012451843698403962
dBWMR21 ,0.012451843698403962
 dBWMR22     ,0.012451843698403962
dBWMR22 ,0.012451843698403962
 dBWMR23     ,0.012451843698403962
dBWMR23 ,0.012451843698403962
 dBWMR24     ,0.009254940668590146
dBWMR24 ,0.009254940668590146
vBWML1 ,0.012451843698403962
 vBWML2      ,0.012451843698403962
 vBWML3      ,0.014088048133441992
vBWML2 ,0.012451843698403962
 vBWML1      ,0.012451843698403962
vBWML3 ,0.014088048133441992
 vBWML4      ,0.012451843698403962
vBWML4 ,0.012451843698403962
 vBWML5      ,0.012451843698403962
vBWML5 ,0.012451843698403962
 vBWML6      ,0.012451843698403962
vBWML6 ,0.012451843698403962
 vBWML7      ,0.012451843698403962
vBWML7 ,0.012451843698403962
vBWML8 ,0.014088048133441992
 vBWML9      ,0.014088048133441992
vBWML9 ,0.014088048133441992
 vBWML10     ,0.012451843698403962
 vBWMR8      ,0.014088048133441992
vBWML10 ,0.012451843698403962
 vBWML11     ,0.012451843698403962
vBWML11 ,0.012451843698403962
 vBWML12     ,0.012451843698403962
vBWML12 ,0.012451843698403962
 vBWML13     ,0.012451843698403962
vBWML13 ,0.012451843698403962
 vBWML14     ,0.012451843698403962
vBWML14 ,0.012451843698403962
 vBWML15     ,0.012451843698403962
vBWML15 ,0.012451843698403962
 vBWML16     ,0.012451843698403962
vBWML16 ,0.012451843698403962
 vBWML17     ,0.012451843698403962
vBWML17 ,0.012451843698403962
 vBWML18     ,0.012451843698403962
vBWML18 ,0.012451843698403962
 vBWML19     ,0.012451843698403962
vBWML19 ,0.012451843698403962
 vBWML20     ,0.012451843698403962
vBWML20 ,0.012451843698403962
 vBWML21     ,0.012451843698403962
vBWML21 ,0.012451843698403962
 vBWML22     ,0.012451843698403962
vBWML22 ,0.012451843698403962
 vBWML23     ,0.009254940668590146
vBWML23 ,0.009254940668590146
vBWMR1 ,0.012451843698403962
 vBWMR2      ,0.012451843698403962
 vBWMR3      ,0.014088048133441992
vBWMR2 ,0.012451843698403962
 vBWMR1      ,0.012451843698403962
vBWMR3 ,0.014088048133441992
 vBWMR4      ,0.012451843698403962
vBWMR4 ,0.012451843698403962
 vBWMR5      ,0.012451843698403962
vBWMR5 ,0.012451843698403962
 vBWMR6      ,0.012451843698403962
vBWMR6 ,0.012451843698403962
 vBWMR7      ,0.012451843698403962
vBWMR7 ,0.012451843698403962
vBWMR8 ,0.015998549744934695
 vBWMR9      ,0.012451843698403962
vBWMR9 ,0.012451843698403962
 vBWMR10     ,0.012451843698403962
vBWMR10 ,0.012451843698403962
 vBWMR11     ,0.012451843698403962
vBWMR11 ,0.012451843698403962
 vBWMR12     ,0.012451843698403962
vBWMR12 ,0.012451843698403962
 vBWMR13     ,0.012451843698403962
vBWMR13 ,0.012451843698403962
 vBWMR14     ,0.012451843698403962
vBWMR14 ,0.012451843698403962
 vBWMR15     ,0.012451843698403962
vBWMR15 ,0.012451843698403962
 vBWMR16     ,0.012451843698403962
vBWMR16 ,0.012451843698403962
 vBWMR17     ,0.012451843698403962
vBWMR17 ,0.012451843698403962
 vBWMR18     ,0.012451843698403962
vBWMR18 ,0.012451843698403962
 vBWMR19     ,0.012451843698403962
vBWMR19 ,0.012451843698403962
 vBWMR20     ,0.012451843698403962
vBWMR20 ,0.012451843698403962
 vBWMR21     ,0.012451843698403962
vBWMR21 ,0.012451843698403962
 vBWMR22     ,0.012451843698403962
vBWMR22 ,0.012451843698403962
 vBWMR23     ,0.012451843698403962
vBWMR23 ,0.012451843698403962
 vBWMR24     ,0.009254940668590146
vBWMR24 ,0.009254940668590146
hyp ,0.17777777777777778
intL ,0.014088048133441992
 intR        ,0.014088048133441992
 sph         ,0.014088048133441992
 anal        ,0.014088048133441992
intR ,0.014088048133441992
 intL        ,0.014088048133441992
sph ,0.014088048133441992
anal ,0.014088048133441992
 VC04        ,0.012451843698403962
 vm2aL       ,0.015998549744934695
 vm2aR       ,0.015998549744934695
 vm2pL       ,0.015998549744934695
 vm2pR       ,0.015998549744934695
um2aL  ,0.012451843698403962
 um2aR       ,0.012451843698403962
 um1aL       ,0.015998549744934695
um2aR ,0.012451843698403962
 um2aL       ,0.012451843698403962
 um1aR       ,0.015998549744934695
um1aL ,0.015998549744934695
 um1pL       ,0.015998549744934695
um1aR ,0.015998549744934695
 um1pR       ,0.015998549744934695
um1pL ,0.015998549744934695
 um2pL       ,0.012451843698403962
um1pR ,0.015998549744934695
 um2pR       ,0.012451843698403962
um2pL ,0.012451843698403962
um2pR ,0.012451843698403962
vm2aL  ,0.015998549744934695
 vm1aL       ,0.014088048133441992
vm2aR ,0.015998549744934695
 vm1aR       ,0.014088048133441992
vm1aL ,0.014088048133441992
 vm1pL       ,0.014088048133441992
vm1aR ,0.014088048133441992
 vm1pR       ,0.014088048133441992
vm1pL ,0.014088048133441992
vm1pR ,0.014088048133441992
vm2pL ,0.015998549744934695
vm2pR ,0.015998549744934695
AVBR,0.18181818181818182
DB1,0.009254940668590146
AVFR,0.1290909090909091
CEPVR,0.11632623497030277
URYVR,0.09411764705882353
ADLR,0.08755221386800334
RIBR,0.17647058823529413
RICR,0.17195767195767195
RIFL,0.0983661499790532
RIGL,0.17647058823529413
ALNR,0.04515326320551974
ASGL,0.03627713351174547
AVHR,0.11904761904761904
AWCL,0.06583902553047814
CEPDR,0.11632623497030277
CEPVL,0.1408491107286288
OLLL,0.11632623497030277
PVNL,0.08755221386800334
RIS,0.14627477785372522
RMFL,0.13886982383893845
RMFR,0.15031055900621118
CEPDL,0.10936431989063568
PVR,0.06139031671567417
IL2R,0.08335724533715926
PLNL,0.028940798159501183
ADAL,0.1744186046511628
ADAR,0.11632623497030277
AIBR,0.3
ASHL,0.14627477785372522
ASKL,0.05311537314916029
AVAL,0.1767881241565452
AVAR,0.1560021152829191
AVBL,0.22058823529411764
AVDR,0.10513874614594039
AVJR,0.09238572162300976
AIBL,0.14285714285714285
ASHR,0.11632623497030277
AVDL,0.08068974595234961
FLPR,0.048214938149172715
AVKR,0.15031055900621118
PVCR,0.10513874614594039
ADFL,0.09411764705882353
ADFR,0.07750799924712969
AIYL,0.09238572162300976
AIZL,0.1744186046511628
ASER,0.08755221386800334
AUAL,0.05013477088948787
RIAL,0.18181818181818182
AIAR,0.0983661499790532
AIYR,0.07077517077517077
AIZR,0.1560021152829191
AUAR,0.06583902553047814
URXR,0.0983661499790532
AIAL,0.09238572162300976
ASKR,0.05729378301503454
AWCR,0.07077517077517077
AFDL,0.033730412098436614
AFDR,0.03627713351174547
AWBL,0.08755221386800334
AWBR,0.08068974595234961
RIFR,0.07750799924712969
AVEL,0.20512820512820512
AVER,0.18181818181818182
RIBL,0.17613636363636365
SAADR,0.08755221386800334
SIADL,0.033730412098436614
ASGR,0.033730412098436614
BAGL,0.07750799924712969
BAGR,0.10513874614594039
SIBDL,0.039609105233162356
ALMR,0.05013477088948787
ASEL,0.06139031671567417
AVHL,0.08755221386800334
URXL,0.10513874614594039
DVA,0.20952380952380953
AVJL,0.11632623497030277
PVCL,0.11904761904761904
AVKL,0.1408491107286288
PVPL,0.09411764705882353
SAAVL,0.07750799924712969
AWAL,0.07750799924712969
AWAR,0.05311537314916029
OLLR,0.0983661499790532
SIBVR,0.04515326320551974
OLQVR,0.07750799924712969
FLPL,0.08068974595234961
RIPL,0.033730412098436614
RIPR,0.048214938149172715
IL2L,0.06139031671567417
OLQVL,0.06583902553047814
OLQDR,0.06139031671567417
OLQDL,0.05729378301503454
SIBVL,0.039609105233162356
SIBDR,0.05013477088948787
SIAVL,0.031578231932702816
SIAVR,0.02516886485758081
RID,0.048214938149172715
PVPR,0.07077517077517077
SIADR,0.028940798159501183
SAADL,0.05013477088948787
SAAVR,0.04515326320551974
ALNL,0.026940388039399982
SDQL,0.07750799924712969
AVFL,0.07750799924712969
AVM,0.05311537314916029
PVNR,0.048214938149172715
AQR,0.1290909090909091
HSNL,0.11632623497030277
HSNR,0.09238572162300976
SDQR,0.05013477088948787
PLNR,0.02172995614690394
