hub_def,hub,control
degree,AIYR;AUAR;AWCR;ASGR;AWCL;RMDVR;ASHR;AVKR;HSNL;IL1L;RIBL;RIBR;RIGR;AIAR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RMER;ADEL;AIMR, MCR           
degree,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL,OLQVL
degree,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL,CEPDR
degree,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL, BAGR          
degree,ASER;AIZL;AIAL,SMDVR 
degree,ASER;AIZL;AIAL,ASKL 
degree,ASER;AIZL;AIAL,OLQVR 
degree,ASER;AIZR;ASHL,AIML 
degree,ASER;AIZR;ASHL,IL1L
degree,ASER;AIZR;ASHL, FLPL        
degree,ASER;RIGL;AIZL;AIZR;ASHL;RIR,I6 
degree,ASER;RIGL;AIZL;AIZR;ASHL;RIR, PVPL        
degree,ASER;RIGL;AIZL;AIZR;ASHL;RIR, URXR          
degree,ASER;RIGL;AIZR;RIR;AIMR, PHBL          
degree,ASER;RIGL;AIZR;RIR;AIMR, AIMR          
degree,ASER;RIGL;AIZR;RIR;AIMR, ALNR        
betweenness,0,IL1DR 
betweenness,0, IL1DR         
betweenness,0,PDER 
betweenness,AINL;CEPshVL;RIAR;AIBR;AUAR;ASEL;RIVR;RMFR;ASHR;AVBR;AVAL;AVEL;AVER;AVBL;AVKR;RMHL;SMBDR;RIAL;RIGR;AIAR;ASER;RIGL;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;RIR;ADEL;AIAL,RIMR
betweenness,AINL;CEPshVL;RIAR;AIBR;AUAR;ASEL;RIVR;RMFR;ASHR;AVBR;AVAL;AVEL;AVER;AVBL;AVKR;RMHL;SMBDR;RIAL;RIGR;AIAR;ASER;RIGL;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;RIR;ADEL;AIAL,ASHL 
betweenness,AINL;CEPshVL;RIAR;AIBR;AUAR;ASEL;RIVR;RMFR;ASHR;AVBR;AVAL;AVEL;AVER;AVBL;AVKR;RMHL;SMBDR;RIAL;RIGR;AIAR;ASER;RIGL;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;RIR;ADEL;AIAL,PVQR 
betweenness,AINR;CEPshVR;CEPshVL;ASIR;CEPshDR;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;AFDR;BAGL;RIML;AVHR;CEPVL;ASKR;AWCR;ASJL;URBL;BDUL;IL2DL;AWCL;RIS;RIVR;URYVL;IL2DR;SMBDL;IL1R;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-DR02;BWM-VR02;ADFR;RIAL;SIADR;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;BWM-DR04;PVR;ALMR;SIAVR;PVNR;AWBL;IL2R;GLRR;BWM-VR06;BWM-VR07;BWM-DR08;BWM-VL02;BWM-VL07;BWM-DL05;BWM-DL08;BWM-DL07;BWM-VL01;BWM-DR07;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR;BWM-VR03, AINL          
betweenness,AINR;CEPshVR;CEPshVL;ASIR;CEPshDR;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;AFDR;BAGL;RIML;AVHR;CEPVL;ASKR;AWCR;ASJL;URBL;BDUL;IL2DL;AWCL;RIS;RIVR;URYVL;IL2DR;SMBDL;IL1R;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-DR02;BWM-VR02;ADFR;RIAL;SIADR;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;BWM-DR04;PVR;ALMR;SIAVR;PVNR;AWBL;IL2R;GLRR;BWM-VR06;BWM-VR07;BWM-DR08;BWM-VL02;BWM-VL07;BWM-DL05;BWM-DL08;BWM-DL07;BWM-VL01;BWM-DR07;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR;BWM-VR03, AWCR        
betweenness,AINR;CEPshVR;CEPshVL;ASIR;CEPshDR;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;AFDR;BAGL;RIML;AVHR;CEPVL;ASKR;AWCR;ASJL;URBL;BDUL;IL2DL;AWCL;RIS;RIVR;URYVL;IL2DR;SMBDL;IL1R;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-DR02;BWM-VR02;ADFR;RIAL;SIADR;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;BWM-DR04;PVR;ALMR;SIAVR;PVNR;AWBL;IL2R;GLRR;BWM-VR06;BWM-VR07;BWM-DR08;BWM-VL02;BWM-VL07;BWM-DL05;BWM-DL08;BWM-DL07;BWM-VL01;BWM-DR07;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR;BWM-VR03, M3L           
betweenness,AINR;CEPshVR;CEPshVL;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLQVR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;PVR;SIAVR;PVNR;AWBL;IL2R;GLRR;AVM;BWM-VL05;BWM-VL02;BWM-VL03;BWM-DL05;BWM-VL01;PLNR;ALNL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIR;ADEL;AIAL;AIMR;RMEL;CANR;BWM-VR03, RMFR          
betweenness,AINR;CEPshVR;CEPshVL;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLQVR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;PVR;SIAVR;PVNR;AWBL;IL2R;GLRR;AVM;BWM-VL05;BWM-VL02;BWM-VL03;BWM-DL05;BWM-VL01;PLNR;ALNL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIR;ADEL;AIAL;AIMR;RMEL;CANR;BWM-VR03, AIAL          
betweenness,AINR;CEPshVR;CEPshVL;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLQVR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;BWM-DL03;SMBDR;URADL;BWM-DL01;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;SIBVR;OLQDL;BWM-VL04;BWM-DL04;BWM-DL06;RIFR;PVR;SIAVR;PVNR;AWBL;IL2R;GLRR;AVM;BWM-VL05;BWM-VL02;BWM-VL03;BWM-DL05;BWM-VL01;PLNR;ALNL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIR;ADEL;AIAL;AIMR;RMEL;CANR;BWM-VR03, URAVR         
betweenness,AINR;PVT;RIAR;DVC;AIBR;ASEL;ASKR;BAGR;URBL;RIVL;RICR;ASHR;AWBR;DVA;SAAVL;AVKL;RMHL;ADAL;URXL;OLQVL;AFDL;ALML;ADFR;RIGR;RMGL;AIZL;AQR;SDQR;SDQL;ADEL;AIAL,FLPR
betweenness,AINR;PVT;RIAR;DVC;AIBR;ASEL;ASKR;BAGR;URBL;RIVL;RICR;ASHR;AWBR;DVA;SAAVL;AVKL;RMHL;ADAL;URXL;OLQVL;AFDL;ALML;ADFR;RIGR;RMGL;AIZL;AQR;SDQR;SDQL;ADEL;AIAL, SABD        
betweenness,AINR;PVT;RIAR;DVC;AIBR;ASEL;ASKR;BAGR;URBL;RIVL;RICR;ASHR;AWBR;DVA;SAAVL;AVKL;RMHL;ADAL;URXL;OLQVL;AFDL;ALML;ADFR;RIGR;RMGL;AIZL;AQR;SDQR;SDQL;ADEL;AIAL, IL2R        
betweenness,AINR;PVT;RIAR;RIH;BWM-VR04;RIMR;ADER;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;ASEL;RIML;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;URYVL;SMBDL;IL1R;RMDL;RMDR;SMDDR;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AWBR;DVA;SAAVL;URYDL;AVBR;OLLL;AVAL;AVEL;URYDR;AVBL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;AVJR;IL1L;IL2L;IL1DL;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;ADFR;RIAL;OLQDL;RIFR;PVR;ALMR;PVNR;IL2R;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR, NSMR        
betweenness,AINR;PVT;RIAR;RIH;BWM-VR04;RIMR;ADER;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;ASEL;RIML;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;URYVL;SMBDL;IL1R;RMDL;RMDR;SMDDR;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AWBR;DVA;SAAVL;URYDL;AVBR;OLLL;AVAL;AVEL;URYDR;AVBL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;AVJR;IL1L;IL2L;IL1DL;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;ADFR;RIAL;OLQDL;RIFR;PVR;ALMR;PVNR;IL2R;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR,CEPVR
betweenness,AINR;PVT;RIAR;RIH;BWM-VR04;RIMR;ADER;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIYR;AUAR;URXR;ASEL;RIML;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;URYVL;SMBDL;IL1R;RMDL;RMDR;SMDDR;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AWBR;DVA;SAAVL;URYDL;AVBR;OLLL;AVAL;AVEL;URYDR;AVBL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;FLPR;FLPL;AVJL;AVJR;IL1L;IL2L;IL1DL;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;ADFR;RIAL;OLQDL;RIFR;PVR;ALMR;PVNR;IL2R;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;RMEL;IL1DR,AVKR 
betweenness,AINR;RIAR;PVNL;ASEL;PVQL;RIVR;RICR;SAAVL;PLNL;RIAL;GLRR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMGL;AIZR;ASHL;SDQR;RMER;ADEL;AIAL;AIMR, MI            
betweenness,AINR;RIAR;PVNL;ASEL;PVQL;RIVR;RICR;SAAVL;PLNL;RIAL;GLRR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMGL;AIZR;ASHL;SDQR;RMER;ADEL;AIAL;AIMR,SDQL 
betweenness,AINR;RIAR;PVNL;ASEL;PVQL;RIVR;RICR;SAAVL;PLNL;RIAL;GLRR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMGL;AIZR;ASHL;SDQR;RMER;ADEL;AIAL;AIMR, PHAR        
betweenness,AINR;RIAR;RIH;ASIL;CEPVR;PVNL;AIBR;AVHR;CEPVL;IL2DL;PVQL;URYVL;IL2DR;IL2VR;RMDVL;SMDVL;RICR;RMFR;CEPDL;AIYL;SAAVL;AVEL;AVER;OLLR;OLQDR;AVKR;HSNL;HSNR;URAVR;AVHL;ADAL;PLNL;URAVL;IL2L;OLQVL;URADR;AVL;ASKL;RIAL;IL2VL;OLQDL;RIFR;AWBL;IL2R;GLRR;GLRDL;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;IL1DR, AVKR        
betweenness,AINR;RIAR;RIH;ASIL;CEPVR;PVNL;AIBR;AVHR;CEPVL;IL2DL;PVQL;URYVL;IL2DR;IL2VR;RMDVL;SMDVL;RICR;RMFR;CEPDL;AIYL;SAAVL;AVEL;AVER;OLLR;OLQDR;AVKR;HSNL;HSNR;URAVR;AVHL;ADAL;PLNL;URAVL;IL2L;OLQVL;URADR;AVL;ASKL;RIAL;IL2VL;OLQDL;RIFR;AWBL;IL2R;GLRR;GLRDL;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;IL1DR, AUAR          
betweenness,AINR;RIAR;RIH;ASIL;CEPVR;PVNL;AIBR;AVHR;CEPVL;IL2DL;PVQL;URYVL;IL2DR;IL2VR;RMDVL;SMDVL;RICR;RMFR;CEPDL;AIYL;SAAVL;AVEL;AVER;OLLR;OLQDR;AVKR;HSNL;HSNR;URAVR;AVHL;ADAL;PLNL;URAVL;IL2L;OLQVL;URADR;AVL;ASKL;RIAL;IL2VL;OLQDL;RIFR;AWBL;IL2R;GLRR;GLRDL;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQR;RMER;IL1VL;RIPL;ADEL;AIAL;AIMR;IL1DR,AFDR 
betweenness,AINR;RIAR;RIH;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;PVNL;AIBR;AVAR;AIBL;URXR;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;RIFL;IL1R;RMDL;RMDR;RMDVL;SMDDL;SMDVR;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;PVPR;URYDL;OLLL;AVEL;AVER;URYDR;OLLR;OLQVR;OLQDR;RICL;AVKR;SAADL;HSNL;HSNR;URBR;AVHL;RMGR;ADAL;ADFL;URXL;AWAL;PVPL;PVCL;AVJR;IL2L;IL1DL;SMBDR;URADL;PVQR;AFDL;AUAL;ALML;ADLL;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;ALNL;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;SDQR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR,I4 
betweenness,AINR;RIAR;RIH;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;PVNL;AIBR;AVAR;AIBL;URXR;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;RIFL;IL1R;RMDL;RMDR;RMDVL;SMDDL;SMDVR;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;PVPR;URYDL;OLLL;AVEL;AVER;URYDR;OLLR;OLQVR;OLQDR;RICL;AVKR;SAADL;HSNL;HSNR;URBR;AVHL;RMGR;ADAL;ADFL;URXL;AWAL;PVPL;PVCL;AVJR;IL2L;IL1DL;SMBDR;URADL;PVQR;AFDL;AUAL;ALML;ADLL;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;ALNL;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;SDQR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR, AWBR        
betweenness,AINR;RIAR;RIH;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;PVNL;AIBR;AVAR;AIBL;URXR;AVHR;CEPVL;ASKR;URBL;BDUL;IL2DL;PVQL;RIS;RIFL;IL1R;RMDL;RMDR;RMDVL;SMDDL;SMDVR;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;PVPR;URYDL;OLLL;AVEL;AVER;URYDR;OLLR;OLQVR;OLQDR;RICL;AVKR;SAADL;HSNL;HSNR;URBR;AVHL;RMGR;ADAL;ADFL;URXL;AWAL;PVPL;PVCL;AVJR;IL2L;IL1DL;SMBDR;URADL;PVQR;AFDL;AUAL;ALML;ADLL;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;ALNL;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;SDQR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR, M2R           
betweenness,AINR;RIH;ADER;ASIL;CEPVR;URYVR;PVNL;RMFL;AIBR;AVHR;CEPVL;ASKR;URBL;RIS;SMBDL;IL1R;RMDR;RMDVL;SMDVL;RICR;CEPDR;AWBR;DVA;SAAVL;OLLL;AVEL;AVER;OLLR;OLQVR;OLQDR;AVKL;HSNL;RMGR;ADFL;AVFL;PVCL;IL1L;OLQVL;URADR;AIML;ADLL;RIAL;IL2VL;OLQDL;PVR;AWBL;IL2R;GLRDL;RIGR;ASER;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AQR;RMED;SDQL;IL1VL;AIAL;RMEL, ADAL        
betweenness,AINR;RIH;ADER;ASIL;CEPVR;URYVR;PVNL;RMFL;AIBR;AVHR;CEPVL;ASKR;URBL;RIS;SMBDL;IL1R;RMDR;RMDVL;SMDVL;RICR;CEPDR;AWBR;DVA;SAAVL;OLLL;AVEL;AVER;OLLR;OLQVR;OLQDR;AVKL;HSNL;RMGR;ADFL;AVFL;PVCL;IL1L;OLQVL;URADR;AIML;ADLL;RIAL;IL2VL;OLQDL;PVR;AWBL;IL2R;GLRDL;RIGR;ASER;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AQR;RMED;SDQL;IL1VL;AIAL;RMEL, RIGL        
betweenness,AINR;RIH;ADER;ASIL;CEPVR;URYVR;PVNL;RMFL;AIBR;AVHR;CEPVL;ASKR;URBL;RIS;SMBDL;IL1R;RMDR;RMDVL;SMDVL;RICR;CEPDR;AWBR;DVA;SAAVL;OLLL;AVEL;AVER;OLLR;OLQVR;OLQDR;AVKL;HSNL;RMGR;ADFL;AVFL;PVCL;IL1L;OLQVL;URADR;AIML;ADLL;RIAL;IL2VL;OLQDL;PVR;AWBL;IL2R;GLRDL;RIGR;ASER;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AQR;RMED;SDQL;IL1VL;AIAL;RMEL,CEPDL
betweenness,AINR;RIH;RIMR;ASIL;CEPVR;PVNL;CEPVL;IL2DL;IL2VR;CEPDL;OLLR;OLQDR;HSNL;HSNR;ADFL;URAVL;OLQVL;URADR;URADL;IL2VL;IL2R;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR,AFDR 
betweenness,AINR;RIH;RIMR;ASIL;CEPVR;PVNL;CEPVL;IL2DL;IL2VR;CEPDL;OLLR;OLQDR;HSNL;HSNR;ADFL;URAVL;OLQVL;URADR;URADL;IL2VL;IL2R;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR,CEPDL 
