Neuron,TotalStrength,AvgRelatedness,StrengthImbalance
 AIAL          ,401.0,7.613636363636363,401.0
 AIAR        ,75.0,6.5,75.0
 AIAR          ,376.0,6.375,376.0
 AIBL        ,75.0,5.833333333333333,75.0
 AIBL          ,540.0,7.590909090909091,540.0
 AIBR        ,99.0,7.5,99.0
 AIBR          ,580.0,7.375,580.0
 AIML        ,6.0,8.5,6.0
 AIML          ,41.0,6.6875,41.0
 AIMR        ,18.0,5.5,18.0
 AIMR          ,36.0,7.375,36.0
 AINL        ,15.0,7.25,15.0
 AINL          ,16.0,8.083333333333334,16.0
 AINR        ,45.0,7.5,45.0
 AINR          ,14.0,8.125,14.0
 AIYL        ,36.0,8.5,36.0
 AIYL          ,242.0,7.208333333333333,242.0
 AIYR        ,27.0,8.5,27.0
 AIYR          ,260.0,7.5,260.0
 AIZL        ,96.0,6.75,96.0
 AIZL          ,442.0,7.090909090909091,442.0
 AIZR        ,99.0,6.833333333333333,99.0
 AIZR          ,418.0,7.722222222222222,418.0
 ALA         ,36.0,0.0,36.0
 ALA           ,24.0,7.5,24.0
 ALML        ,117.0,7.5,117.0
 ALML          ,41.0,6.833333333333333,41.0
 ALMR        ,138.0,8.75,138.0
 ALMR          ,16.0,7.8,16.0
 ALNL        ,27.0,0.0,27.0
 ALNL          ,36.0,8.833333333333334,36.0
 ALNR        ,60.0,4.5,60.0
 ALNR          ,61.0,6.888888888888889,61.0
 AQR         ,351.0,0.0,351.0
 AQR           ,67.0,7.333333333333333,67.0
 AS01        ,99.0,10.0,99.0
 AS01          ,205.0,6.818181818181818,205.0
 AS02        ,39.0,0.0,39.0
 AS02          ,71.0,6.722222222222222,71.0
 AS03        ,3.0,0.0,3.0
 AS03          ,38.0,8.375,38.0
 AS04        ,15.0,0.0,15.0
 AS04          ,67.0,6.875,67.0
 AS05        ,15.0,0.0,15.0
 AS05          ,45.0,7.083333333333333,45.0
 AS06        ,27.0,0.0,27.0
 AS06          ,34.0,8.833333333333334,34.0
 AS07          ,66.0,8.2,66.0
 AS08          ,80.0,7.0,80.0
 AS09          ,72.0,6.875,72.0
 AS10        ,69.0,0.0,69.0
 AS10          ,48.0,8.125,48.0
 AS11        ,228.0,0.0,228.0
 AS11          ,79.0,5.857142857142857,79.0
 ASEL        ,42.0,6.2,42.0
 ASEL          ,74.0,6.791666666666667,74.0
 ASER        ,18.0,7.666666666666667,18.0
 ASER          ,156.0,7.95,156.0
 ASGL        ,33.0,8.5,33.0
 ASGL          ,35.0,8.0,35.0
 ASGR        ,48.0,6.8,48.0
 ASGR          ,52.0,6.7727272727272725,52.0
 ASHL        ,108.0,6.666666666666667,108.0
 ASHL          ,51.0,8.0,51.0
 ASHR        ,105.0,7.833333333333333,105.0
 ASHR          ,81.0,7.411764705882353,81.0
 ASIL        ,6.0,0.0,6.0
 ASIL          ,34.0,6.6,34.0
 ASIR        ,30.0,8.5,30.0
 ASIR          ,13.0,6.0,13.0
 ASJL        ,39.0,5.5,39.0
 ASJL          ,27.0,7.416666666666667,27.0
 ASJR        ,39.0,7.5,39.0
 ASJR          ,24.0,7.25,24.0
 ASKL        ,141.0,7.0,141.0
 ASKL          ,103.0,7.444444444444445,103.0
 ASKR        ,174.0,7.833333333333333,174.0
 ASKR          ,54.0,7.714285714285714,54.0
 AUAL        ,36.0,8.166666666666666,36.0
 AUAL          ,100.0,7.611111111111111,100.0
 AUAR        ,30.0,8.25,30.0
 AUAR          ,102.0,8.5,102.0
 AVAL        ,696.0,8.5,696.0
 AVAL          ,1410.0,7.25,1410.0
 AVAR        ,702.0,8.333333333333334,702.0
 AVAR          ,1431.0,7.194915254237288,1431.0
 AVBL        ,402.0,0.0,402.0
 AVBL          ,687.0,7.511363636363637,687.0
 AVBR        ,420.0,0.0,420.0
 AVBR          ,697.0,7.445652173913044,697.0
 AVDL        ,156.0,8.666666666666666,156.0
 AVDL          ,513.0,7.166666666666667,513.0
 AVDR        ,159.0,8.125,159.0
 AVDR          ,453.0,6.928571428571429,453.0
 AVEL        ,117.0,0.0,117.0
 AVEL          ,615.0,7.914634146341464,615.0
 AVER        ,156.0,5.0,156.0
 AVER          ,604.0,7.341463414634147,604.0
 AVFL        ,198.0,0.0,198.0
 AVFL          ,115.0,7.535714285714286,115.0
 AVFR        ,186.0,0.0,186.0
 AVFR          ,82.0,8.208333333333334,82.0
 AVG         ,153.0,8.75,153.0
 AVG           ,92.0,7.576923076923077,92.0
 AVHL        ,372.0,7.9,372.0
 AVHL          ,78.0,7.176470588235294,78.0
 AVHR        ,369.0,8.0,369.0
 AVHR          ,56.0,7.7368421052631575,56.0
 AVJL        ,285.0,0.0,285.0
 AVJL          ,201.0,7.76,201.0
 AVJR        ,156.0,6.25,156.0
 AVJR          ,161.0,7.16,161.0
 AVKL        ,234.0,6.0,234.0
 AVKL          ,147.0,7.678571428571429,147.0
 AVKR        ,294.0,6.75,294.0
 AVKR          ,154.0,7.714285714285714,154.0
 AVL         ,333.0,0.0,333.0
 AVL           ,129.0,6.976190476190476,129.0
 AVM         ,105.0,0.0,105.0
 AVM           ,10.0,7.375,10.0
 AWAL        ,18.0,6.5,18.0
 AWAL          ,36.0,7.625,36.0
 AWAR        ,33.0,5.25,33.0
 AWAR          ,45.0,7.541666666666667,45.0
 AWBL        ,30.0,8.0,30.0
 AWBL          ,63.0,7.3125,63.0
 AWBR        ,39.0,6.875,39.0
 AWBR          ,41.0,6.375,41.0
 AWCL        ,9.0,8.666666666666666,9.0
 AWCL          ,114.0,7.708333333333333,114.0
 AWCR        ,27.0,6.333333333333333,27.0
 AWCR          ,124.0,7.576923076923077,124.0
 BAGL        ,33.0,3.5,33.0
 BAGL          ,72.0,7.75,72.0
 BAGR        ,21.0,0.0,21.0
 BAGR          ,72.0,8.0,72.0
 BDUL        ,72.0,0.0,72.0
 BDUL          ,56.0,7.642857142857143,56.0
 BDUR        ,81.0,0.0,81.0
 BDUR          ,64.0,7.0625,64.0
 CEPDL       ,6.0,9.0,6.0
 CEPDL         ,86.0,7.4,86.0
 CEPDR       ,24.0,4.5,24.0
 CEPDR         ,52.0,7.909090909090909,52.0
 CEPVL       ,24.0,0.0,24.0
 CEPVL         ,94.0,6.181818181818182,94.0
 CEPVR       ,9.0,7.75,9.0
 CEPVR         ,129.0,7.368421052631579,129.0
 DA01        ,54.0,9.0,54.0
 DA01          ,154.0,8.0625,154.0
 DA02        ,99.0,10.0,99.0
 DA02          ,109.0,7.208333333333333,109.0
 DA03        ,111.0,8.0,111.0
 DA03          ,142.0,8.166666666666666,142.0
 DA04        ,21.0,0.0,21.0
 DA04          ,80.0,8.11111111111111,80.0
 DA05        ,42.0,0.0,42.0
 DA05          ,91.0,7.541666666666667,91.0
 DA06        ,24.0,0.0,24.0
 DA06          ,27.0,8.5,27.0
 DA07        ,57.0,0.0,57.0
 DA07          ,65.0,7.5,65.0
 DA08        ,219.0,0.0,219.0
 DA08          ,143.0,7.764705882352941,143.0
 DA09        ,213.0,0.0,213.0
 DA09          ,130.0,7.444444444444445,130.0
 DB01        ,90.0,0.0,90.0
 DB01          ,22.0,7.833333333333333,22.0
 DB02        ,86.0,0.0,86.0
 DB02          ,40.0,7.125,40.0
 DB03        ,98.0,0.0,98.0
 DB03          ,44.0,7.458333333333333,44.0
 DB04        ,53.0,0.0,53.0
 DB04          ,41.0,7.833333333333333,41.0
 DB05        ,56.0,0.0,56.0
 DB05          ,3.0,7.5,3.0
 DB06        ,62.0,0.0,62.0
 DB06          ,3.0,0.0,3.0
 DB07        ,143.0,0.0,143.0
 DB07          ,60.0,7.611111111111111,60.0
 DD01        ,66.0,8.5,66.0
 DD01          ,532.0,7.78,532.0
 DD02        ,36.0,0.0,36.0
 DD02          ,374.0,7.166666666666667,374.0
 DD03        ,21.0,0.0,21.0
 DD03          ,453.0,7.642857142857143,453.0
 DD04        ,18.0,0.0,18.0
 DD04          ,219.0,7.583333333333333,219.0
 DD05        ,21.0,0.0,21.0
 DD05          ,306.0,7.35,306.0
 DD06        ,243.0,0.0,243.0
 DD06          ,442.0,7.729166666666667,442.0
 DVA         ,285.0,8.0,285.0
 DVA           ,235.0,7.339285714285714,235.0
 DVB         ,192.0,0.0,192.0
 DVB           ,4.0,7.0,4.0
 DVC         ,441.0,9.0,441.0
 DVC           ,80.0,7.5,80.0
 FLPL        ,48.0,7.5,48.0
 FLPL          ,50.0,8.214285714285714,50.0
 FLPR        ,147.0,7.5,147.0
 FLPR          ,25.0,7.875,25.0
 HSNL        ,12.0,5.5,12.0
 HSNL          ,67.0,7.59375,67.0
 HSNR        ,27.0,5.5,27.0
 HSNR          ,113.0,6.818181818181818,113.0
 I1L         ,33.0,7.7,33.0
 I1L           ,12.0,7.375,12.0
 I1R         ,45.0,7.083333333333333,45.0
 I1R           ,4.0,5.25,4.0
 I2L         ,12.0,7.0,12.0
 I2L           ,42.0,6.416666666666667,42.0
 I2R         ,18.0,7.8,18.0
 I2R           ,48.0,8.5,48.0
 I3          ,21.0,6.8,21.0
 I3            ,58.0,7.5,58.0
 I4          ,15.0,6.375,15.0
 I4            ,120.0,8.5,120.0
 I5          ,9.0,7.166666666666667,9.0
 I5            ,40.0,7.333333333333333,40.0
 I6          ,15.0,8.0,15.0
 I6            ,12.0,7.5,12.0
 IL1DL       ,18.0,8.5,18.0
 IL1DL         ,128.0,6.75,128.0
 IL1DR       ,48.0,7.5,48.0
 IL1DR         ,134.0,7.333333333333333,134.0
 IL1L        ,42.0,8.0,42.0
 IL1L          ,77.0,7.071428571428571,77.0
 IL1R        ,48.0,0.0,48.0
 IL1R          ,88.0,7.958333333333333,88.0
 IL1VL       ,69.0,4.5,69.0
 IL1VL         ,126.0,7.214285714285714,126.0
 IL1VR       ,72.0,8.0,72.0
 IL1VR         ,136.0,8.11111111111111,136.0
 IL2DL       ,3.0,0.0,3.0
 IL2DL         ,8.0,8.5,8.0
 IL2DR       ,6.0,0.0,6.0
 IL2DR         ,28.0,8.125,28.0
 IL2L        ,54.0,7.0,54.0
 IL2L          ,32.0,7.0,32.0
 IL2R        ,27.0,8.5,27.0
 IL2R          ,22.0,7.666666666666667,22.0
 IL2VL       ,9.0,0.0,9.0
 IL2VL         ,8.0,7.5,8.0
 IL2VR       ,6.0,2.5,6.0
 IL2VR         ,32.0,5.5,32.0
 LUAL        ,78.0,0.0,78.0
 LUAL          ,46.0,5.8,46.0
 LUAR        ,138.0,8.0,138.0
 LUAR          ,58.0,7.214285714285714,58.0
 M1          ,15.0,8.833333333333334,15.0
 M1            ,34.0,6.416666666666667,34.0
 M2L         ,18.0,7.666666666666667,18.0
 M2L           ,38.0,8.285714285714286,38.0
 M2R         ,66.0,7.357142857142857,66.0
 M2R           ,14.0,7.0,14.0
 M3L         ,21.0,8.2,21.0
 M3L           ,120.0,6.75,120.0
 M3R         ,18.0,7.5,18.0
 M3R           ,126.0,7.8125,126.0
 M4          ,39.0,8.1875,39.0
 M4            ,138.0,8.571428571428571,138.0
 M5          ,24.0,7.7,24.0
 MCL         ,3.0,8.5,3.0
 MCL           ,22.0,5.25,22.0
 MCR         ,51.0,6.875,51.0
 MCR           ,16.0,6.333333333333333,16.0
 MI          ,27.0,7.333333333333333,27.0
 MI            ,30.0,7.833333333333333,30.0
 NSML        ,15.0,7.0,15.0
 NSML          ,178.0,7.4,178.0
 NSMR        ,33.0,8.5,33.0
 NSMR          ,176.0,8.35,176.0
 OLLL        ,48.0,8.5,48.0
 OLLL          ,86.0,7.85,86.0
 OLLR        ,48.0,8.5,48.0
 OLLR          ,147.0,8.055555555555555,147.0
 OLQDL       ,42.0,0.0,42.0
 OLQDL         ,124.0,8.2,124.0
 OLQDR       ,81.0,0.0,81.0
 OLQDR         ,98.0,7.777777777777778,98.0
 OLQVL       ,45.0,7.5,45.0
 OLQVL         ,162.0,7.636363636363637,162.0
 OLQVR       ,60.0,0.0,60.0
 OLQVR         ,146.0,7.041666666666667,146.0
 PDA         ,69.0,0.0,69.0
 PDA           ,4.0,8.25,4.0
 PDB         ,126.0,0.0,126.0
 PDB           ,4.0,6.5,4.0
 PDEL        ,189.0,8.25,189.0
 PDEL          ,10.0,6.5,10.0
 PDER        ,219.0,8.5,219.0
 PDER          ,6.0,7.5,6.0
 PHAL        ,66.0,8.0,66.0
 PHAL          ,28.0,8.0,28.0
 PHAR        ,114.0,6.0,114.0
 PHAR          ,30.0,6.5,30.0
 PHBL        ,99.0,6.0,99.0
 PHBL          ,34.0,7.5,34.0
 PHBR        ,165.0,8.333333333333334,165.0
 PHBR          ,44.0,7.166666666666667,44.0
 PHCL        ,63.0,8.833333333333334,63.0
 PHCL          ,12.0,7.166666666666667,12.0
 PHCR        ,72.0,8.5,72.0
 PHCR          ,13.0,6.0,13.0
 PLML        ,96.0,7.25,96.0
 PLMR        ,84.0,8.25,84.0
 PLNL        ,33.0,8.333333333333334,33.0
 PLNL          ,102.0,6.714285714285714,102.0
 PLNR        ,63.0,9.0,63.0
 PLNR          ,51.0,7.166666666666667,51.0
 PQR         ,147.0,6.5,147.0
 PQR           ,38.0,7.5,38.0
 PVCL        ,495.0,8.5,495.0
 PVCL          ,568.0,7.171428571428572,568.0
 PVCR        ,657.0,7.875,657.0
 PVCR          ,526.0,7.65625,526.0
 PVDL        ,30.0,0.0,30.0
 PVDL          ,14.0,7.785714285714286,14.0
 PVDR        ,42.0,9.0,42.0
 PVDR          ,34.0,7.1,34.0
 PVM         ,69.0,7.5,69.0
 PVM           ,2.0,8.25,2.0
 PVNL        ,123.0,8.75,123.0
 PVNL          ,52.0,7.666666666666667,52.0
 PVNR        ,147.0,7.5,147.0
 PVNR          ,95.0,8.133333333333333,95.0
 PVPL        ,720.0,7.833333333333333,720.0
 PVPL          ,98.0,7.794117647058823,98.0
 PVPR        ,684.0,8.0,684.0
 PVPR          ,63.0,8.066666666666666,63.0
 PVQL        ,249.0,8.5,249.0
 PVQL          ,97.0,8.333333333333334,97.0
 PVQR        ,318.0,7.166666666666667,318.0
 PVQR          ,76.0,6.785714285714286,76.0
 PVR         ,462.0,7.875,462.0
 PVR           ,78.0,7.78125,78.0
 PVT         ,378.0,0.0,378.0
 PVT           ,114.0,7.733333333333333,114.0
 PVWL        ,120.0,8.5,120.0
 PVWL          ,42.0,8.1875,42.0
 PVWR        ,135.0,0.0,135.0
 PVWR          ,17.0,8.5625,17.0
 RIAL        ,24.0,9.0,24.0
 RIAL          ,971.0,7.2272727272727275,971.0
 RIAR        ,21.0,0.0,21.0
 RIAR          ,962.0,7.5588235294117645,962.0
 RIBL        ,162.0,6.5,162.0
 RIBL          ,439.0,6.760869565217392,439.0
 RIBR        ,177.0,8.0,177.0
 RIBR          ,461.0,7.5,461.0
 RICL        ,39.0,7.75,39.0
 RICL          ,180.0,6.9375,180.0
 RICR        ,21.0,8.5,21.0
 RICR          ,211.0,7.5,211.0
 RID         ,63.0,0.0,63.0
 RID           ,114.0,6.916666666666667,114.0
 RIFL        ,9.0,0.0,9.0
 RIFL          ,69.0,6.277777777777778,69.0
 RIFR        ,21.0,0.0,21.0
 RIFR          ,116.0,6.833333333333333,116.0
 RIGL        ,342.0,8.125,342.0
 RIGL          ,179.0,7.975,179.0
 RIGR        ,348.0,8.5,348.0
 RIGR          ,219.0,7.666666666666667,219.0
 RIH         ,18.0,6.625,18.0
 RIH           ,228.0,7.309523809523809,228.0
 RIML        ,123.0,0.0,123.0
 RIML          ,514.0,7.571428571428571,514.0
 RIMR        ,117.0,0.0,117.0
 RIMR          ,585.0,7.586206896551724,585.0
 RIPL        ,42.0,7.833333333333333,42.0
 RIPL          ,413.0,8.178571428571429,413.0
 RIPR        ,24.0,7.0,24.0
 RIPR          ,494.0,7.205882352941177,494.0
 RIR         ,27.0,8.5,27.0
 RIR           ,143.0,7.833333333333333,143.0
 RIS         ,111.0,0.0,111.0
 RIS           ,90.0,7.666666666666667,90.0
 RIVL        ,123.0,7.5,123.0
 RIVL          ,101.0,7.884615384615385,101.0
 RIVR        ,129.0,0.0,129.0
 RIVR          ,73.0,7.208333333333333,73.0
 RMDDL       ,42.0,9.0,42.0
 RMDDL         ,683.0,7.425,683.0
 RMDDR       ,39.0,2.5,39.0
 RMDDR         ,634.0,7.5,634.0
 RMDL        ,36.0,0.0,36.0
 RMDL          ,413.0,7.461538461538462,413.0
 RMDR        ,27.0,0.0,27.0
 RMDR          ,454.0,7.64,454.0
 RMDVL       ,39.0,8.333333333333334,39.0
 RMDVL         ,598.0,7.9375,598.0
 RMDVR       ,114.0,8.5,114.0
 RMDVR         ,577.0,7.368421052631579,577.0
 RMED        ,54.0,5.5,54.0
 RMED          ,200.0,7.375,200.0
 RMEL        ,18.0,0.0,18.0
 RMEL          ,163.0,5.75,163.0
 RMER        ,15.0,8.5,15.0
 RMER          ,198.0,7.0,198.0
 RMEV        ,69.0,8.5,69.0
 RMEV          ,232.0,8.15625,232.0
 RMFL        ,21.0,0.0,21.0
 RMFL          ,108.0,7.133333333333334,108.0
 RMFR          ,115.0,6.875,115.0
 RMGL        ,84.0,7.3,84.0
 RMGL          ,124.0,7.205882352941177,124.0
 RMGR        ,72.0,8.25,72.0
 RMGR          ,86.0,7.833333333333333,86.0
 RMHL        ,33.0,0.0,33.0
 RMHL          ,147.0,7.0,147.0
 RMHR        ,15.0,0.0,15.0
 RMHR          ,171.0,8.166666666666666,171.0
 SAADL       ,18.0,1.0,18.0
 SAADL         ,201.0,7.3076923076923075,201.0
 SAADR       ,12.0,0.0,12.0
 SAADR         ,172.0,7.785714285714286,172.0
 SAAVL       ,102.0,0.0,102.0
 SAAVL         ,161.0,7.066666666666666,161.0
 SAAVR       ,105.0,0.0,105.0
 SAAVR         ,123.0,6.958333333333333,123.0
 SABD        ,72.0,0.0,72.0
 SABD          ,98.0,7.133333333333334,98.0
 SABVL       ,45.0,0.0,45.0
 SABVL         ,107.0,7.2727272727272725,107.0
 SABVR       ,33.0,0.0,33.0
 SABVR         ,83.0,7.833333333333333,83.0
 SDQL        ,15.0,9.25,15.0
 SDQL          ,84.0,8.1,84.0
 SDQR        ,57.0,0.0,57.0
 SDQR          ,76.0,7.125,76.0
 SIADL       ,24.0,0.0,24.0
 SIADL         ,141.0,8.153846153846153,141.0
 SIADR       ,36.0,7.25,36.0
 SIADR         ,153.0,7.25,153.0
 SIAVL       ,27.0,0.0,27.0
 SIAVL         ,199.0,7.590909090909091,199.0
 SIAVR       ,21.0,8.0,21.0
 SIAVR         ,199.0,7.846153846153846,199.0
 SIBDL       ,57.0,9.0,57.0
 SIBDL         ,95.0,7.3,95.0
 SIBDR       ,60.0,0.0,60.0
 SIBDR         ,188.0,7.333333333333333,188.0
 SIBVL       ,84.0,0.0,84.0
 SIBVL         ,183.0,7.785714285714286,183.0
 SIBVR       ,78.0,0.0,78.0
 SIBVR         ,118.0,7.208333333333333,118.0
 SMBDL       ,45.0,0.0,45.0
 SMBDL         ,190.0,7.25,190.0
 SMBDR       ,75.0,6.0,75.0
 SMBDR         ,225.0,7.5,225.0
 SMBVL       ,72.0,0.0,72.0
 SMBVL         ,190.0,7.157894736842105,190.0
 SMBVR       ,99.0,9.0,99.0
 SMBVR         ,195.0,7.882352941176471,195.0
 SMDDL       ,78.0,6.0,78.0
 SMDDL         ,540.0,6.5,540.0
 SMDDR       ,60.0,0.0,60.0
 SMDDR         ,591.0,7.74,591.0
 SMDVL       ,60.0,8.5,60.0
 SMDVL         ,398.0,7.653846153846154,398.0
 SMDVR       ,60.0,4.0,60.0
 SMDVR         ,399.0,7.36,399.0
 URADL       ,3.0,7.5,3.0
 URADL         ,64.0,8.7,64.0
 URADR       ,6.0,8.0,6.0
 URADR         ,42.0,8.166666666666666,42.0
 URAVL       ,27.0,8.0,27.0
 URAVL         ,74.0,8.083333333333334,74.0
 URAVR       ,12.0,0.0,12.0
 URAVR         ,54.0,8.166666666666666,54.0
 URBL        ,57.0,8.333333333333334,57.0
 URBL          ,34.0,7.75,34.0
 URBR        ,57.0,6.5,57.0
 URBR          ,74.0,7.9375,74.0
 URXL        ,12.0,0.0,12.0
 URXL          ,146.0,7.921052631578948,146.0
 URXR        ,39.0,5.5,39.0
 URXR          ,151.0,7.111111111111111,151.0
 URYDL       ,18.0,0.0,18.0
 URYDL         ,44.0,7.875,44.0
 URYDR       ,27.0,0.0,27.0
 URYDR         ,19.0,7.2,19.0
 URYVL       ,9.0,0.0,9.0
 URYVL         ,34.0,7.3,34.0
 URYVR       ,6.0,0.0,6.0
 URYVR         ,42.0,7.277777777777778,42.0
 VA01        ,63.0,0.0,63.0
 VA01          ,102.0,7.75,102.0
 VA02        ,93.0,6.0,93.0
 VA02          ,113.0,7.730769230769231,113.0
 VA03        ,54.0,0.0,54.0
 VA03          ,107.0,7.916666666666667,107.0
 VA04        ,60.0,0.0,60.0
 VA04          ,88.0,8.055555555555555,88.0
 VA05        ,27.0,0.0,27.0
 VA05          ,44.0,8.142857142857142,44.0
 VA06        ,63.0,0.0,63.0
 VA06          ,70.0,6.8125,70.0
 VA07        ,24.0,0.0,24.0
 VA07          ,43.0,5.5,43.0
 VA08        ,12.0,0.0,12.0
 VA08          ,42.0,6.833333333333333,42.0
 VA09        ,27.0,0.0,27.0
 VA09          ,47.0,7.416666666666667,47.0
 VA10        ,54.0,0.0,54.0
 VA10          ,41.0,6.916666666666667,41.0
 VA11        ,135.0,0.0,135.0
 VA11          ,94.0,7.95,94.0
 VA12        ,210.0,0.0,210.0
 VA12          ,154.0,8.071428571428571,154.0
 VB01        ,12.0,0.0,12.0
 VB01          ,86.0,7.541666666666667,86.0
 VB02        ,104.0,0.0,104.0
 VB02          ,45.0,8.4375,45.0
 VB03        ,77.0,0.0,77.0
 VB03          ,50.0,6.5625,50.0
 VB04        ,41.0,0.0,41.0
 VB04          ,26.0,7.285714285714286,26.0
 VB05        ,41.0,0.0,41.0
 VB05          ,28.0,5.75,28.0
 VB06        ,59.0,0.0,59.0
 VB06          ,32.0,7.666666666666667,32.0
 VB07        ,56.0,0.0,56.0
 VB07          ,12.0,7.166666666666667,12.0
 VB08        ,56.0,0.0,56.0
 VB08          ,12.0,8.166666666666666,12.0
 VB09        ,77.0,9.0,77.0
 VB09          ,6.0,5.0,6.0
 VB10        ,95.0,8.5,95.0
 VB10          ,21.0,7.25,21.0
 VB11        ,116.0,7.5,116.0
 VB11          ,27.0,8.5,27.0
 VC01        ,63.0,0.0,63.0
 VC01          ,34.0,7.4,34.0
 VC02        ,51.0,0.0,51.0
 VC02          ,47.0,7.388888888888889,47.0
 VC03        ,69.0,0.0,69.0
 VC03          ,30.0,8.1,30.0
 VC04        ,24.0,0.0,24.0
 VC04          ,15.0,7.5,15.0
 VC05        ,27.0,0.0,27.0
 VC05          ,57.0,8.625,57.0
 VC06        ,36.0,0.0,36.0
 VC06          ,2.0,7.5,2.0
 VD01        ,51.0,0.0,51.0
 VD01          ,127.0,7.2272727272727275,127.0
 VD02        ,126.0,0.0,126.0
 VD02          ,362.0,8.166666666666666,362.0
 VD03        ,57.0,0.0,57.0
 VD03          ,420.0,7.0,420.0
 VD04        ,27.0,0.0,27.0
 VD04          ,324.0,7.222222222222222,324.0
 VD05        ,36.0,0.0,36.0
 VD05          ,272.0,7.681818181818182,272.0
 VD06        ,81.0,5.0,81.0
 VD06          ,341.0,7.1923076923076925,341.0
 VD07        ,63.0,0.0,63.0
 VD07          ,335.0,6.611111111111111,335.0
 VD08        ,36.0,0.0,36.0
 VD08          ,186.0,5.5,186.0
 VD09        ,57.0,7.166666666666667,57.0
 VD09          ,217.0,6.55,217.0
 VD10        ,36.0,0.0,36.0
 VD10          ,141.0,7.875,141.0
 VD11        ,87.0,0.0,87.0
 VD11          ,210.0,8.277777777777779,210.0
 VD12        ,342.0,0.0,342.0
 VD12          ,274.0,7.970588235294118,274.0
 VD13        ,195.0,0.0,195.0
 VD13          ,213.0,8.15,213.0
 anal        ,36.0,0.0,36.0
 dBWML1      ,90.0,0.0,90.0
 dBWML1        ,118.0,7.1875,118.0
 dBWML10     ,90.0,0.0,90.0
 dBWML10       ,195.0,7.357142857142857,195.0
 dBWML11     ,90.0,0.0,90.0
 dBWML11       ,216.0,8.0,216.0
 dBWML12     ,90.0,0.0,90.0
 dBWML12       ,180.0,7.85,180.0
 dBWML13     ,90.0,0.0,90.0
 dBWML13       ,173.0,8.333333333333334,173.0
 dBWML14     ,90.0,0.0,90.0
 dBWML14       ,149.0,8.05,149.0
 dBWML15     ,90.0,0.0,90.0
 dBWML15       ,135.0,7.5625,135.0
 dBWML16     ,90.0,0.0,90.0
 dBWML16       ,102.0,7.3,102.0
 dBWML17     ,90.0,0.0,90.0
 dBWML17       ,63.0,7.5,63.0
 dBWML18     ,90.0,0.0,90.0
 dBWML18       ,57.0,6.583333333333333,57.0
 dBWML19     ,90.0,0.0,90.0
 dBWML19       ,69.0,7.0,69.0
 dBWML2      ,90.0,0.0,90.0
 dBWML2        ,140.0,7.571428571428571,140.0
 dBWML20     ,90.0,0.0,90.0
 dBWML20       ,75.0,7.714285714285714,75.0
 dBWML21     ,90.0,0.0,90.0
 dBWML21       ,72.0,8.25,72.0
 dBWML22     ,90.0,0.0,90.0
 dBWML22       ,48.0,6.3,48.0
 dBWML23     ,90.0,0.0,90.0
 dBWML23       ,63.0,7.6,63.0
 dBWML24     ,45.0,0.0,45.0
 dBWML24       ,60.0,7.7,60.0
 dBWML3      ,135.0,0.0,135.0
 dBWML3        ,423.0,8.0,423.0
 dBWML4      ,90.0,0.0,90.0
 dBWML4        ,335.0,6.0,335.0
 dBWML5      ,90.0,0.0,90.0
 dBWML5        ,237.0,8.0,237.0
 dBWML6      ,90.0,0.0,90.0
 dBWML6        ,224.0,7.954545454545454,224.0
 dBWML7      ,90.0,0.0,90.0
 dBWML7        ,144.0,7.6875,144.0
 dBWML8      ,90.0,0.0,90.0
 dBWML8        ,183.0,8.583333333333334,183.0
 dBWML9      ,93.0,0.0,93.0
 dBWML9        ,183.0,8.571428571428571,183.0
 dBWMR1      ,90.0,0.0,90.0
 dBWMR1        ,208.0,8.1875,208.0
 dBWMR10     ,90.0,0.0,90.0
 dBWMR10       ,170.0,7.454545454545454,170.0
 dBWMR11     ,90.0,0.0,90.0
 dBWMR11       ,183.0,7.0,183.0
 dBWMR12     ,90.0,0.0,90.0
 dBWMR12       ,192.0,7.25,192.0
 dBWMR13     ,90.0,0.0,90.0
 dBWMR13       ,195.0,7.944444444444445,195.0
 dBWMR14     ,90.0,0.0,90.0
 dBWMR14       ,186.0,6.818181818181818,186.0
 dBWMR15     ,90.0,0.0,90.0
 dBWMR15       ,141.0,7.318181818181818,141.0
 dBWMR16     ,90.0,0.0,90.0
 dBWMR16       ,102.0,6.2,102.0
 dBWMR17     ,90.0,0.0,90.0
 dBWMR17       ,63.0,7.875,63.0
 dBWMR18     ,90.0,0.0,90.0
 dBWMR18       ,57.0,7.9,57.0
 dBWMR19     ,90.0,0.0,90.0
 dBWMR19       ,66.0,8.416666666666666,66.0
 dBWMR2      ,90.0,0.0,90.0
 dBWMR2        ,121.0,7.4375,121.0
 dBWMR20     ,90.0,0.0,90.0
 dBWMR20       ,69.0,8.666666666666666,69.0
 dBWMR21     ,90.0,0.0,90.0
 dBWMR21       ,66.0,7.785714285714286,66.0
 dBWMR22     ,90.0,0.0,90.0
 dBWMR22       ,57.0,7.0,57.0
 dBWMR23     ,90.0,0.0,90.0
 dBWMR23       ,72.0,6.916666666666667,72.0
 dBWMR24     ,45.0,0.0,45.0
 dBWMR24       ,57.0,7.625,57.0
 dBWMR3      ,135.0,0.0,135.0
 dBWMR3        ,441.0,8.25,441.0
 dBWMR4      ,90.0,0.0,90.0
 dBWMR4        ,314.0,6.541666666666667,314.0
 dBWMR5      ,90.0,0.0,90.0
