file,columns
node2vec_embeddings.csv,"['Neuron', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63']"
nml_results.csv,"['FilePath', 'Tag', 'Attributes', 'Text', 'Pre', 'Post', 'Neuron', 'Source', 'Target']"
strength_metrics.csv,"['Neuron', 'TotalStrength', 'AvgRelatedness', 'StrengthImbalance']"
symbolic_clusters_labeled_canonical.csv,"['Neuron', 'Cluster', 'TSNE_1', 'TSNE_2', 'NeuronName', 'Canonical']"
ExtraData_Sheet_Classification.csv,"['Sheet', 'Rows', 'Cols', 'Columns', 'Classification']"
parsed_txt_salvaged.csv,"['**************************************************************************', '__SourceFile', 'ADAL', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'ADA', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'in', 'I1', '      A    1    1   G    RIP     -  -', 'M3', '      A    1    1   R    I6      v  -', 'M3R      ', '    1    1   R    I6      v  -', 'M2R      ', '    1    1   R    I3      v  -', 'M2', '      A    1    1   R    I3      v  -', 'Unnamed: 4', 'A', 'Unnamed: 8', '1', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', '1.1', 'Unnamed: 14', 'Unnamed: 15', 'G', 'Unnamed: 17', 'ADAL.1', 'Unnamed: 19', 'Unnamed: 20', 'Unnamed: 21', 'Unnamed: 22', '-', 'Unnamed: 24', 'wf5', 'IL1VL    A    1    1   G  IL1L     ', '  ', 'RI', 'R     ', '    1    1   R  SMDVL    *  -', 'IL1VR    A    1    1   G  IL1R     ', 'Unnamed: 0', 'ABVL    A    1    1   G  AVAR     -  wf27', 'AV', 'L     A    1    1   R  FLPR     *  -', 'R     A    1    1   R  IL1DR    *  -', 'CE', 'VL    A    1    1   R  OLLL     *  -', 'OL', 'VL    A    1    1   S  IL1VL    -  -', 'URYDR', 'Unnamed: 9', 'Unnamed: 13', 'S', 'Unnamed: 16', 'SMDDR', 'Unnamed: 18', '-.1', 'PVPL', 'PVPL.1', 'SIB', 'L    A    1    1   R  OLQVL    *  -', 'UR', 'DL    A    1    1   S  SMDDR    -  -', 'L     A    1    1   R  AVJL     *  -', 'AVM      A    1    1   G  ALML     ', 'DL    A    1    1   S  URYDL    -  -', 'D', '3      A    1    1   G  AV', 'L     -  wf27', 'AI', 'L     A    1    1   G  AI', 'L     -  wf5', 'L', 'AR     A    1    1   S  AVAR     -  -', 'R     A    1    1   S  BDUL     -  -', 'AD', 'L     B    1    1   G  AD', 'AUAL', 'B', 'AUAL.1', 'SAADR    A    1    1   G  SMBDR    ', 'RIPL     A    1    1   R  CEPDL    *  ', 'IL1DR    ', '    1    1   R  OLLR     *  -', 'R     A    1    1   S  AUAR     -  -', 'IL1DL    ', '    1    1   S  IL1L     -  -', 'L     A    1    1   S  SAADR    -  -', 'PHCR     A    1    1   S  VA12     ', 'ADFR     ', '    1    1   G  ADFL     -  wf5', '      A    1    1   G  CEPDL    -  -', 'ASHL', 'ASHL.1', 'VR    A    1    1   S  AVEL     -  -', 'ALML     B    1    1   S  PVCL     ', 'AVH', '     A    1    1   R  PVPR     *  -', 'R     A    1    1   S  RIGL     -  -', 'AWAR     ', '    1    1   G  AWAL     -  wf5', 'VB4      A    1    1   R  PVCR     ', 'R     A    1    1   G  AI', 'FL', 'R     A    1    1   G  AVDR     -  -', 'IAVL    A    1    1   R  CEPVL    -  -', 'DVC      A    1    1   S  RIGR     ', 'DQR     A    1    1   ', '  ADLL     -  -', 'VL    A    1    1   S  RMDDL    -  -', 'PVNL', 'AVJL', 'IL2VR    A    1    1   S  RIPR     ', 'L     A    1    1   S  AVBL     -  -', 'PQ', '   AVA    -  -  -  - 11 AVD     -', '   SABV   -  -  -  -  4 SABD    -', 'PL', '   DVA    -  -  -  -  5 PDE     -']"
neuron_master.csv,"['Neuron', 'Type', 'TotalStrength', 'AvgRelatedness', 'StrengthImbalance', 'RichClubScore', 'total_3node_motifs', 'as_source', 'as_target', 'KMeansCluster', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', 'Leiden', 'HDBSCAN_Cluster', 'LeidenRole', 'SymbolicRole', 'LatentArchetype']"
