cycle_id,size,label,a,b,c,d,N,n,K,coverage,jaccard,overlap,odds_ratio,risk_ratio,phi,exp,var,z,fisher_p,hypergeom_p,chi2,chi2_p,cov_ci_low,cov_ci_high,qval,reject_0.05
340,41,NPR10,17,19,24,119,179,36,41,0.4722222222222222,0.2833333333333333,0.4722222222222222,4.377289377289378,2.7799227799227797,0.2903476102061528,8.245810055865922,5.107112411099683,3.873720277192389,0.00024947464165738805,0.00024947464165738805,13.415489655713674,0.0002495550126187206,0.31986041515179053,0.629940619770124,0.0037243000075995784,True
250,97,NPR10,29,7,68,75,179,36,97,0.8055555555555556,0.27884615384615385,0.8055555555555556,4.335279805352798,1.6760702308147564,0.26551026515331927,19.508379888268156,7.179563824299555,3.542348763252694,0.0002676142712542337,0.0002676142712542337,11.324287017043812,0.000764998943477211,0.6497195700482261,0.9024690458107127,0.00385733673738861,True
92,137,NPR10,35,1,102,41,179,36,137,0.9722222222222222,0.2536231884057971,0.9722222222222222,9.582113821138211,1.3479235332893869,0.24492095914223458,27.553072625698324,5.193765431860653,3.2676531591393054,0.0002906169629962893,0.0002906169629962893,9.34407282194691,0.0022370780312272434,0.8583028134672614,0.9950795928601897,0.003918641630078998,True
353,137,NPR10,35,1,102,41,179,36,137,0.9722222222222222,0.2536231884057971,0.9722222222222222,9.582113821138211,1.3479235332893869,0.24492095914223458,27.553072625698324,5.193765431860653,3.2676531591393054,0.0002906169629962893,0.0002906169629962893,9.34407282194691,0.0022370780312272434,0.8583028134672614,0.9950795928601897,0.003918641630078998,True
145,98,NPR10,29,7,69,74,179,36,98,0.8055555555555556,0.2761904761904762,0.8055555555555556,4.216306954436451,1.651954112385767,0.2601461678650382,19.70949720670391,7.165121654172726,3.4707827792251567,0.00034997421159044294,0.00034997421159044294,10.845183200837958,0.0009905307934113465,0.6497195700482261,0.9024690458107127,0.004571538138900161,True
352,78,NPR10,25,11,53,90,179,36,78,0.6944444444444444,0.2808988764044944,0.6944444444444444,3.7509142624949208,1.8550138923970698,0.2617630500963633,15.687150837988828,7.11096351619712,3.4923546787867514,0.0004563193996810959,0.0004563193996810959,10.983411426694937,0.0009193104913366204,0.5314372714948966,0.8199554840517008,0.0057800457292938815,True
398,131,NPR10,34,2,97,46,179,36,131,0.9444444444444444,0.2556390977443609,0.9444444444444444,6.581538461538462,1.377130977130977,0.2407936508997764,26.3463687150838,5.67577285984355,3.2125879990793287,0.0004860824387735307,0.0004860824387735307,9.066948006624774,0.002602711122201094,0.8185534279135275,0.9846300133358382,0.0057980309083779024,True
392,111,NPR10,31,5,80,63,179,36,111,0.8611111111111112,0.2672413793103448,0.8611111111111112,4.517786561264822,1.5229142185663924,0.24913585859780255,22.324022346368714,6.813093757331284,3.3238869317395623,0.0004923427671994739,0.0004923427671994739,9.866612106501814,0.001683051385011412,0.713404696106438,0.9391818499086717,0.0057980309083779024,True
17,51,NPR10,19,17,32,111,179,36,51,0.5277777777777778,0.27941176470588236,0.5277777777777778,3.822857142857143,2.335135135135135,0.2699634688466355,10.256983240223464,5.892405411745976,3.6017619109380457,0.0004993519442622117,0.0004993519442622117,11.596121969542239,0.0006608949013405836,0.37005938022987594,0.6801395848482095,0.0057980309083779024,True
405,74,NPR10,24,12,50,93,179,36,74,0.6666666666666666,0.27906976744186046,0.6666666666666666,3.628910891089109,1.8881455713138884,0.25804198609076506,14.88268156424581,7.0134788678410285,3.442709492862947,0.0005815437586922682,0.0005815437586922682,10.647406116156114,0.0011022538725202376,0.5033399787115652,0.7978538117569468,0.006569872733334273,True
136,150,NPR10,36,0,114,29,179,36,150,1.0,0.24,1.0,18.807860262008735,1.2406467602974154,0.22061579424721312,30.16759776536313,3.9264650032314634,2.943381814086732,0.0007757218656541851,0.0007757218656541851,7.282443120417257,0.006963176933100714,0.9035813714055363,1.0,0.008532940522196036,True
34,133,NPR10,34,2,99,44,179,36,133,0.9444444444444444,0.2518518518518518,0.9444444444444444,6.171859296482412,1.3494499524650279,0.2312867145778725,26.748603351955307,5.522324802245999,3.0857496483934463,0.0008132811851528937,0.0008132811851528937,8.300386771568121,0.003963663626791964,0.8185534279135275,0.9846300133358382,0.00871670603574127,True
