label,coverage_delta,z_hypergeom_delta,phi_delta,odds_ratio_ratio,risk_ratio_ratio,emp_z_uniform_delta,emp_z_degree_delta
NPR10_minus_Basal,0.0,,,1.0,1.0,0.0,0.0
