Unnamed: 0	pearson_r_strict	spearman_r_strict	abs_pearson_strict	abs_spearman_strict	rank_p_strict	rank_s_strict	rank_product_strict	gold_strict	gold_umbrella	gold_union	variance_var_bulk	variance_var_aggr	dynamic_range_dyn_bulk	meta_rank_product	meta_score_mean	tier
WBGene00000123	-0.1791597906347266	-0.0733235966113501	0.1791597906347266	0.0733235966113501	6871.0	13407.0	9597.89023692186	True	True	True	27364121.829746746		13407.179159790634	7073.057234111165	2741447.795637757	Medium
WBGene00000134	-0.0252010072347902	0.2816332971012846	0.0252010072347902	0.2816332971012846	16567.0	4563.0	8694.551224761402	True	True	True	35964251.79517967		17546.025201007236	8340.260465311383	3601996.3195337346	High
WBGene00000135	0.1465170350195573	0.4986766475402974	0.1465170350195573	0.4986766475402974	8684.0	1024.0	2982.0154258487664	True	True	True	8351341.813763643		8683.85348296498	7346.445463108049	838006.341852293	Low
WBGene00000136	-0.0551997641901523	0.0429041498444079	0.0551997641901523	0.0429041498444079	15012.0	15181.0	15096.263511213629	True	True	True	57065146.76653935		15569.063094210203	7444.4334757038	5713344.961242878	Very High
WBGene00000137	0.0100562827182263	0.4377069126701746	0.0100562827182263	0.4377069126701746	17306.0	1614.0	5285.062345895269	True	True	True	33337378.42056572		17305.989943717283	7718.443767017439	3338660.8812148743	High
WBGene00000138	0.5389103486974247	0.0737713010185503	0.5389103486974247	0.0737713010185503	3141.0	13382.0	6483.275561010807	True	True	True	19614969.59871657		13381.926228698982	8588.301502448525	1965994.7327372027	Medium
WBGene00000139	-0.1288929771348739	-0.1200205180817093	0.1288929771348739	0.1200205180817093	9859.0	10891.5	10362.398298656542	True	True	True	26208213.54404601		10891.631053910643	7318.45755741866	2625753.6530955993	Medium
WBGene00000140	-0.0781772972602171	0.2028043894251963	0.0781772972602171	0.2028043894251963	13488.0	7028.0	9736.203777653793	True	True	True	25967056.210287523		13488.087854606152	8761.771736335735	2601955.8679264896	Medium
WBGene00000142	-0.1948891057275057	-0.1349456381645077	0.1948891057275057	0.1349456381645077	6251.0	10070.0	7933.95046619274	True	True	True	18582125.24977771		10978.19522640028	6429.491373161984	1862378.7886843465	Low
WBGene00000143	-0.0022285973880355	0.208839610208564	0.0022285973880355	0.208839610208564	17670.0	6825.0	10981.70068796268	True	True	True	41927485.12934736		17670.01635380657	7871.76330761505	4198850.402737597	High
WBGene00000144	0.127029824226906	0.0813838570783693	0.127029824226906	0.0813838570783693	10004.0	12969.0	11390.429140291422	True	True	True	35920890.22640889		13556.927680925652	8966.450339812687	3597777.7450397285	High
WBGene00000145	-0.2192152827206722	-0.1676399713337176	0.2192152827206722	0.1676399713337176	5552.0	8509.0	6873.27927557145	True	True	True	12898079.259107186		8509.219215282721	5657.211206476556	1293317.9968804517	Low
WBGene00000146	0.0540602148261015	0.2646986345003281	0.0540602148261015	0.2646986345003281	15081.0	5044.0	8721.729415660635	True	True	True	31706211.776843343		15676.954544139888	9084.065566931184	3175982.0163887767	Medium
WBGene00000147	-0.1703435668620583	-0.0576729919317179	0.1703435668620583	0.0576729919317179	7275.0	14386.0	10230.256595022434	True	True	True	34063490.13714816		15410.170343566862	7365.434667240944	3411815.6998753995	High
WBGene00000148	-0.2342879704173469	-0.1692498905995374	0.2342879704173469	0.1692498905995374	5217.0	8461.0	6643.872139046627	True	True	True	11972719.26136305		8461.234287970417	5401.803273223737	1200690.417106329	Low
WBGene00000149	-0.0355503352025205	0.0403487781585233	0.0355503352025205	0.0403487781585233	16080.0	15328.5	15699.754138202292	True	True	True	60286348.83487026		17908.035550335204	6393.9224580232	6035775.912771437	Very High
WBGene00000150	-0.0963871426298171	-0.0097646379477392	0.0963871426298171	0.0097646379477392	12222.0	17223.0	14508.601104172656	True	True	True	51739112.17612982		17223.10689523959	7308.89781618946	5180759.778194541	Very High
WBGene00000151	0.0289646674397481	0.1158529010685096	0.0289646674397481	0.1158529010685096	16389.0	11136.0	13509.548623103588	True	True	True	59835920.40630792		17585.99307872604	6873.568185052945	5990141.4805829935	Very High
WBGene00000155	-0.1442891853019853	-0.1166840184986899	0.1442891853019853	0.1166840184986899	8818.0	11100.0	9893.422057104408	True	True	True	22336864.29829981		11100.157008925851	7048.138555200758	2238482.401592104	Medium
WBGene00000156	0.0739879459310826	0.2373872310292727	0.0739879459310826	0.2373872310292727	13773.0	5842.0	8970.05384599223	True	True	True	27611112.29265796		14130.928695282077	9169.99609700061	2766299.889404659	Medium
WBGene00000157	0.105272582005385	0.445665028807843	0.105272582005385	0.445665028807843	11577.0	1542.0	4225.131240565197	True	True	True	15435185.25829169		11576.894727417995	8055.897900175648	1547216.328403507	Low
WBGene00000158	-0.1484040029132316	-0.0174717738060041	0.1484040029132316	0.0174717738060041	8554.0	16706.0	11954.209467798362	True	True	True	43020020.34508526		16761.151579217905	7299.834598435222	4308129.554073071	High
