Neuron	Type	LineageGroup	Functions	RichClubScore	TotalStrength	AvgRelatedness	StrengthImbalance	total_3node_motifs	as_source	as_target
 ASJR        	Unknown		Chemosensory 👃 | Unknown	0.0140880481334419	39.0	7.5	39.0	3	0	0
 DA07        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	57.0	0.0	57.0	21	0	0
 dBWML3        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	423.0	8.0	423.0	36	0	0
 dBWML6        	Unknown		Unknown ❓ | Unknown	0.0362771335117454	224.0	7.954545454545454	224.0	91	0	0
 URYDR         	Unknown		Unknown ❓ | Unknown	0.0179084695805267	19.0	7.2	19.0	10	0	0
 dBWMR3        	Unknown		Unknown ❓ | Unknown	0.0289407981595011	441.0	8.25	441.0	55	0	0
 vBWML4        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	341.0	7.5625	341.0	45	0	0
 dBWMR4        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	314.0	6.541666666666667	314.0	66	0	0
 dBWMR5        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	219.0	7.227272727272727	219.0	66	0	0
 vBWMR4        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	524.0	7.85	524.0	45	0	0
 URAVR         	Unknown		Unknown ❓ | Unknown	0.0217299561469039	54.0	8.166666666666666	54.0	21	0	0
 ADER          	Unknown		Unknown ❓ | Unknown	0.0289407981595011	75.0	7.888888888888889	75.0	55	0	0
 vBWMR3        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	416.0	6.5	416.0	36	0	0
 AVKL          	Unknown		Unknown ❓ | Unknown	0.0289407981595011	147.0	7.678571428571429	147.0	55	0	0
 FLPR          	Unknown		Unknown ❓ | Unknown	0.0179084695805267	25.0	7.875	25.0	10	0	0
 VA01          	Unknown		Unknown ❓ | Unknown	0.0235708114335085	102.0	7.75	102.0	28	0	0
 FLPR        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	147.0	7.5	147.0	28	0	0
 DD01        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	66.0	8.5	66.0	36	0	0
 FLPL          	Unknown		Unknown ❓ | Unknown	0.0217299561469039	50.0	8.214285714285714	50.0	21	0	0
 dBWMR6        	Unknown		Unknown ❓ | Unknown	0.0337304120984366	209.0	7.65	209.0	78	0	0
 RIR         	Unknown		Unknown ❓ | Unknown	0.0124518436984039	27.0	8.5	27.0	1	0	0
 ALNR          	Unknown		Unknown ❓ | Unknown	0.0251688648575808	61.0	6.888888888888889	61.0	36	0	0
 RMED        	Unknown		Unknown ❓ | Unknown	0.0199063312301755	54.0	5.5	54.0	15	0	0
 SMDDR       	Unknown		Motor 🦴 | Unknown	0.0269403880393999	60.0	0.0	60.0	45	0	0
 FLPL        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	48.0	7.5	48.0	21	0	0
 RIMR        	Unknown		Relay 🧠 | Unknown	0.0251688648575808	117.0	0.0	117.0	36	0	0
 OLQDR       	Unknown		Unknown ❓ | Unknown	0.0199063312301755	81.0	0.0	81.0	15	0	0
 OLQVR       	Unknown		Unknown ❓ | Unknown	0.0179084695805267	60.0	0.0	60.0	10	0	0
 SMBDR       	Unknown		Unknown ❓ | Unknown	0.0251688648575808	75.0	6.0	75.0	36	0	0
 SIBDR       	Unknown		Unknown ❓ | Unknown	0.0179084695805267	60.0	0.0	60.0	10	0	0
 URXR        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	39.0	5.5	39.0	6	0	0
 RMHR        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	15.0	0.0	15.0	1	0	0
 OLLR        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	48.0	8.5	48.0	1	0	0
 ADEL        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	9.0	0.0	9.0	1	0	0
 URYDR       	Unknown		Unknown ❓ | Unknown	0.0140880481334419	27.0	0.0	27.0	3	0	0
 AQR         	Unknown		Unknown ❓ | Unknown	0.0199063312301755	351.0	0.0	351.0	15	0	0
 vBWMR6        	Unknown		Unknown ❓ | Unknown	0.0362771335117454	274.0	7.875	274.0	91	0	0
 vBWML9        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	214.0	7.384615384615385	214.0	66	0	0
 VD09          	Unknown		Unknown ❓ | Unknown	0.0289407981595011	217.0	6.55	217.0	55	0	0
 vBWMR20       	Unknown		Unknown ❓ | Unknown	0.0251688648575808	94.0	6.65	94.0	36	0	0
 PVDR        	Unknown		Unknown ❓ | Unknown	0.0199063312301755	42.0	9.0	42.0	15	0	0
 DVB         	Unknown		Unknown ❓ | Unknown	0.0362771335117454	192.0	0.0	192.0	91	0	0
 VD11        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	87.0	0.0	87.0	66	0	0
 VC03        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	69.0	0.0	69.0	28	0	0
 VA03          	Unknown		Unknown ❓ | Unknown	0.0315782319327028	107.0	7.916666666666667	107.0	66	0	0
 VA04          	Unknown		Unknown ❓ | Unknown	0.0269403880393999	88.0	8.055555555555555	88.0	45	0	0
 VD02          	Unknown		Unknown ❓ | Unknown	0.0362771335117454	362.0	8.166666666666666	362.0	91	0	0
 AVAL        	Unknown		Oscillator 🔁 | Unknown	0.1767881241565452	696.0	8.5	696.0	990	0	0
 SMBDL       	Unknown		Unknown ❓ | Unknown	0.0235708114335085	45.0	0.0	45.0	28	0	0
 PLNL          	Unknown		Unknown ❓ | Unknown	0.0217299561469039	102.0	6.714285714285714	102.0	21	0	0
 SABD        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	72.0	0.0	72.0	6	0	0
 vBWML1        	Unknown		Unknown ❓ | Unknown	0.0289407981595011	319.0	7.65	319.0	55	0	0
 vBWML2        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	273.0	7.555555555555555	273.0	45	0	0
 vBWML6        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	190.0	7.857142857142857	190.0	28	0	0
 AS10          	Unknown		Unknown ❓ | Unknown	0.0235708114335085	48.0	8.125	48.0	28	0	0
 vBWML10       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	177.0	7.318181818181818	177.0	66	0	0
 vBWML13       	Unknown		Unknown ❓ | Unknown	0.0421954468983088	203.0	7.5	203.0	120	0	0
 SABVL         	Unknown		Unknown ❓ | Unknown	0.0251688648575808	107.0	7.272727272727272	107.0	36	0	0
 DA04          	Unknown		Unknown ❓ | Unknown	0.0269403880393999	80.0	8.11111111111111	80.0	45	0	0
 DA07          	Unknown		Unknown ❓ | Unknown	0.0217299561469039	65.0	7.5	65.0	21	0	0
 DA03          	Unknown		Unknown ❓ | Unknown	0.0315782319327028	142.0	8.166666666666666	142.0	66	0	0
 AS04          	Unknown		Unknown ❓ | Unknown	0.0251688648575808	67.0	6.875	67.0	36	0	0
 DB03        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	98.0	0.0	98.0	28	0	0
 VB10        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	95.0	8.5	95.0	66	0	0
 VB11        	Unknown		Unknown ❓ | Unknown	0.0289407981595011	116.0	7.5	116.0	55	0	0
 VB09        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	77.0	9.0	77.0	10	0	0
 AS05        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	15.0	0.0	15.0	1	0	0
 AS06        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	27.0	0.0	27.0	6	0	0
 DB02        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	86.0	0.0	86.0	10	0	0
 DB04        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	53.0	0.0	53.0	10	0	0
 VB02        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	104.0	0.0	104.0	10	0	0
 VB04        	Unknown		Unknown ❓ | Unknown	0.0199063312301755	41.0	0.0	41.0	15	0	0
 VB05        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	41.0	0.0	41.0	6	0	0
 VB06        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	59.0	0.0	59.0	10	0	0
 VB07        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	56.0	0.0	56.0	6	0	0
 VB08        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	56.0	0.0	56.0	6	0	0
 VB03        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	77.0	0.0	77.0	10	0	0
 vBWML3        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	360.0	8.125	360.0	36	0	0
 SMBVL       	Unknown		Unknown ❓ | Unknown	0.0140880481334419	72.0	0.0	72.0	3	0	0
 RIAR        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	21.0	0.0	21.0	21	0	0
 SAAVL       	Unknown		Unknown ❓ | Unknown	0.0199063312301755	102.0	0.0	102.0	15	0	0
 vBWML8        	Unknown		Unknown ❓ | Unknown	0.0289407981595011	198.0	7.95	198.0	55	0	0
 vBWML14       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	201.0	5.863636363636363	201.0	66	0	0
 dBWMR7        	Unknown		Unknown ❓ | Unknown	0.0362771335117454	214.0	7.863636363636363	214.0	91	0	0
 dBWMR2        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	121.0	7.4375	121.0	28	0	0
 IL2VR         	Unknown		Unknown ❓ | Unknown	0.0179084695805267	32.0	5.5	32.0	10	0	0
 OLQDR         	Unknown		Unknown ❓ | Unknown	0.0269403880393999	98.0	7.777777777777778	98.0	45	0	0
 CEPVL       	Unknown		Glia ⚙️ | Unknown	0.0140880481334419	24.0	0.0	24.0	3	0	0
 SDQR          	Unknown		Unknown ❓ | Unknown	0.0140880481334419	76.0	7.125	76.0	3	0	0
 dBWMR8        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	186.0	7.642857142857143	186.0	28	0	0
 dBWMR9        	Unknown		Unknown ❓ | Unknown	0.0289407981595011	171.0	7.944444444444445	171.0	55	0	0
 dBWMR11       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	183.0	7.0	183.0	66	0	0
 dBWMR12       	Unknown		Unknown ❓ | Unknown	0.0337304120984366	192.0	7.25	192.0	78	0	0
 dBWMR13       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	195.0	7.944444444444445	195.0	66	0	0
 dBWMR14       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	186.0	6.818181818181818	186.0	66	0	0
 dBWMR15       	Unknown		Unknown ❓ | Unknown	0.0289407981595011	141.0	7.318181818181818	141.0	55	0	0
 dBWMR16       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	102.0	6.2	102.0	66	0	0
 PVNL          	Unknown		Unknown ❓ | Unknown	0.0269403880393999	52.0	7.666666666666667	52.0	45	0	0
 DA01        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	54.0	9.0	54.0	10	0	0
 DA02        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	99.0	10.0	99.0	36	0	0
 DA03        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	111.0	8.0	111.0	28	0	0
 AS01        	Unknown		Unknown ❓ | Unknown	0.0199063312301755	99.0	10.0	99.0	15	0	0
 VA12        	Unknown		Unknown ❓ | Unknown	0.0337304120984366	210.0	0.0	210.0	78	0	0
 PDB         	Unknown		Unknown ❓ | Unknown	0.0235708114335085	126.0	0.0	126.0	28	0	0
 dBWML1        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	118.0	7.1875	118.0	28	0	0
 dBWML2        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	140.0	7.571428571428571	140.0	28	0	0
 IL1DR         	Unknown		Unknown ❓ | Unknown	0.0289407981595011	134.0	7.333333333333333	134.0	55	0	0
 IL1R          	Unknown		Unknown ❓ | Unknown	0.0337304120984366	88.0	7.958333333333333	88.0	78	0	0
 vBWMR2        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	257.0	6.1	257.0	21	0	0
 IL1VR         	Unknown		Unknown ❓ | Unknown	0.0235708114335085	136.0	8.11111111111111	136.0	28	0	0
 vBWMR5        	Unknown		Unknown ❓ | Unknown	0.0199063312301755	115.0	7.1	115.0	15	0	0
 vBWMR8        	Unknown		Unknown ❓ | Unknown	0.0337304120984366	232.0	5.95	232.0	78	0	0
 AIMR        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	18.0	5.5	18.0	6	0	0
 IL2VR       	Unknown		Unknown ❓ | Unknown	0.0124518436984039	6.0	2.5	6.0	1	0	0
 DA01          	Unknown		Unknown ❓ | Unknown	0.0251688648575808	154.0	8.0625	154.0	36	0	0
 VA09          	Unknown		Unknown ❓ | Unknown	0.0199063312301755	47.0	7.416666666666667	47.0	15	0	0
 LUAR          	Unknown		Unknown ❓ | Unknown	0.0199063312301755	58.0	7.214285714285714	58.0	15	0	0
 AS11          	Unknown		Unknown ❓ | Unknown	0.0235708114335085	79.0	5.857142857142857	79.0	28	0	0
 LUAL          	Unknown		Unknown ❓ | Unknown	0.0217299561469039	46.0	5.8	46.0	21	0	0
 DA09          	Unknown		Unknown ❓ | Unknown	0.0251688648575808	130.0	7.444444444444445	130.0	36	0	0
 RMDDL       	Unknown		Motor 🦴 | Unknown	0.0235708114335085	42.0	9.0	42.0	28	0	0
 dBWML13       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	173.0	8.333333333333334	173.0	66	0	0
 AS02          	Unknown		Unknown ❓ | Unknown	0.0251688648575808	71.0	6.722222222222222	71.0	36	0	0
 AS07          	Unknown		Unknown ❓ | Unknown	0.0199063312301755	66.0	8.2	66.0	15	0	0
 AS08          	Unknown		Unknown ❓ | Unknown	0.0199063312301755	80.0	7.0	80.0	15	0	0
 AS09          	Unknown		Unknown ❓ | Unknown	0.0179084695805267	72.0	6.875	72.0	10	0	0
 VA05          	Unknown		Unknown ❓ | Unknown	0.0235708114335085	44.0	8.142857142857142	44.0	28	0	0
 VA07          	Unknown		Unknown ❓ | Unknown	0.0159985497449346	43.0	5.5	43.0	6	0	0
 VA10          	Unknown		Unknown ❓ | Unknown	0.0199063312301755	41.0	6.916666666666667	41.0	15	0	0
 PHCL        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	63.0	8.833333333333334	63.0	28	0	0
 VA02        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	93.0	6.0	93.0	21	0	0
 VA10        	Unknown		Unknown ❓ | Unknown	0.0235708114335085	54.0	0.0	54.0	28	0	0
 PHCR        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	72.0	8.5	72.0	45	0	0
 AS10        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	69.0	0.0	69.0	45	0	0
 DA04        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	21.0	0.0	21.0	10	0	0
 URYVR       	Unknown		Unknown ❓ | Unknown	0.0092549406685901	6.0	0.0	6.0	0	0	0
 SABVR       	Unknown		Unknown ❓ | Unknown	0.0140880481334419	33.0	0.0	33.0	3	0	0
 DA05        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	42.0	0.0	42.0	10	0	0
 DA06        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	24.0	0.0	24.0	1	0	0
 VA01        	Unknown		Unknown ❓ | Unknown	0.0140880481334419	63.0	0.0	63.0	3	0	0
 VA03        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	54.0	0.0	54.0	21	0	0
 VA04        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	60.0	0.0	60.0	10	0	0
 VA05        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	27.0	0.0	27.0	1	0	0
 VA06        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	63.0	0.0	63.0	10	0	0
 VA07        	Unknown		Unknown ❓ | Unknown	0.0140880481334419	24.0	0.0	24.0	3	0	0
 VA08        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	12.0	0.0	12.0	1	0	0
 VA09        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	27.0	0.0	27.0	1	0	0
 IL1VL       	Unknown		Unknown ❓ | Unknown	0.0159985497449346	69.0	4.5	69.0	6	0	0
 SAADR       	Unknown		Unknown ❓ | Unknown	0.0140880481334419	12.0	0.0	12.0	3	0	0
 dBWML7        	Unknown		Unknown ❓ | Unknown	0.0269403880393999	144.0	7.6875	144.0	45	0	0
 dBWML8        	Unknown		Unknown ❓ | Unknown	0.0251688648575808	183.0	8.583333333333334	183.0	36	0	0
 dBWML10       	Unknown		Unknown ❓ | Unknown	0.0269403880393999	195.0	7.357142857142857	195.0	45	0	0
 dBWML11       	Unknown		Unknown ❓ | Unknown	0.0315782319327028	216.0	8.0	216.0	66	0	0
 dBWML12       	Unknown		Unknown ❓ | Unknown	0.0337304120984366	180.0	7.85	180.0	78	0	0
 dBWML15       	Unknown		Unknown ❓ | Unknown	0.0269403880393999	135.0	7.5625	135.0	45	0	0
 vBWMR12       	Unknown		Unknown ❓ | Unknown	0.0337304120984366	198.0	6.916666666666667	198.0	78	0	0
 vBWMR13       	Unknown		Unknown ❓ | Unknown	0.0396091052331623	216.0	7.785714285714286	216.0	105	0	0
 ALNR        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	60.0	4.5	60.0	6	0	0
 ALNL        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	27.0	0.0	27.0	6	0	0
 RMDR        	Unknown		Motor 🦴 | Unknown	0.0159985497449346	27.0	0.0	27.0	6	0	0
 IL2DR       	Unknown		Unknown ❓ | Unknown	0.0124518436984039	6.0	0.0	6.0	1	0	0
 IL2VL       	Unknown		Unknown ❓ | Unknown	0.0092549406685901	9.0	0.0	9.0	0	0	0
 AS06          	Unknown		Unknown ❓ | Unknown	0.0159985497449346	34.0	8.833333333333334	34.0	6	0	0
 PVDL        	Unknown		Unknown ❓ | Unknown	0.0179084695805267	30.0	0.0	30.0	10	0	0
 SABVL       	Unknown		Unknown ❓ | Unknown	0.0092549406685901	45.0	0.0	45.0	0	0	0
 ALMR          	Unknown		Mechanosensory 🤚 | Unknown	0.0159985497449346	16.0	7.8	16.0	6	0	0
 IL2R        	Unknown		Unknown ❓ | Unknown	0.0140880481334419	27.0	8.5	27.0	3	0	0
 RIFR        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	21.0	0.0	21.0	6	0	0
 PVWL        	Unknown		Unknown ❓ | Unknown	0.0315782319327028	120.0	8.5	120.0	66	0	0
 VC01        	Unknown		Unknown ❓ | Unknown	0.0159985497449346	63.0	0.0	63.0	6	0	0
 AVM           	Unknown		Unknown ❓ | Unknown	0.0140880481334419	10.0	7.375	10.0	3	0	0
 URADR         	Unknown		Unknown ❓ | Unknown	0.0179084695805267	42.0	8.166666666666666	42.0	10	0	0
 PLNR          	Unknown		Unknown ❓ | Unknown	0.0140880481334419	51.0	7.166666666666667	51.0	3	0	0
 PLML        	Unknown		Mechanosensory 🤚 | Unknown	0.0217299561469039	96.0	7.25	96.0	21	0	0
 PLMR        	Unknown		Mechanosensory 🤚 | Unknown	0.0217299561469039	84.0	8.25	84.0	21	0	0
 DVB           	Unknown		Unknown ❓ | Unknown	0.0124518436984039	4.0	7.0	4.0	1	0	0
 VC01          	Unknown		Unknown ❓ | Unknown	0.0179084695805267	34.0	7.4	34.0	10	0	0
 VC05        	Unknown		Unknown ❓ | Unknown	0.0140880481334419	27.0	0.0	27.0	3	0	0
 IL1DR       	Unknown		Unknown ❓ | Unknown	0.0159985497449346	48.0	7.5	48.0	6	0	0
 IL1DL       	Unknown		Unknown ❓ | Unknown	0.0140880481334419	18.0	8.5	18.0	3	0	0
AIYR 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	431.0	7.0	431.0	153	0	0
AIMR 	Unknown		Unknown ❓ | Unknown	0.0833572453371592	150.0	6.173913043478261	150.0	351	0	0
AVJL 	Unknown		Unknown ❓ | Unknown	0.1051387461459403	351.0	7.95	351.0	496	0	0
PVCL 	Unknown		Oscillator 🔁 | Unknown	0.1777777777777777	801.0	8.484848484848484	801.0	1540	0	0
IL2R 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	201.0	6.666666666666667	201.0	153	0	0
IL2VR 	Unknown		Unknown ❓ | Unknown	0.0421954468983088	306.0	7.875	306.0	120	0	0
RMDVL 	Unknown		Motor 🦴 | Unknown	0.0707751707751707	462.0	6.933333333333334	462.0	276	0	0
SIBVR 	Unknown		Unknown ❓ | Unknown	0.0923857216230097	519.0	6.7368421052631575	519.0	406	0	0
AUAR 	Unknown		Unknown ❓ | Unknown	0.0396091052331623	190.0	8.115384615384615	190.0	105	0	0
IL1R 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	304.0	7.3	304.0	153	0	0
URYDR 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	155.0	6.735294117647059	155.0	153	0	0
AVER 	Unknown		Unknown ❓ | Unknown	0.1560021152829191	422.0	6.98	422.0	820	0	0
URAVR 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	258.0	7.235294117647059	258.0	153	0	0
PVR 	Unknown		Unknown ❓ | Unknown	0.2	754.0	8.09433962264151	754.0	1225	0	0
OLQVR 	Unknown		Unknown ❓ | Unknown	0.0362771335117454	240.0	7.636363636363637	240.0	91	0	0
ALA 	Unknown		Unknown ❓ | Unknown	0.0337304120984366	86.0	8.285714285714286	86.0	78	0	0
RMDVR 	Unknown		Motor 🦴 | Unknown	0.1290909090909091	579.0	6.854166666666667	579.0	630	0	0
SMBVR 	Unknown		Unknown ❓ | Unknown	0.1462747778537252	504.0	6.944444444444445	504.0	741	0	0
OLQDR 	Unknown		Unknown ❓ | Unknown	0.0362771335117454	137.0	7.2	137.0	91	0	0
URADL 	Unknown		Olfactory 🌬 | Unknown	0.0235708114335085	144.0	6.428571428571429	144.0	28	0	0
AVM 	Unknown		Unknown ❓ | Unknown	0.0707751707751707	287.0	7.456521739130435	287.0	276	0	0
BDUR 	Unknown		Unknown ❓ | Unknown	0.0451532632055197	195.0	7.3076923076923075	195.0	136	0	0
PQR 	Unknown		Unknown ❓ | Unknown	0.0833572453371592	347.0	7.795454545454546	347.0	351	0	0
PHAL 	Unknown		Unknown ❓ | Unknown	0.0501347708894878	186.0	6.7368421052631575	186.0	171	0	0
PVCR 	Unknown		Oscillator 🔁 | Unknown	0.0	985.0	6.852941176470588	985.0	1953	0	0
AVL 	Unknown		Unknown ❓ | Unknown	0.1661016949152542	471.0	7.236842105263157	471.0	861	0	0
PVNL 	Unknown		Unknown ❓ | Unknown	0.1560021152829191	313.0	7.484848484848484	313.0	820	0	0
AVBL 	Unknown		Oscillator 🔁 | Unknown	0.2205882352941176	536.0	7.0	536.0	1275	0	0
VC01 	Unknown		Unknown ❓ | Unknown	0.0707751707751707	243.0	8.2	243.0	276	0	0
VC02 	Unknown		Unknown ❓ | Unknown	0.0941176470588235	273.0	7.1875	273.0	435	0	0
VC03 	Unknown		Unknown ❓ | Unknown	0.1503105590062111	282.0	6.34	282.0	780	0	0
ALML 	Unknown		Mechanosensory 🤚 | Unknown	0.0613903167156741	233.0	6.833333333333333	233.0	231	0	0
SIADR 	Unknown		Unknown ❓ | Unknown	0.0875522138680033	444.0	8.157894736842104	444.0	378	0	0
AVDL 	Unknown		Oscillator 🔁 | Unknown	0.1462747778537252	430.0	8.045454545454545	430.0	741	0	0
 CEPVR       	Unknown		Glia ⚙️ | Unknown	0.0140880481334419	9.0	7.75	9.0	3	0	0
 IL1R        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	48.0	0.0	48.0	1	0	0
 IL1VR       	Unknown		Unknown ❓ | Unknown	0.0159985497449346	72.0	8.0	72.0	6	0	0
 VB03          	Unknown		Unknown ❓ | Unknown	0.0217299561469039	50.0	6.5625	50.0	21	0	0
 PVM           	Unknown		Unknown ❓ | Unknown	0.0092549406685901	2.0	8.25	2.0	0	0	0
 AVM         	Unknown		Unknown ❓ | Unknown	0.0159985497449346	105.0	0.0	105.0	6	0	0
 vBWMR1        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	66.0	6.75	66.0	1	0	0
 CEPDL       	Unknown		Glia ⚙️ | Unknown	0.0092549406685901	6.0	9.0	6.0	0	0	0
 PHAR          	Unknown		Unknown ❓ | Unknown	0.0124518436984039	30.0	6.5	30.0	1	0	0
 PHBR          	Unknown		Unknown ❓ | Unknown	0.0140880481334419	44.0	7.166666666666667	44.0	3	0	0
 PLNL        	Unknown		Unknown ❓ | Unknown	0.0217299561469039	33.0	8.333333333333334	33.0	21	0	0
 VD12          	Unknown		Unknown ❓ | Unknown	0.0421954468983088	274.0	7.970588235294118	274.0	120	0	0
 BDUL        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	72.0	0.0	72.0	1	0	0
 VD05          	Unknown		Unknown ❓ | Unknown	0.0337304120984366	272.0	7.681818181818182	272.0	78	0	0
 DD03          	Unknown		Unknown ❓ | Unknown	0.0315782319327028	453.0	7.642857142857143	453.0	66	0	0
 VC04        	Unknown		Unknown ❓ | Unknown	0.0124518436984039	24.0	0.0	24.0	1	0	0
 vm2pL       	Unknown		Unknown ❓ | Unknown	0.0159985497449346	42.0	0.0	42.0	6	0	0
 vm2pR       	Unknown		Unknown ❓ | Unknown	0.0159985497449346	42.0	0.0	42.0	6	0	0
IL1VL 	Unknown		Unknown ❓ | Unknown	0.0421954468983088	267.0	8.5	267.0	120	0	0
ASJL 	Unknown		Chemosensory 👃 | Unknown	0.0362771335117454	147.0	7.15	147.0	91	0	0
IL1DL 	Unknown		Unknown ❓ | Unknown	0.0396091052331623	144.0	6.785714285714286	144.0	105	0	0
IL2DR 	Unknown		Unknown ❓ | Unknown	0.0362771335117454	236.0	7.0	236.0	91	0	0
AVG 	Unknown		Unknown ❓ | Unknown	0.1744186046511628	277.0	6.727272727272728	277.0	946	0	0
AVJR 	Unknown		Unknown ❓ | Unknown	0.119047619047619	268.0	7.425	268.0	595	0	0
LUAL 	Unknown		Unknown ❓ | Unknown	0.0421954468983088	262.0	8.833333333333334	262.0	120	0	0
RIFL 	Unknown		Unknown ❓ | Unknown	0.0289407981595011	125.0	6.571428571428571	125.0	55	0	0
LUAR 	Unknown		Unknown ❓ | Unknown	0.0775079992471296	326.0	6.615384615384615	326.0	300	0	0
PVDL 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	282.0	7.285714285714286	282.0	153	0	0
PVDR 	Unknown		Unknown ❓ | Unknown	0.0482149381491727	284.0	7.5	284.0	153	0	0
PHBL 	Unknown		Unknown ❓ | Unknown	0.0613903167156741	447.0	7.318181818181818	447.0	231	0	0
PHBR 	Unknown		Unknown ❓ | Unknown	0.0572937830150345	469.0	6.884615384615385	469.0	210	0	0
PHCL 	Unknown		Unknown ❓ | Unknown	0.0451532632055197	139.0	7.777777777777778	139.0	136	0	0
VA02 	Unknown		Unknown ❓ | Unknown	0.0613903167156741	354.0	7.3	354.0	231	0	0
VA12 	Unknown		Unknown ❓ | Unknown	0.1388698238389384	582.0	7.270833333333333	582.0	666	0	0
VD06 	Unknown		Unknown ❓ | Unknown	0.0337304120984366	174.0	7.409090909090909	174.0	78	0	0
PVWR 	Unknown		Unknown ❓ | Unknown	0.0501347708894878	145.0	7.285714285714286	145.0	171	0	0
RMHL 	Unknown		Unknown ❓ | Unknown	0.0421954468983088	99.0	6.3	99.0	120	0	0
VA04 	Unknown		Unknown ❓ | Unknown	0.0451532632055197	237.0	6.5	237.0	136	0	0
VA06 	Unknown		Unknown ❓ | Unknown	0.0572937830150345	294.0	7.34375	294.0	210	0	0
VD05 	Unknown		Unknown ❓ | Unknown	0.0362771335117454	135.0	7.136363636363637	135.0	91	0	0
VD11 	Unknown		Unknown ❓ | Unknown	0.0658390255304781	183.0	7.363636363636363	183.0	253	0	0
VD13 	Unknown		Unknown ❓ | Unknown	0.0875522138680033	327.0	7.3076923076923075	327.0	378	0	0
